
[00:00:00.000 --> 00:00:04.000]   [music]
[00:07:46.000 --> 00:07:49.000]   My blog is all designed and it's all sitting there.
[00:07:49.000 --> 00:07:50.000]   It's done.
[00:07:50.000 --> 00:07:51.000]   It's finally done.
[00:07:51.000 --> 00:07:52.000]   I've been with you through a few of these.
[00:07:52.000 --> 00:07:53.000]   I mean, you were...
[00:07:53.000 --> 00:07:54.000]   It's all done.
[00:07:54.000 --> 00:07:55.000]   What about the Vox?
[00:07:55.000 --> 00:07:56.000]   No, I'm square-spaced.
[00:07:56.000 --> 00:07:57.000]   No, I'm square-spaced it.
[00:07:57.000 --> 00:07:58.000]   Okay.
[00:07:58.000 --> 00:08:01.000]   And so now I'm going to start.
[00:08:01.000 --> 00:08:04.000]   But one of the things I've been doing research on is Mars edit and also I'm bloggers.
[00:08:04.000 --> 00:08:05.000]   Love Mars edit.
[00:08:05.000 --> 00:08:06.000]   And Blogo.
[00:08:06.000 --> 00:08:07.000]   I blogo.
[00:08:07.000 --> 00:08:09.000]   Blogo is for the phone?
[00:08:09.000 --> 00:08:10.000]   For the phone.
[00:08:10.000 --> 00:08:18.000]   So I can link directly into Squarespace from my iPhone and be able to post images.
[00:08:18.000 --> 00:08:23.000]   And I haven't tried video yet, but images and text to it.
[00:08:23.000 --> 00:08:27.000]   So that's all, you know, that makes it a lot easier to do that kind of stuff.
[00:08:27.000 --> 00:08:28.000]   Yeah.
[00:08:28.000 --> 00:08:32.000]   So the thing is now though, is that the tools are getting so much easier that, you know,
[00:08:32.000 --> 00:08:36.000]   your average person will actually be wanting to use this stuff very, very soon.
[00:08:36.000 --> 00:08:38.000]   The problem is, as Andy said, is the infrastructure.
[00:08:38.000 --> 00:08:42.000]   I mean, it was difficult enough for me when I come across the states because if I try
[00:08:42.000 --> 00:08:44.000]   to use my iPhone, I haven't got a data plan in this state.
[00:08:44.000 --> 00:08:45.000]   We need to solve this.
[00:08:45.000 --> 00:08:46.000]   This is crazy.
[00:08:46.000 --> 00:08:47.000]   You know, it's just crackers.
[00:08:47.000 --> 00:08:48.000]   Yeah.
[00:08:48.000 --> 00:08:51.000]   And for the trip we're going away on, it's similar to you.
[00:08:51.000 --> 00:08:53.000]   I'm having to buy a special package.
[00:08:53.000 --> 00:08:56.000]   But I'm having to buy like 50 megabytes of data for 50 pounds.
[00:08:56.000 --> 00:08:58.000]   That's a pound of megabytes.
[00:08:58.000 --> 00:09:04.000]   Not only at six pounds of megabytes, six pounds for a single megabyte of data from your iPhone.
[00:09:04.000 --> 00:09:05.000]   It's just crazy.
[00:09:05.000 --> 00:09:11.000]   We were talking with Chris Markhart, our photo guy before the show, and he pointed out that
[00:09:11.000 --> 00:09:16.640]   the raw image from my Canon 5D Mark II is 25 megabytes.
[00:09:16.640 --> 00:09:18.080]   So I would in two pictures.
[00:09:18.080 --> 00:09:20.000]   I would use up all of that fans were done.
[00:09:20.000 --> 00:09:21.000]   That's crazy.
[00:09:21.000 --> 00:09:22.000]   Absolutely crazy.
[00:09:22.000 --> 00:09:23.000]   And with boom.
[00:09:23.000 --> 00:09:29.000]   And so this is actually why I think that eventually things like the iPhone will be free.
[00:09:29.000 --> 00:09:31.000]   Because they're making so much money on it.
[00:09:31.000 --> 00:09:32.000]   Yeah.
[00:09:32.000 --> 00:09:35.000]   Just like, you know, most people are not old enough to know what a typewriter is that listen
[00:09:35.000 --> 00:09:36.000]   to this show.
[00:09:36.000 --> 00:09:39.000]   But back in the day, there were these things called typewriters that weren't connected to
[00:09:39.000 --> 00:09:42.000]   a monitor and you typed and it just came out on a paper.
[00:09:42.000 --> 00:09:48.000]   And IBM used to give the IBM Selectric, which was the most popular typewriter, to the secretarial
[00:09:48.000 --> 00:09:50.000]   schools by the thousands.
[00:09:50.000 --> 00:09:52.000]   They give them away.
[00:09:52.000 --> 00:09:54.240]   They would give them to the schools by the thousands.
[00:09:54.240 --> 00:09:58.000]   So when the people who graduated from the secretarial school, they would work at the
[00:09:58.000 --> 00:09:59.000]   big insurance companies.
[00:09:59.000 --> 00:10:02.760]   They'd say, I only know how to use the IBM Selectric so the big insurance companies would buy
[00:10:02.760 --> 00:10:03.760]   them.
[00:10:03.760 --> 00:10:05.480]   And then they'd buy all those ribbons.
[00:10:05.480 --> 00:10:08.760]   And that's literally what grew IBM's typewriter business to be.
[00:10:08.760 --> 00:10:09.760]   That makes sense.
[00:10:09.760 --> 00:10:10.760]   Huge.
[00:10:10.760 --> 00:10:15.320]   So why not Apple give away the iPhone and then get poor guys like all you folks going to
[00:10:15.320 --> 00:10:17.520]   China to pay millions of dollars for bandwidth?
[00:10:17.520 --> 00:10:19.600]   Someone was asking me about the difference.
[00:10:19.600 --> 00:10:20.600]   I would stand at the Apple store.
[00:10:20.600 --> 00:10:23.280]   And someone was asking me about whether I was going to get the 32 or the 16.
[00:10:23.280 --> 00:10:27.080]   And I was like, with my international plan, because I've been in and out, I'm canceling
[00:10:27.080 --> 00:10:29.040]   it now because I'm not traveling as much.
[00:10:29.040 --> 00:10:32.280]   But with my international plan, I was paying for an iPhone a month.
[00:10:32.280 --> 00:10:33.280]   Right.
[00:10:33.280 --> 00:10:35.280]   So the thing is, is it was like, I don't want to fix more.
[00:10:35.280 --> 00:10:36.280]   Yeah, it is.
[00:10:36.280 --> 00:10:37.840]   That's not going to worry about that.
[00:10:37.840 --> 00:10:42.320]   So without the, because the international plan on IT&T is like $199 a month.
[00:10:42.320 --> 00:10:43.320]   Isn't that interesting?
[00:10:43.320 --> 00:10:48.280]   You actually, Scott, have pinpointed a new business model really for a lot of people.
[00:10:48.280 --> 00:10:49.280]   It's not really new.
[00:10:49.280 --> 00:10:50.280]   I mean, it goes back to shit.
[00:10:50.280 --> 00:10:51.280]   Things do.
[00:10:51.280 --> 00:10:53.840]   I mean, you know, it's surprising they don't jump on it.
[00:10:53.840 --> 00:10:59.360]   You know, speaking of cell phones, you know, FCC is getting a little harsh on AT&T.
[00:10:59.360 --> 00:11:04.960]   I'm not sure I even agree with this saying this Apple exclusive might be illegal.
[00:11:04.960 --> 00:11:05.960]   I think that's BS.
[00:11:05.960 --> 00:11:08.040]   I mean, I'm not happy about it.
[00:11:08.040 --> 00:11:13.120]   I think I think it might be BS, but I'm all for Verizon having a, I would love Verizon
[00:11:13.120 --> 00:11:14.120]   to have it.
[00:11:14.120 --> 00:11:15.120]   Yeah.
[00:11:15.120 --> 00:11:17.520]   And by the way, here's the thing, these, these models have been in place forever.
[00:11:17.520 --> 00:11:18.520]   Yeah.
[00:11:18.520 --> 00:11:22.560]   And the iPhone, iPhone didn't pioneer, you know, the exclusive relation.
[00:11:22.560 --> 00:11:23.560]   Okay.
[00:11:23.560 --> 00:11:25.800]   But that doesn't make it okay.
[00:11:25.800 --> 00:11:30.120]   But my question is, should the government be able to say to, to, to, to businesses, no,
[00:11:30.120 --> 00:11:31.560]   you can't do an exclusive deal?
[00:11:31.560 --> 00:11:36.160]   Well, but my question is why not say that 13 years ago when the first of these kinds
[00:11:36.160 --> 00:11:38.560]   of arrangements were made long before there was an iPhone?
[00:11:38.560 --> 00:11:40.120]   Well, okay.
[00:11:40.120 --> 00:11:42.840]   But they could say it now because maybe they got aware of it.
[00:11:42.840 --> 00:11:44.360]   Maybe it's become out of, out of control.
[00:11:44.360 --> 00:11:45.360]   I think it's just now.
[00:11:45.360 --> 00:11:46.360]   But I'm wondering if they should even say it.
[00:11:46.360 --> 00:11:47.960]   That doesn't even make sense to say it, frankly.
[00:11:47.960 --> 00:11:48.960]   I mean, no, it doesn't.
[00:11:48.960 --> 00:11:51.560]   You know, because there is no antitrust there.
[00:11:51.560 --> 00:11:52.800]   You have other choice for that.
[00:11:52.800 --> 00:11:54.560]   It's two independent companies.
[00:11:54.560 --> 00:11:58.000]   Anti-trust has to do with you not having another choice.
[00:11:58.000 --> 00:11:59.000]   Right.
[00:11:59.000 --> 00:12:03.600]   So, I mean, I want, I want Verizon to do it, but I just don't think the, the, maybe the
[00:12:03.600 --> 00:12:04.600]   federal government should be intervening.
[00:12:04.600 --> 00:12:08.960]   I think it's just that, that Apple is, is turning, is taking the same juggernaut that
[00:12:08.960 --> 00:12:12.000]   they had with music and they're applying it to phones.
[00:12:12.000 --> 00:12:13.720]   And I'm not happy about it.
[00:12:13.720 --> 00:12:14.720]   What?
[00:12:14.720 --> 00:12:15.720]   Yeah.
[00:12:15.720 --> 00:12:19.840]   Maybe that's the justification that the FCC gets involved is, it's not good for consumer
[00:12:19.840 --> 00:12:20.940]   choice.
[00:12:20.940 --> 00:12:23.040]   But why should Apple have to do a CDMA phone?
[00:12:23.040 --> 00:12:24.880]   I mean, it was a really good analysis.
[00:12:24.880 --> 00:12:31.400]   I think I put a link in our, in our show notes for a, a, a, why I think it was a groupers,
[00:12:31.400 --> 00:12:33.960]   why it seems unlikely that Apple will ever go on for Verizon.
[00:12:33.960 --> 00:12:37.120]   Now you believe, Scott, in fact, you said it would happen by now that Apple would go
[00:12:37.120 --> 00:12:38.120]   on for Verizon.
[00:12:38.120 --> 00:12:39.280]   Well, I wish people would listen to what I said.
[00:12:39.280 --> 00:12:40.880]   I never said it would happen by now.
[00:12:40.880 --> 00:12:45.440]   What I said was that I had a source who I believed, who had been right in the past, who
[00:12:45.440 --> 00:12:54.040]   said that Verizon would be announcing in June some sort of iPhone announcement.
[00:12:54.040 --> 00:12:57.280]   Well, that didn't happen at least unless it happens by the end of the day.
[00:12:57.280 --> 00:12:58.520]   But I never said it was going to happen.
[00:12:58.520 --> 00:12:59.680]   I said, that's what he told me.
[00:12:59.680 --> 00:13:02.920]   And he really believed it when he told me I could tell he believed it.
[00:13:02.920 --> 00:13:04.640]   So perhaps he got wrong information.
[00:13:04.640 --> 00:13:09.720]   I, I still think that given the passion, given the passion he talked to me with, and
[00:13:09.720 --> 00:13:13.000]   he's been a good source in the past, I also got it from a second source.
[00:13:13.000 --> 00:13:16.680]   So there's some people in Verizon, at least, that clearly believe they're getting some
[00:13:16.680 --> 00:13:17.680]   sort of iPhone.
[00:13:17.680 --> 00:13:21.640]   Now, whether it's an iPhone mini or whether it's, you know, obviously they're going to
[00:13:21.640 --> 00:13:26.600]   have to redo the phone to work on that network, but they seem to think it's true.
[00:13:26.600 --> 00:13:28.480]   And if it's true, it's, it'd be great.
[00:13:28.480 --> 00:13:29.480]   I think it would be great.
[00:13:29.480 --> 00:13:31.200]   Now, let me say what, let me say what Glenn Fleischman says.
[00:13:31.200 --> 00:13:33.320]   And actually it was in tidbits.
[00:13:33.320 --> 00:13:41.680]   He says that you're not going to see an iPhone on Verizon for just because Verizon CDMA.
[00:13:41.680 --> 00:13:43.360]   And it's, it's even for it.
[00:13:43.360 --> 00:13:45.640]   He says that there's no future for CDMA.
[00:13:45.640 --> 00:13:48.720]   It's only used in the US, only used in North America, I should say.
[00:13:48.720 --> 00:13:50.240]   That's actually not true.
[00:13:50.240 --> 00:13:51.240]   Where else is it?
[00:13:51.240 --> 00:13:52.840]   They're actually rolling it out in different parts of the world.
[00:13:52.840 --> 00:13:53.840]   Rolling it out.
[00:13:53.840 --> 00:13:54.840]   That's crazy.
[00:13:54.840 --> 00:13:55.840]   GSM is the future, right?
[00:13:55.840 --> 00:13:59.640]   Well, the, the, the big thing is, is if you're in areas where you don't want as many satellites,
[00:13:59.640 --> 00:14:04.720]   as many cell cell sites, see the reason that Verizon has better coverage than everyone else
[00:14:04.720 --> 00:14:06.560]   is because they don't need your many sites.
[00:14:06.560 --> 00:14:09.120]   They don't, they can have the same number of sites in twice as much coverage.
[00:14:09.120 --> 00:14:12.920]   Now he's saying that the Apple would have to change their chip provider because they
[00:14:12.920 --> 00:14:16.080]   use Infineon and Infineon doesn't make a CDMA.
[00:14:16.080 --> 00:14:18.520]   They'd have to go to Qualcomm or somebody else.
[00:14:18.520 --> 00:14:21.240]   So do you, do you, what do you think about that Scott?
[00:14:21.240 --> 00:14:22.240]   Do you think that that's?
[00:14:22.240 --> 00:14:26.280]   Well, I think that that buoys up the argument I've heard that it's not going to, here's
[00:14:26.280 --> 00:14:27.280]   the problem.
[00:14:27.280 --> 00:14:31.920]   The new iPhone that would make it to Verizon would not be the iPhone we have in our pockets,
[00:14:31.920 --> 00:14:35.200]   would just make everybody mad because they wouldn't get all the same stuff.
[00:14:35.200 --> 00:14:37.880]   It would probably be some sort of iPhone, many or iPhone light.
[00:14:37.880 --> 00:14:40.000]   It would have all the features.
[00:14:40.000 --> 00:14:43.800]   I think there's a good, I think there's a good business case to do it, but you'd have
[00:14:43.800 --> 00:14:49.220]   to do it along the lines of something smaller or easier to deal with and that probably wouldn't
[00:14:49.220 --> 00:14:52.880]   be the big hit for everybody that the current iPhone is.
[00:14:52.880 --> 00:14:56.040]   I don't know, you know, I think that it is an interesting problem.
[00:14:56.040 --> 00:15:01.200]   I don't see the advantages other than reaching the Verizon network of switching to CDMA, but
[00:15:01.200 --> 00:15:04.840]   I know there's a whole lot of people, me included, that get better at, I'd like it.
[00:15:04.840 --> 00:15:09.000]   I have better reception on my Verizon phone than any of the other phones.
[00:15:09.000 --> 00:15:12.520]   I have three different cell companies because I travel a lot, so I have to have different
[00:15:12.520 --> 00:15:14.600]   cell carriers in different places.
[00:15:14.600 --> 00:15:19.360]   But the Verizon works most places, the AT&T works the second most.
[00:15:19.360 --> 00:15:21.760]   I get much better coverage from Verizon.
[00:15:21.760 --> 00:15:27.680]   Well, I think that this is a typical VHS versus Betamax issue because CDMA-
[00:15:27.680 --> 00:15:29.280]   It was better but lost.
[00:15:29.280 --> 00:15:32.960]   CDMA will probably end up losing, but it is a superior technology.
[00:15:32.960 --> 00:15:35.520]   Well, is it really Betamax versus VHS?
[00:15:35.520 --> 00:15:39.200]   Because that wasn't a battle over the hardware that the people buy.
[00:15:39.200 --> 00:15:41.800]   It's about the software that they get after they buy it.
[00:15:41.800 --> 00:15:47.240]   I mean, if I have a Verizon MyFi in my pocket, I don't really care what network it uses to
[00:15:47.240 --> 00:15:50.320]   get me broadband as long as it works great and I get good coverage.
[00:15:50.320 --> 00:15:54.760]   I mean, I tend to believe that Apple has a plan for CDMA if they want to go that way.
[00:15:54.760 --> 00:15:55.760]   I don't know.
[00:15:55.760 --> 00:16:00.800]   I believe it or not, AT&T would have to screw things up even worse than they are right now
[00:16:00.800 --> 00:16:02.680]   for Apple to make that kind of a move.
[00:16:02.680 --> 00:16:05.480]   But I don't think it's ridiculous that they would ever make that move if they felt it was
[00:16:05.480 --> 00:16:06.480]   an Apple's best entry.
[00:16:06.480 --> 00:16:12.240]   It's just that the coverage is, I think, is Apple's a killy seal because the...
[00:16:12.240 --> 00:16:14.360]   I talked to a guy who has an iPhone.
[00:16:14.360 --> 00:16:16.920]   I mean, he's a guy who bought the iPhone.
