;FFMETADATA1
title=The Year in Review
artist=TWiT
album_artist=TWiT
album=MacBreak Weekly
track=746
genre=Podcast
comment=https://twit.tv/mbw
copyright=These podcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2020
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:04.000]   It's time for Mac Break Weekly. Renee Richie is here, Andy and not go to.
[00:03:27.000 --> 00:03:31.000]   and they serve a table of guests who like all the original cast,
[00:03:31.000 --> 00:03:36.000]   and it's just nothing but like lingering tight shots on the former grandpa Munster's like,
[00:03:36.000 --> 00:03:39.000]   "That person looks familiar for some reason."
[00:03:39.000 --> 00:03:43.000]   But we like it when Stanley is like a male man in the background.
[00:03:43.000 --> 00:03:45.000]   I think that's great. I think that's great.
[00:03:45.000 --> 00:03:47.000]   And I do apologize if that's a spoiler.
[00:03:47.000 --> 00:03:50.000]   But on the other hand, it was the worst movie I've ever seen.
[00:03:50.000 --> 00:03:55.000]   So can you spoil a truly awful movie?
[00:03:55.000 --> 00:03:57.000]   Oh, there's individual tastes or individual tastes.
[00:03:57.000 --> 00:04:01.000]   It is. I admit. And I have none because I also think the Mandalorian's kind of dopey.
[00:04:01.000 --> 00:04:05.000]   But did you enjoy Wonder Woman, Andy?
[00:04:05.000 --> 00:04:07.000]   I haven't seen it yet.
[00:04:07.000 --> 00:04:08.000]   Oh, okay.
[00:04:08.000 --> 00:04:11.000]   I do have plenty. That's what I was going to see.
[00:04:11.000 --> 00:04:17.000]   That's why I had such plans for that night because I had chips and salsa already
[00:04:17.000 --> 00:04:21.000]   for watching Wonder Woman on Christmas Day at the very, very end of the day.
[00:04:21.000 --> 00:04:22.000]   You had plans.
[00:04:22.000 --> 00:04:24.000]   Well, oh, man.
[00:04:24.000 --> 00:04:29.000]   It was the first time that I woke up at 4.30 in the morning on Christmas Day
[00:04:29.000 --> 00:04:31.000]   and I was too excited to go back to sleep.
[00:04:31.000 --> 00:04:32.000]   Oh, my God.
[00:04:32.000 --> 00:04:37.000]   So unfortunately, my plans were foiled because like at 8 p.m.
[00:04:37.000 --> 00:04:42.000]   like I turned on Santa Claus, Conker's, the Martians from Mr.
[00:04:42.000 --> 00:04:43.000]   J. 3000.
[00:04:43.000 --> 00:04:44.000]   Okay.
[00:04:44.000 --> 00:04:45.000]   I fell asleep.
[00:04:45.000 --> 00:04:47.000]   I didn't wake up again until like 2 a.m.
[00:04:47.000 --> 00:04:50.000]   and it was like, oh, damn, we're going to have to see this.
[00:04:50.000 --> 00:04:52.000]   Valerie Perrine is in that movie.
[00:04:52.000 --> 00:04:59.000]   And as you know, John Slanina is one of the last remaining hardcore Valerie Perrine fans.
[00:04:59.000 --> 00:05:06.000]   Ladies and gentlemen, we are going to talk about Apple stuff today.
[00:05:06.000 --> 00:05:11.000]   It's going to be kind of a light week because everybody went home for Apple.
[00:05:11.000 --> 00:05:15.000]   So I thought maybe we just run through some of the highlights of the year.
[00:05:15.000 --> 00:05:20.000]   We did a best of already and the weirdest thing about the best of was seeing
[00:05:20.000 --> 00:05:26.000]   how kind of blissfully ignorant we were in the first couple of months of the year.
[00:05:26.000 --> 00:05:29.000]   We had so naive.
[00:05:29.000 --> 00:05:32.000]   We had no idea what was coming down the pike here.
[00:05:32.000 --> 00:05:37.000]   Can I, can I, can I, can I, since we don't have a lot of news, can I take risks just for a second and just say to that point.
[00:05:37.000 --> 00:05:42.000]   So I'm doing like a, my favorite things of 2020, like YouTube live stream tonight.
[00:05:42.000 --> 00:05:45.000]   And so a lot of that is, oh, where did I buy things from?
[00:05:45.000 --> 00:05:46.000]   Oh, Amazon.
[00:05:46.000 --> 00:05:49.000]   So part of it was I'm going to go through like all the Amazon purchases.
[00:05:49.000 --> 00:05:52.000]   And of course, they show you the most recent ones first.
[00:05:52.000 --> 00:05:57.000]   And then you get to like the first week in March and suddenly, okay, I'm on gloves.
[00:05:57.000 --> 00:05:58.000]   I want alcohol.
[00:05:58.000 --> 00:05:59.000]   I want thermometer.
[00:05:59.000 --> 00:06:00.000]   I want a plonox memory.
[00:06:00.000 --> 00:06:03.000]   And then like a week before that, you know what?
[00:06:03.000 --> 00:06:06.000]   How about like a new camera case and a new pair of walking shoes.
[00:06:06.000 --> 00:06:11.000]   It was like, oh man, what are, what are, what are cultural archaeologists going to make of this?
[00:06:11.000 --> 00:06:15.000]   We came down with an illness, whether we got it or not.
[00:06:15.000 --> 00:06:18.000]   And a lot of us did and sadly a great many died.
[00:06:18.000 --> 00:06:20.000]   That's been a great tragedy in the year.
[00:06:20.000 --> 00:06:22.000]   And I never want to forget that.
[00:06:22.000 --> 00:06:29.000]   The problem is that that number is so high that it's not even, we can't wrap our brains around.
[00:06:29.000 --> 00:06:31.000]   It comes with a statistic, not a tragedy.
[00:06:31.000 --> 00:06:32.000]   Yeah.
[00:06:32.000 --> 00:06:34.000]   One person's a tragedy, 300,000 is a statistic.
[00:06:34.000 --> 00:06:35.000]   Yeah.
[00:06:35.000 --> 00:06:36.000]   That's exactly right.
[00:06:36.000 --> 00:06:38.000]   And Russia had their numbers yesterday.
[00:06:38.000 --> 00:06:40.000]   They were three times higher than everyone expected.
[00:06:40.000 --> 00:06:42.000]   And it still sounds like that was an underreporting.
[00:06:42.000 --> 00:06:43.000]   Yeah.
[00:06:43.000 --> 00:06:46.000]   So and trying to put a reporter in jail.
[00:06:46.000 --> 00:06:47.000]   Oh, horrible.
[00:06:47.000 --> 00:06:48.000]   Jail for horrible.
[00:06:48.000 --> 00:06:49.000]   Yeah.
[00:06:49.000 --> 00:06:53.000]   So China's for collecting the official reporting on.
[00:06:53.000 --> 00:07:01.000]   There is an excellent New Yorker article, which if you've got a little free time in this, you know, week, last week of the year, it'd be worth reading.
[00:07:01.000 --> 00:07:03.000]   It's pretty much a book length.
[00:07:03.000 --> 00:07:06.000]   It's a three and a half hour audio read.
[00:07:06.000 --> 00:07:12.000]   So that means it's basically a novella of the history of the coronavirus crisis.
[00:07:12.000 --> 00:07:14.000]   That's really interesting.
[00:07:14.000 --> 00:07:16.000]   Although maybe it's too soon.
[00:07:16.000 --> 00:07:17.000]   I don't know.
[00:07:17.000 --> 00:07:22.000]   We're still in the midst of it, right?
[00:07:22.000 --> 00:07:29.000]   But we have to admit 2021, 2021, 2021, we'll see what happens.
[00:07:29.000 --> 00:07:37.000]   Despite all that, in many ways, this was a banner year for Apple.
[00:07:37.000 --> 00:07:38.000]   For big tech.
[00:07:38.000 --> 00:07:39.000]   Yeah.
[00:07:39.000 --> 00:07:42.000]   Well, big tech profits through the roof.
[00:07:42.000 --> 00:08:01.000]   And that's going to be, I think there'll be a reckoning because, you know, people like Jeff Bezos and Elon Musk rapidly, you know, ascending to the highest wealth of any history entirely on the back of a pandemic is a tragedy in itself.
[00:08:01.000 --> 00:08:04.000]   But I think what I mean, I don't mean Apple profit wise.
[00:08:04.000 --> 00:08:09.000]   I mean, Apple seemed to be firing on all cylinders.
[00:08:09.000 --> 00:08:18.000]   I mean, they ended the year with a release of new computers that just changed everything.
[00:08:18.000 --> 00:08:19.000]   And it's amazing.
[00:08:19.000 --> 00:08:20.000]   They were able to develop those.
[00:08:20.000 --> 00:08:30.000]   Obviously they've been in development for years, but they were able to get those out the door in the worst year in living memory is amazing.
[00:08:30.000 --> 00:08:35.000]   Yeah, and the fact that they did it so successfully with without any incident whatsoever.
[00:08:35.000 --> 00:08:53.000]   It was having a, I don't think anybody would have predicted that it was going to be a disaster, but I don't think anybody also would have predicted that this would have caused no more chaos releasing brand new Max with a brand new type of CPU that not only has never run
[00:08:53.000 --> 00:09:05.000]   Mac OS publicly before, but has never existed before and had this happen without any more hiccups than any conventional major release of annual release of Mac OS.
[00:09:05.000 --> 00:09:06.000]   That is such an achievement.
[00:09:06.000 --> 00:09:15.000]   Do you think they gained because people were forced to work from home that maybe the engineers were a little heads my head down gets.
[00:09:15.000 --> 00:09:25.000]   No, I think it's also because when you look at, you know, because there was a lot of really good silicon this year like Nvidia put out ampere, which is their next generation.
[00:09:25.000 --> 00:09:36.000]   That's a good car AMD has the rise in three and they have big Navi, but they could not ship they could not get cars out the cars they did ship were quickly gobbled up by, you know, by resellers.
[00:09:36.000 --> 00:09:50.000]   They had a disastrous, disastrous release. I think it's all the more impressive that well, yes, some of the skews were limited quantities and have like a few months out on ordering apple shipped and one where a lot of other big silicon companies couldn't ship almost anything.
[00:09:50.000 --> 00:10:01.000]   Yeah, so not only the design, what will I think go down in history is the most important desktop chip evolution in a very long time.
[00:10:01.000 --> 00:10:09.000]   They managed to get it out the door in quantities that there was no, it wasn't like the PlayStation five where you would hope to have one buy summer.
[00:10:09.000 --> 00:10:16.000]   If you want to one, you can get one right now. There are a few weeks delays, but you got yours Andy eventually John you got yours.
[00:10:16.000 --> 00:10:17.000]   John's very happy.
[00:10:17.000 --> 00:10:25.000]   I tried to find a 3090 card yesterday on Amazon and all I had to find was from a store called Sorry for scalping and it was like $3,000.
[00:10:25.000 --> 00:10:33.000]   Well, at least they apologized. Amazon still let them sell it. I mean, speaking of scalping, how much did Wonder Woman cost you?
[00:10:33.000 --> 00:10:42.000]   30. Well, because this is so what happened is unlike Disney and apple, Warner's didn't do an international release for HBO Max.
[00:10:42.000 --> 00:10:49.000]   It's a US only service and no other company. All the companies they've sold the rights to like here, it's Bell media craves in Canada.
[00:10:49.000 --> 00:10:57.000]   None of them would pay to stream it because it's a ridiculous amount of money. So we only got an on premium video on demand. So it was 30 bucks for us.
[00:10:57.000 --> 00:11:00.000]   Regardless of the service, I'm so sorry.
[00:11:00.000 --> 00:11:07.000]   Because that really adds insult to injury because then you have to pay 30 bucks and it's still a terrible movie. It just seems.
[00:11:07.000 --> 00:11:10.000]   Yeah, I'm sorry. I should not rag on this movie.
[00:11:10.000 --> 00:11:16.000]   No, you're doing it. You're doing a lot of us a favor because if we go into this pre-programmed with, oh, I have no expectations.
[00:11:16.000 --> 00:11:20.000]   People that have known respect have said that's a terrible movie. All it has to do is be good.
[00:11:20.000 --> 00:11:22.000]   And now you're like, oh, my God, that was wonderful.
[00:11:22.000 --> 00:11:25.000]   Yeah, it's a bit of an uphill climb, but OK.
[00:11:25.000 --> 00:11:35.000]   Actually, when Warner announced they were going to stream everything in 2021, there were a few wags who said, yeah, have you seen what the schedule?
[00:11:35.000 --> 00:11:39.000]   There's streaming it because they know they're not going to get box office anyway.
[00:11:39.000 --> 00:11:46.000]   And the first one was a blockbuster, WW 84. I'm sure they'll make plenty of money on it.
[00:11:46.000 --> 00:11:53.000]   Not to get too deeply into the weeds, but there have been, if you just watch the insider report, it sounds like their studios are deeply dysfunctional.
[00:11:53.000 --> 00:12:01.000]   Like when you hear about what's been going on, whether you're a Zack Snyder or Joss Whedon person, it just sounds like everybody there is behaving abysmally.
[00:12:01.000 --> 00:12:08.000]   There is no, there are no parents running that studio at all. And so I don't, I, I, they, and they didn't even tell anybody they were doing this.
[00:12:08.000 --> 00:12:13.000]   So like it's it's owned by AT&T now. It just sounds like this is the worst way to run a studio.
[00:12:13.000 --> 00:12:14.000]   That's what I think happened.
[00:12:14.000 --> 00:12:14.000]   Yeah.
[00:12:14.000 --> 00:12:16.000]   As opposed to Disney and other places.
[00:12:16.000 --> 00:12:18.000]   I think the death star doesn't know what they're doing.
[00:12:18.000 --> 00:12:30.000]   So we begin 2021 with Apple, of course, Apple, because a lot of manufacturers in China, a lot of customers in China, Apple felt the pinch of COVID-19 early on.
[00:12:30.000 --> 00:12:36.000]   They closed offices and stores on just on February 1st in China.
[00:12:36.000 --> 00:12:44.000]   And immediately, Ming Chico said there will be issues with iPhone production issues, which did materialize by the end of the year.
[00:12:44.000 --> 00:12:54.000]   Was it about a month delay roughly in the release of the iPhone Pro Max and the iPhone Mini?
[00:12:54.000 --> 00:13:02.000]   Here's a, here's a lovely memo from Tim Cook that came out February 17th.
[00:13:02.000 --> 00:13:08.000]   The response, again, February 17th, folks, it's got to underline that.
[00:13:08.000 --> 00:13:21.000]   There's, they're talking, he's talking about how it's going to hit us and manage global, Apple's global COVID-19 response with diligence and thoughtfulness.
[00:13:21.000 --> 00:13:29.000]   Our first priority now and always the health and safety of our employees, supply chain partners, excuse me.
[00:13:29.000 --> 00:13:36.000]   Customers in the communities in which we operate our profound gratitude with those in the front lines of confronting this public health emergency.
[00:13:36.000 --> 00:13:43.000]   I think they took it seriously, although there is this line outside of China.
[00:13:43.000 --> 00:13:50.000]   Customer demand across our product and service categories have been strong to date and in line with our expectations.
[00:13:50.000 --> 00:13:56.000]   Apple is fundamentally strong and disruption, this disruption to our business is only temporary.
[00:13:56.000 --> 00:14:03.000]   I guess, you know, a year is temporary, but no one knew how long it was going to be.
[00:14:03.000 --> 00:14:11.000]   But also all companies that operate at this scale, whether they're in technology, whether they're in investments, whether they're in finance,
[00:14:11.000 --> 00:14:16.000]   they actually have full-time departments that do nothing but run disaster simulations.
[00:14:16.000 --> 00:14:17.000]   They got a plan.
[00:14:17.000 --> 00:14:18.000]   Yeah.
[00:14:18.000 --> 00:14:31.000]   I mean, they will, if you remember the episode from Parks and Recreation where the team gets an under lockdown because they're doing a simulation of what happens if the bubonic plague or whatever hits,
[00:14:31.000 --> 00:14:34.000]   and everyone has a role that they have to play, I'm saying that that's exactly what they do.
[00:14:34.000 --> 00:14:39.000]   It's like, what if there is like a limited nuclear war, then, and here's where it's happening.
[00:14:39.000 --> 00:14:40.000]   And here's where it's happening.
[00:14:40.000 --> 00:14:42.000]   And here's we're going to game this out as it was happening live today.
[00:14:42.000 --> 00:14:47.000]   Do you think Apple's that big at this point that that's the kind of operating at that global scale and planning?
[00:14:47.000 --> 00:14:58.000]   Maybe not quite that scale, but the other thing that they had, it sounds bad to say in working in their favor is that they've already gone through these problems with the bird flu in China a few years ago.
[00:14:58.000 --> 00:15:03.000]   They've also had the problem of dealing with wildfires in their own backyard.
[00:15:03.000 --> 00:15:11.000]   So they were very, very much prepared for what if there is a desire, we want to make sure that whenever there's a disaster of these two kinds that we've seen before,
[00:15:11.000 --> 00:15:13.000]   we know exactly what its response are going to be.
[00:15:13.000 --> 00:15:17.000]   I think they can't plan everything, but they can make sure that a lot of the companies,
[00:15:17.000 --> 00:15:29.000]   the big question that a lot of people were having back in March is like, "Gee, how come Microsoft and Facebook have millions of N95 masks to donate to relief workers?"
[00:15:29.000 --> 00:15:32.000]   It's like, "Well, because again, they needed them.
[00:15:32.000 --> 00:15:39.000]   They were buying them up when they were readily available a couple years ago because there were fires going on every single season because of global warming,
[00:15:39.000 --> 00:15:41.000]   and they need to pass them out to their employees."
[00:15:41.000 --> 00:15:52.000]   So that's the sort of stuff that they have to sort of think about when they have the coordinate hundreds of thousands of human beings all the way across the planet to have to be healthy and remain productive.
[00:15:52.000 --> 00:15:59.000]   By March 13th, Apple realized WWDC wasn't going to happen in June.
[00:15:59.000 --> 00:16:03.000]   They said it kicks off with an all online format.
[00:16:03.000 --> 00:16:11.000]   Which only they and Microsoft did because Google and Facebook canceled IO and F8.
[00:16:11.000 --> 00:16:21.000]   Again, when you look at how some of these other companies responded, you really have to be impressed by Apple's dogged determination to keep businesses usual.
[00:16:21.000 --> 00:16:25.000]   Google basically just threw up their hands and said, "Yeah, 2020."
[00:16:25.000 --> 00:16:27.000]   And disappeared.
[00:16:27.000 --> 00:16:28.000]   Yeah.
[00:16:28.000 --> 00:16:30.000]   And they're the biggest streaming company in the world.
[00:16:30.000 --> 00:16:31.000]   I know.
[00:16:31.000 --> 00:16:32.000]   Interesting.
[00:16:32.000 --> 00:16:40.000]   Meanwhile, Apple said, "But okay, but here's an opportunity you guys are going to be at home. So design a new chip for us, would you?"
[00:16:40.000 --> 00:16:45.000]   If you could take a chip fab home with you, everybody, you got seven, so we're going to have to share it.
[00:16:45.000 --> 00:16:46.000]   Well, they make a few.
[00:16:46.000 --> 00:16:51.000]   They had the chips, but the thing that was interesting is that they did not have the streaming.
[00:16:51.000 --> 00:16:55.000]   We all know from multiple sources what Apple's streaming situation has been in the past.
[00:16:55.000 --> 00:17:02.000]   And it's been, they've had incidents in the past too, and they developed a way to quote John Gruber to make an Apple TV show.
[00:17:02.000 --> 00:17:07.000]   Where almost every month there was a new episode, which was incredibly well shot and incredibly well delivered.
[00:17:07.000 --> 00:17:14.000]   And for WWDC, they also delivered all the sessions with all of the different engineers, with their little Chachkas on the desks.
[00:17:14.000 --> 00:17:15.000]   They did beautiful, too.
[00:17:15.000 --> 00:17:16.000]   Only imagine WebEx.
[00:17:16.000 --> 00:17:17.000]   Yeah.
[00:17:17.000 --> 00:17:20.000]   They must have been just impressive for Apple, which is not that company.
[00:17:20.000 --> 00:17:27.000]   So they had basically three months to put it together. And as soon as they said, we're going to be online, they must have started shooting.
[00:17:27.000 --> 00:17:38.000]   But they also knew something we didn't know at the time is how important this WWDC was going to be, because this was going to be the coming out party for the M1 for Apple Silicon.
[00:17:38.000 --> 00:17:39.000]   Yeah.
[00:17:39.000 --> 00:17:48.000]   We didn't know that at the time, but man, if you're talking to developers, you're going to have one shot and you better get, you better make it a good shot.
[00:17:48.000 --> 00:17:55.000]   And I think we were so blown away for the first time going down in the lab, seeing Johnny Saruji.
[00:17:55.000 --> 00:17:58.000]   I think that's where Johnny made his debut, right?
[00:17:58.000 --> 00:17:59.000]   Yeah.
[00:17:59.000 --> 00:18:07.000]   It was so impressive that actually, I think it won people over in a way that a live WWDC keynote would not have.
[00:18:07.000 --> 00:18:10.000]   Yeah, I agree.
[00:18:10.000 --> 00:18:11.000]   I think that this was--
[00:18:11.000 --> 00:18:13.000]   I had Kyan badging in with like a fish tank.
[00:18:13.000 --> 00:18:14.000]   Yeah.
[00:18:14.000 --> 00:18:15.000]   It was whimsical.
[00:18:15.000 --> 00:18:16.000]   Yeah.
[00:18:16.000 --> 00:18:17.000]   Andy?
[00:18:17.000 --> 00:18:18.000]   Yeah.
[00:18:18.000 --> 00:18:40.000]   I think that this might have demonstrated to a lot of these big companies how limiting, having a fully live focus, basically shutting down a good percentage of their campus and their staff for four whole days or three whole days, how limiting that could be when they could possibly created a much better experience for the developers and for the people who need this information by simply making sure that this--
[00:18:40.000 --> 00:18:59.000]   I'm going to actually just script this out and shoot this and edit this and drop them at the appropriate times that we don't actually need to have that energy of 3,000 people in a big hall cheering because someone's talking about how they're bravely going to continue to use the lightning cable on the iPhone.
[00:18:59.000 --> 00:19:04.000]   So I wonder if we're going to start to see this as-- it was a quaint thing we did.
[00:19:04.000 --> 00:19:16.000]   We're going to still do a couple of live events, but we don't really want to have to put up a party tent on our campus or off campus for three days a year, every single year, and host and make all those jackets and pins.
[00:19:16.000 --> 00:19:20.000]   Yeah, I mean, that's the problem as developers love the jackets and the pins.
[00:19:20.000 --> 00:19:22.000]   It really is to woo developers.
[00:19:22.000 --> 00:19:33.000]   But ultimately, if the informational quality, the presentation is that much better, which it was, all of us at the time even said, "Why don't you do this this way from now on? This is absolutely great."
[00:19:33.000 --> 00:19:35.000]   And here's the thing I do like.
[00:19:35.000 --> 00:19:42.000]   It's always been a very hard to get ticket and a limited number of developers can get there.
[00:19:42.000 --> 00:19:47.000]   So as much as they like the pins and the jackets, the fact that anybody could go to WWE.
[00:19:47.000 --> 00:19:48.000]   Oh, tell me.
[00:19:48.000 --> 00:19:49.000]   Yeah.
[00:19:49.000 --> 00:19:50.000]   You pay for it.
[00:19:50.000 --> 00:19:51.000]   They're free.
[00:19:51.000 --> 00:19:54.000]   Anybody could see WWDC this year.
[00:19:54.000 --> 00:19:55.000]   Very democratic.
[00:19:55.000 --> 00:20:02.000]   I think a big-- again, of all the companies, Apple probably didn't make the most profit out of it.
[00:20:02.000 --> 00:20:15.000]   They made the most profit out of 2020, but they certainly showed the most creativity, ingenuity, and drive in making this a positive year for the company.
[00:20:15.000 --> 00:20:17.000]   And they really deserve a pat on the back.
[00:20:17.000 --> 00:20:27.000]   I can't think of another company that took these lemons that 2020 handed us and made such a nice batch of lemonade.
[00:20:27.000 --> 00:20:37.000]   It was also in March that Apple released with Google news of an API that they would add to the iPhone.
[00:20:37.000 --> 00:20:42.000]   Google would add to all Android phones that would allow COVID-19 tracking.
[00:20:42.000 --> 00:20:44.000]   This was pretty controversial.
[00:20:44.000 --> 00:20:55.000]   It may still be controversial, although it is finding new life because first of all, a couple of months ago, it got turned on automatically.
[00:20:55.000 --> 00:20:57.000]   It was never turned on automatically.
[00:20:57.000 --> 00:20:58.000]   It was always opt in.
[00:20:58.000 --> 00:21:03.000]   But it got, without an app in California, for instance, we can use it just by saying, "Yeah, turn it on."
[00:21:03.000 --> 00:21:06.000]   I have yet to get a COVID-19 alert.
[00:21:06.000 --> 00:21:08.000]   So I don't know how useful it is.
[00:21:08.000 --> 00:21:23.000]   But you might have seen, I know, Andy, you were talking before the show that this county of Los Angeles has decided that they're going to use Apple and Apple's wallet to let vaccine recipients hold proof that they got the vaccine.
[00:21:23.000 --> 00:21:31.000]   And I think Apple has really found a good role in this without challenging privacy.
[00:21:31.000 --> 00:21:34.000]   People trust Apple a little bit more on this.
[00:21:34.000 --> 00:21:37.000]   And so I think this is really good.
[00:21:37.000 --> 00:21:49.000]   The COVID tracker they announced in March, and now this ability to have in your wallet the validation that you've been vaccinated is fantastic.
[00:21:49.000 --> 00:21:51.000]   Google will do it too, by the way.
[00:21:51.000 --> 00:21:52.000]   Yeah.
[00:21:52.000 --> 00:21:57.000]   I think that people, the uptake of this sort of technology is going to go up next year.
[00:21:57.000 --> 00:22:08.000]   If it turns out, if it means that I'm sorry, but we're not going to let you check into a hotel, at least you have proof of vaccination, we're not going to let you attend this live event unless you can present proof of vaccination.
[00:22:08.000 --> 00:22:15.000]   And obviously, the ability to just long press a switch on the side of your phone to bring up a wallet app and a QR code.
[00:22:15.000 --> 00:22:16.000]   That could be scanned.
[00:22:16.000 --> 00:22:23.000]   So you had the vaccination, you've been cleansed for the past three or four months, absolutely, by all means.
[00:22:23.000 --> 00:22:26.000]   And enjoy your fog head concert.
[00:22:26.000 --> 00:22:30.000]   If only.
[00:22:30.000 --> 00:22:34.000]   There weren't a whole lot of hardware releases in the first half of the year.
[00:22:34.000 --> 00:22:41.000]   There was the new iPad, MacBook Air that came out in March, which I bought, which I'm now.
[00:22:41.000 --> 00:22:43.000]   Sorry that I bought.
[00:22:43.000 --> 00:22:49.000]   No, I'm not, but at least is using it, but I keep saying to her, you wanted M1, trust me, you wanted M1.
[00:22:49.000 --> 00:22:59.000]   They updated the iPad Pro in March to include LIDAR on the back and support the Magic Keyboard, which is nice to give it the trackpad support by April.
[00:22:59.000 --> 00:23:01.000]   They had the iPhone SE.
[00:23:01.000 --> 00:23:02.000]   Oh, and the Magic Keyboard.
[00:23:02.000 --> 00:23:04.000]   We got, I think that was even bigger news than the iPad.
[00:23:04.000 --> 00:23:05.000]   Oh, yeah.
[00:23:05.000 --> 00:23:06.000]   Yeah.
[00:23:06.000 --> 00:23:08.000]   But did the Magic Keyboard come out this year?
[00:23:08.000 --> 00:23:14.000]   Yeah, it came out the same year as the new iPad and it was backwards compatible with the previous iPad Pro, which was interesting.
[00:23:14.000 --> 00:23:18.000]   And it would turn out to be forwards compatible with the new iPad Air.
[00:23:18.000 --> 00:23:20.000]   But we also got, we didn't get a presentation.
[00:23:20.000 --> 00:23:24.000]   There was no end of the iPhone SE, the new iPhone SE, but there was no event.
