
[00:00:00.000 --> 00:00:04.000]   [music]
[00:13:44.000 --> 00:13:46.000]   I think I have six of these things.
[00:13:46.000 --> 00:13:50.000]   Drobo of course is an intelligent automated storage device for your digital needs.
[00:13:50.000 --> 00:13:53.000]   People you're using this thing for all kinds of stuff.
[00:13:53.000 --> 00:14:02.000]   People like me primarily what I put on my Drobo's are digital photos, videos and music and I got a lot of all of those so I have been putting a lot of stuff on my Drobo's.
[00:14:02.000 --> 00:14:07.000]   People use them for external drives for time machine and also even bootable backups.
[00:14:07.000 --> 00:14:11.000]   Now the thing you're going to get out of a Drobo is of course performance.
[00:14:11.000 --> 00:14:16.000]   The new one the Firewire 800 is twice as fast as the USB safety.
[00:14:16.000 --> 00:14:17.000]   You know you got four drives in there.
[00:14:17.000 --> 00:14:26.000]   If one goes bad you just simply swap it out and it'll heal itself and that is that's feeling droopy when you actually see that happening.
[00:14:26.000 --> 00:14:33.000]   Also it's expandable so you can keep on changing drives up and you can start with 500s and slowly move to 1.5 terabytes.
[00:14:33.000 --> 00:14:36.000]   All of that stuff you can do incrementally not all at once.
[00:14:36.000 --> 00:14:38.000]   You don't have to pull everything off and put everything back on.
[00:14:38.000 --> 00:14:40.000]   You can simply change it drive by drive.
[00:14:40.000 --> 00:14:46.000]   Most importantly you're going to get this price safety and expandability with ease of use.
[00:14:46.000 --> 00:14:49.000]   So this is the way I back up the stuff that's important.
[00:14:49.000 --> 00:14:56.000]   We've even started to deliver large assets to clients on Drobo's just because we just wanted to be safe.
[00:14:56.000 --> 00:14:57.000]   So definitely check it out.
[00:14:57.000 --> 00:15:04.000]   If you go to Drobo.com/Macbreak you can get $50 off your own Drobo.
[00:15:04.000 --> 00:15:05.000]   So it's $50 off.
[00:15:05.000 --> 00:15:08.000]   This is only good until December 21st of this year.
[00:15:08.000 --> 00:15:10.000]   So don't wait.
[00:15:10.000 --> 00:15:15.000]   Go to Drobo.com/Macbreak and get your Drobo today.
[00:15:15.000 --> 00:15:22.000]   Now this is a netbook that might make sense given that Apple, the desktop sales have slowed dramatically.
[00:15:22.000 --> 00:15:24.000]   This is in the Wall Street Journal.
[00:15:24.000 --> 00:15:35.000]   The Apple's overall sales have dropped 1% from a year ago while PC sales have rose 2%.
[00:15:35.000 --> 00:15:41.000]   An analyst says that 35% drop in sales of desktop Macs.
[00:15:41.000 --> 00:15:43.000]   I think that's just a big drop.
[00:15:43.000 --> 00:15:45.000]   What were we saying Ron?
[00:15:45.000 --> 00:15:47.000]   That's a big drop isn't it?
[00:15:47.000 --> 00:15:49.000]   It's got to be a little bit worrying to them.
[00:15:49.000 --> 00:15:52.000]   They've got to figure out some way of capturing.
[00:15:52.000 --> 00:15:56.000]   I mean the problem is a laptop is something that you kind of want to show off a little bit.
[00:15:56.000 --> 00:16:02.000]   You carry around and it's the sexiness factor of it is a bigger part of the equation I think.
[00:16:02.000 --> 00:16:12.000]   It's part of this connected to the issue that there seems to be this kind of yoyo that goes back and forth between laptops being fast enough where you feel like you can really do hands.
[00:16:12.000 --> 00:16:15.000]   You feel like you can really do heavy work on them.
[00:16:15.000 --> 00:16:23.000]   I think that there was a time when our laptop in 2000 or 1999 or whatever the laptop was as fast as the desktop was.
[00:16:23.000 --> 00:16:37.000]   But the issue is that you get into the situation I think for a lot of people that a laptop does everything that they needed to do as fast as they needed to do and it's portable.
[00:16:37.000 --> 00:16:42.000]   Is that part of the issue is that they just don't feel like they need it?
[00:16:42.000 --> 00:16:47.000]   Yeah, I mean there's a philosophy of just good enough that is that we tend to overlook.
[00:16:47.000 --> 00:16:57.000]   I mean for the past few weeks I've been looking at these little pocket HD cameras and of course I mean I have the nice camera and I have friends who have nicer, nicer, nicer cameras than that.
[00:16:57.000 --> 00:17:06.000]   And I'm amazed that I can see defects in some of these videos that to me are glaringly obvious but when I show to my sister or when I show to my aunt they're like,
[00:17:06.000 --> 00:17:11.000]   "Oh wow, that's great. That's better than I've ever seen video before. This is great. It's only $179."
[00:17:11.000 --> 00:17:16.000]   Yeah, but don't you see the purple to red fringing in the highlights?
[00:17:16.000 --> 00:17:18.000]   The what to what to what?
[00:17:18.000 --> 00:17:32.000]   Well, again, if Apple wants to simply say we're going to make computers that are fast enough for just about everybody and we're not going to care about people who want to melt their faces with renders, that might be okay.
[00:17:32.000 --> 00:17:45.000]   I know my wife has got one of the Flip HD cameras and it is the simplest camera I've ever seen in my life and she just pulled it right out of her pocket and boomed she's shooting video.
[00:17:45.000 --> 00:17:48.000]   And then there's not a lot of settings, there's not a lot of figure.
[00:17:48.000 --> 00:17:52.000]   Now I noticed in low light how bad the grain is.
[00:17:52.000 --> 00:17:54.000]   That's what drives me crazy.
[00:17:54.000 --> 00:18:21.000]   Alex, speaking to what Andy was talking about, computers being just good enough, for me, the iMac has just come along so far in the past couple years that at some point, I think even when I was macking Apple, it was this iMac, this beautiful piece of machine that I could just sit on my desk and have nothing else around it with a little wireless keyboard and wireless mouse.
[00:18:21.000 --> 00:18:26.000]   The ultimate in minimalism was almost the holy grail.
[00:18:26.000 --> 00:18:35.000]   Half of our computers in the office, we have a Mac Pros, we've got 2G5's that are acting as servers, that's about it.
[00:18:35.000 --> 00:18:41.000]   Half of our machines are Mac Pros and the other half are iMacs and we're doing production work.
[00:18:41.000 --> 00:18:54.000]   The amazing thing is earlier this year, I replaced 3 different desktop, typical mailbox size machines, Macs and PCs with 1 big screen iMac.
[00:18:54.000 --> 00:19:07.000]   And because I just did the usual upgrade which is I don't have time to really pack up the old Mac, I'll just take this new Mac, I'll put the old one on the floor, put the new one in its place and just get to it when I get to it.
[00:19:07.000 --> 00:19:15.000]   And I just, over the course of the next week, I realized that I don't need this other one, I don't need this Windows machine because I can dual boot this very nicely.
[00:19:15.000 --> 00:19:21.000]   I have another, to this day, I have one machine in my office that's on 24/7 and it's the iMac.
[00:19:21.000 --> 00:19:34.000]   I have two others that are just standing by, but the amount of power, again, that's also a testimony to how powerful iMacs are, but it also is again a testimony to the fact that again, there's such a thing as just powerful enough.
[00:19:34.000 --> 00:19:48.000]   Yeah, and I think that for, I think that's the issue is 95% of the population or more, maybe slightly less for the Mac population because there's a lot of video, folks, you know, the iMac is plenty to do that.
[00:19:48.000 --> 00:19:49.000]   Now, do we think that we're going to--
[00:19:49.000 --> 00:19:57.000]   That's your Alex, unless you're Alex and you're rendering things or some at-at or something.
[00:19:57.000 --> 00:20:12.000]   We were just talking about that, there was some stuff that we need to do here at Tokyo and I was like, "Well, I really need the Mac Pro because it's got a-- the Mac Pro has two raids, one that does 300 megs a second, the other one that's 450 megs a second, and eight processors and 10 gigs of RAM."
[00:20:12.000 --> 00:20:24.000]   And there's a handful of things that I need to do with that, but I'm sitting here happily working 90% of the time on my laptop here, in my hotel room, and I don't really notice it that much.
[00:20:24.000 --> 00:20:27.000]   Now, do we think that we're going to see there's some rumors that are bouncing around?
[00:20:27.000 --> 00:20:30.000]   Do we think we're going to see a Mac mini update?
[00:20:30.000 --> 00:20:36.000]   You know, the Mac mini has not been updated for a very long time, a couple years, right?
[00:20:36.000 --> 00:20:39.000]   Yeah, is it-- are they going to update or are they going to kill it?
[00:20:39.000 --> 00:20:40.000]   That's the question.
[00:20:40.000 --> 00:20:42.000]   It sounds like it's going one way or another.
[00:20:42.000 --> 00:20:43.000]   Both updates.
[00:20:43.000 --> 00:20:44.000]   Yeah.
[00:20:44.000 --> 00:20:50.000]   Yeah, it's going somewhere, or that's the rumor is, is that we're going to finally see some kind of update.
[00:20:50.000 --> 00:20:51.000]   I love my Mac mini.
[00:20:51.000 --> 00:20:54.000]   Do you guys have Mac minis?
[00:20:54.000 --> 00:20:55.000]   No.
[00:20:55.000 --> 00:20:57.000]   Yeah, I've got one sitting on my bookshelf.
[00:20:57.000 --> 00:21:00.000]   It's acting as a book holder right now.
[00:21:00.000 --> 00:21:01.000]   That's no good.
[00:21:01.000 --> 00:21:03.000]   The good book end right now.
[00:21:03.000 --> 00:21:04.000]   But it's the old one.
[00:21:04.000 --> 00:21:06.000]   Doesn't even have Wi-Fi in it.
[00:21:06.000 --> 00:21:09.000]   Yeah, what's the point of the Mac mini?
[00:21:09.000 --> 00:21:18.000]   You know, I don't think it ever found its market because it wasn't, you know, where they tried to hit the ultra-low-cost PC platform, or, you know, what was it supposed to be?
[00:21:18.000 --> 00:21:29.000]   I have to admit, we have a couple Mac minis and what they're used for primarily is key servers for VPN stuff that we use within the Pixel Core.
[00:21:29.000 --> 00:21:34.000]   And then also, my Mac mini is primarily an entertainment system.
[00:21:34.000 --> 00:21:36.000]   You know, it's basically the-- for me--
[00:21:36.000 --> 00:21:38.000]   I think that's part of the Mac mini is--
[00:21:38.000 --> 00:21:39.000]   Go ahead.
[00:21:39.000 --> 00:21:43.000]   Yeah, I was going to say, where's that line between Mac mini and Apple TV?
[00:21:43.000 --> 00:21:44.000]   Well, I feel like--
[00:21:44.000 --> 00:21:47.000]   I feel like if you just want a real simple thing, you throw the Apple TV on.
[00:21:47.000 --> 00:21:53.000]   If you want the Apple TV on steroids, to me, the Mac mini is like the perfect solution for that.
[00:21:53.000 --> 00:21:55.000]   Andy, what were you going to say?
[00:21:55.000 --> 00:21:59.000]   Oh, I was going to-- I was going to underscore what you're saying because most of the people that I know that are--
[00:21:59.000 --> 00:22:05.000]   there are two classes of people at polar opposites of the usual market that are using Mac minis.
[00:22:05.000 --> 00:22:08.000]   Every time I see them, it's either exactly the way that you use it.
[00:22:08.000 --> 00:22:13.000]   It's right there next to the Blu-ray player, plugged into the HD TV, which is a really important use.
[00:22:13.000 --> 00:22:21.000]   I mean, we're going to see more and more machines that have to be designed that way because more and more people are getting their entertainment from Hulu, from Netflix streaming.
[00:22:21.000 --> 00:22:28.000]   I mean, I've upgraded all my entire house to copper instead of Wi-Fi chiefly because I shuttle so much entertainment over my home network.
[00:22:28.000 --> 00:22:42.000]   So in a way, this is going-- in a way, the Mac mini is going to be one of the most important machines in the product line if they decide to really step it up and behave as though they think this is a serious computer.
[00:22:42.000 --> 00:22:58.000]   But the other thing is that if they-- Apple has the choice between either revamping the Mac mini or getting rid of the Mac mini entirely and just putting real resources into making the Apple TV into the definitive home media computer.
[00:22:58.000 --> 00:23:06.000]   If they were to get partnerships with Hulu, if they were to get partnerships with Netflix, they say, "Look, we will support any protected protocol you want.
[00:23:06.000 --> 00:23:14.000]   We just want to have that menu item in our top menu saying, "Show me NBC programming. Show me CBS programming. Show me full episodes.
[00:23:14.000 --> 00:23:24.000]   We are willing to work together to finally get-- to make people really have to think hard about whether they want to spend $150 on a Blu-ray player or $200 on an Apple TV.
[00:23:24.000 --> 00:23:35.000]   Right now, I have to say that given that every Blu-ray title cost me $30 or, you know, I have a friend who buys lots of Blu-ray titles or at least they'll call me-- cost me a few gallons of gas driving to borrow money.
[00:23:35.000 --> 00:23:45.000]   Or I can get an immense amount of really good content through the Apple TV. I would be very, very tempted to go Apple TV if I had to choose one or the other.
[00:23:45.000 --> 00:23:57.000]   Well, and I think that that is the big thing. Like, I would love to-- now that I've been able to test and play around with a little bit of the Netflix stuff, I would love to have that easily accessible through front row.
[00:23:57.000 --> 00:24:16.000]   You know, that's the real problem right now with a lot of these things is it's still kind of this weird web-based Hulu has the same issue where, you know, the reason-- I mean, one of the reasons that I like using the Mac mini is because I can go to the web page and play it and then go to full screen and do all that stuff, but it'd be really nice if we got rid of the web interface.
[00:24:16.000 --> 00:24:18.000]   You know, for that piece.
[00:24:18.000 --> 00:24:28.000]   Now, that's exactly it. I think it's-- I do think that that's the sweet spot for this type of device is that, you know, a home entertainment system, but it's also a computer for the people that don't really want a separate machine.
[00:24:28.000 --> 00:24:37.000]   I mean, if you've got enough people to have high definition monitors, television sets, you know, that's reasonable for doing general PC kind of things on it.
[00:24:37.000 --> 00:24:40.000]   It's just web browsing. And it gets a convergence.
[00:24:40.000 --> 00:24:54.000]   I think Apple's always tried to do that with the mini. I remember-- I think I've been out of Apple long enough that I can talk about this without having people in dark suits show up on my door, but I remember one of the early prototypes for the mini had the dock on the top of it.
[00:24:54.000 --> 00:24:57.000]   I mean, we're really looking at this. It's, you know, it's a media station.
[00:24:57.000 --> 00:24:58.000]   Right.
[00:24:58.000 --> 00:24:59.000]   Right.
[00:24:59.000 --> 00:25:00.000]   Yeah.
[00:25:00.000 --> 00:25:01.000]   Yeah.
[00:25:01.000 --> 00:25:07.000]   And now the Amazon is trying to still cut into Apple's iTunes share and not very effectively.
[00:25:07.000 --> 00:25:23.000]   The Amazon is still-- this is according to electronic-- Electronista is-- they're still as little as 5% and as much as 10% of the market, while the Apple store continues to have 70% or more of the market.
[00:25:23.000 --> 00:25:25.000]   Now, what does Amazon have to do to get some respect?
[00:25:25.000 --> 00:25:29.000]   Well, you know, I kind of think that they have it already.
[00:25:29.000 --> 00:25:36.000]   This is a lot like saying that CBS are foolish because Jay Leno beats David Letterman in the ratings.
[00:25:36.000 --> 00:25:46.000]   The answer to that complaint is that, well, guess what the ratings were on CBS from 1135 to 1235 every single night before they gave Letterman his own show.
[00:25:46.000 --> 00:25:47.000]   They were nothing.
[00:25:47.000 --> 00:25:48.000]   Right.
[00:25:48.000 --> 00:25:54.000]   So the fact that they are rating-- they're putting up actual considerable numbers is nothing to be ashamed of.
[00:25:54.000 --> 00:26:12.000]   And I think that until that they get someone to really just turn their MP3 store into an Ajax wet dream and give them-- give the people a music browsing and buying experience that is even half as good as iTunes, then that's the limiting factor that they've got.
[00:26:12.000 --> 00:26:13.000]   I know.
[00:26:13.000 --> 00:26:16.000]   I buy more on Amazon than I do on iTunes.
[00:26:16.000 --> 00:26:20.000]   iTunes is simply that real quick, oh, I just want to listen to that song right now.
[00:26:20.000 --> 00:26:21.000]   It's 99 cents.
[00:26:21.000 --> 00:26:22.000]   I'll do it.
[00:26:22.000 --> 00:26:23.000]   Amazon is this.
[00:26:23.000 --> 00:26:24.000]   I want to keep that song.
[00:26:24.000 --> 00:26:26.000]   That's something I want to add to my library.
[00:26:26.000 --> 00:26:33.000]   And I want to make sure that it's not going to get gummed up when I move computers or iPad or iPad or iPad.
[00:26:33.000 --> 00:26:35.000]   That's the thing that I notice.
[00:26:35.000 --> 00:26:45.000]   And I think that we're probably in the minority of people, or I'm in the minority of people who would notice the limitations of the DRM within iTunes, but I notice it often.
[00:26:45.000 --> 00:26:46.000]   [LAUGHTER]
[00:26:46.000 --> 00:26:51.000]   I'm spending more and more time on Amazon.
[00:26:51.000 --> 00:26:56.000]   I'm doing my Amazon musical advent calendar from Thanksgiving all the way to Christmas.
[00:26:56.000 --> 00:26:59.000]   I'm recommending a different track on the Amazon store.
[00:26:59.000 --> 00:27:04.000]   Yes, partly so that I can do all my Christmas shopping using my Amazon Associates revenues.
[00:27:04.000 --> 00:27:05.000]   [LAUGHTER]
