
[00:00:00.000 --> 00:00:06.440]   It's time for Mac Break Weekly. Renee Richie joins Andy Inaka. We'll talk about the screw job
[00:04:10.280 --> 00:04:14.560]   Get busy. They also do it like you guys do a hundred podcasts
[00:04:14.560 --> 00:04:21.120]   You got the palm cast the crackberry cast the eye more show the Zen and tech show
[00:04:21.120 --> 00:04:24.360]   super functional iterate and
[00:04:24.360 --> 00:04:28.040]   Even windows phone central Wow. Yes
[00:04:28.040 --> 00:04:29.840]   Wow
[00:04:29.840 --> 00:04:32.760]   That's a little slower over there. That's like a couple of guys
[00:04:32.760 --> 00:04:38.840]   No, they're actually killing it lately. I mean they got the SDK leak and that was that stuff
[00:04:38.840 --> 00:04:43.960]   You guys are really good at getting the rumors in fact, that's why you're on because you didn't get screwed
[00:04:43.960 --> 00:04:46.560]   I
[00:04:46.560 --> 00:04:51.680]   Miss the screwing this is a very good story and I and I'm actually kind of a little teensy
[00:04:51.680 --> 00:04:57.440]   Weensie bit relieved that the hoax was revealed before this show you probably saw
[00:04:59.000 --> 00:05:06.000]   Headlines everywhere Apple creates new screw to protect the keep you from getting into the iPhone
[00:05:06.000 --> 00:05:08.000]   What was what happened Renee?
[00:05:08.000 --> 00:05:14.560]   You mean what in hindsight or as it will tell as it broke and tell us how you avoided being fooled
[00:05:14.560 --> 00:05:17.600]   The story came out that Apple was making a strange
[00:05:17.600 --> 00:05:25.440]   Lopsided asymmetrical screw head. I mean Apple did transition from a regular screw to a pentalobe screw right to stop people from opening up
[00:05:25.440 --> 00:05:31.120]   iPhones and I pass and they've had a long history this they they used to torque screws for a while even though they're calm
[00:05:31.120 --> 00:05:34.360]   Yeah, not uncommon, but still a little difficult
[00:05:34.360 --> 00:05:42.080]   And this was an asymmetrical screw so of course no one would have one and I'm guessing I fix it would have to forge some in the fires of
[00:05:42.080 --> 00:05:44.080]   Mordor so that the rest of us could
[00:05:44.080 --> 00:05:48.760]   So you might see you might have seen these stories like here on the cult of mag not to name names a lot of
[00:05:48.760 --> 00:05:53.360]   Blogg's got bit as I said I might have been bit Apple maybe working on top secret
[00:05:53.520 --> 00:05:56.840]   asymmetric screw to lock you out of your devices forever
[00:05:56.840 --> 00:06:01.040]   Well, it's a cliché right any companies efficiently large is indistinguishable from evil
[00:06:01.040 --> 00:06:06.800]   So figure they're out to get us the source and and to their credit cult of Mac
[00:06:06.800 --> 00:06:15.640]   Points to the source which is a picture on reddit unsourced anonymous a friend took a photo a while ago at that fruit company
[00:06:15.640 --> 00:06:21.400]   They are obviously even creating their own screws and this was it this was that this was the tip the lead the leak
[00:06:21.400 --> 00:06:23.400]   This is all it took
[00:06:23.400 --> 00:06:25.400]   I assumed it was blackberry
[00:06:25.400 --> 00:06:30.160]   Fruit company yeah blackberries of fruit. Yeah, absolutely
[00:06:30.160 --> 00:06:34.680]   So why did you not get bit by this everybody else did didn't they?
[00:06:34.680 --> 00:06:39.520]   We're really cautious about posting rumors that we can't source ourselves
[00:06:39.520 --> 00:06:45.960]   There is some value to posting things that you know or false or things that you think you can add context or value to
[00:06:45.960 --> 00:06:49.760]   But if it's just a screw and it's unsourced and it doesn't make sense
[00:06:49.760 --> 00:06:53.760]   I don't see a reason why Apple would do this I understand they want to lock you out
[00:06:53.760 --> 00:06:55.600]   But that's going to an extreme amount of trouble
[00:06:55.600 --> 00:07:00.680]   And it's usually almost like security like you're only worth as much money as they will pay to do this to you
[00:07:00.680 --> 00:07:03.760]   And it it just didn't pass this NFT test to me. So we
[00:07:03.760 --> 00:07:05.960]   Happily avoided it
[00:07:05.960 --> 00:07:11.800]   Kyle Wiens at I fix it said if this screw design is legitimate the ramifications would be severe
[00:07:11.800 --> 00:07:14.840]   But and to Kyle's credit he was skeptical as well
[00:07:15.920 --> 00:07:22.240]   He said my gut feel is this isn't from Apple the threads are unrealistic. He was the first to point out that in fact
[00:07:22.240 --> 00:07:26.440]   Physics dictates and this screw is not gonna work
[00:07:26.440 --> 00:07:30.760]   I suspect that a head like that is too complex to use as a tool head existing tool designs
[00:07:30.760 --> 00:07:35.200]   Tend to be simple because the head needs to withstand a fair amount of torque if this is an Apple design
[00:07:35.200 --> 00:07:37.200]   It looks like it would be expensive to manufacture
[00:07:37.200 --> 00:07:45.440]   And in fact it was a hoax perpetrated by a Swedish design company the Swedes as usual
[00:07:45.440 --> 00:07:49.320]   That's usual. I'm kind of a little mad at this company
[00:07:49.320 --> 00:07:55.000]   Because this is I don't know. This is a little bit day four dot SE right
[00:07:55.000 --> 00:08:00.440]   And not only did they get the reporting then afterwards they said it was a hoax so everyone went back and gave them more
[00:08:00.440 --> 00:08:02.880]   I don't like rewarding negative attention
[00:08:02.880 --> 00:08:06.320]   I think that if people do create things just to get links the last thing
[00:08:06.320 --> 00:08:11.440]   I want to do is give them links because it actually validates that business model and not only did they get the links for a crazy
[00:08:11.440 --> 00:08:16.800]   Story, but then everyone went and link back to them again when they admitted to hoaxing to be a hoax
[00:08:16.800 --> 00:08:24.360]   It's very close to trolling, isn't it? Yes, and I agree trolls the worst thing you do with trolls is give them any attention at all
[00:08:24.360 --> 00:08:27.560]   However, we are giving them attention. So maybe I should just shut up now
[00:08:27.560 --> 00:08:33.080]   Yeah, well on the other side it feeds both sides of the problem in that
[00:08:33.080 --> 00:08:40.280]   Someone it's a newspaper that thinks it gets a scoop and sells a million papers because it was hoaxed into doing a scoop
[00:08:40.280 --> 00:08:44.440]   They've got no problem with that all they were caring about was selling the million papers as a matter of fact
[00:08:44.440 --> 00:08:51.000]   They're grateful. They're grateful that the that they that whoever hoax them pulled the mask off the hoax while it was still an active
[00:08:51.000 --> 00:08:54.400]   New story because that way they got to sell out the 750,000 papers the next day
[00:08:54.400 --> 00:09:01.520]   So it's it's it's really it's it points to the difficulty of being in the news business these days because it really is critical to be
[00:09:01.520 --> 00:09:07.320]   Among the first 20 minutes worth of coverage on a certain story so that you get that you get that Google ranking
[00:09:07.320 --> 00:09:11.400]   So that when people start to hear about this that you get the link backs you get the you get the search hits
[00:09:11.400 --> 00:09:13.560]   It's hard to it's I
[00:09:13.560 --> 00:09:20.400]   The fact that I've deliberately chosen to be in a job where it's not so important for me to be the absolute first person to report someone
[00:09:20.400 --> 00:09:23.680]   That that means that would be kind of wrong for me to fault somebody
[00:09:23.680 --> 00:09:30.280]   For for wanting to be the first in on that action and to their credit most of the stories that we're linked to
[00:09:30.280 --> 00:09:33.920]   At least we're a little bit circumspect and they're really saying that hey
[00:09:33.920 --> 00:09:37.280]   Here's a picture of a screw we don't know where it comes from isn't it interesting though?
[00:09:37.280 --> 00:09:44.440]   And then mean I and I myself when these rumors come up if it's interesting enough to meet for me to spend the first sentence
[00:09:44.440 --> 00:09:46.240]   Saying okay, who knows if this is true or not?
[00:09:46.240 --> 00:09:51.880]   It's probably not but let's let's have a conversation about the topic of having security screws on a modern device
[00:09:51.880 --> 00:09:53.880]   Does it is there any point to it?
[00:09:53.880 --> 00:09:56.760]   And yeah, at least you can have a nice discussion on that basis
[00:09:56.760 --> 00:10:01.880]   Yeah, and I know I want to emphasize this I am not pointing fingers because we could I could have just as easily
[00:10:02.320 --> 00:10:06.240]   Been breathlessly bit by this. We only reason we didn't as it happened on a Wednesday
[00:10:06.240 --> 00:10:13.500]   And I don't know so that's exactly how devious they were they also chose to release
[00:10:13.500 --> 00:10:18.140]   Information in the same schedule that Apple would as soon as we've done recording this show
[00:10:18.140 --> 00:10:24.600]   But what I do the reason I bring it up and it's not to give credit to this Swedish design blog either give many an additional
[00:10:24.600 --> 00:10:31.440]   Attention, but is to point out how overheated the rumor mill is how difficult it is to know what's a true rumor or not
[00:10:31.440 --> 00:10:37.960]   And and to remind people that do not believe everything you read and and do trust people like Andy and Renee
[00:10:37.960 --> 00:10:44.680]   Who cover this day and day out and they have a sniff test and if you're if the problem is I think that
[00:10:44.680 --> 00:10:50.880]   Exactly as you say Renee, there's such a prep. There's such pressure and and Andy. There's such pressure to report
[00:10:50.880 --> 00:10:54.640]   Instantly there's no disincentive really to get it right
[00:10:54.640 --> 00:10:59.400]   Because you get links either way it drives traffic either way it might be a little embarrassing
[00:11:00.040 --> 00:11:02.040]   and and there's also
[00:11:02.040 --> 00:11:07.800]   When I have not been to journalism school, but I hang out with a lot of people who did get the proper paperwork to do my job
[00:11:07.800 --> 00:11:12.120]   And and and a lot and a lot of what they study there is not just the techniques
[00:11:12.120 --> 00:11:18.040]   But also here's what your responsibility is to readers sometimes a piece of news comes in and you don't have time to
[00:11:18.040 --> 00:11:22.800]   Lock it down as absolutely true or dismiss it as completely false and you have to make that call
[00:11:22.800 --> 00:11:28.600]   Should you at least put out the information that there are people who are talking about this topic and sometimes you say
[00:11:28.600 --> 00:11:30.280]   I don't know if this is true or not
[00:11:30.280 --> 00:11:32.260]   We have to make sure we couch it as completely
[00:11:32.260 --> 00:11:38.120]   Unconfirmed but people are going to be looking to us for information about this topic and we have to be the ones to tell them that
[00:11:38.120 --> 00:11:40.200]   Here's what we know, which is not much right?
[00:11:40.200 --> 00:11:44.440]   So there's there's there's ways to fall on the wrong side of the line either way
[00:11:44.440 --> 00:11:49.520]   But sometimes you do have to go forward and say here's what's yours something that is getting a lot of discussion right now
[00:11:49.520 --> 00:11:53.560]   And here's what we know about it as long as you say, you know, this is this as you said
[00:11:53.560 --> 00:11:57.320]   This is the source and it may or may not be credible
[00:11:57.320 --> 00:12:00.640]   The page views sucka I mean
[00:12:00.640 --> 00:12:05.240]   We've done that too in the past when a story is big enough you you almost are compelled because people are talking about
[00:12:05.240 --> 00:12:07.320]   Everybody's saying right they want your take on it
[00:12:07.320 --> 00:12:09.800]   They want to know they want your help to determine if it's true or false
[00:12:09.800 --> 00:12:16.240]   And I think there is like Andy said a lot of value in the conversation and issues around it even if that specific instance in this case
[00:12:16.240 --> 00:12:16.760]   In a real story
[00:12:16.760 --> 00:12:23.640]   Cultimac did the right thing and others did the right thing by pointing back to the Reddit story and saying this is the source because that does let readers at least
[00:12:24.400 --> 00:12:30.280]   Decide where I have problems is where and you do this I'm more and I understand why you do it because you can't reveal your sources
[00:12:30.280 --> 00:12:37.360]   You'll say things like a source that has previously been accurate. Yeah, and the problem is there's no way for us to judge that
[00:12:37.360 --> 00:12:39.560]   You know it comes down to our reputation
[00:12:39.560 --> 00:12:42.840]   I mean if we get enough right then people will start to give us credibility
[00:12:42.840 --> 00:12:45.200]   And if we blow a lot of them then we'll lose that credibility
[00:12:45.200 --> 00:12:50.920]   So we have to make sure that we have a high enough confidence in printing that rumor that we're willing to stake our credibility on it
[00:12:51.720 --> 00:12:57.280]   It's it's also bears mentioning that there especially where apples concerned you can have the story
[00:12:57.280 --> 00:13:00.400]   Absolutely locked. I mean you've got this
[00:13:00.400 --> 00:13:05.320]   Story cold but then three weeks before the thing that is inevitably going to happen that you have
[00:13:05.320 --> 00:13:10.760]   Multiple sources multiple paper documentation look the hall has been booked
[00:13:10.760 --> 00:13:20.520]   I got I got into that situation exactly once where it was I had everything and that I knew I also
[00:13:20.520 --> 00:13:25.700]   I also knew that the person who was rumored to be giving this talk the presentation
[00:13:25.700 --> 00:13:32.660]   He actually is unavailable on this day and also that just point after point after point for point where you could not have more
[00:13:32.660 --> 00:13:37.820]   Information that this is going to happen and then just then within two weeks of the things inevitably supposed to happen
[00:13:37.820 --> 00:13:42.340]   It didn't happen that someone got cold feeder decided this was not a good strategic idea for them
[00:13:42.340 --> 00:13:46.720]   And they backed out the last minute so even if you felt this though you were completely confident saying yes
[00:13:46.720 --> 00:13:49.160]   Here's exactly what's going to happen. Here's the day. It's gonna happen
[00:13:49.160 --> 00:13:54.220]   Here's exactly what's gonna be discussed. You don't know until you know as I say time and time again
[00:13:54.220 --> 00:14:00.380]   I don't believe an apple rumor until Tim Cook is standing on a stage holding it in his hand and being photographed by 500 people and even that
[00:14:00.380 --> 00:14:03.880]   Again, I will exactly I will say
[00:14:03.880 --> 00:14:10.280]   Yes, but I thought it's it's you didn't see the back of it and you know what?
[00:14:10.280 --> 00:14:16.540]   The tablet is just thick enough to be a PES dispenser if it were a PES dispenser, so I'm not gonna completely
[00:14:16.540 --> 00:14:21.520]   I'm 95% sure but not 100% when his head turned the polygons didn't render perfectly
[00:14:21.520 --> 00:14:26.580]   Well, and it's that's the other side of the coin is you can go too far in being a skeptic
[00:14:26.580 --> 00:14:29.540]   So it's so it's good to be conserved anyway
[00:14:29.540 --> 00:14:36.180]   I say all this is as a prologue to the apple for iPhone rumor roundup which you're about to go into
[00:14:36.180 --> 00:14:38.060]   So let's go on let's go on that
[00:14:38.060 --> 00:14:40.740]   But for but first I'll just say in passing that two days ago
[00:14:40.740 --> 00:14:44.380]   I realized that there was a hole in my life and realize that wow
[00:14:44.380 --> 00:14:50.860]   It's been almost six weeks until anybody has had any interest in talking about iPad mini or Apple TV rumors
[00:14:50.860 --> 00:14:55.220]   Yeah, it just so this so this is how these things go. There's like waves of oh, yeah
[00:14:55.220 --> 00:15:01.120]   Oh, yeah, and sometimes I phone five series or new iPhones sometimes I think I can flake interest and the number of stories
[00:15:01.120 --> 00:15:03.740]   confirming a rumor as
[00:15:03.740 --> 00:15:06.100]   Somehow making it more
[00:15:06.100 --> 00:15:11.100]   Realistic or more believable and I don't even know if that's true because this screw is a good example
[00:15:11.100 --> 00:15:13.860]   I mean all the big blogs all the big Apple blogs
[00:15:13.860 --> 00:15:22.580]   Rorten's point previously. I mean we have there's that famous story of Steve Jobs not liking the plastic screen on the original iPhone and getting changed in a matter of weeks
[00:15:22.580 --> 00:15:22.940]   Yep
[00:15:22.940 --> 00:15:25.860]   They are I think one of the fastest manufacturing companies in the world
[00:15:25.860 --> 00:15:30.540]   So exactly what Andy said until someone on Apple was holding it up on a stage and the press release hits
[00:15:30.540 --> 00:15:31.820]   It's not confirmed now
[00:15:31.820 --> 00:15:36.940]   I have to point out that is not gonna happen again because that was when the iPhone the first came yes
[00:15:37.140 --> 00:15:41.860]   There they know now that the minute they put anything in you know in the in the store
[00:15:41.860 --> 00:15:44.020]   They're gonna have five million orders in the first hour
[00:15:44.020 --> 00:15:48.820]   So they cannot change things on a dime as they used to that they can manufacture the
[00:15:48.820 --> 00:15:51.580]   Launch on a dime though. I mean if it's a new product
[00:15:51.580 --> 00:15:56.900]   They can decide not to launch a new on a new product sure but I think the new iPhone is written in stone at this point
[00:15:56.900 --> 00:15:59.260]   Yes, I think they're probably making it I
[00:15:59.260 --> 00:16:04.540]   Think that at this point if the September 12 rumor is true
[00:16:04.540 --> 00:16:08.700]   And it really does have all the hallmarks of an actual leak as opposed to just an unbiased rumor
[00:16:08.700 --> 00:16:11.540]   Then yeah, they they really have to be committed at this point
[00:16:11.540 --> 00:16:13.540]   But I do think that if Apple
[00:16:13.540 --> 00:16:20.620]   Found a flaw that they felt like they needed to correct or really strongly wanted to correct in the in the absence of any
[00:16:20.620 --> 00:16:25.140]   Actual commitment to ship they would delay a month in order to get that done shows they call them show stuffers
[00:16:25.140 --> 00:16:28.740]   Yeah, yeah, I see advantage to being in September as opposed to October
[00:16:28.740 --> 00:16:31.980]   You know like somebody in the chatroom just said this and I forgot what I know
[00:16:32.580 --> 00:16:37.820]   remember Apple put think secret out of business think secret was the original Apple rumor blog and
[00:16:37.820 --> 00:16:45.580]   Put them out of business by suing them. They haven't done that lately. Is that does that did Apple give up or are these blogs more care?
[00:16:45.580 --> 00:16:48.620]   What is yours? What is Renee? You'd be perfect guy to talk about this
[00:16:48.620 --> 00:16:51.300]   Don't you worry that you'll be think-secreted
[00:16:51.300 --> 00:16:57.620]   You know, it's interesting exactly what you said originally Apple would even send cease-and-desists if companies put up
[00:16:57.860 --> 00:17:04.060]   Leaked parts or leak designs, but I think at a certain point they realized that that just affirms those leaks
[00:17:04.060 --> 00:17:11.220]   It actually adds maybe a layer of credibility to it and by stating silent it becomes much more difficult to sort out the noise from the signal and
[00:17:11.220 --> 00:17:19.580]   This was interesting on Apple's last conference call Peter Oppenheimer was talking about the damage to Apple's financials that leaks about future
[00:17:19.580 --> 00:17:23.340]   iPhones cause to sales of current iPhones and Tim Cook
[00:17:23.340 --> 00:17:29.300]   I don't know if it was a different point of view, but he said that if people were lusting after or wanting future Apple products
[00:17:29.300 --> 00:17:34.100]   He was okay with that as long as they were wanting future Apple products. Maybe that maybe a little
[00:17:34.100 --> 00:17:36.180]   common sense is
[00:17:36.180 --> 00:17:39.780]   Yeah, think secret reported the Mac mini in
[00:17:39.780 --> 00:17:45.100]   2004 it was in fact announced at Mac world in 2005
[00:17:45.100 --> 00:17:51.860]   Apple sued over trade secrets and put the site out of business in 2007 five years ago
[00:17:52.620 --> 00:17:57.420]   If you look at us, I mean we got the September 12th date and originally people weren't certain
[00:17:57.420 --> 00:18:01.900]   But I think within a day and certainly within 24 hours everybody Wall Street Journal the New York Times
[00:18:01.900 --> 00:18:04.300]   Jim Dalrymple at the loop the verge
[00:18:04.300 --> 00:18:08.180]   But how much of that is group think how much of it is saying well Renee is pretty good
[00:18:08.180 --> 00:18:08.900]   I'm worse pretty good
[00:18:08.900 --> 00:18:11.540]   Let's say it's true and how much of it is their own reporting
[00:18:11.540 --> 00:18:17.020]   I mean I have to admit when I hear the times the journal and you guys I'd say well, it's true
[00:18:17.020 --> 00:18:22.020]   But is that wrong? Are you all just is are they all just you know writing on your back?
[00:18:22.820 --> 00:18:26.720]   I I don't think they put it on my back just yet
[00:18:26.720 --> 00:18:30.880]   So they have they're okay. They must say they're really accurate
[00:18:30.880 --> 00:18:37.180]   But yeah, but I don't think at any major newspaper would stake their reputation on any other anyone else's sources at this point
[00:18:37.180 --> 00:18:42.740]   I know because I watched Aaron Sorkin show the newsroom and it was very clear that if they didn't have two sources
[00:18:42.740 --> 00:18:44.740]   They were not going with this
[00:18:44.740 --> 00:18:47.220]   So that must be
[00:18:47.220 --> 00:18:49.420]   If it's on TV Leo, it's true
[00:18:50.060 --> 00:18:55.660]   Exactly if it's HBO drama if if there were lifetime channel then there'd be some wiggle of room for belief, but it
[00:18:55.660 --> 00:19:01.340]   This is this is this is it's a TV. It's a it's a story and paper you've got to believe it
[00:19:01.340 --> 00:19:02.540]   Yeah
[00:19:02.540 --> 00:19:06.300]   But yeah, it seems it seems as though in the past year and a half two years
[00:19:06.300 --> 00:19:12.900]   There are sometimes things where you know like when sometimes you look at a painting that you don't know whether it's
[00:19:12.900 --> 00:19:19.140]   Realize that there's a there's a forgery somewhere here one of these five day gods is a forgery and you don't know anything about art
[00:19:19.140 --> 00:19:24.260]   But there's something about number three that says this one has the shape of a forgery
[00:19:24.260 --> 00:19:27.820]   This is not what I expect to see from this artist in the past year and a half two years
[00:19:27.820 --> 00:19:29.900]   There have been sometimes when there are rumors that come out
[00:19:29.900 --> 00:19:33.580]   You don't know for sure you can't pin something down
[00:19:33.580 --> 00:19:39.540]   But it has the shape of something that of information that Apple wanted out there for whatever reason that we can't speculate about and
[00:19:39.540 --> 00:19:44.900]   That's why I tend that's why I'm booking tickets for September 12. Oh you are. Oh, that's the yeah
[00:19:44.900 --> 00:19:48.100]   That's the test I use is Andy flying
[00:19:48.420 --> 00:19:53.340]   It's yeah, and now it now comes down to do I have to pay my own money or I'm gonna talk some money that
[00:19:53.340 --> 00:20:00.020]   We'll fly out. That's a done in that case. It's a done deal. Okay. If you're flying I'm buying
[00:20:00.020 --> 00:20:09.620]   Vacation diamonds September
[00:20:09.620 --> 00:20:15.700]   It's the best time of year to come to San Francisco actually point number one talk about how you never take a vacation point
[00:20:15.700 --> 00:20:17.700]   Oh
[00:20:17.700 --> 00:20:29.620]   Let's take a break we come back
[00:20:29.620 --> 00:20:36.900]   The punker and the punkie and Renee Richie from I'm more fine anything in coach giving a business class give me first class
[00:20:36.900 --> 00:20:41.300]   It's okay. It's covered go ahead book it. I'll pay for it. Oh, he's not commercial. It's okay. He's not hearing
[00:20:44.580 --> 00:20:47.780]   Better pay for Andy's ticket. Here's a word from Citrix
[00:20:47.780 --> 00:20:53.700]   This ad will pay and these you can listen to this ad
[00:20:53.700 --> 00:20:58.180]   Or you can let Andy stay home. It's up to you
[00:20:58.180 --> 00:21:04.660]   This ad brought to you by Citrix the folks who do all those great pro we talk about them a lot
[00:21:04.660 --> 00:21:07.540]   But the one I want to talk about right now is their online meeting
[00:21:07.540 --> 00:21:12.020]   Software, you know, I'm kind of excited. We'll find out if this is gonna happen Chad
[00:21:12.420 --> 00:21:15.860]   Go to meeting is says been screen sharing. They've been doing that for years and it's the best
[00:21:15.860 --> 00:21:21.380]   It's easy to set up. It's a does what's called natural versatile. So you don't have to punch a hole in the firewall
[00:21:21.380 --> 00:21:24.780]   You don't have to get the IT department involved. It's really simple to start a meeting
[00:21:24.780 --> 00:21:30.100]   It's a click of the mouse the invitations get sent out people to join your meeting and this is important
[00:21:30.100 --> 00:21:34.500]   Especially if you're doing like a sales presentation or you're pitching somebody you don't want to make them jump through hoops
[00:21:34.500 --> 00:21:39.580]   So it's very easy for them to join they just click the link the software is installed fresh each time
[00:21:39.580 --> 00:21:45.620]   By the way, very quickly in about 30 seconds and they're there they're on it, but this is what's really cool. You can now join a meeting
[00:21:45.620 --> 00:21:53.180]   There he is on his iPhone on your iPad on your Android tablet and if you're on the iPad or a desktop
[00:21:53.180 --> 00:22:00.100]   You could send video and this is the thing I'm excited about we're talking with their engineers about starting to use their video perhaps for our shows
[00:22:00.100 --> 00:22:07.540]   Because it I have to tell you I've used it. It's easily the best video but much better than that Skype or anything else
[00:22:08.260 --> 00:22:10.260]   secure fast easy
[00:22:10.260 --> 00:22:19.420]   You gotta love this go to meeting with the HD faces video now on the iPad you could share your picture from the iPad I
[00:22:19.420 --> 00:22:26.140]   Want you to try it free for 30 days visit the go to meeting website click the orange try its free button and
[00:22:26.140 --> 00:22:28.900]   Then when you do that you're gonna be asked
[00:22:28.900 --> 00:22:31.020]   for your
[00:22:31.020 --> 00:22:37.260]   First name less name email address and see that link for promo code click that cuz I want you to put in the promo code Mac break
[00:22:37.260 --> 00:22:39.260]   Mac brk
[00:22:39.260 --> 00:22:42.860]   So that Andy gets to fly here. That's go to meeting
[00:22:42.860 --> 00:22:45.420]   promo code
[00:22:45.420 --> 00:22:49.700]   Mac break and we thank them for their support for all of the stuff we do on
[00:22:49.700 --> 00:22:52.980]   Twitch September 12th
[00:22:52.980 --> 00:22:57.260]   What day is that a Wednesday that is a Wednesday?
[00:22:57.260 --> 00:23:00.900]   We're gonna have to flip-flop our Mac break weekly as usual
[00:23:00.900 --> 00:23:06.300]   Do you think okay? This is interesting do you now remember when the eye the second iPhone?
[00:23:06.300 --> 00:23:09.980]   I think the iPhone was at the iPhone 3 no - 3g 3g
[00:23:09.980 --> 00:23:18.020]   Came out was that 2008 it was I did the 24 hours of iPhone from the cottage remember that nice I
[00:23:18.020 --> 00:23:21.700]   stayed up all night
[00:23:21.700 --> 00:23:29.340]   Talk to people waiting in line and stuff and it hasn't been as exciting really since do you think this new iPhone will be as exciting as that I?
[00:23:29.340 --> 00:23:35.260]   Don't think so for a couple reasons. It's no it's no long remember that there's nothing that existed
[00:23:35.820 --> 00:23:40.660]   About the iPhone before the iPhone existed also. I can't think of any other product including the iPad
[00:23:40.660 --> 00:23:45.260]   That was as heavily height. I mean I for three months
[00:23:45.260 --> 00:23:49.780]   I had a steady schedule of telling people what it was like to actually hold an iPhone in my hand
[00:23:49.780 --> 00:23:54.940]   Use it for you to help one it's because yeah because I had because I had my briefing and I'm talking
