
[00:00:00.000 --> 00:00:05.800]   It's time for Mac break weekly Andy Renee and Alex are all here and we have a lot to talk about
[00:08:30.060 --> 00:08:34.680]   Look at this graph the average iPhone selling price highest
[00:08:34.680 --> 00:08:37.760]   It's ever been 717 dollars and cook comment on that
[00:08:37.760 --> 00:08:39.200]   He said it's not about the price of the iPhone
[00:08:39.200 --> 00:08:44.200]   It's about the value of the iPhone can deliver and if people believe the iPhone is delivering value then they're less price sensitive
[00:08:44.200 --> 00:08:50.000]   And we have to remember that almost nobody plays sticker price even now when the contracts are gone a lot of people pay their carrier
[00:08:50.000 --> 00:08:53.920]   Instead of eight bucks a month they pay him nine or ten bucks a month and it's almost invisible to them
[00:08:53.920 --> 00:08:55.920]   You know that's one take on it
[00:08:56.000 --> 00:08:59.200]   Tim's take it's it's all about value the other take is
[00:08:59.200 --> 00:09:05.360]   Hey, it's a fashion statement and people who are buying at the high end of the market like that are less price sensitive
[00:09:05.360 --> 00:09:06.360]   I
[00:09:06.360 --> 00:09:12.680]   Mean I think it'd be hard you'd be hard pressed to say that there is that much more value in an iPhone 10
[00:09:12.680 --> 00:09:18.160]   Then there is in a $600 Android you got the new design that was the big thing
[00:09:18.160 --> 00:09:23.680]   It's same like you got the bigger iPhone before now you got the bet that you got to delete your bezels a year earlier by
[00:09:23.960 --> 00:09:29.880]   Pointing up another hundred dollars. Yeah, and now the interesting thing is how many companies are rushing super high end phones to the market
[00:09:29.880 --> 00:09:35.000]   But nobody's really very few people would put value and Apple in the same sense, right?
[00:09:35.000 --> 00:09:39.160]   They're not a value company. They're premium light. No, it's a it's a
[00:09:39.160 --> 00:09:40.960]   Yeah, totally
[00:09:40.960 --> 00:09:45.200]   So like if you because when you buy that iPhone again, it comes with Apple care comes with Apple stores
[00:09:45.200 --> 00:09:49.240]   It comes with all the things that all the free software that they provide for that platform
[00:09:49.240 --> 00:09:52.520]   If you like the app store and the way they vet apps on the app store it comes with that
[00:09:53.240 --> 00:09:55.760]   Overall you still have to like people aren't gonna just
[00:09:55.760 --> 00:10:03.000]   Yeah, well, it's funny because I was thinking of getting another electric vehicle besides a Tesla
[00:10:03.000 --> 00:10:07.320]   And then I realized after we drove to Tahoe this past week that the value of the Tesla is not the car
[00:10:07.320 --> 00:10:13.160]   So supercharger network, right? Well, and also they cool the batteries which a lot of cars don't and you have to replace your batteries after a couple
[00:10:13.160 --> 00:10:15.320]   It's again. It's the whole package the whole package, right?
[00:10:15.320 --> 00:10:19.160]   So you could never say that Tesla is a value car a value priced car
[00:10:19.160 --> 00:10:22.000]   Yeah, go ahead Andy. I'm sorry. I keep cutting you out
[00:10:22.000 --> 00:10:24.880]   I'm just gonna say that with a with the iPhone 10 I think Apple has
[00:10:24.880 --> 00:10:31.760]   Reminded everybody that when you get the top of the line iPhone it really isn't just it really doesn't compete with a
[00:10:31.760 --> 00:10:34.080]   $600
[00:10:34.080 --> 00:10:39.880]   Android phone even even like a Google Pixel which is one of the best phones out there whether it runs iOS or Android
[00:10:39.880 --> 00:10:44.120]   You're all you're gonna get something that is absolutely unique to
[00:10:44.120 --> 00:10:50.440]   Mobile computing like face ID. I really think that the iPhone 10 is just the story about face ID
[00:10:50.440 --> 00:10:55.320]   It's such a compelling cool feature that for people that are already
[00:10:55.320 --> 00:10:59.800]   Extra hundred fifty two hundred dollars that's still money to anybody
[00:10:59.800 --> 00:11:05.480]   But if you're already in for eight hundred that is a compelling thing to get a thousand bucks for
[00:11:05.480 --> 00:11:09.600]   Particularly if you're in the habit of always buying the best iPhone on the market
[00:11:09.600 --> 00:11:12.200]   So when I say it depends on your definition of value
[00:11:12.200 --> 00:11:17.640]   The idea of getting a five hundred dollar Android phone or even a two hundred fifty dollar Android phone
[00:11:17.640 --> 00:11:24.160]   That does 80% of even the best phones on the market. That's value. That's saving money, but there's a certain
[00:11:24.160 --> 00:11:26.960]   actual sort of limbic
[00:11:26.960 --> 00:11:28.520]   appeal
[00:11:28.520 --> 00:11:32.960]   To getting an iPhone 10 that for a lot of people is gonna be definitely worth the extra hundred fifty bucks
[00:11:32.960 --> 00:11:36.440]   Amark to eyes over to our just don't get that kind of experience
[00:11:36.440 --> 00:11:43.800]   I just feel that the notch really justifies that extra 300. Well, it's the not surely. Yeah, it's actually it
[00:11:43.800 --> 00:11:45.960]   It's really the the the mimeo G
[00:11:45.960 --> 00:11:47.960]   You know like actually
[00:11:47.960 --> 00:11:51.440]   You might actually be right
[00:11:51.440 --> 00:11:57.360]   Like emojis not till this fall, but okay, you might be right that those little
[00:11:57.360 --> 00:12:00.640]   Those little things are the anemojis
[00:12:00.640 --> 00:12:05.440]   You know that the issue is is like like I I send me mojis and anemojis to my kids
[00:12:05.440 --> 00:12:08.360]   And then they want to send them back and they're like oh your mom only has it yeah
[00:12:08.360 --> 00:12:10.960]   I'm sorry. You can't you have to have an iPhone 10
[00:12:10.960 --> 00:12:13.760]   I'm sorry
[00:12:14.240 --> 00:12:19.440]   This is not traditionally a big iPhone quarter though, right? This is or is it I try it's not I mean
[00:12:19.440 --> 00:12:23.040]   It's not as bad as the next quarter is well everyone's waiting for the new phone
[00:12:23.040 --> 00:12:27.720]   But it's the first like the holiday quarter is this the first full quarter since it came out
[00:12:27.720 --> 00:12:33.800]   No, that's usually the holiday. It's not even that okay. Yeah. Yeah, this is this is when people start wine
[00:12:33.800 --> 00:12:40.800]   I mean it's like I would never you see people go into stores and buy like an iPhone 10 the day before iPhone 11 comes out
[00:12:40.800 --> 00:12:43.400]   So I can't predict human behavior any better than anybody else
[00:12:43.880 --> 00:12:47.160]   But the pixel 3 is supposed to have an even bigger notch now Leo
[00:12:47.160 --> 00:12:49.160]   So I don't know if that's gonna be even more expensive
[00:12:49.160 --> 00:12:51.800]   I know now I have to decide
[00:12:51.800 --> 00:12:56.560]   It we should point out this average iPhone selling price of
[00:12:56.560 --> 00:13:00.560]   $1770 is based on the average over four quarters
[00:13:00.560 --> 00:13:06.000]   So there's a kind of a ballistic effect the iPhone came out in Q1
[00:13:06.000 --> 00:13:12.880]   But it's contributed to the the larger price in in Q3 because it's now three out of the four quarters
[00:13:12.880 --> 00:13:14.880]   Yeah, it's a running average
[00:13:14.880 --> 00:13:20.000]   Some bad news if you're an iPad fan iPad sales are absolutely flat in the last four quarters
[00:13:20.000 --> 00:13:26.440]   Again, it's a it's a terrible compare for them because they had just put out new iPads at you know in June of
[00:13:26.440 --> 00:13:33.160]   2017 and they did not put out anything new in 2018 so nobody bought anything everyone's anticipating the fall release
[00:13:33.160 --> 00:13:39.600]   11 million units it's I mean it's not terrible and again. This is a four quarter average. He does those running averages
[00:13:40.240 --> 00:13:42.720]   Max sales year over year down 13%
[00:13:42.720 --> 00:13:46.760]   Another down quarter third in a row and the largest
[00:13:46.760 --> 00:13:48.480]   I don't believe any MacBook Pros
[00:13:48.480 --> 00:13:51.120]   I think the MacBook Pro came out too late to be included in that quarter
[00:13:51.120 --> 00:13:55.280]   So again, you're competing against a quarter where there was every like the MacBook Pro MacBook
[00:13:55.280 --> 00:14:00.680]   Even the thing the MacBook Air got a token bump and the iMacs were all updated in June and this year
[00:14:00.680 --> 00:14:07.840]   Only the MacBook Pro and on too late for that quarter and I imagine why the the MacBook Pro one of the things that tribute to a better quarter next
[00:14:07.840 --> 00:14:13.000]   Time yeah, go ahead. Yeah, and I think I think one of the things when we look at the flat iPad and in the Mac
[00:14:13.000 --> 00:14:17.440]   Low rain is that is that there aren't as many apps that drive these computers?
[00:14:17.440 --> 00:14:21.040]   There's not as many features that we look at oh my I have to have that, you know, I need to
[00:14:21.040 --> 00:14:23.360]   Yeah, it's not gonna run fast enough
[00:14:23.360 --> 00:14:26.440]   Yeah, I knew it because like I my kids are using iPad 2s
[00:14:26.440 --> 00:14:28.240]   You know and they're quite happy with them
[00:14:28.240 --> 00:14:31.120]   They play their Roblox goes as fast as it goes on their 13 inch
[00:14:31.120 --> 00:14:36.880]   You know and and so the problem is is that they they they because you can seamlessly go back and forth between these different
[00:14:37.440 --> 00:14:44.160]   You know pieces it doesn't you don't feel the need to upgrade every that's the big thing that we've gotten to this crazy turn
[00:14:44.160 --> 00:14:46.520]   Where we're buying a new phone every year?
[00:14:46.520 --> 00:14:51.920]   We just didn't do that before you know and so you know and and we used to I kept my my trio
[00:14:51.920 --> 00:14:57.160]   I had for three or four years, you know and and so those are the kinds of things that have that's why the phone explodes
[00:14:57.160 --> 00:15:02.560]   And then the computers I mean I'm using a 2015 that I'm still happy with although I played
[00:15:03.560 --> 00:15:09.440]   I played with a new one, you know, it's all I have to upgrade but anyway, but you know, so it is faster
[00:15:09.440 --> 00:15:13.460]   But with the iPads all my stuff works great, you know
[00:15:13.460 --> 00:15:17.640]   I'm not on a necessary version one but the last couple versions and so I don't feel the need to upgrade either
[00:15:17.640 --> 00:15:19.800]   Yeah, and also
[00:15:19.800 --> 00:15:26.360]   You have to really put a lot of blame I think at Apple's feet that it is true that we haven't had really significant updates to
[00:15:26.360 --> 00:15:32.360]   to the Mac book line within those quarters, but that's kind of been true for the past couple years with Mac and
[00:15:32.760 --> 00:15:39.200]   So we can't see it on the one hand you can say that okay. Well usually a lot of these numbers get spiked
[00:15:39.200 --> 00:15:48.200]   Spiked upwards by exciting new designs, but Apple also should be taking a task for really not showing any public enthusiasm
[00:15:48.200 --> 00:15:52.760]   For the Mac for the past couple of years and for the iPad stuff
[00:15:52.760 --> 00:15:55.440]   It's it's it's it's gonna it's interesting to look at the numbers
[00:15:55.440 --> 00:16:02.740]   Because it seems as though Apple has really this a polarize the the the awesomeness of their devices in terms of
[00:16:02.740 --> 00:16:06.240]   Price that one of the best computers. I think Apple has ever made is the
[00:16:06.240 --> 00:16:11.320]   $320 iPad but also one of the other one of the other best computers have ever made is the
[00:16:11.320 --> 00:16:17.160]   $1000 iPad Pro so there's not like there's a spectrum. It's like if you get people excited about
[00:16:17.160 --> 00:16:25.280]   adding quantities of the lower Kate lower and iPad now suddenly every iPad sold is making six hundred dollars less
[00:16:25.280 --> 00:16:30.220]   Thank you for being that much less to to the to the till with it with every purchase
[00:16:30.220 --> 00:16:39.900]   How let's see maybe there's one more graph before we oh no
[00:16:39.900 --> 00:16:42.220]   I know what I wanted to quote Jason Snow
[00:16:42.220 --> 00:16:49.540]   He said the Mac has currently replaced iPad is the product line that makes me cringe every three months when sales figures are released
[00:16:49.540 --> 00:16:54.580]   But I again, I think they'll be good news next quarter. I hope they'll be good news next quarter and I hope Apple
[00:16:54.580 --> 00:16:57.620]   I'm still thinking Apple
[00:16:58.100 --> 00:17:02.820]   Keeps the Mac alive for more than just profit. It's it's sentimental reasons
[00:17:02.820 --> 00:17:09.380]   It's a it's a signature product and developers need to develop on the Mac for iOS
[00:17:09.380 --> 00:17:14.580]   So I think that they're gonna keep doing pros and I think Neil cyber keeps saying that you know
[00:17:14.580 --> 00:17:19.900]   Apple should just I'm please forgive me if I miss quoting any ill but you know that if you were just looking at the numbers Apple
[00:17:19.900 --> 00:17:25.740]   Should divest itself absolutely theater business because absolutely Google doesn't have that problem and they can race ahead and Microsoft
[00:17:25.740 --> 00:17:27.220]   No doesn't have the new business. So that's fine
[00:17:27.220 --> 00:17:29.660]   But they should dive in just go in on it
[00:17:29.660 --> 00:17:34.420]   But when you look at what Apple's doing like they're investing significance to look in resources and things like T2
[00:17:34.420 --> 00:17:38.820]   Which you know, they they don't have to do their max were perfectly functional without T2
[00:17:38.820 --> 00:17:45.860]   But that's a big investment in something that Apple considers a core competency and they're putting a lot of work into not just releasing new versions of Mac OS
[00:17:45.860 --> 00:17:52.340]   But really redoing Mac OS from the foundation of rewriting the windowing server, which has been problematic like discovery D
[00:17:52.340 --> 00:17:55.540]   It was problematic, but they're rewriting launch D and they're rewriting
[00:17:55.540 --> 00:17:58.780]   They're doing APFS and they're built they're basically rebuilding
[00:17:58.780 --> 00:18:04.700]   Mac OS from the inside and that's again considerable resources and I don't think they would be expending all that stuff internally
[00:18:04.700 --> 00:18:06.140]   They could put those things on iPhone
[00:18:06.140 --> 00:18:11.180]   But they doing it because they believe the Mac is a valuable product for them to have yep, I agree still
[00:18:11.180 --> 00:18:15.540]   I think that if your consumer Mac user you better
[00:18:15.540 --> 00:18:19.700]   You better have an exit strategy just in case Apple decides that
[00:18:20.500 --> 00:18:25.180]   Consumers are best diverted towards other Apple platforms and Macs
[00:18:25.180 --> 00:18:30.060]   Maybe are going to be reserved for people who are who need pro level devices
[00:18:30.060 --> 00:18:36.700]   I think not that I not that I have any special knowledge or I even necessarily believe that Apple's gonna be dumping consumer Macs
[00:18:36.700 --> 00:18:40.100]   But they've really shown no enthusiasm whatsoever
[00:18:40.100 --> 00:18:47.300]   For the low end of the middle range of performance and price so until they once again show that here is a Mac mini
[00:18:47.300 --> 00:18:51.060]   It was we've not just we've not just swapped in a
[00:18:51.060 --> 00:18:57.060]   Processor that is now less expensive for us to put in than the lower speed processor that was there for the previous two years
[00:18:57.060 --> 00:19:00.500]   But we have actually moved it forward. We've moved the fab forward
[00:19:00.500 --> 00:19:07.940]   We have added new features to it that are going to be completely relevant to how people are going to use like a heightable desktop computer
[00:19:07.940 --> 00:19:13.860]   Until I see that kind of excitement. I'm not going to put a whole lot of money on the idea of the Mac
[00:19:14.660 --> 00:19:17.380]   As a consumer device still existing in five years
[00:19:17.380 --> 00:19:21.020]   Meanwhile the Apple watch hit an air pocket
[00:19:21.020 --> 00:19:29.740]   Well, I think Tim doesn't fly commercial. I think that's what that's a good thing if you're scuba diving and you're out of air
[00:19:29.740 --> 00:19:36.820]   It's a bad thing if you're flying he meant an updraft right he meant an air pocket is the way you fall and updraft is where you go up
[00:19:36.820 --> 00:19:38.020]   But anyway
[00:19:38.020 --> 00:19:40.020]   He did say record quarter
[00:19:40.020 --> 00:19:42.780]   Performance June quarter performance with growth in the mid
[00:19:43.220 --> 00:19:45.220]   40% range
[00:19:45.220 --> 00:19:47.620]   He remember he said 50% growth
[00:19:47.620 --> 00:19:56.500]   For the last few quarters, so it's not maybe slowing a little bit but still growing very strong Apple watch again. We have no
[00:19:56.500 --> 00:20:04.500]   It's pesos numbers. I like it. That's exactly that's exactly what Jason puts on this graph. He says
[00:20:04.500 --> 00:20:10.180]   So he's trying to give you a graph of Apple watch sales, which he can't do so he says source
[00:20:10.740 --> 00:20:15.700]   Baze a scale Bezos source stuff tip Tim Cook says sometimes
[00:20:15.700 --> 00:20:23.860]   He's just basically made a graph with Tim Cook quotes great best yet record up 50% from last year 50% unit growth
[00:20:23.860 --> 00:20:30.500]   With a third straight quarter 50% revenue growth in a Q2 record hit an air pocket and has gone to a whole new level
[00:20:30.500 --> 00:20:35.740]   Whatever that is and nice nice guessing Jason on the bar graph
[00:20:37.460 --> 00:20:42.260]   As exemplary work. I like the peso scale. We may be using that more often
[00:20:42.260 --> 00:20:53.300]   Let's see services we knew this would be the case I even asked you to pay attention to that Renee and I I gather that this was a very good
[00:20:53.300 --> 00:20:59.860]   Quarter once again nine point five billion dollars up from nine point two last quarter
[00:20:59.860 --> 00:21:03.940]   And it's finally a story that wall street seems to appreciate
[00:21:04.980 --> 00:21:11.540]   Oh, yeah, do we mention apple at a trillion dollar market? Yeah, do we mention that? I mean, it's a vanity metric
[00:21:11.540 --> 00:21:14.500]   But what a big number well, you know that it really is
[00:21:14.500 --> 00:21:17.940]   For a little reality check there as well
[00:21:17.940 --> 00:21:25.300]   Is it's a vanity number especially given the fact that it wouldn't be anywhere near that if they weren't spending hundreds of billions of dollars
[00:21:25.300 --> 00:21:30.820]   Buying their own stock back. I mean, there's a little bit of a you know that that's stock the stock when we really talk about stock
[00:21:30.820 --> 00:21:33.700]   I mean the gap was doing great. They're gonna keep on making more money. That's great
[00:21:33.700 --> 00:21:36.580]   But that that is not what's giving them a trillion dollar valuation
[00:21:36.580 --> 00:21:41.220]   What's giving them a trillion dollar valuation is is basically taking a otherwise stagnant stock
[00:21:41.220 --> 00:21:47.060]   And you know and basically inflating it by buying their own and keeping the investors happy
[00:21:47.060 --> 00:21:52.020]   Otherwise people wouldn't move on. I'm also I'm also impressed that they've managed to become a trillion dollar company
[00:21:52.020 --> 00:21:56.020]   Without amassing a whole bunch of really terrible scandals like
[00:21:56.020 --> 00:22:00.020]   I have so much respect for so many things that amazon has a
[00:22:00.420 --> 00:22:01.140]   achieved
[00:22:01.140 --> 00:22:04.340]   But I do not like the fact that every single conversation about
[00:22:04.340 --> 00:22:09.940]   About the amazon that consists of more than four sentences has to consist has to include the phrase
[00:22:09.940 --> 00:22:15.460]   But they treat their lowest paid workers like crap that facebook is a very successful company
[00:22:15.460 --> 00:22:18.100]   but they are
[00:22:18.100 --> 00:22:20.100]   essentially a beehive
[00:22:20.100 --> 00:22:20.900]   full
[00:22:20.900 --> 00:22:28.020]   Of horrible ideas implemented carelessly with thought to how best to protect its users from the community
[00:22:28.260 --> 00:22:35.540]   That it's own that's someone service have created whereas apple all you basically get are a couple of really intense attention getting
[00:22:35.540 --> 00:22:40.580]   Oh, well, they're recycling a certain element from their phone frames
[00:22:40.580 --> 00:22:44.580]   But they could be recycling more or yes, they're paying their workers
[00:22:44.580 --> 00:22:49.380]   In their subcontractors in china very very well and treating them very very well
[00:22:49.380 --> 00:22:53.300]   Compared to other manufacturers, but maybe they could be treating them well
[00:22:53.540 --> 00:22:59.620]   So the fact that they I you always take things tongue-in-cheek when you have a company that likes to position itself as oh, well
[00:22:59.620 --> 00:23:04.180]   We are a very ethical company and we are a very green company and we are very very positive
[00:23:04.180 --> 00:23:07.380]   And we we have values that we feel are very very positive
[00:23:07.380 --> 00:23:10.340]   But apple tends to actually deliver on that stuff too
[00:23:10.340 --> 00:23:14.580]   So that has to be mentioned and I think that one of the things when we when we look at those sock buybacks
[00:23:14.580 --> 00:23:17.060]   The only thing I was going to say is that I think that
[00:23:17.060 --> 00:23:19.700]   One of the things we see here is the schism between apples
[00:23:20.340 --> 00:23:24.660]   Personality I think and how much money they're making they're actually making money
[00:23:24.660 --> 00:23:27.220]   They're focused like a startup
[00:23:27.220 --> 00:23:29.780]   And and they're making money
[00:23:29.780 --> 00:23:35.540]   Like a you know like the biggest company in the world and the problem is they literally don't have a culture of
[00:23:35.540 --> 00:23:37.460]   Well, we could just experiment with a bunch of things
