
[00:00:00.000 --> 00:00:05.300]   It's time for Mac break weekly Annie and Renee are here. We're gonna say goodbye to South segue
[00:02:26.100 --> 00:02:29.900]   I'm cutting down Lee. I'm cutting down Apple talk. You said that every time we ask you
[00:02:29.900 --> 00:02:34.340]   I'm also apparently working at the docks or its winter here. I like that one yet. Is that a took?
[00:02:34.340 --> 00:02:39.420]   It is a took. It's what we what we hear call it to keep play call it a jonty shapo on the show
[00:02:39.420 --> 00:02:42.260]   What do we call it?
[00:02:42.260 --> 00:02:47.500]   We'll cap cap yeah, yeah, I was just gonna wish him good luck against Apollo Creed
[00:02:47.500 --> 00:02:49.700]   I think he has what it takes to go the distance Renee
[00:02:49.700 --> 00:02:57.460]   Hey, you had talent
[00:02:57.460 --> 00:03:03.960]   Became a thumb breaker. I don't hate Balboa any man who tries to take what I got
[00:03:03.960 --> 00:03:10.780]   This is exciting talent, but I didn't have was management. I didn't have the proper management rack
[00:03:10.780 --> 00:03:13.940]   Sorry if you die he dies
[00:03:14.940 --> 00:03:21.860]   Was it was it a brief talk and stuck in the middle there? Yes. Yes. Well, he was he was a yvondrago in the fourth
[00:03:21.860 --> 00:03:22.860]   I go
[00:03:22.860 --> 00:03:27.700]   Drago. I have only seen one rocky movie and that was recently
[00:03:27.700 --> 00:03:30.860]   under a force measure
[00:03:30.860 --> 00:03:37.380]   And I shall never see another one. I think was that Creed is that then you know the first one? Oh the first one. I had never seen it
[00:03:37.380 --> 00:03:43.640]   It's both timeless and incredibly timed like it's incredibly anachronistic so dated yeah
[00:03:43.640 --> 00:03:47.280]   Yeah, big story breaking news
[00:03:47.280 --> 00:03:52.240]   Which is come
[00:03:52.240 --> 00:03:54.440]   America held hostage day
[00:03:54.440 --> 00:03:59.020]   30,000 I think we're really seeing a new apple here. We're seeing apple really focus
[00:03:59.020 --> 00:04:05.420]   Narrow its focus. I did get the new Mac book. This is the 15 with a touch bar
[00:04:05.420 --> 00:04:08.560]   And I have oh and he disappeared
[00:04:09.760 --> 00:04:16.120]   Hmm, I still see you your black screen. It's a man. Okay unplugged the switcher. That's right
[00:04:16.120 --> 00:04:17.880]   There's no case you might put on your Mac book
[00:04:17.880 --> 00:04:24.760]   I'll do the you see the dongle. You see the dongle. I gotta use here see that dongle
[00:04:24.760 --> 00:04:28.600]   That's all right. I don't mind dongles. You always use dongles dongles are us
[00:04:28.600 --> 00:04:33.160]   I mean there's always something going on there with the oh god Stockholm syndrome. They've gotten the Leo
[00:04:33.160 --> 00:04:35.800]   As a matter of my cereal more
[00:04:36.960 --> 00:04:38.800]   a dongle bag
[00:04:38.800 --> 00:04:41.400]   So I can carry all the dongles that I need
[00:04:41.400 --> 00:04:46.240]   You know including the very important in fact you should probably buy as many of these as you buy a
[00:04:46.240 --> 00:04:53.200]   headphone jack to lightning. This is the USB to type C dongle a dash which to parallel
[00:04:53.200 --> 00:04:56.920]   I didn't have a dongle and you can't you don't have to buy new dongles
[00:04:56.920 --> 00:05:00.160]   Because at least Apple gave you for type C ports
[00:05:00.160 --> 00:05:06.320]   But some interesting things going on which we'll talk about I'll give you my thoughts on this
[00:05:06.560 --> 00:05:09.360]   New laptop. I think I have good news for you Andy anyway
[00:05:09.360 --> 00:05:13.520]   My funniest story was my boss Kevin he bought his and he didn't pay attention
[00:05:13.520 --> 00:05:15.400]   So he got the one with the Quebec French keyboard
[00:05:15.400 --> 00:05:16.000]   Oh funny
[00:05:16.000 --> 00:05:18.320]   He just called me saying do they all have keyboards like this?
[00:05:18.320 --> 00:05:20.960]   Why is there an EX on take you next to the shift bar?
[00:05:20.960 --> 00:05:25.680]   What am I how do I use this thing and it was just an accident, but he had about 10 minutes of complete bewilderment?
[00:05:25.680 --> 00:05:30.720]   It's really is it is the Quebec French keyboard as dirty or is it still courty?
[00:05:30.720 --> 00:05:35.720]   It's courty, but it has a it's it's got a different layout and there is like literally an EX on tg
[00:05:35.720 --> 00:05:41.440]   And I think there's a you with an accent character on it as well. I have an ox on take you on my name
[00:05:41.440 --> 00:05:44.720]   It's actually Leo. So I would appreciate that. I have to always do
[00:05:44.720 --> 00:05:52.360]   Option ee to get it, but if you get one of those no Apple didn't change your keyboard that much that was a clerical
[00:05:52.360 --> 00:05:55.760]   Yeah, we decided to make them all French ha ha enjoy
[00:05:55.760 --> 00:06:03.200]   Oh, no the story I was talking about but I think it goes along with the kind of a larger a narrative that I'm starting to build in my head
[00:06:03.200 --> 00:06:06.200]   Apple has abandoned apparently according to Bloomberg
[00:06:06.200 --> 00:06:08.840]   Mark German
[00:06:08.840 --> 00:06:11.680]   The wireless routers no more airports
[00:06:11.680 --> 00:06:17.480]   The Apple team responsible has been disbanded
[00:06:17.480 --> 00:06:24.120]   German writes another move to try to sharpen the company's focus on consumer products that generate the bulk
[00:06:24.120 --> 00:06:27.960]   It's oh shut up. I hate I hate I hate instant
[00:06:27.960 --> 00:06:30.560]   Mark when you want to see it
[00:06:31.560 --> 00:06:36.200]   That's the you know the autoplay video which everybody's doing now. It's just just you know
[00:06:36.200 --> 00:06:38.200]   This is why we can't have nice things
[00:06:38.200 --> 00:06:44.280]   They've been doing this over the past year. We were wondering I mean they haven't updated the airport extreme since 2013
[00:06:44.280 --> 00:06:49.520]   That was an AC router. So it didn't feel like there was you know like an pressing need
[00:06:49.520 --> 00:06:57.200]   Nevertheless, especially as you see companies like Euro and Luma and Google
[00:06:58.040 --> 00:07:01.960]   Doing a ubiquity doing these now mesh routers that solve a big problem
[00:07:01.960 --> 00:07:07.600]   Many of us have with Wi-Fi access throughout the house and Apple just silence
[00:07:07.600 --> 00:07:14.680]   Well now we know why they don't feel like this is a business the only thing that users unique about the Apple router that can't be replaced
[00:07:14.680 --> 00:07:16.680]   Is the time machine capability right?
[00:07:16.680 --> 00:07:21.920]   It can't so the internal having an internal hard drive that was automatically set up and I have one here
[00:07:21.920 --> 00:07:25.840]   I love it because I don't have to think about it and things I don't have to think about it actually end up using who knew
[00:07:26.280 --> 00:07:29.440]   But yes, so the the one that's all you do time capsule
[00:07:29.440 --> 00:07:34.040]   Sorry all you do is plug it in and it automatically time machines all the computers that you connect it to
[00:07:34.040 --> 00:07:40.000]   Is no more and also the airport express had the built-in airport. That's my airplay capability. Oh, yeah
[00:07:40.000 --> 00:07:43.480]   That was a nice one. It's speakers. Yeah. Yeah. Well, if you're just playing the speakers
[00:07:43.480 --> 00:07:48.880]   You could airplay it any any set of normal speakers that had a 3.5 millimeter headset jack iron ironically
[00:07:48.880 --> 00:07:51.200]   Oh, so it's kind of like an Apple TV for sound I guess yeah
[00:07:51.200 --> 00:07:55.640]   Yeah, and that that was licensed by other speaker makers, but the video part hasn't been yeah
[00:07:55.640 --> 00:08:00.640]   I have a airplay JBL system that that would take your place so
[00:08:00.640 --> 00:08:06.380]   And of course you can use time machine on a lot of routers that have USB ports or cable almost have USB ports
[00:08:06.380 --> 00:08:07.520]   You put on the network. It'll find it
[00:08:07.520 --> 00:08:12.720]   So or NASA's a lot of time machine built in now right exactly. I have time machine on my NAS to soap
[00:08:12.720 --> 00:08:20.840]   Discover other apples and automatically back them up though. You would have to bridge you manually. Yeah, it was a manual
[00:08:20.840 --> 00:08:26.640]   It's not it's not it's not the simplicity of you take this out of the box you plug it in and this app that is run
[00:08:26.640 --> 00:08:32.320]   natively on your device asks you do you want to automatically save everything you ever do so that disasters can be
[00:08:32.320 --> 00:08:35.440]   Deeply deeply mitigated by just by clicking this one button
[00:08:35.440 --> 00:08:40.800]   So that's that's it's kind of what you said there are a lot of companies that are bank that are doing mesh networks
[00:08:40.800 --> 00:08:43.480]   I've got a Google Wi-Fi on the way for testing
[00:08:43.480 --> 00:08:46.240]   And they make they solve a lot of these problems
[00:08:46.240 --> 00:08:51.520]   It is I do understand of Apple's focus on just things that have screens on them
[00:08:51.520 --> 00:08:54.320]   You know to basically become that that kind of computer company
[00:08:54.320 --> 00:09:01.520]   It's too bad because it's not as though there aren't still a lot of opportunities to make people's lives better and easier
[00:09:01.520 --> 00:09:08.000]   With all these accessories that are required to make all the Mac books and all the iPads and all the Apple watches work better
[00:09:08.000 --> 00:09:11.640]   So that's too bad is there's some secret sauce that Apple puts into things that
[00:09:11.640 --> 00:09:15.680]   Unfortunately, it's not going to be a VELP for home networking anymore
[00:09:16.680 --> 00:09:19.840]   Yeah, my understanding is that this is very similar to the
[00:09:19.840 --> 00:09:24.640]   4k and 5k displays which I believe they were testing for a long time and ultimately decided not to release
[00:09:24.640 --> 00:09:28.640]   It's that they don't necessarily bring anything that there is special sauce absolutely
[00:09:28.640 --> 00:09:32.120]   But they don't necessarily push the market anymore when they were releasing airports
[00:09:32.120 --> 00:09:38.200]   Famously Steve Jobs says look there's no cables and he makes Phil Schiller jump off of things to prove it and for many years
[00:09:38.200 --> 00:09:40.480]   They were they were driving wireless
[00:09:40.480 --> 00:09:40.880]   You know
[00:09:40.880 --> 00:09:47.440]   They just weren't included in a lot of laptops and Apple included them in notebooks and included routers and really helped push the forefront of the technology
[00:09:47.440 --> 00:09:51.440]   They would always update them the 802.11 G and N and and AC
[00:09:51.440 --> 00:09:57.840]   And the same thing with the displays they put out that IPS display after the iMac came out and it was amazing because Apple would buy a million
[00:09:57.840 --> 00:10:03.240]   Panels in bulk, but now the feeling I think is that they no longer have to drive those those particular technologies
[00:10:03.240 --> 00:10:07.160]   We have wonderful companies like Ubiquiti and Europe making these mesh networks
[00:10:07.520 --> 00:10:13.760]   And we have you know companies like LG and Samsung making amazing panels and Apple doesn't have to drive those things anymore
[00:10:13.760 --> 00:10:21.120]   So they would just as soon reduce their focus back to the core products and let the companies that have now established a whole lot of competency in those products make them
[00:10:21.120 --> 00:10:27.200]   Yeah, I used to recommend the airport because it was in many ways the best router out there
[00:10:27.200 --> 00:10:34.400]   But I thought so easy yeah, and well and it didn't do some it didn't have the security issues of the commodity routers Apple kept it up
[00:10:34.400 --> 00:10:39.440]   To date there were regular firmware updates. You didn't have WPS the Apple used a better system
[00:10:39.440 --> 00:10:41.920]   That would turned out to be a flawed system the WPS system
[00:10:41.920 --> 00:10:44.080]   So Apple was had an advantage in security
[00:10:44.080 --> 00:10:50.480]   But that was in 2013 and 2014 and in 2015 I think last year or so here I stopped saying
[00:10:50.480 --> 00:10:54.880]   By an apple route because they were more expensive. They were better more modern routers that had
[00:10:54.880 --> 00:10:59.120]   You know similar features and now that these mesh routers are coming out
[00:10:59.120 --> 00:11:03.520]   Um, I think that's where i'm going now with most people is recommending this
[00:11:03.760 --> 00:11:09.840]   Yeah, and I guess apple just didn't want to compete in that market and the question you raised
[00:11:09.840 --> 00:11:11.760]   Go ahead
[00:11:11.760 --> 00:11:19.200]   Just a just quick. I think that's really the key that they if they don't they they really are focused on making sure that they stay in a
[00:11:19.200 --> 00:11:21.440]   Good position as a company
[00:11:21.440 --> 00:11:25.680]   Which means that if they can focus on things where there is no competition
[00:11:25.680 --> 00:11:29.760]   Where they can continue to make their arguments, but here's why we design things this way
[00:11:29.760 --> 00:11:32.960]   Here's why we build things to this caliber of construction
[00:11:32.960 --> 00:11:36.640]   This is why we build laptops at the last five years instead of just two or three years
[00:11:36.640 --> 00:11:42.080]   It's easier to make that statement if you say and by the way, this is the only version of the mac
[00:11:42.080 --> 00:11:44.480]   You can buy this i'm like this only mac hardware you can buy
[00:11:44.480 --> 00:11:47.120]   This is the only ios hardware you can buy
[00:11:47.120 --> 00:11:50.400]   If you start competing in areas where well, we're going to compete against
[00:11:50.400 --> 00:11:55.040]   Not just the makers of the $200 really good routers that we want to make
[00:11:55.200 --> 00:12:00.560]   We're also competing against people who are making the 40 50 60 dollar routers that are perfectly good for a lot of people
[00:12:00.560 --> 00:12:04.000]   And it's hard to make the case that here's why our $200 router costs more
[00:12:04.000 --> 00:12:10.800]   So I really I think that's it's mostly about they really the products. They really like are not just high markup, but once where
[00:12:10.800 --> 00:12:13.760]   They're sort of free to
[00:12:13.760 --> 00:12:16.240]   Let the hardware make its own argument
[00:12:16.240 --> 00:12:23.760]   With free of saying we asked but why does this cost $150 more than this other one that also will connect my laptop to the internet
[00:12:23.920 --> 00:12:27.040]   That's uh, there are reasons why apple hardware is superior in that regard, but
[00:12:27.040 --> 00:12:32.080]   If you don't have to get into that that that uh, that rat's nest why why jump into it
[00:12:32.080 --> 00:12:33.280]   Yeah, and likewise
[00:12:33.280 --> 00:12:37.600]   You don't want people to go and buy that wonderful new mac book that has this this new fangled airport thing
[00:12:37.600 --> 00:12:39.120]   And then just not have a router at home
[00:12:39.120 --> 00:12:42.400]   Took it up to or to have a really bad router and you don't want them to buy that mac book
[00:12:42.400 --> 00:12:47.680]   And need to dock it on something and not have a really good display that it could drive you want to you want to provide that really good experience
[00:12:47.680 --> 00:12:52.400]   And now you don't need to there's other people doing it so it feels almost like the end of one era. Yeah
[00:12:53.760 --> 00:12:55.760]   it uh, yeah
[00:12:55.760 --> 00:12:58.160]   um
[00:12:58.160 --> 00:12:59.840]   It also, I mean
[00:12:59.840 --> 00:13:01.280]   To be fair
[00:13:01.280 --> 00:13:05.760]   Even though I recommended them. I mean you had to have an amak to really use it and you had to have a
[00:13:05.760 --> 00:13:13.440]   Airport software to access it. It wasn't it was a solution and maybe this is in some degree
[00:13:13.440 --> 00:13:21.920]   Contributed to it is decline that that typical apple required a macintosh ecosystem to even be usable
[00:13:23.360 --> 00:13:25.360]   And yeah, it's
[00:13:25.360 --> 00:13:27.360]   Yeah, I mean that's that's that's why I think it's too bad
[00:13:27.360 --> 00:13:32.320]   I think that there's a lot of opportunity to help users by saying that kind of like what they were doing with the
[00:13:32.320 --> 00:13:36.800]   With the with the with the air pods where it is a bone standard stock bluetooth headphone
[00:13:36.800 --> 00:13:41.920]   But they realize that we have the ability because we know everything there is to know about the iphone
[00:13:41.920 --> 00:13:46.880]   If it's an iphone connecting to it, we can essentially make it so much easier to use
[00:13:46.880 --> 00:13:51.200]   So I think there are a lot of opportunities they would have to make a wireless router that every
[00:13:51.680 --> 00:13:56.400]   Although routers have become much much easier to use and much more powerful in the past five years since last time
[00:13:56.400 --> 00:14:00.160]   I really redid the entire office there are things that they could do by simply saying oh
[00:14:00.160 --> 00:14:06.480]   Okay, I'm going to use the dumb standard that takes three or four years to approve and oh wait a minute
[00:14:06.480 --> 00:14:11.200]   I see you're a mac great. We're gonna use all this proprietary stuff forget forget forget what I said about the standards
[00:14:11.200 --> 00:14:17.520]   We're gonna use this wonderful stuff that we developed in house that we can do whatever we want with that will make things 10 times better and 80 times easier
[00:14:18.080 --> 00:14:22.880]   I got you. This is why you bought this is why you've been $30 more for the apple logo because we're making it so much better
[00:14:22.880 --> 00:14:26.080]   If you have an if you have an iphone and an ipad and a mac
[00:14:26.080 --> 00:14:29.280]   So they're missing out that opportunity to help people that way because
[00:14:29.280 --> 00:14:33.520]   Oftentimes because this is a lot harder to do is harder to again harder to compete with
[00:14:33.520 --> 00:14:37.600]   Uh, uh, uh, uh, 80 different 80 different models of router that at best buy
[00:14:37.600 --> 00:14:41.600]   It's easier to say here is the apple router that you're going to be getting with the apple computer
[00:14:41.600 --> 00:14:43.600]   This you're going to be getting with the apple iphone
[00:14:44.800 --> 00:14:51.600]   Yeah, and it's also lack of differentiation like if they ever decided they wanted to get into making something like, uh, an Alexa or like a google home device
[00:14:51.600 --> 00:14:55.920]   That would that would just subvert a lot of the base functionality in an airport
[00:14:55.920 --> 00:15:01.520]   I know not everybody would want it but for apple that would be a much more differentiator device a device that automatically pre fetches your backups
[00:15:01.520 --> 00:15:08.880]   That does a nearline version of iCloud to stage things for you that provides Siri microphones and that you know that does things that only apple could do
[00:15:08.880 --> 00:15:14.240]   So any like ubiquity is great and iris great and they do things that you know, not exactly what apple could do
[00:15:14.240 --> 00:15:16.720]   But they're so good at what they do and what apple can bring to it
[00:15:16.720 --> 00:15:18.080]   I think now is something different
[00:15:18.080 --> 00:15:21.360]   So if they choose to release their apple home hub or whatever they end up calling it
[00:15:21.360 --> 00:15:24.240]   I think that will probably take the place of airport in their lineup
[00:15:24.240 --> 00:15:29.280]   The shill asks in the chat room a really reasonable question from a business point of view
[00:15:29.280 --> 00:15:36.400]   Which is that apple users want to buy apple products? I mean, I I think we'd all agree on that
[00:15:36.400 --> 00:15:40.160]   An apple user would rather have an apple router an apple monitor
[00:15:40.560 --> 00:15:44.720]   Would rather have a completely apple ecosystem. Why would apple
[00:15:44.720 --> 00:15:48.560]   Abandoned that amazing advantage
[00:15:48.560 --> 00:15:53.440]   I mean very few companies have that you know situation
[00:15:53.440 --> 00:15:58.800]   Microsoft doesn't google does well to to taples credit. They don't just like license out
[00:15:58.800 --> 00:16:04.480]   They don't just ask asos could you build us a router with a couple of these extra features and we'll design a case for it
[00:16:04.480 --> 00:16:08.160]   We'll put the apple logo on it. That's to their credit, but it is also
[00:16:08.960 --> 00:16:16.640]   She has a great point in that we we accept we expect that there's a value add with an apple product and it's
[00:16:16.640 --> 00:16:18.800]   not
[00:16:18.800 --> 00:16:22.960]   It's a little bit disappointing that apple can't be intrigued by
[00:16:22.960 --> 00:16:30.480]   Everything that they can only really get that excited about a laptop. They get excited about a phone
[00:16:30.480 --> 00:16:36.640]   They can get excited about a tablet. They can't get excited themselves excited about a networking product
[00:16:36.640 --> 00:16:39.280]   Even though this is something that you know if I'm spending
[00:16:39.280 --> 00:16:43.360]   $1,820 on a new laptop
[00:16:43.360 --> 00:16:48.560]   I might decide to round it up to 2,000 bucks if my if my wireless router is
[00:16:48.560 --> 00:16:54.960]   Six years old and it's I can see it do something inside the store that I gosh is the thorn in my side
[00:16:54.960 --> 00:16:58.640]   With this old router for five or six years. So I it's
[00:16:58.640 --> 00:17:03.040]   They do want they do seem to be more comfortable with a restricted portfolio
[00:17:03.440 --> 00:17:09.360]   Than with the idea of here is how we can make the entire experience better as opposed to here are some things that are
[00:17:09.360 --> 00:17:13.040]   We think that we're really good at or here are the things that creatively really interest us
[00:17:13.040 --> 00:17:18.080]   So they're kind of they've been shedding all that stuff for years now and that's just the latest point in the line
[00:17:18.080 --> 00:17:23.520]   They have so much stuff now too. I mean we live in an ear now where they have a new apple tv and apple watch and
[00:17:23.520 --> 00:17:28.800]   Airpods are coming out and do we have a company that's gay well, I mean well eventually
[00:17:28.800 --> 00:17:32.000]   That scales they have these really small teams
[00:17:32.480 --> 00:17:36.880]   And you look at like what's on dan richio's desk and what's on all these you know the hard words even the platform team
[00:17:36.880 --> 00:17:40.400]   They're the mo they're the highest valued company in the world way
[00:17:40.400 --> 00:17:47.520]   They don't work that way though. They keep really small teams doesn't they have the resources they are big enough
[00:17:47.520 --> 00:17:52.400]   To do more products every other company their size has many products
[00:17:52.400 --> 00:17:58.240]   The the other question and you raise this question your article at i'm more.com rene is if they're clearing the decks
[00:17:58.240 --> 00:18:03.600]   What are they clearing the decks for is it because they have something they want to put their attention in?
[00:18:03.600 --> 00:18:06.640]   I mean, it's not the new mac pro right
[00:18:06.640 --> 00:18:10.960]   So yeah, I feel like they're clearing the decks of piece of computer users
[00:18:10.960 --> 00:18:14.080]   Like uh, no, that might that absolutely might be the case
[00:18:14.080 --> 00:18:18.640]   It might be that they have established at the biggest growth market for their company going forward of the mainstream and pro and pro
[00:18:18.640 --> 00:18:23.440]   Sumer markets and that's where their laser focusing and they keep saying we're not afraid to say no
[00:18:23.440 --> 00:18:25.600]   And I'd argue that there are companies that have more products
[00:18:25.600 --> 00:18:29.840]   But there are very few companies that have a lot of really good products and have had successful products
[00:18:29.840 --> 00:18:30.560]   You know
[00:18:30.560 --> 00:18:35.760]   Surviving the generational shifts that apple has survived like the companies that were great at desktop have not become great at mobile
[00:18:35.760 --> 00:18:40.720]   And it's arguable how this generation of companies like the companies are a great at search and not become great at social
[00:18:40.720 --> 00:18:45.600]   You know, apple is struggling to find out what's next. What's the post post post pc era?
[00:18:45.600 --> 00:18:49.040]   So keeping keeping focus I think as much as it hurts me because
[00:18:49.040 --> 00:18:53.680]   Like I don't like the attitude. Well, I'm happy they cancel everything other people like but as long as they keep my
[00:18:53.760 --> 00:18:58.480]   Oh, no, they canceled my thing. Like I think we all share some pain in this and if they stay focused
[00:18:58.480 --> 00:19:01.200]   We'll get some stuff we like but we're also going to lose some of our darlings
[00:19:01.200 --> 00:19:03.280]   And i'm sure people in the company are losing their darlings right?
[00:19:03.280 --> 00:19:07.440]   I'm increasingly convinced that apples new focus will be on augmented reality
[00:19:07.440 --> 00:19:11.920]   Um that that seems to be tim cook keep saying ar
[00:19:11.920 --> 00:19:16.800]   And that seems to be an area where a lot of companies have some very interesting
[00:19:16.800 --> 00:19:19.520]   Plays but it's tandy's point ai
[00:19:20.560 --> 00:19:25.760]   Huh. Yeah, and tandy's point from last week ai ai ai ai ai ai ai yeah, I mean they're huge
[00:19:25.760 --> 00:19:29.120]   They're they've been huge investors in ai for years. I don't think it's a huge
[00:19:29.120 --> 00:19:32.160]   Frankly three years for a router is pretty old
[00:19:32.160 --> 00:19:36.960]   I'm I generally tell people they need to replace their router every few years because they wear out people
[00:19:36.960 --> 00:19:43.680]   Don't think they do they seem like solid state appliances and they are but they really do wear out and I I abandoned my airport extreme
[00:19:43.680 --> 00:19:48.800]   A few months ago, maybe a year ago now because i was a lucky 802 double 802
[00:19:49.440 --> 00:19:52.480]   Move so slowly. I mean if they'd gone to ad or they'd gone to something else they would have
[00:19:52.480 --> 00:19:55.280]   They're up to the new standard so that's not the issue
[00:19:55.280 --> 00:19:59.280]   But I think apple probably did the right thing three years out if we're not going to make a new one now
[00:19:59.280 --> 00:20:04.560]   Let's just cut cut the cord and what they they haven't announced this though, right? This is no
[00:20:04.560 --> 00:20:09.200]   This is mark is really well sourced and you know if he says people have left that team
[00:20:09.200 --> 00:20:12.480]   Oh, I believe he says many of them went to apple tv which is interesting
[00:20:12.480 --> 00:20:17.200]   I mean there that that's the interesting part here is apple tv is one spoke in the hub
[00:20:17.200 --> 00:20:21.200]   But there's people who don't need a set top box so they need something in a room that doesn't have a set top box
[00:20:21.200 --> 00:20:27.440]   There's a whole range of we've been hearing rumors about apple working on on various kinds of home hubs and next generation networking appliances
[00:20:27.440 --> 00:20:29.840]   for years and you know the
[00:20:29.840 --> 00:20:36.240]   What we now have as a router just might not be an interesting product for them anymore, you know, there was there was uh until recently
[00:20:36.240 --> 00:20:44.160]   Some excitement that the fcc was going to mandate that cable companies open up the the set top box that they allow their customers
[00:20:44.640 --> 00:20:48.640]   I don't know what's what the status is in uh, Canada, but at least a lot of other customers in the us
[00:20:48.640 --> 00:20:52.080]   Yeah to buy a non-com cast or a non-cox or a non
[00:20:52.080 --> 00:20:55.440]   Uh, time Warner or whatever it is now spectrum box
[00:20:55.440 --> 00:21:01.760]   Uh, and that opened up a potentially opened up a market for apple to make the new set top box, which would have been great
[00:21:01.760 --> 00:21:06.800]   I suspect you know what happened has happened now with uh after the election is the uh
[00:21:06.800 --> 00:21:09.680]   Congress has asked the fcc to just stop
[00:21:10.160 --> 00:21:17.360]   So they've stopped nothing more is going to come out of the fcc and it would be my guess although it is completely a guess that the new administration
[00:21:17.360 --> 00:21:22.160]   Will back down on things like that. That's uh, that's the kind of regulation
[00:21:22.160 --> 00:21:28.640]   Or it's seen as regulation. I think it's in a way deregulation. It's opening up, but that seems to be the kind of
[00:21:28.640 --> 00:21:34.320]   Regulations that uh, uh, the republican congress and republican white house don't want the fcc to do
[00:21:34.320 --> 00:21:39.920]   So if any company apple, let's say bet that set top box is to be a new market
[00:21:39.920 --> 00:21:41.920]   I think now's the time to rethink that bet
[00:21:41.920 --> 00:21:47.840]   Yeah, there's there's there's a lot that can be changed. It's it could be a change in leadership with the fcc can
[00:21:47.840 --> 00:21:54.080]   Uh, and in congress can really upset a lot of tables now a lot of things that were kind of sacrosanct
[00:21:54.080 --> 00:21:57.840]   Or rather seem seem to be a steady sort of predictable thing for
[00:21:57.840 --> 00:22:03.680]   For designing the next two or three years of your business. They're now back on the table things like well
[00:22:03.680 --> 00:22:08.160]   What if we uh, what if we let your cable company throttle back Netflix because
[00:22:08.800 --> 00:22:11.360]   We want to we want to get people to subscribe to our own
[00:22:11.360 --> 00:22:14.400]   Comcast based video streaming services
[00:22:14.400 --> 00:22:21.440]   And what if we want to make it so that you can't have unapproved devices on your router because we're going to say that your
[00:22:21.440 --> 00:22:29.680]   The communication layer between your cable modem and your device is a secure protected layer that cannot be violated without violating the digital
[00:22:29.680 --> 00:22:34.240]   Millennium copyright act. So you you get into this is why like all
[00:22:34.800 --> 00:22:38.960]   You you don't like the fact that you have large companies like apple and uh
[00:22:38.960 --> 00:22:42.880]   Apple and google that have like a big important
[00:22:42.880 --> 00:22:49.520]   Expensive presence in washington, but it's not sometimes not so much them lobbying to get to get things that are uh
[00:22:49.520 --> 00:22:52.640]   Advent changes to apple oftentimes it's time to figure out that
[00:22:52.640 --> 00:22:56.320]   We have a device ready to go. We have the box art all ready to go
[00:22:56.320 --> 00:23:02.000]   Uh, we have our engineer has standing by in front of the white back screen to talk about the design of this thing
[00:23:02.400 --> 00:23:05.680]   But we know that if they pass this law or if they change this law
[00:23:05.680 --> 00:23:10.480]   This thing will be could become almost completely valueless to anybody we can won't be able to sell it
[00:23:10.480 --> 00:23:17.440]   So it's it's a tough tough situation for any company to be in particularly want to innovate beyond a competitive be beyond the
[00:23:17.440 --> 00:23:23.440]   Status closed desire to allow innovation to happen if I were a lad broke bookie taking bets
