
[00:00:00.000 --> 00:00:06.040]   Why the new iPhones won't get 5G Apple Music is coming to your Echo devices and
[00:12:41.040 --> 00:12:42.000]   I
[00:12:42.000 --> 00:12:44.960]   I still haven't figured out I have a lot of playlists on spotify
[00:12:44.960 --> 00:12:51.440]   And I've I have not I have yet to get one playlist that has more than 100 songs get from what get from spotify to apple music
[00:12:51.440 --> 00:12:56.640]   Successfully, you know with with all the different import tools. I'm like how hard could this be? It's a it's a band
[00:12:56.640 --> 00:13:02.320]   It's not even like that rare. It's a band and a song but evidently that's a very complicated thing for these guys to do and so
[00:13:02.320 --> 00:13:05.600]   So I haven't completely changed over
[00:13:06.080 --> 00:13:12.000]   There's something about the spotify playlist building process that I find I can't quite put my finger on it that I just find
[00:13:12.000 --> 00:13:18.320]   Uh more seamless and I can't I can't exactly figure out so I have a tendency not to
[00:13:18.320 --> 00:13:20.880]   um think that I'm gonna
[00:13:20.880 --> 00:13:25.200]   Do it mostly for app for me apple music is so that I can just say hey play this
[00:13:25.200 --> 00:13:29.200]   You know that's that's the service that I that I needed to do and it seems to do that pretty well
[00:13:29.200 --> 00:13:31.200]   But I don't build any lists there
[00:13:31.200 --> 00:13:34.800]   I feel like spotify thinks I'm cooler than I really am like the music
[00:13:35.760 --> 00:13:39.120]   It recommends to me is like oh that sounds good
[00:13:39.120 --> 00:13:43.680]   Whereas I don't know maybe just apple music and itunes is so like my recommendations are so old
[00:13:43.680 --> 00:13:45.840]   It's still be like a lot of
[00:13:45.840 --> 00:13:50.800]   Music that I made my kids listen to or that my kids made me listen to so that is um, you know
[00:13:50.800 --> 00:13:54.320]   Just suddenly um Megan trainer pops up a lot
[00:13:54.320 --> 00:14:01.200]   That's not me. I mean it might be me, but it's not the me that I want to project to the world spotify knows
[00:14:01.200 --> 00:14:04.800]   It's interesting. Yeah, I think that's interesting because I don't listen to anything that it recommends
[00:14:04.800 --> 00:14:06.560]   I mean, I don't I don't ever try
[00:14:06.560 --> 00:14:09.360]   I mean I just I guess I have all these playlists and if I hear a song
[00:14:09.360 --> 00:14:13.440]   Usually my and I think this is why apple was good. It was a good buy to buy shazam
[00:14:13.440 --> 00:14:18.880]   If I hear a song that I like at starbucks or it, you know some somewhere else or or I'm you know
[00:14:18.880 --> 00:14:23.920]   Someone's playing it on the on a car. I'll I'll shazam it and then but then I put it in my spotify list
[00:14:23.920 --> 00:14:30.480]   But I don't I don't really expect spotify. I'm not like I never was one of the people that liked pandora
[00:14:30.880 --> 00:14:36.720]   You know, I don't really need a I guess i'm too picky m too like I don't like that and so uh, so
[00:14:36.720 --> 00:14:39.840]   It's never really worked for me to go to go down that path
[00:14:39.840 --> 00:14:45.360]   Well, you brought up um and he brought up like maybe bringing iMessage to android like that
[00:14:45.360 --> 00:14:47.840]   I mean, I know you were kind of joking, but that that's not the next step, right?
[00:14:47.840 --> 00:14:53.280]   Because that would mean that they you know, I mean iMessage is sells iPhones, right?
[00:14:53.280 --> 00:14:57.600]   Don't you think they're never gonna open that up for a whole bunch of reasons. They're not gonna open it up
[00:14:57.680 --> 00:14:59.680]   I don't think that's a it was a
[00:14:59.680 --> 00:15:02.560]   Talk about but sorry
[00:15:02.560 --> 00:15:08.800]   No, I said it keeps people on iPhones, but it's always very careful like bbm blackberry messenger kept people on blackberries for a long time
[00:15:08.800 --> 00:15:14.880]   It is either like a sign that you worked on wall street or wanted to wanted to be near people who did but then what's app just
[00:15:14.880 --> 00:15:22.400]   Cloned everything about bbm went cross platform and took all the value out of it end up being worth 10 times more than blackberries a company
[00:15:22.560 --> 00:15:28.960]   So there's a fine line between proprietary services and when you need to take them open and I don't think apples anywhere near that line yet
[00:15:28.960 --> 00:15:34.160]   But it would be something interesting to watch in the in the years ahead as apple services business becomes more important
[00:15:34.160 --> 00:15:38.560]   I think that it's more for them. They just don't want to support something else like they don't want to have to deal with it
[00:15:38.560 --> 00:15:44.240]   Um, it's well, there's no business right there's no way to monetize it because they're not going to sell ads against it and sticker packs
[00:15:44.240 --> 00:15:48.160]   Are not going to do it and it's adding a billion users. There's a lot of server activity
[00:15:48.160 --> 00:15:50.080]   Well, yeah
[00:15:50.080 --> 00:15:54.960]   You're going what about a subscription service. I mean somebody joe don't twitter that nobody'll pay for it though
[00:15:54.960 --> 00:15:59.440]   Yeah, I mean I joke because I would pay 20 for the one woman in my book group that
[00:15:59.440 --> 00:16:05.520]   That still has a pixel or that has a pixel because it's just and I feel like I have one in every group of
[00:16:05.520 --> 00:16:10.160]   Big group chats that I have and it just ruins everything you can't rename the group
[00:16:10.160 --> 00:16:16.960]   And you can't every every message that comes in is like so and so like this so and so love this
[00:16:16.960 --> 00:16:20.480]   Maybe iMessage for the web though like instead of android and windows and whatever support
[00:16:20.480 --> 00:16:28.240]   I just having iMessage for iCloud could be a way to sort of do enough just enough like they do with i work to get people over that hump
[00:16:28.240 --> 00:16:30.800]   Yeah, well because it's so I find go ahead
[00:16:30.800 --> 00:16:36.720]   I just said I find that if I if I have someone that I other than probably Andy
[00:16:36.720 --> 00:16:42.000]   But almost anybody that's a green message on mine. I find some other platform to talk to them
[00:16:42.000 --> 00:16:45.680]   Like I just don't like I don't like if they say if I see a green message
[00:16:45.680 --> 00:16:51.200]   They're gonna start getting messages from me on messenger or on LinkedIn or something else because you know like I I'm like
[00:16:51.200 --> 00:16:55.360]   I'm not gonna do that like I just the cross phone thing as soon as I see green message
[00:16:55.360 --> 00:16:59.920]   I mean I I go back and forth with Andy, but that's I think Andy's the only one that I talked to with a green message
[00:16:59.920 --> 00:17:04.640]   Yeah, I think uh Jason howl and florin's eye on are my green message people and you're right
[00:17:04.640 --> 00:17:08.000]   I found other ways to communicate with them, but they're technical people
[00:17:08.000 --> 00:17:13.120]   Like the you know women that are my close friends are not always as technical
[00:17:13.120 --> 00:17:19.360]   Which means most of them are on iPhones, but then there's the occasional person that's been convinced into a pixel and
[00:17:19.360 --> 00:17:22.560]   You know, I guess my only choice is to not be friends with them anymore
[00:17:22.560 --> 00:17:27.920]   Yeah, like Alex that defaults to facebook messenger for me very quickly and all my friends all my family use iMessage
[00:17:27.920 --> 00:17:32.960]   But there are people in my community that I have to organize things with and then it just defaults to messenger because everybody has it
[00:17:32.960 --> 00:17:39.360]   We're gonna talk more apple stuff Renee delve deep into the mystery of where the airpower
[00:17:40.240 --> 00:17:45.600]   Is why we haven't seen it. I want to find out about that and apple announced its best of 2018
[00:17:45.600 --> 00:17:49.200]   Uh, we are not on it, but um that is okay
[00:17:49.200 --> 00:17:54.240]   Uh, I'm all for the frog dissection app that is on it and we'll talk about that too
[00:17:54.240 --> 00:17:59.840]   But first I want to thank our sponsor for this show privacy.com
[00:17:59.840 --> 00:18:04.720]   If you listen to this show or really any shows that leo host you probably
[00:18:05.280 --> 00:18:11.840]   Have tons of subscriptions you've signed up for everything and then you go and look at your credit car bill and think oh
[00:18:11.840 --> 00:18:17.440]   I'm still paying for that. You don't want to do that anymore and I have a way that you can stop doing that
[00:18:17.440 --> 00:18:24.720]   You can control your finances with privacy.com. It's simple. It's a simple download. It's a easy browser extension
[00:18:24.720 --> 00:18:30.720]   From the chrome web store. Um, you can also get it on your android device or your there's an also an iOS app
[00:18:30.720 --> 00:18:35.840]   Of course get it on your iPad or your iPhone and then you link to virtual cards
[00:18:35.840 --> 00:18:38.880]   You link them to your us checking account or your debit card
[00:18:38.880 --> 00:18:41.040]   Uh, you don't use the same password everywhere
[00:18:41.040 --> 00:18:47.280]   So why use the same credit card number when you shop online privacy.com generates a brand new virtual visa card number
[00:18:47.280 --> 00:18:51.680]   For every single purchase that you make online and it's just one click
[00:18:51.680 --> 00:18:55.360]   It doesn't take a lot of time virtual cards are locked to a merchant
[00:18:55.360 --> 00:18:59.600]   So you don't have to worry about changing your card everywhere if one if one of your cards get hacked
[00:19:00.080 --> 00:19:04.000]   You don't have to worry about it. Uh, you each merchant has its own number
[00:19:04.000 --> 00:19:06.080]   You can freeze and unfreeze cards
[00:19:06.080 --> 00:19:09.280]   You can set spending limits per charge per month or per year
[00:19:09.280 --> 00:19:17.600]   Never worry about being billed twice or upgraded without your consent and there's no need to worry about forgetting to cancel subscriptions or free trials again
[00:19:17.600 --> 00:19:21.600]   Refunds work even if the card is closed or paused
[00:19:21.600 --> 00:19:25.280]   And you can earn up to 5 cash back
[00:19:25.600 --> 00:19:32.160]   The security of your data is at the core of what privacy.com does their pcidss compliant
[00:19:32.160 --> 00:19:35.360]   And are held to the same security standards as your bank
[00:19:35.360 --> 00:19:42.400]   You can uh information is encrypted using split key encryption with partial keys held by separate employees
[00:19:42.400 --> 00:19:46.400]   Sensitive information is secured using military grade encryption
[00:19:46.400 --> 00:19:52.560]   No single person can access the sensitive data on the server because it requires multiple keys to decrypt
[00:19:52.800 --> 00:19:57.280]   And to their name these cards let you use any billing information you like
[00:19:57.280 --> 00:20:01.440]   So you can use anything that that's what privacy.com means. It's your privacy
[00:20:01.440 --> 00:20:10.400]   It's yours you get to choose what you reveal and when your information remains secure and private privacy.com believes customers should have full control of their data
[00:20:10.400 --> 00:20:14.960]   So they provide their customers access to transaction data via a web hook api
[00:20:14.960 --> 00:20:18.400]   And of course they support to factor authentication
[00:20:18.400 --> 00:20:21.840]   privacy.com right now is only available in the us
[00:20:22.640 --> 00:20:27.440]   That it is 100 free to use just like credit cards they make money from the merchants
[00:20:27.440 --> 00:20:32.400]   So they won't sell your information and there are no hidden fees privacy.com has saved customers over
[00:20:32.400 --> 00:20:39.440]   100 million dollars and unwanted and unauthorized charges due to compromise cards hidden fees and forgotten subscriptions
[00:20:39.440 --> 00:20:46.880]   Protect your privacy in your money with virtual cards from privacy.com to learn more and get a five dollar credit off your first purchase
[00:20:47.120 --> 00:20:50.080]   Visit privacy.com/macbreak
[00:20:50.080 --> 00:20:55.280]   Make sure to add Mac break. So it's privacy.com/macbreak that way they know that we sent you there
[00:20:55.280 --> 00:20:58.160]   privacy.com/macbreak
[00:20:58.160 --> 00:21:02.480]   And we thank privacy.com for their support of Mac break weekly
[00:21:02.480 --> 00:21:09.840]   All righty, uh, let's see. Oh, we were talking about getting uh about the home pod and how you know
[00:21:09.840 --> 00:21:13.200]   It's much more expensive than the echo devices
[00:21:13.760 --> 00:21:21.280]   Uh, and I guess it's more expensive for a reason and uh apple wanted to prove that so they um just released this really long
[00:21:21.280 --> 00:21:25.840]   Uh, there's a lot of math in it along white paper about what's inside
[00:21:25.840 --> 00:21:29.520]   Uh, the home pod. Alex. What did you think of uh of that?
[00:21:29.520 --> 00:21:32.400]   I thought it was stunning
[00:21:32.400 --> 00:21:39.520]   So I I uh, I I read it a couple times and we we spent a little time talking about it someone that works with uh, with me
[00:21:39.920 --> 00:21:44.880]   Um has spent a lot of time doing a very high quality dsp work. So, um
[00:21:44.880 --> 00:21:49.600]   And so the two of us talked about it a little bit and it is it is really fascinating
[00:21:49.600 --> 00:21:53.920]   Uh, what what they're doing there. It's not so much that it's you know, they're all of it is there
[00:21:53.920 --> 00:22:01.360]   Uh, it's just understanding how complicated it is when syria doesn't react to you to understand like what syria has to do to make that actually work
[00:22:01.360 --> 00:22:04.480]   I think is fascinating. So there's you know, you basically have this
[00:22:04.480 --> 00:22:08.720]   Um, you have a multi channel echo cancellation, which is the mcec
[00:22:09.120 --> 00:22:13.920]   Uh, and then you also have the residual echo suppressor, which is the res the spp
[00:22:13.920 --> 00:22:18.320]   Which is the speech presence probability the mcwf, which is the multi channel
[00:22:18.320 --> 00:22:21.280]   Weiner filter, which is actually a thing
[00:22:21.280 --> 00:22:23.840]   And the uh and the dnn
[00:22:23.840 --> 00:22:29.200]   Uh, which is the d neural network and so basically the what they're what they're doing is is that that what
[00:22:29.200 --> 00:22:32.960]   Uh, all of those things those are all in the paper here. Um, it's not you know anything
[00:22:32.960 --> 00:22:38.720]   We anything we know does not have any part of this, but it's a weiner filter. It's it's a uh, um, but the
[00:22:39.440 --> 00:22:43.520]   Basically it has to make a decision. So there's a bunch of things that that the speaker has to do
[00:22:43.520 --> 00:22:48.480]   And a lot of what they were talking about is being able to handle your you know, be what what it's looking for is
[00:22:48.480 --> 00:22:54.160]   Ask you know, hey, you know, so the hey, c'mon now the hey, c'mon by itself is complicated because
[00:22:54.160 --> 00:22:58.240]   You're in a different place in the building. Uh, you you meet all over the room
[00:22:58.240 --> 00:23:02.960]   You might have an accent. You might you know have uh ambient noise
[00:23:02.960 --> 00:23:07.120]   So it has to go through and and get rid of all of those things. So there's some basic noise filtering
[00:23:07.600 --> 00:23:09.520]   Uh, that's sampling, you know, what's out there
[00:23:09.520 --> 00:23:15.040]   It's it's distinguishing you but not only does it have to distinguish you but it has to distinguish you from many other voices
[00:23:15.040 --> 00:23:17.920]   So it's probably making you know what they're talking about is making decisions about
[00:23:17.920 --> 00:23:23.680]   You know which channel to look at, you know, as far as it's it's picking up all these different voices and it has to model that
[00:23:23.680 --> 00:23:29.440]   Now the the reason that that command is so important is because that is actually much easier when you're talking to
