
[00:00:00.000 --> 00:00:04.000]   [music]
[00:08:11.680 --> 00:08:17.720]   Well, Steve is used to my coming in with video cameras and other things I need to test out.
[00:08:17.720 --> 00:08:22.640]   The outer limits on wall fan on Moody Street, ask for all your bad land geeky needs, is
[00:08:22.640 --> 00:08:29.160]   my standard test bed for a lot of different video and photo projects because, again, it's
[00:08:29.160 --> 00:08:32.400]   a target-rich environment, lots of colors, lots of detail.
[00:08:32.400 --> 00:08:34.400]   So I was actually not looking for...
[00:08:34.400 --> 00:08:37.320]   I actually thought it would be a lot worse than this.
[00:08:37.320 --> 00:08:43.080]   When there is a certain appreciable amount of light, it does very, very well.
[00:08:43.080 --> 00:08:46.120]   The outer limit, one of the reasons why I love it is that it sort of bucks the stereotype
[00:08:46.120 --> 00:08:50.600]   of the cave-like Simpson-style comic bookshop.
[00:08:50.600 --> 00:08:52.440]   It is very, very well lit.
[00:08:52.440 --> 00:08:57.840]   But I shot some quick video just to send this video to a friend about an hour after I got
[00:08:57.840 --> 00:08:58.840]   it.
[00:08:58.840 --> 00:08:59.840]   It was inside...
[00:08:59.840 --> 00:09:03.720]   Not inside my office here, but imagine what the lighting is like in here.
[00:09:03.720 --> 00:09:05.600]   There's a window here.
[00:09:05.600 --> 00:09:07.400]   There's a light here.
[00:09:07.400 --> 00:09:10.320]   There's a room that has poorer light, or lighting than this.
[00:09:10.320 --> 00:09:14.320]   It's not enough light that you could really comfortably read in, but enough light that
[00:09:14.320 --> 00:09:17.400]   you could walk around in easily without bumping around.
[00:09:17.400 --> 00:09:22.400]   And so I just walked from my driveway, holding up the camera, facing myself, and then walked
[00:09:22.400 --> 00:09:25.880]   into this room and just went completely black.
[00:09:25.880 --> 00:09:30.440]   The occasional flashes of something that was not black, and I was very, very surprised
[00:09:30.440 --> 00:09:31.440]   by that.
[00:09:31.440 --> 00:09:35.200]   Again, I admit that it was a very dark room, but this is a room in which a flipped video
[00:09:35.200 --> 00:09:40.480]   camera, even the $150 one, it knows that it's a video camera and it knows that, okay, screw
[00:09:40.480 --> 00:09:45.600]   it, let's just put more and more juice into the video sensor and just up the gain.
[00:09:45.600 --> 00:09:49.000]   The grain will go way, way up, but at least we'll have a visible image.
[00:09:49.000 --> 00:09:53.520]   I'm kind of wondering how well this will work in a party environment, in a bar environment
[00:09:53.520 --> 00:09:55.920]   where the lighting is just not going to be good to begin with.
[00:09:55.920 --> 00:09:59.280]   So bright sunlight, as always, it's a champ.
[00:09:59.280 --> 00:10:02.120]   Decent room lighting, again, it works just fine.
[00:10:02.120 --> 00:10:06.040]   Non-optimal lighting, boy, you're going to be taking your chances with it.
[00:10:06.040 --> 00:10:08.880]   That's pretty much the case, though, with any of these little cameras, right?
[00:10:08.880 --> 00:10:13.160]   I guess when I said it was better than I expected, I think that they actually meant I think
[00:10:13.160 --> 00:10:16.400]   that they all pretty much look like crap under, well, you're so serious.
[00:10:16.400 --> 00:10:19.120]   I think different people have different standards.
[00:10:19.120 --> 00:10:22.000]   I think the people like us are going to compare it to the flip phone.
[00:10:22.000 --> 00:10:25.440]   I think a lot of consumers aren't even going to compare it to the flip phone.
[00:10:25.440 --> 00:10:27.520]   They're just going to look standalone and say, "Hey, it looks good.
[00:10:27.520 --> 00:10:28.520]   I'll take it."
[00:10:28.520 --> 00:10:34.640]   Again, I think Apple made the right choice by claiming they've made no bones about the
[00:10:34.640 --> 00:10:38.720]   fact that this is designed to be a fun camera as opposed to a...
[00:10:38.720 --> 00:10:44.440]   This is not going to be something you'll be mounting in the car at NASCAR to have the
[00:10:44.440 --> 00:10:49.360]   OmniMax presentation of Dale Earnhardt's Jr. Big Cup Challenge or whatever.
[00:10:49.360 --> 00:10:52.120]   It's a fun camera for people who are just playing around.
[00:10:52.120 --> 00:10:55.680]   Again, if you have a skateboard and you're not wearing a cup, this is a good camera in
[00:10:55.680 --> 00:11:00.640]   which to do that wonderful assaults upon the handrail at your public park.
[00:11:00.640 --> 00:11:04.880]   Otherwise, just don't expect that much out of it.
[00:11:04.880 --> 00:11:08.760]   It's free, as you said.
[00:11:08.760 --> 00:11:12.680]   I think this is an attractive value proposition for consumers.
[00:11:12.680 --> 00:11:14.560]   We're just going to get it and they're stocking.
[00:11:14.560 --> 00:11:20.200]   I don't think anybody would think of replacing a camcorder with it, but I don't think people
[00:11:20.200 --> 00:11:21.920]   are buying camcorders much anymore.
[00:11:21.920 --> 00:11:26.680]   I think really people are either getting still cameras with video or they're using flips
[00:11:26.680 --> 00:11:27.680]   or something like that.
[00:11:27.680 --> 00:11:30.160]   I mean, my kids certainly don't care about camcorders.
[00:11:30.160 --> 00:11:32.120]   Again, it's a good free camera.
[00:11:32.120 --> 00:11:37.920]   One simple feature that I wish Apple had added to iTunes, every time I get a new iPod,
[00:11:37.920 --> 00:11:41.320]   I just do the same thing that I always do, which is click the button, says, "Please fill
[00:11:41.320 --> 00:11:42.320]   this up with music."
[00:11:42.320 --> 00:11:45.840]   Or after about a week or two, I'll build a couple of playlists that says, "Well, I
[00:11:45.840 --> 00:11:47.040]   got 16 gigs worth of space.
[00:11:47.040 --> 00:11:48.040]   Great, let's fill it up.
[00:11:48.040 --> 00:11:49.040]   Let's not waste any space."
[00:11:49.040 --> 00:11:52.560]   And of course, it didn't occur to me until after I started playing with the Nano that,
[00:11:52.560 --> 00:11:53.560]   "Oh, wait a minute.
[00:11:53.560 --> 00:11:57.000]   This is going to be creating video files at 15 megabytes per minute."
[00:11:57.000 --> 00:12:00.600]   When I took into the comic shop, I realized that, "Oh, I only have two minutes for the
[00:12:00.600 --> 00:12:04.120]   video left because I filled the thing up pretty much to the capacity."
[00:12:04.120 --> 00:12:08.800]   I really wish that there was a feature in iTunes that says, "Please preserve at least
[00:12:08.800 --> 00:12:13.040]   X minutes worth of space on this device for video."
[00:12:13.040 --> 00:12:15.440]   How many megabytes a minute?
[00:12:15.440 --> 00:12:19.840]   I believe it comes down to about 15 gig, excuse me, 15 megabytes per minute.
[00:12:19.840 --> 00:12:20.840]   Okay.
[00:12:20.840 --> 00:12:21.840]   Not a whole lot.
[00:12:21.840 --> 00:12:23.840]   No, but that could use up your space.
[00:12:23.840 --> 00:12:24.840]   But I think...
[00:12:24.840 --> 00:12:28.720]   Yeah, well, I guess not so much that so much as, again, by default, you're like, "Why am
[00:12:28.720 --> 00:12:31.120]   I carrying around an iPod that has half of its capacity?"
[00:12:31.120 --> 00:12:32.120]   Right.
[00:12:32.120 --> 00:12:34.320]   I have so much music and video that I could be thinking to it.
[00:12:34.320 --> 00:12:36.760]   So, again, without thinking, it was my fault.
[00:12:36.760 --> 00:12:40.280]   That seems like a really good feature to have an extra tab in the video tab or something
[00:12:40.280 --> 00:12:44.360]   that says, "Please preserve two gigabytes just for video space just to make sure I don't
[00:12:44.360 --> 00:12:45.360]   run out of space."
[00:12:45.360 --> 00:12:48.640]   Well, Harris, have you had a chance to see the new Nana at all?
[00:12:48.640 --> 00:12:51.200]   Yeah, so I had a play with one.
[00:12:51.200 --> 00:12:55.680]   And I thought, in terms of the video stuff, it's never going to set the world on fire.
[00:12:55.680 --> 00:13:00.160]   But I think the reason that I thought it was really quite nifty is just that it's just
[00:13:00.160 --> 00:13:01.240]   a bonus.
[00:13:01.240 --> 00:13:07.480]   It's a... you've got the iPod, you've got all the music and all the functionality that
[00:13:07.480 --> 00:13:08.640]   you want.
[00:13:08.640 --> 00:13:13.920]   And hey, if you happen to need to take a video at some point, you can now do that too.
[00:13:13.920 --> 00:13:17.400]   I don't think anybody's ever going to look at this as a video camera.
[00:13:17.400 --> 00:13:22.400]   It's just a really nice little additional win when you get it, as you say, and you're
[00:13:22.400 --> 00:13:23.400]   stalking.
[00:13:23.400 --> 00:13:25.560]   I mean, it seems like you're almost getting to a point where you can't buy something electronic
[00:13:25.560 --> 00:13:27.360]   that doesn't have a camera in it.
[00:13:27.360 --> 00:13:28.360]   Right.
[00:13:28.360 --> 00:13:31.360]   I'm just seeing the touch.
[00:13:31.360 --> 00:13:34.520]   Okay, let's talk about the touch.
[00:13:34.520 --> 00:13:35.720]   Not that I'm bitter.
[00:13:35.720 --> 00:13:36.720]   Hold on.
[00:13:36.720 --> 00:13:37.800]   Let's talk about the touch.
[00:13:37.800 --> 00:13:39.800]   The touch does not have a camera.
[00:13:39.800 --> 00:13:42.120]   Nor does it classic, nor does it shuffle.
[00:13:42.120 --> 00:13:43.880]   We should point out that it's not the whole line.
[00:13:43.880 --> 00:13:45.680]   The only one that has a camera is the iPod.
[00:13:45.680 --> 00:13:46.680]   Now, the shuffle would be absurd.
[00:13:46.680 --> 00:13:47.680]   Obviously, the shuffle would be odd.
[00:13:47.680 --> 00:13:48.680]   The shuffle would be absurd.
[00:13:48.680 --> 00:13:49.680]   You'd have seen something that direction.
[00:13:49.680 --> 00:13:55.320]   Especially since you could wear the shuffle as a tie-tack, and people would think, "Oh,
[00:13:55.320 --> 00:13:56.520]   it's just fresh and jewelry."
[00:13:56.520 --> 00:14:00.920]   I'm certain that it's not going to be recording our conversation as I explain what I promise
[00:14:00.920 --> 00:14:02.760]   to do with this car if I sell it to this person.
[00:14:02.760 --> 00:14:03.760]   Right.
[00:14:03.760 --> 00:14:07.040]   I'm going to point it out that in the state of Massachusetts, Andy, it appears to be illegal
[00:14:07.040 --> 00:14:10.040]   to carry a device that you can record conversations with.
[00:14:10.040 --> 00:14:13.440]   It's certainly illegal to record the conversation without warning the other party, but even having
[00:14:13.440 --> 00:14:15.440]   the device seems to be illegal.
[00:14:15.440 --> 00:14:17.560]   First of all, sir, we are not a state.
[00:14:17.560 --> 00:14:18.560]   We are a commonwealth.
[00:14:18.560 --> 00:14:20.080]   Commonwealth, pardon me.
[00:14:20.080 --> 00:14:24.680]   Second, I believe Massachusetts does have what's called the two-party rule that says
[00:14:24.680 --> 00:14:28.280]   that both parties involved in a conversation have to be informed that there is a recording
[00:14:28.280 --> 00:14:29.760]   device in operation.
[00:14:29.760 --> 00:14:34.480]   I saw a blog post from somebody who was...
[00:14:34.480 --> 00:14:40.520]   There was some Bruhaha, somebody recorded an auto repair company they thought was being...
[00:14:40.520 --> 00:14:46.520]   Yeah, you often hear it coming up when usually when situations like that where Channel 5
[00:14:46.520 --> 00:14:51.160]   found out that someone was ripping off little old ladies and they put a kid hammer in and
[00:14:51.160 --> 00:14:54.400]   they managed to get the footage blocked from broadcast because, "Oh, well, you didn't tell
[00:14:54.400 --> 00:14:55.400]   us you had a hidden camera."
[00:14:55.400 --> 00:14:56.400]   Which is fine.
[00:14:56.400 --> 00:14:58.520]   I don't have a problem with that, but this...
[00:14:58.520 --> 00:15:03.520]   But the criminal charges against this guy were not merely recording the conversation, but
[00:15:03.520 --> 00:15:07.800]   having possession of a device that could do that, which would now pretty much include
[00:15:07.800 --> 00:15:08.800]   everything he...
[00:15:08.800 --> 00:15:09.800]   Yeah, everything he...
[00:15:09.800 --> 00:15:10.800]   A limous recorder with it.
[00:15:10.800 --> 00:15:11.800]   I'd have to check on that.
[00:15:11.800 --> 00:15:12.800]   Yeah, I don't know.
[00:15:12.800 --> 00:15:13.800]   That's news to me.
[00:15:13.800 --> 00:15:14.800]   I do know they have the two-party rule.
[00:15:14.800 --> 00:15:15.800]   I'd be very...
[00:15:15.800 --> 00:15:18.080]   It would be news to me if it's unlawful to have possession of a device and you're not informing
[00:15:18.080 --> 00:15:19.080]   someone.
[00:15:19.080 --> 00:15:20.080]   I mean, how do you...
[00:15:20.080 --> 00:15:21.680]   Well, I do that all the time.
[00:15:21.680 --> 00:15:24.880]   I use my live scribe a lot, you know, the little one that records.
[00:15:24.880 --> 00:15:25.880]   You're recording everything.
[00:15:25.880 --> 00:15:28.320]   But I just go, "Hey, I'm gonna make sure I don't forget anything and I'm just gonna
[00:15:28.320 --> 00:15:29.320]   watch this.
[00:15:29.320 --> 00:15:30.320]   This is really cool."
[00:15:30.320 --> 00:15:31.320]   And then we record everything and then we go back to...
[00:15:31.320 --> 00:15:33.720]   Make sure you record their permission to record.
[00:15:33.720 --> 00:15:34.720]   Yeah.
[00:15:34.720 --> 00:15:35.720]   Yeah.
[00:15:35.720 --> 00:15:36.720]   Well, I hit it and then I tell them and then I...
[00:15:36.720 --> 00:15:37.720]   Yeah.
[00:15:37.720 --> 00:15:38.720]   And then I...
[00:15:38.720 --> 00:15:39.720]   Is it okay with you if I record everything?
[00:15:39.720 --> 00:15:40.720]   Yeah.
[00:15:40.720 --> 00:15:41.720]   So...
[00:15:41.720 --> 00:15:42.720]   Go ahead.
[00:15:42.720 --> 00:15:46.760]   Oh, no, no, I was just gonna say, see, now if you were less than morally upright, Alex,
[00:15:46.760 --> 00:15:50.440]   what you would do is that you would keep like the live scribe, let the pen in your pocket
[00:15:50.440 --> 00:15:53.400]   and recording, you would produce like an iPhone thing.
[00:15:53.400 --> 00:15:57.560]   Is it okay if I record this and then visibly turn on the record button and then turn off
[00:15:57.560 --> 00:15:58.560]   the...
[00:15:58.560 --> 00:16:00.560]   Visibly turn off the record button.
[00:16:00.560 --> 00:16:05.160]   Because they didn't ask what device is it upon which you're recording our conversation.
[00:16:05.160 --> 00:16:06.160]   Why?
[00:16:06.160 --> 00:16:07.880]   And then say, "No, if I record this..."
[00:16:07.880 --> 00:16:10.280]   And it's a little magician type sleight of hand.
[00:16:10.280 --> 00:16:13.560]   Is it okay if I record this, you know?
[00:16:13.560 --> 00:16:14.560]   Right.
[00:16:14.560 --> 00:16:16.720]   I'd like to record this, but secretly you're really recording it on that.
[00:16:16.720 --> 00:16:17.720]   That's good to know.
[00:16:17.720 --> 00:16:18.720]   I'm gonna use that, Andy.
[00:16:18.720 --> 00:16:19.720]   You're obviously a crook.
[00:16:19.720 --> 00:16:20.720]   It could be cool.
[00:16:20.720 --> 00:16:21.720]   [laughter]
[00:16:21.720 --> 00:16:26.320]   Daniel in the chat room has a really good point, which is that in this era of modern technology,
[00:16:26.320 --> 00:16:29.400]   does recording mean the same as live streaming?
[00:16:29.400 --> 00:16:31.600]   It's getting there.
[00:16:31.600 --> 00:16:33.640]   Yeah, 'cause I could live stream.
[00:16:33.640 --> 00:16:34.640]   Yeah.
[00:16:34.640 --> 00:16:35.640]   You could get around the world.
[00:16:35.640 --> 00:16:36.640]   Is that recording?
[00:16:36.640 --> 00:16:37.640]   Oh, that's interesting, Andy.
[00:16:37.640 --> 00:16:42.000]   Well, would you check with the Commonwealth authorities and get back to us?
[00:16:42.000 --> 00:16:43.000]   What if I live stream...
[00:16:43.000 --> 00:16:44.600]   Get the land of the quad.
[00:16:44.600 --> 00:16:46.640]   As always, champions of liberty.
[00:16:46.640 --> 00:16:50.600]   Homajaw Adams, template for every Constitution, not only for the United States of America,
[00:16:50.600 --> 00:16:52.320]   but for the entire world.
