
[00:00:00.000 --> 00:00:02.900]   Time for Mac Break Weekly and the end of the day are here.
[00:01:27.400 --> 00:01:29.900]   like baked cheddar potato sticks.
[00:01:29.900 --> 00:01:31.100]   Mm-hmm-hmm.
[00:01:31.100 --> 00:01:32.900]   To get your free Naturebox sampler,
[00:01:32.900 --> 00:01:35.200]   go to naturebox.com/twit.
[00:01:35.200 --> 00:01:38.400]   That's naturebox.com/twit free.
[00:01:38.400 --> 00:01:46.400]   It's time for Mac Break Weekly, the show where we cover the Big Mac News.
[00:01:46.400 --> 00:01:47.600]   The Big Mac News.
[00:01:47.600 --> 00:01:50.400]   Maybe there's going to be some Big Mac News.
[00:01:50.400 --> 00:01:51.600]   Andy Inaco is here.
[00:01:51.600 --> 00:01:52.400]   Oh, I'm sorry.
[00:01:52.400 --> 00:01:56.400]   Isaac Hasimov is here playing Andy Inaco on the show today.
[00:01:56.400 --> 00:01:57.900]   Good to see you, Mr. Hasimov.
[00:01:57.900 --> 00:01:59.400]   But I don't care.
[00:01:59.400 --> 00:02:00.400]   [LAUGHTER]
[00:02:00.400 --> 00:02:01.400]   But I don't care.
[00:02:01.400 --> 00:02:05.400]   Do you have Hasimovian sideburns as an homage?
[00:02:05.400 --> 00:02:11.900]   No, I have these sideburns as am I trying it out when I was like just after college
[00:02:11.900 --> 00:02:15.400]   and saying, well, this is a compromise between not having to shave at all in the morning
[00:02:15.400 --> 00:02:17.900]   and not having to shave completely in the morning.
[00:02:17.900 --> 00:02:20.900]   So this way, you don't have to make a decision one way or the other.
[00:02:20.900 --> 00:02:23.400]   It's like I people have to look to--
[00:02:23.400 --> 00:02:26.400]   I can get away with one day of not shaving now because people--
[00:02:26.400 --> 00:02:27.400]   Right.
[00:02:27.400 --> 00:02:29.400]   They get distracted by the other basically here.
[00:02:29.400 --> 00:02:31.400]   There's a method behind it.
[00:02:31.400 --> 00:02:32.400]   Yeah.
[00:02:32.400 --> 00:02:34.400]   There's a method to his madness, ladies and gentlemen.
[00:02:34.400 --> 00:02:39.400]   Andy writes for the Chicago Sun Times and is an esteemed member of this panel.
[00:02:39.400 --> 00:02:42.400]   Also, Renee Ritchie from iMore.com.
[00:02:42.400 --> 00:02:46.400]   He is also esteemed from Montreal.
[00:02:46.400 --> 00:02:48.400]   I have no Big Mac News, Leo.
[00:02:48.400 --> 00:02:50.400]   I ordered a quarter pounder today.
[00:02:50.400 --> 00:02:52.400]   Ah, very nice.
[00:02:52.400 --> 00:02:54.400]   How do you say quarter pounder in French?
[00:02:54.400 --> 00:02:55.400]   Mac Royale.
[00:02:55.400 --> 00:02:56.400]   Mac Royale.
[00:02:56.400 --> 00:02:58.400]   Here we just call him a quarter pounder.
[00:02:58.400 --> 00:02:59.400]   Quarter pounder.
[00:02:59.400 --> 00:03:01.400]   I love the Royale.
[00:03:01.400 --> 00:03:03.400]   Isn't that-- yeah, that was a pulp fiction.
[00:03:03.400 --> 00:03:04.400]   They went on and on.
[00:03:04.400 --> 00:03:05.400]   Yeah, Royale with cheese.
[00:03:05.400 --> 00:03:06.400]   Royale with cheese.
[00:03:06.400 --> 00:03:07.400]   Anyway, welcome, gentlemen.
[00:03:07.400 --> 00:03:08.400]   Nice to see you.
[00:03:08.400 --> 00:03:09.400]   Alex Lindsey has a day off.
[00:03:09.400 --> 00:03:14.400]   He's busy with Dream Force, the big sales force convention in the city that's always been
[00:03:14.400 --> 00:03:16.400]   a big client of his.
[00:03:16.400 --> 00:03:19.400]   Did you get invitations?
[00:03:19.400 --> 00:03:21.400]   I did.
[00:03:21.400 --> 00:03:24.400]   I got my hopes up because the invitation said it's been way too long.
[00:03:24.400 --> 00:03:28.400]   I thought maybe they meant it's been way too long since Leo got an invitation to an apple event,
[00:03:28.400 --> 00:03:29.400]   but nope.
[00:03:29.400 --> 00:03:31.400]   You didn't get one, Andy?
[00:03:31.400 --> 00:03:32.400]   Nope.
[00:03:32.400 --> 00:03:33.400]   Surprised.
[00:03:33.400 --> 00:03:35.400]   It's not an entitlement.
[00:03:35.400 --> 00:03:37.400]   The-- no, it's not an entitlement.
[00:03:37.400 --> 00:03:38.400]   Absolutely.
[00:03:38.400 --> 00:03:43.400]   And it's the event which is day after tomorrow.
[00:03:43.400 --> 00:03:46.400]   They didn't-- there's a lot of weirdness going on here.
[00:03:46.400 --> 00:03:47.400]   It's not a Tuesday.
[00:03:47.400 --> 00:03:48.400]   It's a Thursday.
[00:03:48.400 --> 00:03:50.400]   Is that unprecedented?
[00:03:50.400 --> 00:03:52.400]   I can't remember one being on a Thursday.
[00:03:52.400 --> 00:03:53.400]   Yeah, exactly.
[00:03:53.400 --> 00:03:55.400]   I can't remember the last time that happened.
[00:03:55.400 --> 00:04:00.400]   Mondays, Tuesdays, and Wednesdays are either this present, but I can't remember Thursday.
[00:04:00.400 --> 00:04:01.400]   Yeah.
[00:04:01.400 --> 00:04:05.400]   And then it's at Town Hall in Cupertino, which is a tiny venue compared to the Flint Center
[00:04:05.400 --> 00:04:07.400]   or Moscone West, only what?
[00:04:07.400 --> 00:04:09.400]   A few hundred seats, like 350 seats, I think.
[00:04:09.400 --> 00:04:10.400]   Yeah.
[00:04:10.400 --> 00:04:12.400]   But then again, they did the five S launch last year there, too.
[00:04:12.400 --> 00:04:13.400]   Yeah.
[00:04:13.400 --> 00:04:14.400]   Oh, we've been to many of it.
[00:04:14.400 --> 00:04:15.400]   That wasn't a minor thing.
[00:04:15.400 --> 00:04:18.400]   No, and the nice thing is Apple kind of controls it.
[00:04:18.400 --> 00:04:20.400]   So they are streaming at this time.
[00:04:20.400 --> 00:04:22.400]   They didn't stream the five S event.
[00:04:22.400 --> 00:04:28.400]   You know, I think we talked-- didn't we talk last week that Apple almost had to stream it
[00:04:28.400 --> 00:04:31.400]   because not to do so would be to admit failure?
[00:04:31.400 --> 00:04:33.400]   And they announced it early, which they didn't do for--
[00:04:33.400 --> 00:04:34.400]   Yeah, that's right.
[00:04:34.400 --> 00:04:35.400]   --for the mainstream, yeah.
[00:04:35.400 --> 00:04:36.400]   No, we will stream this one.
[00:04:36.400 --> 00:04:38.400]   No Chinese, we promise.
[00:04:38.400 --> 00:04:42.400]   New team probably in place, I would guess.
[00:04:42.400 --> 00:04:44.400]   So what do you make of this invite?
[00:04:44.400 --> 00:04:49.400]   Well, it's way too long.
[00:04:49.400 --> 00:04:57.400]   Mark Gurman pointed out on his Twitter feed that that is the 30th anniversary Macintosh logo,
[00:04:57.400 --> 00:05:00.400]   a small clip of it.
[00:05:00.400 --> 00:05:01.400]   Yeah.
[00:05:01.400 --> 00:05:02.400]   Except for the colors.
[00:05:02.400 --> 00:05:05.400]   The colors are all green on the 30th anniversary.
[00:05:05.400 --> 00:05:07.400]   I think it was rainbow.
[00:05:07.400 --> 00:05:08.400]   It was green on the top.
[00:05:08.400 --> 00:05:09.400]   Oh, okay.
[00:05:09.400 --> 00:05:10.400]   Yeah.
[00:05:10.400 --> 00:05:11.400]   So they re-rainbowised it.
[00:05:11.400 --> 00:05:13.400]   They re-rainbowised it because if you're only going to show the top,
[00:05:13.400 --> 00:05:17.400]   you're pushing down into a squishy surface, or could it be a book?
[00:05:17.400 --> 00:05:20.400]   Look, we're really going out of control here on the reading the tea leaves.
[00:05:20.400 --> 00:05:23.400]   But I do think that's a very provocative tagline.
[00:05:23.400 --> 00:05:26.400]   It's been way too long.
[00:05:26.400 --> 00:05:29.400]   And I'm curious what you make of that, gentlemen.
[00:05:29.400 --> 00:05:34.400]   Yeah, I would guess it's going to be a focus on Mac, obviously.
[00:05:34.400 --> 00:05:37.400]   You've got to give them stuff that they really have to roll out this year,
[00:05:37.400 --> 00:05:40.400]   if they're going to roll it out, it's going to roll out new Macs at all.
[00:05:40.400 --> 00:05:44.400]   One thing that was in the back of my mind only perhaps because I just want it to happen
[00:05:44.400 --> 00:05:48.400]   is that maybe they're going to collect, maybe they're going to make it okay
[00:05:48.400 --> 00:05:51.400]   to use the traditional color apple logo again.
[00:05:51.400 --> 00:05:54.400]   Because remember that the stickers commercial for the MacBook Air?
[00:05:54.400 --> 00:06:01.400]   I thought it was amazing that they actually depicted the traditional six color apple logo
[00:06:01.400 --> 00:06:03.400]   for the first time and must...
[00:06:03.400 --> 00:06:07.400]   Steve took it all white when, yeah, about ten years ago.
[00:06:07.400 --> 00:06:09.400]   Yeah, and it's been through some changes,
[00:06:09.400 --> 00:06:12.400]   because I've been looking at my old iPhones as a way they boot up.
[00:06:12.400 --> 00:06:17.400]   And they've gone through the flat white icon to the...
[00:06:17.400 --> 00:06:20.400]   It's glossy white to its chromed logo.
[00:06:20.400 --> 00:06:23.400]   It's not white anymore, is it? It's a shiny metal.
[00:06:23.400 --> 00:06:26.400]   It is flat. Yeah, it's flatish though.
[00:06:26.400 --> 00:06:29.400]   They had a version that was lickable with the gumdrop.
[00:06:29.400 --> 00:06:30.400]   Yeah, but we've got that.
[00:06:30.400 --> 00:06:32.400]   Everybody's got rid of that.
[00:06:32.400 --> 00:06:34.400]   So it would be cool if we saw a re-...
[00:06:34.400 --> 00:06:37.400]   Not that we're going to see color logos on all the devices anymore,
[00:06:37.400 --> 00:06:41.400]   but at least, you know, and to mark the 30th anniversary,
[00:06:41.400 --> 00:06:46.400]   we're going to be reintroducing the apple logo on select off-software and products.
[00:06:46.400 --> 00:06:52.400]   Or at least we'll let you buy a watch with a watch face with a color logo on it for your 90s.
[00:06:52.400 --> 00:06:53.400]   Oh, that'd be so good.
[00:06:53.400 --> 00:06:55.400]   Here's the german...
[00:06:55.400 --> 00:06:59.400]   If they give them out of the event, Renee, get me one, please.
[00:06:59.400 --> 00:07:01.400]   It's not exactly the same as the one.
[00:07:01.400 --> 00:07:03.400]   I won't tell them you give them one.
[00:07:03.400 --> 00:07:11.400]   Well, some people think that it means a return to the colored max because we haven't had those since the heady days of blue Dalmatian and flower power.
[00:07:11.400 --> 00:07:12.400]   Yeah, oh, yeah.
[00:07:12.400 --> 00:07:15.400]   Neelai Patel of the Verge was convinced it was Max.
[00:07:15.400 --> 00:07:23.400]   I don't know. I disagree with him just only because we would welcome a Mac event and we know they'll update the Max,
[00:07:23.400 --> 00:07:28.400]   but Apple's focus has really been on phones and iOS of late.
[00:07:28.400 --> 00:07:31.400]   We know that they'll be doing Yosemite in the next...
[00:07:31.400 --> 00:07:33.400]   Whatever.
[00:07:33.400 --> 00:07:37.400]   They're up now to like what is the fifth or the sixth beta? They're very close.
[00:07:37.400 --> 00:07:40.400]   Yeah, if they follow last year's pattern, that'll be the day of the event.
[00:07:40.400 --> 00:07:41.400]   Right.
[00:07:41.400 --> 00:07:45.400]   We know iOS 8.1 is due to support Apple Pay...
[00:07:45.400 --> 00:07:46.400]   And continuity.
[00:07:46.400 --> 00:07:47.400]   And continuity.
[00:07:47.400 --> 00:07:49.400]   Yeah, so that it works with Yosemite.
[00:07:49.400 --> 00:07:52.400]   So that is probably going to be announced.
[00:07:52.400 --> 00:07:55.400]   You know, obviously iPads, they've got to announce iPads.
[00:07:55.400 --> 00:07:58.400]   You really think they would mix Max into that?
[00:07:58.400 --> 00:08:00.400]   They did last year.
[00:08:00.400 --> 00:08:04.400]   They had Max and iPhones sort of...
[00:08:04.400 --> 00:08:08.400]   For a while, it was almost like there was an iPhone and iPod event and then a Mac and iPad event.
[00:08:08.400 --> 00:08:12.400]   And last year in October, they did the iPads and the Macs and it seems like that would fill...
[00:08:12.400 --> 00:08:15.400]   Because the iPad updates are going to be significant, but they're iterative.
[00:08:15.400 --> 00:08:17.400]   It's touch ID and it's things like that.
[00:08:17.400 --> 00:08:21.400]   So there seems like there is time, especially if you're talking about Yosemite, if there is...
[00:08:21.400 --> 00:08:27.400]   And again, part of that is Intel, like whether Broadwell is ready and maybe it's not, but it seems like there is time to get some Macs up there.
[00:08:27.400 --> 00:08:33.400]   I was hoping, and maybe, and you've already said that's not going to happen this year, that it would be a new Apple TV.
[00:08:33.400 --> 00:08:35.400]   An updated Apple TV.
[00:08:35.400 --> 00:08:36.400]   Sounds like spring.
[00:08:36.400 --> 00:08:38.400]   That has been way too long.
[00:08:38.400 --> 00:08:45.400]   That and the Mac mini are the two current Apple products that have not been updated for the longest amount of time.
[00:08:45.400 --> 00:08:48.400]   And the TV is considerably longer than the mini.
[00:08:48.400 --> 00:08:54.400]   It's a question of how often do you have to update the TV and what new features are you bringing that requ...
[00:08:54.400 --> 00:09:01.400]   Now the Apple TV got a... Yeah, a home kit. Well, that can be updated with software, so can the new interface was on the existing Apple TV.
[00:09:01.400 --> 00:09:06.400]   If you're going to increase the hardware of the Apple TV, if you're going to put a new chip set, it's still running a single core A5.
[00:09:06.400 --> 00:09:10.400]   If you're going to put a new chip set, if you're going to increase the storage, you're probably going to want to do something fun with it.
[00:09:10.400 --> 00:09:13.400]   And that could involve a game store or an app store.
[00:09:13.400 --> 00:09:14.400]   I think an app store.
[00:09:14.400 --> 00:09:18.400]   But that's all new hardware and that new hardware is again sounding like next year.
[00:09:18.400 --> 00:09:19.400]   Okay.
[00:09:19.400 --> 00:09:20.400]   Next spring.
[00:09:20.400 --> 00:09:27.400]   I'm going to go out on a limb with no evidence and of course a track record that is worse than Richard Nixon's.
[00:09:27.400 --> 00:09:29.400]   I'm going to go out on a limb.
[00:09:29.400 --> 00:09:31.400]   Did he predict Mac and Tash's? I don't think so.
[00:09:31.400 --> 00:09:36.400]   I'm going to go out on a limb and say it's a new Apple TV with an app store and home kit.
[00:09:36.400 --> 00:09:37.400]   Okay.
[00:09:37.400 --> 00:09:38.400]   Is that crazy?
[00:09:38.400 --> 00:09:39.400]   Talk.
[00:09:39.400 --> 00:09:40.400]   And 4K...
[00:09:40.400 --> 00:09:41.400]   And 4K is crazy.
[00:09:41.400 --> 00:09:42.400]   And 4K is really...
[00:09:42.400 --> 00:09:43.400]   There is a...
[00:09:43.400 --> 00:09:48.400]   There is a planet much like our own in which Apple is indeed going to be honest with that in two days.
[00:09:48.400 --> 00:09:50.400]   It's not one way in which Apes rule man.
[00:09:50.400 --> 00:09:52.400]   But I don't think it's our reality.
[00:09:52.400 --> 00:09:53.400]   I think that we have to...
[00:09:53.400 --> 00:09:54.400]   And how about the 12-inch?
[00:09:54.400 --> 00:09:56.400]   It's the teleporter to get their iPad, the Mac Pro.
[00:09:56.400 --> 00:09:57.400]   iPad Pro-er.
[00:09:57.400 --> 00:09:58.400]   No.
[00:09:58.400 --> 00:09:59.400]   And Tash, he's calling it the iPad...
[00:09:59.400 --> 00:10:01.400]   The USA Today said it's the iPad Max-y?
[00:10:01.400 --> 00:10:02.400]   Max.
[00:10:02.400 --> 00:10:03.400]   They said iPad Max.
[00:10:03.400 --> 00:10:04.400]   Max.
[00:10:04.400 --> 00:10:05.400]   No.
[00:10:05.400 --> 00:10:06.400]   Are they drinking heavily there now?
[00:10:06.400 --> 00:10:11.400]   He got to shoot inside an Apple store which I thought for a piece of what's speculating about an event was an unusual occurrence.
[00:10:11.400 --> 00:10:12.400]   Yeah.
[00:10:12.400 --> 00:10:14.400]   Because usually Apple is an all-time model.
[00:10:14.400 --> 00:10:15.400]   All right.
[00:10:15.400 --> 00:10:16.400]   Well, I'm going to go out on a limb.
[00:10:16.400 --> 00:10:17.400]   Apple store.
[00:10:17.400 --> 00:10:18.400]   All right.
[00:10:18.400 --> 00:10:19.400]   Well, all right.
[00:10:19.400 --> 00:10:22.400]   So, I mean, I have no reason to think that you guys are much better connected.
[00:10:22.400 --> 00:10:29.400]   And obviously Renee has good reason for saying next year, next year, next year as you've said all along for a new Apple TV.
[00:10:29.400 --> 00:10:30.400]   I just...
[00:10:30.400 --> 00:10:33.400]   I see the market opportunity for a new Apple TV, though.
[00:10:33.400 --> 00:10:36.400]   It just sounds like that project has gotten more and more important.
[00:10:36.400 --> 00:10:37.400]   And has it gotten more and more important?
[00:10:37.400 --> 00:10:39.400]   The date for delivery.
[00:10:39.400 --> 00:10:40.400]   Like, if you want...
[00:10:40.400 --> 00:10:45.400]   As we've seen with all the software they're pushing out now, I think a lot of us would rather they focus on one thing, knock it down, and then go on to the other side.
[00:10:45.400 --> 00:10:50.400]   And then knock it down and then go on to the next thing and not try to put even more stuff on the plate right now.
[00:10:50.400 --> 00:10:51.400]   Yeah.
[00:10:51.400 --> 00:10:53.400]   And also, as Renee said, there's so...
[00:10:53.400 --> 00:10:57.400]   The next time they do a big update to the Apple TV, it's not going to be, "Hey, guess what?
[00:10:57.400 --> 00:10:59.400]   Now we've got ESPN4 channel."
[00:10:59.400 --> 00:11:00.400]   Right.
[00:11:00.400 --> 00:11:01.400]   It really is going to be...
[00:11:01.400 --> 00:11:10.400]   We are redefining the role of the Apple TV in the home and is no longer just another box for streaming Netflix and it's no longer just a box for AirPlay.
[00:11:10.400 --> 00:11:14.400]   This is going to be a game console with parody that has parody with the iPad.
[00:11:14.400 --> 00:11:30.400]   This is going to be the hub for HomeKit as the incredibly low powered iOS device that can be on 24/7 and be there to monitor your home network, your heating system, your lights and all that sort of stuff.
[00:11:30.400 --> 00:11:33.400]   I really think that that's the next big announcement.
[00:11:33.400 --> 00:11:43.400]   But it's tempting because if any one product in the Apple line really attracts the phrase, "It's been too long, like a magnet,"
[00:11:43.400 --> 00:11:47.400]   it is the Apple TV because it has this really weird...
[00:11:47.400 --> 00:11:49.400]   Now it looks like a very weird interface.
[00:11:49.400 --> 00:11:52.400]   It isn't quite relevant to what the Apple TV does right now.
[00:11:52.400 --> 00:11:55.400]   It's very, very slow compared to every other box on the market.
[00:11:55.400 --> 00:12:01.400]   It's not as relevant as something like the Chromecast, which costs a third as much.
[00:12:01.400 --> 00:12:08.400]   If there's one thing in Apple's product line that really, really needs freshening up or cancellation is the Apple TV and they're not going to cancel it.
[00:12:08.400 --> 00:12:10.400]   Thank you, Andy.
[00:12:10.400 --> 00:12:13.400]   Why don't we have any leaks on this, though?
[00:12:13.400 --> 00:12:16.400]   This is on the event?
[00:12:16.400 --> 00:12:17.400]   Well, yeah.
[00:12:17.400 --> 00:12:21.400]   We've got leaks on the iPads, but what are they talking about? It's been way too long.
[00:12:21.400 --> 00:12:25.400]   That seems to be a great mystery, and I haven't seen any leaks that would give us any hints.
[00:12:25.400 --> 00:12:27.400]   Well, that's always the case.
[00:12:27.400 --> 00:12:29.400]   It's always about speculation.
[00:12:29.400 --> 00:12:33.400]   Speculation comes from the Broadwell chipset that would imply Max.
[00:12:33.400 --> 00:12:37.400]   Or maybe they're saying that you know how focused Apple is on margins.
[00:12:37.400 --> 00:12:46.400]   Maybe they figured out that you know what? We can probably save half a cent if we decide to knock about maybe eight inches off of every power cord, every USB cord.
[00:12:46.400 --> 00:12:51.400]   Well, the thing about it is such a great tagline is because it could apply to so many things and it's perfect people talking.
[00:12:51.400 --> 00:12:52.400]   It is a it is.
[00:12:52.400 --> 00:12:56.400]   And again, like the graphics department just gets these things and they put them together.
[00:12:56.400 --> 00:12:59.400]   So it's hard to read too much into the design, but the tagline someone actually has to think of those.
[00:12:59.400 --> 00:13:02.400]   I think Tim Cook signs off on the tagline, right?
[00:13:02.400 --> 00:13:07.400]   It's yeah, it's not. I mean, certainly Phil Schiller and I'm showing some cooking veto it.
[00:13:07.400 --> 00:13:08.400]   He doesn't like it.
[00:13:08.400 --> 00:13:12.400]   Yeah, I mean, maybe it's Schiller coming in and saying, Hey, Tim, what about this?
[00:13:12.400 --> 00:13:15.400]   And Tim goes, yeah. And that's it. Go.
[00:13:15.400 --> 00:13:19.400]   But I you got to know that he's I mean, I would want to if I were him.
[00:13:19.400 --> 00:13:25.400]   That's what he said about Johnny. Like you said, you know, I guess that the ultimately decision is mine, but I trust the people that I work with.
[00:13:25.400 --> 00:13:29.400]   You know, and there's you let them come up with it. You don't say, Hey guys, I've been thinking we should say it's way too long.
[00:13:29.400 --> 00:13:36.400]   What do you think? No, you let them come up with some money and probably, you know, that four boards and Tim went, I like that one.
[00:13:36.400 --> 00:13:42.400]   What's interesting is the last invitation had no semiotics, no clues, no hints.
[00:13:42.400 --> 00:13:52.400]   It was really straight and app. This is a return. In fact, even maybe more than ever to this kind of wink, wink, nudge, nudge messaging.
[00:13:52.400 --> 00:13:58.400]   Well, it is 30 years. I mean, we had the 30th Mac anniversary and this is using the same logo and it is at least partially a Mac event.
[00:13:58.400 --> 00:14:03.400]   And there are rumors of a UI Mac and they were at the Flint Center really announced the Mac and the iMac.
[00:14:03.400 --> 00:14:08.400]   I mean, it is a special year and Apple has been more nostalgic this year than they have in previous years.
[00:14:08.400 --> 00:14:14.400]   Yeah, yeah. All right. I mean, who I would love to see a new, I don't know. What would you want? I mean, the Mac Pro is a new Mac.
[00:14:14.400 --> 00:14:21.400]   I mean, we got the Mac Pro less than a year ago and I love it. People want a mini, but I think that's a specialty market.
[00:14:21.400 --> 00:14:27.400]   Alex Lindsay, not withstanding in our chatroom. That's a specialty market. That's not a big seller for Apple.
[00:14:27.400 --> 00:14:33.400]   Yeah, it's the iMac. I mean, if the retina Mac really is delayed because of Broadwell, then the iMac is the next big target.
[00:14:33.400 --> 00:14:36.400]   And the iMac can do things that the other computers can't because it's integrated.
[00:14:36.400 --> 00:14:40.400]   They don't have to worry about dual link thunderbolts if they want to go to high definition.
[00:14:40.400 --> 00:14:46.400]   And the Mac, it had its redesign. It had the one where it went super thin, but it is their flagship desktop computer.
[00:14:46.400 --> 00:14:49.400]   And if they wanted to do something fun with that, you know, certainly within their purview.
[00:14:49.400 --> 00:14:54.400]   I know it could be Apple announcing they're coming back to Mac world Expo and Joe. Never mind.
[00:14:54.400 --> 00:15:07.400]   Too soon. Really too soon. Sad to say that, well, we kind of saw the writing on the wall when IDG, the parent company, killed Mac world magazine, the print version of Mac world magazine.
[00:15:07.400 --> 00:15:15.400]   The announcement came out today that Mac world Expo is also shutting down.
[00:15:15.400 --> 00:15:23.400]   That's kind of sad. Paul Kent told six colors today. That's Jason Snell's new blog.
[00:15:23.400 --> 00:15:33.400]   Nice scoop, Jason. Our Mac IT event, the world's premier event for deploying Apple in the enterprise will continue next year with details to becoming.
[00:15:33.400 --> 00:15:41.400]   But we are announcing today Mac world iWorld is going on hiatus. It will not be taking places. Yeah, like the hiatus.
[00:15:41.400 --> 00:15:49.400]   Like fireflies on hiatus. Well, I mean, I had a chance to speak to Paul too. And it is sad because it's such a great, you know, there's so many great memories from that show.
[00:15:49.400 --> 00:15:55.400]   The iPhone was introduced at that show. And he's I believe he's going to be on the Mac world podcast with Chris Breen later today.
[00:15:55.400 --> 00:16:04.400]   So he can at least get his view out. Mac IT is going to go on, but it's like you said, Leo, it's hard to find a place for these things in our new digital world.
[00:16:04.400 --> 00:16:14.400]   All trade shows are suffering. And you know, the last few years of Mac world, I will have been. It's been smaller and smaller and really it all began when Apple stopped coming.
[00:16:14.400 --> 00:16:30.400]   Yeah, but that was that was that was the first push that kind of started the wobble. It really was it's hard to maintain a huge huge show like this because the whole reason to hold a show like that is because you have the the the the the press attention, the world of the users attention.
[00:16:30.400 --> 00:16:39.400]   And there are so many more efficient ways of doing that now. It's it's it's not even so much that the market for shows has gone away so much as it shifted.
[00:16:39.400 --> 00:16:54.400]   Mac world might be gone, but its place has been taken up by at least four, five, six, seven other shows that happened just one in Chicago, one in Portland, one in Boston, one in New York for a narrower audience where it's not the build up or Adobe is going to have a booth.
[00:16:54.400 --> 00:17:01.400]   Microsoft's kind of booth. It's going to be just a gathering of about four, five, six hundred people, right? Who are going to who are going to pay a lot more money but have a more intense experience?
[00:17:01.400 --> 00:17:05.400]   You have a great show here in Sonoma County every year, a great Mac show.
[00:17:05.400 --> 00:17:16.400]   I was at Singleton this weekend and there's going to be Coco Love, I think two weeks from now and then there's going to be Yosemite Conference and Ool and NS North and NS Conf and.
[00:17:16.400 --> 00:17:30.400]   Yeah, what is Singleton? Singleton is the conference run by Luke Van Dalg, English, Scott Morrison. It's somewhere like as like the old Wolf Wrench C4 conference where its developers media and people just for the community and there's it's a single track.
[00:17:30.400 --> 00:17:41.400]   So people there's one person on stage talking and they were great, great speakers this year, including John August was the keynote speaker and John Gruber was the closed off the show because he'd opened the original one.
[00:17:41.400 --> 00:17:48.400]   This was the last year for Singleton, which is interesting because C4 lasted four years, Singleton has lasted four years, but they're birthing up all these new shows.
[00:17:48.400 --> 00:18:01.400]   Coco Love is going to have their first show in a couple of weeks and Ool is doing fantastic stuff in Ireland and there was a one in Warsaw that they were talking about and it seems like maybe you can't get everyone to San Francisco anymore once a year, but you can bring shows to people all over the world.
[00:18:01.400 --> 00:18:15.400]   Well, and that's what Paul Kent was trying to do is Macworld is make it a user show, but that's not big enough probably for IDG. They want it to be the Mac show and obviously not one of many and that's really what it has become.
[00:18:15.400 --> 00:18:29.400]   Yeah, I mean, I was it's a bit of a wishful morning for me because realize the first Macworld expose were in Boston. And so from high school onward, I've been going to I think I'm with my first one and I'm trying to figure out whether it was 85 or 86.
[00:18:29.400 --> 00:18:40.400]   The first one was in it. It might have been the very first one. If not, it definitely went to one in 86 and it was and given that every single summer was set up. Okay.
[00:18:40.400 --> 00:18:48.400]   In the second week in August, I'm going to be sweating my guts out walking in the desert wastelands between the World Trade Center and the Bayside Expo Center in Boston.
[00:18:48.400 --> 00:18:58.400]   This is before Boston had any really good convention space. They had to split up between two different places and everyone I know is coming and I'm going to be meeting everyone I know and it's going to be up for 20 hours.
[00:18:58.400 --> 00:19:10.400]   For 20 hour days for four or five days a week. And boys are going to be great. And so I stopped going to I world the Expo, but two or three years ago. But it's sort of like the playground set and the school you was going to go.
