;FFMETADATA1
title=Black Rod for a Day
artist=Leo Laporte, Andy Ihnatko, Rene Ritchie
album_artist=TWiT
publisher=TWiT
album=MacBreak Weekly
TRDA=2021-05-11
track=765
language=English
genre=Podcast
comment=App Tracking Transparency, Apple vs. Epic Games, colorful MacBooks
encoded_by=Uniblab 5.2
date=2021
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:04.140]   It's time for Mac Break Weekly. Alex Lizzie has a week off, but don't worry, Renee and
[00:01:30.320 --> 00:01:38.120]   handle the rest. Explore Casper products, mattresses, sheets, pillows and more at Casper.com/MacBreak
[00:01:38.120 --> 00:01:44.040]   and use the code MACBreak for $100 off select mattresses. Offer excludes the snow mattresses.
[00:01:44.040 --> 00:01:51.040]   Be Casper.com for details.
[00:01:51.040 --> 00:01:58.040]   Thanks for watching. Stay safe. Thank you for watching. Thank you for watching. I'm going
[00:01:58.040 --> 00:02:05.040]   to be watching you on the YouTube channel. I'm going to be watching you on the YouTube channel.
[00:02:05.040 --> 00:02:12.060]   This week wow find him online it so weird oh my good online for a year. He's actually working. Oh wow boy and early
[00:02:12.060 --> 00:02:16.940]   Nice, maybe the world is starting to open again is a good sign. Yes, it is
[00:02:16.940 --> 00:02:21.680]   Also, uh, andi nakko from WGBH Boston. Hello, Andrew
[00:02:21.680 --> 00:02:26.360]   Hello, no, I don't I don't want to spoil anything that Alex and I'm supposed to talk about
[00:02:26.360 --> 00:02:32.440]   I do notice that this morning was the the queen speech oh, maybe he's like a Westminster and
[00:02:33.360 --> 00:02:35.680]   Fuck he's got a microphone on black rod
[00:02:35.680 --> 00:02:44.160]   You know remember the last time the queen did the covid talk she was wearing a green dress and I think perhaps they did in fact call Alex in
[00:02:44.160 --> 00:02:46.040]   to
[00:02:46.040 --> 00:02:48.560]   Said this time she's wearing a white dress. It looks like
[00:02:48.560 --> 00:02:54.560]   I thought it was interesting that even for like she this very very official sort of thing
[00:02:54.560 --> 00:03:00.320]   She still like carries her purse all the way to the house of lords. Yes. She's got it next to her on the throne famous for that
[00:03:01.880 --> 00:03:05.000]   We don't know what's in that that could be some nuclear codes or something in there. We don't know a
[00:03:05.000 --> 00:03:10.280]   Com a calm be super sure if I believe yes, and then and what and then of course I
[00:03:10.280 --> 00:03:16.640]   Wonder if she ever says to Boris Johnson the prime minister of Boris. Could you brush your hair for me darling?
[00:03:16.640 --> 00:03:20.520]   You just woke up. I
[00:03:20.520 --> 00:03:26.840]   Just hope that we never get the red speech like I've so much game of thrones anxiety about monarchs getting up to talk to people
[00:03:26.840 --> 00:03:31.360]   We don't need we don't need her to say all right half of you are gone and then snap her royal fingers
[00:03:31.360 --> 00:03:35.920]   Oh, wouldn't that be funny? Yeah, she's tough. She you know that they deserved it. Yeah
[00:03:35.920 --> 00:03:43.720]   So oh there she is. There's the dress. That's actually more of a gray, isn't it? Yeah, can you key you could key that out?
[00:03:43.720 --> 00:03:50.240]   Well, no that that maybe Alex chose that dress because that way he could white balance and color balance off that
[00:03:52.040 --> 00:03:56.380]   The chair really they're used to people and big fur cloak sitting on it used to petite people and
[00:03:56.380 --> 00:04:03.040]   The chair that's wild. That's that's straight out of Valheim. That's awesome. That's awesome
[00:04:03.040 --> 00:04:07.160]   Father was a nine foot Viking and now she's sitting in his chair
[00:04:07.160 --> 00:04:11.880]   He just looks like a hobbit doesn't quite work a royal hobbit. You're in the Commonwealth, sir
[00:04:11.880 --> 00:04:14.240]   You should not be mocking your queen
[00:04:14.240 --> 00:04:17.720]   So the queen of Canada is a separate legal entity from the queen
[00:04:17.720 --> 00:04:24.080]   It was like she has 25 separate legal entities or something and our royal family is slightly different because we count a few Canadian cousins
[00:04:24.080 --> 00:04:27.520]   They do not and they count a few British cousins. We do not so
[00:04:27.520 --> 00:04:30.040]   We are distinct
[00:04:30.040 --> 00:04:33.360]   monarchy so so they're not all German is the point you're making
[00:04:33.360 --> 00:04:40.040]   Yeah, we have some that drink of the maple of the maple make a good maple tree the maple tree
[00:04:40.040 --> 00:04:43.600]   96% according to flurry
[00:04:43.600 --> 00:04:45.880]   96% of
[00:04:45.880 --> 00:04:50.460]   iOS 14.5 users have opted out of app tracking
[00:04:50.460 --> 00:04:55.880]   It's exactly as Facebook feared you all don't want to be tracked
[00:04:55.880 --> 00:05:01.720]   Yep, that's probably double what most people expected. However, it's a lot. I mean
[00:05:01.720 --> 00:05:04.640]   So it just shows given the choice
[00:05:04.640 --> 00:05:12.360]   When you get a new app on there as you probably know if you have 14 5 it says would you like to allow app X to track your activity
[00:05:12.360 --> 00:05:14.640]   across other companies apps and
[00:05:15.280 --> 00:05:17.280]   websites and
[00:05:17.280 --> 00:05:19.120]   Then there can be
[00:05:19.120 --> 00:05:24.240]   another screen at that point that you the company could put up saying hey, here's why you want to
[00:05:24.240 --> 00:05:28.800]   Allow tracking. Oh, they should have put we know who you're messaging
[00:05:28.800 --> 00:05:33.160]   Yes, yeah, and then we just blackmail us all into doing yeah
[00:05:33.160 --> 00:05:38.240]   Clearly people see that and just go no, please ask the app not to track
[00:05:38.240 --> 00:05:43.280]   Yeah, that's the difference between a system level of system level alert with
[00:05:43.840 --> 00:05:51.040]   Language that has been standardized by Apple and simply having a requirement. Hey, you have to put up something that asks for permission for this
[00:05:51.040 --> 00:05:55.480]   When it's a standardized thing with no written by people who have no
[00:05:55.480 --> 00:06:02.000]   Dog in this hunt say hey, we just want to let you know that this is a feature that lets you turn on or off tracking
[00:06:02.000 --> 00:06:07.680]   Here is one sentence then which that was provided by the developer to develop there to give their side of the story
[00:06:07.680 --> 00:06:12.240]   That's when people say, you know what? I'm not I'm not fooled by other descriptions
[00:06:12.240 --> 00:06:16.360]   This one says you know what I'm going to take the time to click on the deny button
[00:06:16.360 --> 00:06:19.080]   I don't care if there are features that are gonna that I'm gonna miss out on
[00:06:19.080 --> 00:06:25.440]   My fear was that this would be just one another one of those things that you see but then you just blow right past because it's you
[00:06:25.440 --> 00:06:29.880]   You want to see pictures of your cousins a new cat and this is stopping you from seeing pictures of your cousins new cat
[00:06:29.880 --> 00:06:31.800]   It's yeah, I mean
[00:06:31.800 --> 00:06:35.880]   Yeah, you would think that people just go okay, but it's not an okay or cancel
[00:06:35.880 --> 00:06:40.280]   It's a ask app not to track or allow and I think that that might have something to do with it
[00:06:40.480 --> 00:06:48.360]   App writing it out. You know, here's the example Apple gives allow pal about to track your activity across other companies apps and websites and then pal about provides the
[00:06:48.360 --> 00:06:53.800]   In smaller much smaller print your data will be used to deliver personalized ads to you
[00:06:53.800 --> 00:06:56.360]   Which is the excuse?
[00:06:56.360 --> 00:07:01.600]   I some people complained about this and said that they should be able to tailor it specifically to their use case
[00:07:01.600 --> 00:07:06.640]   But to me, that's like a red flag. It's like if a contact app said we're gonna help you find your friends
[00:07:06.640 --> 00:07:11.120]   That's not informing you of the potential that they're also sucking all your contacts to the cloud
[00:07:11.120 --> 00:07:12.120]   Which a lot of them have done
[00:07:12.120 --> 00:07:17.280]   So I always think you've got to tell people the full positive the full scope of what that entitlement and permission allows
[00:07:17.280 --> 00:07:19.600]   So they can make an informed decision
[00:07:19.600 --> 00:07:25.000]   You can't just tell them like the best case scenario if nobody ever abuses the full scope of that privilege
[00:07:25.000 --> 00:07:30.400]   I've all right. I'm gonna be this is probably not a popular opinion here, but I'm gonna say it anyway
[00:07:30.400 --> 00:07:34.120]   Of course when you put it that way allow
[00:07:34.600 --> 00:07:41.480]   PayPal to track to track your activity across other companies apps and websites people would say yeah, I don't want that
[00:07:41.480 --> 00:07:43.120]   but
[00:07:43.120 --> 00:07:45.600]   Is it a little slanted? I mean I
[00:07:45.600 --> 00:07:50.660]   Mean doesn't I guess there's really no you can't there's no
[00:07:50.660 --> 00:07:55.520]   Education I just feel like it maybe if people had more information about it
[00:07:55.520 --> 00:07:59.200]   They would not necessarily be clicking 96% of the time to
[00:07:59.800 --> 00:08:04.720]   Disill how the offer was better like if they offer you five bucks for every website you went to yeah
[00:08:04.720 --> 00:08:09.700]   But I mean I don't know if people are full if that's informed consent. I guess is what I'm saying is it?
[00:08:09.700 --> 00:08:12.480]   It's yeah, it's it's hard to be completely informed for instance
[00:08:12.480 --> 00:08:19.280]   Google and all and a lot of its privacy disclosures that they have to make what they have to provide or excuse me
[00:08:19.280 --> 00:08:21.840]   what they choose to provide is kind of scary because
[00:08:21.840 --> 00:08:27.240]   For now they are being they're playing it safe with Apple by saying well by virtue the
[00:08:28.120 --> 00:08:33.080]   Google photos does not necessarily take all of this data and did and does anything with it
[00:08:33.080 --> 00:08:40.400]   But you have to be logged into your Google account to use Google photos and by virtue of that being logged into your Google account means that this
[00:08:40.400 --> 00:08:45.040]   Sort of stuff can be disclosed so there's gonna be some more granularity
[00:08:45.040 --> 00:08:51.760]   Maybe that once we once the developers figure out here is what Apple is going to punish here is what Apple is not going to punish
[00:08:51.760 --> 00:08:57.240]   I would love to I would love it if if the system became detailed enough that
[00:08:57.880 --> 00:09:01.440]   Users would feel comfortable simply saying well no, of course
[00:09:01.440 --> 00:09:02.200]   I don't want to be tracked
[00:09:02.200 --> 00:09:02.960]   This is not it
[00:09:02.960 --> 00:09:05.240]   This is not a follow me around and give me directions app
[00:09:05.240 --> 00:09:06.120]   So I don't want to be tracked
[00:09:06.120 --> 00:09:10.640]   But every time that the app can't do something because of what that how that's been set
[00:09:10.640 --> 00:09:17.520]   It can say again a stance some sort of a standardized alert saying this this app can't this app was not able to pull up
[00:09:17.520 --> 00:09:21.640]   You're the coupons that you saved at this vendor because it was unable to
[00:09:21.640 --> 00:09:27.080]   Maintain your identity in this store if you don't want that here's how to fix that or here's how to go back on that
[00:09:27.080 --> 00:09:29.560]   Well or what if you know, I mean in some cases it's
[00:09:29.560 --> 00:09:32.000]   Look we're a free service and
[00:09:32.000 --> 00:09:38.800]   The tracking we use is so advertisers will buy ads to support this service if we don't do this
[00:09:38.800 --> 00:09:42.760]   We won't survive might be a
[00:09:42.760 --> 00:09:48.720]   Instagram did that to me I went to Instagram and it said like you have to allow this for Instagram to stay free
[00:09:48.720 --> 00:09:51.240]   But my my I would I would have done
[00:09:51.240 --> 00:09:56.400]   Do you think for Instagram to say that is that hyperbole or is that fair?
[00:09:56.400 --> 00:10:04.720]   Well, no, but so I think smarter would have been for them to stop tracking momentarily and serve you the absolute worst most like
[00:10:04.720 --> 00:10:09.680]   Reminent ads possible the ones that you get that you know that you've exhausted the supply on any web page
[00:10:09.680 --> 00:10:15.720]   Like the ones look like pimples and like all the worst ads and then then turn the tracking on so you get the pop up and say
[00:10:15.720 --> 00:10:21.440]   Look apples forcing us to give you like the lowest common denominator ads if you'd like much better ads
[00:10:21.440 --> 00:10:23.440]   Just hit this button. I'll give you the
[00:10:23.520 --> 00:10:27.320]   Actually though the consequence I think I have been told by people that
[00:10:27.320 --> 00:10:33.160]   Advertisers just won't buy ads on that platform if they don't have information about who those ads are hitting
[00:10:33.160 --> 00:10:34.200]   They still have it
[00:10:34.200 --> 00:10:40.320]   It's just the conjoining of that information with the specificity of the web like Facebook still has near perfect knowledge of everybody using their system
[00:10:40.320 --> 00:10:45.680]   They were they were doing things like buying the credit cards and making side deals on their websites to get specific
[00:10:45.680 --> 00:10:48.440]   knowledge for those domains, but
[00:10:48.440 --> 00:10:50.440]   I
[00:10:50.440 --> 00:10:58.760]   That's the other side of it is that maybe Apple's giving you false hope that if you block it you think oh good
[00:10:58.760 --> 00:11:02.240]   I'm not tracked anymore and absolutely you're tracked you're right you make it excellent
[00:11:02.240 --> 00:11:08.480]   They own the biggest properties on the web like they're tracking us through YouTube and Gmail and Google search and through Instagram and messenger and face
[00:11:08.480 --> 00:11:10.680]   So this might not be so they have near perfect knowledge
[00:11:10.680 --> 00:11:16.760]   This might not be so different than the cookie announcement you see on every website you visit now might be making you feel good button
[00:11:17.680 --> 00:11:22.840]   Yeah, well the only difference the huge difference Google has is they own chrome and they can do whatever they want in chrome and nobody can stop
[00:11:22.840 --> 00:11:28.920]   Well Google has a lot of first-party information because if you use Google to search they know every search you made and it doesn't
[00:11:28.920 --> 00:11:32.240]   They use Google's browser. They know everything you do that browser, but like
[00:11:32.240 --> 00:11:40.800]   Regardless and same with Facebook Facebook. You're giving Facebook. It's funny because a lot of people who are saying don't allow are probably giving Facebook
[00:11:40.800 --> 00:11:46.400]   Every bit of information that Facebook ever wanted one gap and people's privacy information is knowing that oh well
[00:11:46.400 --> 00:11:52.800]   I don't even have a Facebook account, so I'm safe that well, but you're visiting lots and lots of sites that have Facebook trackers on them
[00:11:52.800 --> 00:11:54.240]   so
[00:11:54.240 --> 00:11:57.920]   You're all even if so you're vulnerable to their ad network
[00:11:57.920 --> 00:12:00.040]   In other ways
[00:12:00.040 --> 00:12:05.360]   One of the most famous things that people the way I'm learning not to scare people when I talked to them about this
[00:12:05.360 --> 00:12:11.240]   But people say oh well the microphone on my mic the Facebook or this after network must be listening into my microphone
[00:12:11.240 --> 00:12:16.680]   I had a private conversation with a friend of mine yesterday about this thing and I got an ad for the next day
[00:12:16.680 --> 00:12:22.800]   And they don't realize that well probably because probably because either a like maybe you googled for that afterwards
[00:12:22.800 --> 00:12:28.720]   Or even just the fact that it knew that you're in the room with somebody who's a kombucha tea fanatic and that they probably
[00:12:28.720 --> 00:12:33.960]   Being being a kombucha tea fanatic probably talked to you the ear off about it for 25 minutes
[00:12:33.960 --> 00:12:37.480]   And that maybe now you're interested in more ads about kombucha tea
[00:12:37.640 --> 00:12:42.120]   So it's you're right in that you can't desensitize people to thinking
[00:12:42.120 --> 00:12:43.320]   Oh, I'll have to do is flip the switch
[00:12:43.320 --> 00:12:46.440]   All I have to do is install this ad blocker and I'm safe from tracking
[00:12:46.440 --> 00:12:48.360]   However, it's a simple thing
[00:12:48.360 --> 00:12:54.760]   This is going to be the thing where we take small steps to get to the destination and every if there's something that
[00:12:54.760 --> 00:13:00.320]   manufacturer like Apple can do to increase the security and increase the privacy on their device
[00:13:00.320 --> 00:13:07.480]   Why at why not do it? It's not complicated. Why not just do it? Well, I can give you a couple of reasons one because it doesn't do anything
[00:13:07.480 --> 00:13:09.680]   And two because it actually might do something
[00:13:09.680 --> 00:13:15.160]   on some some people may lose the ability to monetize I mean, I'm
[00:13:15.160 --> 00:13:18.760]   Constantly told we aren't gonna buy ads unless we can track
[00:13:18.760 --> 00:13:24.760]   I mean I hear that and the more advertisers get that information the more they're gonna demand that information
[00:13:24.760 --> 00:13:32.040]   I'm afraid so it might have be might simultaneously be the worst of both worlds that you think you're stopping Facebook
[00:13:32.040 --> 00:13:40.400]   Google from tracking you and you're not and you're demonetizing maybe a redditor a site that you like that can't advertise without that information
[00:13:40.400 --> 00:13:46.160]   Quest is also a bit ridiculous because like they don't need to track like and I know the kind of sponsors
[00:13:46.160 --> 00:13:50.120]   You're talking about and they don't need to track what they need to do is share conversion data with us
[00:13:50.120 --> 00:13:54.880]   I understand that you can see how effective I understand that Renee, but you yeah, I you know
[00:13:54.880 --> 00:14:01.480]   Go ahead try talking to those advertisers and agencies and say hey you don't need to do this and they say well
[00:14:01.480 --> 00:14:08.640]   We do and we're gonna and if you don't do it. We're not gonna buy ads and that's that the conversations over you can't persuade them
[00:14:08.640 --> 00:14:14.400]   Well, is that a very valuable perspective? Yeah, I'm just telling you
[00:14:14.400 --> 00:14:20.280]   I'll all I'm saying is that we've we've we're now in a situation where these ad emberks are completely unregulated
[00:14:20.280 --> 00:14:25.880]   Almost completely unrestricted and that's not working out wealth consumers
[00:14:25.920 --> 00:14:31.760]   So it's appropriate at this time for there to be some sort of a pushback so that the ad the ad industry can either a
[00:14:31.760 --> 00:14:35.600]   Determine that hey actually, you know what we can work within this framework
[00:14:35.600 --> 00:14:43.000]   They wouldn't be they there they've never been encouraged to work within this sort of privacy framework because they never had to step step one
[00:14:43.000 --> 00:14:47.440]   After this is not the collapse of right at the collapse of sponsored content
[00:14:47.440 --> 00:14:53.960]   It really is let's see how this this industry can react to no longer having that kind of unrestricted access
[00:14:53.960 --> 00:14:57.960]   And then if there are problems that are unsolved then we can go and address them
[00:14:57.960 --> 00:15:03.920]   But like I said, there have been so few advocates right now for user privacy. No, it's quite the
[00:15:03.920 --> 00:15:11.600]   Definitely quite the opposite. It swung completely the other way Andy that and this 96% proves it that everybody says
[00:15:11.600 --> 00:15:18.160]   I don't want tracking without cons without thinking about what the consequences will be and by the way Facebook Google and
[00:15:18.160 --> 00:15:23.080]   Renee YouTube they don't they're all first part a first person ads. Yeah
[00:15:23.080 --> 00:15:27.760]   That's they're all getting all the information right those big platforms are gonna survive
[00:15:27.760 --> 00:15:33.920]   It doesn't matter what Apple does. It's the little guy platform logs. It's I'm more it's people like that
[00:15:33.920 --> 00:15:39.800]   They're gonna struggle and podcasts why they're platforming. It's why it's why like Apple wants you in the Apple podcast app
[00:15:39.800 --> 00:15:43.740]   It's why it's so stupefying to me that puts me as an independent
[00:15:43.740 --> 00:15:50.200]   Podcaster on the outs because I have to join with Spotify I heart or Apple or screw me
[00:15:50.200 --> 00:15:55.960]   I'm not gonna get the ad buys but if you look at the moves in technology like Google very quickly they made their own browser
[00:15:55.960 --> 00:16:00.440]   They made their own podcaster. They're making all of the infrastructure so that they have total control over it
[00:16:00.440 --> 00:16:06.680]   So it's all first person's it's yeah, it's book isn't it's so interesting to me that Facebook isn't like they failed three times at making a phone
[00:16:06.680 --> 00:16:13.400]   Now like Amazon made the silk browser Facebook that had none of their browser projects were ever released their maps project was never released
[00:16:13.400 --> 00:16:15.520]   They basically
[00:16:15.520 --> 00:16:20.680]   ownership don't kill kid yourself Renee Facebook gets all the information they want
[00:16:20.680 --> 00:16:27.120]   Advertisers are very happy advertising on Facebook. It's very efficient. This will not hurt them
[00:16:27.120 --> 00:16:32.400]   It's it's they don't have the platform control unless you're on one of their web property is like they still have to deal with Apple
[00:16:32.400 --> 00:16:39.040]   They still have to deal with Google. They still have to deal with the whole thing. We were worried that Facebook would not survive mobile
[00:16:39.040 --> 00:16:42.840]   Remember they had no mobile strategy at all and I guess we were wrong
[00:16:42.840 --> 00:16:45.440]   Facebook has survived mobile
[00:16:45.440 --> 00:16:50.840]   But they don't have the power Google has like they could have very easily like I think of Mark Zuckerberg had more of a sense of commitment
[00:16:50.840 --> 00:16:57.040]   He could have very easily had the same infrastructure that Google enjoys at this point if you were conspiracy minded. I think
[00:16:57.040 --> 00:17:05.720]   One possible. I'm not sure this is what's happening one possible is that really this is the big tech companies and I'm gonna include Apple in this
[00:17:05.720 --> 00:17:13.880]   Saying pulling up the ladder after them, you know Apple just hired a major Facebook advertising exec
[00:17:13.880 --> 00:17:17.320]   Yeah for its ads platform. What ads platform you might ask
[00:17:17.320 --> 00:17:24.120]   Yeah, well, I don't think Apple should be in the ad business like at all like I think it's bad, but they are money
[00:17:24.120 --> 00:17:26.560]   I think Apple should want but they're their ad product
[00:17:26.560 --> 00:17:32.360]   It's it's ads inside the app store and ads inside news plus and other native iOS and Mac OS apps
[00:17:32.360 --> 00:17:35.600]   It says here so yeah
[00:17:35.600 --> 00:17:38.680]   It's it's not a good product and I don't think it's a business
[00:17:38.680 --> 00:17:41.880]   They should be in because it hurts their credibility on every other issue
[00:17:43.480 --> 00:17:48.440]   Yeah, I mean Apple doesn't break out how much it makes from advertising and its services revenue
[00:17:48.440 --> 00:17:53.760]   So we don't know it was fine with I add so I don't I don't buy the argument that this is like a new Apple thing
[00:17:53.760 --> 00:17:59.800]   It's just I think it's always been a dumb a dumb strategic move for them. Yeah, I say being CEO of an equally large company
[00:17:59.800 --> 00:18:06.120]   If I if I were conspiracy minded I would just say hey and I mean I think that's what
[00:18:06.120 --> 00:18:08.760]   Google has done with flock and
[00:18:08.760 --> 00:18:13.080]   Killing third-party cookies and just pulling the ladder up behind them saying we got what we got all the information
[00:18:13.080 --> 00:18:14.600]   We need
[00:18:14.600 --> 00:18:19.400]   The heck with the rest of you you have perfect knowledge. Yeah, so they don't care and I
[00:18:19.400 --> 00:18:26.520]   Don't know I just I wore maybe I'm silly to worry. I see what I see what the impact it has on our business
[00:18:26.520 --> 00:18:29.840]   very directly and you know and
[00:18:29.840 --> 00:18:37.600]   One of the reasons we started Club Twitter is because I don't think advertising is gonna work an independent podcast for more than the next couple of years after that
[00:18:38.200 --> 00:18:43.840]   It's all going to Spotify Apple Facebook all the companies that know that have perfect knowledge in your words
[00:18:43.840 --> 00:18:48.440]   Renee which is what Spotify is doing their building out their platform with all the acquisitions. They've been making as well, right?
[00:18:48.440 --> 00:18:55.320]   So an independent podcast will be much like an independent blog these days, which is a hobby and
[00:18:55.320 --> 00:19:02.200]   You know or or if you know if this kind of you get banned on all the social networks
[00:19:02.200 --> 00:19:04.200]   Yeah, or if this kind of
[00:19:04.200 --> 00:19:09.880]   You know sovereign writer notion takes takes hold in that's why we're doing the club to it
[00:19:09.880 --> 00:19:17.680]   Hopefully people will support the shows that they like and you can exist as a as a entity without advertising
[00:19:17.680 --> 00:19:22.760]   I don't think we could exist at the level we we exist right now that way, but who knows we'll see
[00:19:22.760 --> 00:19:25.760]   Depends how many people join club to it hit hit
[00:19:25.760 --> 00:19:32.360]   Wait wait for Leo's newsletter. Yeah, I mean if I started sub stack you know
[00:19:32.360 --> 00:19:38.680]   It's all over me quit stack. It's your own platform. You got own it's good. Well, we have it
[00:19:38.680 --> 00:19:41.440]   We do have a newsletter. I you know I just I
[00:19:41.440 --> 00:19:46.440]   Understand people don't want to be tracked believe me. I use Firefox with Facebook
[00:19:46.440 --> 00:19:51.640]   You know sandbox is Facebook like buttons and stuff so nobody the Facebook doesn't get any information
[00:19:51.640 --> 00:19:56.240]   There's no I don't have a Facebook account. So there's no, you know, it would have to be a shadow dossier
[00:19:56.240 --> 00:19:58.680]   But I don't want to add to their shadow dossier of me
[00:19:59.160 --> 00:20:03.720]   You know when I can I use a VPN when I do Google searches things like that, but
[00:20:03.720 --> 00:20:10.160]   It's hard to protect yourself your privacy especially from first parties and that's the real issue
[00:20:10.160 --> 00:20:12.960]   I think here's the first parties are gonna need all the information they want
[00:20:12.960 --> 00:20:15.760]   As long as you own the platform
[00:20:15.760 --> 00:20:19.520]   You know YouTube is never gonna have to worry about tracking
[00:20:19.520 --> 00:20:26.960]   Yeah, it's so funny because there are people I hear from people who were mad that we had to put some trackers in our
[00:20:27.200 --> 00:20:30.600]   Redirects and they said I'm just gonna watch it on YouTube and it was like
[00:20:30.600 --> 00:20:34.520]   Okay, oh wow oh
[00:20:34.520 --> 00:20:41.040]   And you could see because like if you look at SEO on Google versus SEO on YouTube like SEO on Google to me the difference between
[00:20:41.040 --> 00:20:47.560]   Success and failure of your blog SEO on YouTube means nothing because like all it matters is your video being good
[00:20:47.560 --> 00:20:51.240]   Cuz they have perfect knowledge of how long the person watches for what they watch where they stop
[00:20:52.040 --> 00:20:56.520]   about your tags and your titles I don't know if this was
[00:20:56.520 --> 00:20:59.160]   Facebook says this was a
[00:20:59.160 --> 00:21:01.720]   publicity stunt I think it was real signal
[00:21:01.720 --> 00:21:08.880]   But these ads on Instagram, you know you got this ad because you're a newlywed Pilates instructor and your cartoon crazy
[00:21:08.880 --> 00:21:12.640]   This ad used to be your location used your location to see you're in La Jolla
[00:21:12.640 --> 00:21:15.760]   You're into parenting blogs and thinking about
[00:21:16.240 --> 00:21:22.120]   LG BQ adoption and you know there were a lot more of these Facebook not only didn't take the buy
[00:21:22.120 --> 00:21:26.240]   But but according to signal and they do have a screenshot
[00:21:26.240 --> 00:21:30.560]   Disabled they're adding to tire like no, not only you're not
[00:21:30.560 --> 00:21:35.880]   About to say yeah never saw those ads and and by the way if you saw me you would have seen one
[00:21:35.880 --> 00:21:39.600]   You know you would have it would have been a small buy because it would be a small group of
[00:21:39.600 --> 00:21:44.720]   People Facebook says it was just a publicity stunt. They never bought the ads and we never canceled their
[00:21:45.040 --> 00:21:50.320]   Their account and well done there's signals agrees look at what they were trying to get publicity for yes
[00:21:50.320 --> 00:21:52.900]   Of course it was a publicity stunt. Okay. Yeah
[00:21:52.900 --> 00:21:57.400]   Yeah, and if you signal and you're competing against Facebook Messenger
[00:21:57.400 --> 00:22:02.040]   That's a message you'd like to get out is that you know Facebook knows everything has perfect knowledge
[00:22:02.040 --> 00:22:06.400]   Between this and the celebrate hack they've been doing a lot of good work on behalf of privacy
[00:22:06.400 --> 00:22:12.440]   Yes for individuals. Yeah, Moxie Molly Marlon Spike got a a celebrate device. We actually didn't talk about that
[00:22:12.440 --> 00:22:14.600]   He said fell off a truck
[00:22:14.920 --> 00:22:16.920]   Gosh, he's walking around the road and gosh
[00:22:16.920 --> 00:22:21.160]   He just bounced off a truck and landed at his feet and found that it was very
[00:22:21.160 --> 00:22:28.520]   Insecure that it would be easy to exploit vulnerabilities in the celebrate. Yeah, it's it's a hard
[00:22:28.520 --> 00:22:36.120]   It was a horrible story because it it showed that the data that is on that is collected or is put on to that celebrate device
[00:22:36.120 --> 00:22:43.280]   Can't be trusted because the software itself is vulnerable to modification that you could even just put a file on a phone
[00:22:43.280 --> 00:22:48.200]   That's being scanned if someone put preemptively put a file on a phone that's going to be scanned
[00:22:48.200 --> 00:22:54.520]   Suddenly that machine that was being used with celebrate is now infected and can be ordered to do whatever they want again including
[00:22:54.520 --> 00:22:59.680]   Delete information make create new information already one trial lawyer who's
[00:22:59.680 --> 00:23:02.240]   whose client got
[00:23:02.240 --> 00:23:08.120]   Was sentenced to jail based on evidence that was collected through celebrate is asking for a new trial based on this evidence that hey
[00:23:08.120 --> 00:23:11.800]   Look, we didn't they didn't demonstrate that the celebrate device that they used was not
[00:23:11.960 --> 00:23:20.120]   Hacked was not it was not manipulated in any way. This is a device sold by an Israeli company used by law enforcement and border patrol and others
[00:23:20.120 --> 00:23:27.040]   To snarf all the data off of your smartphone and then analyze it and figure out, you know
