
[00:00:00.000 --> 00:00:07.160]   It's time for Mac break weekly the last episode of 2018 and yeah, there's still a lot of Apple news
[00:02:50.840 --> 00:02:57.600]   Including have you ever done a vector podcast on Pokemon go? I did I did a vector video on it
[00:02:57.600 --> 00:03:01.160]   Just last two weeks ago because we got the embargo on the trainer battle
[00:03:01.160 --> 00:03:03.160]   So I did a whole how to do oh
[00:03:03.160 --> 00:03:06.760]   See it's getting before it came out. Yeah, it's getting to be like that
[00:03:06.760 --> 00:03:13.800]   It's getting to be big also with a little bigger. Yeah, it's getting bigger Andy and not go Chicago
[00:03:14.760 --> 00:03:20.160]   Normally you have the star who sometimes and now WGBH boss the boss of a big radio. Thank you
[00:03:20.160 --> 00:03:28.640]   Hello Andrew good to see you did you see hello apparently and I don't know how they would do this Russia used Pokemon go in
[00:03:28.640 --> 00:03:33.560]   2016 for their election propaganda. How would they do that Renee? I don't even know
[00:03:33.560 --> 00:03:42.080]   Okay, I just did Instagram Facebook and Twitter cute you with their tail. Um, this is this is that report that was that was
[00:03:43.840 --> 00:03:47.520]   offered to Congress committed by the Senate intelligence committee
[00:03:47.520 --> 00:03:52.480]   links between a YouTube account run by a Russian troll farm and a tumblr post encouraging
[00:03:52.480 --> 00:04:00.280]   Pokemon go players to name their Pokemon after police brutality victims. I don't think it worked I
[00:04:00.280 --> 00:04:03.520]   Don't think it worked
[00:04:03.520 --> 00:04:09.200]   This is whole social networking thing is an experiment that went wrong. We roll back. Can we roll back to friendster?
[00:04:10.360 --> 00:04:13.840]   Something something somewhere like terribly terribly wrong
[00:04:13.840 --> 00:04:17.200]   But we are here to talk Pokemon go
[00:04:17.200 --> 00:04:24.400]   Except in the in the interstices of the actual conversation Apple has announced it's gonna build a campus in Austin
[00:04:24.400 --> 00:04:27.760]   It's a great place no
[00:04:27.760 --> 00:04:31.480]   No, no, no campus - not just a technical support center
[00:04:31.480 --> 00:04:37.160]   Not just a logistics they already have all that stuff there an honest to gosh engineering and all full-on Apple campus
[00:04:37.360 --> 00:04:42.980]   Look at look at Apple's distribution this map from core. Oh actually. This is Apple.com
[00:04:42.980 --> 00:04:46.800]   Apple's projected US employment by 2022 and
[00:04:46.800 --> 00:04:53.680]   Those big dots are more than a thousand or more employees. They keep changing this map Hawaii had three before now
[00:04:53.680 --> 00:04:55.680]   It's gone to zero I'd so hey
[00:04:55.680 --> 00:04:59.520]   They left they didn't take the climate
[00:04:59.520 --> 00:05:03.760]   They went to Alaska. They went to a note. No, nobody's there either
[00:05:04.760 --> 00:05:09.480]   Nobody in Maine North Dakota South Dakota. There's a lot of lonely lot of build-up
[00:05:09.480 --> 00:05:16.400]   Now this includes retail, so I don't think that that's you know these are headquarter
[00:05:16.400 --> 00:05:23.400]   I don't know this isn't I don't think these are there says US employment. I think that's everybody a lot of retail stores that aren't being shown there
[00:05:23.400 --> 00:05:30.920]   9,000 people in all 50 states including Hawaii because there is an Apple store there so I
[00:05:31.360 --> 00:05:34.960]   Don't know anyway this new campus less than a mile from existing facilities
[00:05:34.960 --> 00:05:43.360]   133 acres 5,000 employees the capacity to grow to 15,000 which may makes Apple the largest private employer in Austin
[00:05:43.360 --> 00:05:47.840]   Where was the beauty pageant? I missed the entire beauty pageant. Yeah, that's what Amazon did
[00:05:47.840 --> 00:05:53.200]   Yeah, I mean it was supposed to be weeks of entry goes supposed to be like the amazing race but campuses
[00:05:53.200 --> 00:06:00.160]   It's only it's almost as if like Apple had no like business use for all the data about city
[00:06:00.160 --> 00:06:06.800]   Infrastructure that they could collect oh by making every basically making every major city open up their books to them. Oh
[00:06:06.800 --> 00:06:11.960]   But that but that's just cynical for me. I'm sure he's here's retail. This is retail
[00:06:11.960 --> 00:06:18.000]   So there's a lot of there's a lot of there. We go. Oh, why he's back. Thank goodness wise back as is Alaska
[00:06:18.000 --> 00:06:21.360]   Montana so sorry
[00:06:21.360 --> 00:06:24.800]   With the code is South Dakota. There's no Apple store there
[00:06:26.320 --> 00:06:31.160]   You know every every it's like rate. It's like the new radio shack every town should have an Apple store
[00:06:31.160 --> 00:06:33.480]   Yeah, next every Starbucks. Yeah
[00:06:33.480 --> 00:06:42.280]   Apple is trying to figure out what it's gonna do China has banned all but the iOS 12 iPhones
[00:06:42.280 --> 00:06:47.040]   Thanks to the Qualcomm lawsuit one way to do this
[00:06:47.040 --> 00:06:49.880]   an
[00:06:49.880 --> 00:06:56.280]   Increase I don't understand how this will do it you can explain it to me in pegatron iPhone assembly to skirt China band
[00:06:56.280 --> 00:06:59.720]   Is pegatron outside China? This the whole thing is so
[00:06:59.720 --> 00:07:04.480]   It's pegatron. I don't know because they're all tier one base, but they manufacture a lot in Sanjian
[00:07:04.480 --> 00:07:06.200]   I think but it's so weird
[00:07:06.200 --> 00:07:11.880]   It's a it's a Qualcomm patent but for software and software updates can get around the patent because it's really a software
[00:07:11.880 --> 00:07:16.440]   Pat so they're just eventually the patch the patch would would change this
[00:07:16.440 --> 00:07:23.320]   Yeah, I mean there are rumors that were rushing out the patch this week just to according to the Nikkei Asian review and
[00:07:23.760 --> 00:07:30.720]   documents they saw iPhones produced by pegatron are exempt from the band whereas phones sourced from Foxconn and Wistron are blocked
[00:07:30.720 --> 00:07:40.360]   Apparently pegatron pays a license fee for soft for the software Apple uses that's Qualcomm's asserting
[00:07:40.360 --> 00:07:44.360]   They own and Foxconn and Wistron don't I even know that was possible
[00:07:44.360 --> 00:07:50.000]   Apple is a lawyer today on Bloomberg. He was he was dapper and he had the best name ever. What was that?
[00:07:50.880 --> 00:07:59.280]   I was like paddy is robust or some amazing like young adult novel and a double-check it some amazing young adult novel name
[00:07:59.280 --> 00:08:01.280]   What did he say he say?
[00:08:01.280 --> 00:08:07.640]   Even we lawyers can't figure this he just he just said it was a bunch of mumbo jumbo to distract from the fact that they had
[00:08:07.640 --> 00:08:12.640]   No case and that they were abusing friend and they all the same things like the basic thought he was not a lawyer for Apple
[00:08:12.640 --> 00:08:18.400]   It was a lawyer for Apple manufacturers who was one and not very happy and it seems like this is all getting caught up in the
[00:08:18.400 --> 00:08:22.480]   Trade was all about the trade war. Yeah, it's just tit for tat. It's a retaliation
[00:08:22.480 --> 00:08:28.960]   Bostress Jr. Sorry Theodore Bostress Jr. That's a good name. You're right
[00:08:28.960 --> 00:08:32.760]   Dick Van Dyke's name and shitty shitty bang
[00:08:32.760 --> 00:08:42.400]   pegatron is also looking about looking at moving some of its iPhone production to Indonesia and that's about tariffs right that's what happened to my
[00:08:42.400 --> 00:08:44.600]   E-bike where my E-bike go sit here somewhere
[00:08:45.400 --> 00:08:51.480]   It took me months to get it because they had to move their production to Germany from the US because they had a
[00:08:51.480 --> 00:08:54.920]   $300,000 bill for the motors they had imported
[00:08:54.920 --> 00:08:58.800]   From China that due to the new 25% tariff
[00:08:58.800 --> 00:09:06.200]   This is this is typical what's going on so many industries related to tech and even something even not related to tech
[00:09:06.200 --> 00:09:13.080]   They can't make the plans they thought that they could make five years out are now inoperative because now they have to have a plan
[00:09:13.600 --> 00:09:19.880]   Whatever plan B and plan B. They say had before now. They have to have a plan B prime a plan C prime
[00:09:19.880 --> 00:09:23.120]   I talked to someone that was a couple months ago
[00:09:23.120 --> 00:09:30.480]   That was like we literally have three books on the shelf one is if one is if Trump gets thrown out of office
[00:09:30.480 --> 00:09:34.800]   Before the end of his term one before if he does not get reelected
[00:09:34.800 --> 00:09:43.200]   But a Democrat takes over one is if a Republican takes over and all with sub issues on basically what happens with the
[00:09:43.480 --> 00:09:49.560]   With tariffs and relationship with China and a lot of it is really long-term stuff not just oh boy
[00:09:49.560 --> 00:09:53.360]   Oh, thank goodness the tariff war is over now. We can go back to business as usual
[00:09:53.360 --> 00:09:58.680]   We're seeing them saying well, let's move both let's start relationships with other chains
[00:09:58.680 --> 00:10:05.040]   Let's make sure that we now have alternatives to go to whereas we thought that this line was absolutely rock solid
[00:10:05.040 --> 00:10:10.840]   Now we have to realize that we're building on sand and we have to be able to we have to be able to move the caravan whenever we need to
[00:10:10.960 --> 00:10:15.200]   Now Qualcomm's going back to China. They said oh that worked. Let's see if we could take advantage of this
[00:10:15.200 --> 00:10:19.880]   Political situation to get the 10s 10s max and the 10r band
[00:10:19.880 --> 00:10:24.920]   Financial time says Qualcomm's asking courts in China to ban the latest models
[00:10:24.920 --> 00:10:30.600]   We plan to use the same patents to file suit against the three new iPhone iPhone models
[00:10:30.600 --> 00:10:37.680]   It'll be it'll be interesting that that's kind of it's kind of sleazy to take advantage of a political situation - I
[00:10:37.680 --> 00:10:39.760]   wonder whether
[00:10:39.760 --> 00:10:47.320]   At some point this this becomes there's a there's a possible future 10 years out that that has like when we say what happened to Qualcomm
[00:10:47.320 --> 00:10:49.200]   Like what where did they go?
[00:10:49.200 --> 00:10:54.360]   Well, and it was like well they picked a fight with one of their largest suppliers or what largest clients, you know
[00:10:54.360 --> 00:10:58.880]   And you know Apple is slowly working them out. You know a lot of people are working them out
[00:10:58.880 --> 00:11:03.920]   I think a lot of people are you know that this push that their the Qualcomm's doing could end up
[00:11:03.920 --> 00:11:08.680]   You know doing them a lot of damage in the long term. I was trying to figure out why countries
[00:11:08.680 --> 00:11:12.680]   Yeah, right. I was trying to figure out why my iPhone got 12.1.2
[00:11:12.680 --> 00:11:15.760]   But my iPad did not it's still at 12.1.1
[00:11:15.760 --> 00:11:21.440]   There's two reasons one because the eSim had a bug that they enabled a 12.1.1
[00:11:21.440 --> 00:11:26.280]   But the real but the other reason there's an update on the iPhone is these patents yep
[00:11:26.280 --> 00:11:29.960]   This is
[00:11:29.960 --> 00:11:31.960]   this is an attempt
[00:11:31.960 --> 00:11:33.080]   to
[00:11:33.080 --> 00:11:38.280]   Address the three patents in the Qualcomm case so that they don't lose the right to sell iPhone
[00:11:39.040 --> 00:11:42.280]   This year's iPhones in China or elsewhere
[00:11:42.280 --> 00:11:50.560]   Benefits me will update every modern iPhone with the push of a Qualcomm says despite the 12.1.2 update Apple continues to violate
[00:11:50.560 --> 00:11:57.280]   The injunction that would see iPhone sales ban in China Qualcomm believes they're in violation of the court order
[00:11:57.280 --> 00:12:02.080]   Even though they haven't been permission given permission to do so. So what a vicious
[00:12:02.080 --> 00:12:08.160]   fight is going on you know to Alex's point Qualcomm is a is a silicon vendor and
[00:12:08.160 --> 00:12:10.400]   That's not even their main business their main business is patent
[00:12:10.400 --> 00:12:17.400]   patent licensing and those two businesses aren't aren't harmonious one patent licensing damages their other business and
[00:12:17.400 --> 00:12:22.520]   They've had a lock on a lot of the chipsets because if you wanted to if you wanted to sell phones in America
[00:12:22.520 --> 00:12:26.440]   You had to use CDMA because of Verizon and Sprint and that was not the case internationally
[00:12:26.440 --> 00:12:33.540]   But Qualcomm took an exorbitant tax because of its right to the US market and people like even Samsung who makes their own much better chips
[00:12:33.540 --> 00:12:38.360]   Then Qualcomm had to use this will decided it was in their best interest to use Qualcomm chips in the US
[00:12:38.360 --> 00:12:40.280]   There's thus bifurcating their phone lines
[00:12:40.280 --> 00:12:43.380]   but that's increasingly not going to be the case as you know quark as a
[00:12:43.380 --> 00:12:49.260]   Huawei and Samsung and Apple and all these companies start going to their own silicon and now out of their own modems
[00:12:49.260 --> 00:12:52.340]   And I think it's really short-sighted of Qualcomm to put
[00:12:52.340 --> 00:12:56.980]   The they made a lot of money off of these patents. Yeah, great for them smart business
[00:12:56.980 --> 00:12:57.740]   I'm glad they got it
[00:12:57.740 --> 00:13:03.460]   But I think tell us this point they could have looked to the very short-term future and seen we can either progress this and try to
[00:13:03.460 --> 00:13:09.380]   Gout as much money as we can before we crash and burn or we can do a fair arrangement with all of these companies and all of these
[00:13:09.380 --> 00:13:15.000]   Territories and make quite a bit of money still going forward for years to come and when you look at Apple opening up
[00:13:15.000 --> 00:13:19.740]   Expanding, you know, they're opening up in Austin, but they're also expanding their presence in San Diego
[00:13:19.740 --> 00:13:25.380]   They're doing that, you know for some specific reasons, you know, I mean, you know, it would be very convenient if you had
[00:13:25.380 --> 00:13:27.180]   I mean, I don't know, you know what Apple's doing there
[00:13:27.180 --> 00:13:32.100]   But I but Qualcomm is in San Diego and it would be very convenient in California where there is no
[00:13:32.900 --> 00:13:39.180]   Non-competes you can start, you know with it with their kind of wallet Apple can start draining their engineering staff
[00:13:39.180 --> 00:13:42.940]   You know, and that's something that you know, I know I don't know what Apple's gonna do with it
[00:13:42.940 --> 00:13:44.940]   I know that's what I would do with it
[00:13:44.940 --> 00:13:46.940]   You guys are suspicious isn't it?
[00:13:46.940 --> 00:13:51.100]   If someone if someone if someone played dirty pool with me in China, but wait a minute
[00:13:51.100 --> 00:13:55.980]   I would open up and I would try to hire every one of their engineers. I mean, I don't pretend to understand this case
[00:13:55.980 --> 00:13:57.980]   I don't know that it's dirty pool
[00:13:57.980 --> 00:14:01.620]   Admittedly, it's a political situation
[00:14:02.420 --> 00:14:05.100]   Yeah, well, they want they want profits
[00:14:05.100 --> 00:14:10.660]   They believe that their component in the phone is so important that they deserve royalties based on the entire phone
[00:14:10.660 --> 00:14:13.500]   Not just on their component which we have an apple saying
[00:14:13.500 --> 00:14:15.700]   They're not gonna give you one red said either, right?
[00:14:15.700 --> 00:14:20.820]   Well, they'll say they'll pay a fair and reasonable amount like based on the based on the cost of the component not on the cost of the
[00:14:20.820 --> 00:14:25.860]   Phone and if you think about like like Sony makes a sensor Sony saying cameras are so important to from now
[00:14:25.860 --> 00:14:29.780]   We want 20% and the modem wants 20% and the AR technology
[00:14:29.780 --> 00:14:33.060]   And pretty soon is 120% of the profits leaving the phone
[00:14:33.060 --> 00:14:37.580]   I mean every company has to be reasonable, but the bigger problem is that Qualcomm's patents are again
[00:14:37.580 --> 00:14:38.700]   They're eating their business
[00:14:38.700 --> 00:14:41.140]   They they don't have the best engineers anymore
[00:14:41.140 --> 00:14:47.020]   They just announced a new processors and as a generation behind what Apple and Samsung are doing and that's just not in their best interest
[00:14:47.020 --> 00:14:49.660]   Either because it's hard enough to have a merchant silicon business
[00:14:49.660 --> 00:14:53.660]   But if you're draining it for the patent fights, that's that's just even worse for you in the long run
[00:14:53.660 --> 00:14:59.580]   Yeah, well, they're they're they're real pro their real product is compatibility the fact that they've got this chip set that
[00:14:59.580 --> 00:15:06.380]   That works everywhere with every carrier across the world and they have a lot of experience in making sure that these things maintain compatibility
[00:15:06.380 --> 00:15:15.580]   They also have a lot of experience in fighting to make sure that the standards that are approved are very compatible with what Qualcomm wants to make or what Qualcomm can defend
[00:15:15.580 --> 00:15:21.060]   So it's not just that it's not just manufacturing capability. It's not just the speed of the processors
[00:15:21.060 --> 00:15:26.980]   It's the knowledge that if you put that Q processor that a Q mode inside your device a lot of your problems are solved
[00:15:26.980 --> 00:15:31.220]   We see a lot of stories about how Apple and other companies
[00:15:31.220 --> 00:15:34.900]   Because they are smart working on their own
[00:15:34.900 --> 00:15:40.580]   Their own technology to replace Qualcomm's, but that's gonna have a bunch of growing pains
[00:15:40.580 --> 00:15:42.940]   They're really gonna have to have their chips
[00:15:42.940 --> 00:15:51.300]   Up and working for several years of testing before they would try to put inside something as specific as an iPhone
[00:15:51.620 --> 00:15:58.500]   The Apple you know that you know what kind of disruption it takes when you find out that on one carrier in one country
[00:15:58.500 --> 00:16:04.100]   With one that that an iPhone is now not working or it's not getting the the promised speeds
[00:16:04.100 --> 00:16:06.180]   That's almost a crisis point
[00:16:06.180 --> 00:16:11.800]   Imagine how bad it would be to say that well so long as you're not in a zone that has both
[00:16:11.800 --> 00:16:17.740]   5g and LTE at the same time on a tower that has a common misconfiguration on it
[00:16:17.740 --> 00:16:23.100]   You will get good speeds otherwise enjoy your haze robotic 1200 modem speeds
[00:16:23.100 --> 00:16:27.540]   So that's that's really what they're selling but your but Renee is absolutely right there real
[00:16:27.540 --> 00:16:33.540]   I think they're playing their hands way too great too hard. This could be I have heard of companies in the past
[00:16:33.540 --> 00:16:37.380]   Essentially being as smart as Renee is saying saying that well
[00:16:37.380 --> 00:16:40.420]   We know that we only have a few more years in which we can make money off of this
[00:16:40.420 --> 00:16:44.580]   So let's just let's just smash open as many piggy banks as possible
[00:16:44.900 --> 00:16:50.460]   And if it if it involves holding people's feet to the fire and people basically holding companies products hostage
[00:16:50.460 --> 00:16:52.180]   We're gonna have to do that
[00:16:52.180 --> 00:16:56.220]   But the Lord knows that they're their business transitioning into
[00:16:56.220 --> 00:17:00.220]   wearable to wearable processors is not doing that great
[00:17:00.220 --> 00:17:07.100]   Because they are building chips for almost a dying range of mobile of wearable devices right now
[00:17:07.100 --> 00:17:10.660]   So they're gonna have their so maybe they really are in this sort of drastic
[00:17:10.660 --> 00:17:16.860]   Let's get as much money in the kitty so we can we can ease out the coming storm when I believe that they're really can't afford to make those
[00:17:16.860 --> 00:17:21.340]   Watch chips like that's the reason like the reason they have bad watch ships is because they reused an old chip
[00:17:21.340 --> 00:17:26.100]   And now they're reusing the reused old chip because they don't have enough money to invest in new chips
[00:17:26.100 --> 00:17:30.980]   And a lot of that I think goes because is because of the way that they're draining their coffers to these patent flights
[00:17:30.980 --> 00:17:36.220]   Well, and I think that I believe that the SEC is is is investigate them under the frand
[00:17:39.500 --> 00:17:44.140]   Requirements and if if they lose that then all of this goes away like it, you know, it's it's a devastating
[00:17:44.140 --> 00:17:50.380]   I I'm not thrilled by Apple's choice of Intel modems either in its devices, which are worse than the Qualcomm
[00:17:50.380 --> 00:17:52.540]   chips, so
[00:17:52.540 --> 00:17:54.540]   That hurts consumers doesn't it?
[00:17:54.540 --> 00:18:02.740]   Yeah, once once again, that's a big it's not it's not a third rail that it would be a very very big step from a disabled
[00:18:02.740 --> 00:18:07.740]   We're going to go with a less compatible modem than the industry standard so
[00:18:08.620 --> 00:18:17.100]   It's a you know these things nobody wins unfortunately they're expensive and drawn out and I'm sure both sides feel like they have a case
[00:18:17.100 --> 00:18:22.580]   Here they wouldn't be pursuing it. It is a shame that it got caught up in the trade war
[00:18:22.580 --> 00:18:24.100]   right
[00:18:24.100 --> 00:18:31.220]   Both more importantly both sides feel as though they have a very deep financial interest to keep this fight going rather than to find a point
[00:18:31.220 --> 00:18:34.740]   In which to settle this this isn't like Microsoft Apple from years ago
[00:18:34.740 --> 00:18:40.300]   Where each had something that the other wanted or needed and so they could come they could come back and say Apple
[00:18:40.300 --> 00:18:43.180]   You can help us out a lot with this antitrust thing
[00:18:43.180 --> 00:18:49.460]   We're going through with with with with with the government Apple said you could really help us maintain credibility
[00:18:49.460 --> 00:18:52.760]   If you were to pledge support for the mag for the next few years
[00:18:52.760 --> 00:18:58.220]   Qualcomm Apple does not have anything like that going on it really is you're holding you are
[00:18:59.060 --> 00:19:03.660]   Qualcomm saying basically thinking of that Apple is the key to the continued success of the company
[00:19:03.660 --> 00:19:08.020]   They needed those taps of money to keep on going Apple is saying you are holding us up
[00:19:08.020 --> 00:19:10.060]   You're charging us money that we don't think we need to pay
[00:19:10.060 --> 00:19:12.420]   This is not going to end except in fire
[00:19:12.420 --> 00:19:16.240]   Although Qualcomm chips are using every other phone except apples phones
[00:19:16.240 --> 00:19:21.800]   Right in the US, but they're not you internationally like here in is used in Huawei and Exynos is
[00:19:21.800 --> 00:19:26.260]   Yeah, they're using in jurisdictions where you need CDMA, right? Is that the reason? Yes? Yeah?
[00:19:26.260 --> 00:19:28.260]   Yeah
[00:19:28.260 --> 00:19:31.140]   Yeah, and because
[00:19:31.140 --> 00:19:34.820]   No, but I also Verizon and Sprint didn't switch to HSPA like every other
[00:19:34.820 --> 00:19:41.860]   Performers like in Canada Bell and tell us switch to HSPA because they wanted to get on the LTE train to the ignorant observer
[00:19:41.860 --> 00:19:46.340]   And I'll count myself as that it looks a lot like what Apple did to Adobe. Okay fine
[00:19:46.340 --> 00:19:52.620]   Make our own right right and Apple is kind of notorious for that. Okay fine
[00:19:54.860 --> 00:19:58.940]   They're they can afford to be they have the money but the other side of that coin is that Qualcomm?
[00:19:58.940 --> 00:20:02.500]   Usually in these types of arrangements you say I'm gonna our tech fine
[00:20:02.500 --> 00:20:06.260]   We'll allow your technology to be the basis for something so important as
[00:20:06.260 --> 00:20:10.140]   Interoperable network communications for the upcoming wireless standard
[00:20:10.140 --> 00:20:14.180]   But at the same time you have to agree to then license those patents freely
[00:20:14.180 --> 00:20:21.220]   Reasonably and non-discriminatory and that's the part that's under litigation a good template for that is what Apple does with arm
[00:20:21.220 --> 00:20:27.220]   Because apples chips are based on arm chips just as Qualcomm's chips are and that apparently is a happy relationship for both parties
[00:20:27.220 --> 00:20:31.020]   And arm doesn't say you have to give us 20% of the entire phone because we're so important
[00:20:31.020 --> 00:20:33.220]   We make the entire phone work right one
[00:20:33.220 --> 00:20:38.060]   And I think that a lot of this fight is also building up towards the modems that we're using in the future will be 5g
[00:20:38.060 --> 00:20:39.380]   And you know
[00:20:39.380 --> 00:20:43.700]   I think Apple's trying to make a decision about what they're gonna use to make their own they want to make their own and and
[00:20:43.700 --> 00:20:45.380]   I'm surprised that they haven't made their own
[00:20:45.380 --> 00:20:49.460]   I mean given how much money they're making and how long they've been doing it
[00:20:49.460 --> 00:20:53.300]   Doesn't it kind of surprises me. They haven't internalized these capacities earlier
[00:20:53.300 --> 00:21:00.580]   But that's interesting. Yeah, yeah, I mean on a device that's as small as an iPhone
[00:21:00.580 --> 00:21:07.340]   Would Apple be willing to have their own 5g chipset, but then use someone else's chipset for 4g and LTE?
[00:21:07.340 --> 00:21:15.460]   As as opposed to here is one package that will deliver everything including future compatibility with a with rootwear upgrades
[00:21:15.700 --> 00:21:22.980]   and this is Apple is in a good position because they could build all of this themselves the problem is that
[00:21:22.980 --> 00:21:31.060]   The reason the reason why Android is the de facto operating system for mobile is that all these other companies don't have the resources to build
[00:21:31.060 --> 00:21:35.340]   Their own operating system if someone offers them something off the shelf that can be modified
[00:21:35.340 --> 00:21:36.820]   They'll definitely gonna take it
[00:21:36.820 --> 00:21:42.500]   But right there is gonna be a point at which Qualcomm is not gonna be able to keep holding at these people up to these things
[00:21:42.500 --> 00:21:44.500]   especially if Apple
[00:21:44.500 --> 00:21:48.740]   If Apple really wanted to poison the milk what they could do is essentially
[00:21:48.740 --> 00:21:56.740]   Have their researchers build their own sort of solution to this problem and then open source it or that or
[00:21:56.740 --> 00:22:03.300]   Offer it as just basically say we we feel as though compatibility of phones for everybody helps everybody
[00:22:03.300 --> 00:22:10.500]   And so we're taking these these 900 million dollars for the research we did and the chip fab the templates
[00:22:11.220 --> 00:22:15.300]   We'll give you samples. We'll send people out to your factories to help you make these things
[00:22:15.300 --> 00:22:18.740]   all because we want phones to be compatible and the
[00:22:18.740 --> 00:22:23.300]   And the tricky part of that is that you know that's what they a lot of what was being pushed for vp 9
[00:22:23.300 --> 00:22:28.180]   You know and a lot of the other things that google was doing because google and facebook and other books don't want to pay h2
[00:22:28.180 --> 00:22:30.180]   60, you know, and they don't want to pay for the
[00:22:30.180 --> 00:22:32.260]   Ampegg la
[00:22:32.260 --> 00:22:36.500]   Ampegg la for all the rights and so they want to open source something then you end up in legal battles because
[00:22:36.500 --> 00:22:39.380]   They're saying that the open source stuff is of course based on the
[00:22:39.860 --> 00:22:43.540]   All av1 now. Alex that's gonna save us so quarkam
[00:22:43.540 --> 00:22:49.540]   Interestingly has 15 percent of the 5g patents out there. They're not it's not over when cdma goes away
[00:22:49.540 --> 00:22:51.940]   And one of the drafting 6g already
[00:22:51.940 --> 00:22:55.780]   Yeah, and one of the big issues is going to be that qual as you know the qualcom is
[00:22:55.780 --> 00:22:58.900]   Broadcom's trying to buy qualcom. They're a singapore
[00:22:58.900 --> 00:23:00.740]   company
[00:23:00.740 --> 00:23:04.820]   uh, and the big concern in the united states is that china will have the bulk of
[00:23:04.820 --> 00:23:09.700]   5g patents remember we're trying to you know the administration
[00:23:09.780 --> 00:23:11.780]   Trying to keep people from using wahweigh gear
[00:23:11.780 --> 00:23:20.340]   uh zte gear no kia has 11 percent erics and 8 percent qualcom 15 percent and so there's some fear that if a singapore company acquires
[00:23:20.340 --> 00:23:21.700]   qualcom
[00:23:21.700 --> 00:23:23.860]   That there's more patents that are going out of the us
[00:23:23.860 --> 00:23:29.380]   I was always surprised apple didn't buy in finion and let intel buy them because if any one was the original modem maker and if apple did
[00:23:29.380 --> 00:23:32.260]   Want to be in that business that would have given them several years of a head start
[00:23:32.260 --> 00:23:38.420]   All right, this is cynical, but maybe apple made the decision. It's cheaper to cheaper to fight this in court than to buy in finion
[00:23:39.220 --> 00:23:43.860]   Maybe maybe it seems like that's in their wheelhouse though. I mean that was the thought when it started
[00:23:43.860 --> 00:23:51.060]   Right, it hasn't really hasn't stayed cheaper. Yeah. Yeah, maybe they thought that would be that's just a problem with court, you know
[00:23:51.060 --> 00:23:58.980]   It's always it's a crapshoot. You don't know what the results are gonna be and and so for a nail and closer kingdom and and the thing is
[00:23:58.980 --> 00:24:01.380]   lawyers
