
[00:00:00.000 --> 00:00:04.000]   [music]
[00:07:11.240 --> 00:07:17.680]   On that software update and you should see GarageBand QuickTime and iTunes if you have
[00:07:17.680 --> 00:07:19.520]   those three programs installed.
[00:07:19.520 --> 00:07:24.000]   Because last week they had an I work 0902 update.
[00:07:24.000 --> 00:07:26.240]   So I guess they're slowly updating the apps now.
[00:07:26.240 --> 00:07:27.240]   Well, there's a.
[00:07:27.240 --> 00:07:30.640]   No, there's a very severe and we probably could talk about this.
[00:07:30.640 --> 00:07:37.760]   There's a very severe hole in the Java that Apple ships with the Mac.
[00:07:37.760 --> 00:07:40.120]   Remember that the couple of weeks ago, the 10th?
[00:07:40.120 --> 00:07:41.120]   They did not.
[00:07:41.120 --> 00:07:45.440]   The 1057 update, this 450 meg update that they did.
[00:07:45.440 --> 00:07:46.440]   Well, we were.
[00:07:46.440 --> 00:07:50.040]   No, I'm not the expert on this, but Steve Gibson was talking about the exploit and he
[00:07:50.040 --> 00:07:55.200]   said the guy who discovered the exploit decided to release information because Apple didn't
[00:07:55.200 --> 00:07:56.200]   put it in 10.
[00:07:56.200 --> 00:07:57.200]   He gave him time.
[00:07:57.200 --> 00:07:59.120]   He said they've known about this for months.
[00:07:59.120 --> 00:08:00.840]   It's a severe exploit.
[00:08:00.840 --> 00:08:04.800]   What that means is alarm bells now should be going off in your head because the bad guys
[00:08:04.800 --> 00:08:05.800]   now know how to do it.
[00:08:05.800 --> 00:08:08.560]   The exploit is published.
[00:08:08.560 --> 00:08:12.080]   This would be a complete on your Mac exploit.
[00:08:12.080 --> 00:08:16.360]   You go to a webpage with Malformed Java on it.
[00:08:16.360 --> 00:08:19.040]   I don't know whether it'll ask you whether you should trust it or not.
[00:08:19.040 --> 00:08:21.600]   I presume it will, but I don't know that.
[00:08:21.600 --> 00:08:23.200]   I'll have to look into that.
[00:08:23.200 --> 00:08:24.560]   It will then take over your machine.
[00:08:24.560 --> 00:08:27.360]   This is something to be very aware of and the bad guys have it.
[00:08:27.360 --> 00:08:30.360]   And Apple, unless they patched it secretly with this latest patch.
[00:08:30.360 --> 00:08:33.120]   I thought they patched it with the 1057 did not.
[00:08:33.120 --> 00:08:35.880]   No, I thought they patched it with the, I thought they patched it in Safari.
[00:08:35.880 --> 00:08:39.080]   Well, they have to, what they have to do is to give you a new JVM.
[00:08:39.080 --> 00:08:40.080]   Right.
[00:08:40.080 --> 00:08:41.000]   So I'm going to do some research on that.
[00:08:41.000 --> 00:08:43.800]   I don't know.
[00:08:43.800 --> 00:08:48.400]   But you put an actually an interesting article here from Mac World in the mix.
[00:08:48.400 --> 00:08:51.520]   Despite a bongled Java fix, the Mac is still safer than Windows.
[00:08:51.520 --> 00:08:52.520]   This is rich.
[00:08:52.520 --> 00:08:57.800]   And by the way, Jerry, who is a Windows user, if you want to jump in at any point, are
[00:08:57.800 --> 00:08:58.800]   you all hardware?
[00:08:58.800 --> 00:08:59.800]   Do you cover software at all?
[00:08:59.800 --> 00:09:00.800]   I'm mainly hardware.
[00:09:00.800 --> 00:09:01.800]   Okay.
[00:09:01.800 --> 00:09:04.520]   So you're not going to say, Oh, well, let me tell you guys in the max or losers.
[00:09:04.520 --> 00:09:07.200]   Well, I could if you want.
[00:09:07.200 --> 00:09:09.760]   Unless you brought your boots.
[00:09:09.760 --> 00:09:14.280]   While we might continuously debate glossy versus Matt screens, the visual aesthetics of a translucent
[00:09:14.280 --> 00:09:20.680]   doc or the value of mobile me, few issues in the Apple community generate as emotional
[00:09:20.680 --> 00:09:21.840]   and response.
[00:09:21.840 --> 00:09:25.400]   It's badly edited as Mac security.
[00:09:25.400 --> 00:09:29.360]   One extreme considers the Mac an unassailable platform immune to the problems plaguing
[00:09:29.360 --> 00:09:31.840]   Windows users, show of hands here.
[00:09:31.840 --> 00:09:33.320]   Any extremes?
[00:09:33.320 --> 00:09:36.720]   I think probably, do you feel that way?
[00:09:36.720 --> 00:09:38.600]   Scott born, we're immune.
[00:09:38.600 --> 00:09:40.560]   I think it's pretty close to immune.
[00:09:40.560 --> 00:09:42.240]   I don't think it's going to stay that way.
[00:09:42.240 --> 00:09:48.360]   The other tells us that a Mac security Armageddon is just around the corner.
[00:09:48.360 --> 00:09:51.000]   I don't think any of us think that.
[00:09:51.000 --> 00:09:54.760]   The vast majority of Mac users merely want to know what risks they really face and how
[00:09:54.760 --> 00:09:55.920]   to keep their system safe.
[00:09:55.920 --> 00:09:57.400]   I think that's probably true.
[00:09:57.400 --> 00:10:01.160]   I mean, there's, I won't call an Armageddon, but there's going to be, it's almost inevitable
[00:10:01.160 --> 00:10:07.720]   that at some point there's going to be a really major exposure of data that gets so much
[00:10:07.720 --> 00:10:11.560]   press attention that suddenly Apple loses the ability to make that both.
[00:10:11.560 --> 00:10:12.560]   I mean, it does.
[00:10:12.560 --> 00:10:13.560]   It does.
[00:10:13.560 --> 00:10:16.480]   I don't care if some guy in some house two towns over gets broken into.
[00:10:16.480 --> 00:10:19.720]   I care if the house next door to mine gets broken into.
[00:10:19.720 --> 00:10:24.040]   Next week, I wrote a Winkler published an article in Computer World in which he said,
[00:10:24.040 --> 00:10:28.840]   "Apple is grossly negligent when it comes to security and should be investigated by the
[00:10:28.840 --> 00:10:33.160]   Federal Trade Commission for false advertising."
[00:10:33.160 --> 00:10:36.320]   Yeah, yeah, yeah.
[00:10:36.320 --> 00:10:41.800]   This comes from this Apple's failure to patch the Java fix.
[00:10:41.800 --> 00:10:49.320]   We got heaps of faux outrage available to us 24/7 now, thanks to the internet.
[00:10:49.320 --> 00:10:54.320]   I just feel like, I think that we have, there are definitely exploits.
[00:10:54.320 --> 00:10:56.200]   We just don't see any of them in the wild.
[00:10:56.200 --> 00:10:58.160]   I mean, that's the thing that these are in the wild.
[00:10:58.160 --> 00:10:59.160]   I tell you right now.
[00:10:59.160 --> 00:11:00.320]   Are people actually being affected by them?
[00:11:00.320 --> 00:11:05.200]   No, people are saying that what I'm saying by, there's a lot of lab examples of-
[00:11:05.200 --> 00:11:06.200]   I agree.
[00:11:06.200 --> 00:11:07.200]   This is an exploit.
[00:11:07.200 --> 00:11:08.200]   This is an exploit.
[00:11:08.200 --> 00:11:13.200]   But until we see people actually getting it in the public, I think people are just kind
[00:11:13.200 --> 00:11:17.240]   of, Mac users tend to be a little blasé about it because you hear this over and over
[00:11:17.240 --> 00:11:23.240]   and you hear security experts say that this is a real issue.
[00:11:23.240 --> 00:11:27.640]   What you end up with is still we hear nothing about anyone actually getting the virus.
[00:11:27.640 --> 00:11:31.360]   That's the point I was trying to make.
[00:11:31.360 --> 00:11:39.600]   I'm not seeing blue screens of death or having malware take over my computer or all the stuff
[00:11:39.600 --> 00:11:41.600]   that I've seen Windows users deal with.
[00:11:41.600 --> 00:11:42.640]   I believe it'll happen.
[00:11:42.640 --> 00:11:43.640]   I agree with Andy.
[00:11:43.640 --> 00:11:44.920]   I think someday it will happen.
[00:11:44.920 --> 00:11:47.520]   But it's just not happening now.
[00:11:47.520 --> 00:11:55.360]   To take a lab test and say, "Oh, well, look, this can happen versus the fact that it happens
[00:11:55.360 --> 00:11:58.880]   like two cajillion times a day already in the Windows environment."
[00:11:58.880 --> 00:12:01.840]   I just don't think it's much to do about nothing.
[00:12:01.840 --> 00:12:05.160]   Yeah, right now I think it should be addressed.
[00:12:05.160 --> 00:12:07.960]   It's mostly just going to be a way for semantic to make money.
[00:12:07.960 --> 00:12:10.000]   Well, I do agree.
[00:12:10.000 --> 00:12:13.600]   We probably haven't seen any sort of a widespread attack like we see on the Windows side.
[00:12:13.600 --> 00:12:18.520]   But in terms of identifying one specific target whose machine that you'd like to compromise,
[00:12:18.520 --> 00:12:22.640]   I think that's a very, very doable, that's a very, very realistic goal.
[00:12:22.640 --> 00:12:27.200]   So I don't think that we should really dismiss the idea that I would not agree with the statement
[00:12:27.200 --> 00:12:32.840]   that at no point are people's Macs being surpitiously compromised and is their work being observed?
[00:12:32.840 --> 00:12:36.040]   Is there a user on that machine that they aren't aware of?
[00:12:36.040 --> 00:12:40.640]   Because one of the Unix is one of the greatest pluses and one of the greatest minuses of
[00:12:40.640 --> 00:12:41.640]   the Mac operating system.
[00:12:41.640 --> 00:12:45.160]   It's a great plus because so many of the most wonderful and powerful features that the Mac
[00:12:45.160 --> 00:12:49.160]   gets, it gets essentially for free by virtue of the fact that it has this great OS underneath
[00:12:49.160 --> 00:12:50.160]   it.
[00:12:50.160 --> 00:12:54.160]   The problem is that it means that there is a lot more knowledge about the underpinnings
[00:12:54.160 --> 00:12:57.440]   of the Mac OS that the average user does not have.
[00:12:57.440 --> 00:13:02.960]   If you were to go into the terminal mode, you can do things with an unrestricted computer
[00:13:02.960 --> 00:13:06.800]   that the average user would never know that there's this other piece of code running in
[00:13:06.800 --> 00:13:07.800]   there.
[00:13:07.800 --> 00:13:09.040]   They would never know that there is another user.
[00:13:09.040 --> 00:13:11.680]   They would never know that there's a key logger going on.
[00:13:11.680 --> 00:13:16.800]   They might not even know that there's also a script that could alert a third party every
[00:13:16.800 --> 00:13:20.760]   time that you've got screen sharing turned on so that person could then simply log in,
[00:13:20.760 --> 00:13:24.600]   check to see what you're doing and copy down anything that seems to be interesting.
[00:13:24.600 --> 00:13:30.760]   Well at this point, the key is, and I agree with you Andy, mainly because Windows is so
[00:13:30.760 --> 00:13:31.760]   predominant.
[00:13:31.760 --> 00:13:35.440]   If you're a hacker and you want to make money, you go after Windows just because there's more
[00:13:35.440 --> 00:13:36.440]   machines out there.
[00:13:36.440 --> 00:13:38.120]   Why waste time with the Mac?
[00:13:38.120 --> 00:13:39.120]   Nevertheless, it's out there.
[00:13:39.120 --> 00:13:44.240]   Well, and I think that as a computer user, I think that part of the reason, I know that
[00:13:44.240 --> 00:13:47.680]   one of the reasons that I probably don't worry as much about it is because I also don't
[00:13:47.680 --> 00:13:49.200]   click on things I don't know what they are.
[00:13:49.200 --> 00:13:50.440]   No, I don't randomly click on it.
[00:13:50.440 --> 00:13:53.720]   All you'd have to do is go to a site that had this Java on it.
[00:13:53.720 --> 00:13:55.760]   I'm now looking now and you don't need to click anything.
[00:13:55.760 --> 00:13:57.440]   You wouldn't see a Java running.
[00:13:57.440 --> 00:13:58.440]   Just go to the site.
[00:13:58.440 --> 00:13:59.440]   Just go to the site.
[00:13:59.440 --> 00:14:00.440]   The applet would launch.
[00:14:00.440 --> 00:14:03.440]   You can also be sent the applet in email.
[00:14:03.440 --> 00:14:05.720]   So email attachments are vulnerable.
[00:14:05.720 --> 00:14:08.320]   You can have HTML mail with embedded at Java.
[00:14:08.320 --> 00:14:10.280]   So it's pretty egregious.
[00:14:10.280 --> 00:14:11.280]   It's pretty egregious.
[00:14:11.280 --> 00:14:14.760]   It's the kind of, well, you know, this kind of thing that's happened on Windows for years.
[00:14:14.760 --> 00:14:20.840]   Windows users know, you know, to be very careful and the fix on this at this point, here's
[00:14:20.840 --> 00:14:22.120]   point one.
[00:14:22.120 --> 00:14:23.520]   Apple should have fixed this.
[00:14:23.520 --> 00:14:26.080]   It's ridiculous that it's not been fixed.
[00:14:26.080 --> 00:14:28.960]   This is a problem that was in a lot of Java's that has been fixed in a lot of Java.
[00:14:28.960 --> 00:14:33.200]   I don't know if it was in all Java's, but it has been fixed in everybody else's.
[00:14:33.200 --> 00:14:34.480]   Apple should have fixed this.
[00:14:34.480 --> 00:14:40.480]   At this point, your only recourse until Apple does is turn off Java in all your browsers.
[00:14:40.480 --> 00:14:43.920]   You still have this threat, though, of getting, you know, because WebKit is kind of integrated
[00:14:43.920 --> 00:14:44.920]   into the system.
[00:14:44.920 --> 00:14:47.880]   I don't know what would happen if, yeah, I guess you have to, I don't know if it came
[00:14:47.880 --> 00:14:48.880]   in an email.
[00:14:48.880 --> 00:14:49.920]   I don't know what you'd do.
[00:14:49.920 --> 00:14:50.920]   Right.
[00:14:50.920 --> 00:14:54.480]   So we're a little vulnerable on this, I think.
[00:14:54.480 --> 00:14:55.720]   Does sound like Apple needs to do something like that.
[00:14:55.720 --> 00:14:57.200]   Apple kind of screwed up.
[00:14:57.200 --> 00:14:58.480]   We should be able to say that.
[00:14:58.480 --> 00:14:59.480]   Yeah.
[00:14:59.480 --> 00:15:03.760]   I think that, you know, this is a, well, if we know for a fact that they're aware of it
[00:15:03.760 --> 00:15:05.560]   and they haven't patched it if we know that.
[00:15:05.560 --> 00:15:06.720]   Here's how we know they're aware of it.
[00:15:06.720 --> 00:15:10.680]   The security researcher who discovered it has told them again and again.
[00:15:10.680 --> 00:15:15.680]   And in fact, this is kind of the, this is usually what happens in the security community.
[00:15:15.680 --> 00:15:21.640]   Most of them will hold back and tell the vendor because they know that if they publish, they're
[00:15:21.640 --> 00:15:23.480]   telling the bad guys.
[00:15:23.480 --> 00:15:25.680]   So they'll tell the vendor and they'll, and they'll say to the vendor, and I've talked
[00:15:25.680 --> 00:15:30.120]   to people, you know, Matt Conover, who was, you know, famously upset years ago about
[00:15:30.120 --> 00:15:34.600]   Microsoft, Microsoft knew about all these exploits would go eight months before patching.
[00:15:34.600 --> 00:15:38.720]   And what happens as after a certain point in time, the security vendors probably rightly
[00:15:38.720 --> 00:15:43.000]   so say, you know, the bad guys are going to find out if we keep sitting on this, we're
[00:15:43.000 --> 00:15:44.000]   going to publish.
[00:15:44.000 --> 00:15:45.000]   Right.
[00:15:45.000 --> 00:15:46.000]   Because that puts pressure on the apples.
[00:15:46.000 --> 00:15:47.000]   Got to fix it.
[00:15:47.000 --> 00:15:50.440]   And if that was not to get that, what I was trying to get in, I mean, at Leo is, do we
[00:15:50.440 --> 00:15:53.080]   know that we know that we know that they haven't fixed it?
[00:15:53.080 --> 00:15:54.880]   Yeah, we know they haven't fixed it.
[00:15:54.880 --> 00:15:55.880]   Okay.
[00:15:55.880 --> 00:15:56.880]   There's an issue.
[00:15:56.880 --> 00:15:57.880]   And this is the point is this.
[00:15:57.880 --> 00:15:58.880]   So this is what the security guy did.
[00:15:58.880 --> 00:16:01.880]   He published it and he said, look, press this button.
[00:16:01.880 --> 00:16:03.840]   Oh my finger.
[00:16:03.840 --> 00:16:08.360]   And if you get this result, you're vulnerable.
[00:16:08.360 --> 00:16:12.240]   So that, and that's the way to publish these is, is, is, and, but unfortunately, that has
[00:16:12.240 --> 00:16:15.160]   a consequence, which is the bad guys learn about it.
[00:16:15.160 --> 00:16:16.160]   Right.
[00:16:16.160 --> 00:16:21.240]   So maybe, and maybe the only way for Apple to learn is to have people suddenly get what
[00:16:21.240 --> 00:16:23.040]   to have, you know, have their computers taken over.
[00:16:23.040 --> 00:16:24.040]   I agree.
[00:16:24.040 --> 00:16:27.240]   If that's the case, then Apple should fix it and, and we should let them know that that's
[00:16:27.240 --> 00:16:29.160]   how we feel about it.
