
[00:00:00.000 --> 00:00:04.200]   This week on Mac Break Weekly, Leo's away so we get to play.
[00:02:12.000 --> 00:02:13.500]   Go!
[00:02:13.500 --> 00:02:16.200]   I might have to change my underwear now. I'm sorry.
[00:02:16.200 --> 00:02:20.300]   Also the man who put Pixel in Pixel Core, Alex, Lindsey.
[00:02:20.300 --> 00:02:21.000]   How are you, Alex?
[00:02:21.000 --> 00:02:22.200]   I'm doing well. How about yourself?
[00:02:22.200 --> 00:02:24.100]   Is this live or is this green screen?
[00:02:24.100 --> 00:02:25.100]   I cannot tell anymore.
[00:02:25.100 --> 00:02:26.900]   Well, I'm actually coming in as we discussed earlier.
[00:02:26.900 --> 00:02:30.800]   I'm actually coming in from Rwanda and I'm actually being pasted over.
[00:02:30.800 --> 00:02:33.500]   I'm actually Leo in Japan, but Alex is in Rwanda
[00:02:33.500 --> 00:02:36.300]   and it's all being tied together and then broadcast it back to you.
[00:02:36.300 --> 00:02:37.300]   I don't know what's real.
[00:02:37.300 --> 00:02:40.800]   So complicated pipeline, but we've thought this would be a good time to test it first.
[00:02:40.800 --> 00:02:42.700]   I don't know what's real. And also joining us,
[00:02:42.700 --> 00:02:45.800]   one of my favorite people in this universe or any of the multiverses.
[00:02:45.800 --> 00:02:48.200]   Quite frankly, Lori Gill. How are you, Lori?
[00:02:48.200 --> 00:02:50.100]   I'm doing really good. Thanks for having me.
[00:02:50.100 --> 00:02:54.200]   And I am actually transmitting from the 75th multiverse.
[00:02:54.200 --> 00:02:55.200]   So, you know.
[00:02:55.200 --> 00:02:57.500]   So it's not 616.
[00:02:57.500 --> 00:02:59.800]   This is the one where the evil people control the Marvel universe.
[00:02:59.800 --> 00:03:00.300]   Is that right?
[00:03:00.300 --> 00:03:03.900]   So you better watch out when you're talking to me because, you know,
[00:03:03.900 --> 00:03:05.300]   I might have something to say.
[00:03:05.300 --> 00:03:06.300]   You might have to bleep me.
[00:03:06.300 --> 00:03:09.200]   Is there is there a sensor button going on right now?
[00:03:09.200 --> 00:03:11.100]   I don't think we have a five second bleeps.
[00:03:11.100 --> 00:03:13.100]   We just got to be in our best behavior.
[00:03:13.100 --> 00:03:14.700]   I want to start off with a subject.
[00:03:14.700 --> 00:03:15.900]   It wasn't actually on the list.
[00:03:15.900 --> 00:03:18.000]   So I apologize, but Andy did mention it earlier.
[00:03:18.000 --> 00:03:20.500]   So I hope we have lots of strong opinions about it.
[00:03:20.500 --> 00:03:23.500]   But there was a video that went viral on YouTube.
[00:03:23.500 --> 00:03:26.200]   It was by Linus Tech Tips, Linus Sebastian.
[00:03:26.200 --> 00:03:29.200]   And he bought an iMac Pro to make some videos with.
[00:03:29.200 --> 00:03:34.400]   And one of the videos he made first was a complete tear down of the iMac Pro.
[00:03:34.400 --> 00:03:36.600]   And then when he went to put it back together,
[00:03:36.600 --> 00:03:39.600]   he broke a few things or his team broke a few things on it.
[00:03:39.600 --> 00:03:45.000]   So he posted a video saying Apple refuses to repair my iMac Pro.
[00:03:45.000 --> 00:03:48.200]   I did a response video to it because I thought it was fascinating.
[00:03:48.200 --> 00:03:52.400]   Like, of course, it's terrible if you ever break any of your Apple gear.
[00:03:52.400 --> 00:03:55.900]   But the way the video was laid out, at first, there was what looked to be,
[00:03:55.900 --> 00:03:59.800]   but was not identified as a recreation with like a fake spark
[00:03:59.800 --> 00:04:04.100]   and the monitor breaking and him saying that they took it to Apple and Apple wouldn't fix it.
[00:04:04.100 --> 00:04:07.200]   But as the story went on, the condition of this poor machine,
[00:04:07.200 --> 00:04:11.500]   like at first it was the monitor and then it was the monitor and the power supply.
[00:04:11.500 --> 00:04:15.300]   And at the very end of the video, he said it was a monitor and the power supply
[00:04:15.300 --> 00:04:18.300]   and the logic board.
[00:04:18.300 --> 00:04:20.600]   And he also said that not only would Apple not fix it,
[00:04:20.600 --> 00:04:25.200]   but Apple had neglected to provide parts to third party vendors
[00:04:25.200 --> 00:04:27.100]   so that they can fix it.
[00:04:27.100 --> 00:04:30.400]   So Mac rumors and Apple insider independently did some follow up
[00:04:30.400 --> 00:04:34.100]   and they determined that Apple, in fact, third parties that had the ability
[00:04:34.100 --> 00:04:36.700]   and the training to repair this since at least January,
[00:04:36.700 --> 00:04:41.500]   maybe in some cases only March, but in some cases as far back as January.
[00:04:41.500 --> 00:04:46.500]   But by then it was an entire internet thing as only the internet make things.
[00:04:46.500 --> 00:04:51.900]   And it got me thinking about this whole right to repair on one side
[00:04:51.900 --> 00:04:55.300]   that companies should let you repair your products with anybody.
[00:04:55.300 --> 00:05:00.500]   But at some point, is there a stage when you can no longer take your product?
[00:05:00.500 --> 00:05:03.300]   Like if you opened it up and poured molten lava inside,
[00:05:03.300 --> 00:05:06.900]   are they then, is it unacceptable to say I don't even know what this is anymore?
[00:05:06.900 --> 00:05:09.500]   Andy, do you have any strong feelings on this?
[00:05:09.500 --> 00:05:12.000]   A couple. I did see the whole video.
[00:05:12.000 --> 00:05:14.800]   I probably had the same immediate reaction that you did.
[00:05:14.800 --> 00:05:18.300]   To be fair, it wasn't like he was trying to take it back
[00:05:18.300 --> 00:05:20.800]   and have Apple store fix it for free.
[00:05:20.800 --> 00:05:25.600]   The part where I got really interested was when he was conveying
[00:05:25.600 --> 00:05:29.600]   what he said that Apple was conveying to the people he was taking it to.
[00:05:29.600 --> 00:05:35.900]   That at some point, it's like, no, we can't fix it because there's too much wackiness going on here.
[00:05:35.900 --> 00:05:40.800]   But if you can go, but an authorized third party Apple service person can do that.
[00:05:40.800 --> 00:05:46.100]   And then he claimed that Apple would not sell that third party service place
[00:05:46.100 --> 00:05:49.600]   the screen that they needed to in order to fix this thing.
[00:05:49.600 --> 00:05:53.800]   And then apparently, again, according to his line of his claims,
[00:05:53.800 --> 00:05:58.400]   they said that someone who was talking to him said that
[00:05:58.400 --> 00:06:02.800]   we don't have the training yet or we don't have the equipment yet in the pipeline
[00:06:02.800 --> 00:06:07.800]   of maybe this was someone who was just trying to sort of, you know, please take your...
[00:06:07.800 --> 00:06:09.800]   Take your will and blend.
[00:06:09.800 --> 00:06:10.800]   I think your will it blend.
[00:06:10.800 --> 00:06:14.800]   I'm back elsewhere because we really have we have cracked iPhone screens to fix.
[00:06:14.800 --> 00:06:19.800]   Okay, we've got a long line of teenagers who have dropped things and other things that need things to be fixed.
[00:06:19.800 --> 00:06:26.800]   But it was an interesting at least conversation to have about at some Apple certainly has the right to say
[00:06:26.800 --> 00:06:28.800]   you've definitely violated your warranty.
[00:06:28.800 --> 00:06:29.800]   We don't have to fix this for free.
[00:06:29.800 --> 00:06:37.800]   I think they also have there's a level in which they can say this is so far gone that we just and you were so irresponsible with it.
[00:06:37.800 --> 00:06:43.800]   I mean, this is so totally on you that we're not even responsible for tying up one of our text time for 11 hours on this
[00:06:43.800 --> 00:06:46.800]   because we've got lots of people we need to serve.
[00:06:46.800 --> 00:06:52.800]   I would be disappointed if it were not possible to go to a third party and that third party who's authorized and trained by Apple
[00:06:52.800 --> 00:06:54.800]   could not order the parts that they need.
[00:06:54.800 --> 00:06:57.800]   Even if they have to wait several months because they're saying,
[00:06:57.800 --> 00:06:59.800]   hey, look, we've got this is a brand new product.
[00:06:59.800 --> 00:07:05.800]   We don't have enough we don't have enough screens just even to build these things let alone to to service things under warranty.
[00:07:05.800 --> 00:07:08.800]   Your order is good. We will fill it, but we're going to take three or four months.
[00:07:08.800 --> 00:07:17.800]   So long as there is some sort of root so that you don't miss the whether or not your $4,000 I'm at gets fixed or not is not someone
[00:07:17.800 --> 00:07:19.800]   else's decision, but your decision.
[00:07:19.800 --> 00:07:22.800]   I think that's I think it's important to have the ability to fix things.
[00:07:22.800 --> 00:07:27.800]   I think that I think the only thing I'd say about that is that, you know, there are times when we decide that the car is total.
[00:07:27.800 --> 00:07:30.800]   You know, like it's not, you know, that there's no way to really bring it back.
[00:07:30.800 --> 00:07:31.800]   That's what I buy it.
[00:07:31.800 --> 00:07:32.800]   That's when you buy it.
[00:07:32.800 --> 00:07:41.800]   Well, that was his analogy though, Alex, like he said that imagine like you buy a car, you drive it off the lot, you drive it into a lamp post, and they refuse to fix it.
[00:07:41.800 --> 00:07:45.800]   But it seemed like the more now you go analogy often refuse to drive the car off the lot.
[00:07:45.800 --> 00:07:51.800]   You take it apart, you blow a bunch of things up and you slam into a light post and then they refuse to fix it.
[00:07:51.800 --> 00:08:01.800]   Yeah, and I just think that again, there are definitely many times where you're you just make it this you make a call that I'm not going to work on that for you because it's not it's too far like it's there's more work there.
[00:08:01.800 --> 00:08:06.800]   It's going to cost you more than the original computer and parts and labor and all those other things for us to do that.
[00:08:06.800 --> 00:08:12.800]   And we make those I mean, I don't know, that's what people that's what insurance companies do about cars.
[00:08:12.800 --> 00:08:17.800]   That's what there's lots of people say, I can't fix that, you know, and it's not and we have production equipment.
[00:08:17.800 --> 00:08:24.800]   We had one one little piece got ripped off and we were we called the company and they were like, yeah, there's nothing the way it's built.
[00:08:24.800 --> 00:08:30.800]   There's no way to put that back on, you know, like and so and now it costs less because they make it forward thinking.
[00:08:30.800 --> 00:08:40.800]   But it is I think that that is I think this was a great PR opportunity for, you know, for the website that they did, but it's kind of BS.
[00:08:40.800 --> 00:08:44.800]   There's two different conversations to be had here.
[00:08:44.800 --> 00:08:58.800]   Number one is how far do you go before you to expect that somebody's going to fix something that's wrong with your device or anything like Renee was saying your car or even if a house is in such bad.
[00:08:58.800 --> 00:09:02.800]   It just repair, it'll have to be completely demolished.
[00:09:02.800 --> 00:09:17.800]   So that's one thing that you would have a discussion about, which I think the Linus Tech Tips video kind of fits more into this category of how how far do you go before your your device is just irreparable and it has nothing to do with Apple.
[00:09:17.800 --> 00:09:20.800]   It has nothing to do with third party repair organizations.
[00:09:20.800 --> 00:09:35.800]   But the other conversation, which if you take his video out of it, it is a really important discussion to have, which is repairability of our devices and Apple is as well known for having a really low score on the repairability scale.
[00:09:35.800 --> 00:09:47.800]   So that is kind of a conversation that that is important to have is how easy is it to repair your own device or take it to a third party repair shop and have them repair that.
[00:09:47.800 --> 00:10:09.800]   So I think, you know, we can talk all day about how the Linus Tech Tips video was definitely just a doom and gloom scare tactic, but at the same time, it does open this conversation to when, when can we, how much can we expect Apple to repair our devices and how much can we ask Apple to allow us to take it somewhere else
[00:10:09.800 --> 00:10:29.800]   and how much can we ask Apple to allow us to do it ourselves in our own home with the proper, you know, guides. There are some tech companies, gadget makers who supply their own guides for repairing your device or replacing a battery or screen or something like that.
[00:10:29.800 --> 00:10:45.800]   So I was wondering, because we have a lot of this stuff like you, the iPad is really far from an Apple too and a Tesla is really far from a Model T and my father used to take apart and rebuild Alfa Romeo's and other cars that you just flipped them all the time when I was young.
[00:10:45.800 --> 00:10:50.800]   I remember him working on them and he just looked at a schematic of a Tesla and shook his head and walked away.
[00:10:50.800 --> 00:11:08.800]   And I started thinking like the future that we're getting, it really is these appliances that are so complicated. They're almost run like fighter planes are run. And then you go a step forward. And when we have self driving cars, should you even be allowed to self repair a self driving car that has to then be a part of the hive mind on a highway.
[00:11:08.800 --> 00:11:10.800]   Sorry, Andy, I cut you off there.
[00:11:10.800 --> 00:11:13.800]   No, no, I'm sorry. I almost cut you up before you can start speaking.
[00:11:13.800 --> 00:11:33.800]   No, that's a really great point. There's an engineer here in Boston who has, I wish I had, I don't have his YouTube handle handy, but he bought, he essentially built a Tesla for $6,000 by buying a couple of salvage title Teslas and from the two of them building like one that was in perfect shape.
[00:11:33.800 --> 00:11:44.800]   And so number one, you have the, you have this car that is not documented. There's no service guide for it. You can't, the only, the only Tesla will allow Tesla will only allow Tesla service people to service it.
[00:11:44.800 --> 00:11:58.800]   And so you have this community of people who are trying to figure out how to affix their own stuff, but also to do stuff that they've been able to do with cars for years, which is again, so I'm just going to buy a bunch of old, I can't afford $80,000.
[00:11:58.800 --> 00:12:07.800]   Actually, he has pictures of his house. He might be able to afford $80,000 car to speak for, but just, hey, I love cars. I want to see if I can do this.
[00:12:07.800 --> 00:12:14.800]   And then he even gets the, it runs great. It's perfect. And then he gets to the point where he takes it to a charging station. And there's this.
[00:12:14.800 --> 00:12:27.800]   It's a great video because he's legit, he and his friends are legitimately filled with like hesitancy and expectation because at the point where he tries to plug this into like an official Tesla charging station instead of his home charger.
[00:12:27.800 --> 00:12:35.800]   He knows that that car is going to send a code off to Tesla. And Tesla, for all he knows, is going to say, Hey, wait a minute, that is a salvage title Tesla.
[00:12:35.800 --> 00:12:45.800]   It's not supposed to be on the road. I'm going to not only not only going to refuse to charge this, but I'm also going to send a code back that says turn off your computer and go into five mile an hour mode.
[00:12:45.800 --> 00:12:50.800]   Well, it's going to be, it's going to be a big problem only because, I'm sorry, just to wind up.
[00:12:50.800 --> 00:13:02.800]   It's going to be a big problem because the EU right now is working on a lot of different laws that say about right to repair saying that something has to be manufactured in such a way that a third party can repair it.
[00:13:02.800 --> 00:13:11.800]   The idea that once I own something, I do own it. So if I want to take their part and do something else with it after I own it, that's something I should be able to do.
[00:13:11.800 --> 00:13:17.800]   And a company should not do something to a device to make sure that they have a monopoly on being able to fix something.
[00:13:17.800 --> 00:13:23.800]   Well, and just take that rabbit hole one once a further. If you really want to see a lot of this stuff, as you look at the farming industry with the track.
[00:13:23.800 --> 00:13:24.800]   Oh, yeah.
[00:13:24.800 --> 00:13:32.800]   You know, that there is all the software and they say in the licensing that you don't own the software for the tractor and you can't update it.
[00:13:32.800 --> 00:13:37.800]   And there's all kinds of hacks and everyone's trying, you know, everyone's hacking their tractors to get them to do what they need or to fix them.
[00:13:37.800 --> 00:13:43.800]   I mean, a lot of times it's just that they just don't want to pay someone to come out and plug something in and do a thing and do a thing.
[00:13:43.800 --> 00:13:50.800]   Or they can't afford to have this machinery like down for the amount of time it's going to take whereas they have a mechanic there who could get it running in an hour instead of two days.
[00:13:50.800 --> 00:13:51.800]   Right.
[00:13:51.800 --> 00:13:56.800]   Yeah. So it's definitely a looming problem that keeps on getting worse.
[00:13:56.800 --> 00:14:01.800]   So there's Hacktors and Hackless now.
[00:14:01.800 --> 00:14:03.800]   Is that what we're saying?
[00:14:03.800 --> 00:14:12.800]   Well, it's also that these things are becoming so complicated and they're also dangerous. Like we've seen what happens with lithium ion batteries and a Tesla is a giant lithium ion battery.
[00:14:12.800 --> 00:14:16.800]   And if someone who's not calling, maybe it's not you, maybe you get your friend to do it.
[00:14:16.800 --> 00:14:17.800]   Yeah, I can do that. No problem.
[00:14:17.800 --> 00:14:21.800]   And then you're out driving and it explodes and who's liable that are they going to sue Tesla?
[00:14:21.800 --> 00:14:25.800]   Are they going to sue Apple if that IMAC Pro then explodes or hurt somebody?
[00:14:25.800 --> 00:14:27.800]   The amount of damage that we can do.
[00:14:27.800 --> 00:14:33.800]   I remember as a child, my grandmother would tell me that you used to have a mechanic riding with you with the very early days of cars.
[00:14:33.800 --> 00:14:36.800]   You have to literally have a mechanic on the car in order to operate it.
[00:14:36.800 --> 00:14:40.800]   And we've come so far from that it's now like you can't even open up the sealed box.
[00:14:40.800 --> 00:14:52.800]   But those sealed boxes are so much more complex and so much more dangerous that there's probably as much as there's control factors is also probably a huge fear of litigation around all these things.
[00:14:52.800 --> 00:14:57.800]   Renee, think about the car analogy for this circumstance.
[00:14:57.800 --> 00:15:02.800]   If I buy a car, I can't, I don't expect, and I don't mean a Tesla.
[00:15:02.800 --> 00:15:11.800]   I don't expect that. I can't ever change the oil on the car or replace the battery on the car without having to take it to the dealership.
[00:15:11.800 --> 00:15:15.800]   Now that does void the warranty, but I am capable of doing it.
[00:15:15.800 --> 00:15:19.800]   I'm capable of taking it into a mechanic and having it done if I can't figure out how to do myself.
[00:15:19.800 --> 00:15:28.800]   So, you know, it's dangerous to, you know, put the wrong kind of battery in your car, but you physically literally can't do it.
[00:15:28.800 --> 00:15:33.800]   And there's not like a lock on the car's battery that keeps you from getting into it.
[00:15:33.800 --> 00:15:37.800]   This is kind of somewhat similar circumstance.
[00:15:37.800 --> 00:15:41.800]   You know, the right to repair, I think, is a really big deal.
[00:15:41.800 --> 00:15:54.800]   And I think it's important that these device makers are responsible and make sure that if you are going to repair your own devices that they have as much available as possible to make those repairs yourself.
[00:15:54.800 --> 00:15:58.800]   But at the same time, it should be allowed.
[00:15:58.800 --> 00:16:15.800]   I shouldn't have to use special tools and melt glue and just destroy my phone to get it open just to access the battery, which I then have to break in order to remove it and possibly, you know, short out the entire system.
[00:16:15.800 --> 00:16:34.800]   Well, I think the only thing I'll say about that is that, you know, when you put stuff together, when you talk about stability and workability and things, you're making decisions that make the system work better and to make it possibly more stable and more efficient and smaller.
[00:16:34.800 --> 00:16:40.800]   You know, and those things, as you start to work through those, there are trade-offs and a lot of times modularity is one of those trade-offs.
[00:16:40.800 --> 00:16:59.800]   We build a lot of systems that aren't nearly as complicated as an iPhone, but you make a decision when you build it that no one's going to be able to touch this, you know, as we build through it because it's just not, you can't, it's not that we can't take it apart, but as we use it, there's no way to go in and change anything because it's, if we did that, it would have to be bigger.
[00:16:59.800 --> 00:17:04.800]   It would have to be more less modular or bigger and more bulky and less stable.
[00:17:04.800 --> 00:17:13.800]   And so I think that one of the things we have to kind of keep in mind is that when they do those things, it's not doing it to keep you from fixing it. They're doing it so that because that from an engineering perspective, it's superior.
[00:17:13.800 --> 00:17:20.800]   Now, they're not thinking about, they're not using fixing as one of the criteria that they're measuring when they decide what to do with the phone.
[00:17:20.800 --> 00:17:24.800]   And that's why it goes away, but they're looking at the most efficient way to build the phone.
[00:17:24.800 --> 00:17:31.800]   And I think that, you know, when we make things really modular, we just end up with a lot of the Android phones that we see.
[00:17:31.800 --> 00:17:35.800]   So they're, they're, they're, they're, they're paying in the, what?
[00:17:35.800 --> 00:17:40.800]   Whenever my car has a dent, I have to replace the entire side because it's not just that one panel.
[00:17:40.800 --> 00:17:41.800]   That's a good example. Like you.
[00:17:41.800 --> 00:17:42.800]   It's one part.
[00:17:42.800 --> 00:17:46.800]   Yeah, you kind of like, I, I bumped something on my car and they were like, yeah, we just, here's the bumper.
[00:17:46.800 --> 00:17:57.800]   Like, there's no way to pop it out. There's no way to fix it. There's no way to other than you just pop it off and put a new one on because that, that's how they built it because that made it more efficient, that made it a little cheaper, that made it a little, you know, easier to put together.
[00:17:57.800 --> 00:18:07.800]   Or rigid or like Apple people ding apple a lot because you have to replace whole swaths of the computer when there's a problem with the keyboard, but that's also what allows it to be rigid when it's in a very small, you know, package.
[00:18:07.800 --> 00:18:09.800]   And, and, and more stable over a longer period of time.
[00:18:09.800 --> 00:18:18.800]   It's trade offs. It's all these trade offs. And I know it like the Millennium Falcon, Han and Chewy can fix it themselves, but as humanity starts going to the stars, I don't know the complexity.
[00:18:18.800 --> 00:18:26.800]   Like these two things are trade offs and you're going to have the Amadallah ship that Alex knows too well and then Millennium Falcon and there'll be different repairability between them.
[00:18:26.800 --> 00:18:32.800]   Yeah, absolutely. I'm guessing. I don't think you could fix the queenship, but I, you know, I think it'd be difficult.
[00:18:32.800 --> 00:18:41.800]   You'd ruin the finish at the very least. So the second thing, Tim Cook, this apparently took place back during the education event, but it didn't surface until recently.
[00:18:41.800 --> 00:18:48.800]   He was interviewed again and he once again repeated that Mac OS and iOS are separate things that he doesn't see.
[00:18:48.800 --> 00:18:55.800]   He doesn't foresee, and this is a standard Apple line that they believe that Mac OS is better suited for desktop computers and laptops and iOS is better suited for desktop computers and laptops.
[00:18:55.800 --> 00:19:01.800]   And iOS is better suited for mobile devices and they don't foresee a hybrid of those operating systems.
[00:19:01.800 --> 00:19:06.800]   And I don't think that Apple, I think one of the things that happens with Apple is they speak very candidly in my experience.
[00:19:06.800 --> 00:19:10.800]   What they say is exactly what they mean. It doesn't mean that their opinions don't change.
[00:19:10.800 --> 00:19:13.800]   They also have a really big history of changing their opinions over time.
[00:19:13.800 --> 00:19:18.800]   But I think when they do speak, they're candid about these kinds of things and this is legitimately what they think.
[00:19:18.800 --> 00:19:27.800]   And that doesn't mean that iOS won't become more capable over time or that Mac OS won't become more approachable over time.
[00:19:27.800 --> 00:19:30.800]   And each of them take on characteristics of the other.
[00:19:30.800 --> 00:19:38.800]   But I think it's sort of like that Steve Jobs thing where iOS is going to stay being the car and Mac OS is going to stay being the truck.
[00:19:38.800 --> 00:19:41.800]   And maybe someday something will replace both of them.
[00:19:41.800 --> 00:19:48.800]   But Andy, I think this still goes into the fears that iOS is just going to run rampant across the entire line one day.
[00:19:48.800 --> 00:19:55.800]   Yeah, I agree with you. I don't think that Apple is one of the most honest companies that I've ever spoken to.
[00:19:55.800 --> 00:19:59.800]   Even when reading conversations they have with other people then seeing what turns out.
[00:19:59.800 --> 00:20:08.800]   If they feel as though the only thing they can say is deceptive or unhelpful, they simply don't say anything.
[00:20:08.800 --> 00:20:21.800]   But the problem there is that sometimes what they are saying within Cupertino, we assume it means something else entirely.
[00:20:21.800 --> 00:20:30.800]   So it's possible that Tim there was saying that no, no, no, the Mac is unique and incredibly valuable.
[00:20:30.800 --> 00:20:43.800]   We're building our future on both of those things. We will always have a Mac and the Mac will always be enhanced by iOS features and iOS will always be enhanced by Mac features.
[00:20:43.800 --> 00:20:55.800]   He could also be saying that, excuse me, if behind closed doors they could also be saying that we feel as though iOS is our operating system and hardware platform for consumers.
[00:20:55.800 --> 00:20:59.800]   And the Mac is our hardware platform and hardware system for professionals.
[00:20:59.800 --> 00:21:11.800]   So this could also reflect, no, we have no need to make the Mac more user friendly because we have no intention of selling Macs to people who want simple taskers in the next five years.
[00:21:11.800 --> 00:21:15.800]   We're going to be trying to sell them whatever the version of the iPad is going to be in three or four years.
[00:21:15.800 --> 00:21:19.800]   So I'm still a little bit worried.
[00:21:19.800 --> 00:21:26.800]   There's complete silence about what happens to the Mac Mini, what happens to the plane, iMac, what happens to consumer Macs.
[00:21:26.800 --> 00:21:34.800]   It's so silent that I don't believe that there is any doom indicated, but it's not a good sign.
[00:21:34.800 --> 00:21:44.800]   I have not seen the sort of rest they've gone to great lengths over the past year to make sure the pro users don't switch to anything else because, hey, look, we're building machines exactly for you.
[00:21:44.800 --> 00:21:49.800]   We know what you want or we're trying to learn what you want and trying to build you something that you need.
[00:21:49.800 --> 00:22:01.800]   They haven't been saying the same things about for consumers and nor have they been introducing hardware that makes me confident that they are convinced that they're committed to consumer Macs.
[00:22:01.800 --> 00:22:13.800]   I don't think you were here for that, Alex, but Matthew Panzerino went inside Apple and met their new pro workflow team and Apple because they couldn't get like the guy at Lucasfilm scoring Han Solo to bring the Han Solo score overs they could work on as you can.
[00:22:13.800 --> 00:22:22.800]   They just started hiring these professionals, hiring professional video videographers, audio technicians, people making film scores, people making albums.
[00:22:22.800 --> 00:22:25.800]   I'm guessing they're working on Apple's original content.
[00:22:25.800 --> 00:22:34.800]   That gives them a huge amount of stuff to actually give feedback on, but they work hand in hand with the engineers to say, like, why does that palette take five seconds to pop up every time I tap it?
[00:22:34.800 --> 00:22:39.800]   And then they can dive deep into final cut and figure out what's delaying it and fix it.
[00:22:39.800 --> 00:22:44.800]   But is that an advantage you have when you start bringing content in-house?
[00:22:44.800 --> 00:22:50.800]   I think a lot of companies, whether they're doing content in-house or not, a lot of these larger companies do things like that.
[00:22:50.800 --> 00:22:53.800]   So having people, it's one of the most valuable things.
[00:22:53.800 --> 00:22:57.800]   You take the people that are going to use your product and you have them pound on it.
[00:22:57.800 --> 00:23:08.800]   And you definitely want some people that are on staff doing that because mostly from a confidentiality perspective, having outside folks, the more they touch it, the more it's going to get out there somewhere.
[00:23:08.800 --> 00:23:11.800]   And if they're employees, it's going to be easier for that.
[00:23:11.800 --> 00:23:12.800]   I think Apple has the money.
[00:23:12.800 --> 00:23:16.800]   They don't need to make their own content to just hire these people and have them play with the stuff.
[00:23:16.800 --> 00:23:30.800]   I think doing your own content, the advantage of that is that when you're trying to figure out how a product works, if you aren't actually using it for what you're, if you're not trying to actually produce a product, it's very hard to know whether it's working or not.
[00:23:30.800 --> 00:23:42.800]   Because you'll, "Oh, I'll test this. I'll test this." But until you're actually trying to do what it was designed to do, and it very rarely works if you build your own test project.
[00:23:42.800 --> 00:23:50.800]   So the problem is that clients ask you, clients or partners ask you to do things that you would never do because that would be crazy.
[00:23:50.800 --> 00:23:54.800]   You're just like, "I don't want to do that." I would never think of doing that.
[00:23:54.800 --> 00:23:59.800]   And so you have to work through that solution. And in that working through that solution, you find a bunch of things that aren't working.
[00:23:59.800 --> 00:24:02.800]   This is weird, and this doesn't work quite right.
[00:24:02.800 --> 00:24:10.800]   So the real world environment that is service with the product often drives that process through it.
[00:24:10.800 --> 00:24:16.800]   I think that the danger is always, or the thing you always want to do is get the widest number of people to use it.
[00:24:16.800 --> 00:24:25.800]   If you look at what happens is you only work with one group and you might end up with a product that works really well for them and not necessarily for everyone else.
[00:24:25.800 --> 00:24:32.800]   A good example is something like Autodesk's Maya was originally created by a company called Alias.
[00:24:32.800 --> 00:24:38.800]   And what Alias did is just came to Industrial Light Magic and said, "We'll make whatever you want."
[00:24:38.800 --> 00:24:40.800]   We'll just do it the way you want it.
