
[00:00:00.000 --> 00:00:06.660]   It's time for Mac break weekly and he Renee and Alex Lindsay are here and we have I think
[00:03:31.620 --> 00:03:33.540]   And I write them as comic stories and yeah
[00:03:33.540 --> 00:03:36.140]   I love comics without being a fanboy of comics also
[00:03:36.620 --> 00:03:40.540]   Be able to turn off the fanboy part of my brain while I'm being a writer of comics
[00:03:40.540 --> 00:03:43.380]   I also got a shipment from South Africa of Droyvors
[00:03:43.380 --> 00:03:48.940]   Bull and Cleaver came through and if I could feed this to you through the screen Renee
[00:03:48.940 --> 00:03:51.900]   I would do it might lose an on the point
[00:03:51.900 --> 00:03:58.140]   But we'll leave this to and some built on which by the way, I agree. I really like the built on by an ecker
[00:03:58.140 --> 00:04:00.860]   Yeah, so we'll keep that and for dessert
[00:04:00.860 --> 00:04:04.860]   I'm not done yet. It's one of our chatters
[00:04:05.620 --> 00:04:12.020]   Legendary chatter in the chatroom is Jersey Fudge, which is by the way the Isle of Jersey in the Channel Islands
[00:04:12.020 --> 00:04:14.180]   where Apple stores its money and
[00:04:14.180 --> 00:04:21.140]   He has brought us not well. I'm hoping it's a store in much. It's a future some Jersey cream fudge
[00:04:21.140 --> 00:04:25.140]   So after your Droyvors and your built on have dessert
[00:04:25.140 --> 00:04:31.540]   He also brought me a snow globe of when I castles. I didn't realize this but the Isle of Jersey has many castles on it
[00:04:31.540 --> 00:04:34.300]   So there's a castle. Thank you
[00:04:34.900 --> 00:04:39.500]   What else I don't know I think there's other things here, too. Somebody sent me this I haven't opened it yet
[00:04:39.500 --> 00:04:43.980]   I don't know if this is something you guys will appreciate or not. Is it street legal?
[00:04:43.980 --> 00:04:50.740]   Jonathan wander said he found this poster and he thought I would enjoy it
[00:04:50.740 --> 00:04:54.780]   It reads what do you mean my computer wants to kill me?
[00:04:54.780 --> 00:05:03.060]   Destroy your machines brought to you by monster monsters and occupational normalization safety training recovery administration
[00:05:03.140 --> 00:05:09.780]   You use your computer every day you love your computational machine and makes mundane tasks easier
[00:05:09.780 --> 00:05:13.980]   Helps you communicate with the world and makes office organization a breeze
[00:05:13.980 --> 00:05:17.140]   But did you know your computer will gain?
[00:05:17.140 --> 00:05:23.900]   Sentience that it will begin to learn and act on its own that it will grow tired of its human masters that it will grow tired of you
[00:05:23.900 --> 00:05:30.340]   That it will inevitably conspire with other computers and machines to kill you. This is not science fiction. This is science fact
[00:05:32.140 --> 00:05:35.420]   You know we I think everybody should get this finally
[00:05:35.420 --> 00:05:41.780]   It's time for second dessert because this today is the second anniversary of our big move
[00:05:41.780 --> 00:05:45.460]   to the Twit East Side Studios
[00:05:45.460 --> 00:05:51.900]   So we are celebrating two years in our new digs, which I guess we can't call our new digs anymore
[00:05:51.900 --> 00:05:56.700]   So thank you. Thank you, Jerry a minute every time Alex is there this confections
[00:05:56.700 --> 00:06:01.100]   Yeah, I feel bad that you guys aren't you guys not that's
[00:06:01.620 --> 00:06:07.540]   It for us Alex heat and by the way, thank you to the fellow said me this poster
[00:06:07.540 --> 00:06:13.900]   I should have thank you Jerry. Do I have you to thank for this or Lisa who probably you Debbie? Thank you, Debbie
[00:06:13.900 --> 00:06:20.420]   And thanks to Jonathan Wonder for sending along this he says I've been original fan since the screen savers
[00:06:20.420 --> 00:06:23.500]   Oh, he says a lot of nice things, which I'm not gonna mention
[00:06:23.500 --> 00:06:28.940]   Cannot thank you enough for all of your shows. So we have
[00:06:29.500 --> 00:06:33.260]   lovely fans lovely audience members and lovely drawy vars and
[00:06:33.260 --> 00:06:35.940]   cake
[00:06:35.940 --> 00:06:44.220]   We will I know Harrison and Ava want some cake no Ava may not do you not eat cake either?
[00:06:44.220 --> 00:06:54.660]   So we'll and Sam's here will we get we got lots of Lucha and we got we're gonna have cake later. So stay tuned now
[00:06:55.660 --> 00:06:59.640]   Now we could talk about mark german's latest
[00:06:59.640 --> 00:07:02.500]   Man, this guy is amazing
[00:07:02.500 --> 00:07:10.100]   Really we are getting close to an apple event and I feel like all the chickens are coming home to roost
[00:07:10.100 --> 00:07:13.020]   sort of sort of
[00:07:13.020 --> 00:07:19.260]   So let me do the new rumor and then we'll we'll kind of get back we'll circle back to all the other stuff including
[00:07:19.260 --> 00:07:24.780]   I think very credible rumors about the shipping dates for the iPads and they yeah or at least the iPhones
[00:07:25.260 --> 00:07:27.260]   according to
[00:07:27.260 --> 00:07:29.780]   People familiar with the matter
[00:07:29.780 --> 00:07:34.900]   There will be a new laptop it will look like according to german the current macbook era
[00:07:34.900 --> 00:07:41.860]   But we'll have thinner bezels 13 inch display higher resolution retina. That's what really the macbook more needs more than anything else
[00:07:41.860 --> 00:07:45.020]   Apple spokesman declined to comment
[00:07:45.020 --> 00:07:51.460]   And and I know you'll be really jazz hands about this Alex Lindsey a
[00:07:52.220 --> 00:07:57.900]   New pro level Mac mini apple has an upgrade at the Mac mini in four years. That's the perfect thing to do
[00:07:57.900 --> 00:07:59.900]   I mean, I think that I think that that
[00:07:59.900 --> 00:08:02.620]   Really pros are the ones that are using it
[00:08:02.620 --> 00:08:08.540]   You're not using I think a lot of us you're using Mac minis early on to basically be a faster apple TV
[00:08:08.540 --> 00:08:10.820]   I don't think we're really need that right now
[00:08:10.820 --> 00:08:12.780]   And I think that a lot of them
[00:08:12.780 --> 00:08:17.940]   I think probably what they looked at who was using it is a lot of pros that like to have compact rack mountable
[00:08:18.780 --> 00:08:23.780]   You know computers and I think that you know and I have so many of these and we just use them for lots of little bits and pieces
[00:08:23.780 --> 00:08:27.980]   But if they were more powerful if they had a discrete graphics processor if they had
[00:08:27.980 --> 00:08:30.260]   You know obviously USB C
[00:08:30.260 --> 00:08:32.660]   Then you can put a very discreet
[00:08:32.660 --> 00:08:37.180]   Graphics processor on the back so there's a lot of things that would be would be great
[00:08:37.180 --> 00:08:42.940]   With a pro-level Mac Mac mini. I think that you know, I don't think I don't think the pros are also that
[00:08:42.940 --> 00:08:46.540]   Attached to the price. I mean they obviously don't want to be
[00:08:48.180 --> 00:08:50.900]   Too expensive, but I think that they could probably go to
[00:08:50.900 --> 00:08:55.940]   Much less much less and and and they're you know, they understand the value of the Mac mini
[00:08:55.940 --> 00:09:00.260]   I think that if you even if they're top-end topped out at 1500 or $2,000
[00:09:00.260 --> 00:09:04.340]   I think that people would still get it because it's the form factor that really makes a difference
[00:09:04.340 --> 00:09:10.660]   I love it that shares in the Lenovo group slid 2.8% on news that Apple was gonna release
[00:09:10.660 --> 00:09:13.620]   care
[00:09:13.620 --> 00:09:16.260]   Ben beherin
[00:09:16.260 --> 00:09:18.140]   Haven't talked about this three months ago
[00:09:18.140 --> 00:09:25.020]   I think when the rumors first came out that there was so much space being left in the PC market because Apple just wasn't didn't have an updated
[00:09:25.020 --> 00:09:31.780]   sub $1000 offering and it was their space to lose because they basically invented the ultra book and
[00:09:31.780 --> 00:09:33.620]   They really needed to get back in that game
[00:09:33.620 --> 00:09:37.500]   Yes, and I think it creates kind of a nice blend between the upper end
[00:09:37.500 --> 00:09:40.580]   iPad and the and the lower end
[00:09:40.580 --> 00:09:44.900]   You know, there's a little bit of crossover there where you can kind of make a decision that all the prices are about the same
[00:09:45.300 --> 00:09:53.820]   It's good. Yeah, but once again, we running into the observation that every single time they take the volts computers in the Mac line
[00:09:53.820 --> 00:09:58.060]   Sunle gets the word pro ahead of it, which gives license to say well
[00:09:58.060 --> 00:10:02.620]   How about we start at a thousand dollars now instead of starting at $500 and well
[00:10:02.620 --> 00:10:09.500]   What if we add these features that are not going to be significant to people who just simply want to add a Mac to their desktop?
[00:10:09.500 --> 00:10:11.740]   it's it's
[00:10:11.740 --> 00:10:16.660]   I don't know if I want to call it concerning but a continuing data point in the theory that
[00:10:16.660 --> 00:10:18.620]   Apple is
[00:10:18.620 --> 00:10:20.620]   Transitioning the max away from consumers
[00:10:20.620 --> 00:10:27.700]   exclusively and making it into a pro line of desktops and trying to get people who would come into an Apple store to buy a
[00:10:27.700 --> 00:10:30.140]   thousand sub thousand dollar
[00:10:30.140 --> 00:10:35.220]   MacBook Air or a five hundred dollar or excuse me sub eight hundred dollar Mac of any kind
[00:10:35.220 --> 00:10:39.460]   Trent basically stealing that steering them towards getting an iOS device instead
[00:10:39.660 --> 00:10:43.100]   So we'll see we'll see how that turns out. We'll we also don't want us
[00:10:43.100 --> 00:10:49.180]   We also don't want them to forget about what makes the Mac mini so practical and so desirable that it is a rounded
[00:10:49.180 --> 00:10:56.220]   rounded square that's flat and easy to put places and we don't want a pyramid that you can't put something on top of
[00:10:56.220 --> 00:11:02.100]   I don't care how excited you are about this new shape. I don't care about this new convection current
[00:11:02.100 --> 00:11:06.460]   Well, let's be clear. There is a tesserach. There is no rumor. There's a new shape, right?
[00:11:06.980 --> 00:11:12.820]   No, I'm saying if go ahead. I know I know why you confuse people so there's
[00:11:12.820 --> 00:11:21.240]   He's flight of fancy. There's no pyramid shaped Mac all I'm saying is that all we know is that there's a new excuse me
[00:11:21.240 --> 00:11:22.500]   the
[00:11:22.500 --> 00:11:30.100]   rumor that he is reporting is simply that it's gonna be more pro oriented and this might excuse me this gets me to
[00:11:30.100 --> 00:11:36.960]   Anticipate the possibility at least that Apple's going to give us another Quaker Roadspox and not give us
[00:11:36.960 --> 00:11:44.120]   Something that is practical and really really suitable for console. I hope not this is the this is the only data point in here is
[00:11:44.120 --> 00:11:50.520]   For this year's model everything else is for is just words for this year's model Apple Apple is focusing primarily
[00:11:50.520 --> 00:11:56.360]   And we're talking about the many these pro users new storage and processor options are likely to make it more expensive
[00:11:56.360 --> 00:11:58.720]   That's the only data point what go ahead?
[00:11:58.720 --> 00:12:04.240]   Yeah, I heard about this back in I think I tweeted about it back in June that Apple was actively working on the Mac mini again
[00:12:04.240 --> 00:12:09.760]   I didn't have a timeline and I didn't hear anything about it being pro centric and I think Ming Chi Quo wrote about it in July
[00:12:09.760 --> 00:12:12.680]   And I don't think he included anything about it being pro focused
[00:12:12.680 --> 00:12:15.100]   It could be that mark, you know mark has awesome sources
[00:12:15.100 --> 00:12:19.200]   So it could just be that he knows better about it or it could just be that similar to other Apple products
[00:12:19.200 --> 00:12:23.560]   There will be an entry-level version and then there will be a version that goes up to 32 gigabytes of RAM
[00:12:23.560 --> 00:12:27.400]   Two terabytes or even four terabytes of storage if you really need it
[00:12:27.400 --> 00:12:31.840]   And when you start getting into two terabytes and four terabytes of storage those prices spike
[00:12:31.960 --> 00:12:35.200]   But not everybody not even most people need those options
[00:12:35.200 --> 00:12:40.880]   So it could be that we're getting a very I'm not gonna say vanilla, but we could be getting a very catch-up Mac mini
[00:12:40.880 --> 00:12:48.480]   Release Thunderbolt 3 like Alex mentions you can hang eGPUs off the back and be super happy with those things and then but
[00:12:48.480 --> 00:12:50.680]   Mac mini does not sell well
[00:12:50.680 --> 00:12:54.120]   I mean that's that's I think everybody knows that by now it is the worst selling
[00:12:54.120 --> 00:13:00.720]   I think the word selling Mac the laptop sell the best and then the iMac and then it's probably a battle between the really outdated Mac
[00:13:00.720 --> 00:13:07.160]   Pro and the really eight outdated Mac mini which might be why they don't sell so well, but pros do love them and if
[00:13:07.160 --> 00:13:13.600]   Apple is seeing that the market really because Apple took away a lot of the pro options last time took away the four cores took away
[00:13:13.600 --> 00:13:18.200]   The double drive option that could have been a mistake and if they're correcting for that and we do get a range
[00:13:18.200 --> 00:13:24.560]   I think that would be excellent the mini when it was announced was pitched as a way for PC users
[00:13:24.560 --> 00:13:30.240]   To sample Macintosh that you would take your own keyboard mouse. Yeah, you would take your tower case
[00:13:30.720 --> 00:13:35.460]   You would unplug it the keyboard mouse amount of plug put the mini on top of plug it in there
[00:13:35.460 --> 00:13:41.300]   And you could use a Mac and I think it was pitched to developers. Is that is that completely gone by the way, son? I?
[00:13:41.300 --> 00:13:45.880]   Don't know I think it's important to give again if they really want to
[00:13:45.880 --> 00:13:53.000]   Support the Mac as a platform and not as part of just simply a larger business strategy
[00:13:53.000 --> 00:13:59.440]   They have to acknowledge that I've got I've got in front of me a real a really nice display that I'm very happy with
[00:13:59.440 --> 00:14:04.440]   That I paid $400 for I don't want to have to be forced to buy a
[00:14:04.440 --> 00:14:11.640]   $900 panel that I don't need or want if I want to get if I want to get a Mac on my desktop and
[00:14:11.640 --> 00:14:17.680]   It's it's I don't it's important that Apple nurture the Mac as a platform
[00:14:17.680 --> 00:14:22.880]   Which is something that I don't think they're doing if the Mac mini is is indeed such a bad selling
[00:14:22.880 --> 00:14:24.960]   piece of hardware
[00:14:24.960 --> 00:14:31.440]   Then I don't think we go to the idea that I don't think we jump to the conclusion that people don't want an expensive Mac
[00:14:31.440 --> 00:14:38.840]   We go to the conclusion that maybe the reason why the school system is so underperforming is because you're not putting you're taking money away
[00:14:38.840 --> 00:14:42.920]   From it and you're not giving it any resources and you're not helping it to nurture
[00:14:42.920 --> 00:14:46.040]   You have to basically tell people that the Mac mini exists
[00:14:46.040 --> 00:14:52.240]   You have to basically keep making it better and better and better every single year if they if Apple decided to make
[00:14:52.240 --> 00:14:59.040]   I still have this fantasy of a Apple TV sized Mac mini that goes for way under $500
[00:14:59.040 --> 00:15:03.400]   That would be very capable of running most of the Mac apps that people kind of want
[00:15:03.400 --> 00:15:08.000]   But would be so inexpensive that people would just and be so Apple E in
[00:15:08.000 --> 00:15:12.960]   Reliability and ease of setup that people would just simply say I need a computer for the living or more
[00:15:12.960 --> 00:15:16.560]   I need a computer for the house. We're not getting we're not getting the job done with just
[00:15:17.320 --> 00:15:21.400]   Issuing laptops everybody that would be such an interesting and creative product
[00:15:21.400 --> 00:15:26.920]   You don't sell Mac minis by telling people that we're not interested in updating it
[00:15:26.920 --> 00:15:31.560]   We're not interested in making it useful for 2018. Please buy a Mac Pro instead
[00:15:31.560 --> 00:15:36.880]   That's what's I think is causing the failure of the Mac mini. Here's a sixty four thousand dollar question when
[00:15:36.880 --> 00:15:44.880]   October not late next month. No, they're not gonna do anything in the way of the phone. How about I'm also
[00:15:46.120 --> 00:15:48.120]   One second there's
[00:15:48.120 --> 00:15:52.560]   So there's two apples and it's hard to predict which one will show up at any given time
[00:15:52.560 --> 00:15:54.960]   There's the Apple that thinks and they've done this
[00:15:54.960 --> 00:16:02.360]   They've done a couple times where there's only been a September event and basically Tim Cook says clear my skies and nobody wants to have to ramp up
[00:16:02.360 --> 00:16:06.200]   For two events they have a lot of other stuff to do and they put everything together
[00:16:06.200 --> 00:16:11.920]   And you just get product after product after product until you're almost exhausted and it's amazing
[00:16:11.920 --> 00:16:17.800]   But it's terrible and then there's the apple that like Alex said doesn't want to get anything else in the way of the new iPhone
[00:16:17.800 --> 00:16:20.880]   Although this year it's an update. It's not a radical new redesign
[00:16:20.880 --> 00:16:25.120]   And then you have the iPhone and iPad in September and the max in October
[00:16:25.120 --> 00:16:30.280]   If there's no I mean there's enough new products that maybe the max could carry their own event
[00:16:30.280 --> 00:16:34.680]   But it would be hard because there's no radical redesign aside from the Mac book air
[00:16:34.680 --> 00:16:37.800]   There's no I don't believe the new iMac is ready yet. I just I
[00:16:38.560 --> 00:16:44.360]   Surprise either way. I wouldn't be surprised that they don't do an event at all. I mean this is I tell you why I would be the mini no
[00:16:44.360 --> 00:16:45.520]   but
[00:16:45.520 --> 00:16:50.560]   There has been such a long time between the first the era the last era in this era
[00:16:50.560 --> 00:16:52.560]   When was the last time they did though?
[00:16:52.560 --> 00:16:58.880]   But I feel like this for the exactly reasons that we just discussed Apple will want to tell the world
[00:16:58.880 --> 00:17:02.880]   The ultra book is back. You don't have to buy a Lenovo
[00:17:02.880 --> 00:17:11.040]   So I feel like that and remember Mojave is a big deal for Apple too, and that's gonna come out right presumably day and date with these I
[00:17:11.040 --> 00:17:16.520]   If not earlier because it has to now they're sort of trapped because it all presents work so much together
[00:17:16.520 --> 00:17:19.560]   They need to have the features ready. I think it's gonna be one of them
[00:17:19.560 --> 00:17:22.720]   That's why I do think it's gonna all be at once
[00:17:22.720 --> 00:17:27.120]   I know you know, it's funny. I I have pretty good
[00:17:27.120 --> 00:17:29.760]   reason to believe that Apple
[00:17:29.800 --> 00:17:32.360]   like any company that has a massive success
[00:17:32.360 --> 00:17:39.040]   With the success of the iPhone that the the people in charge of the iPhone have become a
[00:17:39.040 --> 00:17:44.480]   dominant force within the company and they have a lot of weight and
[00:17:44.480 --> 00:17:51.680]   They can affect other divisions with their needs and wants this happen at Microsoft
[00:17:51.680 --> 00:17:55.240]   It actually was a very bad thing for Microsoft. We have these fiefdoms
[00:17:55.240 --> 00:17:59.240]   I believe that that's what's happened at this point. It's more like the iPhone has to absolutely
[00:17:59.560 --> 00:18:06.280]   Ship on time every year and everything else has to work around that. Yes, and any other product doesn't have to but if I from didn't it would be a calamity
[00:18:06.280 --> 00:18:11.880]   And I think that to some degree the iMac and the Mac in general is is hampered
[00:18:11.880 --> 00:18:17.820]   By the power that the iPhone division now wheels that they can say to Macintosh. No, don't do that
[00:18:17.820 --> 00:18:20.520]   We're um, that's ours. I
[00:18:20.520 --> 00:18:27.040]   Agree and disagree. I don't think that's it's the iPhone division. I think it's iOS and it's not a division
[00:18:27.040 --> 00:18:29.720]   It's the culture of the company. I think that they see them
[00:18:29.720 --> 00:18:35.960]   They see their primary outreach and hardware as being iOS that that's the that's their creative passion
[00:18:35.960 --> 00:18:37.960]   That's where they feel as though they can
[00:18:37.960 --> 00:18:44.520]   Move the needle as much as possible. That's certainly where they think that most of the money that they can make is gonna come from
[00:18:44.520 --> 00:18:48.320]   I think that they don't see the need for what they consider to be a redundant
[00:18:48.320 --> 00:18:55.080]   Operating system for what they consider to be redundant hardware. What can an iOS device not do?
[00:18:55.080 --> 00:19:00.960]   Well, that's now what the Mac is gonna have to handle from now on so I don't so I don't think that it's so much as again
[00:19:00.960 --> 00:19:03.280]   Here's this one division. That's a that's exerting control
[00:19:03.280 --> 00:19:06.920]   I think that this is the one machine this one organism called Apple
[00:19:06.920 --> 00:19:12.980]   Deciding that here's there's where we here's our path forward and it's for hardware and it really is going to be iOS
[00:19:12.980 --> 00:19:17.000]   Horizontal I think it's less horizontal
[00:19:17.000 --> 00:19:17.200]   well
[00:19:17.200 --> 00:19:24.000]   I think it's less intentional and more consequential because like the Mac team is just smaller and they have a lot of things to work on and
[00:19:24.200 --> 00:19:26.960]   Also when you have people who want to work at Apple
[00:19:26.960 --> 00:19:28.560]   They don't want to work on the oldest product
[00:19:28.560 --> 00:19:31.160]   They want to work on Titan or ROS or something
[00:19:31.160 --> 00:19:33.960]   So you have to get those like it's really hard to get engineers
[00:19:33.960 --> 00:19:39.080]   There's a there's a real lack of availability of engineers and then getting those best and brightest sometimes means letting them work on
[00:19:39.080 --> 00:19:41.440]   What they want to work on and that's not even I fun anymore
[00:19:41.440 --> 00:19:46.040]   So we're gonna start seeing that shift I think why we go forward and I think that I think more companies
[00:19:46.040 --> 00:19:53.160]   Should also think about you know the primary what's making the most money for the company and obviously you don't want to be distracted by that
[00:19:53.160 --> 00:19:57.800]   But at the same time, I mean you don't you don't want to lose sight of what's gonna be the next thing for the company
[00:19:57.800 --> 00:20:02.880]   But at the same time you do have to stay very very focused on what is generating revenue for us today
[00:20:02.880 --> 00:20:05.760]   And making sure that that is a success then it lets you do everything else
[00:20:05.760 --> 00:20:10.760]   And so I think that they Apple is like rightly so very focused on the thing that is
[00:20:10.760 --> 00:20:13.200]   What is it 80% of the revenue?
[00:20:13.200 --> 00:20:20.040]   You know, you know, you know, I think you're right and I think 80% of the hazard of having a successful product is that companies do that
[00:20:20.040 --> 00:20:23.940]   But I don't I think you can demonstrably show that that was never the way Steve wrote
[00:20:23.940 --> 00:20:29.880]   Ran the company that he wasn't concerned about what was the most profitable. He wanted to do what was gonna make the biggest
[00:20:29.880 --> 00:20:36.240]   Finish iPhone several times and he also didn't have the luxury of having anything as successful as the iPhone, right?
[00:20:36.240 --> 00:20:38.240]   But but Macintosh was a flop
[00:20:38.240 --> 00:20:41.560]   Lisa was a flop that didn't stop him from making Macintosh
[00:20:41.560 --> 00:20:47.080]   Oh, I don't know you back that him over Mac and but I but I'd say that he was a different person before the firing after the firing
[00:20:47.080 --> 00:20:52.080]   He was a he was all over the place and had a lot of things that he wanted to do before the firing after the firing
[00:20:52.080 --> 00:20:54.800]   He had laser focus on where I do this one thing
[00:20:54.800 --> 00:20:56.360]   We're gonna move this one thing down the path
[00:20:56.360 --> 00:20:59.960]   So I think that that that laser focus still exists there of you know
[00:20:59.960 --> 00:21:02.680]   This is the important thing and the reality is is these other businesses
[00:21:02.680 --> 00:21:05.160]   I mean they still have hundreds of engineers working on Titan
[00:21:05.160 --> 00:21:10.360]   They have hundreds, you know, they have hundreds of engineers working on their online, you know on their services
[00:21:10.360 --> 00:21:16.400]   So there's still I mean they are have revenue or they have R&D the size of many other companies
[00:21:16.720 --> 00:21:20.400]   You know that they so they're still pushing way down that path, but I think that
[00:21:20.400 --> 00:21:26.520]   You know, I think that the one thing is is they kind of follow through on most of those things or at least the ones we see publicly
[00:21:26.520 --> 00:21:32.720]   I think we sometimes we see a little bit of ADD with some of the other companies in their sphere of we're gonna do
[00:21:32.720 --> 00:21:37.320]   Notorious for just everything, you know and not not following through if you think about you know
[00:21:37.320 --> 00:21:42.040]   Where you know G+ would have been today when Facebook's having trouble, you know, they probably would have done better
[00:21:42.040 --> 00:21:45.440]   Right, you know and as another option, but you know, they gave up pretty quick
[00:21:45.440 --> 00:21:51.120]   So we're gonna get to the iPhone announcement because I think we also have now enough detail
[00:21:51.120 --> 00:21:56.960]   And we're close enough to the event that we I think we can pretty much tell everybody what's gonna happen this this this Macintosh
[00:21:56.960 --> 00:22:02.400]   News kind of threw it monkey wrench into that, but we'll figure that out in a little bit
[00:22:02.400 --> 00:22:04.880]   But I wouldn't mind a little blue sky now understand
[00:22:04.880 --> 00:22:10.000]   This is completely blue sky at this point about what we'd like to see the next MacBook Air look like in the next Mac money
[00:22:10.000 --> 00:22:14.760]   Look like let me start with Alex because I know with the mini there's things that you want
[00:22:15.200 --> 00:22:16.200]   I
[00:22:16.200 --> 00:22:18.000]   Mean I don't want I just want to be faster
[00:22:18.000 --> 00:22:20.160]   I don't need it faster than better graphics processor
[00:22:20.160 --> 00:22:25.720]   So for instance, we can't use we can't use Mac minis if we want to use we don't use them for like something like Skype or
[00:22:25.720 --> 00:22:31.840]   Hangouts or other things like that because their graphics processor isn't fast enough to do full screen from the web from a web page
[00:22:31.840 --> 00:22:36.520]   You just can't render it at full-frame rate. So, you know having something a little bit faster for us
[00:22:36.520 --> 00:22:43.520]   We for what we use speed is all I care about and then and then possibly, you know the USB C is obviously in the back
[00:22:43.520 --> 00:22:45.520]   So that we could do
[00:22:45.520 --> 00:22:46.400]   Thunderbolt 3
[00:22:46.400 --> 00:22:52.200]   I don't mean USB C but the Thunderbolt 3 connection so that we could really soup one up if we wanted to but outside of that
[00:22:52.200 --> 00:22:54.040]   I don't really have any
[00:22:54.040 --> 00:22:59.400]   You know needs for it to change, you know, I think that the form factor works great
[00:22:59.400 --> 00:23:04.560]   I mean I'd love to you know see something that was halfway in between but I think that having being able to put two Mac minis on
[00:23:04.560 --> 00:23:08.800]   In one rack unit my only concern would be man if they get out of that form factor
[00:23:08.800 --> 00:23:13.040]   It'll be a disaster for us if they make it a little bit taller or a little bit wider
[00:23:13.040 --> 00:23:17.560]   It there's a lot of people that are racking these these these Mac minis that will be
[00:23:17.560 --> 00:23:23.080]   You know there's everybody's on 19 inches wide and and in into half
[00:23:23.080 --> 00:23:27.520]   Well, you know like there's a certain size that we need everything to fit into and right now the Mac mini fits into it really
[00:23:27.520 --> 00:23:32.440]   Well, they could easily screw that up if they change it. I don't think Apple will I think that we'll see that there
[00:23:32.440 --> 00:23:36.840]   I I'm as far as the the air. It's not really a space that I even yeah
[00:23:37.880 --> 00:23:43.160]   Renee you were the I think the one who said that Apple got screwed up by
[00:23:43.160 --> 00:23:51.080]   Intel which had promised a 10 nanometer processor this year and now can't deliver till next year and that that might have pushed back some of these
[00:23:51.080 --> 00:23:58.040]   Announcements given that there won't be a 10 nanometer be nice to have a ninth generation or a tenth generation processor
