
[00:00:00.000 --> 00:00:05.000]   It's time for Mac Break Weekly and yes, the new iPhones are here.
[00:02:22.000 --> 00:02:25.000]   Well, they didn't have four, so they're here.
[00:02:25.000 --> 00:02:28.000]   I guess it is Mac World Magazine. That's pretty important.
[00:02:28.000 --> 00:02:32.000]   But Andy Inako also in the room and he will be joining us a little later on via phone.
[00:02:32.000 --> 00:02:35.000]   He's down there in Cupertino still at the demo room.
[00:02:35.000 --> 00:02:37.000]   So let's recap.
[00:02:37.000 --> 00:02:39.000]   There really weren't many surprises.
[00:02:39.000 --> 00:02:42.000]   A new iPhone or two is here.
[00:02:42.000 --> 00:02:46.000]   Renee Ritchie, you of course, the keeper of the rumor mill.
[00:02:46.000 --> 00:02:51.000]   Anything that was not in the rumors?
[00:02:51.000 --> 00:02:53.000]   It's hard.
[00:02:53.000 --> 00:02:57.000]   If you read the book and then go see the movie, did you spoil the movie for yourself?
[00:02:57.000 --> 00:02:59.000]   You put all this information online.
[00:02:59.000 --> 00:03:02.000]   People don't have to read it, but I think it's almost like a compulsion.
[00:03:02.000 --> 00:03:05.000]   And there were minor details, especially software things,
[00:03:05.000 --> 00:03:09.000]   exactly what they were going to do with the camera app or the pricing for the iPhone 5C.
[00:03:09.000 --> 00:03:11.000]   I thought was one of the most interesting things.
[00:03:11.000 --> 00:03:14.000]   But all the major stuff leaks out of the supply chain.
[00:03:14.000 --> 00:03:17.000]   So there's references in the beta software that people find.
[00:03:17.000 --> 00:03:20.000]   And it's really hard to keep a secret now if you go on the internet.
[00:03:20.000 --> 00:03:22.000]   Take some of the fun out of these events.
[00:03:22.000 --> 00:03:24.000]   Take some of the ooh and ah.
[00:03:24.000 --> 00:03:26.000]   There's no one more thing really.
[00:03:26.000 --> 00:03:30.000]   Well, and I think when Tim came on, they kind of abandoned the one more thing.
[00:03:30.000 --> 00:03:32.000]   That was really Steve's trademark.
[00:03:32.000 --> 00:03:35.000]   And I feel like they didn't want to continue with that.
[00:03:35.000 --> 00:03:38.000]   And say, no, that's a bygone era.
[00:03:38.000 --> 00:03:43.000]   Let's just announce what we have to announce and call a special event when there's that one new thing.
[00:03:43.000 --> 00:03:47.000]   So you can go to the Apple store now, but you can't order.
[00:03:47.000 --> 00:03:50.000]   We'll just run down real quickly with the announcements.
[00:03:50.000 --> 00:03:55.000]   We're two new iPhones and iPhone 5C, which is as predicted, a plastic backed,
[00:03:55.000 --> 00:03:58.000]   essentially iPhone 5, unchanged iPhone 5.
[00:03:58.000 --> 00:04:06.000]   That you can pre-order September 13th in the US, Canada, China, interestingly.
[00:04:06.000 --> 00:04:10.000]   Germany, England, you know, the usual suspects.
[00:04:10.000 --> 00:04:14.000]   They'll have it in 100 countries by the end of the year.
[00:04:14.000 --> 00:04:20.000]   But as you say, the price a little bit disappointing if you were looking for a much less expensive iPhone.
[00:04:20.000 --> 00:04:29.000]   In fact, I thought, and I think Renee, you postulated this as well, that the 5C would mean that Apple could eliminate the 4S from their product line
[00:04:29.000 --> 00:04:32.000]   and move everybody to the 5 platform for iOS 7.
[00:04:32.000 --> 00:04:33.000]   Not the case.
[00:04:33.000 --> 00:04:36.000]   They are still offering an iPhone 4S.
[00:04:36.000 --> 00:04:39.000]   That'll be the free phone.
[00:04:39.000 --> 00:04:45.000]   $99 subsidized for the 5C, $199 subsidized for the 5S.
[00:04:45.000 --> 00:04:53.000]   The unsubsidized price of the 5C, the so-called inexpensive iPhone, is only $100 less than the 5S.
[00:04:53.000 --> 00:04:54.000]   Yeah, that's $5.49.
[00:04:54.000 --> 00:05:03.000]   I think that's a surprise because, you know, I thought this event, the play would be that this is really about Apple expanding their market for a couple of reasons.
[00:05:03.000 --> 00:05:10.000]   One, the less expensive iPhone, the security because they wanted to get into the military and other markets like that.
[00:05:10.000 --> 00:05:25.000]   If the unsubsidized phone is really up to $550, I think it makes it still a tough sell in China, in Europe, where people are not accustomed to having contract phones, but instead they do buy their phones and subsidize.
[00:05:25.000 --> 00:05:29.000]   And they're clearly other manufacturers that are coming way under that price.
[00:05:29.000 --> 00:05:31.000]   Anocha, for one.
[00:05:31.000 --> 00:05:35.000]   Yeah, this is, well, nobody thought that Apple would make a really cheap phone.
[00:05:35.000 --> 00:05:39.000]   In fact, there was a pretty good argument that they shouldn't, that that's not how Apple does things.
[00:05:39.000 --> 00:05:48.000]   But it did, you know, a number of analysts said, if you can get it down to $350 as an unsubsidized or prepaid phone, that you will have a huge market for it.
[00:05:48.000 --> 00:05:49.000]   They didn't.
[00:05:49.000 --> 00:05:51.000]   Is that a surprise, Renee?
[00:05:51.000 --> 00:05:52.000]   It's not a surprise.
[00:05:52.000 --> 00:05:56.000]   I mean, if you followed Apple for any length of time, you know, that they really don't care to have every customer.
[00:05:56.000 --> 00:06:02.000]   They know exactly which customers they want, and they're customers that are willing to spend a certain amount of money on a product.
[00:06:02.000 --> 00:06:10.000]   If you looked at the iPod mini, the Mac mini, the iPad mini, most recently, their pattern is to take a little bit of money off the price.
[00:06:10.000 --> 00:06:17.000]   You know, they have a certain share of the market and they know that by reducing it $100 or $200, they can increase that addressable market a little bit.
[00:06:17.000 --> 00:06:19.000]   There was one spec bump that surprised me.
[00:06:19.000 --> 00:06:25.000]   The FaceTime camera now gets a backlit, illuminated sensor, and I think it's a little bit better on the micron scale.
[00:06:25.000 --> 00:06:34.000]   But it's essentially an iPhone 5 that does, that has a plastic back, which means it's easier to manufacture because they had a lot of problems with the anodization on the 5.
[00:06:34.000 --> 00:06:41.000]   So it depends what problem you think Apple was trying to solve, and that problem was never going to be offered a $200 or $300 iPhone.
[00:06:41.000 --> 00:07:04.000]   5 colors, white, red, yellow, blue, and green, and then Apple, seeing, I think a lot of money slipped by them and the risk accessory market has decided to offer complimentary colorful cases with holes in them so that you can mix and match the colors and have the holes shine through with another color.
[00:07:04.000 --> 00:07:21.000]   It is an A6 chip, 8 megapixel eyesight camera, that's the new camera in the front, 4-inch retina display, LTE, you know, it's basically an iPhone 5 with the exception of that eyesight camera, the old chip, no fingerprint reader.
[00:07:21.000 --> 00:07:35.000]   The price is the thing that does a little bit surprise me, unsubsidized, SIM-free, 16 gigabytes, $549, 32 gigabytes, $649.
[00:07:35.000 --> 00:07:42.000]   I don't think we know what it's going to be in China yet, I mean that's a big question because if China Mobile goes through, we don't know what the subsidy deal or the contract between them would be.
[00:07:42.000 --> 00:07:46.000]   And you know, it's hard to imagine this will be a $550 phone on China Mobile.
[00:07:46.000 --> 00:08:01.000]   A little bit of a surprise, we thought maybe they would mention China Mobile, this has been the other shoot-a-drop in China, that's the biggest carrier in China and they have not been on China Mobile because of their restrictive demands of Apple Apple wasn't willing to see them and I don't know if they've made that deal or not.
[00:08:01.000 --> 00:08:09.000]   Well I was wondering if in the stream to China there was just a little footnote there saying, "By the way, don't tell other people but this is where the charge is for it."
[00:08:09.000 --> 00:08:11.000]   Because obviously they want that market.
[00:08:11.000 --> 00:08:12.000]   Right.
[00:08:12.000 --> 00:08:15.000]   This price point, I don't know.
[00:08:15.000 --> 00:08:26.000]   They did make a big deal about it being the most widespread LTE, like the most compatible LTE device, sorry, phone ever and they did announce NTT.como in Japan, which previously not carried the iPhone.
[00:08:26.000 --> 00:08:29.000]   So they are at least pushing those international boundaries still.
[00:08:29.000 --> 00:08:32.000]   Some of that's because of the technology catching up.
[00:08:32.000 --> 00:08:41.000]   All the phones now are having are able to, and I know you talked to Sasha Segan of this about this on PC Magazine on your iMore podcast, all of the phones now.
[00:08:41.000 --> 00:08:46.000]   Thanks to Qualcomm and other chip manufacturers are able to support far more LTE bands.
[00:08:46.000 --> 00:08:50.000]   And that's very important. You don't want to make multiple phone models.
[00:08:50.000 --> 00:08:56.000]   Currently Samsung does. They have a Qualcomm chip in the US models and an Exynos Samsung chip in the international models.
[00:08:56.000 --> 00:08:59.000]   And that's because of the different radio bands.
[00:08:59.000 --> 00:09:04.000]   And the certification processes are really onerous in some jurisdictions as well.
[00:09:04.000 --> 00:09:09.000]   But there's 40 discrete segments to be supported in LTE and that's hard to get on one chip.
[00:09:09.000 --> 00:09:15.000]   And because everyone uses a, like there's not that many bands, but everyone uses a slightly different part of that band because there's a range there.
[00:09:15.000 --> 00:09:20.000]   And then some people have wide supports and people have narrow support. It's much trickier.
[00:09:20.000 --> 00:09:23.000]   It's like, it really is a black science to get it done.
[00:09:23.000 --> 00:09:31.000]   So it says pre-order September 13th on the five C chat.
[00:09:31.000 --> 00:09:33.000]   We have Mr. Naco on the line.
[00:09:33.000 --> 00:09:34.000]   Hey, good news.
[00:09:34.000 --> 00:09:39.000]   Andy Enoco, who's that one infinite loop? He's at the town hall where he's.
[00:09:39.000 --> 00:09:41.000]   Have you been up to the demo room, Andy?
[00:09:41.000 --> 00:09:44.000]   I'm in the demo room right now. As a matter of fact.
[00:09:44.000 --> 00:09:46.000]   Tell us what you see.
[00:09:46.000 --> 00:09:50.000]   Ah, big crap.
[00:09:50.000 --> 00:09:51.000]   The people.
[00:09:51.000 --> 00:10:02.000]   I think that this is going to be like site zero forever. Next pandemic disease comes in because everybody's putting their fingers on this exact same like one square centimeter area of five different sample life on five.
[00:10:02.000 --> 00:10:04.000]   So that's a great thing.
[00:10:04.000 --> 00:10:06.000]   I think that's a great thing.
[00:10:06.000 --> 00:10:08.000]   I think that's a great thing.
[00:10:08.000 --> 00:10:10.000]   I think that's a great thing.
[00:10:10.000 --> 00:10:12.000]   I think that's a great thing.
[00:10:12.000 --> 00:10:14.000]   I think that's a great thing.
[00:10:14.000 --> 00:10:16.000]   I think that's a great thing.
[00:10:16.000 --> 00:10:18.000]   I think that's a great thing.
[00:10:18.000 --> 00:10:20.000]   I think that's a great thing.
[00:10:20.000 --> 00:10:22.000]   I think that's a great thing.
[00:10:22.000 --> 00:10:24.000]   I think that's a great thing.
[00:10:24.000 --> 00:10:26.000]   I think that's a great thing.
[00:10:26.000 --> 00:10:28.000]   I think that's a great thing.
[00:10:28.000 --> 00:10:35.000]   When you set up a, when you train it for your fingerprint, there is like a grayed out like fingerprint on the screen.
[00:10:35.000 --> 00:10:42.000]   And what you're asked you to do is keep tapping and holding, tapping and holding, tapping and holding that button with the same finger.
[00:10:42.000 --> 00:10:48.000]   And the more it learns, the more of those gray like loops and whirls in that big fingerprint gets filled in with red.
[00:10:48.000 --> 00:10:50.000]   So you know that, okay, I don't have to do this for 10 hours.
[00:10:50.000 --> 00:10:51.000]   It's getting more and more red.
[00:10:51.000 --> 00:10:53.000]   I'm closer and closer to success.
[00:10:53.000 --> 00:10:59.000]   And once you're done, then it asks you to now please try holding this with like other edges of that same finger.
[00:10:59.000 --> 00:11:03.000]   So I know what the side of your thumb looks like with a tip your thumb feels like.
[00:11:03.000 --> 00:11:12.000]   There is once you've got it registered in, there is a brand new sort of semi gesture to learn that I screwed up when I first tried it.
[00:11:12.000 --> 00:11:22.000]   You put the home button as usual to wake it up, but then you lightly rest your finger on the home button without depressing it in order to get the authentication.
[00:11:22.000 --> 00:11:28.000]   So if you, when I was doing this, I was pressing and holding and activating voice command time and time again.
[00:11:28.000 --> 00:11:34.000]   But once you got it headed to your head, click one, wake up the phone, resting it, and authenticate you.
[00:11:34.000 --> 00:11:35.000]   Now you're in.
[00:11:35.000 --> 00:11:38.000]   And it only takes like a half a second for you to go in.
[00:11:38.000 --> 00:11:40.000]   You don't suppose you have to tap and wait.
[00:11:40.000 --> 00:11:42.000]   So it works really good.
[00:11:42.000 --> 00:11:44.000]   You can authenticate as many as five fingers.
[00:11:44.000 --> 00:11:49.000]   And I tried doing it with like not the hand that I'd authenticated with.
[00:11:49.000 --> 00:11:50.000]   It wouldn't let me in.
[00:11:50.000 --> 00:11:52.000]   It seems to work really sweet.
[00:11:52.000 --> 00:11:53.000]   Apple says they're going to use this.
[00:11:53.000 --> 00:11:56.000]   We'll talk more about the five S in a little bit.
[00:11:56.000 --> 00:12:06.000]   This is a five S only feature, but Apple says they're going to use this not only for unlocking the phone, but also for authentication on the Apple store, the app store, the iTunes store.
[00:12:06.000 --> 00:12:11.000]   That means they trust it enough to say, yeah, this is as good as a password.
[00:12:11.000 --> 00:12:13.000]   Yeah, that really surprised me.
[00:12:13.000 --> 00:12:16.000]   I was pretty sure it was going to be using for unlocking.
[00:12:16.000 --> 00:12:27.000]   I kind of thought that not that they wouldn't trust it for e-commerce, but I thought that at least you want to see, well, let's get 5 million people using this first just to satisfy ourselves that this is it's okay to unleash the hounds.
[00:12:27.000 --> 00:12:33.000]   But yeah, they're confident enough about it to make this a day one feature that's really impressive about how much they feel about it.
[00:12:33.000 --> 00:12:38.000]   And also, I think it really does speak to how much CPU power is in the new A7 processor.
[00:12:38.000 --> 00:12:47.000]   I mean, every single thing they put into that, that presentation today was fueled by the fact that they've got an amazing horsepower CPU inside that phone.
[00:12:47.000 --> 00:12:51.000]   Yeah, they will tell and we'll talk more about that in a little bit.
[00:12:51.000 --> 00:12:56.000]   Let me get just while you're there in the demo room, any other impressions, did you get to play with the camera?
[00:12:56.000 --> 00:13:02.000]   Not yet, because there's still a big crowd and it's hard to see how the whole of the camera works.
[00:13:02.000 --> 00:13:09.000]   I did check out the flash. The flash certainly looked like an immediate improvement over what I usually expect from an iPhone.
[00:13:09.000 --> 00:13:14.000]   Instead of that weird greenish, blueish color, it seems nicely balanced.
[00:13:14.000 --> 00:13:21.000]   It's still not, it's still the same problem where it's an LED, so it's not quite so powerful, but you're already immediately getting really nice natural color.
[00:13:21.000 --> 00:13:26.000]   As far as the other things that the camera promises to do, I'm just not in a position to really check that out.
[00:13:26.000 --> 00:13:27.000]   Yes, I don't want to say.
[00:13:27.000 --> 00:13:31.000]   The demo photos, they look very good.
[00:13:31.000 --> 00:13:38.000]   Apple's saying they have dual LEDs, one on the blue end of the spectrum of the color spectrum, and one in the warmer yellow end of the spectrum,
[00:13:38.000 --> 00:13:46.000]   and that they can mix the two to give you a flash that matches the ambient light of the room up to a thousand different settings.
[00:13:46.000 --> 00:13:51.000]   That's what they said. So very variable power, breech one, so a variable color, really cool stuff.
[00:13:51.000 --> 00:13:56.000]   That's a great idea, and I don't think anybody's doing anything anywhere near like that.
[00:13:56.000 --> 00:13:59.000]   So, what are your impressions of the presentation itself?
[00:13:59.000 --> 00:14:04.000]   Again, typical application presentation, really tight, really focused.
[00:14:04.000 --> 00:14:08.000]   They know they have our attention for the first 15 minutes, no matter what they said.
[00:14:08.000 --> 00:14:13.000]   So that's a good opportunity to talk about how happy they are to be in so many international markets.
[00:14:13.000 --> 00:14:16.000]   They showed up, the revamped Stanford store.
[00:14:16.000 --> 00:14:22.000]   I think that we're going to be not too long before we see them be proud about the revamped San Francisco store.
[00:14:22.000 --> 00:14:31.000]   But really it was two or three very, very concise messages that were repeated over and over again through implementation in different ways,
[00:14:31.000 --> 00:14:36.000]   meaning that we have this hot, hot, hot new processor that lets us do a million things better.
[00:14:36.000 --> 00:14:46.000]   Like again, you could spend so much time just talking about the camera where it's doing things like, well, we're going to sort of pre-take every version of this photo when you click the shutter,
[00:14:46.000 --> 00:14:53.000]   and then we're going to combine the best parts of every single iteration of that photo to give you the best possible picture.
[00:14:53.000 --> 00:14:59.000]   So, although they're not doing something as cool as Noki is doing with that immense like 10, 20,000,000 sensor,
[00:14:59.000 --> 00:15:02.000]   they're saying, well, we're going to make a marginal improvement to the hardware,
[00:15:02.000 --> 00:15:10.000]   but we're going to open up the potential of this really cool CPU to build a synthetic image that's better than anything we could do for real.
[00:15:10.000 --> 00:15:16.000]   And the other secret message was international, international, international.
[00:15:16.000 --> 00:15:23.000]   One thing was we all know that they're talking about the 5C being, here's our inexpensive phone for international markets.
[00:15:23.000 --> 00:15:30.000]   But the other thing is that they also made sure that everybody knew that this has more radios than any other iPhone we've made,
[00:15:30.000 --> 00:15:32.000]   and that's the 5C.
[00:15:32.000 --> 00:15:40.000]   And that's their way of saying that this is a truly international phone. And just to make sure that I get this into,
[00:15:40.000 --> 00:15:50.000]   I did spend some time at the 5C. It definitely underscores the point that plastic cases are not the problem, badly designed plastic phones are the problem.
[00:15:50.000 --> 00:15:58.000]   It doesn't feel like a plastic case. Because of that steel frame, my fingertips are sort of telling me that, no, this isn't plastic.
[00:15:58.000 --> 00:16:04.000]   This is an animal metal that instead of plastic, it really feels like a solid, well-made item.
[00:16:04.000 --> 00:16:10.000]   Does it feel like the plastic on the Nokia phones, you know, that kind of soft touch polycarbonate or something else?
[00:16:10.000 --> 00:16:19.000]   No, again, it feels a bit, to me, it feels more like an animal. I wouldn't call it slippery, but it has a sort of, it's hard to articulate,
[00:16:19.000 --> 00:16:25.000]   but like, that sort of like dense feel to it. It doesn't have like a pebble surface to it.
[00:16:25.000 --> 00:16:31.000]   It doesn't have a rubbery texture to it. Like I said, an animal is as close as I can get to it's playing the feel of it.
[00:16:31.000 --> 00:16:33.000]   It doesn't feel like a $99 phone either.
[00:16:33.000 --> 00:16:37.000]   It is kind of in effect a coating around on a metal frame.
[00:16:37.000 --> 00:16:38.000]   Yes.
[00:16:38.000 --> 00:16:39.000]   Yeah.
[00:16:39.000 --> 00:16:40.000]   Yeah.
[00:16:40.000 --> 00:16:45.000]   Anything else, Andy, before we let you go, because I'm sure you want to get back over there and play with those phones tomorrow.
[00:16:45.000 --> 00:16:50.000]   Not much. Again, I got the shake almost Costello's hand. That was pretty cool.
[00:16:50.000 --> 00:16:55.000]   I got the shake Tim Cooks hand, which I've never actually met him before. So now I've met Tim Cook.
[00:16:55.000 --> 00:17:03.000]   I met the nice president. So this has been a very good day for me somehow coming up with the right thing to say that didn't make me sound like an app to somebody that I really, really respect.
[00:17:03.000 --> 00:17:11.000]   You shook Al Gore's hand, Tim Cooks hand and Elvis Costello's hand in one half hour period. That's pretty darn impressive.
[00:17:11.000 --> 00:17:17.000]   That was, well, again, I was about to say and not embarrass myself, but you know what, Leo, the day is still young.
[00:17:17.000 --> 00:17:22.000]   I'm sure.
[00:17:22.000 --> 00:17:30.000]   All right. Hey, thank you so much. Andy Enoco. He's there at the town hall in Cupertino, California, where Apple has just announced two new phones.
[00:17:30.000 --> 00:17:37.000]   We'll let you go, Andy. Go play with, you get your choice. Go play with Elvis, Al, Tim, or the phone, your choice.
[00:17:37.000 --> 00:17:40.000]   My new close personal.
[00:17:40.000 --> 00:17:44.000]   Thank you, Andy Enoco. Great to have you here on the West Coast.
[00:17:44.000 --> 00:17:49.000]   We'll have more in just a little bit. We'll talk more about the two new phones. Our hosts are panelists.
[00:17:49.000 --> 00:17:53.000]   Renee Richie from iMore.com, who's, of course, watching this with a great interest as well.
[00:17:53.000 --> 00:17:56.000]   Well, we all are. Chris Breen from Macworld.com.
[00:17:56.000 --> 00:18:00.000]   Our show today brought to you by our friends at Shutterstock.com.
[00:18:00.000 --> 00:18:06.000]   Now, 28 million. I love one of the things I love to do is go to the Shutterstock site and look at the count.
[00:18:06.000 --> 00:18:11.000]   Now, they say at the top over 28 million stock photos, illustrations, vectors, and videos.
[00:18:11.000 --> 00:18:15.000]   But if you scroll down a little bit, you can see the actual number as it increases.
[00:18:15.000 --> 00:18:20.000]   Currently, 29 million. 141,181 royalty-free images.
[00:18:20.000 --> 00:18:26.000]   159,000 images added this week. That's one of the things that's great about Shutterstock.com.
[00:18:26.000 --> 00:18:29.000]   That and the amazing search tool. Please, create a free account.
[00:18:29.000 --> 00:18:34.000]   You don't need to give them a credit card number. Just create an account so you can start playing with the search engine,
[00:18:34.000 --> 00:18:38.000]   so you can search for iPhones, of course. But then you can narrow it down, if you like,
[00:18:38.000 --> 00:18:43.000]   using the Spectrum tool, which lets you select different colors from a color wheel.
[00:18:43.000 --> 00:18:47.000]   You can save images that you like to your light box.
[00:18:47.000 --> 00:18:55.000]   It's a great way to save images you might use later to save them for inspiration, but also to share them with colleagues.
[00:18:55.000 --> 00:19:00.000]   And you can do all that for free without even paying a dime.
[00:19:00.000 --> 00:19:04.000]   Now, if you'd like to download images, they have individual image packs or a monthly subscription.
[00:19:04.000 --> 00:19:09.000]   That's what we use. If you're a publication or you use a lot of stock photos,
[00:19:09.000 --> 00:19:12.000]   that's a great deal. 25 images a day with a standard subscription.
[00:19:12.000 --> 00:19:16.000]   And I'm going to tell you how you can save quite a bit in just a moment.
[00:19:16.000 --> 00:19:22.000]   Try their beautiful iPad app. Or iPhone. It's just gorgeous.
[00:19:22.000 --> 00:19:25.000]   It really looks more like just a gallery of wonderful images.
[00:19:25.000 --> 00:19:30.000]   And don't forget, it's not just photos. If you click the tab at the top of the Shutterstock page,
[00:19:30.000 --> 00:19:37.000]   you can look at video footage as well. Very high quality. 1.2 million high quality royalty free stock videos.
[00:19:37.000 --> 00:19:42.000]   What does royalty free mean? It means you pay for it once and you can use it in your PowerPoint presentations,
[00:19:42.000 --> 00:19:48.000]   on your blog, whatever your creations are. These are great. Look at that. That makes me want a mojito.
[00:19:48.000 --> 00:19:53.000]   Or a barbecue. Mmm. Shutterstock.com.
[00:19:53.000 --> 00:19:56.000]   Now, if you decide you don't need to have a credit card to get up at an account, so do that.
[00:19:56.000 --> 00:20:01.000]   But if you decide to buy, please, I invite you to use Macbreak and the number 9 as the offer code.
[00:20:01.000 --> 00:20:05.000]   Macbreak 9, one word 9 for the month of September.
[00:20:05.000 --> 00:20:10.000]   And we will take 30% off that first purchase, so that makes a subscription really good.
[00:20:10.000 --> 00:20:14.000]   Shutterstock is truly international. They're in more than a dozen countries.
[00:20:14.000 --> 00:20:17.000]   Full-time multilingual customer support throughout the week.
[00:20:17.000 --> 00:20:20.000]   You're never going to need it though. You're just going to start browsing and have fun.
[00:20:20.000 --> 00:20:26.000]   Get those images. Shutterstock.com. Please use our offer code Macbreak 9.
[00:20:26.000 --> 00:20:31.000]   Leo support Renee Richie, Chris Breen, talking about the new iPhones.
[00:20:31.000 --> 00:20:40.000]   So the 5C is, you know, I mean, there you go. It's not exactly cheap, but a lower cost, more affordable phone.
[00:20:40.000 --> 00:20:42.000]   You said it would be good for the kids, Chris.
[00:20:42.000 --> 00:20:47.000]   Yeah, I think the colorful casing is going to be attractive to parents.
[00:20:47.000 --> 00:20:52.000]   And parents, one, if they can get the lowest model, which is 99 bucks, they're not...
[00:20:52.000 --> 00:20:57.000]   That's the subsidized price. Yeah, subsidized. But if they're already with AT&T or Verizon on a family plan,
[00:20:57.000 --> 00:21:03.000]   sure, $99 at a pay for that phone. My daughter's going to get one. I hope she's not listening, but she's going to get one.
[00:21:03.000 --> 00:21:08.000]   Good. And I'm not sure what color you had. I guess I'll have to consult with her about this.
[00:21:08.000 --> 00:21:16.000]   But, you know, I think for a lot of parents, and well, I recall, not... It was many years ago that I walked into tech TV,
[00:21:16.000 --> 00:21:22.000]   call for help, and it was just after the iPod mini announcement, and you said, "What happened?"
[00:21:22.000 --> 00:21:27.000]   I said, "New iPod mini, talked about the price." I think it was $249, and we both said, "Too expensive."
[00:21:27.000 --> 00:21:33.000]   Not going to buy that for the kids. Not going to buy that for the kids. Not going to do well, and it turned out to be the best I could have ever made.
[00:21:33.000 --> 00:21:36.000]   So that shows you what we know. And in fact, I did buy one for Abby.
[00:21:36.000 --> 00:21:40.000]   Yeah. Right. So I'm a kind of a pushover when it comes to that.
[00:21:40.000 --> 00:21:46.000]   The kids really do want the iPhones. And I mean, I offer my kids Android devices all the time.
[00:21:46.000 --> 00:21:50.000]   Windows phone devices, Blackberries, even though they want the iPhones.
[00:21:50.000 --> 00:21:54.000]   Yeah. And I think particularly with the colorful cases, that's the one they're going to want.
[00:21:54.000 --> 00:21:56.000]   They don't care about a gold iPhone.
[00:21:56.000 --> 00:22:01.000]   Well, that's the next thing. I mean, everyone talks now about the next million users, all us Geeks, all us early adopters.
[00:22:01.000 --> 00:22:05.000]   We've gotten our smartphones. We've upgraded many times. We're maxing out the market.
[00:22:05.000 --> 00:22:10.000]   And the next billion customers are going to be people upgrading from feature phones, or getting their first smartphone.
[00:22:10.000 --> 00:22:14.000]   And what's important to them is usually very different than what's important to us.
[00:22:14.000 --> 00:22:20.000]   And they're more price sensitive than we are, but they also want fun features and they want more durable devices.
[00:22:20.000 --> 00:22:23.000]   And this looks exactly where Apple's aiming the iPhone 5C.
[00:22:23.000 --> 00:22:27.000]   Now, for mom and dad, let's take a look at the 5S.
[00:22:27.000 --> 00:22:31.000]   Yeah. No surprises here. They're not calling it black anymore, though.
[00:22:31.000 --> 00:22:36.000]   There's gold. They didn't call it Champagne. There's white, I guess.
[00:22:36.000 --> 00:22:38.000]   It's not white. It's got a silver.
[00:22:38.000 --> 00:22:41.000]   Silver. Yeah. Yeah. And there's space gray.
[00:22:41.000 --> 00:22:43.000]   Yes. What a name.
[00:22:43.000 --> 00:22:54.000]   This will be available September 20th. What I'm not clear about is that mean you could pre-order a week earlier, pre-order a 5C and get it September 20th?
