
[00:00:00.000 --> 00:00:04.000]   [music]
[00:07:40.720 --> 00:07:44.480]   strictly because there's this one really cool third party app that lets you download
[00:07:44.480 --> 00:07:46.640]   podcast directly.
[00:07:46.640 --> 00:07:50.360]   And the ability to simply.
[00:07:50.360 --> 00:07:54.480]   Get airplane content on the taxi cab on the way to the airport.
[00:07:54.480 --> 00:07:58.480]   Instead of waiting here at the hotel saying, Oh, please, sync, please, please just sync
[00:07:58.480 --> 00:08:00.160]   so I can leave the hotel.
[00:08:00.160 --> 00:08:01.160]   Exactly.
[00:08:01.160 --> 00:08:02.160]   Exactly.
[00:08:02.160 --> 00:08:04.840]   I can't tell you how many times I've done that.
[00:08:04.840 --> 00:08:11.240]   So Erica, how do we what is the evidence that what do we know about what Apple did?
[00:08:11.240 --> 00:08:14.960]   I think Apple still to be faulted a little bit for not stepping forward and saying what
[00:08:14.960 --> 00:08:15.960]   their intent was.
[00:08:15.960 --> 00:08:18.680]   But what let's read the tea leaves from what you know.
[00:08:18.680 --> 00:08:23.440]   And I think you probably know as much as as anybody except maybe the inner circle at the
[00:08:23.440 --> 00:08:25.800]   dev team about what's going on.
[00:08:25.800 --> 00:08:26.800]   What happened here?
[00:08:26.800 --> 00:08:35.000]   To the best of my understanding, Apple bricked as many if not more locked iPhones than it
[00:08:35.000 --> 00:08:37.080]   did on last one.
[00:08:37.080 --> 00:08:44.720]   However, when people brought their phones to the store after a failed upgrade, the locked
[00:08:44.720 --> 00:08:50.080]   ones were given service and the unlocked ones were not because Apple had posted that big
[00:08:50.080 --> 00:08:53.600]   right thing saying we will not know.
[00:08:53.600 --> 00:08:59.800]   Now how do we know how do we know that the people bringing in the so-called unlocked bricks
[00:08:59.800 --> 00:09:02.480]   really weren't.
[00:09:02.480 --> 00:09:03.480]   Lock unlocking it.
[00:09:03.480 --> 00:09:07.120]   I mean, how do for instance, I have a friend I won't say names who did in fact brick his
[00:09:07.120 --> 00:09:10.280]   phone foolishly putting one one one on it.
[00:09:10.280 --> 00:09:15.640]   So went back and went through a process of really breaking it badly.
[00:09:15.640 --> 00:09:21.000]   He reverted to 102 and then started the one one one upgrade again and pulled the plug
[00:09:21.000 --> 00:09:22.160]   halfway through the firmware.
[00:09:22.160 --> 00:09:24.400]   I mean, really damaged the phone, I think.
[00:09:24.400 --> 00:09:28.440]   Then brought it in and Apple said, well, you unlocked it and he said, what's that?
[00:09:28.440 --> 00:09:31.480]   And the genius said, well, you know, make it so you could use it with T-Mobile.
[00:09:31.480 --> 00:09:34.960]   He said, no, no, I don't have a T-Mobile kind of an AT&T account.
[00:09:34.960 --> 00:09:36.320]   And the guy gave him a new phone.
[00:09:36.320 --> 00:09:39.560]   How do we know that that's not what's happening?
[00:09:39.560 --> 00:09:46.680]   I really can't talk about people who use deceptive methods and so forth.
[00:09:46.680 --> 00:09:49.200]   I kind of added my territory of expertise.
[00:09:49.200 --> 00:09:53.440]   I'm just I'm so we're pretty sure that a lot of real phones have been bricked like unlocked
[00:09:53.440 --> 00:09:55.000]   phones have been brick.
[00:09:55.000 --> 00:10:02.280]   Katie Halfner of the New York Times has a 14 year old daughter who had her completely
[00:10:02.280 --> 00:10:06.520]   unmodded, completely locked iPhone brick.
[00:10:06.520 --> 00:10:07.520]   All right.
[00:10:07.520 --> 00:10:08.520]   Well, I trust Katie.
[00:10:08.520 --> 00:10:10.440]   Yes, okay.
[00:10:10.440 --> 00:10:14.480]   So that means that it just was a bad update.
[00:10:14.480 --> 00:10:15.920]   I think it was a bad update.
[00:10:15.920 --> 00:10:24.040]   I have an unlocked phone, which obviously has been modded, but I never unlocked it that was
[00:10:24.040 --> 00:10:27.320]   with an AT&T go phone account.
[00:10:27.320 --> 00:10:35.320]   And it seems that go phone accounts were bricked more often in a statistical sense.
[00:10:35.320 --> 00:10:36.320]   Right.
[00:10:36.320 --> 00:10:40.280]   So for this for this corollarity, for this to be true, the corollary would also have to
[00:10:40.280 --> 00:10:44.760]   be true that there were unlocked phones that were not bricked.
[00:10:44.760 --> 00:10:46.760]   From what I understand that did happen.
[00:10:46.760 --> 00:10:47.760]   Yes.
[00:10:47.760 --> 00:10:48.760]   Okay.
[00:10:48.760 --> 00:10:49.760]   So some people got away with it.
[00:10:49.760 --> 00:10:53.760]   You can see on gadgets, several firsthand accounts of that.
[00:10:53.760 --> 00:10:57.440]   So it's just a case of what?
[00:10:57.440 --> 00:11:02.080]   I mean, my what my position was all along was it will Apple could have checked, you know,
[00:11:02.080 --> 00:11:06.960]   a CRC on the firm where a checks them on the modem firmware and said, well, this modem
[00:11:06.960 --> 00:11:08.200]   firmware has been changed.
[00:11:08.200 --> 00:11:09.200]   We're not going to update.
[00:11:09.200 --> 00:11:13.560]   I mean, admittedly they put out the warning and they don't have how much responsibility
[00:11:13.560 --> 00:11:20.480]   they have to tell people, but they could have done that easily.
[00:11:20.480 --> 00:11:22.160]   Not a lawyer.
[00:11:22.160 --> 00:11:27.600]   And this kind of goes into lawyer territory when you start talking about defective upgrades,
[00:11:27.600 --> 00:11:30.160]   negligence and things like that.
[00:11:30.160 --> 00:11:34.040]   Oh, see, I have no hesitance and then lie bling people.
[00:11:34.040 --> 00:11:36.200]   But I appreciate it.
[00:11:36.200 --> 00:11:37.200]   I appreciate it.
[00:11:37.200 --> 00:11:38.200]   I appreciate it.
[00:11:38.200 --> 00:11:39.760]   I appreciate slander.
[00:11:39.760 --> 00:11:41.400]   I appreciate your reticent, Sarah.
[00:11:41.400 --> 00:11:44.200]   We'll add it to the list of things you're atoning for.
[00:11:44.200 --> 00:11:49.200]   I think this falls under the legal category under title, title seven of talking smack.
[00:11:49.200 --> 00:11:50.200]   Talking smack.
[00:11:50.200 --> 00:11:51.200]   That's what I did.
[00:11:51.200 --> 00:11:52.200]   It was just it was just trash talk.
[00:11:52.200 --> 00:11:53.560]   It wasn't it wasn't slander.
[00:11:53.560 --> 00:11:54.800]   It was trash talk.
[00:11:54.800 --> 00:11:58.680]   So Erica, actually, there is some good news for unlockers.
[00:11:58.680 --> 00:12:04.160]   By the way, I got an email from somebody who said, I'm not I'm now since you see seem to
[00:12:04.160 --> 00:12:07.640]   have no difficulties stealing from Apple and AT&T.
[00:12:07.640 --> 00:12:09.400]   I'm going to stop paying for Twitch.
[00:12:09.400 --> 00:12:10.400]   Okay.
[00:12:10.400 --> 00:12:12.760]   Well, you can have your $2.
[00:12:12.760 --> 00:12:16.120]   I don't feel that I'm stealing from Apple by unlocking a phone and I paid for the phone
[00:12:16.120 --> 00:12:17.360]   and an 18.
[00:12:17.360 --> 00:12:18.720]   I'm not using AT&T service.
[00:12:18.720 --> 00:12:20.960]   So why should I pay AT&T and everything?
[00:12:20.960 --> 00:12:21.960]   Anything.
[00:12:21.960 --> 00:12:28.480]   My understanding is legal in the United States, at least until 2009 to unlock your phone and
[00:12:28.480 --> 00:12:30.360]   use it with whatever carrier you have.
[00:12:30.360 --> 00:12:31.360]   I agree.
[00:12:31.360 --> 00:12:33.240]   We've said that several times.
[00:12:33.240 --> 00:12:34.240]   So anyway, this guy.
[00:12:34.240 --> 00:12:35.240]   I'm not a lawyer.
[00:12:35.240 --> 00:12:36.240]   I'm not a lawyer either.
[00:12:36.240 --> 00:12:37.560]   I don't play a lawyer on TV.
[00:12:37.560 --> 00:12:40.040]   I don't even do aspirin commercials.
[00:12:40.040 --> 00:12:41.960]   Now, tell me.
[00:12:41.960 --> 00:12:43.920]   Say tell me Erica.
[00:12:43.920 --> 00:12:49.280]   What is the latest on unlocking 1.1.1?
[00:12:49.280 --> 00:12:53.920]   There are about three unlocked phones, maybe four now.
[00:12:53.920 --> 00:12:54.920]   Wow.
[00:12:54.920 --> 00:12:58.920]   It is not at all clean.
[00:12:58.920 --> 00:13:03.400]   It is extremely hazardous to iPhone.
[00:13:03.400 --> 00:13:09.200]   But from what I understand, the people who are doing this are very optimistic that they'll
[00:13:09.200 --> 00:13:11.480]   get it cleaned up very quickly.
[00:13:11.480 --> 00:13:12.480]   That surprises me.
[00:13:12.480 --> 00:13:16.960]   Because I remember your post where you were talking about the fact that it was a sign,
[00:13:16.960 --> 00:13:20.760]   digitally signed and it would be much more difficult to hack and jailbreak was talking.
[00:13:20.760 --> 00:13:23.920]   Yeah, I was talking about mostly the iPod touch.
[00:13:23.920 --> 00:13:24.880]   Okay.
[00:13:24.880 --> 00:13:30.120]   The iPod touch is just fanatically, insanely locked down.
[00:13:30.120 --> 00:13:35.640]   Which is of course why the jailbreak, even though the iPhone 1.1 upgrade, the jailbreak
[00:13:35.640 --> 00:13:40.480]   on that has been going for at least two weeks shorter a period of time.
[00:13:40.480 --> 00:13:41.680]   It happened first.
[00:13:41.680 --> 00:13:42.680]   Right.
[00:13:42.680 --> 00:13:49.600]   So, do we think we'll be able to get third party apps on the 1.1.1 release anytime soon?
[00:13:49.600 --> 00:13:50.600]   Oh, yeah, totally.
[00:13:50.600 --> 00:13:52.200]   Yeah, it's there.
[00:13:52.200 --> 00:13:54.080]   And unlocking 1.1.1.
[00:13:54.080 --> 00:13:55.080]   It's also doable.
[00:13:55.080 --> 00:13:56.080]   Boom.
[00:13:56.080 --> 00:14:02.960]   I can't really say about that because Apple is just kind of freakish with their baseband
[00:14:02.960 --> 00:14:03.960]   stuff.
[00:14:03.960 --> 00:14:04.960]   Right.
[00:14:04.960 --> 00:14:11.720]   And to translate that into English, they have made it less approachable.
[00:14:11.720 --> 00:14:17.640]   The part of the iPhone that communicates with the modem that communicates with the cell
[00:14:17.640 --> 00:14:18.800]   phone network.
[00:14:18.800 --> 00:14:22.800]   It's not as easy to get there as it was.
[00:14:22.800 --> 00:14:26.120]   And the baseband update was the key to getting the firmware update.
[00:14:26.120 --> 00:14:28.320]   It was the key to getting unlocked.
[00:14:28.320 --> 00:14:34.360]   And unfortunately, it doesn't look like the relock is anywhere near ready yet.
[00:14:34.360 --> 00:14:35.360]   Okay.
[00:14:35.360 --> 00:14:36.640]   So it is a cat and mouse game.
[00:14:36.640 --> 00:14:40.840]   I had thought that maybe Apple won already, but it sounds like it continues to be a cat
[00:14:40.840 --> 00:14:43.000]   and mouse game.
[00:14:43.000 --> 00:14:48.200]   I think the cat's tired, the mouse is tired, and everybody's just kind of waiting to see
[00:14:48.200 --> 00:14:49.520]   what happens with leopard.
[00:14:49.520 --> 00:14:53.520]   Which I really don't think will bring a software development kit.
[00:14:53.520 --> 00:14:55.080]   Could could.
[00:14:55.080 --> 00:14:56.080]   That's an interesting point.
[00:14:56.080 --> 00:14:57.080]   We'll get to that in a second.
[00:14:57.080 --> 00:14:59.240]   Could an Apple lock it down pretty solidly if they wanted to?
[00:14:59.240 --> 00:15:01.080]   Couldn't they use signing and things like that?
[00:15:01.080 --> 00:15:03.040]   Yeah, it would be called the iPod touch.
[00:15:03.040 --> 00:15:04.040]   Yeah.
[00:15:04.040 --> 00:15:05.200]   Well, why didn't they do that with the phone?
[00:15:05.200 --> 00:15:06.200]   I don't know.
[00:15:06.200 --> 00:15:07.200]   Good answer.
[00:15:07.200 --> 00:15:08.200]   Good answer.
[00:15:08.200 --> 00:15:12.400]   So I mean, that led some credence to the fact that they're not completely against people
[00:15:12.400 --> 00:15:15.360]   unlocking or adding third party apps.
[00:15:15.360 --> 00:15:17.120]   They are not helping us.
[00:15:17.120 --> 00:15:22.760]   Really, there's no reason that we should have gotten onto the iPhone other than the fact
[00:15:22.760 --> 00:15:26.520]   that there are a few people with a lot of PSP hacking experience.
[00:15:26.520 --> 00:15:27.520]   Oh, interesting.
[00:15:27.520 --> 00:15:29.760]   Apple does not open the door.
[00:15:29.760 --> 00:15:30.760]   Right.
[00:15:30.760 --> 00:15:35.040]   Apple does not want us there and Apple will do everything they can to make sure that the
[00:15:35.040 --> 00:15:39.880]   iPhone and the iPod touch are locked down and under their control.
[00:15:39.880 --> 00:15:41.720]   Allah, the other iPod.
[00:15:41.720 --> 00:15:45.320]   And it's your instinct that there will be no SDK for the iPhone when leopard is released
[00:15:45.320 --> 00:15:46.320]   this month.
[00:15:46.320 --> 00:15:47.320]   You mean public SDK?
[00:15:47.320 --> 00:15:48.320]   Public SDK.
[00:15:48.320 --> 00:15:49.320]   Yeah, obviously there's an SDK.
[00:15:49.320 --> 00:15:50.320]   There is an SDK.
[00:15:50.320 --> 00:15:51.320]   Yeah, somebody's developing.
[00:15:51.320 --> 00:15:52.320]   Right.
[00:15:52.320 --> 00:15:53.320]   It exists.
[00:15:53.320 --> 00:15:54.320]   Right.
[00:15:54.320 --> 00:15:55.320]   Yeah, I doubt it.
[00:15:55.320 --> 00:15:57.320]   I can't say for sure.
[00:15:57.320 --> 00:16:00.680]   I'd be delighted, but I don't think it's going to happen.
[00:16:00.680 --> 00:16:03.120]   Will you keep developing apps for the iPhone?
[00:16:03.120 --> 00:16:05.640]   I haven't for the last couple of weeks.
[00:16:05.640 --> 00:16:10.920]   It's just kind of been why bother until we kind of know which way we're going.
[00:16:10.920 --> 00:16:11.920]   Yeah.
[00:16:11.920 --> 00:16:13.720]   No, it makes sense.
[00:16:13.720 --> 00:16:18.920]   A lot of the other developers just basically are in a wait in Seattle to.
[00:16:18.920 --> 00:16:19.920]   Right.
[00:16:19.920 --> 00:16:22.520]   Guys, anything you would like to ask Erica since we I mean, it's a great opportunity
[00:16:22.520 --> 00:16:24.880]   to talk to her.
[00:16:24.880 --> 00:16:27.680]   I have a question about the root access on the iPod touch.
[00:16:27.680 --> 00:16:34.200]   I read one of your entries on official Apple web log that said somebody had gained root
[00:16:34.200 --> 00:16:35.760]   access to the to the touch.
[00:16:35.760 --> 00:16:38.720]   Does that mean anything for us?
[00:16:38.720 --> 00:16:43.680]   All it meant is that we can now copy the files off to take a look at them.
[00:16:43.680 --> 00:16:45.960]   There's no read right access.
[00:16:45.960 --> 00:16:47.720]   There's only read access.
[00:16:47.720 --> 00:16:48.720]   Okay.
[00:16:48.720 --> 00:16:50.920]   That was the first step in jailbroken.
[00:16:50.920 --> 00:16:52.240]   Yeah, that was the first step though.
[00:16:52.240 --> 00:16:55.040]   I remember to jailbreaking the phone was getting that root access.
[00:16:55.040 --> 00:16:57.600]   That was huge when that happened.
[00:16:57.600 --> 00:17:01.480]   Same technique or is it a different technique?
[00:17:01.480 --> 00:17:07.440]   It is a different technique than I used to get to the iPhone root for 111.
[00:17:07.440 --> 00:17:11.360]   But it's the same technique that is involved in the jailbreak.
[00:17:11.360 --> 00:17:12.360]   Interesting.
[00:17:12.360 --> 00:17:13.360]   Interesting.
[00:17:13.360 --> 00:17:17.760]   Erica, do you think that the when these phones are broken for apps?
[00:17:17.760 --> 00:17:21.520]   Do you think that it's going to be the same sort of interface and the same sort of installer
[00:17:21.520 --> 00:17:24.360]   platform that we've been using via app tab?
[00:17:24.360 --> 00:17:26.360]   Oh, yeah.
[00:17:26.360 --> 00:17:27.360]   Cool.
