
[00:00:00.000 --> 00:00:04.000]   [music]
[00:07:58.000 --> 00:08:01.000]   The reason it's of interest to Apple uses, of course, is that Apple is finally, for the
[00:08:01.000 --> 00:08:04.000]   first time, kind of beating RIM in the smartphone market, the iPhone now, the number two,
[00:08:04.000 --> 00:08:05.000]   smartphone.
[00:08:05.000 --> 00:08:07.000]   And RIM doesn't like that too much.
[00:08:07.000 --> 00:08:10.000]   So I expect the BlackBerry offensive will begin.
[00:08:10.000 --> 00:08:14.000]   I mean, the bold is good, but too much of this -- too much like the previous editions of
[00:08:14.000 --> 00:08:15.000]   the BlackBerry.
[00:08:15.000 --> 00:08:18.000]   It's the storm that's going to really give the iPhone a run for its money.
[00:08:18.000 --> 00:08:19.000]   Yeah.
[00:08:19.000 --> 00:08:22.000]   It really does look like it came to play.
[00:08:22.000 --> 00:08:29.000]   Usually the signature feature of the BlackBerrys has been that big mechanical keyboard.
[00:08:29.000 --> 00:08:33.000]   And this new model is going to have no physical keyboard whatsoever, but they have the
[00:08:33.000 --> 00:08:40.000]   really interesting technology that could make the most realistic and life-like feeling virtual
[00:08:40.000 --> 00:08:41.000]   keyboard ever.
[00:08:41.000 --> 00:08:43.000]   Is it haptic?
[00:08:43.000 --> 00:08:48.000]   It's a technology that they call SurePress, which gives --
[00:08:48.000 --> 00:08:49.000]   SurePress!
[00:08:49.000 --> 00:08:50.000]   Press!
[00:08:50.000 --> 00:08:51.000]   Press!
[00:08:51.000 --> 00:08:52.000]   Press!
[00:08:52.000 --> 00:08:55.000]   Never have a guy from Brooklyn named your technology for you.
[00:08:55.000 --> 00:08:56.000]   Sure!
[00:08:56.000 --> 00:08:57.000]   Like I should care.
[00:08:57.000 --> 00:08:59.000]   You got a press!
[00:08:59.000 --> 00:09:04.000]   Yeah, that actually produces some sort of -- what seems like a tactile response, even though
[00:09:04.000 --> 00:09:06.000]   it's just a flat glass keyboard.
[00:09:06.000 --> 00:09:12.640]   So it might possibly give this device every advantage of the iPhone's interface, meaning
[00:09:12.640 --> 00:09:16.720]   a keyboard that goes out of the way when you don't need it and also can turn into a really
[00:09:16.720 --> 00:09:22.760]   good panel of media controllers and game interfaces whenever it needs to, but also the advantage
[00:09:22.760 --> 00:09:27.240]   of the BlackBerry, because there are a lot of people who just simply will not use an iPhone
[00:09:27.240 --> 00:09:31.760]   because they like having some sort of sensation underneath their fingertips when they press
[00:09:31.760 --> 00:09:32.760]   these buttons.
[00:09:32.760 --> 00:09:35.120]   John, have you seen one yet?
[00:09:35.120 --> 00:09:39.920]   I have not seen one yet, but I believe they're using a combination of a resistive and capacitive
[00:09:39.920 --> 00:09:43.680]   screens to actually give the whole screen a big button feel.
[00:09:43.680 --> 00:09:48.040]   So the capacitive screen is what the iPhone has, where it kind of senses your fingertip.
[00:09:48.040 --> 00:09:49.040]   Exactly.
[00:09:49.040 --> 00:09:51.960]   I actually think it works by a transfer of electrons when you put your finger on the screen.
[00:09:51.960 --> 00:09:52.960]   That's how it registers.
[00:09:52.960 --> 00:09:54.600]   That's why you can't use it with gloves.
[00:09:54.600 --> 00:09:55.600]   Right.
[00:09:55.600 --> 00:09:56.600]   Right.
[00:09:56.600 --> 00:09:59.320]   So the capacitive is what most of the old Windows mobile phones use.
[00:09:59.320 --> 00:10:01.720]   It creates, say, two thin layers.
[00:10:01.720 --> 00:10:04.120]   When you press them together, that's how it registers.
[00:10:04.120 --> 00:10:05.120]   Interesting.
[00:10:05.120 --> 00:10:08.080]   So there is this press that it doesn't have.
[00:10:08.080 --> 00:10:12.400]   It's not like a MacBook, though, where you have the kind of clicking sensation of pressing.
[00:10:12.400 --> 00:10:14.400]   I think that's what they're saying it's going to be a bit.
[00:10:14.400 --> 00:10:15.400]   It does.
[00:10:15.400 --> 00:10:16.400]   It goes down a little bit.
[00:10:16.400 --> 00:10:17.400]   Yeah.
[00:10:17.400 --> 00:10:18.720]   I believe they're saying there'll be a capacitive screen on the top.
[00:10:18.720 --> 00:10:22.160]   So when you just make a quick contact, it'll register a tap, but actually you'll be able
[00:10:22.160 --> 00:10:26.960]   to push in and use that resistive screen, which should make the whole entire phone feel
[00:10:26.960 --> 00:10:27.960]   like a giant button.
[00:10:27.960 --> 00:10:29.600]   I'm anxious to get my hands on one.
[00:10:29.600 --> 00:10:31.560]   I'll be there in line first day.
[00:10:31.560 --> 00:10:32.560]   How?
[00:10:32.560 --> 00:10:35.640]   I mean, you know, on the surface, that sounds good.
[00:10:35.640 --> 00:10:39.680]   But now those of us who've bought these new MacBooks and MacBook Pros, I don't know if
[00:10:39.680 --> 00:10:41.600]   I'm thinking this is a great thing or not.
[00:10:41.600 --> 00:10:46.800]   We're certain to hear some complaints about the clicking on the MacBook, the new MacBooks.
[00:10:46.800 --> 00:10:48.640]   You know, I'm definitely in the minority.
[00:10:48.640 --> 00:10:49.640]   I bought a new MacBook.
[00:10:49.640 --> 00:10:50.640]   You like it?
[00:10:50.640 --> 00:10:51.640]   I love the new keyboard.
[00:10:51.640 --> 00:10:52.640]   And the new trackpad.
[00:10:52.640 --> 00:10:54.640]   I got used to it very quickly.
[00:10:54.640 --> 00:10:57.680]   It's intuitive, but I find it doesn't register clicks.
[00:10:57.680 --> 00:11:00.720]   It doesn't seem like it's registering clicks all the time.
[00:11:00.720 --> 00:11:04.800]   I use the tap thing frequently, so that it works okay for that.
[00:11:04.800 --> 00:11:07.640]   Then some are complaining that they could tell it's on a slight angle because of the
[00:11:07.640 --> 00:11:08.640]   rocker.
[00:11:08.640 --> 00:11:09.640]   I don't know.
[00:11:09.640 --> 00:11:10.640]   Maybe they were just babies.
[00:11:10.640 --> 00:11:11.640]   I don't know.
[00:11:11.640 --> 00:11:16.040]   You know, I've been reading that on the forums too, and maybe I got lucky with one.
[00:11:16.040 --> 00:11:17.040]   Could also be.
[00:11:17.040 --> 00:11:19.320]   Could be that there's some physical differences.
[00:11:19.320 --> 00:11:21.240]   I haven't had any issues with it at all.
[00:11:21.240 --> 00:11:24.360]   I went into the Apple Store and play around with the MacBook Pro.
[00:11:24.360 --> 00:11:27.440]   And I think they found them both to be very easy to use and really intuitive.
[00:11:27.440 --> 00:11:30.800]   I was clicking right where the old buttons used to be.
[00:11:30.800 --> 00:11:32.080]   We'll see what Gruber has to say.
[00:11:32.080 --> 00:11:34.800]   He's notoriously cranky.
[00:11:34.800 --> 00:11:40.720]   It really is a psychological thing because again, as soon as I started to forget that
[00:11:40.720 --> 00:11:44.000]   there's anything special about it, I got used to it a lot faster.
[00:11:44.000 --> 00:11:46.680]   And now I'm using it pretty much as easily as my old one.
[00:11:46.680 --> 00:11:47.680]   Oh, okay.
[00:11:47.680 --> 00:11:50.240]   I guess I only get wrenched back when the click doesn't work.
[00:11:50.240 --> 00:11:51.080]   Yeah.
[00:11:51.080 --> 00:11:52.080]   That's an issue.
[00:11:52.080 --> 00:11:56.400]   But you don't have that happening where you write click or you click and it doesn't.
[00:11:56.400 --> 00:11:58.400]   No, no, no issues at all.
[00:11:58.400 --> 00:12:03.160]   Maybe it's maybe it's maybe there is a difference that in the hardware.
[00:12:03.160 --> 00:12:04.360]   Kevin Rose was complaining about it.
[00:12:04.360 --> 00:12:07.360]   That's the only that's what validated it for me.
[00:12:07.360 --> 00:12:09.240]   At first I didn't I thought oh no, I'm not.
[00:12:09.240 --> 00:12:10.640]   And then I thought, wait a minute.
[00:12:10.640 --> 00:12:12.000]   Yeah, I often click.
[00:12:12.000 --> 00:12:13.000]   It seems to happen with buttons.
[00:12:13.000 --> 00:12:16.080]   I'll click a button and it doesn't it doesn't work.
[00:12:16.080 --> 00:12:18.160]   Does it does this feel like glass to you at all?
[00:12:18.160 --> 00:12:19.160]   I don't know.
[00:12:19.160 --> 00:12:21.240]   Oh no, it's feels slick to me.
[00:12:21.240 --> 00:12:22.240]   Really?
[00:12:22.240 --> 00:12:23.240]   Yeah.
[00:12:23.240 --> 00:12:26.200]   But see, if you had and I think Andy, you said this, if you had one where it's worn where
[00:12:26.200 --> 00:12:30.160]   it's been worn in the past, we're thin, it doesn't feel like slicker than that.
[00:12:30.160 --> 00:12:35.400]   No, well, that that's why I'm a little bit concerned about about how durable this thing
[00:12:35.400 --> 00:12:36.400]   is going to be.
[00:12:36.400 --> 00:12:40.440]   I mean, I'm looking at my Macbook right now and it looks like there's a little puddle
[00:12:40.440 --> 00:12:43.560]   of water in the middle of the trackpad where my thumb has been sliding over.
[00:12:43.560 --> 00:12:44.560]   That's the old one.
[00:12:44.560 --> 00:12:45.720]   Yeah, that's that's the old one.
[00:12:45.720 --> 00:12:46.720]   Yeah.
[00:12:46.720 --> 00:12:50.920]   So when it doesn't feel like glasses, when I wrote the review, I did have to double check
[00:12:50.920 --> 00:12:54.760]   and make sure that I knew exactly what it was made of and what the coating was like.
[00:12:54.760 --> 00:13:00.840]   Although I did get a phone call from Apple and you're always not worried, but you're
[00:13:00.840 --> 00:13:06.320]   always sort of on guard when you get a phone call from Apple, the day your review is published
[00:13:06.320 --> 00:13:12.400]   because they spotted something and someone basically, and they wanted to issue a tech
[00:13:12.400 --> 00:13:14.200]   note, so to speak.
[00:13:14.200 --> 00:13:18.320]   Which I said that there was no anti-glare.
[00:13:18.320 --> 00:13:20.320]   I think it was how I phrased it.
[00:13:20.320 --> 00:13:24.800]   I was talking about the additional glare on the screens of the new Macbooks, but how
[00:13:24.800 --> 00:13:28.480]   they they had a treatment on the old one that's not of the new one.
[00:13:28.480 --> 00:13:32.440]   And they wanted me to know that there was that there's still a there's still a treatment
[00:13:32.440 --> 00:13:34.520]   on the screen to cut down on the glare.
[00:13:34.520 --> 00:13:36.800]   However, it would be not would not be accurate.
[00:13:36.800 --> 00:13:39.600]   Although I didn't although Andy, I know you didn't say that, but it would be not accurate
[00:13:39.600 --> 00:13:41.960]   to say that there was no anti-glare treatment on the screen whatsoever.
[00:13:41.960 --> 00:13:45.480]   So obviously this is an issue that they're kind of sensitive about at this point.
[00:13:45.480 --> 00:13:46.480]   Right.
[00:13:46.480 --> 00:13:47.480]   Right.
[00:13:47.480 --> 00:13:52.760]   Speaking of sensitive, you know, they brought in an IBM executive, Mark Papermaster, to
[00:13:52.760 --> 00:13:57.320]   take over the iPod and iPhone job.
[00:13:57.320 --> 00:14:02.680]   The guy who was doing it is, you know, I'm not sure whether he was fired.
[00:14:02.680 --> 00:14:07.920]   It's the usual I want to spend more time with my family thing and he will be paid through
[00:14:07.920 --> 00:14:12.760]   at a thousand dollar a year consultant to Steve Jobs for the next few months.
[00:14:12.760 --> 00:14:18.440]   But Mark Papermaster apparently had a non compete with IBM and a New York judge has told him,
[00:14:18.440 --> 00:14:22.040]   eh, you're not going to work.
[00:14:22.040 --> 00:14:24.880]   He had agreed not to work for a competitor within a year leaving his job.
[00:14:24.880 --> 00:14:28.720]   By the way, those those kinds of contracts are illegal in California, apparently not
[00:14:28.720 --> 00:14:30.800]   so in New York State.
[00:14:30.800 --> 00:14:33.960]   Which might be why Apple didn't know about it.
[00:14:33.960 --> 00:14:37.720]   And then Apple has pulled his bio from the Apple website.
[00:14:37.720 --> 00:14:42.360]   So there, I guess, I don't know what happens now.
[00:14:42.360 --> 00:14:45.520]   Nobody's running nobody's running the iPhone iPod division.
[00:14:45.520 --> 00:14:49.320]   Yeah, I don't I don't I don't know nothing about how business works.
[00:14:49.320 --> 00:14:53.680]   So I don't have much to say, but I'll just say that if anybody wants to sue my bosses
[00:14:53.680 --> 00:14:57.320]   so that keep working a $300,000 non compete.
[00:14:57.320 --> 00:14:58.320]   Okay.
[00:14:58.320 --> 00:15:00.320]   I'm already doing that without being compensated.
[00:15:00.320 --> 00:15:02.720]   I'll take the money.
[00:15:02.720 --> 00:15:04.520]   Let's add John Gruber to the mix.
[00:15:04.520 --> 00:15:07.560]   Hey, John.
[00:15:07.560 --> 00:15:11.120]   And a definitely buzz filled the room.
[00:15:11.120 --> 00:15:16.080]   John, I think you're either muted or I am.
[00:15:16.080 --> 00:15:17.880]   Hello, John here.
[00:15:17.880 --> 00:15:18.880]   I can hear Leo.
[00:15:18.880 --> 00:15:22.480]   Yeah, we can hear each other still, but Mr. Gruber now it's going to be confusing.
[00:15:22.480 --> 00:15:24.480]   I'll have to call him Gruber and you read and you're John.
[00:15:24.480 --> 00:15:25.480]   I hope that's okay with you.
[00:15:25.480 --> 00:15:26.480]   That'll work.
[00:15:26.480 --> 00:15:28.880]   Hey, Gruber, we can't hear you Gruber.
[00:15:28.880 --> 00:15:31.640]   And on the on the vice president either.
[00:15:31.640 --> 00:15:32.640]   What about the vice president?
[00:15:32.640 --> 00:15:35.000]   I was saying maybe he has no comment either.
[00:15:35.000 --> 00:15:37.520]   He's just he's he's he's he's following the very wise.
[00:15:37.520 --> 00:15:40.640]   Mr. Ed protocol, Mr. Ed should never speak unless he has something to say.
[00:15:40.640 --> 00:15:41.640]   Hello.
[00:15:41.640 --> 00:15:46.000]   Well, we'll let John fix his audio and then I continue to John says on I chat that he is
[00:15:46.000 --> 00:15:47.440]   checking his microphone.
[00:15:47.440 --> 00:15:48.680]   He's checking his mic.
[00:15:48.680 --> 00:15:50.560]   The famous I am.
[00:15:50.560 --> 00:15:54.680]   If there are too many if there are too many air molecules between the end of the USB connector
[00:15:54.680 --> 00:15:57.200]   and the USB port, there's your problem.
[00:15:57.200 --> 00:15:58.200]   Really?
[00:15:58.200 --> 00:16:01.520]   Yeah, because the thing needs to be plugged in.
[00:16:01.520 --> 00:16:07.440]   So if there's like a good centimeter and fair, I don't know what it is about like atmospheric
[00:16:07.440 --> 00:16:09.640]   air that has that it's not very conductive.
[00:16:09.640 --> 00:16:10.640]   Wow.
[00:16:10.640 --> 00:16:13.560]   All this time I thought you could just put the plug near the laptop.
[00:16:13.560 --> 00:16:16.400]   I'm googling for I do think there was a techno from Apple about this.
[00:16:16.400 --> 00:16:18.080]   I'm sure I could find it.
[00:16:18.080 --> 00:16:21.240]   Well, we'll see here what's going on.
[00:16:21.240 --> 00:16:22.480]   I mean, we'll get them.
[00:16:22.480 --> 00:16:26.040]   We'll get them back on in a minute and same simultaneously with that my Comcast connection
[00:16:26.040 --> 00:16:27.040]   died.
[00:16:27.040 --> 00:16:28.760]   So I no longer can see any of our our stories.
[00:16:28.760 --> 00:16:31.600]   So it's one of those days here at the Twitter cottage.
[00:16:31.600 --> 00:16:35.920]   You know, it's we have four different input, you know, bandwidth.
[00:16:35.920 --> 00:16:37.400]   I have T1 for the video.
[00:16:37.400 --> 00:16:38.400]   So that continues.
[00:16:38.400 --> 00:16:42.560]   I have DSL extremes exclusively for the DSL for the Skype so that that without always
[00:16:42.560 --> 00:16:43.560]   continues.
[00:16:43.560 --> 00:16:46.880]   But but Comcast has been kind of up and down this week.
[00:16:46.880 --> 00:16:48.800]   And you hear that the train whistle?
