;FFMETADATA1
title=Grasp the Nettle Firmly
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=429
genre=Podcast
comment=http://www.twit.tv/twit
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte
publisher=TWiT
date=2013
encoder=Lavf58.76.100
;FFMETADATA1
title=Grasp the Nettle Firmly
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=429
genre=Podcast
comment=http://www.twit.tv/twit
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte
publisher=TWiT
date=2013
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:06.920]   It's time for Twit. This week in Tech, we have an amazing panel. Brian Brush was here,
[00:05:21.280 --> 00:05:24.840]   got known for that. You know what? Turns out to be a winner. You're a good carrier.
[00:05:24.840 --> 00:05:29.200]   You can't go wrong. Yeah. So Apple had a little bit of event this week. It would give
[00:05:29.200 --> 00:05:35.200]   John a chance to vent some spline. Reprise your old role. They announced a significant
[00:05:35.200 --> 00:05:39.400]   number of things that two new iPads, the iPad Air, which kind of surprised us. We didn't
[00:05:39.400 --> 00:05:44.440]   know they would name it that. Yeah, that was dumb. The old iPad shrunk to a smaller size.
[00:05:44.440 --> 00:05:48.200]   Almost half a pound lighter, which I think is a big deal. Faster process. Isn't that
[00:05:48.200 --> 00:05:53.560]   heavy? But okay. It was kind of heavy. Yeah. It's kind of heavy. I mean, when I switched
[00:05:53.560 --> 00:05:57.200]   from the full iPad to the mini, I realized I would, I didn't ever want the full one
[00:05:57.200 --> 00:06:00.480]   again because it was too heavy. When you're reading long things, holding it for a long
[00:06:00.480 --> 00:06:04.760]   time, like a Kindle, there's so much lighter. You said to read a book on then that big monstrosity.
[00:06:04.760 --> 00:06:08.280]   I've also put retina on the mini high. In fact, they did something odd with the mini. The
[00:06:08.280 --> 00:06:12.960]   mini was kind of essentially an iPad too. It was a couple generations back 10, 24 by
[00:06:12.960 --> 00:06:17.640]   768. They caught it up. They caught it up all the way up. So in fact, this is going to
[00:06:17.640 --> 00:06:21.760]   confuse me and a couple of other MGC the wrote about this thing. I don't know what to buy
[00:06:21.760 --> 00:06:28.800]   because the big iPad, the air is smaller, so it's closer to a mini and the mini is faster
[00:06:28.800 --> 00:06:34.400]   and retinus. So it's closer to the X Y dimensions of the iPad haven't changed. Have they just
[00:06:34.400 --> 00:06:39.120]   the depth and the weight? That's why it has to because notice this narrowed bezel. They
[00:06:39.120 --> 00:06:42.760]   took away some of that big wide frame on it. So it's in fact narrower.
[00:06:42.760 --> 00:06:49.880]   So on the iPad mini, did the actual when you say retina resolution, is that a reference
[00:06:49.880 --> 00:06:54.680]   to the number of pixels per inch or the total number of pixels like the same resolution
[00:06:54.680 --> 00:07:00.440]   as the 10.7. What look retinus a marketing term all it means according to Apple means
[00:07:00.440 --> 00:07:06.160]   the awesomer. It's better and you should spend money. No, it means that at the normal you
[00:07:06.160 --> 00:07:11.240]   viewing distance, you can't see pixels. That means a 1080p TV at 10 feet. That means a
[00:07:11.240 --> 00:07:16.400]   laptop computer at arm's length and then on a phone, it means higher pixels prints.
[00:07:16.400 --> 00:07:23.160]   The density on the iPad mini with retina is the highest by a little bit of any device
[00:07:23.160 --> 00:07:29.760]   out there. 326 PPI. So it's higher. It's higher than the regular iPad air.
[00:07:29.760 --> 00:07:34.680]   This is weird for me because a lot of one of my friends, Andrew Maine picked up them iPad
[00:07:34.680 --> 00:07:41.240]   mini the relation to the Gucci before it was. This is gonna sound like I'm saying he's
[00:07:41.240 --> 00:07:46.480]   a hipster. But before it hit retina and was saying like, this is it. This is totally
[00:07:46.480 --> 00:07:51.320]   sufficient resolution. I don't need to get to a level that I can't see the difference.
[00:07:51.320 --> 00:07:56.440]   No history disagrees. I mean, you can never say like this is enough technology. You actually
[00:07:56.440 --> 00:08:02.600]   played the history card this early. I did. I did. It was way before the Nazi card though.
[00:08:02.600 --> 00:08:07.640]   So look, like to say like, oh, we don't need more RAM. Like didn't Bill Gates famously
[00:08:07.640 --> 00:08:11.720]   say that and was like super wrong. So suppose we don't need more. But but but but but there's
[00:08:11.720 --> 00:08:16.680]   a sweet spot with performance versus fidelity, right? So it's like the trade off at some point
[00:08:16.680 --> 00:08:21.520]   is let's reduce the fidelity so we can get higher frame rates. And if you're into games,
[00:08:21.520 --> 00:08:25.360]   if you're into the aesthetic performance of things, then I would say that there there
[00:08:25.360 --> 00:08:30.280]   is a sweet spot that you want to hit where it's like, you know, for example, I'm disappointed.
[00:08:30.280 --> 00:08:35.400]   I still have the iPad three, the third generation one and there are things I play that I'm mad
[00:08:35.400 --> 00:08:39.800]   because like, why did I get this stupid upgrade? If I was just playing in a lower resolution,
[00:08:39.800 --> 00:08:45.320]   it would run much, much smoother. Well, that was an issue. And oddly enough,
[00:08:45.320 --> 00:08:51.320]   it's why the iPad three is is no longer being sold, even though the iPad two is that was a
[00:08:51.320 --> 00:08:56.920]   problem on the third. I hate this is Apple Arcana, which nobody cares about. But the iPad three
[00:08:56.920 --> 00:09:01.160]   was the first retina, the third generation iPad, but it didn't have a processor sufficient to move
[00:09:02.200 --> 00:09:07.240]   so people complained about its sluggishness. That's why Apple oddly is still selling the iPad two.
[00:09:07.240 --> 00:09:14.120]   Part of that was I think daring fireball dude said this, but people still want a cheap option.
[00:09:14.120 --> 00:09:20.680]   And if you're using it cheap, it's $2.99 and you can get a $5.99. Yeah, but yeah, okay.
[00:09:20.680 --> 00:09:23.400]   And if you use it as a kiosk, you don't need high resolution, you need big
[00:09:23.400 --> 00:09:28.120]   digit buttons. And maybe you want the 30 pin connector for some.
[00:09:28.120 --> 00:09:29.880]   Because you already invested in all those adapters.
[00:09:29.880 --> 00:09:34.920]   Yeah, yeah. That was I think Apple's big problem. And I think you and I talked about it before
[00:09:34.920 --> 00:09:44.520]   the show is it's like, eh, eh, who cares? It's it's it's it's a little bit like it's okay.
[00:09:44.520 --> 00:09:49.240]   First of all, Apple, yes, you've done amazing things. However, I feel like what have you done
[00:09:49.240 --> 00:09:54.520]   for me lately, keep up with appearances. You're kind of taking steroids now. The fact that you're
[00:09:56.520 --> 00:10:01.640]   the fact that you're combining your five S and your five C sales together to say, no, I'm as
[00:10:01.640 --> 00:10:07.640]   big and strong as I ever was. Apple smash. It's like, eh, it's it's beneath you, Apple.
[00:10:07.640 --> 00:10:12.680]   Well, I can you know, a really a really good example of that is the chart that Tim Cook showed
[00:10:12.680 --> 00:10:15.960]   of iPad sales in which they didn't show.
[00:10:15.960 --> 00:10:21.720]   iPad sales, they showed cumulative sales now. Anybody's ever made a chart knows that cumulative
[00:10:21.720 --> 00:10:24.840]   means it's always going up. Sales could could that's hope.
[00:10:24.840 --> 00:10:31.640]   On returns. So and he didn't you know, they didn't hide it. Although they did. There was
[00:10:31.640 --> 00:10:37.160]   this cumulative. There's no zero point on it. It's so the as this is this this courts
[00:10:37.160 --> 00:10:41.000]   that's cool. It's up into the right. I like that. Yeah, made an actual
[00:10:41.000 --> 00:10:45.800]   actual line going upward, Leo. Are you saying that there's something wrong with Apple?
[00:10:45.800 --> 00:10:50.760]   So the bottom part, the bar chart on this courts shows actual sales, which are flattening.
[00:10:50.760 --> 00:10:55.240]   They're dying. But if you do cumulative sales, well, it's always additive, right? It's always
[00:10:55.240 --> 00:11:02.360]   going to be. So that's a little bit of chart foo. If you ask me, and also, I mean, and this is going
[00:11:02.360 --> 00:11:08.840]   is a backass word way of me complimenting Apple. Part of the problem is that, you know, my kids
[00:11:08.840 --> 00:11:13.480]   still use our generation one iPad, you know, they use that problem. It's great. That's why,
[00:11:13.480 --> 00:11:17.160]   I mean, it's me kids are the problem. It's just like, well, the problem.
[00:11:17.720 --> 00:11:22.600]   Why do they not want more? Thanks, Barry. Yeah, if they would just buy more stuff,
[00:11:22.600 --> 00:11:26.840]   power the economy more than they are. Yeah, cheap. That's a great nation and it's a great company.
[00:11:26.840 --> 00:11:30.360]   I think his kids are a bellwether though. I think that's the problem everywhere is everybody's got.
[00:11:30.360 --> 00:11:35.080]   I don't even have an iPad third generation that so-called slow and I have no desire.
[00:11:35.080 --> 00:11:39.320]   I'm going to have to, but I don't really want to buy a new iPad. It's funny.
[00:11:39.320 --> 00:11:45.160]   I'm experienced that not just on the iPad, but on the iPhone as well. Like I had previously
[00:11:45.160 --> 00:11:50.360]   announced that this will be or the 5S is the first iPhone that I did not buy at launch
[00:11:50.360 --> 00:11:56.440]   and I wasn't intending to buy it all. But then weirdly, my wife is the one. She's using my old
[00:11:56.440 --> 00:12:02.040]   iPhone 4S, which doesn't have LTE, doesn't have the extra dimensions on the screen.
[00:12:02.040 --> 00:12:05.560]   She's like, well, I was really looking forward to getting your five. And so it's like, well,
[00:12:05.560 --> 00:12:10.200]   crap. And so now I'm going to end up buying the 5S, even though I'm not really all that excited
[00:12:10.200 --> 00:12:14.600]   about it. Right after Tim Cook showed that graph, he's pointed out iPad. iPads have sold
[00:12:14.600 --> 00:12:19.960]   170 million to date. That's a big long. Paul Therat, who was by the way, our host of Windows
[00:12:19.960 --> 00:12:24.280]   Weekly, he was the guy who wrote that quote that they didn't source in the thing that would
[00:12:24.280 --> 00:12:28.360]   say anybody who thinks the iPad is a game changer is a tool. That was Paul Therat.
[00:12:28.360 --> 00:12:32.920]   I said that quickly. Nice. Quickly sourced by many folks, including as soon as I had the
[00:12:32.920 --> 00:12:38.120]   word tool, I thought that sounds like Paul. In any event, Paul showed pointed out that 170
[00:12:38.120 --> 00:12:43.720]   million iPads, while a nice number is the number of total PC sales over the last six months,
[00:12:43.720 --> 00:12:50.120]   six months, not three years. And in a widely, whereas widely agree that we're in a post PC
[00:12:50.120 --> 00:12:56.280]   or nobody's buying PCs anymore. So numbers can numbers lie. This is not a, I mean,
[00:12:56.280 --> 00:13:00.760]   it's all perception. It's not it's perception to do with numbers. Right. No, PCs still sell
[00:13:00.760 --> 00:13:07.480]   like hotcakes. They sell like iPads only better. Well, they sell, there's a lot of PCs being sold.
[00:13:07.480 --> 00:13:11.880]   They have to be sold. Why do people still buy PCs? Because he's, well,
[00:13:11.880 --> 00:13:16.920]   but the case of my machine, my Vista machine, it's essentially starting to die every which way.
[00:13:16.920 --> 00:13:21.000]   I have wind word that this machine has not been modified. There's nothing going on.
[00:13:21.000 --> 00:13:25.800]   But why does word all I saw, I got two screens, right? I take Microsoft Word, I can type it type
[00:13:25.800 --> 00:13:32.440]   of type. As soon as I save the file, it blows up Microsoft Word. And if you really want to blow
[00:13:32.440 --> 00:13:38.280]   it up, if I take Microsoft Word and move it to screen two, boom, it blows up and disappears.
[00:13:38.280 --> 00:13:42.040]   Maybe Vista is the problem. That's a strange set of problems, but it does.
[00:13:42.040 --> 00:13:45.880]   This is only recent like in the past month. No, in the past couple months.
[00:13:45.880 --> 00:13:50.760]   It's pretty recent. This is why I love you deeply, but it sounds a little bit like I'm sitting down
[00:13:50.760 --> 00:13:55.080]   with my parents right now. And when I was a kid, you know, I've been getting lately.
[00:13:55.080 --> 00:14:00.520]   The radio show is such a, it's both a, wait, wait, wait, stop a minute. Brush with, so in other words,
[00:14:00.520 --> 00:14:06.840]   I should not ever complain about these bugs, these inherent bugs and these failures because I sound
[00:14:06.840 --> 00:14:09.320]   like an old man. Is that what you're saying? What do you say? I'm saying, I'm saying.
[00:14:09.320 --> 00:14:09.800]   What do you say? I'm saying. I'm saying. I'm saying. I'm saying.
[00:14:09.800 --> 00:14:09.800]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:14:09.800 --> 00:14:09.800]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:14:09.800 --> 00:14:09.800]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:14:09.800 --> 00:14:09.800]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:14:09.800 --> 00:14:11.800]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:14:11.800 --> 00:14:11.800]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying
[00:14:11.800 --> 00:14:22.840]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:14:22.840 --> 00:14:28.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:14:28.760 --> 00:14:30.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:14:30.760 --> 00:14:34.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:14:34.760 --> 00:14:36.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:14:36.760 --> 00:14:38.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:14:38.760 --> 00:14:40.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:14:40.760 --> 00:14:44.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:14:44.760 --> 00:14:48.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:14:48.760 --> 00:14:52.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:14:52.760 --> 00:14:56.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:14:56.760 --> 00:15:00.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:15:00.760 --> 00:15:04.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:15:04.760 --> 00:15:06.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:15:06.760 --> 00:15:08.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:15:08.760 --> 00:15:12.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:15:12.760 --> 00:15:16.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:15:16.760 --> 00:15:20.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:15:20.760 --> 00:15:24.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:15:24.760 --> 00:15:28.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:15:28.760 --> 00:15:32.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:15:32.760 --> 00:15:36.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:15:36.760 --> 00:15:40.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:15:40.760 --> 00:15:44.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:15:44.760 --> 00:15:48.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:15:48.760 --> 00:15:52.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:15:52.760 --> 00:15:54.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:15:54.760 --> 00:15:56.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:15:56.760 --> 00:16:00.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:00.760 --> 00:16:02.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:02.760 --> 00:16:04.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:04.760 --> 00:16:08.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:08.760 --> 00:16:12.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:12.760 --> 00:16:16.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:16.760 --> 00:16:20.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:20.760 --> 00:16:22.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:22.760 --> 00:16:24.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:24.760 --> 00:16:26.760]   I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:26.760 --> 00:16:28.760]   I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:28.760 --> 00:16:30.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:30.760 --> 00:16:32.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:32.760 --> 00:16:34.760]   I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:34.760 --> 00:16:36.760]   I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:36.760 --> 00:16:38.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:38.760 --> 00:16:40.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:40.760 --> 00:16:42.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:42.760 --> 00:16:44.760]   I'm saying. I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:44.760 --> 00:16:46.760]   I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:46.760 --> 00:16:48.760]   I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:48.760 --> 00:16:50.760]   I'm saying. I'm saying. I'm saying.
[00:16:50.760 --> 00:16:52.760]   I'm saying. I'm saying. I'm saying.
[00:16:52.760 --> 00:16:54.760]   I'm saying. I'm saying. I'm saying.
[00:16:54.760 --> 00:16:56.760]   I'm saying. I'm saying. I'm saying. I'm saying.
[00:16:56.760 --> 00:16:58.760]   I'm saying. I'm saying. I'm saying.
[00:16:58.760 --> 00:17:00.760]   I'm saying. I'm saying. I'm saying.
[00:17:00.760 --> 00:17:02.760]   I'm saying. I'm saying. I'm saying.
[00:17:02.760 --> 00:17:04.760]   I'm saying. I'm saying. I'm saying.
[00:17:04.760 --> 00:17:06.760]   I'm saying. I'm saying. I'm saying.
[00:17:06.760 --> 00:17:08.760]   I'm saying. I'm saying. I'm saying.
[00:17:08.760 --> 00:17:10.760]   I'm saying. I'm saying. I'm saying.
[00:17:10.760 --> 00:17:12.760]   I'm saying. I'm saying. I'm saying.
[00:17:12.760 --> 00:17:14.760]   I'm saying. I'm saying. I'm saying.
[00:17:14.760 --> 00:17:16.760]   I'm saying. I'm saying. I'm saying.
[00:17:16.760 --> 00:17:17.760]   I'm saying. I'm saying.
[00:17:17.760 --> 00:17:19.760]   I'm saying. I'm saying. I'm saying.
[00:17:19.760 --> 00:17:20.760]   I'm saying. I'm saying. I'm saying.
[00:17:20.760 --> 00:17:21.760]   I'm saying. I'm saying. I'm saying.
[00:17:21.760 --> 00:17:22.760]   I'm saying. I'm saying.
[00:17:22.760 --> 00:17:23.760]   I'm saying. I'm saying.
[00:17:23.760 --> 00:17:25.760]   I'm saying. I'm saying. I'm saying.
[00:17:25.760 --> 00:17:27.760]   I'm saying. I'm saying. I'm saying.
[00:17:27.760 --> 00:17:29.760]   I'm saying. I'm saying. I'm saying.
[00:17:29.760 --> 00:17:31.760]   I'm saying. I'm saying. I'm saying.
[00:17:31.760 --> 00:17:33.760]   I'm saying. I'm saying. I'm saying.
[00:17:33.760 --> 00:17:35.760]   I'm saying. I'm saying. I'm saying.
[00:17:35.760 --> 00:17:36.760]   I'm saying. I'm saying.
[00:17:36.760 --> 00:17:37.760]   I'm saying. I'm saying.
[00:17:37.760 --> 00:17:38.760]   I'm saying. I'm saying.
[00:17:38.760 --> 00:17:39.760]   I'm saying. I'm saying.
[00:17:39.760 --> 00:17:40.760]   I'm saying. I'm saying.
[00:17:40.760 --> 00:17:41.760]   I'm saying. I'm saying.
[00:17:41.760 --> 00:17:42.760]   I'm saying. I'm saying.
[00:17:42.760 --> 00:17:43.760]   I'm saying. I'm saying.
[00:17:43.760 --> 00:17:44.760]   I'm saying.
[00:17:44.760 --> 00:17:45.760]   I'm saying.
[00:17:45.760 --> 00:17:46.760]   I'm saying.
[00:17:46.760 --> 00:17:47.760]   I'm saying.
[00:17:47.760 --> 00:17:48.760]   I'm saying.
[00:17:48.760 --> 00:17:49.760]   I'm saying.
[00:17:49.760 --> 00:17:50.760]   I'm saying.
[00:17:50.760 --> 00:17:51.760]   I'm saying.
