;FFMETADATA1
title=I Love Saggy Pants
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=479
genre=Podcast
comment=http://twit.tv/twit
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2014
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:06.240]   It's time for Twit This Week in Tech, a great panel for you with John C. Devorak, Patrick
[00:09:25.640 --> 00:09:29.640]   Yeah, because you're not going to carry around an iPad like you would an iPhone and try to pace for stuff with that.
[00:09:29.640 --> 00:09:31.640]   I mean, people use them as cameras.
[00:09:31.640 --> 00:09:32.640]   I know.
[00:09:32.640 --> 00:09:34.640]   But I think that's really interesting.
[00:09:34.640 --> 00:09:40.640]   I think the idea of the iPad going into many, many more enterprise environments is really interesting.
[00:09:40.640 --> 00:09:44.640]   But, John, I absolutely do not think they will put touch on a Mac for a long time.
[00:09:44.640 --> 00:09:49.640]   That is so far away from what they have said previously, which they--
[00:09:49.640 --> 00:09:50.640]   I agree with you, Nila.
[00:09:50.640 --> 00:09:53.640]   But they also said they'd never do a five and a half inch phone.
[00:09:53.640 --> 00:09:54.640]   Who would have thought?
[00:09:54.640 --> 00:09:55.640]   Yeah.
[00:09:55.640 --> 00:09:57.640]   They've said a lot of things that they wouldn't do.
[00:09:57.640 --> 00:09:59.640]   But I think this one actually makes sense, because as soon as you see--
[00:09:59.640 --> 00:10:01.640]   I don't want to touch like this.
[00:10:01.640 --> 00:10:02.640]   I don't know.
[00:10:02.640 --> 00:10:03.640]   I don't see that coming.
[00:10:03.640 --> 00:10:04.640]   I'm with Nila on that one.
[00:10:04.640 --> 00:10:09.640]   I can completely see them putting Apple Pay on the tablets, because I see people carrying their tablets everywhere.
[00:10:09.640 --> 00:10:10.640]   And ignoring their phones.
[00:10:10.640 --> 00:10:12.640]   And I like that as a point of sale system.
[00:10:12.640 --> 00:10:13.640]   I think that's a good idea.
[00:10:13.640 --> 00:10:16.640]   The problem with the advantage Apple Pay has is privacy.
[00:10:16.640 --> 00:10:19.640]   And this is what Apple is really now doubling down on.
[00:10:19.640 --> 00:10:21.640]   This is their distinguishing factor.
[00:10:21.640 --> 00:10:24.640]   Tim Cook has said, "Oh, Google doesn't care about you."
[00:10:24.640 --> 00:10:25.640]   Well, I know.
[00:10:25.640 --> 00:10:30.640]   But I think they're conveniently ignoring the fapping, and they're just going moving ahead.
[00:10:30.640 --> 00:10:31.640]   What else are they going to do?
[00:10:31.640 --> 00:10:32.640]   Well, okay.
[00:10:32.640 --> 00:10:37.640]   But that's part of my issue with the iPad moving into enterprise spaces, is because they completely
[00:10:37.640 --> 00:10:41.640]   walked away from all of their enterprise services and all of their enterprise backend stuff.
[00:10:41.640 --> 00:10:44.640]   And anybody was running that is still pissed off about that.
[00:10:44.640 --> 00:10:46.640]   They walked away from their service.
[00:10:46.640 --> 00:10:51.640]   And their service on all the enterprise stuff was atrocious in the last couple of years.
[00:10:51.640 --> 00:10:53.640]   Well, I think we will see new iPads.
[00:10:53.640 --> 00:10:54.640]   I think they'll have touch ID.
[00:10:54.640 --> 00:10:57.640]   There may be a 12.9-inch iPad and iPad Pro.
[00:10:57.640 --> 00:10:59.640]   That's been strongly rumored.
[00:10:59.640 --> 00:11:03.640]   I think Apple Pay and Yosemite, the next version of it was 10.
[00:11:03.640 --> 00:11:05.640]   Both will feature prominently.
[00:11:05.640 --> 00:11:08.640]   But I think you've all missed the thing that they're talking about.
[00:11:08.640 --> 00:11:11.640]   And I say it's way too long the Apple TV.
[00:11:11.640 --> 00:11:12.640]   It has been.
[00:11:12.640 --> 00:11:15.640]   In fact, if you look at MacRumors Buyer Guide, where they tell you how long it's been since
[00:11:15.640 --> 00:11:16.640]   there's an update.
[00:11:16.640 --> 00:11:19.640]   It's been 949 days since the last Apple TV.
[00:11:19.640 --> 00:11:20.640]   That's the longest.
[00:11:20.640 --> 00:11:21.640]   What?
[00:11:21.640 --> 00:11:22.640]   Any Apple product.
[00:11:22.640 --> 00:11:23.640]   What are they going to add to it?
[00:11:23.640 --> 00:11:24.640]   HomeKit.
[00:11:24.640 --> 00:11:25.640]   Okay.
[00:11:25.640 --> 00:11:26.640]   And I believe apps.
[00:11:26.640 --> 00:11:31.640]   Now, they may not do apps right away, but I think apps are the thing I've always thought they should
[00:11:31.640 --> 00:11:37.640]   have.
[00:11:37.640 --> 00:11:38.640]   And I think they're going to have to be able to get a little bit of Apple TV as they get
[00:11:38.640 --> 00:11:44.640]   closer and closer to this Apple TV being a central more than just a television set.
[00:11:44.640 --> 00:11:48.640]   Right now, you know, when the Apple TV came out as Steve Jobs famously said it was a hobby.
[00:11:48.640 --> 00:11:51.640]   And it really was just a way to put internet access in a TV.
[00:11:51.640 --> 00:11:52.640]   Every TV has internet access now.
[00:11:52.640 --> 00:11:54.640]   So that's not a product anymore.
[00:11:54.640 --> 00:11:55.640]   Right.
[00:11:55.640 --> 00:12:00.640]   But it, Apple TV could be a gateway into the living room for a lot of Apple stuff, including, I think,
[00:12:00.640 --> 00:12:02.640]   for a base unit that does home automation.
[00:12:02.640 --> 00:12:04.640]   It's already internet connected.
[00:12:04.640 --> 00:12:06.640]   I'm going to go out on a limb.
[00:12:06.640 --> 00:12:08.640]   And by the way, I'm always wrong.
[00:12:08.640 --> 00:12:10.640]   So it's a safe bet against me.
[00:12:10.640 --> 00:12:13.640]   I will absolutely bet against you, Liam.
[00:12:13.640 --> 00:12:14.640]   Really?
[00:12:14.640 --> 00:12:15.640]   You don't think so?
[00:12:15.640 --> 00:12:16.640]   Here's why.
[00:12:16.640 --> 00:12:19.640]   I think the reason they made the watch is because they couldn't figure out the TV.
[00:12:19.640 --> 00:12:27.640]   And I think basically the world's ultimate troll, the number one troll in the world today is Steve
[00:12:27.640 --> 00:12:31.640]   talking Walter Isaacson that he'd figured out the TV, that he'd cracked it.
[00:12:31.640 --> 00:12:32.640]   Yeah, you might be right.
[00:12:32.640 --> 00:12:38.640]   And he troll, literally he troll the world's most valuable company into chasing their tail
[00:12:38.640 --> 00:12:39.640]   around a TV.
[00:12:39.640 --> 00:12:40.640]   Right.
[00:12:40.640 --> 00:12:41.640]   I couldn't do it.
[00:12:41.640 --> 00:12:46.640]   And their issue was that they needed to find another growth market.
[00:12:46.640 --> 00:12:49.640]   And so the iPhone is going to grow really fast.
[00:12:49.640 --> 00:12:50.640]   The iPad is stalling out.
[00:12:50.640 --> 00:12:55.640]   And investors and the public were constantly asking, where's your next growth market coming
[00:12:55.640 --> 00:12:57.640]   and they chased after TV a lot.
[00:12:57.640 --> 00:12:59.640]   I've heard about it forever.
[00:12:59.640 --> 00:13:02.640]   They're trying to get the deals because to make a TV is not hard.
[00:13:02.640 --> 00:13:04.640]   Samsung will tell you that it's not hard.
[00:13:04.640 --> 00:13:05.640]   Visio will tell you that it's not hard.
[00:13:05.640 --> 00:13:08.640]   I don't mean to say they're going to make a television set.
[00:13:08.640 --> 00:13:10.640]   Now you're saying they're going to operate in a little box.
[00:13:10.640 --> 00:13:12.640]   But they're going to make Apple TV make much more capable.
[00:13:12.640 --> 00:13:16.640]   But this other thing that you're talking about, which is basically you're saying home kit.
[00:13:16.640 --> 00:13:17.640]   Home automation.
[00:13:17.640 --> 00:13:18.640]   Home automation.
[00:13:18.640 --> 00:13:21.640]   But what the rest of the industry will tell you is called the Internet of Things.
[00:13:21.640 --> 00:13:22.640]   Right.
[00:13:22.640 --> 00:13:24.640]   Because what you're really talking about is connected light switches and a smart microwave.
[00:13:24.640 --> 00:13:26.640]   And door locks.
[00:13:26.640 --> 00:13:28.640]   Apple can't make that stuff right now.
[00:13:28.640 --> 00:13:29.640]   Right.
[00:13:29.640 --> 00:13:31.640]   That that market is totally nascent.
[00:13:31.640 --> 00:13:37.640]   So for them to bet that the Apple TV will be what August connects to and Nest connects
[00:13:37.640 --> 00:13:44.640]   to and Slage locks connect to and Lutron who has a massive business in smart lights,
[00:13:44.640 --> 00:13:49.640]   which is connects to is they have to go get those deals.
[00:13:49.640 --> 00:13:53.640]   And the problem with the TV and the reason I bring up the TV in the context of deals
[00:13:53.640 --> 00:14:00.640]   is everything about connected home and smart TV completely depends on how well Eddie Cook
[00:14:00.640 --> 00:14:03.640]   and or Eddie Q and Tim Cook can go get deals.
[00:14:03.640 --> 00:14:05.640]   And that means you'll hear about it.
[00:14:05.640 --> 00:14:06.640]   Right.
[00:14:06.640 --> 00:14:10.640]   You'll definitely hear about Tim Cook flying to every lock manufacturer and being like,
[00:14:10.640 --> 00:14:11.640]   Hey, be our partner for the smart home.
[00:14:11.640 --> 00:14:12.640]   Right.
[00:14:12.640 --> 00:14:13.640]   We haven't heard that, have we?
[00:14:13.640 --> 00:14:14.640]   Right.
[00:14:14.640 --> 00:14:16.640]   And then you see the watch and the watch has no partners, right?
[00:14:16.640 --> 00:14:22.640]   Except for the pre existing maybe iOS app partners who Apple can say, Hey, like come build
[00:14:22.640 --> 00:14:23.640]   your watch.
[00:14:23.640 --> 00:14:26.640]   Don't tell anybody because if you screw us, we'll let kick you out of the app store.
[00:14:26.640 --> 00:14:28.640]   So you see where Apple's using their leverage.
[00:14:28.640 --> 00:14:31.640]   And so that that smart home piece is really interesting.
[00:14:31.640 --> 00:14:36.640]   It will happen someday, but I guarantee you that the next version of Apple TV will be
[00:14:36.640 --> 00:14:41.640]   very simple and it will continue being simple until Apple figures out how it can get leverage
[00:14:41.640 --> 00:14:46.640]   and use leverage to acquire the deals it needs across all of the devices it needs to control.
[00:14:46.640 --> 00:14:47.640]   Right.
[00:14:47.640 --> 00:14:48.640]   You know, I don't understand why.
[00:14:48.640 --> 00:14:50.640]   Although I put out with health kit, they're doing the same thing as with home kit,
[00:14:50.640 --> 00:14:55.640]   which is making an end point, but not making any of the peripherals and not reaching out
[00:14:55.640 --> 00:14:59.640]   to make the per I don't understand why Apple doesn't do a real TV.
[00:14:59.640 --> 00:15:02.040]   They got those stores everywhere.
[00:15:02.040 --> 00:15:06.560]   There's all kinds of room to put up a real TV and sell it to people for a slight premium.
[00:15:06.560 --> 00:15:11.080]   And if you've been to the Costco recently, they've rolled in three or four models of four
[00:15:11.080 --> 00:15:15.080]   for the four K TVs and they're gorgeous.
[00:15:15.080 --> 00:15:21.080]   LG one is really dynamite and they're running for K content on it and 4K content is really
[00:15:21.080 --> 00:15:22.080]   pretty.
[00:15:22.080 --> 00:15:25.080]   I know it would be something an Apple TV could deliver is 4K.
[00:15:25.080 --> 00:15:28.080]   Yeah, I would have not a people would buy one.
[00:15:28.080 --> 00:15:29.840]   There's no 4K content.
[00:15:29.840 --> 00:15:32.480]   There is no margin on televisions right now.
[00:15:32.480 --> 00:15:37.080]   There is 4K content because all movies are 4K now, but it's nobody's been the figure out
[00:15:37.080 --> 00:15:38.080]   of what to deliver it.
[00:15:38.080 --> 00:15:40.240]   In fact, there's a new Blu-ray player that will do 4K.
[00:15:40.240 --> 00:15:41.240]   That's coming someday soon.
[00:15:41.240 --> 00:15:42.240]   But that's physical media.
[00:15:42.240 --> 00:15:47.800]   If you could master 4K content delivery and I think nobody better.
[00:15:47.800 --> 00:15:49.760]   YouTube has been doing 4K content delivery.
[00:15:49.760 --> 00:15:51.600]   Netflix can do 4K content.
[00:15:51.600 --> 00:15:53.360]   Well, everything looks crappy on YouTube.
[00:15:53.360 --> 00:15:54.360]   That's a YouTube issue.
[00:15:54.360 --> 00:15:57.280]   One of the things Apple does is they have their own CDNs.
[00:15:57.280 --> 00:16:00.080]   Even when you're using Netflix on an Apple TV, you're actually getting it from Apple.
[00:16:00.080 --> 00:16:03.080]   But you're talking about even if you have extraordinary compression, you're still talking
[00:16:03.080 --> 00:16:06.600]   about something that can easily be three to four times the size of a 1080P file.
[00:16:06.600 --> 00:16:09.440]   So it's expensive online delivery.
[00:16:09.440 --> 00:16:13.600]   It's basically huge sustained streams nobody wants to pay with.
[00:16:13.600 --> 00:16:17.200]   But more importantly, even if they do an extraordinary job, it's going to be enormously
