;FFMETADATA1
title=Shave My Dog
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=445
genre=Podcast
comment=http://www.twit.tv/twit
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte
publisher=TWiT
date=2014
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:03.080]   It's time for Twit this week in Tech.
[00:01:33.920 --> 00:01:36.440]   save time billing and get paid faster.
[00:01:36.440 --> 00:01:39.160]   Try it free for 30 days at freshbooks.com
[00:01:39.160 --> 00:01:43.800]   and join over 5 million users running their businesses with ease.
[00:01:43.800 --> 00:01:46.880]   And buy Squarespace, the all-in-one platform
[00:01:46.880 --> 00:01:49.920]   that makes it fast and easy to create your own professional website
[00:01:49.920 --> 00:01:51.440]   or online portfolio.
[00:01:51.440 --> 00:01:55.440]   For a free two-week trial and 10% off, visit squarespace.com
[00:01:55.440 --> 00:01:59.800]   and use the offer code, Twit2.
[00:01:59.800 --> 00:02:01.400]   It's time for Twit this week in tech
[00:02:01.400 --> 00:02:04.440]   to show where we cover all the week's tech news.
[00:02:04.440 --> 00:02:05.760]   And we have so much fun doing it.
[00:02:05.760 --> 00:02:09.720]   And I want to welcome our panel, a great panel, kind of some people
[00:02:09.720 --> 00:02:13.240]   we haven't had on in a while, Chris Serenity, call what we love,
[00:02:13.240 --> 00:02:16.480]   all the way from Boston, where it's snowing.
[00:02:16.480 --> 00:02:17.160]   It is.
[00:02:17.160 --> 00:02:20.120]   Or full of snow, not so much snowing anymore.
[00:02:20.120 --> 00:02:24.240]   Macworld.com, she's also on the incomparable podcast.
[00:02:24.240 --> 00:02:27.360]   I listened to that Christmas one after you were here last time.
[00:02:27.360 --> 00:02:28.000]   What did you think?
[00:02:28.000 --> 00:02:28.520]   Wow.
[00:02:28.520 --> 00:02:31.200]   Glenn Fleischman does some really good voices.
[00:02:31.200 --> 00:02:31.960]   Yes, he does.
[00:02:31.960 --> 00:02:33.160]   And Andy Inako.
[00:02:33.160 --> 00:02:36.480]   Inako, I knew Andy did.
[00:02:36.480 --> 00:02:40.040]   What fun that while you did a play at Doctor Who?
[00:02:40.040 --> 00:02:40.520]   Yes.
[00:02:40.520 --> 00:02:41.800]   And it was Doctor Who spin off.
[00:02:41.800 --> 00:02:42.320]   Yeah.
[00:02:42.320 --> 00:02:43.600]   That's a lot of homage.
[00:02:43.600 --> 00:02:44.320]   Really fun.
[00:02:44.320 --> 00:02:45.920]   Anyway, great to have you back.
[00:02:45.920 --> 00:02:46.560]   Great to be here.
[00:02:46.560 --> 00:02:50.440]   And since you're stuck inside anyway, might as well.
[00:02:50.440 --> 00:02:54.960]   Also with us from Gig Aome, the legendary Aome Malek,
[00:02:54.960 --> 00:02:57.520]   the Yoda of tech journalists.
[00:02:57.520 --> 00:02:58.000]   Really?
[00:02:58.000 --> 00:02:59.880]   That's what you're going to call me?
[00:02:59.880 --> 00:03:00.920]   You call me that once.
[00:03:00.920 --> 00:03:03.680]   And I figured turn about his fair play.
[00:03:03.680 --> 00:03:06.160]   It can be a feeling, really.
[00:03:06.160 --> 00:03:07.000]   No, no.
[00:03:07.000 --> 00:03:08.000]   Yoda's not old.
[00:03:08.000 --> 00:03:10.560]   He's super smart.
[00:03:10.560 --> 00:03:12.440]   And he speaks backwards.
[00:03:12.440 --> 00:03:15.160]   The only person who accuses me of that is my mother.
[00:03:15.160 --> 00:03:17.440]   And you're the second person.
[00:03:17.440 --> 00:03:18.960]   Anyway, it's really nice to see you again.
[00:03:18.960 --> 00:03:21.680]   I haven't had you on an age and it's a shame.
[00:03:21.680 --> 00:03:24.000]   So we're glad to have you back.
[00:03:24.000 --> 00:03:26.440]   We do have many Gig Aomeres on all the time,
[00:03:26.440 --> 00:03:28.960]   including Matthew and Grim We Love.
[00:03:28.960 --> 00:03:30.200]   So great to have you back.
[00:03:30.200 --> 00:03:31.880]   Thanks for joining us on.
[00:03:31.880 --> 00:03:32.360]   Thank you, Lee.
[00:03:32.360 --> 00:03:34.520]   Poor Aome will be compelled to hold his microphone
[00:03:34.520 --> 00:03:37.880]   for the entire show because we neglected to give him
[00:03:37.880 --> 00:03:40.560]   a stand he could use.
[00:03:40.560 --> 00:03:42.960]   But you sound marvelous.
[00:03:42.960 --> 00:03:43.480]   I know.
[00:03:43.480 --> 00:03:45.840]   Rich, beautiful.
[00:03:45.840 --> 00:03:48.120]   I feel like a broadcast journalist, right?
[00:03:48.120 --> 00:03:50.240]   You're doing a stand up in your apartment.
[00:03:50.240 --> 00:03:50.840]   Yes.
[00:03:50.840 --> 00:03:52.440]   I'm standing here in my apartment.
[00:03:52.440 --> 00:03:54.080]   You may wonder why.
[00:03:54.080 --> 00:03:55.480]   Also joining us from Great Britain.
[00:03:55.480 --> 00:03:57.840]   Where are you, John?
[00:03:57.840 --> 00:04:00.440]   I'm in a basement somewhere in London.
[00:04:00.440 --> 00:04:02.480]   Joining us from a London basement.
[00:04:02.480 --> 00:04:05.880]   John Graham Cunningham, coming who was a computer programmer.
[00:04:05.880 --> 00:04:09.560]   In fact, I first met him due to his anti-spam open source
[00:04:09.560 --> 00:04:12.760]   program Pop File, which I use and loved.
[00:04:12.760 --> 00:04:16.320]   He also wrote a-- we had him back when he wrote the Geek
[00:04:16.320 --> 00:04:19.520]   Atlas, which was a travel book for geeks,
[00:04:19.520 --> 00:04:21.640]   with all the great places you should go.
[00:04:21.640 --> 00:04:27.240]   You may remember when he did the petition to apologize
[00:04:27.240 --> 00:04:29.160]   to Alan Turing.
[00:04:29.160 --> 00:04:32.000]   The British government did, in fact, apologize.
[00:04:32.000 --> 00:04:32.960]   Thanks to that petition.
[00:04:32.960 --> 00:04:34.040]   That's great.
[00:04:34.040 --> 00:04:34.800]   Yep, they did.
[00:04:34.800 --> 00:04:36.960]   And you've been building-- and I think we contributed
[00:04:36.960 --> 00:04:41.960]   to this Charles Babbage's analytical engine.
[00:04:41.960 --> 00:04:42.920]   Is that going on now?
[00:04:42.920 --> 00:04:44.920]   Are you building it now?
[00:04:44.920 --> 00:04:46.160]   We're not actually building it.
[00:04:46.160 --> 00:04:50.360]   We're trying to figure out what he was actually going to build,
[00:04:50.360 --> 00:04:53.560]   given that he left tens of thousands of handwritten notes
[00:04:53.560 --> 00:04:54.600]   behind the bow tip.
[00:04:54.600 --> 00:04:58.200]   So it's a little archeology project.
[00:04:58.200 --> 00:04:59.360]   He was crazy.
[00:04:59.360 --> 00:04:59.960]   And--
[00:04:59.960 --> 00:05:00.720]   No.
[00:05:00.720 --> 00:05:02.200]   What was crazy?
[00:05:02.200 --> 00:05:04.560]   Is it steam powered?
[00:05:04.560 --> 00:05:06.280]   I think it will have to be steam powered,
[00:05:06.280 --> 00:05:08.520]   just because the amount of metal you've got to move around.
[00:05:08.520 --> 00:05:10.360]   A small steam engine.
[00:05:10.360 --> 00:05:12.040]   A small steam engine.
[00:05:12.040 --> 00:05:14.040]   A few 1,000 gears.
[00:05:14.040 --> 00:05:15.600]   And a dream.
[00:05:15.600 --> 00:05:16.400]   Yep.
[00:05:16.400 --> 00:05:19.680]   Plan28.org, if you want to read about it.
[00:05:19.680 --> 00:05:20.560]   That's the one.
[00:05:20.560 --> 00:05:23.040]   Do you have enough money to do it?
[00:05:23.040 --> 00:05:25.440]   We have enough money for the moment.
[00:05:25.440 --> 00:05:26.920]   When we come to build it, I suspect
[00:05:26.920 --> 00:05:28.640]   we're going to need quite a lot more money, just because
[00:05:28.640 --> 00:05:31.440]   of the amount of brass we're going to need.
[00:05:31.440 --> 00:05:33.600]   But for the moment, it's research projects.
[00:05:33.600 --> 00:05:36.640]   And we managed to get a very large grant to do that.
[00:05:36.640 --> 00:05:37.480]   So that's happening.
[00:05:37.480 --> 00:05:37.760]   Wow.
[00:05:37.760 --> 00:05:40.240]   It's made out of brass.
[00:05:40.240 --> 00:05:43.120]   It's made out of gun metal, which is a amalgam,
[00:05:43.120 --> 00:05:44.920]   a couple of different things.
[00:05:44.920 --> 00:05:46.600]   And a lot of iron as well, of course.
[00:05:46.600 --> 00:05:48.680]   And it's probably horrifically noisy one.
[00:05:48.680 --> 00:05:50.640]   It's running, right?
[00:05:50.640 --> 00:05:51.440]   Well, we don't know.
[00:05:51.440 --> 00:05:53.560]   That's a good question.
[00:05:53.560 --> 00:05:55.600]   Babbage was actually quite good about trying
[00:05:55.600 --> 00:05:57.120]   to keep things quiet.
[00:05:57.120 --> 00:05:58.000]   So we'll see.
[00:05:58.000 --> 00:05:59.160]   But it's big.
[00:05:59.160 --> 00:06:00.560]   I can't wait.
[00:06:00.560 --> 00:06:02.720]   What a great idea.
[00:06:02.720 --> 00:06:04.400]   Anyway, great to have you all here.
[00:06:04.400 --> 00:06:06.120]   This had a lot of news this week.
[00:06:06.120 --> 00:06:08.920]   And I don't know exactly what the big story is.
[00:06:08.920 --> 00:06:13.400]   I have to think it's the bid by Comcast to buy Time Warner
[00:06:13.400 --> 00:06:17.920]   Cable, which strikes me as perhaps a tempest in the teapot
[00:06:17.920 --> 00:06:22.720]   since there's no way the Department of Justice,
[00:06:22.720 --> 00:06:24.760]   the Federal Trade Commission, or the FCC
[00:06:24.760 --> 00:06:27.480]   will approve this, or is there own?
[00:06:27.480 --> 00:06:30.800]   I have a sneaking suspicion that this will get approved,
[00:06:30.800 --> 00:06:34.400]   because I think all the processes,
[00:06:34.400 --> 00:06:37.720]   the anti-monopoly processes we have,
[00:06:37.720 --> 00:06:41.160]   have been broken in this country, and they have been for a while.
[00:06:41.160 --> 00:06:45.040]   I think the excuse Comcast is going to make
[00:06:45.040 --> 00:06:49.560]   is that since there is no overlap in the territories,
[00:06:49.560 --> 00:06:52.920]   it's not really a monopoly.
[00:06:52.920 --> 00:06:58.200]   But it doesn't make any sense for the government
[00:06:58.200 --> 00:07:03.280]   to approve this, but it will get approved, unfortunately.
[00:07:03.280 --> 00:07:05.600]   Does that segue to carry weight the fact
[00:07:05.600 --> 00:07:07.080]   that they're not in the same market?
[00:07:07.080 --> 00:07:10.560]   So if my internet service provider or cable company's Comcast,
[00:07:10.560 --> 00:07:11.480]   it's not going to change.
[00:07:11.480 --> 00:07:12.960]   If it's Time Warner, it's not going to change.
[00:07:12.960 --> 00:07:16.520]   That just the merged company will have more customers.
[00:07:16.520 --> 00:07:17.360]   They're growing larger.
[00:07:17.360 --> 00:07:18.840]   We've seen this in mergers in the past.
[00:07:18.840 --> 00:07:22.200]   I'm not an expert on monopoly law,
[00:07:22.200 --> 00:07:27.880]   but I'm not terribly shocked if this is--
[00:07:27.880 --> 00:07:30.680]   I don't necessarily want it to pass,
[00:07:30.680 --> 00:07:34.160]   but I won't be shocked if they agree.
[00:07:34.160 --> 00:07:36.160]   So the Department of Justice agrees
[00:07:36.160 --> 00:07:38.480]   to let this come together.
[00:07:38.480 --> 00:07:39.920]   The markets is a good loophole.
[00:07:39.920 --> 00:07:44.240]   In addition, there's so much Comcast lobbying money
[00:07:44.240 --> 00:07:48.240]   in Washington right now for a variety of things, net neutrality,
[00:07:48.240 --> 00:07:54.800]   among them that I'm not going to be shocked if they don't say
[00:07:54.800 --> 00:07:56.320]   too much.
[00:07:56.320 --> 00:07:59.280]   The reason I would be worried about this
[00:07:59.280 --> 00:08:02.680]   is not just that they're going to be in the same--
[00:08:02.680 --> 00:08:05.320]   not in the same markets, but these guys
[00:08:05.320 --> 00:08:12.760]   will have a massive influence on how you and I access content
[00:08:12.760 --> 00:08:13.880]   on the internet.
[00:08:13.880 --> 00:08:17.560]   So if they have such a massive control
[00:08:17.560 --> 00:08:22.000]   over the consumer market, they can actually control
[00:08:22.000 --> 00:08:26.040]   the pricing-- the per gigabyte bandwidth pricing
[00:08:26.040 --> 00:08:27.560]   can come into play.
[00:08:27.560 --> 00:08:33.080]   They can do things like charge companies more money
[00:08:33.080 --> 00:08:35.880]   to send traffic on their network.
[00:08:35.880 --> 00:08:37.920]   And I think that's the big challenge right now
[00:08:37.920 --> 00:08:43.040]   is if you are any future Instagram or any future Netflix
[00:08:43.040 --> 00:08:51.680]   has very little recourse once you have these mega giants
[00:08:51.680 --> 00:08:53.840]   controlling the internet access.
[00:08:53.840 --> 00:08:56.920]   And I think that is the thing we should all be worried about,
[00:08:56.920 --> 00:08:59.800]   not that they are not in the same markets.
[00:08:59.800 --> 00:09:06.320]   The challenge we have is that the FCC chairman is--
[00:09:06.320 --> 00:09:07.680]   He's a cable guy.
[00:09:07.680 --> 00:09:12.320]   Yeah, so good luck trying to get anything past him.
[00:09:12.320 --> 00:09:17.920]   Or you look at some of the other legislative bodies.
[00:09:17.920 --> 00:09:20.560]   They're pretty highly compromised.
[00:09:20.560 --> 00:09:25.000]   And the lobbying machines of cable companies and telcos
[00:09:25.000 --> 00:09:27.800]   is pretty amazingly strong.
[00:09:27.800 --> 00:09:32.360]   And I think people here in the valley don't quite understand
[00:09:32.360 --> 00:09:34.600]   or don't really pay that much attention
[00:09:34.600 --> 00:09:36.920]   to the politics of networks.
[00:09:36.920 --> 00:09:39.600]   Like they are all so obsessed with the hair
[00:09:39.600 --> 00:09:42.240]   and now of lining their pockets.
[00:09:42.240 --> 00:09:45.280]   But they don't really realize that these are the guys who
[00:09:45.280 --> 00:09:48.560]   are the enemy of innovation in America
[00:09:48.560 --> 00:09:52.600]   is the big giant cable and telephony monopolies.
[00:09:52.600 --> 00:09:56.720]   And I think I am increasingly worried about what's
[00:09:56.720 --> 00:09:59.240]   going to happen in the future.
[00:09:59.240 --> 00:10:02.200]   It's both cable television and internet.
[00:10:02.200 --> 00:10:04.600]   And it's bad in both businesses.
[00:10:04.600 --> 00:10:09.640]   Comcast is the number one cable company, 23 million subs.
[00:10:09.640 --> 00:10:11.520]   Time Warner Cable number two with 12.
[00:10:11.520 --> 00:10:15.920]   That makes them 35 million subscribers.
[00:10:15.920 --> 00:10:18.520]   Comcast is the number one ISP.
[00:10:18.520 --> 00:10:20.440]   Time Warner is the number three ISP.
[00:10:20.440 --> 00:10:26.000]   That would give them a total of 31 million households.
[00:10:26.000 --> 00:10:27.600]   And I think it's been pretty clear--
[00:10:27.600 --> 00:10:29.720]   I don't know about Time Warner, but it's been pretty clear
[00:10:29.720 --> 00:10:33.280]   that Comcast doesn't care a wit for net neutrality.
[00:10:33.280 --> 00:10:36.880]   And having this kind of clout with content creators
[00:10:36.880 --> 00:10:41.440]   will put a terrible burden on content creators.
[00:10:41.440 --> 00:10:43.080]   I think there's pretty good evidence,
[00:10:43.080 --> 00:10:46.320]   even though it's illegal, that Comcast, for instance,
[00:10:46.320 --> 00:10:50.000]   is slowing down Netflix right now.
[00:10:50.000 --> 00:10:51.120]   Really good.
[00:10:51.120 --> 00:10:53.320]   Say again?
[00:10:53.320 --> 00:10:54.120]   Sorry.
[00:10:54.120 --> 00:10:55.200]   No, sorry.
[00:10:55.200 --> 00:11:00.080]   There's an interesting thing that recode was reporting
[00:11:00.080 --> 00:11:03.920]   in that Comcast supposedly has a written or a verbal agreement
[00:11:03.920 --> 00:11:07.600]   with the FCC to abide by the open internet rules.
[00:11:07.600 --> 00:11:07.600]   I know.
[00:11:07.600 --> 00:11:11.080]   Since the 2018, despite the fact that the open internet rules
[00:11:11.080 --> 00:11:13.720]   are, of course, no more, thanks to Verizon.
[00:11:13.720 --> 00:11:16.840]   But there is this problem with Netflix going on.
[00:11:16.840 --> 00:11:19.240]   And there are hints here and there.
[00:11:19.240 --> 00:11:21.960]   And between that and the lubbiest money,
[00:11:21.960 --> 00:11:26.840]   I'm very concerned about everything that's going down right now,
[00:11:26.840 --> 00:11:28.200]   despite that.
[00:11:28.200 --> 00:11:31.520]   So this is purely anecdotal.
[00:11:31.520 --> 00:11:34.440]   But I think everybody who's watching who's on Comcast,
[00:11:34.440 --> 00:11:36.000]   probably has experienced this.
[00:11:36.000 --> 00:11:40.000]   Matt Vukash is a software engineer who wrote a blog post.
[00:11:40.000 --> 00:11:43.200]   He says, Comcast is definitely throttling Netflix.
[00:11:43.200 --> 00:11:45.480]   He uses-- despite the fact that you're right,
[00:11:45.480 --> 00:11:50.920]   this is an violation of their existing agreement not to do so.
[00:11:50.920 --> 00:11:55.560]   The problem is that Comcast owns its own streaming business,
[00:11:55.560 --> 00:11:56.800]   XFINITY Streampicks.
[00:11:56.800 --> 00:12:00.600]   So it's a direct competitor to Netflix.
[00:12:00.600 --> 00:12:04.440]   So what he did is he tried Comcast over an extended period
[00:12:04.440 --> 00:12:05.200]   of time.
[00:12:05.200 --> 00:12:07.280]   He was getting terrible Comcast results.
[00:12:07.280 --> 00:12:10.560]   On his network, he's a student.
[00:12:10.560 --> 00:12:14.360]   And so he's at Indiana University.
[00:12:14.360 --> 00:12:19.160]   And he tried Netflix just without--
[00:12:19.160 --> 00:12:20.040]   just direct connect.
[00:12:20.040 --> 00:12:24.240]   He was getting 235 kilobits per second over Comcast,
[00:12:24.240 --> 00:12:26.400]   235 kilobits per second.
[00:12:26.400 --> 00:12:31.360]   That means he was at best able to get 320 by 240 video.
[00:12:31.360 --> 00:12:34.920]   And it buffered all the time, of course.
[00:12:34.920 --> 00:12:36.240]   Then he did something interesting.
[00:12:36.240 --> 00:12:39.200]   Instead of getting Netflix directly,
[00:12:39.200 --> 00:12:42.720]   he used his in universities VPN.
[00:12:42.720 --> 00:12:44.920]   Now, normally, you wouldn't want to use a VPN for streaming
[00:12:44.920 --> 00:12:48.240]   video because the overhead would slow it down.
[00:12:48.240 --> 00:12:52.880]   Remember, without the VPN, when the ISP could see what he was
[00:12:52.880 --> 00:12:56.800]   doing, 235 kilobits per second, with the VPN
[00:12:56.800 --> 00:13:00.360]   3000 kilobits per second.
[00:13:00.360 --> 00:13:03.400]   Comcast couldn't see into the encrypted tunnel,
[00:13:03.400 --> 00:13:05.800]   so didn't know to block that traffic.
[00:13:05.800 --> 00:13:08.720]   And despite the VPN overhead, he
[00:13:08.720 --> 00:13:14.800]   was able to get high quality 720p video consistently
[00:13:14.800 --> 00:13:17.880]   over VPN.
[00:13:17.880 --> 00:13:21.680]   He says he contacted Comcast on two separate occasions.
[00:13:21.680 --> 00:13:24.040]   They found no problems with his internet.
[00:13:24.040 --> 00:13:27.000]   Then they said he'd get a follow-up call from a network
[00:13:27.000 --> 00:13:30.320]   engineer and call never came.
[00:13:30.320 --> 00:13:34.080]   I have to say, this is pretty clearly--
[00:13:34.080 --> 00:13:37.240]   anybody who's used Comcast to watch Netflix knows.
[00:13:37.240 --> 00:13:38.800]   It doesn't work consistently.
[00:13:38.800 --> 00:13:41.840]   It's often terrible.
[00:13:41.840 --> 00:13:45.400]   And that's when Comcast is just the little old Comcast.
[00:13:45.400 --> 00:13:48.880]   Now, it's going to be the cable town that owns everything.
[00:13:48.880 --> 00:13:51.600]   It can only get worse.
[00:13:51.600 --> 00:13:52.160]   Agreed.
[00:13:52.160 --> 00:13:55.520]   And I think the big, big thing we should all be thinking about
[00:13:55.520 --> 00:14:00.920]   is, how can a company which controls the access also
[00:14:00.920 --> 00:14:03.080]   controls the content?
[00:14:03.080 --> 00:14:05.600]   If they want to be the cable giant,
[00:14:05.600 --> 00:14:09.640]   they need to start spinning out everything else they own
[00:14:09.640 --> 00:14:13.040]   in the content side of things so that they can be in one
[00:14:13.040 --> 00:14:13.560]   business.
[00:14:13.560 --> 00:14:18.480]   So this at least gives some power back to the content owners.
[00:14:18.480 --> 00:14:21.560]   So if you are a cable company and you
[00:14:21.560 --> 00:14:25.000]   are going to dictate the terms-- so now, they're
[00:14:25.000 --> 00:14:29.040]   going to be so big that they can dictate terms to content
[00:14:29.040 --> 00:14:31.840]   owners, like ESPN and everybody else.
[00:14:31.840 --> 00:14:35.160]   They can dictate terms to internet companies,
[00:14:35.160 --> 00:14:37.800]   like the Netflix of the world.
[00:14:37.800 --> 00:14:40.480]   I mean, this is just insane to think
[00:14:40.480 --> 00:14:44.000]   that we are dealing with a merger like this.
[00:14:44.000 --> 00:14:48.040]   We've been there before, and we are making essentially one
[00:14:48.040 --> 00:14:51.600]   more too big to fail kind of a corporation.
[00:14:51.600 --> 00:14:54.960]   And the problem is there is nothing as consumers
[00:14:54.960 --> 00:14:58.720]   we can do about it because our whole political system
[00:14:58.720 --> 00:14:59.760]   is so compromised.
[00:14:59.760 --> 00:15:03.440]   Just look at how many people come out of FCC
[00:15:03.440 --> 00:15:07.480]   and they go and go work for cable companies
[00:15:07.480 --> 00:15:09.080]   or telephone companies.
[00:15:09.080 --> 00:15:12.240]   And the reason for that is why would they want to risk
[00:15:12.240 --> 00:15:16.600]   their own personal future and take any tough decisions
[00:15:16.600 --> 00:15:20.720]   when they know they have a cushy job waiting for them
[00:15:20.720 --> 00:15:22.320]   if they don't do anything?
[00:15:22.320 --> 00:15:25.600]   They don't have to do anything, and they just
[00:15:25.600 --> 00:15:28.280]   end up making these big giant winners.
[00:15:28.280 --> 00:15:36.240]   And I am increasingly not optimistic about the future
[00:15:36.240 --> 00:15:38.120]   of commercial internet in this country
[00:15:38.120 --> 00:15:42.040]   because it's just like a two-tier monopoly.
[00:15:42.040 --> 00:15:43.680]   We have either the phone companies
[00:15:43.680 --> 00:15:45.440]   or you have the cable companies.
[00:15:45.440 --> 00:15:46.760]   It's a duopoly.
[00:15:46.760 --> 00:15:47.880]   Yeah.
[00:15:47.880 --> 00:15:50.520]   Well, maybe we can't just blame government, which obviously
[00:15:50.520 --> 00:15:52.720]   isn't the most activist in this.
[00:15:52.720 --> 00:15:54.360]   But you might also want to blame ourselves.
[00:15:54.360 --> 00:15:57.080]   I think that there's a certain amount of fatigue.
[00:15:57.080 --> 00:16:01.360]   Even among geeks who know this is a bad thing.
[00:16:01.360 --> 00:16:05.640]   This week was the-- on Tuesday was the day we fight back,
[00:16:05.640 --> 00:16:09.720]   except everybody decided not to fight at all.
[00:16:09.720 --> 00:16:12.520]   Remember, we were supposed to have a big action on Tuesday
[00:16:12.520 --> 00:16:14.120]   against mass surveillance.
[00:16:14.120 --> 00:16:17.320]   Call your legislator.
[00:16:17.320 --> 00:16:21.920]   The good news is 90,000 people did use the website
[00:16:21.920 --> 00:16:25.560]   to call their members of Congress.
[00:16:25.560 --> 00:16:27.480]   I didn't see a lot of the net about this, though.
[00:16:27.480 --> 00:16:29.560]   It seemed like it was awfully quiet.
[00:16:29.560 --> 00:16:32.440]   Do you think it's surprising, though, that not that many people
[00:16:32.440 --> 00:16:36.120]   called in about this is a pretty complicated technical topic,
[00:16:36.120 --> 00:16:37.080]   right?
[00:16:37.080 --> 00:16:39.680]   I mean, this is not a simple thing to say,
[00:16:39.680 --> 00:16:42.320]   should I be disagreeing with the government about this?
[00:16:42.320 --> 00:16:43.080]   It does so feel like--
[00:16:43.080 --> 00:16:47.240]   I mean, we did soap a pippa two years ago, same people,
[00:16:47.240 --> 00:16:48.440]   seem to be very effective.
[00:16:48.440 --> 00:16:51.960]   We actually stopped it, I think, in Congress.
[00:16:51.960 --> 00:16:55.680]   But I think there's a certain amount of fatigue is set in.
[00:16:55.680 --> 00:16:57.600]   Well, they--
[00:16:57.600 --> 00:16:58.720]   Go ahead.
[00:16:58.720 --> 00:17:02.000]   I can tell you from a cloudflare perspective
[00:17:02.000 --> 00:17:02.800]   where I work.
[00:17:02.800 --> 00:17:06.360]   I mean, we had a huge number of our customers participating,
[00:17:06.360 --> 00:17:09.240]   because we made it a one-click thing where you could say,
[00:17:09.240 --> 00:17:12.440]   on my website, go the banner.
[00:17:12.440 --> 00:17:14.120]   And we've taken a very strong stand on this.
[00:17:14.120 --> 00:17:16.080]   So I think people did participate,
[00:17:16.080 --> 00:17:19.120]   but you've got to be pretty clued into what the issues are
[00:17:19.120 --> 00:17:21.680]   to want to actually call your congressman.
[00:17:21.680 --> 00:17:23.360]   Yeah.
[00:17:23.360 --> 00:17:23.880]   Maybe.
[00:17:23.880 --> 00:17:26.920]   I mean, and you're in the UK, where, of course, the GCHQ
[00:17:26.920 --> 00:17:29.840]   is just as bad if not worse than the NSA
[00:17:29.840 --> 00:17:32.680]   and is feeding off the same trough of data the NSA
[00:17:32.680 --> 00:17:33.760]   is feeding off of.
[00:17:33.760 --> 00:17:35.400]   Well, I think the irony of the thing
[00:17:35.400 --> 00:17:39.920]   is that whenever I hear Americans talking about this issue
[00:17:39.920 --> 00:17:41.360]   is that you have to have the perspective
[00:17:41.360 --> 00:17:44.480]   that you are talking about it in the context of a legal framework.
[00:17:44.480 --> 00:17:46.480]   There is actually a legal framework.
[00:17:46.480 --> 00:17:48.200]   What came out in some of the student documents
[00:17:48.200 --> 00:17:52.840]   is that the legal framework in the UK is much weaker.
[00:17:52.840 --> 00:17:53.600]   So we're--
[00:17:53.600 --> 00:17:56.720]   There's a longstanding tradition of government spying
[00:17:56.720 --> 00:17:58.800]   and so forth.
[00:17:58.800 --> 00:18:01.280]   And also, there are other things going on in the UK.
[00:18:01.280 --> 00:18:05.640]   Like we have filters on the internet
[00:18:05.640 --> 00:18:06.680]   being pushed by the government.
[00:18:06.680 --> 00:18:10.680]   David Cameron's famous anti-porn filters.
[00:18:10.680 --> 00:18:11.920]   Yeah, anti-porn filters.
[00:18:11.920 --> 00:18:13.440]   And now we've heard today that they
[00:18:13.440 --> 00:18:16.560]   want to extend it, in some cases, for extremist websites
[00:18:16.560 --> 00:18:18.960]   so that you can't see certain sorts of content.
[00:18:18.960 --> 00:18:21.760]   So that's a slippery slope.
[00:18:21.760 --> 00:18:22.200]   No kidding.
