;FFMETADATA1
title=Our Holiday Special
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=542
genre=Podcast
comment=http://twit.tv/twit
copyright=These netcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2015
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:03.720]   It's time for "Twin" this weekend tech.
[00:07:31.480 --> 00:07:33.440]   Dicky Dee, happy holidays.
[00:07:33.440 --> 00:07:35.560]   Yeah, this is great.
[00:07:35.560 --> 00:07:36.320]   I don't have any--
[00:07:36.320 --> 00:07:38.680]   You were actually just waiting for the radio on Saturday,
[00:07:38.680 --> 00:07:40.280]   and the camera was on.
[00:07:40.280 --> 00:07:41.440]   What the heck?
[00:07:41.440 --> 00:07:42.680]   What the heck?
[00:07:42.680 --> 00:07:43.920]   We'll do it.
[00:07:43.920 --> 00:07:45.080]   Yeah.
[00:07:45.080 --> 00:07:47.120]   And I wanted to class the place up with some liquor
[00:07:47.120 --> 00:07:48.320]   in a bag, so I--
[00:07:48.320 --> 00:07:48.960]   Now it's hard.
[00:07:48.960 --> 00:07:50.480]   --I think I already said that.
[00:07:50.480 --> 00:07:51.680]   And then this is the Jaeger.
[00:07:51.680 --> 00:07:53.360]   So we'll have the Jaeger in the bag.
[00:07:53.360 --> 00:07:56.040]   Now it's Boxing Day.
[00:07:56.040 --> 00:07:58.240]   Now it's Boxing Day.
[00:07:58.240 --> 00:07:59.960]   My mustache is falling off.
[00:07:59.960 --> 00:08:02.120]   It's how good that stuff is.
[00:08:02.120 --> 00:08:04.680]   Can you want to do a couple more numbers from the rat pack?
[00:08:04.680 --> 00:08:09.080]   And then we'll get into the years.
[00:08:09.080 --> 00:08:11.400]   We don't talk about news on this show.
[00:08:11.400 --> 00:08:12.800]   We'll get into some heavy drinking.
[00:08:12.800 --> 00:08:15.000]   How about that?
[00:08:15.000 --> 00:08:16.280]   Fantastic, ladies and gentlemen.
[00:08:16.280 --> 00:08:19.200]   We got liquor and fake cigarettes.
[00:08:19.200 --> 00:08:23.240]   Could it be a merry Christmas, I think, now?
[00:08:23.240 --> 00:08:24.240]   There we go.
[00:08:24.240 --> 00:08:29.280]   # As sweet a young child as you'd find #
[00:08:29.280 --> 00:08:35.480]   # Her parents had gone to their final reward #
[00:08:35.480 --> 00:08:40.160]   # Leaving their baby behind #
[00:08:40.160 --> 00:08:43.840]   # Only nine years of age was this #
[00:08:43.840 --> 00:08:45.840]   # Poor little lamb #
[00:08:45.840 --> 00:08:50.760]   # When the mama and dad went away #
[00:08:50.760 --> 00:08:55.040]   # Still she bravely worked at the one #
[00:08:55.040 --> 00:08:58.000]   # Thing she knew to earn her #
[00:08:58.000 --> 00:09:01.920]   # Few pennies a day #
[00:09:01.920 --> 00:09:05.680]   # She made artificial flowers #
[00:09:05.680 --> 00:09:08.400]   # Artificial flowers #
[00:09:08.400 --> 00:09:09.920]   # Flowers for ladies #
[00:09:09.920 --> 00:09:13.120]   # Oh, fast on to wear #
[00:09:13.120 --> 00:09:16.560]   # She made artificial flowers #
[00:09:16.560 --> 00:09:21.560]   # Artificial flowers made out of hand-ease despair #
[00:09:21.560 --> 00:09:27.800]   # With paper and shoes and some #
[00:09:27.800 --> 00:09:30.880]   # Wiring wax she made up #
[00:09:30.880 --> 00:09:34.480]   # Beached to lip and mum #
[00:09:34.480 --> 00:09:38.960]   # And as the snowflakes drifted into her #
[00:09:38.960 --> 00:09:40.800]   # Tenement room #
[00:09:40.800 --> 00:09:45.000]   # Her baby little fingers went numb #
[00:09:45.000 --> 00:09:49.760]   # All right, now I'll make an artificial flowers #
[00:09:49.760 --> 00:09:52.800]   # Artificial flowers #
[00:09:52.800 --> 00:09:54.080]   # Flowers for ladies #
[00:09:54.080 --> 00:09:57.400]   # Oh, fast on to wear #
[00:09:57.400 --> 00:10:00.760]   # She made artificial flowers #
[00:10:00.760 --> 00:10:07.440]   # Artificial flowers made out of hand-ease despair #
[00:10:07.440 --> 00:10:11.200]   Now, listen now, they found little Annie #
[00:10:11.200 --> 00:10:14.000]   # All covered with ice #
[00:10:14.000 --> 00:10:19.280]   # Still clutching her poor frozen shears #
[00:10:19.280 --> 00:10:23.280]   # And amongst all of those blossoms that she'd #
[00:10:23.280 --> 00:10:26.440]   # Fashioned by hand, you know, and watered #
[00:10:26.440 --> 00:10:29.440]   # With all her young tears #
[00:10:29.440 --> 00:10:30.560]   # Take it up! #
[00:10:30.560 --> 00:10:33.400]   # There is got to be a heaven #
[00:10:33.400 --> 00:10:36.120]   # Where Annie can play #
[00:10:36.120 --> 00:10:41.000]   # Amidst heavenly gardens and bars #
[00:10:41.000 --> 00:10:44.320]   # But instead of a halo #
[00:10:44.320 --> 00:10:47.040]   # She's gonna wear up on her head #
[00:10:47.040 --> 00:10:51.840]   # You know a garland of genuine flowers #
[00:10:51.840 --> 00:10:55.840]   # Yeah, no more artificial flowers #
[00:10:55.840 --> 00:10:58.400]   # Artificial flowers #
[00:10:58.400 --> 00:11:00.320]   # Flowers for ladies of #
[00:11:00.320 --> 00:11:03.120]   # Highs society to wear #
[00:11:03.120 --> 00:11:06.280]   # Throw away all of them flowers #
[00:11:06.280 --> 00:11:09.120]   # You know those dumb, dumb flowers #
[00:11:09.120 --> 00:11:12.440]   # Made out of annies #
[00:11:12.440 --> 00:11:14.920]   # Out of hell #
[00:11:14.920 --> 00:11:19.400]   # Made out of annies #
[00:11:19.400 --> 00:11:22.160]   # Despair #
[00:11:22.160 --> 00:11:25.840]   Oh, say it with flowers, everybody!
[00:11:25.840 --> 00:11:27.920]   Maricruz, that's a Christmas song!
[00:11:27.920 --> 00:11:29.200]   That's a Christmas song!
[00:11:29.200 --> 00:11:30.920]   OK, baby, Christmas book! Happy day, you!
[00:11:30.920 --> 00:11:32.920]   You know how it's called, Puddle and Peter Petty
[00:11:32.920 --> 00:11:34.920]   and Sherry Lynn LaBoisioinelle.
[00:11:34.920 --> 00:11:36.160]   That's a beautiful name.
[00:11:36.160 --> 00:11:39.920]   Am I saying that right, Sherry Lynn? LaBoisioinelle.
[00:11:39.920 --> 00:11:40.400]   LaBoisioinelle.
[00:11:40.400 --> 00:11:41.960]   LaBoisioinelle.
[00:11:41.960 --> 00:11:43.480]   Sebrémo.
[00:11:43.480 --> 00:11:46.280]   LaBoisioinelle.
[00:11:46.280 --> 00:11:47.880]   What does that mean?
[00:11:47.880 --> 00:11:49.120]   The drunken woodsman.
[00:11:49.120 --> 00:11:51.120]   The drunken woodsman.
[00:11:51.120 --> 00:11:52.880]   Completely appropriate.
[00:11:52.880 --> 00:11:55.880]   (laughter)
[00:11:55.880 --> 00:11:58.960]   And meanwhile, I think we lost our doctor.
[00:11:58.960 --> 00:12:00.800]   Thank you, Marilyn. Thank you, Marilyn.
[00:12:00.800 --> 00:12:01.760]   Oh, my.
[00:12:01.760 --> 00:12:03.160]   Oh, my.
[00:12:03.160 --> 00:12:04.800]   Oh, my.
[00:12:04.800 --> 00:12:08.680]   I'm loving that your mustache is evolved into an air.
[00:12:08.680 --> 00:12:09.880]   You'd wow, oh, my.
[00:12:09.880 --> 00:12:11.760]   It's curled my mustache.
[00:12:11.760 --> 00:12:13.240]   Oh, and they're giving me back the yager.
[00:12:13.240 --> 00:12:14.320]   We wouldn't want to lose that.
[00:12:14.320 --> 00:12:16.440]   No, it's OK. You guys, why don't you take a bottle
[00:12:16.440 --> 00:12:17.440]   to the show?
[00:12:17.440 --> 00:12:18.280]   Are you frozen?
[00:12:18.280 --> 00:12:21.040]   They're going to be at the mystic tonight
[00:12:21.040 --> 00:12:23.800]   and all over the Dina Hallics.
[00:12:23.800 --> 00:12:27.040]   And I just thought we should have a little festivities
[00:12:27.040 --> 00:12:29.840]   because it is Boxing Day.
[00:12:29.840 --> 00:12:31.920]   I think, oh, doctor, we just put you right out.
[00:12:31.920 --> 00:12:33.160]   I don't know if we got a shot of him.
[00:12:33.160 --> 00:12:34.760]   Are you disgruntled?
[00:12:34.760 --> 00:12:36.000]   I'm not disgruntled.
[00:12:36.000 --> 00:12:37.920]   I've been drinking in his mustache day
[00:12:37.920 --> 00:12:39.640]   and I was just listening to the songs.
[00:12:39.640 --> 00:12:42.640]   I had to put on a mustache
[00:12:42.640 --> 00:12:46.920]   because all he is has hair, facial hair, except me.
[00:12:46.920 --> 00:12:48.480]   You scared me for a second.
[00:12:48.480 --> 00:12:50.400]   I thought that I was frozen.
[00:12:50.400 --> 00:12:52.240]   You said you lost me.
[00:12:52.240 --> 00:12:53.520]   I'm like, well, where am I?
[00:12:53.520 --> 00:12:54.680]   That's not not here.
[00:12:54.680 --> 00:12:56.000]   We didn't lose you.
[00:12:56.000 --> 00:12:57.920]   We didn't lose, oh, doctor.
[00:12:57.920 --> 00:12:59.400]   By the way, I've decided to,
[00:12:59.400 --> 00:13:01.040]   instead of the yager,
[00:13:01.040 --> 00:13:02.880]   I'm going with something a little more local,
[00:13:02.880 --> 00:13:03.960]   if you don't mind, you guys.
[00:13:03.960 --> 00:13:06.640]   This is American-born moonshine.
[00:13:06.640 --> 00:13:08.200]   It comes in a mason jar.
[00:13:08.200 --> 00:13:09.200]   Wow.
[00:13:09.200 --> 00:13:10.480]   Look at this.
[00:13:10.480 --> 00:13:12.720]   It's got a seal on it, so it must be legal.
[00:13:12.720 --> 00:13:15.440]   And you could drink it right out of the jar like that.
[00:13:15.440 --> 00:13:17.360]   And actually, it's quagging you home tonight.
[00:13:17.360 --> 00:13:18.840]   (laughing)
[00:13:18.840 --> 00:13:20.840]   They got a wheelchair or something.
[00:13:20.840 --> 00:13:21.680]   You know.
[00:13:21.680 --> 00:13:22.520]   Put you in.
[00:13:22.520 --> 00:13:24.320]   Marilyn really wilted my mustache there.
[00:13:24.320 --> 00:13:25.840]   I didn't have to...
[00:13:25.840 --> 00:13:26.680]   She...
[00:13:26.680 --> 00:13:28.160]   (laughing)
[00:13:28.160 --> 00:13:30.160]   So great for dissolving bodies.
[00:13:30.160 --> 00:13:31.760]   (laughing)
[00:13:31.760 --> 00:13:32.600]   It would be.
[00:13:32.600 --> 00:13:33.440]   It would be...
[00:13:33.440 --> 00:13:34.280]   It would be...
[00:13:34.280 --> 00:13:35.120]   Yeah.
[00:13:35.120 --> 00:13:35.960]   Plastic bins.
[00:13:35.960 --> 00:13:36.800]   Very handy.
[00:13:36.800 --> 00:13:38.480]   But you saw what happened in Breaking Bad.
[00:13:38.480 --> 00:13:40.000]   You don't want to make sure you don't use that
[00:13:40.000 --> 00:13:42.120]   in the iron bathtub 'cause it'll go right through that.
[00:13:42.120 --> 00:13:44.000]   Oh no, don't do that.
[00:13:44.000 --> 00:13:45.600]   You'll get something else entirely.
[00:13:45.600 --> 00:13:46.760]   Something completely...
[00:13:46.760 --> 00:13:48.840]   How are you guys doing, Paul and Storm?
[00:13:48.840 --> 00:13:49.880]   I haven't seen you in a year.
[00:13:49.880 --> 00:13:51.480]   We see you once a year.
[00:13:51.480 --> 00:13:53.760]   Everything going well in this story.
[00:13:53.760 --> 00:13:55.200]   You guys don't live together anymore.
[00:13:55.200 --> 00:13:56.280]   I'm sorry to hear that.
[00:13:56.280 --> 00:13:57.120]   (laughing)
[00:13:57.120 --> 00:13:57.960]   We never live for you.
[00:13:57.960 --> 00:13:58.800]   I know, it's like, we're all in the book.
[00:13:58.800 --> 00:13:59.640]   We'll be sitting together.
[00:13:59.640 --> 00:14:01.320]   It's very sad.
[00:14:01.320 --> 00:14:02.720]   Yeah, we just want to be very clear, Leo,
[00:14:02.720 --> 00:14:04.800]   that we still love you very much and it's not your fault.
[00:14:04.800 --> 00:14:06.360]   Mommy and daddy, we'll have to do.
[00:14:06.360 --> 00:14:07.760]   (laughing)
[00:14:07.760 --> 00:14:09.040]   Oh my goodness.
[00:14:09.040 --> 00:14:13.320]   So where have you moved to?
[00:14:13.320 --> 00:14:16.680]   Go ahead, Storm.
[00:14:16.680 --> 00:14:21.520]   I am still rooted here in Arlington, Virginia.
[00:14:21.520 --> 00:14:22.360]   Okay.
[00:14:22.360 --> 00:14:25.720]   And Paul, you're somewhere to the north, I sense.
[00:14:25.720 --> 00:14:27.960]   Yeah, I'm up outside of Philadelphia.
[00:14:27.960 --> 00:14:29.200]   I've been here for about 10 years.
[00:14:29.200 --> 00:14:30.840]   So thanks for staying on top of our app.
[00:14:30.840 --> 00:14:32.600]   I'm a graphic information there, Leo.
[00:14:32.600 --> 00:14:34.360]   I thought you lived in a clubhouse together.
[00:14:34.360 --> 00:14:37.960]   'Cause, and then once in a while you get together
[00:14:37.960 --> 00:14:39.400]   and perform music, is that the deal?
[00:14:39.400 --> 00:14:40.480]   Yeah.
[00:14:40.480 --> 00:14:42.760]   Yeah, so we have the little clubhouse.
[00:14:42.760 --> 00:14:44.720]   You know, it's a clubhouse of the heart.
[00:14:44.720 --> 00:14:46.240]   That's the kind of clubhouse it is.
[00:14:46.240 --> 00:14:48.240]   It's like Woodstock Nation.
[00:14:48.240 --> 00:14:49.400]   (laughing)
[00:14:49.400 --> 00:14:50.400]   Carry it with us.
[00:14:50.400 --> 00:14:52.080]   Well, I'm thrilled to have you back.
[00:14:52.080 --> 00:14:55.120]   And I understand that Jonathan Colton really wanted to be here.
[00:14:55.120 --> 00:14:57.560]   He had his underwear collection already.
[00:14:57.560 --> 00:14:59.320]   But. (laughing)
[00:14:59.320 --> 00:15:01.640]   I think that Bob was still standing in his office.
[00:15:01.640 --> 00:15:02.800]   I think he's still there.
[00:15:02.800 --> 00:15:05.360]   He couldn't, he's touring, I think.
[00:15:05.360 --> 00:15:07.720]   And so he couldn't be with us this evening.
[00:15:07.720 --> 00:15:09.240]   He's been performing a lot.
[00:15:09.240 --> 00:15:11.040]   You guys went on the cruise with him though.
[00:15:11.040 --> 00:15:12.200]   Yeah, how did that go?
[00:15:12.200 --> 00:15:14.640]   That's been going well.
[00:15:14.640 --> 00:15:16.320]   We actually co-produced that cruise.
[00:15:16.320 --> 00:15:17.880]   How many have you done now?
[00:15:17.880 --> 00:15:21.640]   We have done five, and we're going to--
[00:15:21.640 --> 00:15:22.960]   What?
[00:15:22.960 --> 00:15:23.960]   What?
[00:15:23.960 --> 00:15:26.960]   Our sixth is happening February 21st.
[00:15:26.960 --> 00:15:29.120]   People aren't sick of it yet?
[00:15:29.120 --> 00:15:30.600]   Well, we're growing so well.
[00:15:30.600 --> 00:15:31.440]   We're always growing so well.
[00:15:31.440 --> 00:15:32.280]   We're still going to come on it.
[00:15:32.280 --> 00:15:34.920]   Close to 1200 people.
[00:15:34.920 --> 00:15:35.720]   That's amazing.
[00:15:35.720 --> 00:15:36.560]   On 2016.
[00:15:36.560 --> 00:15:39.800]   Yeah, it's so much fun.
[00:15:39.800 --> 00:15:41.880]   Gosh, who do we have this here, Paul?
[00:15:41.880 --> 00:15:43.320]   We have John Hodgman.
[00:15:43.320 --> 00:15:45.080]   Oh, yeah, we have Joe.
[00:15:45.080 --> 00:15:47.760]   Well, Hodgman, the late lamented Hodgman,
[00:15:47.760 --> 00:15:51.320]   who's no longer with us on these holiday cast,
[00:15:51.320 --> 00:15:52.160]   but he's with us.
[00:15:52.160 --> 00:15:53.000]   What happened?
[00:15:53.000 --> 00:15:53.840]   Did he get too big for us?
[00:15:53.840 --> 00:15:57.160]   I think, yeah, he just, he doesn't do the online thing anymore.
[00:15:57.160 --> 00:15:59.720]   I think he is officially in his doomsday bunker at this point.
[00:15:59.720 --> 00:16:05.320]   And only communicates the tapping on a metal pipe.
[00:16:05.320 --> 00:16:07.840]   Last time he was on the show, he was in studio,
[00:16:07.840 --> 00:16:10.680]   took his shoes off and started picking his toes.
[00:16:10.680 --> 00:16:12.040]   And I think--
[00:16:12.040 --> 00:16:13.440]   I did not take--
[00:16:13.440 --> 00:16:15.120]   Yeah, I didn't take well to that.
[00:16:15.120 --> 00:16:17.480]   And I think--
