;FFMETADATA1
encoder=Lavf58.76.100
;FFMETADATA1
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:19.760]   [Music]
[00:02:52.000 --> 00:02:56.000]   No, no, no, no. We don't have one. Yeah, next try. You're going to get all these people fired up.
[00:02:56.000 --> 00:03:01.000]   The second I took a picture of the tech TV studios, people were like, "Yes, get it, guys, buy it."
[00:03:01.000 --> 00:03:04.000]   Do you really think I could afford the tech TV studio?
[00:03:04.000 --> 00:03:09.000]   Hey, that can't be more than a $4 million building or, you know, $35,000 a month in rent.
[00:03:09.000 --> 00:03:12.000]   I wonder what the lease was per month on those studios. What do you guys think?
[00:03:12.000 --> 00:03:17.000]   Probably a lot. I have no idea. I don't know. How many square feet is it? It was pretty big.
[00:03:17.000 --> 00:03:23.000]   It was a pretty big warehouse. Dad in the head two floors and all the power and all the stuff I had to do.
[00:03:23.000 --> 00:03:25.000]   Does anyone know if it's even being used for anything?
[00:03:25.000 --> 00:03:30.000]   I believe it was sublet out last time. I was by there when they had subletted out.
[00:03:30.000 --> 00:03:35.000]   That's too expensive of a piece of real estate to leave empty unless you have to.
[00:03:35.000 --> 00:03:36.000]   For sure.
[00:03:36.000 --> 00:03:43.000]   Actually, we should also point out that as of this point, as far as we know, the rights to tech TV
[00:03:43.000 --> 00:03:49.000]   and the screen savers are all owned by somebody who's not going to sell it much less to us that we could afford it.
[00:03:49.000 --> 00:03:52.000]   We can't afford it and they're not selling it anyway.
[00:03:52.000 --> 00:03:55.000]   Somebody keeps hitting my email with that question.
[00:03:55.000 --> 00:03:57.000]   I figure I get that information out there. Kevin?
[00:03:57.000 --> 00:03:58.000]   I get it all the time.
[00:03:58.000 --> 00:04:03.000]   You should buy this. Great. If you have that much money, let's retire.
[00:04:03.000 --> 00:04:04.000]   Exactly.
[00:04:04.000 --> 00:04:11.000]   Sorry. Perhaps I'm being selfish. Kevin, good luck with the server migration.
[00:04:11.000 --> 00:04:12.000]   Thanks guys. Sorry.
[00:04:12.000 --> 00:04:17.000]   Before you go, Kevin, since Dig is down and you're not able to look at the top stories on Dig,
[00:04:17.000 --> 00:04:19.000]   do you have any off the top of your head?
[00:04:19.000 --> 00:04:24.000]   Oh man. I don't know. Without Dig, I'm lost.
[00:04:24.000 --> 00:04:28.000]   What was I going to bring to the table today? Let me think.
[00:04:28.000 --> 00:04:31.000]   We're going to talk about the BitTorrent add-ins too.
[00:04:31.000 --> 00:04:36.000]   That's actually pretty cool. The fact they're adding BitTorrent into Firefox.
[00:04:36.000 --> 00:04:39.000]   Opera. That's going to be awesome.
[00:04:39.000 --> 00:04:42.000]   I think you can get it now. I haven't touched it.
[00:04:42.000 --> 00:04:45.000]   I think according to what I see online right now.
[00:04:45.000 --> 00:04:48.000]   The latest beta, I think it was, had it already integrated.
[00:04:48.000 --> 00:04:51.000]   The top are still paid for.
[00:04:51.000 --> 00:04:54.000]   They have a free version, but I know they also have, like,
[00:04:54.000 --> 00:04:57.000]   that's how they make their money. They have a pro version or something like that.
[00:04:57.000 --> 00:04:59.000]   Let's check it out.
[00:04:59.000 --> 00:05:00.000]   Very nice.
[00:05:00.000 --> 00:05:02.000]   Well, I'm going to jump off guys. Thanks again.
[00:05:02.000 --> 00:05:07.000]   I will see you next week for sure. I'll be back in LA and on the podcast.
[00:05:07.000 --> 00:05:11.000]   BitTorrent is being added to Opera. Is BitTorrent mainstream at this point?
[00:05:11.000 --> 00:05:15.000]   You know, it's funny because I know a lot of people who've heard it,
[00:05:15.000 --> 00:05:19.000]   still don't know what it is exactly.
[00:05:19.000 --> 00:05:22.000]   You know, has something to do with file sharing, but beyond that,
[00:05:22.000 --> 00:05:24.000]   it's something they see in the news.
[00:05:24.000 --> 00:05:28.000]   It's where all that illegal stuff comes from, which is not true.
[00:05:28.000 --> 00:05:31.000]   You're on the statistics somewhere. Not that long ago. I'm not sure where,
[00:05:31.000 --> 00:05:36.000]   but it said something about a pretty significant percentage of Internet traffic is BitTorrent.
[00:05:36.000 --> 00:05:41.000]   But at the same time, a pretty small percentage of Internet users, web users,
[00:05:41.000 --> 00:05:44.000]   actually use BitTorrent.
[00:05:44.000 --> 00:05:49.000]   Because of those people that do are basically using it for massive file transfers.
[00:05:49.000 --> 00:05:53.000]   That would make sense. I mean, there's also, there's lies, there's damn lies,
[00:05:53.000 --> 00:05:55.000]   and there are statistics.
[00:05:55.000 --> 00:05:57.000]   I thought that was an Al Franken book.
[00:05:57.000 --> 00:06:01.000]   I think it's a much older phrase than...
[00:06:01.000 --> 00:06:04.000]   I think Ben Franklin, wasn't it?
[00:06:04.000 --> 00:06:08.000]   I mean, BitTorrent, so usually, you know, if you're downloading a video
[00:06:08.000 --> 00:06:10.000]   or something, they're gigantic files.
[00:06:10.000 --> 00:06:18.000]   I mean, but they say, I mean, 30 or 40 percent, or I've seen the estimates as high as 70 percent of email traffic is spam.
[00:06:18.000 --> 00:06:19.000]   So...
[00:06:19.000 --> 00:06:21.000]   Yeah, that's too bad. That's terrible.
[00:06:21.000 --> 00:06:27.000]   I believe it because 70 percent of the emails I get on, at least one of my accounts are spam.
[00:06:27.000 --> 00:06:28.000]   So...
[00:06:28.000 --> 00:06:30.000]   Yeah, it's...
[00:06:30.000 --> 00:06:33.000]   Now with, you know, with Opera having BitTorrent in...
[00:06:33.000 --> 00:06:39.000]   People having, you know, before, you know, BitTorrent was something that only, you know, a few...
[00:06:39.000 --> 00:06:45.000]   Few people in the general computing populace would have known about and used to its full extent.
[00:06:45.000 --> 00:06:51.000]   You know, people would download ShareXHour or Zarius to use it, but now that it's in something as mainstream as a web browser,
[00:06:51.000 --> 00:06:59.000]   that, you know, I think the number of people that will be kind of in the position of downloading stuff, I think, would be increased
[00:06:59.000 --> 00:07:03.000]   and then put more pressure on those companies.
[00:07:03.000 --> 00:07:11.000]   For example, record companies or movie studios just kind of push for even stricter kind of interpretations
[00:07:11.000 --> 00:07:18.000]   or perhaps even bringing harsher cases against people just to kind of make the whole stamp on that, you know,
[00:07:18.000 --> 00:07:25.000]   just because Opera does allow for this, doesn't mean that you should be trading around in copyrighted material.
[00:07:25.000 --> 00:07:29.000]   Well, yeah, but we shall also point out that there's nothing illegal about BitTorrent inherently.
[00:07:29.000 --> 00:07:35.000]   But was it the whole peer-piercing also? Well, you know, we just make the software that allows people to...
[00:07:35.000 --> 00:07:41.000]   Well, the Supreme Court, I can tell you haven't listened to last week's TWIT, Roger, because the Supreme Court decision,
[00:07:41.000 --> 00:07:43.000]   but you could have downloaded it this week.
[00:07:43.000 --> 00:07:49.000]   The Supreme Court decision was essentially that one of the things they did was send it down to a lower course to talk about
[00:07:49.000 --> 00:07:56.000]   whether or not Grogster at all were inducing people to pirate copyrighted materials.
[00:07:56.000 --> 00:07:59.000]   And that was one of the big elements in the case.
[00:07:59.000 --> 00:08:06.000]   The thing they said made it different from, say, the Betamax decision was that they were inducing people
[00:08:06.000 --> 00:08:10.000]   to commit copyright infringement. Download free music.
[00:08:10.000 --> 00:08:16.000]   Well, kid, you know, when you're saying get anything for free, right, what's kind of a shame is that they didn't...
[00:08:16.000 --> 00:08:22.000]   they didn't really set down a standard or a rule or a rule of thumb or whatever you call it when the Supreme Court
[00:08:22.000 --> 00:08:26.000]   tells you how to figure something out on what inducement might be.
[00:08:26.000 --> 00:08:31.000]   So that's going to be hammered out in the lower courts and who knows it may even come back up to the Supreme Court again.
[00:08:31.000 --> 00:08:36.000]   I wonder if it's going to be with the different justices or two justices?
[00:08:36.000 --> 00:08:42.000]   Yeah. Well, there's going to be at least one different justice because Senator O'Connor's gone.
[00:08:42.000 --> 00:08:46.000]   We've got a favor for everybody out there in the TWIT land.
[00:08:46.000 --> 00:08:55.000]   One, we're going to ask you for a couple weeks to try using iTunes to get the podcast to subscribe for the main MP3 feed
[00:08:55.000 --> 00:09:01.000]   because it is bookmarkable now and should work much, much faster than the AAC feed.
[00:09:01.000 --> 00:09:08.000]   So you should know that MP3/8, which last I checked, is now bookmarkable inside of iTunes.
[00:09:08.000 --> 00:09:11.000]   And we're going to play around some more with that to make sure it's enabled.
[00:09:11.000 --> 00:09:14.000]   And two, do us a favor and vote for us on podcast alley.
[00:09:14.000 --> 00:09:19.000]   I wonder how they, I mean, the rankings on podcast alley are all voter based.
[00:09:19.000 --> 00:09:26.000]   Is there any way or anyone who tries to actually do a ranking based on like number, like some kind of torrent tracking or some?
[00:09:26.000 --> 00:09:28.000]   Well, in theory, that's what's-
[00:09:28.000 --> 00:09:30.000]   I was really see it was getting downloaded.
[00:09:30.000 --> 00:09:34.000]   Right. Nobody's, there's no, there's no Nielsen ratings for podcasts.
[00:09:34.000 --> 00:09:42.000]   And that's one of the interesting things about iTunes 4.9 adding in the tracking, Adam ranking is in theory.
[00:09:42.000 --> 00:09:46.000]   They should be doing it based on the number of iTunes clients that are subscribing.
[00:09:46.000 --> 00:09:47.000]   So.
[00:09:47.000 --> 00:09:48.000]   Yeah.
[00:09:48.000 --> 00:09:52.000]   Because I mean, I don't hear someone like, you know, I reflect on his science Friday, the podcast.
[00:09:52.000 --> 00:09:55.000]   And he, you know, he doesn't say, "Hey, go to podcast alley and vote for us."
[00:09:55.000 --> 00:09:57.000]   But if he did, probably make a difference.
[00:09:57.000 --> 00:09:58.000]   Yeah. It's interesting.
[00:09:58.000 --> 00:10:01.000]   I think I had used to do a Newton's Apple and PBS.
[00:10:01.000 --> 00:10:04.000]   I don't know. I don't know.
[00:10:04.000 --> 00:10:06.000]   Because that name sounds very familiar.
[00:10:06.000 --> 00:10:14.000]   But I wonder if, I wonder if Opera is popular enough to the extent to make a difference in BitTorrent usage,
[00:10:14.000 --> 00:10:20.000]   as I'm sure iTunes is and will continue to be making on podcast use.
[00:10:20.000 --> 00:10:21.000]   Hmm.
[00:10:21.000 --> 00:10:26.000]   Now, I would probably say yes, if it was Mozilla doing it.
[00:10:26.000 --> 00:10:27.000]   Yeah.
[00:10:27.000 --> 00:10:32.000]   According to, according to the Opera.com and their press release about their new BitTorrent client,
[00:10:32.000 --> 00:10:39.000]   which is definitely a beta, which you can download now, they say that when they launched Opera 8 in April,
[00:10:39.000 --> 00:10:43.000]   they had a massive response with more than 100 downloads per second.
[00:10:43.000 --> 00:10:44.000]   So.
[00:10:44.000 --> 00:10:45.000]   Yeah. Well, it's interesting.
[00:10:45.000 --> 00:10:53.000]   One of the things Opera maintains is that they are underrepresented in the counts of people using non-IE browsers,
[00:10:53.000 --> 00:10:58.000]   because they are, in fact, they show up as IE when they're logged into a server.
[00:10:58.000 --> 00:11:00.000]   That's part of what they do.
[00:11:00.000 --> 00:11:02.000]   So.
[00:11:02.000 --> 00:11:02.000]   I know, I just went, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I just, I
[00:11:02.000 --> 00:11:12.000]   I know, I just went, I just, I just, I just, I just tapped over to the Opera side and I just noticed the guy they have on the front for Opera 8.
[00:11:12.000 --> 00:11:15.000]   He's wearing a Power Rangers costume.
[00:11:15.000 --> 00:11:20.000]   [Laughter]
[00:11:20.000 --> 00:11:22.000]   I'm sorry, I just can't stop it.
[00:11:22.000 --> 00:11:25.000]   Oh man. Have you guys heard of Windiz Update?
[00:11:25.000 --> 00:11:27.000]   Windiz Update.
[00:11:27.000 --> 00:11:32.000]   Oh, this is really cool. So the idea is that they've set it up.
[00:11:32.000 --> 00:11:39.000]   You know how you go to do Windows Update if you're in Mozilla, that you can't do Windows Update because it's not Internet Explorer?
[00:11:39.000 --> 00:11:49.000]   So what happens with Windows Update is the idea is it's essentially a tweak so that you can update your Microsoft XP system using Mozilla
[00:11:49.000 --> 00:11:53.000]   and not have to run Internet Explorer to do so.
[00:11:53.000 --> 00:11:54.000]   Oh, nice.
[00:11:54.000 --> 00:11:56.000]   Yeah.
[00:11:56.000 --> 00:11:58.000]   That's only for XP.
[00:11:58.000 --> 00:11:59.000]   What's that?
[00:11:59.000 --> 00:12:05.000]   No, because it'll actually work with like 98, ME, NT4O and Windows 95, they claim.
[00:12:05.000 --> 00:12:08.000]   Are they still support? Windows 95.
[00:12:08.000 --> 00:12:11.000]   I could be terribly wrong, so I don't even know if I should use Windows.
[00:12:11.000 --> 00:12:17.000]   No, no, no. What the Windows Update people are saying is it works on Windows versions that are no longer supported by Microsoft.
[00:12:17.000 --> 00:12:19.000]   Oh, nice.
[00:12:19.000 --> 00:12:24.000]   Does that mean you can get updates, security updates for Windows that's not supported by Microsoft?
[00:12:24.000 --> 00:12:29.000]   What it does is actually, you know, I'm going to plug into it right here and see what happens, pick updates.
[00:12:29.000 --> 00:12:36.000]   So, la, la, la, la. So if you hear a horrible crashing noise, it's not going to be killing Leo's computer by trying to update it using a...
[00:12:36.000 --> 00:12:39.000]   Does that mean our VoIP would actually kick off?
[00:12:39.000 --> 00:12:42.000]   No, the VoIP will still be going.
[00:12:42.000 --> 00:12:44.000]   It's on a different machine I take it.
[00:12:44.000 --> 00:12:48.000]   Yeah, yeah, so I'm going to have to update the version of...
[00:12:48.000 --> 00:12:53.000]   I'm going to have to tweak this to do it, but it's actually I'm going to be playing around with this week.
[00:12:53.000 --> 00:12:57.000]   The thing that was interesting is, do you guys hear about Google winning the typo squatting dispute this week?
[00:12:57.000 --> 00:13:00.000]   Yeah, so I was just reading that this morning.
[00:13:00.000 --> 00:13:08.000]   I thought that was kind of funny because, you know, how many times does someone mistype something in the...
[00:13:08.000 --> 00:13:13.000]   for an address and come up to like something that, "Oh, yeah, that looks like it, but it's not."
[00:13:13.000 --> 00:13:18.000]   It's, you know, cool to thought that, you know, you could sue for people being klepsy.
[00:13:18.000 --> 00:13:21.000]   Well, it's also, they're not suing because of people being klepsy.
[00:13:21.000 --> 00:13:28.000]   They're suing because, you know, a guy in St. Petersburg, Russia bought the rights to mistyped, you know, Google names...
[00:13:28.000 --> 00:13:29.000]   Yeah.
[00:13:29.000 --> 00:13:37.000]   And was using that to basically put some nasty malicious software on their computers if they would click "Yes" on that.
[00:13:37.000 --> 00:13:42.000]   So the National Arbitration Forum, which is something I've never heard of before I read this article,
[00:13:42.000 --> 00:13:44.000]   decided in Google's favor.
[00:13:44.000 --> 00:13:49.000]   So it's going to be interesting to see, you know, if those domains get handed over and what actually happens next.
[00:13:49.000 --> 00:13:52.000]   National Arbitration Forum.
[00:13:52.000 --> 00:13:55.000]   A legal alternate to litigating in court.
[00:13:55.000 --> 00:14:03.000]   It sounds so legal, but I bet you it's some guy in the like, in office, like on some like, straight...
[00:14:03.000 --> 00:14:05.000]   some like, you know, back alleyway.
[00:14:05.000 --> 00:14:06.000]   I shouldn't say that.
[00:14:06.000 --> 00:14:07.000]   It'll come after me.
[00:14:07.000 --> 00:14:10.000]   [laughter]
[00:14:10.000 --> 00:14:15.000]   Now, I actually have a question for you to kind of segue from that, you know, during the whole recent, you know,
[00:14:15.000 --> 00:14:20.000]   London bombing thing, a lot of those pictures that news sources got were basically from camera phones.
[00:14:20.000 --> 00:14:25.000]   People got stuck in the subway and were unable to, you know, communicate other to their cell phone.
[00:14:25.000 --> 00:14:27.000]   They were taking all these pictures.
[00:14:27.000 --> 00:14:33.000]   I mean, I think that's kind of an interesting way that people have taken a product that most people have seen.
[00:14:33.000 --> 00:14:34.000]   It's kind of superfluous.
[00:14:34.000 --> 00:14:40.000]   Or kind of, you know, a fun gadget and using it to a more constructive or perhaps a more, you know, serious role.
[00:14:40.000 --> 00:14:42.000]   Yeah, I think it was definitely cool.
[00:14:42.000 --> 00:14:47.000]   And it's just because that much of a higher percentage of people had a certain type of recording device with them,
[00:14:47.000 --> 00:14:52.000]   not just audio, but like video and photo that they might not normally have had in the past.
[00:14:52.000 --> 00:14:57.000]   I mean, like, you know, even five years ago, you needed, you know, you would have eyewitness accounts and they would tell you
[00:14:57.000 --> 00:14:58.000]   if they couldn't really show you.
[00:14:58.000 --> 00:15:05.000]   And now you have like this one guy showing like people clawing at the windows of the subway car trying to get out.
[00:15:05.000 --> 00:15:11.000]   I mean, it's- You got to admire somebody having the presence of mind to, you know, you know, sort of step back.
[00:15:11.000 --> 00:15:17.000]   I remember being in a really funny moment with a rugby player a long time ago who wasn't very bright,
[00:15:17.000 --> 00:15:19.000]   charming young man, but not very bright.
[00:15:19.000 --> 00:15:23.000]   And the elevator stopped between levels and he basically panicked.
[00:15:23.000 --> 00:15:27.000]   And the second stage of this six foot four inch tall 240 pound guy panicking was going,
[00:15:27.000 --> 00:15:31.000]   "Everybody, don't talk. We're going to run on oxygen."
[00:15:31.000 --> 00:15:32.000]   Oh my God.
[00:15:32.000 --> 00:15:37.000]   Which sounds really funny and you'll realize he was dead serious, but you know, people, people, you know,
[00:15:37.000 --> 00:15:41.000]   and so to have something like this scale of the London Underground, people must have been going nuts.
[00:15:41.000 --> 00:15:43.000]   And it's kind of amazing.
[00:15:43.000 --> 00:15:48.000]   Anybody had the presence of mind to sort of step back and go, "I'm going to click record this for posterity. Click."
[00:15:48.000 --> 00:15:54.000]   Oh, what's sad is, I mean, heck, I have no idea, but I mean, there might have been some people that recorded something for posterity
[00:15:54.000 --> 00:15:59.000]   might eventually get seen where the person that did it maybe won't live to see it.
[00:15:59.000 --> 00:16:03.000]   I hope that's not the case, but I mean, it's definitely a possibility.
[00:16:03.000 --> 00:16:14.000]   Great use of a technology, you know, here for thought of as something frivolous, you know, being used in a manner that people really didn't expect it to be used in.
[00:16:14.000 --> 00:16:17.000]   It's kind of an instinct journalism.
[00:16:17.000 --> 00:16:21.000]   Yeah, essentially. I mean, you know, ad hoc right there. I mean, the same thing with the tsunamis.
[00:16:21.000 --> 00:16:35.000]   You had people with cameras being able to digit and send it on the web and get, you know, first-hand accounts and, you know, really up the next hour for people to say before you would have to wait, literally, film at 11.
[00:16:35.000 --> 00:16:41.000]   Well, but also there's news about, you know, Flickr, the big photo website, FLICKR.
[00:16:41.000 --> 00:16:49.000]   They've apparently been, they've got hundreds and hundreds of photos on their website that people can see, which is kind of cool.
[00:16:49.000 --> 00:16:54.000]   It's a little different than going to your average news site and looking at their, you know, slideshows.
[00:16:54.000 --> 00:17:00.000]   It's unfiltered, which is, you know, an interesting, you know, way to get information that a lot of people may not be used to.
[00:17:00.000 --> 00:17:02.000]   Right.
[00:17:02.000 --> 00:17:04.000]   Like, I was...
[00:17:04.000 --> 00:17:05.000]   Yeah.
[00:17:05.000 --> 00:17:06.000]   So...
[00:17:06.000 --> 00:17:07.000]   NASA...
[00:17:07.000 --> 00:17:08.000]   So, any of the shuttle launch...
[00:17:08.000 --> 00:17:15.000]   Anyone other than me, because at least back when I was at tech TV, I seemed to be one of the only people that was interested in the space stories.
[00:17:15.000 --> 00:17:18.000]   I need the space shuttle launch on Wednesday 13th.
[00:17:18.000 --> 00:17:20.000]   I'm kind of interested in that.
[00:17:20.000 --> 00:17:22.000]   I think that's great.
[00:17:22.000 --> 00:17:23.000]   I mean...
[00:17:23.000 --> 00:17:31.000]   Through 51 p.m. Wednesday, the first shuttle launch since the 2003 Columbia disaster.
[00:17:31.000 --> 00:17:35.000]   This is the first one since the accident.
[00:17:35.000 --> 00:17:36.000]   Yep.
[00:17:36.000 --> 00:17:43.000]   There was a board that put together 15 recommendations for things to be resolved, issues, problems, safety measures.
[00:17:43.000 --> 00:17:47.000]   And so they met 12 of those 15.
[00:17:47.000 --> 00:17:48.000]   How about...
[00:17:48.000 --> 00:17:51.000]   Over the last three that they didn't meet.
[00:17:51.000 --> 00:18:02.000]   Well, one of them was ability to fix repairs to a certain extent, meaning, like, say they launch up there, and they do have damage to the extent that the Columbia had.
[00:18:02.000 --> 00:18:06.000]   They won't be able to, to the best of my knowledge, I'm pretty certain I'm right.
[00:18:06.000 --> 00:18:08.000]   Have the wherewithal to fix it.
[00:18:08.000 --> 00:18:14.000]   They will have the wherewithal to fix smaller things, actually outside, but not something like that.
[00:18:14.000 --> 00:18:22.000]   Other things that they didn't completely satisfy include actual objects coming off of the external tank.
[00:18:22.000 --> 00:18:25.000]   I know that there's pieces of foam that were removed.
[00:18:25.000 --> 00:18:30.000]   They put heaters up there to take away the amount of ice build up that can get on there because of how cold the coolant is.
[00:18:30.000 --> 00:18:34.000]   But I know that they didn't satisfy, completely satisfy, for one of those directives.
[00:18:34.000 --> 00:18:42.000]   That said, I think they're going forward just because of the fact that, I mean, there are so many millions, so many thousands of things that can go wrong.
[00:18:42.000 --> 00:18:49.000]   They've covered and done a significant amount of work, and they feel at least to, to some extent, comfortable enough to go forward.
[00:18:49.000 --> 00:18:54.000]   And to even agree that, you know, this will probably be about the safest flight we've ever done on the shuttle.
[00:18:54.000 --> 00:18:57.000]   Now, of course, it's a dangerous business, and that has to be understood.
[00:18:57.000 --> 00:18:59.000]   So, yeah.
[00:18:59.000 --> 00:19:11.000]   There was a stretch in there during the late '80s, early '90s, when it was almost routine to have someone to go into a lower Earth orbit and fix a satellite, drop a new satellite out, or take one back in.
[00:19:11.000 --> 00:19:12.000]   Yeah.
[00:19:12.000 --> 00:19:28.000]   Well, you know, they want to retire the whole fleet by 2010, and they want to give themselves a four-year gap, I think, to have their next delivery vehicle, which they're going to call a crew crew, something.
[00:19:28.000 --> 00:19:29.000]   It's specifically for crew.
[00:19:29.000 --> 00:19:34.000]   They put the word "crew" in there for the next vehicle, and not going to be for cargo per se.
[00:19:34.000 --> 00:19:37.000]   But who knows how the development of something.
[00:19:37.000 --> 00:19:39.000]   That is pretty damn significant.
[00:19:39.000 --> 00:19:43.000]   I mean, the shuttle's, what, 1970s technology?
[00:19:43.000 --> 00:19:59.000]   Yeah, they flew the Enterprise landing to have test flights back then, which Patrick and I had the awesome opportunity to see at the National Air and Space Museum next to the Dulles Airport that opened the Uyghurs back.
[00:19:59.000 --> 00:20:07.000]   We met Senator, former Senator John Glenn, which was pretty cool.
[00:20:07.000 --> 00:20:11.000]   Do you actually refer to Senators after they retired as Senators still or no?
[00:20:11.000 --> 00:20:13.000]   I think so.
[00:20:13.000 --> 00:20:14.000]   I think.
[00:20:14.000 --> 00:20:20.000]   It just could have been a former president's president.
[00:20:20.000 --> 00:20:21.000]   I don't know.
[00:20:21.000 --> 00:20:22.000]   Yeah.
[00:20:22.000 --> 00:20:26.000]   I don't know if they're going to call me the "Conner Justice" or not.
[00:20:26.000 --> 00:20:30.000]   This is obviously a time for like, Emily Post and/or Google.
[00:20:30.000 --> 00:20:32.000]   Hi, Senator.
[00:20:32.000 --> 00:20:35.000]   So continuing with the topic of space, which everyone hates.
[00:20:35.000 --> 00:20:42.000]   There's going to be another US millionaire going to the International Space Station aboard a Russian rocket.
[00:20:42.000 --> 00:20:43.000]   Really?
[00:20:43.000 --> 00:20:45.000]   Which filthy rich man is it this time?
[00:20:45.000 --> 00:20:51.000]   US millionaire Gregory Olson is due to become the third tourist to visit the International Space Station.
[00:20:51.000 --> 00:20:52.000]   Wow.
[00:20:52.000 --> 00:20:53.000]   I can feel this fortune on.
[00:20:53.000 --> 00:20:56.000]   I don't know, but it's probably a click away.
[00:20:56.000 --> 00:21:04.000]   59-year-old scientist who founded the US-based company Sensors Unlimited, which produces infrared cameras.
[00:21:04.000 --> 00:21:09.000]   According to Radio Free Europe Radio Liberty.org.
[00:21:09.000 --> 00:21:14.000]   Well, there's another wired story, which is kind of funny because it kind of deals with what we do.
[00:21:14.000 --> 00:21:17.000]   Essentially, it's a...
[00:21:17.000 --> 00:21:21.000]   They actually have a story about how people are using the internet more and more.
[00:21:21.000 --> 00:21:24.000]   Not just about sex, not just to download, but just talk about it.
[00:21:24.000 --> 00:21:27.000]   Basically have ongoing conversations with people.
[00:21:27.000 --> 00:21:28.000]   About what?
[00:21:28.000 --> 00:21:29.000]   About sex.
[00:21:29.000 --> 00:21:30.000]   Okay.
[00:21:30.000 --> 00:21:32.000]   This is a G-rated podcast, Roger.
[00:21:32.000 --> 00:21:33.000]   Yeah.
[00:21:33.000 --> 00:21:37.000]   Well, just funny is because they have a link in here.
[00:21:37.000 --> 00:21:43.000]   But the quote from this link says that the market for sex-based podcasts have been woefully underserved.
[00:21:43.000 --> 00:21:45.000]   What happens is just funny.
[00:21:45.000 --> 00:21:52.000]   You know, usually sex is the pioneer of a lot of new businesses, and I don't, to the best of my knowledge, that wasn't the case with podcasting.
