;FFMETADATA1
title=C is for Chicken
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=418
genre=Podcast
comment=http://www.twit.tv/twit
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte
publisher=TWiT
date=2013
encoder=Lavf58.76.100
;FFMETADATA1
title=C is for Chicken
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=418
genre=Podcast
comment=http://www.twit.tv/twit
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte
publisher=TWiT
date=2013
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:03.760]   If time for Twit this week at Tech, a little program note.
[00:02:00.680 --> 00:02:04.200]   I'm going to turn into mini-purl for a moment there.
[00:02:04.200 --> 00:02:07.680]   Maybe it's because I'm wearing a strange hat brought to me by Patrick Norton.
[00:02:07.680 --> 00:02:08.680]   Hey.
[00:02:08.680 --> 00:02:09.680]   Hey, Patrick.
[00:02:09.680 --> 00:02:10.680]   Good to see you again.
[00:02:10.680 --> 00:02:11.680]   Pleasure to be here, sir.
[00:02:11.680 --> 00:02:15.600]   My old partner for the screen savers are host of Techzilla and a man who with a plomb
[00:02:15.600 --> 00:02:20.560]   and skill and true Savo affair wore a shark costume this week.
[00:02:20.560 --> 00:02:21.560]   And round and round in a circle.
[00:02:21.560 --> 00:02:23.160]   Did Discovery make you do that?
[00:02:23.160 --> 00:02:25.240]   No, actually Veronica Belmont made you do that.
[00:02:25.240 --> 00:02:26.240]   She has more power.
[00:02:26.240 --> 00:02:29.680]   The two of you in a shark outfit, I don't know what to think.
[00:02:29.680 --> 00:02:30.680]   Mayhem.
[00:02:30.680 --> 00:02:33.320]   Also, here Miriam Jouaré.
[00:02:33.320 --> 00:02:35.680]   Good to have you, Vengadget.
[00:02:35.680 --> 00:02:38.040]   Hello, it's actually Jouar.
[00:02:38.040 --> 00:02:39.880]   I like this Jouaré.
[00:02:39.880 --> 00:02:40.880]   Jouaré.
[00:02:40.880 --> 00:02:43.080]   Yeah, it's not more French that way, right?
[00:02:43.080 --> 00:02:46.120]   Yeah, but do you think it's really even in France?
[00:02:46.120 --> 00:02:47.120]   Yeah, yeah.
[00:02:47.120 --> 00:02:48.120]   Especially in France.
[00:02:48.120 --> 00:02:50.560]   Well, that's okay because my real name is Leo.
[00:02:50.560 --> 00:02:51.560]   Leo.
[00:02:51.560 --> 00:02:52.560]   Leo Lapo.
[00:02:52.560 --> 00:02:53.560]   Le Bois.
[00:02:53.560 --> 00:02:54.560]   Le Bois.
[00:02:54.560 --> 00:02:55.560]   Le Bois.
[00:02:55.560 --> 00:02:56.560]   Le Bois.
[00:02:56.560 --> 00:02:57.560]   Le Bois.
[00:02:57.560 --> 00:02:58.560]   Le Bois.
[00:02:58.560 --> 00:02:59.560]   Le Bois.
[00:02:59.560 --> 00:03:00.560]   Le Bois.
[00:03:00.560 --> 00:03:01.560]   Le Bois.
[00:03:01.560 --> 00:03:02.560]   Le Bois.
[00:03:02.560 --> 00:03:03.560]   Le Bois.
[00:03:03.560 --> 00:03:04.560]   Le Bois.
[00:03:04.560 --> 00:03:05.560]   Le Bois.
[00:03:05.560 --> 00:03:06.560]   Le Bois.
[00:03:06.560 --> 00:03:07.560]   Le Bois.
[00:03:07.560 --> 00:03:08.560]   Le Bois.
[00:03:08.560 --> 00:03:09.560]   Le Bois.
[00:03:09.560 --> 00:03:10.560]   Le Bois.
[00:03:10.560 --> 00:03:11.560]   Le Bois.
[00:03:11.560 --> 00:03:12.560]   Le Bois.
[00:03:12.560 --> 00:03:13.560]   Le Bois.
[00:03:13.560 --> 00:03:14.560]   Le Bois.
[00:03:14.560 --> 00:03:15.560]   Le Bois.
[00:03:15.560 --> 00:03:16.560]   Le Bois.
[00:03:16.560 --> 00:03:17.560]   Le Bois.
[00:03:17.560 --> 00:03:18.560]   Le Bois.
[00:03:18.560 --> 00:03:19.560]   Le Bois.
[00:03:19.560 --> 00:03:20.560]   Le Bois.
[00:03:20.560 --> 00:03:21.560]   Le Bois.
[00:03:21.560 --> 00:03:22.560]   Le Bois.
[00:03:22.560 --> 00:03:23.560]   Le Bois.
[00:03:23.560 --> 00:03:24.560]   Le Bois.
[00:03:24.560 --> 00:03:25.560]   Le Bois.
[00:03:25.560 --> 00:03:26.560]   Le Bois.
[00:03:26.560 --> 00:03:27.560]   Le Bois.
[00:03:27.560 --> 00:03:28.560]   Le Bois.
[00:03:28.560 --> 00:03:29.560]   Le Bois.
[00:03:29.560 --> 00:03:30.560]   Le Bois.
[00:03:30.560 --> 00:03:31.560]   Le Bois.
[00:03:31.560 --> 00:03:32.560]   Le Bois.
[00:03:32.560 --> 00:03:33.560]   Le Bois.
[00:03:33.560 --> 00:03:34.560]   Le Bois.
[00:03:34.560 --> 00:03:35.560]   Le Bois.
[00:03:35.560 --> 00:03:36.560]   Le Bois.
[00:03:36.560 --> 00:03:37.560]   Le Bois.
[00:03:37.560 --> 00:03:38.560]   Le Bois.
[00:03:38.560 --> 00:03:39.560]   Le Bois.
[00:03:39.560 --> 00:03:40.560]   Le Bois.
[00:03:40.560 --> 00:03:41.560]   Le Bois.
[00:03:41.560 --> 00:03:42.560]   Le Bois.
[00:03:42.560 --> 00:03:43.560]   Le Bois.
[00:03:43.560 --> 00:03:44.560]   Le Bois.
[00:03:44.560 --> 00:03:45.560]   Le Bois.
[00:03:45.560 --> 00:03:46.560]   Le Bois.
[00:03:46.560 --> 00:03:47.560]   Le Bois.
[00:03:47.560 --> 00:03:48.560]   Le Bois.
[00:03:48.560 --> 00:03:49.560]   Le Bois.
[00:03:49.560 --> 00:03:50.560]   Le Bois.
[00:03:50.560 --> 00:03:51.560]   Le Bois.
[00:03:51.560 --> 00:03:52.560]   Le Bois.
[00:03:52.560 --> 00:03:53.560]   Le Bois.
[00:03:53.560 --> 00:03:54.560]   Le Bois.
[00:03:54.560 --> 00:03:55.560]   Le Bois.
[00:03:55.560 --> 00:03:56.560]   Le Bois.
[00:03:56.560 --> 00:03:57.560]   Le Bois.
[00:03:57.560 --> 00:03:58.560]   Le Bois.
[00:03:58.560 --> 00:03:59.560]   Le Bois.
[00:03:59.560 --> 00:04:00.560]   Le Bois.
[00:04:00.560 --> 00:04:01.560]   Le Bois.
[00:04:01.560 --> 00:04:02.560]   Le Bois.
[00:04:02.560 --> 00:04:03.560]   Le Bois.
[00:04:03.560 --> 00:04:04.560]   Le Bois.
[00:04:04.560 --> 00:04:05.560]   Le Bois.
[00:04:05.560 --> 00:04:06.560]   Le Bois.
[00:04:06.560 --> 00:04:07.560]   Le Bois.
[00:04:07.560 --> 00:04:08.560]   Le Bois.
[00:04:08.560 --> 00:04:09.560]   Le Bois.
[00:04:09.560 --> 00:04:10.560]   Le Bois.
[00:04:10.560 --> 00:04:11.560]   Le Bois.
[00:04:11.560 --> 00:04:12.560]   Le Bois.
[00:04:12.560 --> 00:04:13.560]   Le Bois.
[00:04:13.560 --> 00:04:14.560]   Le Bois.
[00:04:14.560 --> 00:04:15.560]   Le Bois.
[00:04:15.560 --> 00:04:16.560]   Le Bois.
[00:04:16.560 --> 00:04:17.560]   Le Bois.
[00:04:17.560 --> 00:04:18.560]   Le Bois.
[00:04:18.560 --> 00:04:19.560]   Le Bois.
[00:04:19.560 --> 00:04:20.560]   Le Bois.
[00:04:20.560 --> 00:04:21.560]   Le Bois.
[00:04:21.560 --> 00:04:22.560]   Le Bois.
[00:04:22.560 --> 00:04:23.560]   Le Bois.
[00:04:23.560 --> 00:04:24.560]   Le Bois.
[00:04:24.560 --> 00:04:25.560]   Le Bois.
[00:04:25.560 --> 00:04:26.560]   Le Bois.
[00:04:26.560 --> 00:04:27.560]   Le Bois.
[00:04:27.560 --> 00:04:28.560]   Le Bois.
[00:04:28.560 --> 00:04:29.560]   Le Bois.
[00:04:29.560 --> 00:04:30.560]   Le Bois.
[00:04:30.560 --> 00:04:31.560]   Le Bois.
[00:04:31.560 --> 00:04:32.560]   Le Bois.
[00:04:32.560 --> 00:04:33.560]   Le Bois.
[00:04:33.560 --> 00:04:34.560]   Le Bois.
[00:04:34.560 --> 00:04:35.560]   Le Bois.
[00:04:35.560 --> 00:04:36.560]   Le Bois.
[00:04:36.560 --> 00:04:37.560]   Le Bois.
[00:04:37.560 --> 00:04:38.560]   Le Bois.
[00:04:38.560 --> 00:04:39.560]   Le Bois.
[00:04:39.560 --> 00:04:40.560]   Le Bois.
[00:04:40.560 --> 00:04:41.560]   Le Bois.
[00:04:41.560 --> 00:04:42.560]   Le Bois.
[00:04:42.560 --> 00:04:43.560]   Le Bois.
[00:04:43.560 --> 00:04:44.560]   Le Bois.
[00:04:44.560 --> 00:04:45.560]   Le Bois.
[00:04:45.560 --> 00:04:46.560]   Le Bois.
[00:04:46.560 --> 00:04:47.560]   Le Bois.
[00:04:47.560 --> 00:04:48.560]   Le Bois.
[00:04:48.560 --> 00:04:49.560]   Le Bois.
[00:04:49.560 --> 00:04:50.560]   Le Bois.
[00:04:50.560 --> 00:04:51.560]   Le Bois.
[00:04:51.560 --> 00:04:52.560]   Le Bois.
[00:04:52.560 --> 00:04:53.560]   Le Bois.
[00:04:53.560 --> 00:04:54.560]   Le Bois.
[00:04:54.560 --> 00:04:55.560]   Le Bois.
[00:04:55.560 --> 00:04:56.560]   Le Bois.
[00:04:56.560 --> 00:04:57.560]   Le Bois.
[00:04:57.560 --> 00:04:58.560]   Le Bois.
[00:04:58.560 --> 00:04:59.560]   Le Bois.
[00:04:59.560 --> 00:05:00.560]   Le Bois.
[00:05:00.560 --> 00:05:01.560]   Le Bois.
[00:05:01.560 --> 00:05:02.560]   Le Bois.
[00:05:02.560 --> 00:05:03.560]   Le Bois.
[00:05:03.560 --> 00:05:04.560]   Le Bois.
[00:05:04.560 --> 00:05:05.560]   Le Bois.
[00:05:05.560 --> 00:05:06.560]   Le Bois.
[00:05:06.560 --> 00:05:07.560]   Le Bois.
[00:05:07.560 --> 00:05:08.560]   Le Bois.
[00:05:08.560 --> 00:05:09.560]   Le Bois.
[00:05:09.560 --> 00:05:10.560]   Le Bois.
[00:05:10.560 --> 00:05:11.560]   Le Bois.
[00:05:11.560 --> 00:05:12.560]   Le Bois.
[00:05:12.560 --> 00:05:13.560]   Le Bois.
[00:05:13.560 --> 00:05:14.560]   Le Bois.
[00:05:14.560 --> 00:05:15.560]   Le Bois.
[00:05:15.560 --> 00:05:16.560]   Le Bois.
[00:05:16.560 --> 00:05:17.560]   Le Bois.
[00:05:17.560 --> 00:05:18.560]   Le Bois.
[00:05:18.560 --> 00:05:19.560]   Le Bois.
[00:05:19.560 --> 00:05:20.560]   Le Bois.
[00:05:20.560 --> 00:05:21.560]   Le Bois.
[00:05:21.560 --> 00:05:22.560]   Le Bois.
[00:05:22.560 --> 00:05:23.560]   Le Bois.
[00:05:23.560 --> 00:05:24.560]   Le Bois.
[00:05:24.560 --> 00:05:25.560]   Le Bois.
[00:05:25.560 --> 00:05:26.560]   Le Bois.
[00:05:26.560 --> 00:05:27.560]   Le Bois.
[00:05:27.560 --> 00:05:28.560]   Le Bois.
[00:05:28.560 --> 00:05:29.560]   Le Bois.
[00:05:29.560 --> 00:05:30.560]   Le Bois.
[00:05:30.560 --> 00:05:31.560]   Le Bois.
[00:05:31.560 --> 00:05:32.560]   Le Bois.
[00:05:32.560 --> 00:05:33.560]   Le Bois.
[00:05:33.560 --> 00:05:34.560]   Le Bois.
[00:05:34.560 --> 00:05:35.560]   Le Bois.
[00:05:35.560 --> 00:05:36.560]   Le Bois.
[00:05:36.560 --> 00:05:37.560]   Le Bois.
[00:05:37.560 --> 00:05:38.560]   Le Bois.
[00:05:38.560 --> 00:05:39.560]   Le Bois.
[00:05:39.560 --> 00:05:40.560]   Le Bois.
[00:05:40.560 --> 00:05:41.560]   Le Bois.
[00:05:41.560 --> 00:05:42.560]   Le Bois.
[00:05:42.560 --> 00:05:43.560]   Le Bois.
[00:05:43.560 --> 00:05:44.560]   Le Bois.
[00:05:44.560 --> 00:05:45.560]   Le Bois.
[00:05:45.560 --> 00:05:46.560]   Le Bois.
[00:05:46.560 --> 00:05:47.560]   Le Bois.
[00:05:47.560 --> 00:05:48.560]   Le Bois.
[00:05:48.560 --> 00:05:49.560]   Le Bois.
[00:05:49.560 --> 00:05:50.560]   Le Bois.
[00:05:50.560 --> 00:05:51.560]   Le Bois.
[00:05:51.560 --> 00:05:52.560]   Le Bois.
[00:05:52.560 --> 00:05:53.560]   Le Bois.
[00:05:53.560 --> 00:05:54.560]   Le Bois.
[00:05:54.560 --> 00:05:55.560]   Le Bois.
[00:05:55.560 --> 00:05:56.560]   Le Bois.
[00:05:56.560 --> 00:05:57.560]   Le Bois.
[00:05:57.560 --> 00:05:58.560]   Le Bois.
[00:05:58.560 --> 00:05:59.560]   Le Bois.
[00:05:59.560 --> 00:06:00.560]   Le Bois.
[00:06:00.560 --> 00:06:01.560]   Le Bois.
[00:06:01.560 --> 00:06:02.560]   Le Bois.
[00:06:02.560 --> 00:06:03.560]   Le Bois.
[00:06:03.560 --> 00:06:04.560]   Le Bois.
[00:06:04.560 --> 00:06:05.560]   Le Bois.
[00:06:05.560 --> 00:06:06.560]   Le Bois.
[00:06:06.560 --> 00:06:07.560]   Le Bois.
[00:06:07.560 --> 00:06:08.560]   Le Bois.
[00:06:08.560 --> 00:06:09.560]   Le Bois.
[00:06:09.560 --> 00:06:10.560]   Le Bois.
[00:06:10.560 --> 00:06:11.560]   Le Bois.
[00:06:11.560 --> 00:06:12.560]   Le Bois.
[00:06:12.560 --> 00:06:13.560]   Le Bois.
[00:06:13.560 --> 00:06:14.560]   Le Bois.
[00:06:14.560 --> 00:06:15.560]   Le Bois.
[00:06:15.560 --> 00:06:16.560]   Le Bois.
[00:06:16.560 --> 00:06:17.560]   Le Bois.
[00:06:17.560 --> 00:06:18.560]   Le Bois.
[00:06:18.560 --> 00:06:19.560]   Le Bois.
[00:06:19.560 --> 00:06:20.560]   Le Bois.
[00:06:20.560 --> 00:06:21.560]   Le Bois.
[00:06:21.560 --> 00:06:22.560]   Le Bois.
[00:06:22.560 --> 00:06:23.560]   Le Bois.
[00:06:23.560 --> 00:06:24.560]   Le Bois.
[00:06:24.560 --> 00:06:25.560]   Le Bois.
[00:06:25.560 --> 00:06:26.560]   Le Bois.
[00:06:26.560 --> 00:06:27.560]   Le Bois.
[00:06:27.560 --> 00:06:28.560]   Le Bois.
[00:06:28.560 --> 00:06:29.560]   Le Bois.
[00:06:29.560 --> 00:06:30.560]   Le Bois.
[00:06:30.560 --> 00:06:31.560]   Le Bois.
[00:06:31.560 --> 00:06:32.560]   Le Bois.
[00:06:32.560 --> 00:06:33.560]   Le Bois.
[00:06:33.560 --> 00:06:34.560]   Le Bois.
[00:06:34.560 --> 00:06:35.560]   Le Bois.
[00:06:35.560 --> 00:06:36.560]   Le Bois.
[00:06:36.560 --> 00:06:37.560]   Le Bois.
[00:06:37.560 --> 00:06:38.560]   Le Bois.
[00:06:38.560 --> 00:06:39.560]   Le Bois.
[00:06:39.560 --> 00:06:40.560]   Le Bois.
[00:06:40.560 --> 00:06:41.560]   Le Bois.
[00:06:41.560 --> 00:06:42.560]   Le Bois.
[00:06:42.560 --> 00:06:43.560]   Le Bois.
[00:06:43.560 --> 00:06:44.560]   Le Bois.
[00:06:44.560 --> 00:06:45.560]   Le Bois.
[00:06:45.560 --> 00:06:46.560]   Le Bois.
[00:06:46.560 --> 00:06:47.560]   Le Bois.
[00:06:47.560 --> 00:06:48.560]   Le Bois.
[00:06:48.560 --> 00:06:49.560]   Le Bois.
[00:06:49.560 --> 00:06:50.560]   Le Bois.
[00:06:50.560 --> 00:06:51.560]   Le Bois.
[00:06:51.560 --> 00:06:52.560]   Le Bois.
[00:06:52.560 --> 00:06:53.560]   Le Bois.
[00:06:53.560 --> 00:06:54.560]   Le Bois.
[00:06:54.560 --> 00:06:55.560]   Le Bois.
[00:06:55.560 --> 00:06:56.560]   Le Bois.
[00:06:56.560 --> 00:06:57.560]   Le Bois.
[00:06:57.560 --> 00:06:58.560]   Le Bois.
[00:06:58.560 --> 00:06:59.560]   Le Bois.
[00:06:59.560 --> 00:07:00.560]   Le Bois.
[00:07:00.560 --> 00:07:01.560]   Le Bois.
[00:07:01.560 --> 00:07:02.560]   Le Bois.
[00:07:02.560 --> 00:07:03.560]   Le Bois.
[00:07:03.560 --> 00:07:04.560]   Le Bois.
[00:07:04.560 --> 00:07:05.560]   Le Bois.
[00:07:05.560 --> 00:07:06.560]   Le Bois.
[00:07:06.560 --> 00:07:07.560]   Le Bois.
[00:07:07.560 --> 00:07:08.560]   Le Bois.
[00:07:08.560 --> 00:07:09.560]   Le Bois.
[00:07:09.560 --> 00:07:10.560]   Le Bois.
[00:07:10.560 --> 00:07:11.560]   Le Bois.
[00:07:11.560 --> 00:07:12.560]   Le Bois.
[00:07:12.560 --> 00:07:13.560]   Le Bois.
[00:07:13.560 --> 00:07:14.560]   Le Bois.
[00:07:14.560 --> 00:07:15.560]   Le Bois.
[00:07:15.560 --> 00:07:16.560]   Le Bois.
[00:07:16.560 --> 00:07:17.560]   Le Bois.
[00:07:17.560 --> 00:07:18.560]   Le Bois.
[00:07:18.560 --> 00:07:19.560]   Le Bois.
[00:07:19.560 --> 00:07:20.560]   Le Bois.
[00:07:20.560 --> 00:07:21.560]   Le Bois.
[00:07:21.560 --> 00:07:22.560]   Le Bois.
[00:07:22.560 --> 00:07:23.560]   Le Bois.
[00:07:23.560 --> 00:07:24.560]   Le Bois.
[00:07:24.560 --> 00:07:25.560]   Le Bois.
[00:07:25.560 --> 00:07:26.560]   Le Bois.
[00:07:26.560 --> 00:07:27.560]   Le Bois.
[00:07:27.560 --> 00:07:28.560]   Le Bois.
[00:07:28.560 --> 00:07:29.560]   Le Bois.
[00:07:29.560 --> 00:07:30.560]   Le Bois.
[00:07:30.560 --> 00:07:31.560]   Le Bois.
[00:07:31.560 --> 00:07:32.560]   Le Bois.
[00:07:32.560 --> 00:07:33.560]   Le Bois.
[00:07:33.560 --> 00:07:34.560]   Le Bois.
[00:07:34.560 --> 00:07:35.560]   Le Bois.
[00:07:35.560 --> 00:07:36.560]   Le Bois.
[00:07:36.560 --> 00:07:37.560]   Le Bois.
[00:07:37.560 --> 00:07:38.560]   Le Bois.
[00:07:38.560 --> 00:07:39.560]   Le Bois.
[00:07:39.560 --> 00:07:40.560]   Le Bois.
[00:07:40.560 --> 00:07:41.560]   Le Bois.
[00:07:41.560 --> 00:07:42.560]   Le Bois.
[00:07:42.560 --> 00:07:43.560]   Le Bois.
[00:07:43.560 --> 00:07:44.560]   Le Bois.
[00:07:44.560 --> 00:07:45.560]   Le Bois.
[00:07:45.560 --> 00:07:46.560]   Le Bois.
[00:07:46.560 --> 00:07:47.560]   Le Bois.
[00:07:47.560 --> 00:07:48.560]   Le Bois.
[00:07:48.560 --> 00:07:49.560]   Le Bois.
[00:07:49.560 --> 00:07:50.560]   Le Bois.
[00:07:50.560 --> 00:07:51.560]   Le Bois.
[00:07:51.560 --> 00:07:52.560]   Le Bois.
[00:07:52.560 --> 00:07:53.560]   Le Bois.
[00:07:53.560 --> 00:07:54.560]   Le Bois.
[00:07:54.560 --> 00:07:55.560]   Le Bois.
[00:07:55.560 --> 00:07:56.560]   Le Bois.
[00:07:56.560 --> 00:07:57.560]   Le Bois.
[00:07:57.560 --> 00:07:58.560]   Le Bois.
[00:07:58.560 --> 00:07:59.560]   Le Bois.
[00:07:59.560 --> 00:08:00.560]   Le Bois.
[00:08:00.560 --> 00:08:01.560]   Le Bois.
[00:08:01.560 --> 00:08:02.560]   Le Bois.
[00:08:02.560 --> 00:08:03.560]   Le Bois.
[00:08:03.560 --> 00:08:04.560]   Le Bois.
[00:08:04.560 --> 00:08:05.560]   Le Bois.
[00:08:05.560 --> 00:08:06.560]   Le Bois.
[00:08:06.560 --> 00:08:07.560]   Le Bois.
[00:08:07.560 --> 00:08:08.560]   Le Bois.
[00:08:08.560 --> 00:08:09.560]   Le Bois.
[00:08:09.560 --> 00:08:10.560]   Le Bois.
[00:08:10.560 --> 00:08:11.560]   Le Bois.
[00:08:11.560 --> 00:08:12.560]   Le Bois.
[00:08:12.560 --> 00:08:13.560]   Le Bois.
[00:08:13.560 --> 00:08:14.560]   Le Bois.
[00:08:14.560 --> 00:08:15.560]   Le Bois.
[00:08:15.560 --> 00:08:16.560]   Le Bois.
[00:08:16.560 --> 00:08:17.560]   Le Bois.
[00:08:17.560 --> 00:08:18.560]   Le Bois.
[00:08:18.560 --> 00:08:19.560]   Le Bois.
[00:08:19.560 --> 00:08:20.560]   Le Bois.
[00:08:20.560 --> 00:08:21.560]   Le Bois.
[00:08:21.560 --> 00:08:22.560]   Le Bois.
[00:08:22.560 --> 00:08:23.560]   Le Bois.
[00:08:23.560 --> 00:08:24.560]   Le Bois.
[00:08:24.560 --> 00:08:25.560]   Le Bois.
[00:08:25.560 --> 00:08:26.560]   Le Bois.
[00:08:26.560 --> 00:08:27.560]   Le Bois.
[00:08:27.560 --> 00:08:28.560]   Le Bois.
[00:08:28.560 --> 00:08:29.560]   Le Bois.
[00:08:29.560 --> 00:08:30.560]   Le Bois.
[00:08:30.560 --> 00:08:31.560]   Le Bois.
[00:08:31.560 --> 00:08:32.560]   Le Bois.
[00:08:32.560 --> 00:08:33.560]   Le Bois.
[00:08:33.560 --> 00:08:34.560]   Le Bois.
[00:08:34.560 --> 00:08:35.560]   Le Bois.
[00:08:35.560 --> 00:08:36.560]   Le Bois.
[00:08:36.560 --> 00:08:37.560]   Le Bois.
[00:08:37.560 --> 00:08:38.560]   Le Bois.
[00:08:38.560 --> 00:08:39.560]   Le Bois.
[00:08:39.560 --> 00:08:40.560]   Le Bois.
[00:08:40.560 --> 00:08:41.560]   Le Bois.
[00:08:41.560 --> 00:08:42.560]   Le Bois.
[00:08:42.560 --> 00:08:43.560]   Le Bois.
[00:08:43.560 --> 00:08:44.560]   Le Bois.
[00:08:44.560 --> 00:08:45.560]   Le Bois.
[00:08:45.560 --> 00:08:46.560]   Le Bois.
[00:08:46.560 --> 00:08:47.560]   Le Bois.
[00:08:47.560 --> 00:08:48.560]   Le Bois.
[00:08:48.560 --> 00:08:49.560]   Le Bois.
[00:08:49.560 --> 00:08:50.560]   Le Bois.
[00:08:50.560 --> 00:08:51.560]   Le Bois.
[00:08:51.560 --> 00:08:52.560]   Le Bois.
[00:08:52.560 --> 00:08:53.560]   Le Bois.
[00:08:53.560 --> 00:08:54.560]   Le Bois.
[00:08:54.560 --> 00:08:55.560]   Le Bois.
[00:08:55.560 --> 00:08:56.560]   Le Bois.
[00:08:56.560 --> 00:08:57.560]   Le Bois.
[00:08:57.560 --> 00:08:58.560]   Le Bois.
[00:08:58.560 --> 00:08:59.560]   Le Bois.
[00:08:59.560 --> 00:09:00.560]   Le Bois.
[00:09:00.560 --> 00:09:01.560]   Le Bois.
[00:09:01.560 --> 00:09:02.560]   Le Bois.
[00:09:02.560 --> 00:09:03.560]   Le Bois.
[00:09:03.560 --> 00:09:04.560]   Le Bois.
[00:09:04.560 --> 00:09:05.560]   Le Bois.
[00:09:05.560 --> 00:09:06.560]   Le Bois.
[00:09:06.560 --> 00:09:07.560]   Le Bois.
[00:09:07.560 --> 00:09:08.560]   Le Bois.
[00:09:08.560 --> 00:09:09.560]   Le Bois.
[00:09:09.560 --> 00:09:10.560]   Le Bois.
[00:09:10.560 --> 00:09:11.560]   Le Bois.
[00:09:11.560 --> 00:09:12.560]   Le Bois.
[00:09:12.560 --> 00:09:13.560]   Le Bois.
[00:09:13.560 --> 00:09:14.560]   Le Bois.
[00:09:14.560 --> 00:09:15.560]   Le Bois.
[00:09:15.560 --> 00:09:16.560]   Le Bois.
[00:09:16.560 --> 00:09:17.560]   Le Bois.
[00:09:17.560 --> 00:09:18.560]   Le Bois.
[00:09:18.560 --> 00:09:19.560]   Le Bois.
[00:09:19.560 --> 00:09:20.560]   Le Bois.
[00:09:20.560 --> 00:09:21.560]   Le Bois.
[00:09:21.560 --> 00:09:22.560]   Le Bois.
[00:09:22.560 --> 00:09:23.560]   Le Bois.
[00:09:23.560 --> 00:09:24.560]   Le Bois.
[00:09:24.560 --> 00:09:25.560]   Le Bois.
[00:09:25.560 --> 00:09:26.560]   Le Bois.
[00:09:26.560 --> 00:09:27.560]   Le Bois.
[00:09:27.560 --> 00:09:28.560]   Le Bois.
