;FFMETADATA1
title=VR? PR!
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=535
genre=Podcast
comment=http://twit.tv/twit
copyright=These netcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2015
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:07.000]   is
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:22.240 --> 00:00:22.240]   the
[00:00:42.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:43.100 --> 00:00:43.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:44.100 --> 00:00:44.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:45.100 --> 00:00:45.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:46.100 --> 00:00:46.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:47.100 --> 00:00:47.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the the
[00:00:48.100 --> 00:00:48.100]   the the
[00:00:48.100 --> 00:00:48.100]   the
[00:00:48.100 --> 00:00:48.100]   the the
[00:00:48.100 --> 00:00:48.100]   the the
[00:00:48.100 --> 00:00:48.100]   the the
[00:00:48.100 --> 00:00:48.100]   the the
[00:00:48.100 --> 00:00:48.100]   the the
[00:00:48.100 --> 00:00:48.100]   the the
[00:00:48.100 --> 00:00:48.100]   the the
[00:00:48.100 --> 00:00:48.100]   the the
[00:00:48.100 --> 00:00:48.100]   the the
[00:00:48.100 --> 00:00:49.100]   the the the
[00:00:49.100 --> 00:00:49.100]   the the the the
[00:00:49.100 --> 00:00:49.100]   the the the the the the the the
[00:00:49.100 --> 00:00:49.100]   the the the the the the the
[00:00:49.100 --> 00:00:49.100]   the the the the the the the the
[00:00:49.100 --> 00:00:49.100]   the the the the the the the the
[00:00:49.100 --> 00:00:49.100]   the the the the the the the the the
[00:00:49.100 --> 00:00:49.100]   the the the the the the the the the
[00:00:49.100 --> 00:00:49.100]   the the the the the the the the the
[00:00:49.100 --> 00:00:49.100]   the the the the the the the the the the
[00:00:49.100 --> 00:00:49.100]   the the the the the
[00:00:50.100 --> 00:01:19.100]   the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
[00:01:20.100 --> 00:01:21.100]   the the the the the the the the the the the the the the
[00:01:21.100 --> 00:01:21.100]   the the the the the the the the the the the the the the the
[00:01:21.100 --> 00:01:21.100]   the the the the the the the the the the the the the the the the
[00:01:21.100 --> 00:01:21.100]   the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
[00:01:21.100 --> 00:01:51.100]   the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
[00:01:51.100 --> 00:02:21.100]   the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
[00:02:21.100 --> 00:02:51.100]   the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
[00:02:51.100 --> 00:03:21.100]   the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
[00:03:21.100 --> 00:03:51.100]   the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
[00:03:51.100 --> 00:04:21.100]   the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
[00:04:21.100 --> 00:04:51.100]   the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
