;FFMETADATA1
title=Rattlesnake in a Pinata!
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=558
genre=Podcast
comment=http://twit.tv/twit
copyright=These netcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2016
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:06.000]   It's time for Twit this week in Tech, our 11th anniversary episode.
[00:02:54.600 --> 00:03:01.600]   she sent a sis letter from g4tech.tv which had bought the show and bought the net worth goodness saying you can't use that name.
[00:03:01.600 --> 00:03:07.600]   So we couldn't call it the revenge of the screensavers I asked our audience to come up with a name they came up with
[00:03:07.600 --> 00:03:12.600]   this weekend geek was my favorite and I thought what if I were this weekend tech then we could call ourselves Twits.
[00:03:12.600 --> 00:03:16.600]   Which seemed like a good idea at the time.
[00:03:16.600 --> 00:03:24.600]   We had a competition for the logo and wonderful logo from Loyola Bo Walsh that we're still using.
[00:03:24.600 --> 00:03:31.600]   So it was and at the time we distributed it via BitTorrent because I didn't have any bandwidth and that was the only way we could go out.
[00:03:31.600 --> 00:03:32.600]   Oh, grief.
[00:03:32.600 --> 00:03:36.600]   But from says a whole bit corner BitTorrent was killing the media industry and you've done it very nicely.
[00:03:36.600 --> 00:03:47.600]   Yeah. So thank you for the card by the way Ian brought me a very nice card with a Wayne Tebow painting on the front of birthday cakes and we have our own cake.
[00:03:47.600 --> 00:03:53.600]   Now you all in the other you've been waiting to get in this cake I said you couldn't have the cake till we started the show.
[00:03:53.600 --> 00:03:58.600]   You may now come and take your cake and Ian wants a piece and Ben I'll send you one.
[00:03:58.600 --> 00:04:00.600]   You'll get it sometime next year.
[00:04:00.600 --> 00:04:03.600]   Nice stale piece of birthday cake.
[00:04:03.600 --> 00:04:05.600]   There you go.
[00:04:05.600 --> 00:04:08.600]   Ladies and gentlemen where's Waldo? Well we know he works for us now.
[00:04:08.600 --> 00:04:12.600]   Thank you Chris.
[00:04:12.600 --> 00:04:17.600]   So how you doing Ben Thompson from Stratecary?
[00:04:17.600 --> 00:04:19.600]   Good and congratulations.
[00:04:19.600 --> 00:04:25.600]   I'm honored to be here on the anniversary I think 11 years ago.
[00:04:25.600 --> 00:04:27.600]   I remember listening to you pretty pretty early.
[00:04:27.600 --> 00:04:33.600]   I don't know if I listened to that episode per se but 2005 or 2005 or so that sounds long time.
[00:04:33.600 --> 00:04:40.600]   I remember I was working on I remember the project I was working on and this idea of I could listen to podcasts at the same time.
[00:04:40.600 --> 00:04:42.600]   I think were you okay then where were you?
[00:04:42.600 --> 00:04:52.600]   No I was in I was in Taipei I was building out a a computer based teaching system for English schools.
[00:04:52.600 --> 00:05:01.600]   I started out in itinerant world wonder before I actually realized I support you.
[00:05:01.600 --> 00:05:04.600]   You didn't work in Okie. It was Apple Microsoft.
[00:05:04.600 --> 00:05:09.600]   Yeah that was a couple years later came back to the US in 2009.
[00:05:09.600 --> 00:05:21.600]   And Ben now is all on his own with his website Stratecary which is there's a wonderful free article every week which I read religiously but I'm also a subscriber to the newsletter.
[00:05:21.600 --> 00:05:25.600]   It's well worth it and he is one of the best analysts out there.
[00:05:25.600 --> 00:05:30.600]   I'm really thrilled and honored that you could be here on our 11th anniversary episode.
[00:05:30.600 --> 00:05:33.600]   Thank you for joining us. I know it's early morning in Taipei.
[00:05:33.600 --> 00:05:37.600]   It is and because there's no daylight savings time here it is earlier than it is.
[00:05:37.600 --> 00:05:39.600]   Oh I'm sorry but I'm here in the winter.
[00:05:39.600 --> 00:05:41.600]   No it's fine. I'm happy to be here.
[00:05:41.600 --> 00:05:42.600]   Thank you so much.
[00:05:42.600 --> 00:05:48.600]   Also with us from the register.co.uk another great friend of the networking in Thompson.
[00:05:48.600 --> 00:05:49.600]   We can't get enough of you.
[00:05:49.600 --> 00:05:51.600]   You know what's Thompson and Thompson? We got the Thompson twins.
[00:05:51.600 --> 00:05:53.600]   Yeah I know. Huxey is marvelous.
[00:05:53.600 --> 00:05:56.600]   And there was the band the Thompson twins as well.
[00:05:56.600 --> 00:06:00.600]   Yeah and it's Tanten right? There's the Thompson twins in Tanten.
[00:06:00.600 --> 00:06:04.600]   So everybody you know there's there we go all the illusions you could ever want.
[00:06:04.600 --> 00:06:07.600]   Ian Thompson thank you for being here. We appreciate it.
[00:06:07.600 --> 00:06:08.600]   Well it was fun.
[00:06:08.600 --> 00:06:10.600]   I know I could start.
[00:06:10.600 --> 00:06:18.600]   Before the show we started talking about Tesla and actually what we'll do is we'll take that conversation and we'll go to it right now because I thought it was a very interesting conversation.
[00:06:18.600 --> 00:06:25.600]   You did a good piece a couple of weeks or maybe last week about the rollout of the Model 3 Ben.
[00:06:25.600 --> 00:06:28.600]   Tesla's really a real car company now.
[00:06:28.600 --> 00:06:31.600]   No that's not exactly what I said.
[00:06:31.600 --> 00:06:37.600]   Oh I read it but obviously didn't understand it and that's probably.
[00:06:37.600 --> 00:06:40.600]   No that's the real question.
[00:06:40.600 --> 00:06:46.600]   I think that my broader point was that there's something very powerful that they've built here.
[00:06:46.600 --> 00:06:47.600]   Yeah.
[00:06:47.600 --> 00:06:50.600]   For a brand new perspective and they could only have another of the high end.
[00:06:50.600 --> 00:06:51.600]   They were very smart.
[00:06:51.600 --> 00:07:01.600]   And you know what they played it very gutsyly because you know that he bootstrapped the whole thing and it really wasn't viable until he showed that he could sell him in mass quantities.
[00:07:01.600 --> 00:07:04.600]   Well it's not clear that it's viable. That's still the question.
[00:07:04.600 --> 00:07:15.600]   Well they're a company that's still if you, if you, if you, if you, what's the thing about Tesla is they, in their financial statements they wouldn't have to do it.
[00:07:15.600 --> 00:07:19.600]   When they calculate, like their gross margin, their cost of goods sold.
[00:07:19.600 --> 00:07:21.600]   R&D is not included.
[00:07:21.600 --> 00:07:23.600]   That's, that which is typical for a tech company.
[00:07:23.600 --> 00:07:31.600]   Usually for a tech company the cost of goods sold is only the actual cost of the goods in whatever the device is like an iPhone and the, the R&D cost is separate.
[00:07:31.600 --> 00:07:34.600]   In a, for a traditional car company that's not the case.
[00:07:34.600 --> 00:07:40.600]   Usually the, the R&D cost is included in the calculation of gross margin on sort of thing.
[00:07:40.600 --> 00:07:50.600]   If you calculated Tesla's financials like you would a, a traditional car company they would be, they would have a neck, they'd be losing money on every car sold and there's a significant amount of money.
[00:07:50.600 --> 00:07:59.600]   And the problem is there's not, there's not any evidence that they can manufacture this car for the price that they said they can manufacture that.
[00:07:59.600 --> 00:08:09.600]   That said to your point, I mean, if they can pull it off, like basically all they have to do is, is actually do what they say they're going to do.
[00:08:09.600 --> 00:08:15.600]   And they are going to be, you know, very successful, much more successful than most people realized.
[00:08:15.600 --> 00:08:20.600]   And, and the way they came at the high end and built this powerful brand is, is a big part of that.
[00:08:20.600 --> 00:08:25.600]   So, I mean, I'm certainly, it's certainly fascinating to watch.
[00:08:25.600 --> 00:08:34.600]   I mean that the, the, it really is the new Apple and that's just from a brand new perspective, but in the passionate and fervor of their fans perspective as I discovered.
[00:08:34.600 --> 00:08:42.600]   Oh yeah, did you get in line? I, I did just kind of like, why not?
[00:08:42.600 --> 00:08:43.600]   Why not?
[00:08:43.600 --> 00:08:46.600]   Well, I think you make the point that it's refundable thousand bucks.
[00:08:46.600 --> 00:08:48.600]   It's not like they get to keep the money or anything.
[00:08:48.600 --> 00:08:55.600]   Right. I mean, I'm fortunate that I can need all that for did to go, you know, without, without that money for who knows how long.
[00:08:55.600 --> 00:08:58.600]   But it's kind of a nice long term loan to you on it.
[00:08:58.600 --> 00:09:04.600]   Well, well, well, yeah, the problem is that, well, right now that you can't buy Tesla's in Taiwan, which is a pain.
[00:09:04.600 --> 00:09:12.600]   Although just a couple weeks ago, some, some, someone found like a company registration from Tesla, like maybe they may be going on sale soon.
[00:09:12.600 --> 00:09:15.600]   The other problem is just the infrastructure here is tougher.
[00:09:15.600 --> 00:09:17.600]   You, everyone lives in these big.
[00:09:17.600 --> 00:09:18.600]   That's the real issue.
[00:09:18.600 --> 00:09:19.600]   Because of media.
[00:09:19.600 --> 00:09:20.600]   Where did you charge it?
[00:09:20.600 --> 00:09:20.600]   Yes.
[00:09:20.600 --> 00:09:21.600]   Exactly.
[00:09:21.600 --> 00:09:22.600]   That's what's held back.
[00:09:22.600 --> 00:09:28.600]   That's held back, electric cars until now is that it was massively inconvenient, but I think that that's changed a lot.
[00:09:28.600 --> 00:09:31.600]   Well, I mean, if that's part of it for sure.
[00:09:31.600 --> 00:09:51.600]   I think what I, what I preach about Tesla, I preach about the approach and the way they built this brand is I, in kind of the point of the article that I wrote was, you know, the garden was called, it's a Tesla is I'm not convinced that those 300,000 people or however many of registered now are really
[00:09:51.600 --> 00:09:54.600]   that interested in buying an electric car.
[00:09:54.600 --> 00:10:09.600]   I mean, certainly that plays a part in what it means to be a Tesla and why they're excited, but it doesn't follow that just because 300,000 people put $1,000 on a Tesla that there's a big market for the Chevy Bolt, for example.
[00:10:09.600 --> 00:10:19.600]   What is so great about what, what, what Elon Musk has accomplished with this is he just to be, not to be tried about it, but he made a electric cool.
[00:10:19.600 --> 00:10:27.600]   And that's something, and if you go back and read his master plan, people have talked about always, you know, paying, paying a forward or paying for future cars.
[00:10:27.600 --> 00:10:39.600]   There's not really that much evidence that's happened, but what there's a line in there that talks about if we want electric to change, to take over the Alabama world, we have to make it like basically says it has to be cool.
[00:10:39.600 --> 00:10:48.600]   And that's what he has absolutely accomplished. And that's what's so impressive. And, you know, certainly, you know, more, more, more power to him.
[00:10:48.600 --> 00:10:59.600]   Yeah. And I think getting that many reservations probably makes it easier to go to the investors investment market and say, you know, absolutely.
[00:10:59.600 --> 00:11:02.600]   Absolutely. That's the real point, really, right?
[00:11:02.600 --> 00:11:07.600]   Absolutely. Because everything they've done has been paid for primarily by issuing stock or taking a net.
[00:11:07.600 --> 00:11:16.600]   Nothing but lose money from day one. Right. And this, this makes that possible. And, you know, certainly, you know, there's, you know, the cost of batteries is coming down.
[00:11:16.600 --> 00:11:24.600]   That's, that really is the controlling factor. I mean, I think the battery, the Model S costs like $35,000 on its own, which is really a bunch of tiny batteries all wrapped together.
[00:11:24.600 --> 00:11:35.600]   And there's the extent that, you know, he says, I'm not an earnings call, basically that with the Model S, they were trying to figure out how to make a car.
[00:11:35.600 --> 00:11:47.600]   Whereas with the, whereas with the Model 3, they can really like build it for manufacturing, build it for scale. And that there's, that's totally valid.
[00:11:47.600 --> 00:11:56.600]   Like that makes a ton of sense. And there's no question they'll get, they'll be able to move on the cost curve much more efficiently with the Model 3 simply because they know what they're doing.
[00:11:56.600 --> 00:12:05.600]   Do you remember the roadster? They didn't really build. I mean, they built it, but it was a, it was a, that's what the drive. Right. That's what figuring out how to build it in.
[00:12:05.600 --> 00:12:11.600]   Right. It's a model. It's been, I think this is a real case study in Haddabood's trap of business. It's quite fascinating.
[00:12:11.600 --> 00:12:27.600]   He's quite smart, quite gutty too, because I'm sure the day before they, they put, they opened up the orders for Model 3, he's like on tenor hooks because either, I mean, here's an opportunity to go big and really go home or if it's a flop, they don't have a company.
[00:12:27.600 --> 00:12:33.600]   So it could have gone either way. And I think that it went as well as it could possibly have gone for him.
[00:12:33.600 --> 00:12:44.600]   I was trying to think when the last time you actually saw people queuing up outside a motor show in order to actually buy a car and it's virtually unheard of. I can't think of it happening with any other.
[00:12:44.600 --> 00:12:49.600]   The question is, can you ramp up production quickly enough? That's going to be absolutely key.
[00:12:49.600 --> 00:12:55.600]   He has a real problem now because he has five years of orders. Exactly. And they need to be fulfilled before people lose interest.
[00:12:55.600 --> 00:13:10.600]   He has to give people in a year. And I think that's where he goes to the equity markets and says, "Okay, we need to take this new meat plant which could be really expanded. I think he's only using a fourth or fifth of the capacity and maybe build more."
[00:13:10.600 --> 00:13:16.600]   And he's going to have the Giga battery factory goes online in time. That's part of it too.
[00:13:16.600 --> 00:13:22.600]   He's also going to need some serious supplies of lithium and various other elements just to actually get the whole thing up.
[00:13:22.600 --> 00:13:29.600]   You feel like this was a very well played chess game. He kind of took big chances. It was a big gambit.
[00:13:29.600 --> 00:13:35.600]   But I think he saw the end game at the beginning and he knew where it was headed and he did a very good job.
[00:13:35.600 --> 00:13:43.600]   Now, I think the only caveat, I know he's going to start with this. And like I said, I wrote the article I wrote was very admiring of this.
[00:13:43.600 --> 00:13:50.600]   And really, he's done it different than the traditional business approaches said that he should or whatever.
[00:13:50.600 --> 00:13:58.600]   And I think it's because brand matters and making electric cool matters. I guess the only caveat I would say is that he hasn't won yet.
[00:13:58.600 --> 00:14:06.600]   Things are looking great. You could not be in a better position given his strategy, but the actual hard part.
[00:14:06.600 --> 00:14:15.600]   And that feels stupid to say because everything they've accomplished has been so incredible and against the odds already, which is why you don't want to bet against the guy.
[00:14:15.600 --> 00:14:23.600]   But if you look at it objectively, the real hard part really is now because this is of a scale of complexity and difficulty.
[00:14:23.600 --> 00:14:30.600]   And like Dave, they've pushed all the chips in the table now. And it's going to be fast. It's going to be absolutely fascinating to watch.
[00:14:30.600 --> 00:14:34.600]   Yeah, if they can deliver at the price they need to and in the quantities they need to.
[00:14:34.600 --> 00:14:44.600]   Because the other thing that's so risky about this is, Ian, I think Ian just made the point very well, is they're risking not just the company, but the brand.
[00:14:44.600 --> 00:14:51.600]   The brand is the value that they've built right now. If they don't deliver this car on time, if they don't deliver it to the point they deliver to.
[00:14:51.600 --> 00:14:56.600]   And if it takes like years, then it's going to be that much more damage to them.
[00:14:56.600 --> 00:15:00.600]   If GM screws with the bolt, no one cares. It's GM, they screw up everything.
[00:15:00.600 --> 00:15:08.600]   So it's super high risk, but the risk goes both ways. There's upside risk and downside risk.
[00:15:08.600 --> 00:15:12.600]   The upside risk is massive with the approach they've taken.
[00:15:12.600 --> 00:15:15.600]   And it's kind of nice that they're trying to save the world, too.
[00:15:15.600 --> 00:15:26.600]   It does seem ridiculous. We're still burning very valuable hydrocarbons in the stage when we could be using electricity, which I think also going further ahead,
[00:15:26.600 --> 00:15:36.600]   electric cars offer one huge advantage, which is if you can put motors on all four wheels, the performance and cornering ability of these cars just goes through the roof.
[00:15:36.600 --> 00:15:41.600]   We're going to see with the Hill Climb event in California later on this year.
[00:15:41.600 --> 00:15:48.600]   And their electric cars are outpacing petrol engine cars simply because they can independently control their wheels, and they just go like rails.
[00:15:48.600 --> 00:15:50.600]   Through all wheel drive.
[00:15:50.600 --> 00:16:02.600]   Yeah, the X and most of the S's, but not all the threes have two engines, one for each axle, but they don't have four engines yet.
[00:16:02.600 --> 00:16:10.600]   No, that would be. I think that originally that's going to be the remit of racing cars, but it'll come.
[00:16:10.600 --> 00:16:12.600]   I know these things filter down.
[00:16:12.600 --> 00:16:17.600]   I just feel like Elon is it would be a dangerous opponent in poker.
[00:16:17.600 --> 00:16:23.600]   I was thinking bridge, but yeah, the guy strategizes so far ahead down the right down the line. It's just a smart guy.
[00:16:23.600 --> 00:16:38.600]   Well, and the real advantage he has is, and this is the power of being, you know, mission driven, is if he fails, if Tesla does not successfully make the Model 3 for the price he says and all this sort of stuff,
[00:16:38.600 --> 00:16:43.600]   what's the worst that happens? One, he accelerated the move down the curve when it comes to batteries.
[00:16:43.600 --> 00:16:49.600]   To the kind of point of the article, he made electric cool in a way that certainly a company like Jim was going to.
[00:16:49.600 --> 00:16:55.600]   He's motivated the car companies to really accelerate the efforts in this space.
[00:16:55.600 --> 00:17:06.600]   And if his goal is not just to build a successful company, but to really shift the world in a meaningful way, away from carbon based transportation.
[00:17:06.600 --> 00:17:13.600]   I mean, that's a nice sort of, that's a nice failure option. If that's your real goal.
[00:17:13.600 --> 00:17:27.600]   And that's the power that really comes from being a real sort of mission driven company is you kind of get lose a bit from the financial imperative, something or other.
[00:17:27.600 --> 00:17:30.600]   It doesn't change the fact that they still have very real questions they need to answer.
[00:17:30.600 --> 00:17:35.600]   And I can understand why some people will start their stock and all that sort of thing.
[00:17:35.600 --> 00:17:40.600]   But if you're going to short them, though, it's a long term short, I think.
[00:17:40.600 --> 00:17:45.600]   I mean, I mean, at this point, they've got years. They've got some runway.
[00:17:45.600 --> 00:17:49.600]   Right? No, they don't have that much money. They have a little over a billion dollars.
[00:17:49.600 --> 00:17:53.600]   Can't they raise money on those 300,000 pre-orders? Absolutely.
[00:17:53.600 --> 00:18:07.600]   I mean, that's a huge benefit of this. They've really demonstrated a real sort of demand and power in the market that I think will let them raise money at a better rate than they would have otherwise.
[00:18:07.600 --> 00:18:21.600]   I think if they're going to have to make that money back, and it's still an open question. Like I said, I mean, the if the margins are going in the wrong direction, actually, in 2015, they went down right not up.
[00:18:21.600 --> 00:18:26.600]   And they're not moving down the cost curve yet.
[00:18:26.600 --> 00:18:33.600]   They've in fact shown an amazing capacity to lose money, and they're having technical issues with their Model X. All of the Model Xs were just recalled.
[00:18:33.600 --> 00:18:38.600]   They're only a couple of thousand. They were all had to be recalled for safety issues.
[00:18:38.600 --> 00:18:45.600]   The company itself said it. We actually showed some hubris. We tried attempted too much, and we're having difficulty making the car.
[00:18:45.600 --> 00:18:50.600]   I think they would not do the Model X if they could do it all over it. That's why I want one.
[00:18:50.600 --> 00:18:56.600]   Right? Don't you want the car that was the biggest stretch? Unless it's a piece of crap, but I don't think it's going to be.
[00:18:56.600 --> 00:19:02.600]   You can get great money for a Ford out for an insult right now. They go for major amounts of gas.
[00:19:02.600 --> 00:19:08.600]   So it's only 10 years ago, though, that they remember the documentary Who Killed the Electric Car?
[00:19:08.600 --> 00:19:13.600]   Remember the General Motors EV1, which came out in the 90s?
[00:19:13.600 --> 00:19:28.600]   The documentary really documented, I thought, very effectively, how the oil industry, the government, the battery industry, the car industry, all united to say this is a bad idea for business.
[00:19:28.600 --> 00:19:30.600]   Exactly. We're not going to let it happen.
[00:19:30.600 --> 00:19:40.600]   Yeah. It was a huge mistake, because given the fact that first Toyota with the Prius and now Tesla, basically eating American car companies lunch for an hour a day.
[00:19:40.600 --> 00:19:47.600]   Exactly. If they've taken that opportunity 20 years ago and addressed this market, they could be earning a big bank right now.
[00:19:47.600 --> 00:19:50.600]   And as it is, the nature of competition, someone else is earning it.
[00:19:50.600 --> 00:19:57.600]   But I think Elon did learn a lesson from that, that one of the things people would need is range.
[00:19:57.600 --> 00:20:04.600]   They would also need a way to fill up. Yeah. And Tesla very wisely addressed that early on with the superchargers.
[00:20:04.600 --> 00:20:08.600]   Yeah. The Supercharger Network is one of the most impressive things about Tesla.
[00:20:08.600 --> 00:20:16.600]   And, you know, it's funny because Tesla actually says that they will share the Supercharger Network with other cars along with their share in the costs.
[00:20:16.600 --> 00:20:18.600]   As long as it's not a Chevy Bolt.
[00:20:18.600 --> 00:20:19.600]   No, I won't.
[00:20:19.600 --> 00:20:25.600]   But I'm very curious as to how Tesla measures that cost that the other car company has to contribute to.
[00:20:25.600 --> 00:20:28.600]   I imagine that the amount is exceptionally substantial.
[00:20:28.600 --> 00:20:33.600]   And it's interesting because in some respects, you get a weird, it's not, I'm not saying Tesla will sell it as a network effect,
[00:20:33.600 --> 00:20:42.600]   but you get a little bit of a network effect in that the more Tesla's that are on the roads, the more supercharger stations they can afford to build out and justify building out.
[00:20:42.600 --> 00:20:47.600]   And so you do get a fact where they're being more Tesla's and makes your Tesla more valuable.
[00:20:47.600 --> 00:20:51.600]   Again, this is more of a weaker effect. I'm not saying that's why they would or wouldn't be successful.
[00:20:51.600 --> 00:20:55.600]   But it is interesting that there is a little bit of that effect there.
[00:20:55.600 --> 00:20:58.600]   And again, if Tesla's like, "Oh, of course, we'll be open with the Supercharger Network.
[00:20:58.600 --> 00:21:03.600]   You just have to pay us, you know, X billion dollars because we, you know, all the R&D and all the costs that we're into it.
[00:21:03.600 --> 00:21:05.600]   And you have to pay your fair share."
[00:21:05.600 --> 00:21:20.600]   I mean, no, and I mean, that's the real advantage they have by being electric only the way they think about what to invest in is very different than a company like GM or even BMW or Mercedes where all their revenue comes from a different part of the company.
[00:21:20.600 --> 00:21:24.600]   That already has infrastructure in place. It's definitely an advantage.
[00:21:24.600 --> 00:21:32.600]   I do think just to go back to a point, GM gets a little bit of a bad rap for that electric car in that movie.
[00:21:32.600 --> 00:21:45.600]   I mean, any rational manager would have done exactly what GM did, which is collect all the cars and smash them to bits because they were on the hook for, like, the cars cost them a tremendous amount of money and continued cost them a tremendous amount of money over time.
[00:21:45.600 --> 00:21:52.600]   And they did them for very rational reasons, I guess, what I would say.
[00:21:52.600 --> 00:22:00.600]   I'd say I think they're painted as a, they're painted a bit as a villain when what they did, I think, was a change.
[00:22:00.600 --> 00:22:02.600]   It was a sensible business move.
[00:22:02.600 --> 00:22:03.600]   Right.
[00:22:03.600 --> 00:22:05.600]   I don't think anybody disagrees with that.
[00:22:05.600 --> 00:22:10.600]   The question is, did their business interests coincide with our national and global interests?
[00:22:10.600 --> 00:22:21.600]   Well, I think there's also an element that this was very like the Kodak case where they could have ruled the digital camera market and they decided to put it to one side because it was interfering with their main profit stream.
[00:22:21.600 --> 00:22:27.600]   That's always the problem, isn't it, though? Is the innovator's dilemma?
[00:22:27.600 --> 00:22:35.600]   Yeah. I mean, GM wasn't as bad as the film made them out to be, but they were pretty underheaded in this whole thing.
[00:22:35.600 --> 00:22:41.600]   I mean, people wanted electric cars, people went with their rivers, they protested and they fought to keep them.
[00:22:41.600 --> 00:22:45.600]   And they still had to hand them in and that caused an enormous amount of bad feeling.
[00:22:45.600 --> 00:22:51.600]   I mean, electric cars make sense. I don't see what the argument is now in terms of the market has spoken.
[00:22:51.600 --> 00:22:56.600]   People want these things. Other car manufacturers are going to have to supply them as well because not everyone's going to like...
[00:22:56.600 --> 00:23:01.600]   Well, they also bring emissions down, right? I mean, there's a mandate. There's a governmental mandate.
[00:23:01.600 --> 00:23:05.600]   They have to get their overall emissions of all their vehicles down significantly.
[00:23:05.600 --> 00:23:08.600]   One easy, fast way to do that is with an electric vehicle.
[00:23:08.600 --> 00:23:12.600]   Well, I mean, to that end, it was not clear that people want electric vehicles.
[00:23:12.600 --> 00:23:13.600]   Right.
[00:23:13.600 --> 00:23:17.600]   And that was kind of the point of my article. It's clear people want Teslas, which is amazing.
[00:23:17.600 --> 00:23:18.600]   No, you're right.
[00:23:18.600 --> 00:23:20.600]   I don't say that truth, but it's brand.
[00:23:20.600 --> 00:23:23.600]   That's so powerful what they've built in their approach they've taken.
[00:23:23.600 --> 00:23:29.600]   To that end, GM is farther ahead than a lot of other car companies.
[00:23:29.600 --> 00:23:34.600]   I didn't think I'd be on a textual defending GM, but they're ahead of a lot of other car companies when it comes to electric cars.
[00:23:34.600 --> 00:23:38.600]   They have the Volt already on the road. The Bolt is coming out later this year.
[00:23:38.600 --> 00:23:41.600]   And the problem is no one's lining up to buy a Chevy Bolt.
[00:23:41.600 --> 00:23:47.600]   And the truth is every single electric car in the market has sold massively under expectations, not just them, but also the roof.
[00:23:47.600 --> 00:23:53.600]   Also, any number of other ones. The truth is there's not evidence that they're popular.
[00:23:53.600 --> 00:24:00.600]   Again, to go back to the EV1, they sold it because actually California passed a law that you had to sell an electric car.
[00:24:00.600 --> 00:24:01.600]   Right.
[00:24:01.600 --> 00:24:09.600]   And so it just gets to the limitations, if you will, about when it comes to government mandates and stuff.
[00:24:09.600 --> 00:24:14.600]   GM lost money on these cars because they were mandated to do so.
[00:24:14.600 --> 00:24:16.600]   And then when the mandate went away, they got rid of them.
[00:24:16.600 --> 00:24:18.600]   So they wanted to keep supporting them and keep losing money on them.
[00:24:18.600 --> 00:24:29.600]   I mean, you could just as feasibly make it an article about when government regulation doesn't work, but that doesn't fit with the world,
[00:24:29.600 --> 00:24:33.600]   probably the world of filmmakers in this case.
[00:24:33.600 --> 00:24:41.600]   As you point out, unlike other technical innovations, the Tesla isn't in any way better than existing cars on the road.
[00:24:41.600 --> 00:24:47.600]   Well, it is, though. It accelerates faster, which I guess is important.
[00:24:47.600 --> 00:24:55.600]   Well, it is important. I mean, the fact that it's awesome to use the technical term.
[00:24:55.600 --> 00:25:02.600]   I don't think it's awesome to the degree that it's awesomely better than any other $100,000 car, though.
[00:25:02.600 --> 00:25:11.600]   Yeah, and a lot of people say, I'm not a $100,000 car expert or kind of sewer, but the quality of the interior and the components and stuff.
