;FFMETADATA1
title=The Floor is Lava
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=551
genre=Podcast
comment=http://twit.tv/twit
copyright=These netcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2016
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:04.000]   It's time for Twet this weekend tech great show plan for you.
[00:02:55.000 --> 00:03:01.000]   This is going to be fun because I have three guys I truly respect in the business.
[00:03:01.000 --> 00:03:03.000]   But only one of them has ever been on Twit before.
[00:03:03.000 --> 00:03:05.000]   And he's only been here a couple of times.
[00:03:05.000 --> 00:03:06.000]   I'm talking about Peter Cohen.
[00:03:06.000 --> 00:03:07.000]   Great to have you back.
[00:03:07.000 --> 00:03:11.000]   Peter, a long time Macintosh reporter, gaming reporter.
[00:03:11.000 --> 00:03:12.000]   He was at iMore.
[00:03:12.000 --> 00:03:14.000]   You're now at Backblaze.
[00:03:14.000 --> 00:03:15.000]   Yes, yes.
[00:03:15.000 --> 00:03:16.000]   Thank you very much.
[00:03:16.000 --> 00:03:17.000]   What are you doing at Backblaze?
[00:03:17.000 --> 00:03:20.000]   Is this a scoble style job?
[00:03:20.000 --> 00:03:26.000]   Well, you know, Backblaze is a backup service provider.
[00:03:26.000 --> 00:03:28.000]   You can back up your computer to the cloud.
[00:03:28.000 --> 00:03:32.000]   And there's a lot of stuff to talk about when it comes to backing up computer.
[00:03:32.000 --> 00:03:38.000]   So that's what I'm going to be writing about for the blog and for the guide state you're going to see on their website.
[00:03:38.000 --> 00:03:41.000]   Still play a game or two now and then?
[00:03:41.000 --> 00:03:43.000]   Yeah, yeah, absolutely.
[00:03:43.000 --> 00:03:46.000]   I play games, well, one of our consquisite.
[00:03:46.000 --> 00:03:47.000]   Yeah.
[00:03:47.000 --> 00:03:49.000]   As you get older, that gets harder and harder, doesn't it?
[00:03:49.000 --> 00:03:51.000]   Yeah, it does, you know.
[00:03:51.000 --> 00:03:55.000]   You're copious, free-timed windows and then you want to do other things like sleep.
[00:03:55.000 --> 00:03:58.000]   I haven't been able to squeeze it in years.
[00:03:58.000 --> 00:04:00.000]   That sounds dirty.
[00:04:00.000 --> 00:04:05.000]   Also joining, I don't know where that came from, also joining us from Engadget.
[00:04:05.000 --> 00:04:07.000]   He's a senior editor there, Roberto Baldwin.
[00:04:07.000 --> 00:04:08.000]   It's great to have you, Roberto.
[00:04:08.000 --> 00:04:09.000]   Thanks for having me on.
[00:04:09.000 --> 00:04:11.000]   Thanks for bringing the Chevy Bolt by.
[00:04:11.000 --> 00:04:12.000]   That was really fun.
[00:04:12.000 --> 00:04:15.000]   Yeah, except to turn into a Volt while I was sitting in the parking lot.
[00:04:15.000 --> 00:04:17.000]   I feel so bad.
[00:04:17.000 --> 00:04:18.000]   I was all excited.
[00:04:18.000 --> 00:04:22.000]   I thought you were bringing a Bolt, which is the new one they announced at CES.
[00:04:22.000 --> 00:04:23.000]   Yes.
[00:04:23.000 --> 00:04:26.000]   And I start the interview and I say, "Let's take a look at the new Chevy Bolt."
[00:04:26.000 --> 00:04:32.000]   Roberto has to say, "It's actually the Bolt."
[00:04:32.000 --> 00:04:35.000]   Yeah, the Bolt won't be out to like December-ish.
[00:04:35.000 --> 00:04:36.000]   I should have known.
[00:04:36.000 --> 00:04:37.000]   It's not going to be out.
[00:04:37.000 --> 00:04:38.000]   I'm not that cool.
[00:04:38.000 --> 00:04:39.000]   I got to thank you, though.
[00:04:39.000 --> 00:04:40.000]   You started this.
[00:04:40.000 --> 00:04:42.000]   You didn't finish it.
[00:04:42.000 --> 00:04:47.000]   But before you moved to Engadget, the last time we talked, you were at Popular Science.
[00:04:47.000 --> 00:04:48.000]   Wired.
[00:04:48.000 --> 00:04:49.000]   [laughter]
[00:04:49.000 --> 00:04:52.000]   And also from Slate.
[00:04:52.000 --> 00:04:55.000]   I believe he's still at Slate.
[00:04:55.000 --> 00:04:57.000]   Wired, right.
[00:04:57.000 --> 00:04:58.000]   Wired.
[00:04:58.000 --> 00:04:59.000]   He's still at Slate.
[00:04:59.000 --> 00:05:03.000]   Ladies and gentlemen, I bring you Will Oremus.
[00:05:03.000 --> 00:05:04.000]   I got it right.
[00:05:04.000 --> 00:05:09.000]   It's a salon.
[00:05:09.000 --> 00:05:13.000]   It's a Chevy Bolt.
[00:05:13.000 --> 00:05:15.000]   You guys, all three of you.
[00:05:15.000 --> 00:05:19.000]   Well, I bet you, maybe Peter, you managed to dodge having to write about the Apple story.
[00:05:19.000 --> 00:05:20.000]   Oh, yes, I did.
[00:05:20.000 --> 00:05:24.000]   With a nick and the nick of time, but I know both Will and Roberto have been spending a lot
[00:05:24.000 --> 00:05:25.000]   of ink.
[00:05:25.000 --> 00:05:27.000]   You guys use ink still?
[00:05:27.000 --> 00:05:28.000]   Yeah.
[00:05:28.000 --> 00:05:29.000]   Okay.
[00:05:29.000 --> 00:05:31.000]   I just pour it right into the US report to writing about the Apple story.
[00:05:31.000 --> 00:05:36.000]   And I know we have spent a lot of video and audio tape on the subject as well.
[00:05:36.000 --> 00:05:40.000]   Talked about it for an hour last week on all of our shows.
[00:05:40.000 --> 00:05:42.000]   But this is one of those stories that evolves.
[00:05:42.000 --> 00:05:45.000]   I have a feeling this is going to be like Microsoft versus a DOJ.
[00:05:45.000 --> 00:05:48.000]   This may go on for years.
[00:05:48.000 --> 00:05:49.000]   Mm-hmm.
[00:05:49.000 --> 00:05:50.000]   Yeah.
[00:05:50.000 --> 00:05:51.000]   We're never--
[00:05:51.000 --> 00:05:52.000]   It seems that way.
[00:05:52.000 --> 00:05:53.000]   Yeah.
[00:05:53.000 --> 00:05:55.000]   So the story so far, you already know the story so far.
[00:05:55.000 --> 00:06:00.960]   I have to say, and we've--on Friday, we got Apple's response to the Department of Justice
[00:06:00.960 --> 00:06:05.200]   which Neeliah Patel at the Verge, who's an attorney, you know, you know, knows where
[00:06:05.200 --> 00:06:08.040]   he speaks, says, is a very unlawyerly document.
[00:06:08.040 --> 00:06:09.360]   He was kind of surprised by it.
[00:06:09.360 --> 00:06:13.880]   It says, "This is almost as much a PR document as it is a pleading.
[00:06:13.880 --> 00:06:18.200]   This is--for instance, normally you would start with your strongest argument.
[00:06:18.200 --> 00:06:22.360]   That's the one that the judge is probably going to read before he falls asleep.
[00:06:22.360 --> 00:06:26.120]   In this case, they started with the easiest to understand argument and moved to the more
[00:06:26.120 --> 00:06:28.720]   complicated arguments.
[00:06:28.720 --> 00:06:34.160]   And he, I think, kind of implied that this may have been more of a PR.
[00:06:34.160 --> 00:06:41.360]   The Apple was very forthcoming during a conference call that this document was written so that
[00:06:41.360 --> 00:06:43.240]   the average person could read it.
[00:06:43.240 --> 00:06:44.240]   Not the judge.
[00:06:44.240 --> 00:06:45.240]   Not the judge.
[00:06:45.240 --> 00:06:47.280]   They're like, "This is written for, like, you know, your average Joe."
[00:06:47.280 --> 00:06:49.640]   They're going to the court of public opinion.
[00:06:49.640 --> 00:06:50.640]   Yeah.
[00:06:50.640 --> 00:06:52.480]   Which, you know, the FBI, you know, they--
[00:06:52.480 --> 00:06:53.480]   FBI did the same thing.
[00:06:53.480 --> 00:06:54.480]   The FBI did the same thing.
[00:06:54.480 --> 00:06:55.480]   Two motions.
[00:06:55.480 --> 00:06:56.480]   They didn't need to do two motions.
[00:06:56.480 --> 00:06:58.440]   One motion would have been appropriate.
[00:06:58.440 --> 00:06:59.440]   But they decided to do two.
[00:06:59.440 --> 00:07:02.760]   So then--so now it's just been a war of a PR war.
[00:07:02.760 --> 00:07:05.080]   I mean, the FBI actually went to--and it's sad.
[00:07:05.080 --> 00:07:12.080]   The victims of the shooter got them to, you know, plead for help from Apple.
[00:07:12.080 --> 00:07:15.040]   And you know, I think people who watch this show are technically savvy.
[00:07:15.040 --> 00:07:19.240]   And so they know that it is not really about this particular phone.
[00:07:19.240 --> 00:07:21.040]   Oh, no.
[00:07:21.040 --> 00:07:28.000]   And yet, I think we have to point out the things that I feel like I have learned in this process
[00:07:28.000 --> 00:07:30.880]   don't reflect all that well on Apple either.
[00:07:30.880 --> 00:07:33.200]   I feel like both sides are now playing a PR game.
[00:07:33.200 --> 00:07:38.320]   For instance, it's become apparent--I should have known this before and it was obvious
[00:07:38.320 --> 00:07:43.200]   before, but now it is absolutely apparent--that Apple has always had access to the contents
[00:07:43.200 --> 00:07:49.520]   of your iCloud backup and would willingly give this to any law enforcement--dually, you
[00:07:49.520 --> 00:07:54.480]   know, law enforcement agency that had an accord order.
[00:07:54.480 --> 00:07:57.960]   In fact, they even told the FBI, "Well, just wait until it backs up."
[00:07:57.960 --> 00:08:00.960]   Bring it to a captive Wi-Fi and it'll back up.
[00:08:00.960 --> 00:08:04.360]   They've been like, "Well, we have the data that they're saying."
[00:08:04.360 --> 00:08:05.960]   Well, if we have the data, we will give it to you.
[00:08:05.960 --> 00:08:06.960]   If we have it.
[00:08:06.960 --> 00:08:12.760]   Will, was that a revelation or is that just me being slow to pick up on things?
[00:08:12.760 --> 00:08:14.560]   Well, sorry.
[00:08:14.560 --> 00:08:15.760]   Can you back up just a second?
[00:08:15.760 --> 00:08:16.760]   Yeah.
[00:08:16.760 --> 00:08:24.760]   Apple's iCloud backup is not encrypted, or it is, but Apple has the key.
[00:08:24.760 --> 00:08:25.760]   That.
[00:08:25.760 --> 00:08:32.480]   So, they have every--now, the only reason this phone is different--and the FBI knew that
[00:08:32.480 --> 00:08:36.360]   too, obviously, because they made sure that the case was about a phone that hadn't backed
[00:08:36.360 --> 00:08:37.360]   up in six weeks.
[00:08:37.360 --> 00:08:40.680]   And, oh, and by the way, they changed the password.
[00:08:40.680 --> 00:08:43.640]   Just in case they changed the password so it couldn't back up.
[00:08:43.640 --> 00:08:45.200]   They say, "No, no, we weren't doing that.
[00:08:45.200 --> 00:08:46.680]   We just didn't want it."
[00:08:46.680 --> 00:08:50.080]   I don't know why they changed the password, but they changed the password.
[00:08:50.080 --> 00:08:52.240]   Maybe they were trying to read the backup.
[00:08:52.240 --> 00:08:53.560]   But Apple said, "Hey, just come to us.
[00:08:53.560 --> 00:08:55.520]   We'll give you that stuff."
[00:08:55.520 --> 00:08:58.720]   So that's one.
[00:08:58.720 --> 00:09:02.480]   Apple--Tim Cook in his interview with ABC kind of implied, "Well, if we write this, it's
[00:09:02.480 --> 00:09:05.720]   like creating a cancer."
[00:09:05.720 --> 00:09:09.920]   But it's pretty clear that, in fact, the way Apple signs firmware updates, this would
[00:09:09.920 --> 00:09:12.680]   be specific to this phone and no other.
[00:09:12.680 --> 00:09:17.000]   That particular piece of software that Apple doesn't want to write wouldn't be usable on
[00:09:17.000 --> 00:09:18.160]   other phones.
[00:09:18.160 --> 00:09:20.640]   The real point here is it would be a precedent, right?
[00:09:20.640 --> 00:09:21.640]   Yes.
[00:09:21.640 --> 00:09:22.640]   It's a precedent.
[00:09:22.640 --> 00:09:25.920]   If that software gets out, it's still going to be tough for someone to sign it and put
[00:09:25.920 --> 00:09:26.920]   it on another phone.
[00:09:26.920 --> 00:09:28.640]   It doesn't mean it's impossible because--
[00:09:28.640 --> 00:09:35.640]   Well, Apple has the keys and I'm sure Apple does everything it can to protect those keys.
[00:09:35.640 --> 00:09:36.640]   Yeah.
[00:09:36.640 --> 00:09:41.200]   But once the precedent is sent, then the New York DA has said, "We have over 150,000,
[00:09:41.200 --> 00:09:42.200]   right?"
[00:09:42.200 --> 00:09:44.320]   I've got a bunch of phones in New York.
[00:09:44.320 --> 00:09:48.000]   And they're just ready to, as soon as this precedent is sent, to say, "Apple, we need
[00:09:48.000 --> 00:09:52.560]   you to bypass the encryption that's on these phones as well."
[00:09:52.560 --> 00:09:56.800]   A lot of people say Facebook, Microsoft, and Google are supporting Apple.
[00:09:56.800 --> 00:10:01.120]   You say that Google wants you to think that, but they're not.
[00:10:01.120 --> 00:10:02.800]   Well, that's changed a little bit.
[00:10:02.800 --> 00:10:08.920]   So their initial response, which was glossed as support for Apple, really wasn't.
[00:10:08.920 --> 00:10:10.760]   It was as tepid as you could get.
[00:10:10.760 --> 00:10:12.120]   Sundar petrized tweets.
[00:10:12.120 --> 00:10:17.480]   Yeah, it was tweeted from his personal account and he phrased everything in a very general
[00:10:17.480 --> 00:10:21.400]   way, so that it sounded like he was really supporting Apple.
[00:10:21.400 --> 00:10:22.920]   But in fact, he wasn't saying anything.
[00:10:22.920 --> 00:10:28.600]   He was saying, "If this is a backdoor, then that's wrong, and we don't support that.
[00:10:28.600 --> 00:10:33.240]   We don't support the idea of forcing companies to hack their customers' iPhones."
[00:10:33.240 --> 00:10:37.960]   But he didn't say whether he thinks that was actually the case here or not.
[00:10:37.960 --> 00:10:40.280]   And that's what really the whole question turns on.
[00:10:40.280 --> 00:10:42.080]   Is this a backdoor?
[00:10:42.080 --> 00:10:43.800]   Does it amount to a backdoor?
[00:10:43.800 --> 00:10:45.320]   Or does it not amount to a backdoor?
[00:10:45.320 --> 00:10:47.320]   That's the very dispute that's in question.
[00:10:47.320 --> 00:10:48.800]   So it was interesting.
[00:10:48.800 --> 00:10:53.800]   It was interesting to see because the tech companies that are Apple's rivals were under
[00:10:53.800 --> 00:10:55.600]   immediate pressure.
[00:10:55.600 --> 00:10:59.440]   People on Twitter made sure that they were under immediate pressure to respond to this
[00:10:59.440 --> 00:11:01.240]   and to weigh in.
[00:11:01.240 --> 00:11:03.480]   And it was interesting to watch.
[00:11:03.480 --> 00:11:09.880]   You could almost hear the backroom meetings with lawyers going on at each of those companies'
[00:11:09.880 --> 00:11:11.960]   headquarters where they're saying, "Well, what can we say?
[00:11:11.960 --> 00:11:13.720]   What can't we say?"
[00:11:13.720 --> 00:11:17.080]   And there was no response at all for the first 24 hours or so.
[00:11:17.080 --> 00:11:21.160]   And then, yes, Sundar Pichai had his tweets, which were, again, not really saying anything.
[00:11:21.160 --> 00:11:24.680]   It was designed to sound like it was saying something without saying something.
[00:11:24.680 --> 00:11:30.440]   But Google has since backed Apple in a much more substantive way.
[00:11:30.440 --> 00:11:34.840]   And other tech companies are now coming around as well, some more than others.
[00:11:34.840 --> 00:11:35.600]   I thought it was interesting.
[00:11:35.600 --> 00:11:41.920]   The one other tech CEO, one of their high-profile tech CEO that really weighed in strongly,
[00:11:41.920 --> 00:11:43.680]   right away and said, "Apple is right.
[00:11:43.680 --> 00:11:45.520]   I stand with Apple."
[00:11:45.520 --> 00:11:50.520]   It was actually the CEO of WhatsApp, which is owned by Facebook.
[00:11:50.520 --> 00:11:55.000]   Maybe because his company's owned by Facebook, he doesn't have to back up what he says because
[00:11:55.000 --> 00:11:58.520]   he doesn't have the authority to decide what WhatsApp does.
[00:11:58.520 --> 00:12:02.920]   It probably has to go through his boss, Mark Zuckerberg, who had not weighed in.
[00:12:02.920 --> 00:12:05.840]   He must fear what Apple fears, which is that he would be a private.
[00:12:05.840 --> 00:12:06.840]   He would certainly be approached.
[00:12:06.840 --> 00:12:11.240]   And they do use encryption, but they would be approached immediately to hand over whatever
[00:12:11.240 --> 00:12:12.680]   they could hand over.
[00:12:12.680 --> 00:12:20.120]   Well, yeah, and WhatsApp has built its business to a large extent on privacy.
[00:12:20.120 --> 00:12:25.400]   And Apple, that's appropriate because that's what Apple is trying to do now as well.
[00:12:25.400 --> 00:12:29.400]   My immediate response when this case went public was, "This doesn't surprise me because
[00:12:29.400 --> 00:12:33.880]   Apple has been spoiling for this fight ever since the Snowden revelations."
[00:12:33.880 --> 00:12:37.600]   And there was the backlash against the tech companies for standing by and letting everybody's
[00:12:37.600 --> 00:12:40.160]   data be hoovered up.
[00:12:40.160 --> 00:12:45.040]   Apple, Tim Cook and Apple executives got together, I'm sure, and they said, "Look, we should
[00:12:45.040 --> 00:12:47.440]   be the company that's out front on this.
[00:12:47.440 --> 00:12:48.440]   Look at our rivals.
[00:12:48.440 --> 00:12:49.440]   Look at Google.
[00:12:49.440 --> 00:12:51.280]   Look at Facebook.
[00:12:51.280 --> 00:12:52.920]   Look at the other big tech companies out there.
[00:12:52.920 --> 00:12:57.120]   Their businesses are built on harvesting their users' personal data.
[00:12:57.120 --> 00:12:58.560]   Our business isn't built on that.
[00:12:58.560 --> 00:12:59.800]   We sell phones.
[00:12:59.800 --> 00:13:01.280]   Our customers are our customers.
[00:13:01.280 --> 00:13:02.640]   They're not our product.
[00:13:02.640 --> 00:13:07.040]   And that gives Apple the ability to try to take the high ground and be the company that
[00:13:07.040 --> 00:13:08.480]   will fight for your privacy.
[00:13:08.480 --> 00:13:13.720]   The company that cares about protecting your data rather than packaging your data for targeted
[00:13:13.720 --> 00:13:14.720]   advertisements.
[00:13:14.720 --> 00:13:19.000]   And I think it has really become genuinely a part of Apple's strategy ever since then.
[00:13:19.000 --> 00:13:23.760]   And I think that they were looking for a fight like this just as much as the DOJ was.
[00:13:23.760 --> 00:13:28.400]   At the same time, again, Apple would like everybody to think this is all private, but
[00:13:28.400 --> 00:13:30.520]   in fact, they have your backup.
[00:13:30.520 --> 00:13:34.920]   And if you do back up to iCloud, they will give it to the law enforcement.
[00:13:34.920 --> 00:13:39.120]   So I think that's as much marketing hype as it is anything else.
[00:13:39.120 --> 00:13:42.800]   What's interesting is there have been stories that Apple is now working on an uncrackable
[00:13:42.800 --> 00:13:44.960]   phone.
[00:13:44.960 --> 00:13:50.640]   One that they can't, by the way, you know and I know it's not a backdoor.
[00:13:50.640 --> 00:13:52.600]   It's not about undoing the encryption.
[00:13:52.600 --> 00:13:57.760]   What it is is about helping the FBI unlock the front door, the very weak four digit passcode
[00:13:57.760 --> 00:14:00.320]   on this iPhone 5C.
[00:14:00.320 --> 00:14:01.920]   But Apple even calls it a backdoor.
[00:14:01.920 --> 00:14:04.320]   This is in their response to the court.
[00:14:04.320 --> 00:14:07.560]   They say this is not a case about one isolated phone.
[00:14:07.560 --> 00:14:10.880]   This is about the Department of Justice and the FBI seeking through the courts a dangerous
[00:14:10.880 --> 00:14:16.440]   power that Congress and the American people withheld the ability to force companies like
[00:14:16.440 --> 00:14:19.880]   Apple to undermine the basic security and privacy interests of hundreds of millions of
[00:14:19.880 --> 00:14:21.360]   individuals around the globe.
[00:14:21.360 --> 00:14:24.560]   That I might agree with, but then it says the government demands that Apple create a
[00:14:24.560 --> 00:14:28.080]   backdoor to defeat encryption on the iPhone.
[00:14:28.080 --> 00:14:32.840]   Again, this is not written very precisely because it isn't a backdoor, but this is really for
[00:14:32.840 --> 00:14:34.320]   public opinion, right?
[00:14:34.320 --> 00:14:37.760]   Like the CTO, RSA calls it a backdoor.
[00:14:37.760 --> 00:14:38.760]   But there's a difference.
[00:14:38.760 --> 00:14:39.760]   They're bad.
[00:14:39.760 --> 00:14:40.760]   They're bad.
[00:14:40.760 --> 00:14:41.760]   They're bad.
[00:14:41.760 --> 00:14:42.760]   They're bad.
[00:14:42.760 --> 00:14:43.760]   They're bad.
[00:14:43.760 --> 00:14:44.760]   They're bad.
[00:14:44.760 --> 00:14:45.760]   They're bad.
[00:14:45.760 --> 00:14:46.760]   They're bad.
[00:14:46.760 --> 00:14:47.760]   They're bad.
[00:14:47.760 --> 00:14:48.760]   They're bad.
[00:14:48.760 --> 00:14:49.760]   They're bad.
[00:14:49.760 --> 00:14:50.760]   They're bad.
[00:14:50.760 --> 00:14:51.760]   They're bad.
[00:14:51.760 --> 00:14:52.760]   They're bad.
[00:14:52.760 --> 00:14:53.760]   They're bad.
[00:14:53.760 --> 00:14:54.760]   They're bad.
[00:14:54.760 --> 00:14:55.760]   They're bad.
[00:14:55.760 --> 00:14:56.760]   They're bad.
[00:14:56.760 --> 00:14:57.760]   They're bad.
[00:14:57.760 --> 00:14:58.760]   They're bad.
[00:14:58.760 --> 00:14:59.760]   They're bad.
[00:14:59.760 --> 00:15:00.760]   They're bad.
[00:15:00.760 --> 00:15:01.760]   They're bad.
[00:15:01.760 --> 00:15:02.760]   They're bad.
[00:15:02.760 --> 00:15:03.760]   They're bad.
[00:15:03.760 --> 00:15:04.760]   They're bad.
[00:15:04.760 --> 00:15:05.760]   They're bad.
[00:15:05.760 --> 00:15:06.760]   They're bad.
[00:15:06.760 --> 00:15:07.760]   They're bad.
[00:15:07.760 --> 00:15:08.760]   They're bad.
[00:15:08.760 --> 00:15:09.760]   They're bad.
[00:15:09.760 --> 00:15:10.760]   They're bad.
[00:15:10.760 --> 00:15:11.760]   They're bad.
[00:15:11.760 --> 00:15:12.760]   They're bad.
[00:15:12.760 --> 00:15:13.760]   They're bad.
[00:15:13.760 --> 00:15:14.760]   They're bad.
[00:15:14.760 --> 00:15:15.760]   They're bad.
[00:15:15.760 --> 00:15:16.760]   They're bad.
[00:15:16.760 --> 00:15:17.760]   They're bad.
[00:15:17.760 --> 00:15:18.760]   They're bad.
[00:15:18.760 --> 00:15:19.760]   They're bad.
[00:15:19.760 --> 00:15:20.760]   They're bad.
[00:15:20.760 --> 00:15:21.760]   They're bad.
[00:15:21.760 --> 00:15:22.760]   They're bad.
[00:15:22.760 --> 00:15:23.760]   They're bad.
[00:15:23.760 --> 00:15:24.760]   They're bad.
[00:15:24.760 --> 00:15:25.760]   They're bad.
[00:15:25.760 --> 00:15:26.760]   They're bad.
[00:15:26.760 --> 00:15:27.760]   They're bad.
[00:15:27.760 --> 00:15:28.760]   They're bad.
[00:15:28.760 --> 00:15:29.760]   They're bad.
[00:15:29.760 --> 00:15:30.760]   They're bad.
[00:15:30.760 --> 00:15:31.760]   They're bad.
[00:15:31.760 --> 00:15:32.760]   They're bad.
[00:15:32.760 --> 00:15:33.760]   They're bad.
[00:15:33.760 --> 00:15:34.760]   They're bad.
[00:15:34.760 --> 00:15:35.760]   They're bad.
[00:15:35.760 --> 00:15:36.760]   They're bad.
[00:15:36.760 --> 00:15:37.760]   They're bad.
[00:15:37.760 --> 00:15:38.760]   They're bad.
[00:15:38.760 --> 00:15:39.760]   They're bad.
[00:15:39.760 --> 00:15:40.760]   They're bad.
[00:15:40.760 --> 00:15:41.760]   They're bad.
[00:15:41.760 --> 00:15:42.760]   They're bad.
[00:15:42.760 --> 00:15:43.760]   They're bad.
[00:15:43.760 --> 00:15:44.760]   They're bad.
[00:15:44.760 --> 00:15:45.760]   They're bad.
[00:15:45.760 --> 00:15:46.760]   They're bad.
[00:15:46.760 --> 00:15:47.760]   They're bad.
[00:15:47.760 --> 00:15:48.760]   They're bad.
[00:15:48.760 --> 00:15:49.760]   They're bad.
[00:15:49.760 --> 00:15:50.760]   They're bad.
[00:15:50.760 --> 00:15:51.760]   They're bad.
[00:15:51.760 --> 00:15:52.760]   They're bad.
[00:15:52.760 --> 00:15:53.760]   They're bad.
[00:15:53.760 --> 00:15:54.760]   They're bad.
[00:15:54.760 --> 00:15:55.760]   They're bad.
[00:15:55.760 --> 00:15:56.760]   They're bad.
[00:15:56.760 --> 00:15:57.760]   They're bad.
[00:15:57.760 --> 00:15:58.760]   They're bad.
[00:15:58.760 --> 00:15:59.760]   They're bad.
[00:15:59.760 --> 00:16:00.760]   They're bad.
[00:16:00.760 --> 00:16:01.760]   They're bad.
[00:16:01.760 --> 00:16:02.760]   They're bad.
[00:16:02.760 --> 00:16:03.760]   They're bad.
[00:16:03.760 --> 00:16:04.760]   They're bad.
[00:16:04.760 --> 00:16:05.760]   They're bad.
[00:16:05.760 --> 00:16:06.760]   They're bad.
[00:16:06.760 --> 00:16:07.760]   They're bad.
[00:16:07.760 --> 00:16:08.760]   They're bad.
[00:16:08.760 --> 00:16:09.760]   They're bad.
[00:16:09.760 --> 00:16:10.760]   They're bad.
[00:16:10.760 --> 00:16:11.760]   They're bad.
