;FFMETADATA1
title=Chop It Down and Call It Tony
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=487
genre=Podcast
comment=http://twit.tv/twit
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2014
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:04.400]   It's time for Twit this week in tech. We have a great panel.
[00:01:24.400 --> 00:01:33.400]   And buy Citrix Go To Meeting, the powerfully simple way to meet with coworkers and clients from the convenience of your computer, smartphone or tablet.
[00:01:33.400 --> 00:01:38.400]   Share the same screen and see each other face to face with HD video conferencing.
[00:01:38.400 --> 00:01:42.400]   For a 30 day free trial, visit GoToMeeting.com today.
[00:01:42.400 --> 00:01:44.900]   And buy Nature Box.
[00:01:44.900 --> 00:01:47.900]   Nature Box ships great tasting snacks right to your door.
[00:01:47.900 --> 00:01:52.400]   Start snacking smarter with wholesome delicious treats like lemon tea biscuits.
[00:01:52.400 --> 00:01:57.400]   To get your complimentary Nature Box sampler visit naturebox.com/twit.
[00:01:57.400 --> 00:02:02.400]   That's naturebox.com/twit.
[00:02:02.400 --> 00:02:06.400]   It's time for Twit this weekend tech to show where we cover the week's tech news.
[00:02:06.400 --> 00:02:11.400]   And there as is always a lot of tech news and a great panel ahead for you.
[00:02:11.400 --> 00:02:12.400]   Welcome back.
[00:02:12.400 --> 00:02:13.400]   Serenity called.
[00:02:13.400 --> 00:02:21.400]   Well, last time Serenity was here, she was working at a little Macintosh magazine, which has since gone out of business.
[00:02:21.400 --> 00:02:23.400]   Called Macworld.
[00:02:23.400 --> 00:02:26.400]   But I'm so glad the folks at I'm more picked you up.
[00:02:26.400 --> 00:02:28.400]   She's now at I'm more.com.
[00:02:28.400 --> 00:02:32.400]   I'm very grateful that the folks at I'm more, especially Renee and Richie, pick me up.
[00:02:32.400 --> 00:02:33.400]   He's a good dude.
[00:02:33.400 --> 00:02:34.400]   I was pissed.
[00:02:34.400 --> 00:02:35.400]   I wanted you.
[00:02:35.400 --> 00:02:36.400]   Was there a bidding?
[00:02:36.400 --> 00:02:38.400]   Was there a bidding more?
[00:02:38.400 --> 00:02:40.400]   Because nobody told me.
[00:02:40.400 --> 00:02:48.400]   I actually, when things at Macworld started getting a little rocky, I actually reached out to Renee.
[00:02:48.400 --> 00:02:50.400]   And I was like, "Hey, I like your stuff.
[00:02:50.400 --> 00:02:52.400]   You have an opening."
[00:02:52.400 --> 00:02:55.400]   And you're still working with Jason on the incomparable, right?
[00:02:55.400 --> 00:02:56.400]   I am.
[00:02:56.400 --> 00:02:57.400]   Yes.
[00:02:57.400 --> 00:02:58.400]   We're working on some radio play shenanigans hopefully.
[00:02:58.400 --> 00:02:59.400]   I love that.
[00:02:59.400 --> 00:03:00.400]   I love that.
[00:03:00.400 --> 00:03:06.400]   If you can in any way mix us into the mix, I've always wanted to do radio theater.
[00:03:06.400 --> 00:03:09.400]   You know, really our audience wants us to do tech and we stick with tech.
[00:03:09.400 --> 00:03:10.400]   But we have such a great facility.
[00:03:10.400 --> 00:03:13.400]   We could just do the greatest theater here.
[00:03:13.400 --> 00:03:16.400]   And I just, I've wanted to do that all along.
[00:03:16.400 --> 00:03:18.400]   So anyway, I can help you out.
[00:03:18.400 --> 00:03:21.400]   We should mention that Serenity is just back from Roller Derby.
[00:03:21.400 --> 00:03:22.400]   I am, yes.
[00:03:22.400 --> 00:03:25.400]   What's your roller derby handle?
[00:03:25.400 --> 00:03:27.400]   R2 detonate.
[00:03:27.400 --> 00:03:29.400]   Very nerdy.
[00:03:29.400 --> 00:03:34.400]   And last time you were on you, you explained to me that you play all the positions.
[00:03:34.400 --> 00:03:37.400]   You're not always any one position in Roller Derby.
[00:03:37.400 --> 00:03:38.400]   Yeah.
[00:03:38.400 --> 00:03:43.400]   I tend to play a jammer which scores the points, but also a blocker who prevents the other jammer
[00:03:43.400 --> 00:03:47.400]   from scoring points and a pivot who's a blocker who can occasionally become the person
[00:03:47.400 --> 00:03:48.400]   who scores points.
[00:03:48.400 --> 00:03:49.400]   The jammer.
[00:03:49.400 --> 00:03:54.400]   And I remember this from the days when I was a kid watching the Bay Area bombers.
[00:03:54.400 --> 00:04:02.400]   That's a crazy job because they basically hurl you, they you hurl you through the line of
[00:04:02.400 --> 00:04:05.400]   other people and you got to get people are hitting you and it's crazy.
[00:04:05.400 --> 00:04:08.400]   I love people are hitting you and you got to dodge things.
[00:04:08.400 --> 00:04:11.400]   More recently, it's been a sort of a pushing game.
[00:04:11.400 --> 00:04:15.400]   So you have to have the strength to kind of push through these standstill walls and jump
[00:04:15.400 --> 00:04:16.400]   around them, which is kind of fun.
[00:04:16.400 --> 00:04:18.400]   I admire you so much.
[00:04:18.400 --> 00:04:19.400]   That's so cool.
[00:04:19.400 --> 00:04:21.400]   And Serenity, you're in the New York still.
[00:04:21.400 --> 00:04:22.400]   Yeah, in Boston.
[00:04:22.400 --> 00:04:23.400]   Yeah.
[00:04:23.400 --> 00:04:26.400]   I will be in New York next week because my sisters come here visit.
[00:04:26.400 --> 00:04:27.400]   Awesome.
[00:04:27.400 --> 00:04:28.400]   Great to see you.
[00:04:28.400 --> 00:04:32.400]   Hey, we haven't seen this fellow in so long and it's been way too long.
[00:04:32.400 --> 00:04:33.400]   Oh, doctor.
[00:04:33.400 --> 00:04:35.400]   Oh, and JJ Stone is here.
[00:04:35.400 --> 00:04:36.400]   Am I me?
[00:04:36.400 --> 00:04:37.400]   That's me?
[00:04:37.400 --> 00:04:38.400]   That's you.
[00:04:38.400 --> 00:04:40.400]   You look like you got some stuff on your face.
[00:04:40.400 --> 00:04:41.400]   I mean, clean that off.
[00:04:41.400 --> 00:04:43.400]   Would you polish that up?
[00:04:43.400 --> 00:04:46.400]   Yeah, are those wings coming out of your head?
[00:04:46.400 --> 00:04:48.400]   What is that coming out of your head?
[00:04:48.400 --> 00:04:50.400]   Those are those are my daughter's boxing gloves.
[00:04:50.400 --> 00:04:51.400]   Oh, good.
[00:04:51.400 --> 00:04:54.400]   If anybody says they're antlers or anything like that, you can come over and you have my little
[00:04:54.400 --> 00:04:55.400]   guardian come on.
[00:04:55.400 --> 00:04:56.400]   She's a doctor.
[00:04:56.400 --> 00:04:57.400]   She is so cute.
[00:04:57.400 --> 00:05:01.400]   She is a purple belt in Jujitsu currently and my personal ninja.
[00:05:01.400 --> 00:05:04.400]   I'm sending her to North Korea to handle this Sony league.
[00:05:04.400 --> 00:05:05.400]   Good.
[00:05:05.400 --> 00:05:08.400]   You know, they don't expect a little people to come in.
[00:05:08.400 --> 00:05:09.400]   Doctor Dada.
[00:05:09.400 --> 00:05:10.400]   Do something.
[00:05:10.400 --> 00:05:11.400]   That's right.
[00:05:11.400 --> 00:05:12.400]   Doctor Dada.
[00:05:12.400 --> 00:05:13.400]   We missed you.
[00:05:13.400 --> 00:05:18.400]   And we want to welcome a new member to the panel and it's so good to have.
[00:05:18.400 --> 00:05:19.400]   Okay.
[00:05:19.400 --> 00:05:20.400]   I'm going to do it.
[00:05:20.400 --> 00:05:21.400]   I'm going to do it.
[00:05:21.400 --> 00:05:22.400]   Lisa at a Chico.
[00:05:22.400 --> 00:05:23.400]   Yep, you got it.
[00:05:23.400 --> 00:05:24.400]   Yay.
[00:05:24.400 --> 00:05:26.400]   Lisa writes for business insider.
[00:05:26.400 --> 00:05:27.400]   She covers tech.
[00:05:27.400 --> 00:05:29.400]   It has covered tech for a variety of publications.
[00:05:29.400 --> 00:05:32.400]   And as you can see, she is a drummer.
[00:05:32.400 --> 00:05:33.400]   Her drum kit right behind her.
[00:05:33.400 --> 00:05:34.400]   Great to have you, Lisa.
[00:05:34.400 --> 00:05:35.400]   Welcome.
[00:05:35.400 --> 00:05:37.400]   I warned Lisa about you all.
[00:05:37.400 --> 00:05:39.400]   It's going to be a crazy show.
[00:05:39.400 --> 00:05:40.400]   Oh, oh, okay.
[00:05:40.400 --> 00:05:43.400]   I just behaved myself.
[00:05:43.400 --> 00:05:44.400]   Yeah.
[00:05:44.400 --> 00:05:47.400]   I'm just I'm just here to make fun of things.
[00:05:47.400 --> 00:05:49.400]   I don't have nothing serious.
[00:05:49.400 --> 00:05:52.400]   As the chatroom will repeat, why is he even here?
[00:05:52.400 --> 00:05:53.400]   It's not a tech journalist.
[00:05:53.400 --> 00:05:54.400]   No, we love you.
[00:05:54.400 --> 00:05:55.400]   You are.
[00:05:55.400 --> 00:05:56.400]   No, no, you don't have to be anything.
[00:05:56.400 --> 00:05:57.400]   You're Owen.
[00:05:57.400 --> 00:05:58.400]   You're Oh, doctor.
[00:05:58.400 --> 00:05:59.400]   I'm your nephew.
[00:05:59.400 --> 00:06:02.400]   I'm like the cousin that has to come over yet to deal with me and I'm family.
[00:06:02.400 --> 00:06:03.400]   That's one reason I'm here.
[00:06:03.400 --> 00:06:07.400]   I got to tell you, you know, Serennie just got off roller derby practice.
[00:06:07.400 --> 00:06:10.280]   Jam some food down a throat and it's here.
[00:06:10.280 --> 00:06:15.280]   But but Owen is missing the Eagles game and that is even a bigger deal.
[00:06:15.280 --> 00:06:16.280]   It's stressful.
[00:06:16.280 --> 00:06:18.280]   I didn't even shower over it or anything.
[00:06:18.280 --> 00:06:19.280]   I was all stressed out.
[00:06:19.280 --> 00:06:20.280]   What's the score?
[00:06:20.280 --> 00:06:21.280]   What's the score?
[00:06:21.280 --> 00:06:26.200]   We're going to we actually we've hired a person to to sit in over here and watch the Eagles
[00:06:26.200 --> 00:06:29.280]   game so I can feed you the score.
[00:06:29.280 --> 00:06:30.680]   He has got his laptop open.
[00:06:30.680 --> 00:06:31.680]   He's got the game on.
[00:06:31.680 --> 00:06:36.760]   He's even wearing an ugly Eagles Christmas sweater and he just got a raise and a company
[00:06:36.760 --> 00:06:38.560]   car and a company car.
[00:06:38.560 --> 00:06:41.840]   Jeff, what's Leo is in the giving here for the holiday season?
[00:06:41.840 --> 00:06:45.440]   Let me tell you, Jeff, I just want you to if there's a touchdown, go through the touchdown
[00:06:45.440 --> 00:06:46.440]   thing.
[00:06:46.440 --> 00:06:48.280]   If there's past interference, just grab your wrist.
[00:06:48.280 --> 00:06:49.440]   You know, do the whole thing.
[00:06:49.440 --> 00:06:50.440]   Okay.
[00:06:50.440 --> 00:06:51.440]   All right.
[00:06:51.440 --> 00:06:53.960]   He's Jeff Needles is in charge.
[00:06:53.960 --> 00:06:54.960]   Big story this week.
[00:06:54.960 --> 00:06:58.680]   Actually, there were several, but the big story, I guess, is the Sony Pictures Entertainment
[00:06:58.680 --> 00:07:06.200]   Hack, which many people said is the worst corporate breach in American history.
[00:07:06.200 --> 00:07:10.280]   You couldn't get much worse than this.
[00:07:10.280 --> 00:07:16.920]   Sony Pictures, as you may remember from the news last, I guess it was last week, we heard
[00:07:16.920 --> 00:07:17.920]   it's something.
[00:07:17.920 --> 00:07:18.920]   There's a virus.
[00:07:18.920 --> 00:07:19.920]   They've sent people home.
[00:07:19.920 --> 00:07:21.840]   All the systems are shut down.
[00:07:21.840 --> 00:07:23.720]   Something's gone wrong for a couple of days.
[00:07:23.720 --> 00:07:25.800]   And now we're starting to see leaks.
[00:07:25.800 --> 00:07:32.280]   Journalists are getting links on paste bin to 40 gigabytes of data.
[00:07:32.280 --> 00:07:33.280]   Pretty much.
[00:07:33.280 --> 00:07:39.080]   I would say everything that was on those Sony computers and that corporate network at Sony
[00:07:39.080 --> 00:07:41.000]   Pictures Entertainment has been leaked.
[00:07:41.000 --> 00:07:46.840]   We're talking scripts, JJ Abrams pilots, salaries.
[00:07:46.840 --> 00:07:48.600]   You can even to do some employees romances.
[00:07:48.600 --> 00:07:55.000]   But the best part I love is there were folders on the in the paste bin that hackers cleverly
[00:07:55.000 --> 00:07:56.760]   and conveniently for us.
[00:07:56.760 --> 00:07:58.760]   Journalists organized them.
[00:07:58.760 --> 00:08:05.160]   There's a folder called passwords, secure passwords dot txt.
[00:08:05.160 --> 00:08:08.200]   They just put it on a folder on somebody's desktop.
[00:08:08.200 --> 00:08:13.640]   FTP passwords log into the corporate YouTube accounts for various movies.
[00:08:13.640 --> 00:08:19.240]   All of this stuff and much more seriously, tens of thousands of Social Security numbers,
[00:08:19.240 --> 00:08:26.160]   not only for current employees, but for past employees, completely open.
[00:08:26.160 --> 00:08:33.960]   Next, a mess, the group that claims the hack put a hashtag GOP on this defaced website.
[00:08:33.960 --> 00:08:35.520]   They're called the guardians of peace.
[00:08:35.520 --> 00:08:37.480]   We don't know exactly who they are.
[00:08:37.480 --> 00:08:43.880]   Although we've heard that some of the source code for the hack software is in Korean and
[00:08:43.880 --> 00:08:49.560]   there is some, you know, I think it's speculation because Sony was doing a movie called the
[00:08:49.560 --> 00:08:57.680]   interview that mocks North Korea, that North Korea is a suspect.
[00:08:57.680 --> 00:09:02.120]   If you've been watching the coverage and we've been doing it all week long on TNT, it is
[00:09:02.120 --> 00:09:08.120]   it is as stunning as you can get the here's the here's the homepage hacked by hashtag
[00:09:08.120 --> 00:09:09.120]   GOP.
[00:09:09.120 --> 00:09:11.640]   We've already warned you and this is just a beginning.
[00:09:11.640 --> 00:09:15.480]   We continue till our request be met.
[00:09:15.480 --> 00:09:17.960]   We've obtained all your internal data, including your secrets.
[00:09:17.960 --> 00:09:21.040]   If you don't obey us, I don't know what they're asked for.
[00:09:21.040 --> 00:09:23.840]   We'll release data shown to the world.
[00:09:23.840 --> 00:09:27.960]   Determine what you will till November 24th at 11 PM GMT.
[00:09:27.960 --> 00:09:32.720]   Well, in fact, I don't know if Sony even knew what they wanted.
[00:09:32.720 --> 00:09:36.680]   So this stuff was all released.
[00:09:36.680 --> 00:09:38.400]   Lisa, what do you make of this story?
[00:09:38.400 --> 00:09:40.640]   This is a scary story.
[00:09:40.640 --> 00:09:42.680]   Do you believe North Korea is involved?
[00:09:42.680 --> 00:09:45.920]   I mean, it's really hard to tell at this point.
[00:09:45.920 --> 00:09:50.240]   I mean, I don't know about you guys, but reading that message that you just read and
[00:09:50.240 --> 00:09:54.480]   reading about it, it seemed like a very personal attack.
[00:09:54.480 --> 00:09:59.200]   Whoever was behind this really felt like Sony had done something wrong or really has it
[00:09:59.200 --> 00:10:01.400]   in for Sony.
[00:10:01.400 --> 00:10:02.400]   And yeah, I don't know.
[00:10:02.400 --> 00:10:04.400]   It's hard to tell if it's North Korea specifically.
[00:10:04.400 --> 00:10:09.680]   They definitely don't seem to be really denying that they're behind it, but it's hard to
[00:10:09.680 --> 00:10:11.200]   kind of nail it down.
[00:10:11.200 --> 00:10:15.880]   One security expert said, you know, state sponsored hackers don't create crazy.
[00:10:15.880 --> 00:10:19.520]   Cool names for themselves like the guardians of peace.
[00:10:19.520 --> 00:10:25.200]   But maybe, but maybe they're doing that to, you know, take people off the scent.
[00:10:25.200 --> 00:10:26.600]   Yeah, it's possible.
[00:10:26.600 --> 00:10:30.840]   I mean, it could be, you know, another group, you know, that supports North Korea.
[00:10:30.840 --> 00:10:33.680]   Maybe that just really just like Sony for any reason.
[00:10:33.680 --> 00:10:35.680]   But yeah, it's just really terrifying.
[00:10:35.680 --> 00:10:40.440]   I mean, we're not even just talking about leaked movies or anything like that.
[00:10:40.440 --> 00:10:45.520]   It's like literally every single thing that Sony has, every bit of personal information
[00:10:45.520 --> 00:10:50.400]   about employees and about the company in general is just out there, which is terrifying.
[00:10:50.400 --> 00:10:56.880]   Fusion.net, which has done a good job of covering this reports with interviews with former
[00:10:56.880 --> 00:10:59.920]   employees that this hack was a long time coming.
[00:10:59.920 --> 00:11:04.000]   This is Kashmir Hill writing for Fusion.net.
[00:11:04.000 --> 00:11:10.960]   Apparently, Sony's, by the way, here's the, here's storycomputer passwords.doc systems
[00:11:10.960 --> 00:11:13.440]   user IDs and passwords.xl.
[00:11:13.440 --> 00:11:14.960]   This is spreadsheet.
[00:11:14.960 --> 00:11:21.040]   Territories passwords.xl, the interview budget, the interview by the way, was that anti-North
[00:11:21.040 --> 00:11:23.280]   Korean film.
[00:11:23.280 --> 00:11:25.720]   Unix servers.xls.
[00:11:25.720 --> 00:11:27.560]   Unlock ID and reset.xls.
[00:11:27.560 --> 00:11:32.200]   UPS login and password, users names and passwords.
[00:11:32.200 --> 00:11:36.800]   Apparently the person, first of all, there's a couple of issues here.
[00:11:36.800 --> 00:11:44.320]   One employee told Kashmir Hill that the information team for the 7,000 employee Sony Pictures
[00:11:44.320 --> 00:11:46.320]   Entertainment is 11 people.
[00:11:46.320 --> 00:11:53.320]   Of those 11 people, there are only three actual security analysts, the rest are managers.
[00:11:53.320 --> 00:11:57.960]   Three managers, three directors, an executive director and a senior vice president.
[00:11:57.960 --> 00:12:02.480]   Apparently, even though they've done risk assessment with third parties, they've ignored
[00:12:02.480 --> 00:12:04.760]   the advice.
[00:12:04.760 --> 00:12:10.040]   And Kashmir even found an interview with Jason Spaltrow, who was then the executive director
[00:12:10.040 --> 00:12:16.280]   of Information Security at Sony Pictures, an interview in 2007 with CIO Magazine in which
[00:12:16.280 --> 00:12:20.760]   he said, "You know, it's a valid business decision to accept the risk of a security
[00:12:20.760 --> 00:12:21.760]   breach.
[00:12:21.760 --> 00:12:26.400]   Why spend $10 million to avoid a possible million dollar loss?"
[00:12:26.400 --> 00:12:34.280]   Apparently, they didn't care if users had passwords like password 123.
[00:12:34.280 --> 00:12:37.160]   It's almost a sense, and this isn't the first time Sony's been hacked.
[00:12:37.160 --> 00:12:40.760]   They should have been prepared, right, serenity?
[00:12:40.760 --> 00:12:45.240]   I mean, didn't the PlayStation network get hacked, too?
[00:12:45.240 --> 00:12:46.240]   That's right.
[00:12:46.240 --> 00:12:51.040]   I think it was credit cards and that information for folks who were part of the PlayStation
[00:12:51.040 --> 00:12:52.040]   Online.
[00:12:52.040 --> 00:12:53.040]   That was what?
[00:12:53.040 --> 00:12:55.840]   A couple of years back, 2011 or 2012, I want to say.
[00:12:55.840 --> 00:13:02.440]   Yeah, no, it's a little mind-boggling to think just how far they've gone off the deep
[00:13:02.440 --> 00:13:07.840]   end in terms of not being able to securely guard their employees' information.
[00:13:07.840 --> 00:13:15.680]   I mean, again, it would be a ridiculous breach if it was just internal, confidential scripts
[00:13:15.680 --> 00:13:17.320]   and information being breached.
[00:13:17.320 --> 00:13:23.880]   But the fact that it's also personal information, including passwords, but also including employees'
[00:13:23.880 --> 00:13:26.320]   names, employees' phone numbers, potential places.
[00:13:26.320 --> 00:13:27.320]   Those security numbers.
[00:13:27.320 --> 00:13:28.320]   Yeah, exactly.
[00:13:28.320 --> 00:13:29.320]   Exactly.
[00:13:29.320 --> 00:13:32.400]   That kind of stuff, for one thing, that kind of stuff should be kept up.
[00:13:32.400 --> 00:13:33.400]   That's under lock and key.
[00:13:33.400 --> 00:13:34.400]   We don't even know.
[00:13:34.400 --> 00:13:35.960]   I mean, there may be applicants, too.
[00:13:35.960 --> 00:13:39.000]   You've implied for a job at Sony, your information might be in there somewhere.
[00:13:39.000 --> 00:13:40.480]   Like, that's really scary.
[00:13:40.480 --> 00:13:48.360]   Sony's promised a credit reporting for people who work there, but for former employees,
[00:13:48.360 --> 00:13:49.360]   nothing.
[00:13:49.360 --> 00:13:50.360]   Yeah, that's...
[00:13:50.360 --> 00:13:52.320]   Even though their information has been leaked, too.
[00:13:52.320 --> 00:13:53.320]   Exactly.
[00:13:53.320 --> 00:13:58.240]   I mean, it's a completely widespread hack and the outrage is completely justified.
[00:13:58.240 --> 00:14:00.520]   I'm just glad I never worked for Sony.
[00:14:00.520 --> 00:14:01.520]   Me, too.
[00:14:01.520 --> 00:14:05.760]   I'm glad I never applied to work there at college because they'll make it.
[00:14:05.760 --> 00:14:06.760]   Holy shit.
[00:14:06.760 --> 00:14:10.680]   So the PlayStation hack was three years ago, April 2011.
[00:14:10.680 --> 00:14:16.440]   77 million accounts had been stolen, including credit cards.
[00:14:16.440 --> 00:14:20.160]   At the time, it was one of the largest data breaches in history.
[00:14:20.160 --> 00:14:26.920]   So it's not like Sony didn't know that these things could happen and know that the blowback
[00:14:26.920 --> 00:14:30.040]   could be considerable.
[00:14:30.040 --> 00:14:32.040]   And they still...
[00:14:32.040 --> 00:14:33.040]   Whatever.
[00:14:33.040 --> 00:14:37.520]   I think you're quote, "What's $1 million?
[00:14:37.520 --> 00:14:39.480]   And if we have to pay $10 million?"
[00:14:39.480 --> 00:14:44.760]   Well, it's not necessarily the $1 million that you might lose on pre-production expenses.
[00:14:44.760 --> 00:14:48.440]   Now that you're looking at employee safeguards, I mean, that's all kinds of doors open for
[00:14:48.440 --> 00:14:50.040]   lawsuits, everything else.
[00:14:50.040 --> 00:14:51.040]   It's crazy.
[00:14:51.040 --> 00:14:52.040]   Well, what?
[00:14:52.040 --> 00:14:54.840]   They're going to get sued.
[00:14:54.840 --> 00:14:55.840]   Oh, yeah.
[00:14:55.840 --> 00:14:59.680]   Sony isn't such a deep hole like, "This isn't...
[00:14:59.680 --> 00:15:01.240]   Might be the biggest hack of all time.
[00:15:01.240 --> 00:15:02.240]   This is the biggest hack of all time."
[00:15:02.240 --> 00:15:04.240]   Somebody put in their trust stones, social screen number.
[00:15:04.240 --> 00:15:06.840]   I don't actors and actors have their social screen number out there.
[00:15:06.840 --> 00:15:07.840]   Okay.
[00:15:07.840 --> 00:15:08.840]   Yeah.
[00:15:08.840 --> 00:15:09.840]   That means...
[00:15:09.840 --> 00:15:15.480]   We know that, for instance, James Franco got paid $6,000 to drive himself to work on the
[00:15:15.480 --> 00:15:16.480]   interview.
[00:15:16.480 --> 00:15:18.640]   I mean, the budgets are there.
[00:15:18.640 --> 00:15:20.440]   Those people are going to get...
[00:15:20.440 --> 00:15:21.440]   They're going to sue.
[00:15:21.440 --> 00:15:22.440]   I found so it's flown.
[00:15:22.440 --> 00:15:23.440]   You know what I got to do?
[00:15:23.440 --> 00:15:28.600]   It's all kinds of stuff in my life because regular people get their ID snatched up and
[00:15:28.600 --> 00:15:31.960]   people have free credit card stuff in their name and they've got to work to get in information.
[00:15:31.960 --> 00:15:36.960]   Now everybody and anybody can just go download this information and go do whatever they want
[00:15:36.960 --> 00:15:37.960]   to do.
[00:15:37.960 --> 00:15:39.560]   Sony has got a huge problem.
[00:15:39.560 --> 00:15:41.120]   We might not even have Sony anymore.
[00:15:41.120 --> 00:15:45.000]   They might have to chop it down and call it Tony and start all over again because it is
[00:15:45.000 --> 00:15:46.640]   a huge problem.
[00:15:46.640 --> 00:15:49.120]   Actually, Sony is not all that...
[00:15:49.120 --> 00:15:53.400]   I don't know about the Sony Pictures Entertainment, but Sony, the total corporation has a huge
[00:15:53.400 --> 00:15:54.400]   company.
[00:15:54.400 --> 00:15:56.800]   They've actually been suffering badly.
[00:15:56.800 --> 00:16:00.200]   They're consumer electronics divisions losing money like crazy.
[00:16:00.200 --> 00:16:02.400]   In fact, somebody...
[00:16:02.400 --> 00:16:07.200]   There was a story a few months ago that most of the money Sony makes comes from selling
[00:16:07.200 --> 00:16:08.800]   insurance in Japan.
[00:16:08.800 --> 00:16:10.800]   This is not a...
[00:16:10.800 --> 00:16:11.800]   You may be right.
[00:16:11.800 --> 00:16:13.880]   It sounds like hyperbole to say this could be the end of Sony.
[00:16:13.880 --> 00:16:17.200]   It could be the end of Sony.
[00:16:17.200 --> 00:16:18.480]   Seinfeld doesn't going to save them.
[00:16:18.480 --> 00:16:19.480]   That's all I know.
[00:16:19.480 --> 00:16:23.160]   That revenue they're getting from Seinfeld, which is outstanding.
[00:16:23.160 --> 00:16:24.160]   Oh yeah.
[00:16:24.160 --> 00:16:25.160]   Oh yeah.
[00:16:25.160 --> 00:16:28.000]   The 16 years old and they're still bringing like 20...
[00:16:28.000 --> 00:16:30.800]   If I was on Seinfeld one time, I probably wouldn't have to work.
[00:16:30.800 --> 00:16:32.920]   I get a check for like 30 grand a year.
[00:16:32.920 --> 00:16:34.160]   I could live off that.
[00:16:34.160 --> 00:16:35.160]   That's like welfare.
[00:16:35.160 --> 00:16:39.080]   If I was on one episode of Seinfeld, man, Seinfeld is...
[00:16:39.080 --> 00:16:40.080]   Oh, Jerry.
[00:16:40.080 --> 00:16:43.560]   I looked at that number and I'm like, "Oh my goodness."
[00:16:43.560 --> 00:16:44.560]   What were they...
[00:16:44.560 --> 00:16:46.840]   They showed what the different stations were paying for Seinfeld.
[00:16:46.840 --> 00:16:49.640]   They were wearing each other.
[00:16:49.640 --> 00:16:50.640]   Everything is out there.
[00:16:50.640 --> 00:16:53.000]   Anything you ever wanted to know is out there.
[00:16:53.000 --> 00:16:55.680]   What color socks people were wearing, like it is insane.
[00:16:55.680 --> 00:16:57.480]   Who was sleeping with a phone?
[00:16:57.480 --> 00:16:58.720]   That's the thing too.
[00:16:58.720 --> 00:17:01.920]   You're taking corporate things with people and then you don't get fired and you sleep
[00:17:01.920 --> 00:17:04.720]   with your subordinates and you're taking some mornings on an island trip.
[00:17:04.720 --> 00:17:05.720]   I need to go work with Sony.
[00:17:05.720 --> 00:17:07.720]   I'm not going to burn.
[00:17:07.720 --> 00:17:13.360]   Letters showed that Sony executives were censured but not fired for exactly that, for
[00:17:13.360 --> 00:17:21.240]   taking junkets with their girlfriends and charging it back to subordinates.
[00:17:21.240 --> 00:17:24.240]   Let's see.
[00:17:24.240 --> 00:17:26.560]   Sony, let's see.
[00:17:26.560 --> 00:17:36.080]   Tribune broadcasting syndication deal pays $37,500 per week over the three years to air
[00:17:36.080 --> 00:17:37.920]   Seinfeld on nine of its stations.
[00:17:37.920 --> 00:17:42.280]   That's $5.85 million.
[00:17:42.280 --> 00:17:46.040]   We know how much they paid for The King of Queens, The Doctor Oz Show, All in the Family.
