;FFMETADATA1
title=Fold With Dignity
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=599
genre=Podcast
comment=http://twit.tv/twit
copyright=These netcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2017
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:05.640]   It's time for Twit this week in Tech. What a great show we have for you. Oh, and J.J. Stone. He's full of it today.
[00:03:04.280 --> 00:03:08.280]   I'm actually scared to be here today. It's been a rough week, Leo.
[00:03:08.280 --> 00:03:11.280]   It has undisclosed location indeed.
[00:03:11.280 --> 00:03:15.280]   Yeah, you know, you got to get technology is still a foot. We need it.
[00:03:15.280 --> 00:03:18.280]   Get down and be here with you. Get down in the bunker there, Owen.
[00:03:18.280 --> 00:03:21.280]   My cave has Wi-Fi. That's all we need.
[00:03:21.280 --> 00:03:22.280]   Yeah.
[00:03:22.280 --> 00:03:24.280]   Also joining us Phil Liben.
[00:03:24.280 --> 00:03:31.280]   You remember Phil, he's been on the show course many times, but he's also former CEO and one of the founders that ever known he's now managing director of general catalistory.
[00:03:31.280 --> 00:03:34.280]   He invests in technology. Feel great to have you.
[00:03:34.280 --> 00:03:35.280]   Nice to be back.
[00:03:35.280 --> 00:03:40.280]   And I like it. Your timing is good because you are not only an immigrant.
[00:03:40.280 --> 00:03:43.280]   Your family was a refugee family from the Soviet Union.
[00:03:43.280 --> 00:03:44.280]   That's right.
[00:03:44.280 --> 00:03:50.280]   So you have some standing to talk about the latest immigration and technology news.
[00:03:50.280 --> 00:03:54.280]   And also joining us for only for a second time in a year.
[00:03:54.280 --> 00:03:55.280]   So we got to get you on more often.
[00:03:55.280 --> 00:03:59.280]   Michael Nunez, he is at gizmodo.com.
[00:03:59.280 --> 00:04:01.280]   Great to have you back, Michael.
[00:04:01.280 --> 00:04:03.280]   Yeah, thanks for the invite. I'm glad to be back.
[00:04:03.280 --> 00:04:05.280]   Yeah, I apologize for not getting you back sooner.
[00:04:05.280 --> 00:04:07.280]   What's your beat at gizmodo?
[00:04:07.280 --> 00:04:09.280]   So I'm the technology editor here.
[00:04:09.280 --> 00:04:11.280]   So I'm basically just overseeing it.
[00:04:11.280 --> 00:04:12.280]   Well, there is it down quite a bit.
[00:04:12.280 --> 00:04:14.280]   Yeah, exactly.
[00:04:14.280 --> 00:04:20.280]   So it's a pretty broad scope, but we do our best to basically cover everything that we see.
[00:04:20.280 --> 00:04:21.280]   That's important.
[00:04:21.280 --> 00:04:24.280]   And you work with Christina Warren, of course, over there.
[00:04:24.280 --> 00:04:25.280]   Yeah.
[00:04:25.280 --> 00:04:29.280]   Yeah, yeah. She's a relatively new addition, but she has been amazing.
[00:04:29.280 --> 00:04:30.280]   Yeah.
[00:04:30.280 --> 00:04:30.280]   Yeah.
[00:04:30.280 --> 00:04:32.280]   It's been great to have her, you know, honorably.
[00:04:32.280 --> 00:04:34.280]   You know, on our side.
[00:04:34.280 --> 00:04:37.280]   If you're watching the video, we're going to call Michael Goose today on the show.
[00:04:37.280 --> 00:04:39.280]   I don't know why.
[00:04:39.280 --> 00:04:40.280]   I don't know why.
[00:04:40.280 --> 00:04:43.280]   So I mean, I guess we have to talk about it.
[00:04:43.280 --> 00:04:45.280]   You know, I have mixed feelings about talking about politics.
[00:04:45.280 --> 00:04:49.280]   We try to keep to politics only where the Internet intersects with technology.
[00:04:49.280 --> 00:04:52.280]   But in fact, there's a pretty big intersection.
[00:04:52.280 --> 00:04:57.280]   This is, of course, the concluding of President Trump's first week in office,
[00:04:57.280 --> 00:04:59.280]   a lot of executive orders.
[00:04:59.280 --> 00:05:05.680]   And one yesterday that seemed to have really triggered a reaction from Silicon Valley.
[00:05:05.680 --> 00:05:09.320]   I shouldn't even say that from all of the tech community.
[00:05:09.320 --> 00:05:17.320]   And that's his ban on immigrants, visitors from seven nations that are predominantly
[00:05:17.320 --> 00:05:18.320]   Muslim.
[00:05:18.320 --> 00:05:23.160]   But more than that, even green card holders, legal residents of the United States, were
[00:05:23.160 --> 00:05:24.640]   blocked at the border.
[00:05:24.640 --> 00:05:27.000]   There was some question of whether that was the intent.
[00:05:27.000 --> 00:05:31.440]   Apparently, the border control called the White House and said, now, do you want us
[00:05:31.440 --> 00:05:33.040]   to stop green card holders too?
[00:05:33.040 --> 00:05:35.120]   And they said, you bet.
[00:05:35.120 --> 00:05:37.080]   And a number of people were detained.
[00:05:37.080 --> 00:05:41.720]   The tech community's reaction to this was a varying strength.
[00:05:41.720 --> 00:05:48.920]   Mark Zuckerberg, one of the first to respond with a somewhat tepid response on Facebook,
[00:05:48.920 --> 00:05:54.200]   saying he didn't think it was a good idea, but not really calling it out.
[00:05:54.200 --> 00:05:57.800]   On the other hand, Sergey Brin, one of the founders of Google immediately went to San
[00:05:57.800 --> 00:06:01.880]   Francisco International Airport to join the protests there.
[00:06:01.880 --> 00:06:04.360]   And then there's Sergey.
[00:06:04.360 --> 00:06:07.320]   He, of course, is also an immigrant from the Soviet Union.
[00:06:07.320 --> 00:06:08.320]   I think so.
[00:06:08.320 --> 00:06:09.320]   Yeah.
[00:06:09.320 --> 00:06:10.320]   I think so.
[00:06:10.320 --> 00:06:11.320]   Yeah.
[00:06:11.320 --> 00:06:15.960]   So why is Silicon Valley upset about this?
[00:06:15.960 --> 00:06:22.200]   To be honest with you, I'm not sure that the tech community is doing much good on this
[00:06:22.200 --> 00:06:24.000]   issue.
[00:06:24.000 --> 00:06:25.640]   They may actually be causing more problems.
[00:06:25.640 --> 00:06:26.640]   Yeah.
[00:06:26.640 --> 00:06:31.520]   Or even in the election in general, I think we are a little bit tone deaf about exactly
[00:06:31.520 --> 00:06:33.920]   who cares about what we think and who doesn't.
[00:06:33.920 --> 00:06:36.040]   Well, there's something like Hollywood in the sense.
[00:06:36.040 --> 00:06:39.840]   It's a good point, but it's reasonable for Google, for instance, that has nearly 200
[00:06:39.840 --> 00:06:42.200]   employees that are blocked by this order.
[00:06:42.200 --> 00:06:43.200]   Of course.
[00:06:43.200 --> 00:06:47.040]   People were, if they were overseas, would not be able to come back to Google.
[00:06:47.040 --> 00:06:53.680]   Many Google employees said, since our colleagues can't travel, we are not going to travel anymore.
[00:06:53.680 --> 00:06:57.200]   People issued a statement saying, "We're concerned about the impact of this order and any proposals
[00:06:57.200 --> 00:07:01.960]   that could impose restrictions on Googlers and their families, or that could create
[00:07:01.960 --> 00:07:03.600]   barriers to bringing great talent to the US.
[00:07:03.600 --> 00:07:06.760]   We continue to make our views on these issues, known to leaders in Washington and elsewhere."
[00:07:06.760 --> 00:07:09.480]   It does sound like they're not condemning the order.
[00:07:09.480 --> 00:07:12.760]   They're more just saying, "Hey, this impacts our business, so we're not happy about that."
[00:07:12.760 --> 00:07:13.760]   Yeah.
[00:07:13.760 --> 00:07:18.480]   And of course, every company has a responsibility to its employees and to make sure that everyone's
[00:07:18.480 --> 00:07:21.400]   okay and that business doesn't get interrupted.
[00:07:21.400 --> 00:07:26.840]   The much larger question is, I think we do have some moral responsibilities to refugees,
[00:07:26.840 --> 00:07:29.120]   to immigrants.
[00:07:29.120 --> 00:07:33.400]   But I do think the discussion on both sides here has been pretty poor and not helpful.
[00:07:33.400 --> 00:07:35.400]   There's very few reasonable voices here.
[00:07:35.400 --> 00:07:39.040]   When the tech leaders, and Tim Cook, by the way, is in Washington right now, the CEO
[00:07:39.040 --> 00:07:45.400]   of Apple, he had dinner with Ivanka Trump and her husband, Jared Kushner, Trump's advisor
[00:07:45.400 --> 00:07:48.480]   on Thursday has been going around making the rounds.
[00:07:48.480 --> 00:07:51.160]   Cook issued a statement that I've heard from many of you who are deeply concerned about
[00:07:51.160 --> 00:07:55.920]   the executive order issued yesterday, restricting immigration from seven Muslim-majority countries.
[00:07:55.920 --> 00:07:57.640]   I share your concerns.
[00:07:57.640 --> 00:07:59.200]   It is not a policy we support.
[00:07:59.200 --> 00:08:05.080]   That was probably the strongest kind of statement from all the CEOs.
[00:08:05.080 --> 00:08:08.560]   But Tim Cook went and sat down along with Elon Musk.
[00:08:08.560 --> 00:08:09.840]   In fact, Musk's now met twice.
[00:08:09.840 --> 00:08:12.160]   He met again this week with President Trump.
[00:08:12.160 --> 00:08:16.120]   Do you agree, having been in a position like this, do you agree with them that it's important
[00:08:16.120 --> 00:08:17.560]   to meet with the incoming president?
[00:08:17.560 --> 00:08:18.560]   Yeah, absolutely.
[00:08:18.560 --> 00:08:19.560]   I don't see...
[00:08:19.560 --> 00:08:20.560]   Why wouldn't you?
[00:08:20.560 --> 00:08:25.080]   It's just to be gained by shouting about everything.
[00:08:25.080 --> 00:08:28.040]   I think it's just going to make the world worse.
[00:08:28.040 --> 00:08:30.760]   There should be reasonable people on both sides.
[00:08:30.760 --> 00:08:31.920]   It's sometimes hard to do that.
[00:08:31.920 --> 00:08:35.760]   There's a lot of pressure to take a strong position.
[00:08:35.760 --> 00:08:37.960]   There's a lot of pressure to be very vocal.
[00:08:37.960 --> 00:08:42.000]   It's good that a lot of people are doing that, but I think we also need people who are actually
[00:08:42.000 --> 00:08:45.120]   trying to be reasonable and move the world forward.
[00:08:45.120 --> 00:08:46.120]   Right.
[00:08:46.120 --> 00:08:52.360]   You're championing yourself as a beacon of hope and light and basically constantly claiming
[00:08:52.360 --> 00:08:59.480]   that you're guiding the United States to this new frontier of greatness through technology.
[00:08:59.480 --> 00:09:04.080]   I think that you owe it to the people that you've promised, both American citizens, but
[00:09:04.080 --> 00:09:09.680]   also your employees, to take a stand against some of this stuff.
[00:09:09.680 --> 00:09:15.040]   I won't say that every single thing that Donald Trump is doing is wrong, but there are certainly
[00:09:15.040 --> 00:09:22.520]   some measures that can be described accurately as xenophobic and problematic when it comes
[00:09:22.520 --> 00:09:28.680]   to sourcing talent from other countries and basically creating this new and open world
[00:09:28.680 --> 00:09:32.760]   that all of these Silicon Valley companies are constantly talking about.
[00:09:32.760 --> 00:09:39.400]   It was actually really disappointed by the number of leaders that were willing to speak
[00:09:39.400 --> 00:09:44.400]   out and the amount of time that it took them to actually say something.
[00:09:44.400 --> 00:09:51.760]   There are people like Cheryl Samberg who have spent years talking about progressive ideals
[00:09:51.760 --> 00:09:57.440]   and then when push comes to shove have actually been pretty quiet about these things.
[00:09:57.440 --> 00:10:03.680]   She did finally issue a statement about not about the immigration thing, but about the
[00:10:03.680 --> 00:10:08.280]   women's, no, I think Planned Parenthood, the women's march, she said.
[00:10:08.280 --> 00:10:10.280]   That's right.
[00:10:10.280 --> 00:10:13.080]   But you're right, she hasn't said a lot.
[00:10:13.080 --> 00:10:22.120]   I think as a sea level executive at a publicly held company, there is some responsibility
[00:10:22.120 --> 00:10:27.000]   to not be political, not to become a Meryl Streep, but to in fact to be more judicious.
[00:10:27.000 --> 00:10:28.000]   Is that right?
[00:10:28.000 --> 00:10:32.320]   So look, I have personal opinions on all this stuff and I'm actually totally happy talking
[00:10:32.320 --> 00:10:33.320]   about them.
[00:10:33.320 --> 00:10:34.320]   Yeah.
[00:10:34.320 --> 00:10:35.320]   But that's separate.
[00:10:35.320 --> 00:10:37.240]   Totally happy talking about them.
[00:10:37.240 --> 00:10:40.880]   What I'm also trying to be mindful of is what's actually going to be the most effective way
[00:10:40.880 --> 00:10:44.080]   for the world to move in the direction that I would like it to move.
[00:10:44.080 --> 00:10:49.600]   And very often that's not telling people from a position of assumed authority what
[00:10:49.600 --> 00:10:51.440]   they should think and how they should think.
[00:10:51.440 --> 00:10:52.640]   How would you go about it?
[00:10:52.640 --> 00:10:56.360]   Well, for example, it's not clear to me that Cheryl Samberg, like being louder and
[00:10:56.360 --> 00:11:00.800]   faster about her position actually helps convince the people that need to be convinced
[00:11:00.800 --> 00:11:02.160]   to change the position.
[00:11:02.160 --> 00:11:04.880]   It maybe makes people feel better, maybe makes for better demonstrations.
[00:11:04.880 --> 00:11:07.480]   I'm not sure that it actually makes the world.
[00:11:07.480 --> 00:11:10.440]   It pushes the world further in the direction that Cheryl would want it to be pushing.
[00:11:10.440 --> 00:11:14.600]   There's also a significant risk, I think.
[00:11:14.600 --> 00:11:21.480]   At some point, people realizing that the problem isn't so much immigration.
[00:11:21.480 --> 00:11:27.760]   The problem is more created by Silicon Valley and automation and that in fact the tech
[00:11:27.760 --> 00:11:31.000]   community could quickly become the enemy here.
[00:11:31.000 --> 00:11:32.000]   Could they not?
[00:11:32.000 --> 00:11:34.760]   We are pretty tone deaf as an industry, I think.
[00:11:34.760 --> 00:11:41.280]   I think we got used to being treated as heroes and the people that are making the world
[00:11:41.280 --> 00:11:44.000]   the past decade or so and I think that's on the verge of changing.
[00:11:44.000 --> 00:11:45.680]   I think we're kind of tone deaf about how we talk about it.
[00:11:45.680 --> 00:11:49.680]   I think we tripped over that line a while ago.
[00:11:49.680 --> 00:11:50.680]   Hollywood's given up.
[00:11:50.680 --> 00:11:51.680]   Hollywood isn't care.
[00:11:51.680 --> 00:11:54.840]   Hollywood's Hollywood and I think most people in California feel the same way.
[00:11:54.840 --> 00:11:57.080]   We're close to following that.
[00:11:57.080 --> 00:11:59.040]   And the tech industry could be going over that line.
[00:11:59.040 --> 00:12:00.040]   I would like us not to.
[00:12:00.040 --> 00:12:04.480]   I'd like us to remain effective and I think that a little bit of a shout out.
[00:12:04.480 --> 00:12:09.040]   What I've learned over the past week is that Silicon Valley continues to exist in a bubble
[00:12:09.040 --> 00:12:14.200]   that is essentially unrelatable for a large majority of Americans.
[00:12:14.200 --> 00:12:21.680]   There's been a diversity problem in Silicon Valley for years that is basically underreported
[00:12:21.680 --> 00:12:23.640]   and under discussed.
[00:12:23.640 --> 00:12:31.920]   I don't want to put all of the blame on Cheryl Samberg but I think she in particular is
[00:12:31.920 --> 00:12:38.200]   an easy target because she wants to be or she positions herself to be considered a
[00:12:38.200 --> 00:12:45.320]   leader for the feminist movement and wrote the book, Lean In.
[00:12:45.320 --> 00:12:56.920]   I think when there is such divisive rhetoric that is just constantly coming from Washington,
[00:12:56.920 --> 00:13:02.840]   I think that you kind of have to choose one way or another.
[00:13:02.840 --> 00:13:06.840]   Either you're purely a capitalist and that's totally fine and you can refrain from saying
[00:13:06.840 --> 00:13:18.840]   anything but then you can't go on to expect to be treated as an authoritative leader on
[00:13:18.840 --> 00:13:20.280]   any progressive movement.
[00:13:20.280 --> 00:13:24.320]   So I think, Phil, you're saying they shouldn't be a leader in the progressive movement.
[00:13:24.320 --> 00:13:26.920]   They should stick to their knitting and do their job.
[00:13:26.920 --> 00:13:31.840]   I can understand why Sergey Brin went to that protest but I think as a private citizen,
[00:13:31.840 --> 00:13:35.640]   I don't think he said I'm bearing the banner of Google but as a private citizen I feel
[00:13:35.640 --> 00:13:37.800]   strongly about this because I was a refugee.
[00:13:37.800 --> 00:13:40.720]   You've got three different issues here that are being conflated.
[00:13:40.720 --> 00:13:44.920]   One is the issue of what should people, how publicly should people state their views.
[00:13:44.920 --> 00:13:46.640]   The issue of that is publicly as they want.
[00:13:46.640 --> 00:13:50.200]   Everyone can make that decision and state them as publicly as they want.
[00:13:50.200 --> 00:13:55.920]   One issue is what is the proper role of someone speaking for a company.
[00:13:55.920 --> 00:13:56.920]   That's a different matter entirely.
[00:13:56.920 --> 00:13:58.480]   It's a different matter entirely.
[00:13:58.480 --> 00:14:01.840]   Then there's a third issue which is what's most effective.
[00:14:01.840 --> 00:14:05.560]   It's that most effective issue where we are about to go over a cliff as an industry, where
[00:14:05.560 --> 00:14:10.120]   we're about to take everything that we in general think is important and significantly
[00:14:10.120 --> 00:14:15.560]   hold those things back by being perceived as hectoring and lecturing and being tone deaf
[00:14:15.560 --> 00:14:16.560]   and being out of touch.
[00:14:16.560 --> 00:14:18.720]   We will make the situation worse if we keep doing it.
[00:14:18.720 --> 00:14:19.720]   Can I say something?
[00:14:19.720 --> 00:14:23.440]   I've been real quiet because I'm trying not to do the yelling thing that you say.
[00:14:23.440 --> 00:14:31.000]   I feel like we are on the edge right now on the precipice of a patented O Dr. Rand.
[00:14:31.000 --> 00:14:35.720]   As a person who doesn't live in the bubble, I think that you're generally wrong when you
[00:14:35.720 --> 00:14:40.320]   say that the tech community is tone deaf and that Hollywood is tone deaf.
[00:14:40.320 --> 00:14:45.240]   The country in a majority voted an opposite direction of what we currently have as a regime.
[00:14:45.240 --> 00:14:48.400]   The popular number of people.
[00:14:48.400 --> 00:14:52.560]   The way the people are speaking and when they speak out, it's not tone deaf in general unless
[00:14:52.560 --> 00:14:59.160]   you live in the middle of the country and you've seen your job creation go away.
[00:14:59.160 --> 00:15:02.360]   As opposed to, and Silicon Valley, where everything's becoming automated, we're not
[00:15:02.360 --> 00:15:07.040]   talking about what educations people need to be having and what we should do for education
[00:15:07.040 --> 00:15:09.200]   for people to have these new future jobs.
[00:15:09.200 --> 00:15:12.600]   Until we get the robots to build themselves, build the wall, pay the taxes for it, we've
[00:15:12.600 --> 00:15:15.440]   got to do some other things and fix these issues.
[00:15:15.440 --> 00:15:19.880]   Yes, it's important for a CEO of a major company who has immigrants working for them, mostly
[00:15:19.880 --> 00:15:22.360]   as engineers or whatever they have because you never would see them on a higher edge
[00:15:22.360 --> 00:15:24.000]   line of work and job.
[00:15:24.000 --> 00:15:27.120]   So wait a minute, Satya Nutella Sundar, but shy.
[00:15:27.120 --> 00:15:31.000]   No, no, no, I said in general and don't talk to me like that because he just made the statement
[00:15:31.000 --> 00:15:36.520]   of the fact that way that racially the way Silicon Valley is, you know how it is in general.
[00:15:36.520 --> 00:15:38.200]   I said in general, I didn't say all.
[00:15:38.200 --> 00:15:39.200]   I didn't say every.
[00:15:39.200 --> 00:15:40.840]   I said generally.
[00:15:40.840 --> 00:15:41.840]   Okay.
[00:15:41.840 --> 00:15:42.840]   So again, let me finish.
[00:15:42.840 --> 00:15:49.440]   I'm just saying, I'm just saying they're not tone deaf and maybe if we did a little bit
[00:15:49.440 --> 00:15:52.920]   better educating the people in the middle of the country about what's about to happen
[00:15:52.920 --> 00:15:57.280]   to them, but we don't have to fall off a cliff or push ourselves off a cliff or repel
[00:15:57.280 --> 00:15:58.280]   off a cliff.
[00:15:58.280 --> 00:16:00.000]   I agree with you on that together about it.
[00:16:00.000 --> 00:16:03.960]   There is a leadership role Silicon Valley could take, which is, look, the change is coming.
[00:16:03.960 --> 00:16:05.160]   We understand this change.
[00:16:05.160 --> 00:16:06.680]   You might want to get ready for this.
[00:16:06.680 --> 00:16:07.680]   This is the educational.
[00:16:07.680 --> 00:16:12.760]   I mean, you push STEM, but this is these are things you've got to do as a country.
[00:16:12.760 --> 00:16:18.440]   We've got to do to prepare ourselves and it's not it's not building a wall because that's
[00:16:18.440 --> 00:16:19.840]   not going to solve the problem.
[00:16:19.840 --> 00:16:21.200]   That's not where the problem is coming from.
[00:16:21.200 --> 00:16:22.200]   That's a mistake.
[00:16:22.200 --> 00:16:26.800]   I saw the best thing I saw for that was instead of building a wall, why don't we build a solar
[00:16:26.800 --> 00:16:29.880]   panel wall out there in the desert and get some free energy.
[00:16:29.880 --> 00:16:33.200]   I'm saying like, like as the little things like that, I'm like, I like a 12 year old
[00:16:33.200 --> 00:16:35.200]   said it and you're like, that'd be amazing.
[00:16:35.200 --> 00:16:39.120]   It's difficult because Silicon Valley has a lot to get from this new president.
[00:16:39.120 --> 00:16:41.720]   They have repatriation of funds.
[00:16:41.720 --> 00:16:43.040]   They have investment.
[00:16:43.040 --> 00:16:44.040]   There's a lot.
[00:16:44.040 --> 00:16:48.440]   Elon Musk was meeting with president Trump this week along with other auto manufacturers
[00:16:48.440 --> 00:16:51.280]   and industrialists trying to bring industry back to this country.
[00:16:51.280 --> 00:16:53.200]   Elon Musk is a shining example.
[00:16:53.200 --> 00:16:54.840]   They built a tax break.
[00:16:54.840 --> 00:16:58.920]   Well, they got tax breaks, although I think they paid they paid back the loans.
[00:16:58.920 --> 00:17:00.960]   No, I meant more tax breaks.
[00:17:00.960 --> 00:17:01.960]   But more tax breaks.
[00:17:01.960 --> 00:17:04.680]   In fact, though, they all so they're government contracts.
[00:17:04.680 --> 00:17:05.680]   You don't forget about the case.
[00:17:05.680 --> 00:17:09.920]   But they're in the cotton the middle here because they also have a lot of people working
[00:17:09.920 --> 00:17:14.880]   for them who are being put at disadvantage during this time.
[00:17:14.880 --> 00:17:19.560]   Musk tweeted to yesterday, the blanket entry ban on citizens from certain primarily Muslim
[00:17:19.560 --> 00:17:23.280]   countries is not the best way to address the country's challenges.
[00:17:23.280 --> 00:17:25.840]   I think Elon's speaking to the agree with that completely.
[00:17:25.840 --> 00:17:30.200]   Many people negatively affected by this policy are strong supporters of the US.
[00:17:30.200 --> 00:17:33.960]   They've done right, not wrong and don't deserve to be rejected.
[00:17:33.960 --> 00:17:39.640]   And then he's actually asking people to read the immigration order.
[00:17:39.640 --> 00:17:43.680]   He's going to seek advisory council consensus and present it to the president.
[00:17:43.680 --> 00:17:48.800]   So this is an example of a tech leader saying, look, I've got a seat at the table.
[00:17:48.800 --> 00:17:51.760]   I'm in the room where it happens.
[00:17:51.760 --> 00:17:54.360]   Let's do what is going to make a difference here.
[00:17:54.360 --> 00:17:55.360]   Yeah.
[00:17:55.360 --> 00:17:59.080]   I understand that people have to go and talk to president whenever somebody jumps on Elon
[00:17:59.080 --> 00:18:02.640]   or black leaders, whatever, and they're like, how could he meet with this guy?
[00:18:02.640 --> 00:18:06.240]   If you're not talking to the people, how do you know what's going on for real?
[00:18:06.240 --> 00:18:07.840]   You're only hearing one side of it.
[00:18:07.840 --> 00:18:12.720]   You have to have people, leaders of an industry or a section, talk to this man because there
[00:18:12.720 --> 00:18:14.920]   is a lot of hyperbole in what goes on, what happens.
[00:18:14.920 --> 00:18:18.000]   I mean, we see what the executive orders was coming down to pipe.
[00:18:18.000 --> 00:18:20.640]   But before that stuff happens, he's got to talk to people.
[00:18:20.640 --> 00:18:24.560]   If nobody shows up to talk to them, then who's he going to get his information from?
[00:18:24.560 --> 00:18:28.560]   And we need to talk to people in a way that's likely to actually convince them.
[00:18:28.560 --> 00:18:29.840]   Not in a way that's likely to like further.
[00:18:29.840 --> 00:18:34.160]   Don't talk at them and don't patronize them and talk down to them.
[00:18:34.160 --> 00:18:38.640]   We need to convince the people we disagree with, not make the people that we agree with
[00:18:38.640 --> 00:18:41.200]   just louder and shoudier, that won't move the world forward.
[00:18:41.200 --> 00:18:43.600]   The only concern with that, go ahead, Mike.
[00:18:43.600 --> 00:18:51.040]   Well, I think that's true, but you run the risk of building a false equivalence here.
[00:18:51.040 --> 00:18:57.680]   There is a moral obligation to speak out against humanitarian wrongdoings and basically the
[00:18:57.680 --> 00:19:00.480]   targeting of minority groups.
[00:19:00.480 --> 00:19:06.320]   And I think whether it's as a private citizen or as a corporation, these tech leaders need
[00:19:06.320 --> 00:19:08.960]   to be doing this to a greater extent.
[00:19:08.960 --> 00:19:16.160]   It's not unheard of to have a fortune 500 company take a stand politically against or
[00:19:16.160 --> 00:19:18.360]   for an issue.
[00:19:18.360 --> 00:19:21.480]   They have Chick-fil-A, for instance.
[00:19:21.480 --> 00:19:27.640]   There are plenty of other instances where companies have, in that case, those companies
[00:19:27.640 --> 00:19:28.880]   are the wrong side of history.
[00:19:28.880 --> 00:19:34.120]   But I think there are plenty of instances where companies have taken a stand and have
[00:19:34.120 --> 00:19:39.160]   decided that they do have a moral obligation to one, defend their employees, but to defend
[00:19:39.160 --> 00:19:40.840]   those that don't have a voice.
[00:19:40.840 --> 00:19:45.320]   And so today I'm wearing a, for those that aren't watching the video feed, I'm wearing
[00:19:45.320 --> 00:19:50.920]   a make America rage again hat just in solidarity with the people that don't have a voice.
[00:19:50.920 --> 00:19:56.240]   There are thousands of minorities that have been affected by the policies issued over
[00:19:56.240 --> 00:19:57.600]   the past week.
[00:19:57.600 --> 00:20:02.160]   And this is just one simple thing that I can do to show solidarity as an individual, right?
[00:20:02.160 --> 00:20:03.840]   I'm not speaking on behalf of Gizmodo.
[00:20:03.840 --> 00:20:07.720]   I am just an employee of Gizmodo speaking as an individual.
[00:20:07.720 --> 00:20:11.000]   And I think that it is a moral obligation to do that.
[00:20:11.000 --> 00:20:18.680]   I don't understand how people can justify remaining silent when thousands of people's
[00:20:18.680 --> 00:20:21.280]   lives are being put at risk.
[00:20:21.280 --> 00:20:24.080]   Another example is Lyft donating a million dollars to the ACLU.
