
[00:00:00.000 --> 00:00:06.200]   It's time for Dwight this weekend tech. Oh, this is gonna be a think he show some shows are drinky
[00:03:51.320 --> 00:03:54.200]   Oh, did you you started as a journalist? I?
[00:03:54.200 --> 00:03:57.320]   Yeah, yeah magazine writer
[00:03:57.320 --> 00:04:00.120]   Now news wire
[00:04:00.400 --> 00:04:01.600]   news wire
[00:04:01.600 --> 00:04:06.120]   Like associated press Reuters that guy no, no, it's like newspaper
[00:04:06.120 --> 00:04:09.240]   news wires and then
[00:04:09.240 --> 00:04:15.560]   Went to weekly publications and then got to the US and it was financial news wire
[00:04:15.560 --> 00:04:17.880]   Which is a new case?
[00:04:17.880 --> 00:04:19.880]   financial news wire ah
[00:04:19.880 --> 00:04:27.160]   And then was one of the first people to sign on to the dot com revolution before it was
[00:04:27.800 --> 00:04:34.000]   Hip and cool to be dot com reporters. Well, I remember reading you first. I think in Tony Perkins red herring. I
[00:04:34.000 --> 00:04:40.680]   Was way before that I was writing for Forbes and Forbes calm interesting and
[00:04:40.680 --> 00:04:43.520]   before that Nikkei and before that
[00:04:43.520 --> 00:04:49.800]   Publications you've never heard of business 2.0 in 2001 you created giga ohm and
[00:04:49.800 --> 00:04:53.080]   You had a good run with it
[00:04:53.080 --> 00:04:55.600]   then it just yeah disappeared in
[00:04:57.080 --> 00:04:59.440]   March 2015 sad
[00:04:59.440 --> 00:05:04.800]   Sad and that's when Stacy was out of work now. I think that was
[00:05:04.800 --> 00:05:10.880]   the next evolution in Stacy's quest to dominate the war of IOT
[00:05:10.880 --> 00:05:12.080]   I
[00:05:12.080 --> 00:05:20.280]   Completely agree and we become big fans of Stacy. She joined Twig about six months ago and is a really wonderful contributor to our show
[00:05:20.280 --> 00:05:25.680]   She's good not just in writing. She's good on the air. You know as you as are you oh? I
[00:05:26.360 --> 00:05:28.360]   Think could not as good as Stacy though
[00:05:28.360 --> 00:05:31.240]   Okay, you guys are like
[00:05:31.240 --> 00:05:39.600]   Oh, yeah, that's right. You know what I hate it when podcasts just do that right? They just they're not we're here to help people
[00:05:39.600 --> 00:05:42.640]   Understand the modern world for instance
[00:05:42.640 --> 00:05:49.640]   Focus Silicon Valley. It's got an empathy vacuum. Okay before we go there. How did you get that?
[00:05:49.640 --> 00:05:52.320]   Microsoft
[00:05:52.320 --> 00:05:57.840]   Computer oh you like my computer. Yeah, how did you get it? I bought it dude? I bought it
[00:05:57.840 --> 00:06:02.760]   I went out. I can't I can't get it. You didn't buy it soon enough. I bought it when they announced it and
[00:06:02.760 --> 00:06:05.760]   Now it's auto production
[00:06:05.760 --> 00:06:07.960]   Yeah, right
[00:06:07.960 --> 00:06:09.960]   Could be
[00:06:09.960 --> 00:06:13.040]   No, I think the deal with it. This is the Surface Studio
[00:06:13.040 --> 00:06:21.600]   Not a cheap computer. This is the base model which is three thousand dollars for kind of a low-end because really it is a laptop
[00:06:21.600 --> 00:06:27.000]   That's what this little box underneath is with the best screen you ever you know 28 inch
[00:06:27.000 --> 00:06:30.480]   super high res 4500 by 3,000
[00:06:30.480 --> 00:06:35.480]   Screen I mean it's just a gorgeous screen and you can you know you can you can mess with it
[00:06:35.480 --> 00:06:41.360]   You can do stuff like that. It's really I just I just it feels like a giant iPad is what it feels like I
[00:06:41.360 --> 00:06:44.720]   Think is your dream come true computer?
[00:06:44.720 --> 00:06:48.520]   Look at this. This isn't this kind of like I feel like Shepard Smith on
[00:06:49.560 --> 00:06:51.560]   Fox News with I made a little giant
[00:06:51.560 --> 00:06:56.000]   tablet I remember seeing you back in the day in
[00:06:56.000 --> 00:07:02.040]   Screen savers the real one. Yeah, and then you had the real one
[00:07:02.040 --> 00:07:08.680]   I mean like version one. Yeah, thank you one point out not the real one the first one
[00:07:08.680 --> 00:07:14.600]   And the you know I that's when I became your big fan. Oh, thank you for me
[00:07:14.600 --> 00:07:23.640]   That's the real one right and you had that computer embedded in your table remember. Yeah, and so it's like seems like I'm back
[00:07:23.640 --> 00:07:29.960]   Yeah, it's kind of like that. This could be embedded in table. I kind of you and Chris burrello. Oh my god
[00:07:29.960 --> 00:07:37.200]   Is he still working on on podcast and stuff? No, I don't think so. He's the locker gnome and he's kind of
[00:07:37.200 --> 00:07:42.200]   I don't know what he's doing the last time I checked he had a live stream
[00:07:42.760 --> 00:07:50.520]   But now I think if I go to locker gnome.com. It's kind of like a Pinterest for geeks. I'm not sure what he's what he's really doing
[00:07:50.520 --> 00:07:55.480]   Okay. Yeah, I love Chris and you know, he's
[00:07:55.480 --> 00:08:04.080]   He's always been really good at using social and streaming to do stuff ever since tech TV one of the best things about tech TV is the
[00:08:04.080 --> 00:08:07.320]   Diaspora, I'm sure this is exactly true of giga home as well
[00:08:07.320 --> 00:08:09.360]   afterwards
[00:08:09.360 --> 00:08:10.720]   everybody kind of
[00:08:10.720 --> 00:08:17.920]   Brought that ethos out into the world and it was it was good. I hope so I think you know, Stacey's doing her thing. Yep
[00:08:17.920 --> 00:08:23.840]   I think you're gonna see some more stuff coming up soon. So not just for me but from others. Oh
[00:08:23.840 --> 00:08:31.040]   Nice. Well, we know Matthew's doing great. He's over at fortune a lot of people went to fortune initially. I know you did Stacy
[00:08:31.040 --> 00:08:37.720]   Who else six of us six Matthew Jeff Jeff John Roberts
[00:08:39.320 --> 00:08:41.880]   Katy Farron Bocker bar Darrow
[00:08:41.880 --> 00:08:45.080]   Jonathan Vanion
[00:08:45.080 --> 00:08:50.800]   And then and then you and then yanko went to variety where he's doing a lot of great stuff yanko records
[00:08:50.800 --> 00:08:54.520]   Am I saying his name right yanko records? Yeah, go right goes
[00:08:54.520 --> 00:08:59.880]   And then Kevin is with me on the show and then Google. Yeah
[00:08:59.880 --> 00:09:05.120]   Then Kevin fotured went to another company Derek Harris went to a company
[00:09:05.120 --> 00:09:08.680]   I'm trying to think who else did we have I think when you have
[00:09:09.040 --> 00:09:11.040]   You know what go ahead
[00:09:11.040 --> 00:09:15.240]   I was gonna say this went to business insider where she's doing great stuff and then
[00:09:15.240 --> 00:09:17.560]   Cina is doing all kinds of cool stuff too
[00:09:17.560 --> 00:09:23.520]   freelancing and she's working with tech crunch a little bit and MIT tech review and stuff
[00:09:23.520 --> 00:09:27.680]   So they're all everybody's out there. I
[00:09:27.680 --> 00:09:34.160]   Think you know, I'm thinking about I just saw a profile of Jessica lesson and the information
[00:09:35.120 --> 00:09:38.400]   In the New York Times, I think right knows
[00:09:38.400 --> 00:09:42.240]   CGR that's right. Let me I know what I'm reviewing. That's right
[00:09:42.240 --> 00:09:47.480]   Celebrating how well she's doing how well the information is doing
[00:09:47.480 --> 00:09:51.400]   And I think that this is an interesting model
[00:09:51.400 --> 00:09:55.320]   For the future of hardcore
[00:09:55.320 --> 00:09:58.360]   News hardcore
[00:09:58.360 --> 00:10:03.960]   Information she's got a paywall an expensive four hundred dollar a year paywall which I pay for it's worth it
[00:10:03.960 --> 00:10:08.840]   And I think it is worth it and apparently there's subscriptions have doubled in the last year and yeah
[00:10:08.840 --> 00:10:11.800]   She's got 20 employees. They're doing great stuff
[00:10:11.800 --> 00:10:18.720]   She's always she and Amir have always broken a lot of news and they're continuing to do that by kind of focusing
[00:10:18.720 --> 00:10:24.680]   This is kind of what gig almost good at focusing on the big stories and fine and getting you know unique
[00:10:24.680 --> 00:10:27.360]   insight and information about them
[00:10:27.360 --> 00:10:30.480]   She also offers I think this is kind of interesting
[00:10:32.160 --> 00:10:37.920]   When news breaks she does a conference call with the reporters who've been covering the story. Yeah, I think that's I'm like I
[00:10:37.920 --> 00:10:43.680]   Have it. I don't know. She charges for that or what I think I think that's part of the package
[00:10:43.680 --> 00:10:48.600]   I think so as a subscriber I can do that and I keep I keep meaning to do it and I keep forgetting to
[00:10:48.600 --> 00:10:53.520]   To sign into those because I was like that. I remember that company Pearson
[00:10:53.520 --> 00:10:56.820]   Lehman that's still a chialg is still around
[00:10:57.200 --> 00:11:01.960]   Gilji and they basically do the same thing organize conference calls
[00:11:01.960 --> 00:11:06.120]   So she's taken a lot of the best ideas from
[00:11:06.120 --> 00:11:13.280]   From Gilji from us and wherever and put together a really working combo, which is great
[00:11:13.280 --> 00:11:17.280]   And you know, it's good to have a place which is not
[00:11:17.280 --> 00:11:20.400]   distracted by advertising. Yeah
[00:11:21.400 --> 00:11:27.080]   Linkbait has really become a the biggest issue. We talked so much about fake news of
[00:11:27.080 --> 00:11:32.440]   Late because of the election, but I think it really goes back more to linkbait and
[00:11:32.440 --> 00:11:39.440]   Really ultimately fake news succeeds because it gets you to click the link in the and the guys who are making up the fake news
[00:11:39.440 --> 00:11:41.440]   Get the advertising revenue
[00:11:41.440 --> 00:11:46.760]   So it's really just another it's just linkbait to the final, you know degree, right?
[00:11:46.760 --> 00:11:49.400]   Right, it's depressing
[00:11:50.040 --> 00:11:56.520]   Well, yeah, it's all right. That's all right. It's okay to be depressed as a male
[00:11:56.520 --> 00:11:58.880]   No, I think it's
[00:11:58.880 --> 00:12:06.320]   Forces people to think about new and better ideas. Yeah, right? Well, what happened we broke the internet
[00:12:06.320 --> 00:12:08.320]   I think this is really what happened
[00:12:08.320 --> 00:12:10.720]   The internet started out really great
[00:12:10.720 --> 00:12:13.400]   And then we broke it
[00:12:13.400 --> 00:12:18.240]   We broke it in a number of ways with monodys the monetization models really
[00:12:18.840 --> 00:12:20.600]   promoted
[00:12:20.600 --> 00:12:26.640]   Things like linkbait and and punch the monkey banner ads ad tech went crazy
[00:12:26.640 --> 00:12:36.120]   Hate speech found a way to express itself and all of these things kind of converged to take what was this kind of utopia and
[00:12:36.120 --> 00:12:40.200]   Turn it into a dystopia and it feels like that happened in the last year. Oh
[00:12:40.200 --> 00:12:44.400]   No, no, it's been happening forever. Well, it's been getting worse and worse
[00:12:44.400 --> 00:12:49.480]   But it feels like it just kind of came to a head. I know linkbait's been a problem for years. I guess
[00:12:49.480 --> 00:12:53.880]   I think it's had an impact on the real world outside of the internet maybe in this last year
[00:12:53.880 --> 00:12:58.680]   Yeah, would be a way to think I mean like it's been happening forever, but most people could avoid it
[00:12:58.680 --> 00:13:02.320]   I mean as part of tech encroaching on everyday life everywhere. I guess you're right so
[00:13:02.320 --> 00:13:09.040]   Which makes ohms empathy gap even more important. So what do you mean? This is a New Yorker piece
[00:13:09.040 --> 00:13:12.040]   And by the way, it's been great to read you in the New Yorker. I just
[00:13:12.840 --> 00:13:19.000]   Thrilled to see this silicon Valley. This was this week in the New Yorker has an empathy vacuum
[00:13:19.000 --> 00:13:30.360]   Is it the job of a company to have empathy or merely to return a good and good dollar to its investors I
[00:13:30.360 --> 00:13:34.680]   Mean depends on what kind of society we want to live in
[00:13:34.680 --> 00:13:41.680]   Right, I think the at the end of the day if you are going to create a society in which
[00:13:42.200 --> 00:13:44.880]   Only the winners get to you know
[00:13:44.880 --> 00:13:52.280]   Have it all what happens to the rest of the society what happens to the whole economic system down the line
[00:13:52.280 --> 00:13:56.080]   Where do people go people who are purchasing?
[00:13:56.080 --> 00:14:02.480]   You know things which allow companies to market their ads on Facebook are
[00:14:02.480 --> 00:14:04.880]   Fewer and fewer
[00:14:04.880 --> 00:14:07.760]   Those ads are also going to become fewer and fewer
[00:14:07.760 --> 00:14:15.600]   So it's not just the question of like being charitable, but it's more about having a more equitable society in a way
[00:14:15.600 --> 00:14:18.680]   that you're actually actively thinking about the
[00:14:18.680 --> 00:14:28.080]   Disruption you are causing and what are the things you can do to help bring you know bring along people whose lives are getting disrupted
[00:14:28.080 --> 00:14:34.200]   I'm not talking about charity here, but I'm talking about are there opportunities for retrenchment
[00:14:34.200 --> 00:14:36.780]   Are we thinking about you know longer term?
[00:14:36.780 --> 00:14:42.000]   How a technology has an impact on other things and I think that's what I mean is in
[00:14:42.000 --> 00:14:48.200]   Order to even think about those things we have to put ourselves in the shoes of other people
[00:14:48.200 --> 00:14:53.840]   And I think if this election showed anything we refuse to put us
[00:14:53.840 --> 00:14:57.840]   in other people's shoes regardless of what side of
[00:14:58.480 --> 00:15:06.160]   Political spectrum you really are and what kind of and I think it is more and more prevalent in Silicon Valley
[00:15:06.160 --> 00:15:15.200]   Where everything is so focused on building returns and and growth and then just kind of moving on to the next thing and my view is
[00:15:15.200 --> 00:15:19.680]   Let's not let's not you know forget that there is
[00:15:19.680 --> 00:15:27.240]   People at the end of this technology who are going to get impacted and we have to think about those things
[00:15:27.360 --> 00:15:32.520]   We can't just run away from those things. That's the whole piece was all about that
[00:15:32.520 --> 00:15:40.400]   That's like how do we internalize other people's reality as well and which probably will lead us to build
[00:15:40.400 --> 00:15:43.560]   better more thoughtful products in the future
[00:15:43.560 --> 00:15:46.760]   It's good business to
[00:15:46.760 --> 00:15:48.640]   consider
[00:15:48.640 --> 00:15:50.640]   your customers and
[00:15:50.640 --> 00:15:54.080]   And society and the impact what you do has on them
[00:15:54.080 --> 00:16:01.480]   It's kind of but it's more long-term thinking than quarterly results that's that is exactly the case and I think companies
[00:16:01.480 --> 00:16:03.960]   need to stand up to
[00:16:03.960 --> 00:16:10.120]   Those kind of values now if you know look at I don't know if you saw the news from Facebook
[00:16:10.120 --> 00:16:18.040]   Yesterday, I think December 2nd. They said oh we are gonna do 20 million in donation and spend on
[00:16:18.040 --> 00:16:21.840]   affordable housing in Menlo Park and East Palo Alto and
[00:16:21.840 --> 00:16:25.160]   And I think that's a great idea
[00:16:25.160 --> 00:16:27.800]   In a large scheme of things
[00:16:27.800 --> 00:16:35.840]   But like how does it going to work out for the entire community if all the houses are being bought by people who live and
[00:16:35.840 --> 00:16:43.040]   Work for Facebook, you know, there are certain demographics. So suddenly people who are low-income
[00:16:43.040 --> 00:16:50.920]   Housing, you know users. They don't have a place to live in the entire ecosystem, right?
[00:16:50.920 --> 00:16:57.800]   They can't afford, you know, the whole food is gonna move in and not like, you know, it will be it will be the
[00:16:57.800 --> 00:17:00.120]   the schools and the
[00:17:00.120 --> 00:17:03.800]   You know health systems everything is gonna evolve around
[00:17:03.800 --> 00:17:07.120]   the people who work for Facebook not for
[00:17:07.120 --> 00:17:14.640]   People who have lived there and eventually they will have to move out so to say that 20 million dollars is what we are doing
[00:17:14.640 --> 00:17:17.920]   That's like that's nice charity, but in the end
[00:17:18.280 --> 00:17:23.800]   That's the lack of empathy right right all the way through, you know
[00:17:23.800 --> 00:17:28.880]   But you know Zuckerberg and Cheryl and whomever and they they don't seem to
[00:17:28.880 --> 00:17:31.760]   Kind of even think about those things
[00:17:31.760 --> 00:17:39.840]   Pala Lai so is a really good example of I mean people who don't know Silicon Valley Palo Alto is a very affluent town
[00:17:39.840 --> 00:17:45.800]   That's near where Steve Jobs lived and when the Palo Alto Apple store
[00:17:46.200 --> 00:17:48.400]   Started some of the iPhone that's where Jobs would go
[00:17:48.400 --> 00:17:55.400]   The downtown Palo Alto is very gentrified cute thing, but like a lot of American cities
[00:17:55.400 --> 00:18:02.200]   There's this, you know pretty part and then there's the part where people live who work there
[00:18:02.200 --> 00:18:06.880]   East Palo Alto and it's very poor and
[00:18:06.880 --> 00:18:13.480]   It's often ignored by the residents of fancy Palo West Palo Alto
[00:18:13.880 --> 00:18:19.240]   And so it's a really good it's a very in microcosm an example of what's happening all over the country
[00:18:19.240 --> 00:18:27.360]   But but how could it be bad that Facebook is donating 20 million dollars towards affordable housing? That's a good thing, isn't it?
[00:18:27.360 --> 00:18:30.520]   Yeah on paper it sounds like a good thing right
[00:18:30.520 --> 00:18:38.160]   But I'm trying to say is that five years down the line when all the houses are built the people who are living there are the engineers and
[00:18:38.160 --> 00:18:39.800]   Yeah, and the
[00:18:39.800 --> 00:18:46.120]   Just building building more housing for their people ultimately exactly and then will the people who are in the affordable housing?
[00:18:46.120 --> 00:18:49.000]   Can they afford any of the services in the area?
[00:18:49.000 --> 00:18:53.080]   Can they afford the doctors? Can they go afford to send their kids to the school?
[00:18:53.080 --> 00:18:58.080]   Can they even go grocery shopping there? Can they do all these things which?
[00:18:58.080 --> 00:19:03.600]   You know normally people are able to do because once you know the the yuppies move in
[00:19:03.600 --> 00:19:05.160]   does
[00:19:05.160 --> 00:19:09.040]   You know the cost of living goes up and what that means is
[00:19:09.520 --> 00:19:12.760]   You know people who can't keep up they are out, right?
[00:19:12.760 --> 00:19:15.440]   Which is unfortunately the reality of our
[00:19:15.440 --> 00:19:20.560]   modern society, but just to kind of say that we are giving 20 million dollars
[00:19:20.560 --> 00:19:26.960]   I think that is completely you know missing the point and that is another proof point of
[00:19:26.960 --> 00:19:35.200]   You know selecting value missing that empathy gene. It's like really you don't you don't think that five years down the line
[00:19:35.400 --> 00:19:41.720]   This is going to be a problem and they have to start it to treat everything as like a can we negate?
[00:19:41.720 --> 00:19:46.120]   Press negative press attention by giving some money
[00:19:46.120 --> 00:19:51.480]   I think this is like something which really makes me mad is just like yes
[00:19:51.480 --> 00:19:58.400]   You can do whatever you want to do but then figure out you know use your IQ to figure out ways to
[00:19:58.400 --> 00:20:05.240]   Bring together all the people you're going to impact and like take them and lift them through the through the boom
[00:20:05.240 --> 00:20:10.320]   That is the Facebook housing is going to bring there, but again, that's not part of the conversation
[00:20:10.320 --> 00:20:13.760]   20 million dollar check is not the answer
[00:20:13.760 --> 00:20:18.080]   Should it be part of the conversation? I
[00:20:18.080 --> 00:20:26.400]   You know I think about the atom bomb and all the scientists in the United States who joined the Manhattan Project
[00:20:26.400 --> 00:20:31.080]   Robert Oppenheimer who very famously said now I've become
[00:20:31.080 --> 00:20:34.600]   Was it Kali the the goddess of death?
[00:20:34.600 --> 00:20:40.080]   And now I become destruction when the atom bomb was first set off
[00:20:40.080 --> 00:20:43.880]   Often times I think technologists work on stuff
[00:20:43.880 --> 00:20:48.160]   Well in this case they had a motivation they wanted to beat
[00:20:48.160 --> 00:20:52.080]   Nazis to to to an atom bomb, but I
[00:20:52.080 --> 00:20:58.920]   Think oftentimes technologists work on technology for technology sake science for science sake and say you know
[00:20:58.920 --> 00:21:04.520]   We can't be responsible for the impact technology has and I wonder if you know
[00:21:04.520 --> 00:21:11.600]   It's interesting that you you write this article this time because there's also I think it's in the Wall Street Journal this week
[00:21:11.600 --> 00:21:18.600]   And there's this growing movement of empathy is actually bad for public policy. You've probably seen this as well
[00:21:18.600 --> 00:21:23.800]   That if that action go ahead. Oh, I was gonna say that that makes sense
[00:21:23.800 --> 00:21:30.600]   I mean one of the things like oh when you're talking about empathy. I think about externalities right the economic kind of
[00:21:31.280 --> 00:21:34.120]   The impact of your stuff beyond what you're paying
[00:21:34.120 --> 00:21:37.680]   Your profits and that sort of thing
[00:21:37.680 --> 00:21:39.680]   and you can't
[00:21:39.680 --> 00:21:42.400]   There has to be a limit if you're a company
[00:21:42.400 --> 00:21:44.400]   that is
[00:21:44.400 --> 00:21:48.720]   trying to think about other people you have to you have to draw the line somewhere and
[00:21:48.720 --> 00:21:55.680]   everyone's gonna debate where that line is in I think it's important for any kind of tech company or
[00:21:55.680 --> 00:22:00.760]   person in technology to think about the externalities of their
[00:22:01.520 --> 00:22:03.520]   Whatever they're developing whatever they're doing
[00:22:03.520 --> 00:22:05.320]   but
[00:22:05.320 --> 00:22:08.480]   at the end of the day they still have to focus on profits in
[00:22:08.480 --> 00:22:12.000]   The question is how far do you take it?
[00:22:12.000 --> 00:22:18.400]   I'm sure on that you were aware of and probably maybe even responding to Paul Bloom's New Yorker article earlier this year
[00:22:18.400 --> 00:22:26.200]   a case against empathy in which he points out that empathy suffers from this identifiable victim effect where
[00:22:26.640 --> 00:22:30.640]   You can identify the specific victims and as a result make
[00:22:30.640 --> 00:22:34.960]   public policy that may also may help the specific
[00:22:34.960 --> 00:22:40.480]   identified victim and hurt the kind of invisible victims over the long haul or
[00:22:40.480 --> 00:22:48.800]   It's just the unsympathetic victims. I mean we're seeing that in Texas when they're yes instead of debating whether or not Texas should
[00:22:48.800 --> 00:22:54.280]   Take care of its Medicaid obligations because there are kind of in a fight right now with
[00:22:54.760 --> 00:22:56.760]   Obama care basically
[00:22:56.760 --> 00:23:04.400]   Instead they're crafting these crazy laws and they're they're doing these crazy exemptions to the policies and
[00:23:04.400 --> 00:23:09.600]   funding and then some group that's really sympathetic like children who need
[00:23:09.600 --> 00:23:14.240]   Prosthetic limbs or children who need mental health therapy
[00:23:14.240 --> 00:23:20.560]   Suddenly they're like oh we're in the fire that fire line for this and then the politicians come in and they're like okay
[00:23:20.560 --> 00:23:24.320]   We'll take care of everyone or we'll take care of these guys
[00:23:24.320 --> 00:23:27.040]   and everyone else who's unsympathetic goes away and
[00:23:27.040 --> 00:23:32.280]   That's a terrible way to impact policy, but that's a different conversation
[00:23:32.280 --> 00:23:37.200]   Maybe we just want a larger an empathy that has a larger sense
[00:23:37.200 --> 00:23:41.880]   then I think baby Jessica and the well or you know I
[00:23:41.880 --> 00:23:49.480]   Think there's a lot of people who confuse sympathy with empathy and I think what I'm trying to talk about is actually trying to understand
[00:23:49.480 --> 00:23:53.040]   What other people are talking about what other people are?
[00:23:53.640 --> 00:23:59.920]   Dealing with what the impact is on other people. I'm not saying take a sympathetic action
[00:23:59.920 --> 00:24:06.520]   I'm just saying if you do not understand how can you build better products? How can you build a better society?
[00:24:06.520 --> 00:24:10.080]   Sympathy is not going to lead to a better society
[00:24:10.080 --> 00:24:12.600]   Listening better and trying to internalize
[00:24:12.600 --> 00:24:17.680]   other people's issues and trying to figure out how to better improve
[00:24:18.280 --> 00:24:22.840]   The environment we live in or the products we build is important
[00:24:22.840 --> 00:24:26.920]   so like you saw the whole issue with Facebook and fake news and
[00:24:26.920 --> 00:24:31.200]   And just to they were denying it for so long and how can you deny?
[00:24:31.200 --> 00:24:33.720]   something you are
[00:24:33.720 --> 00:24:39.720]   Complace certain and just kind of just because you say you you you are not able to fix it
[00:24:39.720 --> 00:24:43.920]   We should believe you and that's kind of what I mean is like wait
[00:24:43.920 --> 00:24:48.840]   You're not even thinking and listening to people who are talking about fake news
[00:24:48.840 --> 00:24:55.920]   You're just like just dismissing them with the wave of your hand and and so that's what I mean is like that's not where
[00:24:55.920 --> 00:24:59.400]   We are as an industry. We need to kind of listen better
[00:24:59.400 --> 00:25:04.800]   Internalize a lot of things and then start to see what we can do and what we can't do
[00:25:04.800 --> 00:25:07.920]   I mean if you know Stacy you're talking about
[00:25:07.920 --> 00:25:12.320]   What is the limit for the companies? I think if they are
[00:25:13.160 --> 00:25:17.080]   If you know they are doing this for a profit reason they are
[00:25:17.080 --> 00:25:24.640]   Building housing right next to their offices because people can come and work longer hours in there in the company office
[00:25:24.640 --> 00:25:27.600]   But remember the company cities
[00:25:27.600 --> 00:25:34.040]   Whether it was Cleveland or Pittsburgh or wherever they the big companies paid for healthcare
[00:25:34.040 --> 00:25:38.840]   They paid for schools. They even paid for colleges and schools engineering schools
[00:25:39.120 --> 00:25:44.720]   All those things they paid for by the because that was part of the social contract they had
[00:25:44.720 --> 00:25:51.720]   This is not like socialism. This was like a capitalist company like US deal or whom so ever was
[00:25:51.720 --> 00:25:57.880]   Looking out for its own interest and I think that's what if Facebook is looking out for its own interest
[00:25:57.880 --> 00:26:01.200]   It should go beyond giving 20 million dollars in housing
[00:26:01.200 --> 00:26:06.560]   Subsidies and you know and saying okay, that's good enough. No, if you want to do this
[00:26:06.840 --> 00:26:14.280]   You know build build up the whole East Palo Alto menopark area provide the services which will lift not just their
[00:26:14.280 --> 00:26:22.200]   Their you know engineering teams, but also people who are not engineers people who work in the back of you know Facebook offices
[00:26:22.200 --> 00:26:27.900]   There will be more jobs like that can those people stay within the community can their kids
[00:26:27.900 --> 00:26:33.240]   Aspired to go to the same college and school as you know everybody else's case
[00:26:33.240 --> 00:26:39.840]   So I think that is what I mean. It's not don't be sympathetic to the cause and just say oh here is some money
[00:26:39.840 --> 00:26:48.040]   No empathy is like kind of saying what is other people's problems? What are their hopes and dreams trying to understand that is very important
[00:26:48.040 --> 00:26:53.320]   That is good corporate, you know management that is good capitalism and I think
[00:26:53.320 --> 00:26:57.920]   It's time to actually think and talk about those things
[00:26:58.720 --> 00:27:05.940]   Dr. Bloom who just wrote a piece in the Wall Street Journal and whose book against empathy comes out next week I
[00:27:05.940 --> 00:27:12.480]   Think agrees with you actually on but he prefers the word compassion. He says there's a difference to an empathy and
