
[00:00:00.000 --> 00:00:04.880]   It's time for Twet this week in Tech. What a panel today. Mike Elgin. Oh,
[00:02:12.640 --> 00:02:16.280]   Learn more at twit dot cashlight dot com
[00:02:16.280 --> 00:02:26.560]   It's time for twit this week in tech the show we cover the week's tech news
[00:02:26.560 --> 00:02:32.720]   With the smartest people I can round up on short notice. We got actually a really good panel today
[00:02:32.720 --> 00:02:34.400]   I'm very excited
[00:02:34.400 --> 00:02:42.840]   To say hello to my good dear friend Mike Elgin from Elgin calm used to be parapetetic now. He's locked down in place
[00:02:42.840 --> 00:02:50.240]   That's right. Well, I actually drove for 12 hours yesterday all the way from Washington in one trip with one stop Leo
[00:02:50.240 --> 00:02:52.480]   What and you never got out?
[00:02:52.480 --> 00:02:54.680]   What what were you doing up there?
[00:02:54.680 --> 00:03:00.480]   Well, actually Amir and I just bought a forest in Washington come on
[00:03:00.480 --> 00:03:08.520]   Yeah, 17 acres and we're gonna build a little cabin or something there you're teasing me. Yeah, no. Oh, this is my dream
[00:03:09.360 --> 00:03:14.000]   we've been working on it for like six months. We found the perfect piece of land and
[00:03:14.000 --> 00:03:17.960]   We just been sort of hiking through it
[00:03:17.960 --> 00:03:24.360]   Oh, wait a while I check Lisa that you're doing that because this is our dream has been because basically the state is burning around us
[00:03:24.360 --> 00:03:30.800]   And we think maybe it's time to leave maybe this was shocking
[00:03:30.800 --> 00:03:35.840]   It the smoke went all the way to north of halfway up
[00:03:36.800 --> 00:03:40.200]   Oregon and that the California smoke is just blanketing the entire
[00:03:40.200 --> 00:03:45.080]   Area but by the time we got to Portland. It was like really nice air quality. I
[00:03:45.080 --> 00:03:47.920]   Might be visiting your forest
[00:03:47.920 --> 00:03:51.560]   Please do we're gonna build a little cabin and will you know
[00:03:51.560 --> 00:03:58.840]   You have you and Lisa up there and will will barbecue things are you gonna have actually internet electricity running water?
[00:03:58.840 --> 00:04:00.360]   What are you gonna have?
[00:04:00.360 --> 00:04:02.360]   It I do have a mobile broadband
[00:04:03.160 --> 00:04:08.360]   Activity, but I'm counting on Starlink. I'm counting on you. Me too. I must me too. Yeah, I can't wait for that
[00:04:08.360 --> 00:04:11.840]   Yeah, if Elon Musk is gonna ruin the world at least he can do it to our benefit
[00:04:11.840 --> 00:04:16.000]   That yeah, exactly. Thank you Mike Elgin also with us. Oh
[00:04:16.000 --> 00:04:18.560]   JJ Stone we call him Oh
[00:04:18.560 --> 00:04:19.840]   Doctor
[00:04:19.840 --> 00:04:21.840]   Because he's been writing scripts since
[00:04:21.840 --> 00:04:23.880]   1920 what is that red cross?
[00:04:23.880 --> 00:04:29.520]   So this is my logo, but I'm just letting Mike know that when you see this in the corner of your forest
[00:04:29.520 --> 00:04:31.520]   I'm only gonna take up about
[00:04:31.520 --> 00:04:36.240]   One in the corner acres. So just know that I'm gonna stake my flag on that little corner
[00:04:36.240 --> 00:04:40.280]   And I'm just gonna go back. Oh a shack just to hang out with just so you just see when you see this
[00:04:40.280 --> 00:04:42.560]   You know, it's me
[00:04:42.560 --> 00:04:46.560]   You're always welcome. That's also effective when the bears come after you just show them that
[00:04:46.560 --> 00:04:49.960]   Well, I'm wondering because that logo does look a little like a red cross
[00:04:49.960 --> 00:04:53.280]   I'm wondering if this is to prevent you from being struck from above by
[00:04:53.280 --> 00:04:59.520]   Cruz missiles or something. I mean what I'm also wearing a shirt that says my life. It says dear police
[00:04:59.520 --> 00:05:01.520]   I am a white woman
[00:05:01.520 --> 00:05:08.720]   Named Karen name Karen. It's got a full name as possible in these streets. Yeah, I don't blame you
[00:05:08.720 --> 00:05:11.480]   here's Owens
[00:05:11.480 --> 00:05:14.120]   sheet music from the 1920s. Oh
[00:05:14.120 --> 00:05:15.840]   doctor
[00:05:15.840 --> 00:05:22.320]   Oh doctor. Oh doctor. This actually comes super excited about that fine. Whoever found it. Yeah, I think are one of our listeners
[00:05:22.320 --> 00:05:27.080]   Who sent this to me? I don't think this was the inspiration for your nickname, but nevertheless
[00:05:27.080 --> 00:05:31.720]   This was back during prohibition when doctors were a light allowed to write prescriptions for liquor
[00:05:31.720 --> 00:05:37.400]   And they were to send cocaine. Yeah. Yeah, man. Doctor should be your friend
[00:05:37.400 --> 00:05:43.160]   All the drugs are good back then basic of heroin stuff. Yeah, heron was invented by bear
[00:05:43.160 --> 00:05:45.560]   Yep
[00:05:45.560 --> 00:05:49.160]   It's a trademark from but they don't I don't think they're enforcing it
[00:05:49.160 --> 00:05:55.600]   And now I am so pleased to welcome back to our microphone somebody who hasn't been here in a while
[00:05:55.600 --> 00:05:59.280]   But he's got a new book and we're we're dragging him out of obscurity
[00:05:59.280 --> 00:06:04.480]   To welcome the wonderful the talented Corey doctor. Oh
[00:06:04.480 --> 00:06:11.720]   Good to see you Corey. Oh my god. It's been a long time not since strangulation has was it little brother?
[00:06:11.720 --> 00:06:13.720]   I was talking to you about then
[00:06:13.720 --> 00:06:21.520]   Well, gosh, it might have been or or pirate cinema or home or maybe home line the sequel to little brother
[00:06:21.520 --> 00:06:27.360]   I think it was home remember. That's what it was. It was homeland and then now you have a new book just coming out in October
[00:06:27.360 --> 00:06:28.640]   Tell me about that
[00:06:28.640 --> 00:06:32.360]   Yeah, it's the third little brother book. So it's the sequel to homeland and
[00:06:32.360 --> 00:06:35.600]   It's an adult standalone novel that
[00:06:35.600 --> 00:06:40.680]   Follows the same characters, but from a different point of view
[00:06:40.680 --> 00:06:46.440]   So Masha who's the young woman who's at the beginning in the end of the first two books who works first for the DHS
[00:06:46.440 --> 00:06:51.240]   And then for a surveillance company that's modeled little on like Palantir or the NSO group
[00:06:51.240 --> 00:06:59.580]   It's her story and it's about how she spent her career building tech tools to put down democratic opposition movements as well as to like
[00:06:59.580 --> 00:07:03.240]   Hancha hotties things that she could tell herself. She was doing the right thing and
[00:07:03.240 --> 00:07:07.200]   Now she's moved back to Northern California
[00:07:07.200 --> 00:07:13.740]   And her best friend is a black lives matter activist who's being targeted with the same tools that she developed literally the same
[00:07:13.740 --> 00:07:20.980]   Tools that she developed and it's about her kind of understanding the role of tech and justice struggles and what it means to be an ally
[00:07:20.980 --> 00:07:26.980]   Rather than declaring yourself to be kind of the technologies are for a movement and start dictating how people are allowed to use stuff
[00:07:26.980 --> 00:07:30.380]   And and you know kind of digs into some pretty chewy questions about
[00:07:30.380 --> 00:07:33.060]   technology self-determination
[00:07:33.060 --> 00:07:40.380]   Personal ethics and and how people talk themselves into doing absolutely ghastly things and what it takes to bring them back from the bright from the brink
[00:07:40.380 --> 00:07:42.620]   very timely obviously
[00:07:43.140 --> 00:07:45.140]   Yeah, what's the name?
[00:07:45.140 --> 00:07:48.380]   It's called a tax surface. It comes out on October 13th
[00:07:48.380 --> 00:07:54.340]   There's an audiobook that is also coming out that Amber Benson from Buffy red. Oh nice
[00:07:54.340 --> 00:07:59.300]   Yeah, and I would point out you don't put your audiobooks on audible.com you like
[00:07:59.300 --> 00:08:03.740]   The and I've been I've been using it ever since you recommended it downpour
[00:08:03.740 --> 00:08:08.780]   Yeah, downpour is really good or Libra dot fms also really good you can nominate a
[00:08:09.540 --> 00:08:15.380]   Bookstore an independent bookstore where you go to window shop for books and then every time you buy an audiobook from them
[00:08:15.380 --> 00:08:19.220]   They tip your local bookstore. Oh, which is terrific
[00:08:19.220 --> 00:08:27.700]   Yeah, and they so I I retained my audiobook rights because you know publishers if you can't sell on audible
[00:08:27.700 --> 00:08:29.220]   They can't make any money, right?
[00:08:29.220 --> 00:08:30.440]   so I
[00:08:30.440 --> 00:08:32.700]   self-fund my own audiobooks and
[00:08:33.220 --> 00:08:40.220]   Use the same studios and the same talent as as I would you know if McMillan or or Random House audio we're doing the audio
[00:08:40.220 --> 00:08:47.780]   Literally like the last one I did McMillan did it and this one I did in the same studio with the same director nice and
[00:08:47.780 --> 00:08:50.660]   You know I sell them myself, but this one
[00:08:50.660 --> 00:08:54.980]   I'm also going to be kick-starting it to do presales as well as presales of the ebooks
[00:08:54.980 --> 00:08:58.340]   So that'll be up in about a week and a half
[00:08:58.340 --> 00:09:01.140]   And we're really hoping to show how
[00:09:02.100 --> 00:09:07.340]   Authors with traditional publishers can use crowdfunding platforms to make money for everybody
[00:09:07.340 --> 00:09:10.700]   You know if you buy an e-book from Kickstarter, I'm the retailer
[00:09:10.700 --> 00:09:17.260]   I get the 30% Amazon would normally get but then my publisher gets the rest they give me 25% back as a royalty
[00:09:17.260 --> 00:09:20.820]   My agent gets his share everybody wins in that situation
[00:09:20.820 --> 00:09:26.820]   The reader gets DRM free multi-format ebooks with no license no terms of service
[00:09:26.820 --> 00:09:32.060]   You know like the only terms of service are you bought it you own it don't violate copyright
[00:09:32.140 --> 00:09:35.140]   Law not like by being stupid enough to be my customer
[00:09:35.140 --> 00:09:37.580]   You agree that I'm allowed to come over to your house and punch your grandmother
[00:09:37.580 --> 00:09:42.580]   And we're doing to wear and make long-distance calls and so you know it's a good deal all around
[00:09:42.580 --> 00:09:50.020]   You get the same product only better and then we don't you know help a monopolist get richer. Yeah
[00:09:50.020 --> 00:09:58.540]   Always so inspired by Corey's willingness to kind of find new pathways
[00:09:59.260 --> 00:10:04.260]   For his art and his creativity and you've always been really kind of free with your stuff
[00:10:04.260 --> 00:10:08.340]   You know creative commencing it publishing it in your on your blog
[00:10:08.340 --> 00:10:13.660]   In fact you're doing someone comes to town someone leaves to town you're reading it on your blog right now
[00:10:13.660 --> 00:10:16.160]   You can listen to it chapter by chapter
[00:10:16.160 --> 00:10:22.780]   It's really it's really cool what you're doing. Thank you for doing all that. I appreciate that Leo. Thank you
[00:10:22.780 --> 00:10:28.580]   And you are you still at the EFF or what are you what are you doing these days besides writing a madman?
[00:10:29.140 --> 00:10:36.060]   I'm also my title is special consultant to EFF the major project I work on right now is is competition
[00:10:36.060 --> 00:10:38.140]   It's a new area for us
[00:10:38.140 --> 00:10:43.400]   But one that's become a lot more urgent a lot of the issues that we work on really boil down to competition issues
[00:10:43.400 --> 00:10:49.280]   Used to be that when tech was a little more diverse in terms of how many companies there were not in terms of the
[00:10:49.280 --> 00:10:51.480]   Makeup for the people who worked at those companies
[00:10:51.480 --> 00:10:54.580]   But when there was like more diversity in the sector when there were a lot more firms
[00:10:55.100 --> 00:10:59.900]   There was always be one company who'd be like, okay, whatever it is all the other companies are doing bad
[00:10:59.900 --> 00:11:02.780]   We're gonna push for the opposite not because we're good people
[00:11:02.780 --> 00:11:05.620]   But because we think we might steal some of their customers
[00:11:05.620 --> 00:11:12.100]   But you know like people look at that that photo of all the leaders of the tech companies sitting around a table with Donald Trump after the election
[00:11:12.100 --> 00:11:13.860]   And they're like oh my god
[00:11:13.860 --> 00:11:16.380]   How could they sit down with Donald Trump which you know fair enough?
[00:11:16.380 --> 00:11:22.700]   But like for me the real message is how is it that all of tech fits around a single leatherette table and Trump Tower right
[00:11:23.220 --> 00:11:26.220]   constant you know concentration of power yeah
[00:11:26.220 --> 00:11:31.780]   Yeah, so you know that's where we've ended up working and there's a lot of people thinking about this stuff
[00:11:31.780 --> 00:11:34.620]   But a lot of the stuff that they're proposing isn't great to be honest
[00:11:34.620 --> 00:11:40.100]   They've got their heart in the right place, but their ideas are not informed by a solid understanding of tech
[00:11:40.100 --> 00:11:43.460]   So you know for example like in Europe
[00:11:43.460 --> 00:11:49.740]   They just passed a law last year forcing all the tech companies to install copyright filters, right?
[00:11:49.740 --> 00:11:54.060]   So there's like you know Google spent a hundred million dollars on content ID
[00:11:54.060 --> 00:11:56.980]   So effectively like if you don't have a hundred million dollars to build a filter
[00:11:56.980 --> 00:11:58.780]   You can't operate in Europe anymore
[00:11:58.780 --> 00:12:04.700]   And then you know once you take all the competition that they might that might do to Google what Google did to say
[00:12:04.700 --> 00:12:06.700]   Altavista out of the marketplace
[00:12:06.700 --> 00:12:11.740]   You know it's not like Google is going to become easier to negotiate with or kinder to musicians
[00:12:11.740 --> 00:12:16.340]   So you know give it ten years and they'll be even stronger. They'll have even more dominant position
[00:12:16.820 --> 00:12:20.540]   The copyright filters will be taking down more innocent speech
[00:12:20.540 --> 00:12:25.180]   You know dolphins caught in the tune in it and musicians will still be getting a raw ordeal
[00:12:25.180 --> 00:12:33.540]   So you know the work that we're doing is about what a like a pro-competitive agenda for tech looks like that doesn't just cement their dominance
[00:12:33.540 --> 00:12:37.460]   But actually make space for like cooperatives non-profits
[00:12:37.460 --> 00:12:45.820]   nascent local competitors SMEs like to have a big weird web again not just like five giant websites phobis screenshots of the other four and
[00:12:46.460 --> 00:12:54.500]   You know that looks like stuff like interoperability mandates where you force companies to open up APIs and also like reform to laws
[00:12:54.500 --> 00:12:59.220]   That get in the way of other kinds of interoperability like the DMCA and the computer fraud and abuse act
[00:12:59.220 --> 00:13:06.580]   So if you want to like plug something new into something that exists right the way that like Apple did when they reverse engineered the Microsoft
[00:13:06.580 --> 00:13:13.180]   Office suite and made I work you know if you wanted to do that with iTunes and you reverse engineered the iTunes file format and made a player
[00:13:13.180 --> 00:13:20.700]   That could play the iTunes proprietary files they would you know sue you and probably swear out a criminal complaint against you under the DMCA
[00:13:20.700 --> 00:13:28.700]   So you know just restoring the kind of interoperability that used to be the source of dynamism in the industry where where people would
[00:13:28.700 --> 00:13:33.980]   You know rudely shoulder their way into markets rather than begging the incumbents for permission
[00:13:33.980 --> 00:13:40.820]   We call it like competitive compatibility right like adding compatibility without asking the companies for permission first
[00:13:40.820 --> 00:13:43.700]   And so you know we're working on that in a number of different fora
[00:13:43.700 --> 00:13:51.020]   Working on things like blanket licenses for music rather than rather than negotiated licenses because right now
[00:13:51.020 --> 00:13:55.900]   You know Facebook Google Spotify they can go out and get licenses for all the music
[00:13:55.900 --> 00:14:02.700]   But a small competitor can't and and all that means is that there are is less negotiating leverage for the musicians
[00:14:02.700 --> 00:14:10.300]   And so you know building a system that works a lot more like a nightclub where like one DJ doesn't get the exclusive right to play the top 40 signals
[00:14:10.380 --> 00:14:18.860]   Which means that no one club can become the only place where popular music is played and start to squeeze the musicians in order to you know
[00:14:18.860 --> 00:14:23.420]   Guarantee play like we want it we want to expand that
[00:14:23.420 --> 00:14:32.460]   Into the digital realms that we can have the same kind of competition and not allow these companies that don't really add anything to the music to serve as gatekeepers to it
[00:14:32.460 --> 00:14:39.100]   It's it's a challenge because while I think anybody paying attention can probably think of
[00:14:40.060 --> 00:14:46.980]   Clever ways to make the world a better place these days and can it's pretty easy to pinpoint the fractures in
[00:14:46.980 --> 00:14:51.660]   The world and where things are going wrong. It's a lot harder to think of a way to actually implement
[00:14:51.660 --> 00:14:57.220]   This stuff do you spend energy on that because well yeah, I want to I by the way
[00:14:57.220 --> 00:15:01.260]   I want to recommend people read the post went up this week on
[00:15:01.260 --> 00:15:07.260]   On one zero on medium one zero dot medium dot com how to destroy surveillance capitalism
[00:15:07.460 --> 00:15:13.300]   Which is a it's a prescription in effect for for how to how to fix this issue
[00:15:13.300 --> 00:15:18.820]   And it's easy for us to see that the dominance of a handful of companies is a problem
[00:15:18.820 --> 00:15:22.620]   It's a lot harder to think of how you how you fix that. They're not gonna go easily
[00:15:22.620 --> 00:15:27.260]   Government yeah our government at least in the United States is run by money
[00:15:27.260 --> 00:15:33.860]   And so of course the biggest companies like in fact, that's Larry Lessig remember wanted to very much wanted to eliminate
[00:15:34.660 --> 00:15:37.340]   DRM, but he realized he's not that's never gonna happen
[00:15:37.340 --> 00:15:43.260]   Unless you change how political financing works. So his you know, he changed his goals
[00:15:43.260 --> 00:15:47.260]   He said well first we got to fix we got to fix money the problem of money in government
[00:15:47.260 --> 00:15:53.400]   So there's an there's another copyright scholar a colleague of Larry's a guy named James Boyle
[00:15:53.400 --> 00:15:59.980]   From Duke University who has a really good riff about this which is that before the term ecology was coined
[00:16:00.300 --> 00:16:05.740]   There were people who cared about like owls and people who cared about the ozone layer and while they didn't like hate each other
[00:16:05.740 --> 00:16:08.380]   They didn't really see themselves as fighting in the same fight
[00:16:08.380 --> 00:16:13.100]   They were they were issue based campaigners and the term ecology said that like yes
[00:16:13.100 --> 00:16:15.260]   You're interested in owls and I'm interested in the ozone layer
[00:16:15.260 --> 00:16:23.820]   But what we're both fighting for is ecology and it took you know a thousand different issues and turned it into a movement with a thousand ways in and
[00:16:24.260 --> 00:16:29.340]   movements get stuff done and so in terms of monopoly and like it's opposite pluralism
[00:16:29.340 --> 00:16:33.620]   Which is why you know these days in the pluralistic dot net in terms of of monopoly
[00:16:33.620 --> 00:16:36.540]   There are people who are really worried about monopoly
[00:16:36.540 --> 00:16:39.380]   Even if they don't care about tech and they don't know it
[00:16:39.380 --> 00:16:41.540]   But they're all on the same side like you know
[00:16:41.540 --> 00:16:48.660]   I take off my glasses and it says made in Italy because they're all over people's glasses and all over peoples is a subsidiary of a company called
[00:16:48.820 --> 00:16:56.580]   Zautica which has bought every single eyewear brand you've ever heard of as well as lens crafters target optical Sears optical the
[00:16:56.580 --> 00:16:58.780]   major lens manufacturer and
[00:16:58.780 --> 00:17:06.100]   Sure some glass hot. Yeah, they own Oakley. They own every Versace. They own every brand you've ever heard of
[00:17:06.100 --> 00:17:10.860]   They've raised prices a thousand percent in ten years if you need prescription glasses
[00:17:10.860 --> 00:17:15.500]   You care about monopoly even if you don't know it yet and then like you know people who watch John
[00:17:15.500 --> 00:17:18.820]   It is really like the frog in the boiling water because yeah
[00:17:18.820 --> 00:17:22.620]   I pay 700 bucks for my glasses now when I only paid a hundred fifty ten years ago
[00:17:22.620 --> 00:17:28.540]   But it kind of went up gradually so I didn't really notice and I certainly didn't know it was like Zautica's fault
[00:17:28.540 --> 00:17:33.660]   But there's a lot of people who have more urgent causes right like if you're a pro wrestling fan
[00:17:33.660 --> 00:17:39.980]   Then you might have noticed in the last couple of years that all the wrestlers you love are begging on go fund me for money to pay
[00:17:39.980 --> 00:17:42.460]   Their medical bills so they can die with dignity in their 50s
[00:17:42.460 --> 00:17:48.620]   And they were related injuries and it's because Vince McMahon bought all the other wrestling leagues there used to be 30 now
[00:17:48.620 --> 00:17:54.740]   There's one he's he's reframed all of his workers as contractors and you took away their health insurance
[00:17:54.740 --> 00:18:01.940]   And so wrestling fans also have common cause and it's like it's like ozone layer and owls right there were people who cared about the ozone
[00:18:01.940 --> 00:18:04.340]   Layer they didn't really understand what was going on with the owls
[00:18:04.340 --> 00:18:07.900]   They knew that there was something really bad going on with the ozone layer when they heard about the hours
[00:18:07.900 --> 00:18:14.460]   They're like that's really alarming, but I'm focused on the ozone layer and it wasn't until we got into ecology rather than issues
[00:18:14.460 --> 00:18:16.580]   That people were able to say
[00:18:16.580 --> 00:18:22.940]   We're all fighting for the same thing and like even though the way I'm fighting for it is by working on the ozone layer
[00:18:22.940 --> 00:18:29.660]   I am going to support the ecology movement per se and we are on the brink of people who worried about
[00:18:29.660 --> 00:18:34.220]   You know concentration and meatpacking all of a sudden that became pretty salient this year
[00:18:34.220 --> 00:18:40.620]   Right as they as slaughterhouses also became charnel houses where meat packers were dying and sickening due to
[00:18:40.620 --> 00:18:45.220]   Massive concentration in the sector that allows them to treat their workers really badly
[00:18:45.220 --> 00:18:48.940]   Chicken farmers have some of the highest suicide rate in the country
[00:18:48.940 --> 00:18:56.300]   It's because there's there's only three major chicken packers left and there's a process that they use called chickenization for their labor force
[00:18:56.300 --> 00:18:59.420]   Where the farmers are technically independent workers
[00:18:59.580 --> 00:19:06.540]   But they have to buy the coop that the that perdue tells them to buy they have to buy the feed they have to use the medicine
[00:19:06.540 --> 00:19:11.180]   They have to put the chickens on the lighting schedule that produce specifies and then perdue
[00:19:11.180 --> 00:19:15.620]   Tells them how much they're going to pay at the very end and they get to calculate it
[00:19:15.620 --> 00:19:18.020]   So it's just enough to keep them growing chickens
[00:19:18.020 --> 00:19:20.940]   But not enough to let them go ahead and if that sounds familiar
[00:19:20.940 --> 00:19:27.980]   It's because it's the same thing that uber drivers have to do with so every sector is facing this kind of both monopoly and
[00:19:28.140 --> 00:19:32.540]   Opsony where you have a buyer who's concentrated all the power among their suppliers
[00:19:32.540 --> 00:19:38.340]   And you also have a seller who's concentrated all the power among the consumers and and it's like an hourglass
[00:19:38.340 --> 00:19:41.420]   And they're these people who are manning the pinch between the two bulbs
[00:19:41.420 --> 00:19:46.940]   And you know we like to think that those of us on this side of the bulb have nothing to come with those of us on that's out of the bulb
[00:19:46.940 --> 00:19:49.300]   It's not true. We're like we're all on the same side
[00:19:49.300 --> 00:19:54.580]   We're on the side of people who want to get rid of the people in the middle running the pinch and this is how we got trust busting
[00:19:54.580 --> 00:19:59.340]   You know a hundred years ago. This is how we got the new deal is that people woke up one day
[00:19:59.340 --> 00:20:05.980]   And they said standard oil is the same problem as the rail trust is the same problem as the electricity trust is same problem as AT&T
[00:20:05.980 --> 00:20:07.980]   It's the same problem as A&P and
[00:20:07.980 --> 00:20:13.700]   They got together and they made common cause and you know we're coming to that moment again or at least
[00:20:13.700 --> 00:20:16.840]   That's I how I think we can find our way out of it
[00:20:16.840 --> 00:20:21.540]   Cory I think if you successfully unite all of these causes into a single cause
[00:20:22.020 --> 00:20:27.140]   We should retain chickenization is the word that describes what happens to the victims. I
[00:20:27.140 --> 00:20:33.380]   Don't agree. I I learned that word from a Zephyr Teachout book that just came out called break him up
[00:20:33.380 --> 00:20:38.500]   But she got it from someone else and I forgot who it is someone who wrote a a big exposé on the meatpacking industry
[00:20:38.500 --> 00:20:42.900]   But you know like it's the same thing with farmers. It's the same thing with
[00:20:42.900 --> 00:20:49.820]   Hospitals right like the reason that hospitals are as brittle as they are the reason our medical system is as brittle as it is
[00:20:49.820 --> 00:20:55.520]   Is because private equity funds have been buying and merging hospitals and making them more and more
[00:20:55.520 --> 00:21:00.380]   Debt-loaded laying off primary staff and hiring them back as contractors doing all the stuff
[00:21:00.380 --> 00:21:06.700]   They did that made toys are us into a failing business except it's our entire health care system such as it is in this country
[00:21:06.700 --> 00:21:10.000]   So, you know, it's also one of JC JC penny went and
[00:21:10.000 --> 00:21:12.700]   Sears Sears. Yeah
[00:21:12.700 --> 00:21:14.560]   Yeah, it's an it what's happening
[00:21:14.560 --> 00:21:22.020]   What's actually the good thing about COVID-19 is all the fractures in society are being brought to the the surface because they are brittle and
[00:21:22.020 --> 00:21:28.680]   And all it took is was, you know a little crack and the whole thing is starting to shatter and it doesn't look good
[00:21:28.680 --> 00:21:33.040]   It's gonna I fear though that we're gonna it's gonna be a very disruptive
[00:21:33.040 --> 00:21:38.960]   Period of several decades as we work this all out and I'm not yeah
[00:21:38.960 --> 00:21:41.600]   I'm not at all convinced that your sides gonna win
[00:21:41.600 --> 00:21:46.840]   I feel like the pinch has a lot of power and and and you know, it's interesting how
[00:21:46.840 --> 00:21:51.840]   You bring up the word ecology because the other thing that they do is they change the language
[00:21:51.840 --> 00:21:59.880]   So it used to be everybody was against pollution. Nobody's for pollution, but you change it to climate change. Well now we can have a debate and
[00:21:59.880 --> 00:22:08.160]   So there are all sorts of techniques that the the people in power used to keep us from
[00:22:09.120 --> 00:22:11.440]   Revolting against the chickenization of the world
[00:22:11.440 --> 00:22:17.800]   Very interesting. I call it the climate emergency instead of climate change. That's a better way. It's a good term for all of us to adopt
[00:22:17.800 --> 00:22:22.760]   Yeah, nobody's nobody's against pollution. Nobody's for pollution everybody's against pollution
[00:22:22.760 --> 00:22:27.760]   But climate change well who knows what that is maybe it's just a natural force
[00:22:27.760 --> 00:22:31.120]   It changes all around you. It's normal, right?
[00:22:31.120 --> 00:22:38.240]   All right, I do I think we should since you brought up monopsony where there is a big monopsony
[00:22:38.800 --> 00:22:45.200]   Right now fighting a giant battle and we're gonna talk about epic versus apple in just a second. I've got a suggestion
[00:22:45.200 --> 00:22:51.360]   Guy named rayjay, you know rayjay said I'm gonna create something a little bit better for a little bit less
[00:22:51.360 --> 00:22:54.160]   He invented raycon. These are great
[00:22:54.160 --> 00:22:58.520]   Wireless earbuds before you go dropping hundreds of dollars for a pair
[00:22:58.520 --> 00:23:06.120]   You got to check out these beautiful wireless earbuds from raycon about half the price of other premium wireless earbuds
[00:23:06.160 --> 00:23:09.640]   Not because their half is good, but because they don't mark up twice as much
[00:23:09.640 --> 00:23:15.240]   They sound just as amazing as the other top brands, you know, they are very very good. These are the everyday
[00:23:15.240 --> 00:23:22.320]   25 earbuds. These are their new models. They look beautiful. They sound great six hours of playtime
[00:23:22.320 --> 00:23:25.920]   That's just the buds themselves and of course, it's a battery case
[00:23:25.920 --> 00:23:30.360]   So you put them in and you charge them up and you get another six hours seamless Bluetooth pairing
[00:23:30.880 --> 00:23:36.360]   Very easy, you know just to pair it with your iPhone your Android phone anything that has Bluetooth
[00:23:36.360 --> 00:23:38.360]   I do it with my laptop too the base
[00:23:38.360 --> 00:23:44.680]   Fantastic there's more base and it's a nice ice a compact design with a nice noise
[00:23:44.680 --> 00:23:51.960]   Isolating fit and that's really important not only so you don't hear the baby crying behind you oh
[00:23:51.960 --> 00:23:58.120]   My my books started right away talk about seamless Bluetooth pairing
[00:23:58.720 --> 00:24:04.800]   Listening to the the splinted in the vial. I thought put it in all of a sudden. I'm hearing it these sound so good
[00:24:04.800 --> 00:24:11.280]   Then they're very very comfortable. So if conference calls where you're gonna you know nowadays. We're wearing our earbuds all day
[00:24:11.280 --> 00:24:15.120]   Binging podcasts you can leave them in all day and they feel great
[00:24:15.120 --> 00:24:22.320]   They're both stylish and discreet and these raycon earbuds have no dangling wires no stems to distract you nothing dribbling out of your ear
[00:24:22.320 --> 00:24:25.640]   The company not only founded by Ray J, but beloved
[00:24:26.200 --> 00:24:30.040]   By many of his friends snoop dog brandy
[00:24:30.040 --> 00:24:37.520]   Rich the kid Mike Tyson loves him Melissa Etheridge uses him JR Smith. They're obsessed with the Raycon's I use them too
