
[00:00:00.000 --> 00:00:05.000]   It's time for Twit this weekend, Tekken Amazing Show!
[00:01:42.000 --> 00:01:46.000]   For a 30-day free trial, visit GoToMeeting.com today.
[00:01:46.000 --> 00:01:51.000]   And buy FreshBooks, the super simple cloud accounting software
[00:01:51.000 --> 00:01:54.000]   that's giving thousands of freelancers and small businesses
[00:01:54.000 --> 00:01:57.000]   the tools to save time billing and get paid faster.
[00:01:57.000 --> 00:02:03.000]   Try it free at freshbooks.com/twit.
[00:02:03.000 --> 00:02:06.000]   This is Twit this week in Tech, and we've got a great big
[00:02:06.000 --> 00:02:08.000]   panel for you all in studio.
[00:02:08.000 --> 00:02:10.000]   I'm really excited.
[00:02:10.000 --> 00:02:13.000]   We've got Jason Callicannis back, because you can never get
[00:02:13.000 --> 00:02:14.000]   enough Jason Callicannis.
[00:02:14.000 --> 00:02:15.000]   It's good to be home.
[00:02:15.000 --> 00:02:17.000]   And I'm still working on the Brooklyn.
[00:02:17.000 --> 00:02:18.000]   Oh!
[00:02:18.000 --> 00:02:19.000]   Hey!
[00:02:19.000 --> 00:02:20.000]   Oh!
[00:02:20.000 --> 00:02:21.000]   Despresso is delightful.
[00:02:21.000 --> 00:02:22.000]   Thank you very much.
[00:02:22.000 --> 00:02:23.000]   It was a short, short pull.
[00:02:23.000 --> 00:02:24.000]   Short and tight.
[00:02:24.000 --> 00:02:25.000]   Short and tight.
[00:02:25.000 --> 00:02:26.000]   Short and tight.
[00:02:26.000 --> 00:02:27.000]   Put a little amorato in there.
[00:02:27.000 --> 00:02:28.000]   Also, he brought along old buddy of his.
[00:02:28.000 --> 00:02:30.000]   I think you probably met when you're in Engagit, right?
[00:02:30.000 --> 00:02:31.000]   Peter Rojas.
[00:02:31.000 --> 00:02:32.000]   Yes!
[00:02:32.000 --> 00:02:35.000]   Peter Rojas and I, we created Engagit Together.
[00:02:35.000 --> 00:02:37.000]   Co-founders, he did 99% of the works.
[00:02:37.000 --> 00:02:38.000]   What are you doing these days?
[00:02:38.000 --> 00:02:41.000]   I am doing seat stage investing for beta works.
[00:02:41.000 --> 00:02:42.000]   Oh, nice.
[00:02:42.000 --> 00:02:43.000]   On their West Coast ambassador.
[00:02:43.000 --> 00:02:44.000]   Ah!
[00:02:44.000 --> 00:02:47.000]   Yeah, Jason was telling me that journalists actually make great
[00:02:47.000 --> 00:02:50.000]   angels because they get access to all the deals.
[00:02:50.000 --> 00:02:52.000]   And you know how to question people.
[00:02:52.000 --> 00:02:54.000]   You should stop being a journalist when you do that.
[00:02:54.000 --> 00:02:55.000]   Yeah, you have to be honest.
[00:02:55.000 --> 00:02:58.000]   It's kind of, you can't be a journalist and cover the companies
[00:02:58.000 --> 00:03:00.000]   that you're investing in, but what's great about it is if you have
[00:03:00.000 --> 00:03:02.000]   an inquisitive mind, you know what questions to ask, right?
[00:03:02.000 --> 00:03:06.000]   And as a journalist, we all had to sort through the BS and the PR nonsense.
[00:03:06.000 --> 00:03:07.000]   So you started as a journalist.
[00:03:07.000 --> 00:03:09.000]   Peter was a part of Engagit.
[00:03:09.000 --> 00:03:13.000]   Yeah, I know how to tear things apart, which I think, it's surprising
[00:03:13.000 --> 00:03:15.000]   actually how many founders you meet with are raising money.
[00:03:15.000 --> 00:03:18.000]   And they have gotten, I think, conditioned to think like, oh, you just
[00:03:18.000 --> 00:03:20.000]   like, do some meetings and you go check.
[00:03:20.000 --> 00:03:22.000]   I know, I used to people actually like trying to understand what they're
[00:03:22.000 --> 00:03:23.000]   doing or pushing back on it.
[00:03:23.000 --> 00:03:25.000]   It's actually makes sense.
[00:03:25.000 --> 00:03:28.000]   Somebody's reviewed a lot of product would be a much better
[00:03:28.000 --> 00:03:30.000]   person at figuring out what the next big thing is.
[00:03:30.000 --> 00:03:33.000]   Yeah, and I think that's, I mean, my entire career has been about
[00:03:33.000 --> 00:03:37.000]   trying to figure out what's the next exciting new product or company
[00:03:37.000 --> 00:03:38.000]   on the horizon.
[00:03:38.000 --> 00:03:40.000]   So it, intellectually, like a good fit for me.
[00:03:40.000 --> 00:03:41.000]   Fun.
[00:03:41.000 --> 00:03:42.000]   So I'm enjoying it.
[00:03:42.000 --> 00:03:44.000]   And then we got a couple of angstyened wretches here.
[00:03:44.000 --> 00:03:45.000]   Well, you're angstyened.
[00:03:45.000 --> 00:03:47.000]   I'm kind of just stained by my...
[00:03:47.000 --> 00:03:49.000]   Well, you know, we don't even do paper anyway.
[00:03:49.000 --> 00:03:50.000]   Just saying.
[00:03:50.000 --> 00:03:51.000]   Just saying.
[00:03:51.000 --> 00:03:53.000]   My fingers are burnt from the keypad.
[00:03:53.000 --> 00:03:54.000]   So how hammer away.
[00:03:54.000 --> 00:03:56.000]   That's Ian Thompson from the Register.
[00:03:56.000 --> 00:03:57.000]   Great to see you.
[00:03:57.000 --> 00:03:58.000]   Oh, it was fun.
[00:03:58.000 --> 00:03:59.000]   Love having you in here.
[00:03:59.000 --> 00:04:02.000]   And we don't have anything to talk about.
[00:04:02.000 --> 00:04:04.000]   So that's okay because really, if there were news, it wouldn't be
[00:04:04.000 --> 00:04:06.000]   nearly as much fun with you guys.
[00:04:06.000 --> 00:04:07.000]   We just...
[00:04:07.000 --> 00:04:10.000]   I'm a little horse because we were just diffusing bombs for the last
[00:04:10.000 --> 00:04:11.000]   45 minutes.
[00:04:11.000 --> 00:04:15.000]   This VR headset, I mean, I have to say VR is going to be a legitimate
[00:04:15.000 --> 00:04:16.000]   platform.
[00:04:16.000 --> 00:04:19.000]   And it's been 20 years of VR.
[00:04:19.000 --> 00:04:20.000]   VRML.
[00:04:20.000 --> 00:04:21.000]   And just all kinds of different headsets.
[00:04:21.000 --> 00:04:24.000]   Yeah, I remember being a SIGGRAPH in 1992 and they had an
[00:04:24.000 --> 00:04:25.000]   attached big asset.
[00:04:25.000 --> 00:04:27.000]   And we were flying on a pterodactyl or something.
[00:04:27.000 --> 00:04:28.000]   Yes.
[00:04:28.000 --> 00:04:30.000]   And you had that little gun that you pointed around.
[00:04:30.000 --> 00:04:31.000]   Yeah.
[00:04:31.000 --> 00:04:34.000]   And it was disorienting and weird and mainly you thought no one's
[00:04:34.000 --> 00:04:38.000]   going to wear a giant five pound headset and do this.
[00:04:38.000 --> 00:04:41.000]   And now because of these, all the sensors, it's made it possible.
[00:04:41.000 --> 00:04:45.000]   No, actually I picked up the gear VR at a day when I was meeting
[00:04:45.000 --> 00:04:48.000]   with a bunch of VR companies and all of them were doing their demos
[00:04:48.000 --> 00:04:49.000]   on a gear VR.
[00:04:49.000 --> 00:04:50.000]   And I was like, I gotta get one of these.
[00:04:50.000 --> 00:04:53.000]   And the gear VR doesn't have any electronics in it at all.
[00:04:53.000 --> 00:04:59.000]   It's just the headset with the lenses, but all the screen and
[00:04:59.000 --> 00:05:01.000]   electronics and everything, it's all off the phone.
[00:05:01.000 --> 00:05:04.000]   Yeah, so Samsung makes it 199 bucks.
[00:05:04.000 --> 00:05:08.000]   They currently have two, one for the Note 4 or maybe the Note 4
[00:05:08.000 --> 00:05:09.000]   and one for the S6.
[00:05:09.000 --> 00:05:11.000]   They announced it Oculus Conference.
[00:05:11.000 --> 00:05:14.000]   They're going to make a $99 one that will fit all their current
[00:05:14.000 --> 00:05:15.000]   models.
[00:05:15.000 --> 00:05:17.000]   Yeah, and it has the Oculus software.
[00:05:17.000 --> 00:05:20.000]   Oculus was based on a Galaxy.
[00:05:20.000 --> 00:05:21.000]   Yeah, the original Oculus.
[00:05:21.000 --> 00:05:25.000]   Well, what happened was what I heard from the inside was Oculus
[00:05:25.000 --> 00:05:29.000]   needed screens from the Samsung folks.
[00:05:29.000 --> 00:05:30.000]   Right.
[00:05:30.000 --> 00:05:33.000]   And they were like, hey, if you want our screens, you need to
[00:05:33.000 --> 00:05:35.000]   give us your technology to get this consumer thing out and make our
[00:05:35.000 --> 00:05:36.000]   phones.
[00:05:36.000 --> 00:05:39.000]   And so the Oculus people didn't exactly want to do it.
[00:05:39.000 --> 00:05:40.000]   So they did that.
[00:05:40.000 --> 00:05:43.000]   But Samsung has their own technology, so they're not going to
[00:05:43.000 --> 00:05:45.000]   need the Oculus for much longer.
[00:05:45.000 --> 00:05:47.000]   Yeah, I think VR is a thing for the moment.
[00:05:47.000 --> 00:05:49.000]   I think AR is going to be much bigger from it when they actually
[00:05:49.000 --> 00:05:51.000]   get the going there.
[00:05:51.000 --> 00:05:53.000]   Trying the HoloLens, I was very excited.
[00:05:53.000 --> 00:05:56.000]   That was, you know, with the right application, that could be
[00:05:56.000 --> 00:05:57.000]   really, really good.
[00:05:57.000 --> 00:06:00.000]   My problem with VR is that you're just too isolated.
[00:06:00.000 --> 00:06:02.000]   You can't move around.
[00:06:02.000 --> 00:06:05.000]   You can't, you know, concentrate on anything other than what's on
[00:06:05.000 --> 00:06:08.000]   the screen, but it's very useful in certain circumstances.
[00:06:08.000 --> 00:06:09.000]   They're gaming.
[00:06:09.000 --> 00:06:10.000]   Yeah, it's gaming for a good one.
[00:06:10.000 --> 00:06:14.000]   So we were playing a game called Keep Talking and Nobody
[00:06:14.000 --> 00:06:15.000]   Explodes.
[00:06:15.000 --> 00:06:16.000]   You're diffusing a bomb.
[00:06:16.000 --> 00:06:19.000]   One person's wearing, it's actually clever because nobody has
[00:06:19.000 --> 00:06:20.000]   four VR headsets.
[00:06:20.000 --> 00:06:21.000]   Not yet.
[00:06:21.000 --> 00:06:25.000]   And although we've seen demos where two people are in a VR
[00:06:25.000 --> 00:06:27.000]   space, that's a non-trivial thing to do.
[00:06:27.000 --> 00:06:30.000]   So this, you're in the VR, you're looking at this bomb and the
[00:06:30.000 --> 00:06:33.000]   rest of you guys have a printed manual and you're trying to
[00:06:33.000 --> 00:06:36.000]   solve this puzzle without seeing the bomb.
[00:06:36.000 --> 00:06:37.000]   Right.
[00:06:37.000 --> 00:06:38.000]   It was fun.
[00:06:38.000 --> 00:06:39.000]   Yeah.
[00:06:39.000 --> 00:06:43.000]   If you were actually diffusing a bomb and you were like,
[00:06:43.000 --> 00:06:46.000]   "Magiver" in a room and you had a radio and Wucky talking and
[00:06:46.000 --> 00:06:48.000]   we're talking to somebody at base, or you had to land, you
[00:06:48.000 --> 00:06:51.000]   know, it's like if it's a land of plane and the control tower is
[00:06:51.000 --> 00:06:53.000]   telling you like, "Oh yeah, pull the yoke.
[00:06:53.000 --> 00:06:54.000]   You're like, what's the yoke?"
[00:06:54.000 --> 00:06:56.000]   And you're like, "What?"
[00:06:56.000 --> 00:06:57.000]   It's worse than that.
[00:06:57.000 --> 00:07:00.000]   And as you can see, these bombs get very, very comfortable.
[00:07:00.000 --> 00:07:01.000]   It's hilarious.
[00:07:01.000 --> 00:07:02.000]   It was fun.
[00:07:02.000 --> 00:07:03.000]   We turned into 12-year-old boys.
[00:07:03.000 --> 00:07:05.000]   We did not want to stop to do Twitch.
[00:07:05.000 --> 00:07:06.000]   Yeah.
[00:07:06.000 --> 00:07:07.000]   It was really fun.
[00:07:07.000 --> 00:07:08.000]   We really don't want to.
[00:07:08.000 --> 00:07:11.000]   I mean, it's a high-stress like tension situation while you're
[00:07:11.000 --> 00:07:12.000]   doing it.
[00:07:12.000 --> 00:07:13.000]   But what you see is so much fun.
[00:07:13.000 --> 00:07:14.000]   And I was terrible at it.
[00:07:14.000 --> 00:07:17.000]   Is that VR isn't necessarily what you imagine necessarily, what
[00:07:17.000 --> 00:07:21.000]   you imagine VR to be, which is an immersive environment that you're
[00:07:21.000 --> 00:07:23.000]   running through and shooting people.
[00:07:23.000 --> 00:07:25.000]   This is a very interesting use of VR.
[00:07:25.000 --> 00:07:26.000]   Yeah.
[00:07:26.000 --> 00:07:27.000]   Yeah.
[00:07:27.000 --> 00:07:29.000]   And augmented reality would be similar because you're still
[00:07:29.000 --> 00:07:32.000]   seeing the world around you, but stuff is superimposed upon it.
[00:07:32.000 --> 00:07:35.000]   I could imagine some very interesting, not just games,
[00:07:35.000 --> 00:07:38.000]   but obviously AR is more about UI, right?
[00:07:38.000 --> 00:07:39.000]   Yeah.
[00:07:39.000 --> 00:07:41.000]   I mean, AR is going to be certain things.
[00:07:41.000 --> 00:07:43.000]   I'm amazed Disney hasn't got the bigger into AR.
[00:07:43.000 --> 00:07:46.000]   Have you seen the Viewmaster yet?
[00:07:46.000 --> 00:07:48.000]   This thing is amazing.
[00:07:48.000 --> 00:07:49.000]   29 bucks.
[00:07:49.000 --> 00:07:50.000]   It's cardboard.
[00:07:50.000 --> 00:07:51.000]   Oh, yes.
[00:07:51.000 --> 00:07:52.000]   Yeah.
[00:07:52.000 --> 00:07:53.000]   Yeah.
[00:07:53.000 --> 00:07:54.000]   So you get a disc.
[00:07:54.000 --> 00:07:55.000]   We can just print them out.
[00:07:55.000 --> 00:07:58.000]   You get a disc and you put the disc on the table and then you put your
[00:07:58.000 --> 00:08:00.000]   phone in the Viewmaster because it's cardboard.
[00:08:00.000 --> 00:08:01.000]   It's Google's cardboard.
[00:08:01.000 --> 00:08:04.000]   And then you're looking through it and it is AR because on the
[00:08:04.000 --> 00:08:08.000]   disc, 3D animals appear and they're moving and they're acting.
[00:08:08.000 --> 00:08:10.000]   It is for kids, but it's very much of a game.
[00:08:10.000 --> 00:08:11.000]   Well, we got one.
[00:08:11.000 --> 00:08:12.000]   There it is.
[00:08:12.000 --> 00:08:13.000]   Yeah.
[00:08:13.000 --> 00:08:14.000]   And it's very much of a game.
[00:08:14.000 --> 00:08:16.000]   I guess I could put my-- I don't want to distract you.
[00:08:16.000 --> 00:08:20.000]   I guess I could put my S6 in here and you guys could play with it.
[00:08:20.000 --> 00:08:22.000]   But it's kind of spectacular.
[00:08:22.000 --> 00:08:23.000]   Oh, there's the disc.
[00:08:23.000 --> 00:08:24.000]   There you go.
[00:08:24.000 --> 00:08:25.000]   Yeah.
[00:08:25.000 --> 00:08:26.000]   The disc doesn't actually do anything.
[00:08:26.000 --> 00:08:29.000]   The disc is not coded or anything, but I guess the Viewmaster
[00:08:29.000 --> 00:08:30.000]   probably sees it.
[00:08:30.000 --> 00:08:33.000]   I'm just talking back to my kid to when I was a kid and you had this.
[00:08:33.000 --> 00:08:36.000]   It's the things that you press the thing and it cycles through.
[00:08:36.000 --> 00:08:37.000]   You still do it.
[00:08:37.000 --> 00:08:39.000]   It's so good that it's got the thing and everything.
[00:08:39.000 --> 00:08:40.000]   Oh, my gosh.
[00:08:40.000 --> 00:08:41.000]   What is wrong with you guys?
[00:08:41.000 --> 00:08:42.000]   Ooh, it's an edge.
[00:08:42.000 --> 00:08:44.000]   They're bringing me all the stuff so I can do this.
[00:08:44.000 --> 00:08:46.000]   No, no, we'll do this at another time.
[00:08:46.000 --> 00:08:48.000]   So I watched the Democratic debate.
[00:08:48.000 --> 00:08:49.000]   I did too!
[00:08:49.000 --> 00:08:50.000]   And that was--
[00:08:50.000 --> 00:08:51.000]   That was sickening.
[00:08:51.000 --> 00:08:55.000]   To Ian's point earlier, my complaint was I couldn't follow or tweet.
[00:08:55.000 --> 00:08:58.000]   Follow Twitter or tweet while I had the headset on because you can't
[00:08:58.000 --> 00:08:59.000]   multitask.
[00:08:59.000 --> 00:09:00.000]   You have to pick one--
[00:09:00.000 --> 00:09:02.000]   Wasn't it kind of weird though?
[00:09:02.000 --> 00:09:05.000]   At first I thought, what are we going to be in the back of the auditorium?
[00:09:05.000 --> 00:09:07.000]   And I'm looking down.
[00:09:07.000 --> 00:09:09.000]   Obviously the VR camera is just a ball, right?
[00:09:09.000 --> 00:09:11.000]   Because nobody knows that they're on camera.
[00:09:11.000 --> 00:09:12.000]   I'm looking down.
[00:09:12.000 --> 00:09:13.000]   There's a guy looking at his phone.
[00:09:13.000 --> 00:09:14.000]   I'm this close to him.
[00:09:14.000 --> 00:09:15.000]   I'm going to read what he's doing.
[00:09:15.000 --> 00:09:16.000]   Then I look to the left.
[00:09:16.000 --> 00:09:17.000]   And there's a camera man.
[00:09:17.000 --> 00:09:18.000]   He's chewing his gum.
[00:09:18.000 --> 00:09:19.000]   He's waiting for the thing.
[00:09:19.000 --> 00:09:23.000]   They don't realize you got a few hundred people, me and Peter Roas anyway.
[00:09:23.000 --> 00:09:24.000]   Yeah.
[00:09:24.000 --> 00:09:26.000]   We may have been the only two people in the lecture.
[00:09:26.000 --> 00:09:29.000]   And then the debate begins and you're like backstage.
[00:09:29.000 --> 00:09:30.000]   You see the steady--
[00:09:30.000 --> 00:09:31.000]   It's a lot about how it's being produced because you see the steady
[00:09:31.000 --> 00:09:32.000]   game guy.
[00:09:32.000 --> 00:09:34.000]   I saw a show of crow tucking on her shirt.
[00:09:34.000 --> 00:09:37.000]   I was getting ready to sing the Star Spangled Banner.
[00:09:37.000 --> 00:09:41.000]   But what I do like about it, in theory, is you could watch a debate and look at the
[00:09:41.000 --> 00:09:43.000]   candidates as you choose as opposed to this.
[00:09:43.000 --> 00:09:45.000]   That was actually what I liked about it.
[00:09:45.000 --> 00:09:48.000]   You didn't have to focus on the candidate who was talking or who was on camera.
[00:09:48.000 --> 00:09:51.000]   You could actually look at the body language and see what other people were doing.
[00:09:51.000 --> 00:09:52.000]   Yeah.
[00:09:52.000 --> 00:09:54.000]   But did you-- were you able to wear it the whole time?
[00:09:54.000 --> 00:09:56.000]   No, I only watched it for maybe 10 or 15 minutes at a time.
[00:09:56.000 --> 00:09:57.000]   Me too.
[00:09:57.000 --> 00:09:58.000]   You tire pretty quickly.
[00:09:58.000 --> 00:09:59.000]   You get tired.
[00:09:59.000 --> 00:10:00.000]   Is it the way to the headset or the--
[00:10:00.000 --> 00:10:01.000]   No.
[00:10:01.000 --> 00:10:05.240]   It's not the way, but the resolution is still low enough that it just starts to create eye
[00:10:05.240 --> 00:10:06.240]   strain.
[00:10:06.240 --> 00:10:07.240]   And I don't really get a seasick from it.
[00:10:07.240 --> 00:10:08.240]   But yeah, you get a little bit of a headache.
[00:10:08.240 --> 00:10:11.920]   And that's what they-- I mean, the reason this is all actually working now is because
[00:10:11.920 --> 00:10:15.240]   the resolution has gotten better and the processors and the GPUs have gotten better.
[00:10:15.240 --> 00:10:17.240]   The Oculus is going to take two GPUs.
[00:10:17.240 --> 00:10:20.000]   That's what I heard, like twin video cards to really--
[00:10:20.000 --> 00:10:22.000]   You're going to do a $1,500 gift.
[00:10:22.000 --> 00:10:25.360]   I heard like $1,500 is like minimum game rig.
[00:10:25.360 --> 00:10:27.360]   You might be more like a $3,000 game rig.
[00:10:27.360 --> 00:10:29.000]   Well, they said $1,500 for the Oculus--
[00:10:29.000 --> 00:10:33.880]   So it's for the Oculus plus the minimum gaming rig that you would be needing it.
[00:10:33.880 --> 00:10:35.520]   So the Oculus is $1,000?
[00:10:35.520 --> 00:10:36.520]   No, no, no, no.
[00:10:36.520 --> 00:10:37.520]   Under $500.
[00:10:37.520 --> 00:10:38.520]   Oh, $500.
[00:10:38.520 --> 00:10:40.320]   $350 to $500, I would guess.
[00:10:40.320 --> 00:10:43.440]   So it's a $1,000 gaming PC, a $500 Oculus.
[00:10:43.440 --> 00:10:47.280]   By the way, this isn't till maybe next quarter.
[00:10:47.280 --> 00:10:48.280]   And I don't think--
[00:10:48.280 --> 00:10:50.720]   It's going to be-- it'll be-- they expect the ship, I think, Q1.
[00:10:50.720 --> 00:10:53.080]   Yeah, they say they will.
[00:10:53.080 --> 00:10:59.320]   What I heard from talking to people in the industry is when you can get to 8K displays,
[00:10:59.320 --> 00:11:00.960]   that's when it starts to--
[00:11:00.960 --> 00:11:01.960]   You dual 4K is really--
[00:11:01.960 --> 00:11:02.960]   Dual 4K.
[00:11:02.960 --> 00:11:03.960]   Yeah.
[00:11:03.960 --> 00:11:06.120]   Actually, dual 8K would be the ideal because you'd need the two images.
[00:11:06.120 --> 00:11:07.120]   Dual 8K.
[00:11:07.120 --> 00:11:08.120]   And the thing is--
[00:11:08.120 --> 00:11:09.120]   That's a lot of grunt.
[00:11:09.120 --> 00:11:11.640]   It's a lot, but we'll get there eventually.
[00:11:11.640 --> 00:11:12.640]   Yeah.
[00:11:12.640 --> 00:11:13.640]   But it's--
[00:11:13.640 --> 00:11:14.640]   We're not next yet.
[00:11:14.640 --> 00:11:15.640]   Oh, new new.
[00:11:15.640 --> 00:11:19.120]   Well, and Ian, you said when you put on the Gear VR, you could see the screen door effect.
[00:11:19.120 --> 00:11:20.960]   You really see those pixels.
[00:11:20.960 --> 00:11:21.960]   This is a fit right?
[00:11:21.960 --> 00:11:22.960]   Yeah.
[00:11:22.960 --> 00:11:25.440]   And then when it first came out, they'd got this sort of thing where you're going over
[00:11:25.440 --> 00:11:26.440]   an African safari.
[00:11:26.440 --> 00:11:28.120]   And it's like, ooh, pixelated elephant.
[00:11:28.120 --> 00:11:29.640]   Yeah, I'm going to pay to see that.
[00:11:29.640 --> 00:11:30.640]   Yeah.
[00:11:30.640 --> 00:11:31.640]   Yeah.
[00:11:31.640 --> 00:11:34.280]   Was the Holland lens a better resolution?
[00:11:34.280 --> 00:11:38.800]   It was a slight-- it was a better resolution, but a much smaller screen area because with
[00:11:38.800 --> 00:11:42.480]   the Holland lens, you're looking at like a little patch in front of you like that,
[00:11:42.480 --> 00:11:44.240]   which is great.
[00:11:44.240 --> 00:11:48.240]   But the key thing was that you could actually knock certain things out.
[00:11:48.240 --> 00:11:53.920]   You could leave a computer monitor on, for example, and have a Martian landscape in front
[00:11:53.920 --> 00:11:57.680]   of you with a Samsung computer monitor sitting down looking completely out of place.
[00:11:57.680 --> 00:11:58.680]   That's a weird idea.
[00:11:58.680 --> 00:12:00.240]   That's a weird idea if you want to check things.
[00:12:00.240 --> 00:12:05.040]   If they can-- if you could get an AR-- a set of AR glasses which could switch to VR,
[00:12:05.040 --> 00:12:06.040]   that's going to be the killer.
[00:12:06.040 --> 00:12:09.400]   So you can basically flip a switch and see the real world or--
[00:12:09.400 --> 00:12:10.400]   Oh, by the way.
[00:12:10.400 --> 00:12:11.400]   Yeah.
[00:12:11.400 --> 00:12:13.200]   You can do that with a Gear VR because it has lenses.
[00:12:13.200 --> 00:12:14.560]   Yeah, it has a pass through.
[00:12:14.560 --> 00:12:15.560]   Yeah.
[00:12:15.560 --> 00:12:17.560]   Oh, actually you can use the camera in the phone.
[00:12:17.560 --> 00:12:18.560]   So you can't do it all the way around.
[00:12:18.560 --> 00:12:19.560]   It's a little disorienting.
[00:12:19.560 --> 00:12:20.560]   Yeah, it's weird.
[00:12:20.560 --> 00:12:22.560]   But taking it off is just like--
[00:12:22.560 --> 00:12:26.720]   You've said it pointed another problem that I'd never even thought of.
[00:12:26.720 --> 00:12:29.440]   This transition from the VR world to the normal world.
[00:12:29.440 --> 00:12:32.560]   You really do feel like a shock when you take it off.
[00:12:32.560 --> 00:12:33.560]   That's how convincing it is.
[00:12:33.560 --> 00:12:35.360]   Your brain is literally fooled.
[00:12:35.360 --> 00:12:38.280]   And in the test, if you like try to walk off a cliff, like--
[00:12:38.280 --> 00:12:41.560]   It's very hard for people or when like a car goes off to a ravine--
[00:12:41.560 --> 00:12:44.560]   You feel physiologically like you're falling.
[00:12:44.560 --> 00:12:48.560]   Well, I think the one that really freaks people out is the guillotine guillotine.
[00:12:48.560 --> 00:12:49.560]   Oh, what?
[00:12:49.560 --> 00:12:50.560]   You are like you bend over.
[00:12:50.560 --> 00:12:51.560]   No.
[00:12:51.560 --> 00:12:52.560]   No.
[00:12:52.560 --> 00:12:53.560]   What are you doing?
[00:12:53.560 --> 00:12:54.560]   It's simulator?
[00:12:54.560 --> 00:12:55.560]   Just-- I'm getting to send me a letter.
[00:12:55.560 --> 00:12:56.560]   It's like a--
[00:12:56.560 --> 00:12:57.560]   It's like a--
[00:12:57.560 --> 00:12:58.560]   A good roller coaster, Ticcoo.
[00:12:58.560 --> 00:12:59.560]   There's good news in bad news.
[00:12:59.560 --> 00:13:01.560]   You're going to be Louis the 16.
[00:13:01.560 --> 00:13:02.560]   Yeah.
[00:13:02.560 --> 00:13:04.560]   The bad news is you're getting your head shot, though.
[00:13:04.560 --> 00:13:05.560]   You might not like the ending.
[00:13:05.560 --> 00:13:06.560]   You get to be kidding.
[00:13:06.560 --> 00:13:07.560]   It's not true at all.
[00:13:07.560 --> 00:13:09.560]   Just give it a try.
[00:13:09.560 --> 00:13:12.560]   Game of Thrones is going to be very interesting.
[00:13:12.560 --> 00:13:13.560]   They said that.
[00:13:13.560 --> 00:13:14.560]   Well, of course we still mean.
[00:13:14.560 --> 00:13:15.560]   Well, of course we still mean.
[00:13:15.560 --> 00:13:16.560]   But yeah.
[00:13:16.560 --> 00:13:20.720]   Microsoft said at its announcement a couple of weeks ago that it's going to be a first quarter
[00:13:20.720 --> 00:13:22.560]   of next year and it will be developed for you.
[00:13:22.560 --> 00:13:23.560]   For the development.
[00:13:23.560 --> 00:13:27.560]   And it will be $3,000 and it will not look like the video we're showing on the screen.
[00:13:27.560 --> 00:13:32.560]   Because I think this was unfair and we've mentioned this before, Microsoft, to show this video at the demo.
[00:13:32.560 --> 00:13:35.560]   When in fact you're not seeing that, are you in this?
[00:13:35.560 --> 00:13:36.560]   Not even close, right?
[00:13:36.560 --> 00:13:37.560]   No.
[00:13:37.560 --> 00:13:39.560]   I mean, well, they displayed it on stage.
[00:13:39.560 --> 00:13:42.560]   I was in the audience watching this trying to find a Wi-Fi signal that worked.
