
[00:00:00.000 --> 00:00:07.000]   [Music]
[00:15:36.000 --> 00:15:41.000]   Well, I am the president of the internet. So I don't know. Do I get any? I don't think I get anything.
[00:15:41.000 --> 00:15:46.000]   I should point out that had you been nominated, Kevin Rose, it wouldn't even have been close.
[00:15:46.000 --> 00:15:48.000]   Should we be in your cabinet? Can I be vice president?
[00:15:48.000 --> 00:15:50.000]   Yeah. What do you want?
[00:15:50.000 --> 00:15:52.000]   I don't know. Something fun.
[00:15:52.000 --> 00:15:56.000]   You don't want to be in the state department. You don't want to be secretary of state Hillary Clinton right now.
[00:15:56.000 --> 00:16:02.000]   The US Department of State is not allowed to use Firefox. They have to use Internet Explorer 6.
[00:16:03.000 --> 00:16:11.000]   We had a town hall meeting on Friday and Jim Finkel, one of the state department, just some guy, a worker bee, says,
[00:16:11.000 --> 00:16:16.000]   "Can you please let the staff use an alternative browser called Firefox?"
[00:16:16.000 --> 00:16:21.000]   I love that they asked her about open source software.
[00:16:21.000 --> 00:16:23.000]   What did she say?
[00:16:23.000 --> 00:16:30.000]   Well, she didn't answer it. She deferred it to somebody else who initially said, "Oh, there's a cost issue with using Firefox."
[00:16:31.000 --> 00:16:34.000]   At which point somebody pointed out, "Well, you know, it's free."
[00:16:34.000 --> 00:16:40.000]   Well, there is a cost issue anytime a corporation or business has to put in a new software.
[00:16:40.000 --> 00:16:42.000]   It's a change like that. There's this training and that type of thing.
[00:16:42.000 --> 00:16:46.000]   It's cost millions. But the truth is, IE is such a piece of crap.
[00:16:46.000 --> 00:16:49.000]   There's a very simple solution to this.
[00:16:49.000 --> 00:16:51.000]   What's that?
[00:16:51.000 --> 00:16:57.000]   You just basically say, if you're smart enough to know how to install Firefox and use it, then you do so. Everyone else uses IE.
[00:16:57.000 --> 00:16:59.000]   You know they're not going to do that.
[00:17:00.000 --> 00:17:05.000]   In fact, with all of the break-ins and so forth and the security issues in the government, you know those machines.
[00:17:05.000 --> 00:17:09.000]   I hope those machines in the State Department are locked down.
[00:17:09.000 --> 00:17:14.000]   Man, on the cruise ship, they basically had no internet.
[00:17:14.000 --> 00:17:17.000]   There were six Windows machines that had...
[00:17:17.000 --> 00:17:20.000]   I don't even know what version of Windows because it had an application running.
[00:17:20.000 --> 00:17:23.000]   I thought, "Oh, good. There's a memory card slot on it."
[00:17:24.000 --> 00:17:31.000]   But all you could do is put your card in there and for whatever, 30 bucks, send a postcard to somebody with a picture you pulled off the card.
[00:17:31.000 --> 00:17:34.000]   You couldn't read or write. I wish you'd been there, Kevin. Maybe you could have hacked into the darn thing.
[00:17:34.000 --> 00:17:36.000]   I couldn't get any internet access at all.
[00:17:36.000 --> 00:17:38.000]   Do they not have wireless there?
[00:17:38.000 --> 00:17:40.000]   No, this is the crappiest shit.
[00:17:40.000 --> 00:17:42.000]   Who did you go with? Don't say Carnival.
[00:17:42.000 --> 00:17:45.000]   No, it was worse than Carnival. There's actually a step down from Carnival.
[00:17:45.000 --> 00:17:48.000]   What? Like, Festival?
[00:17:48.000 --> 00:17:50.000]   It's like Festival.
[00:17:51.000 --> 00:17:54.000]   I was on the Costa Krapaka, I think was the name of it.
[00:17:54.000 --> 00:17:58.000]   It was the worst cruise ship ever.
[00:17:58.000 --> 00:18:00.000]   Did you say CostCo?
[00:18:00.000 --> 00:18:02.000]   CostCo. Might as well have been.
[00:18:02.000 --> 00:18:12.000]   Anyway, if you want... But it kept me off the internet, which was a little bit of a problem because I had four lectures to give about social media and iPhone apps and stuff.
[00:18:12.000 --> 00:18:14.000]   No internet access kind of hampered those, but that's all right.
[00:18:14.000 --> 00:18:18.000]   Anyway, what was I saying? Oh, locked down. I'm sure the State Department is pretty locked down.
[00:18:19.000 --> 00:18:25.000]   Well, the guy that asked the question actually had come from a security agency where they were letting them use Firefox.
[00:18:25.000 --> 00:18:32.000]   So he had the argument that if we can use it over at the NSA or wherever it was, we should be able to use it here.
[00:18:32.000 --> 00:18:38.000]   Wow. Well, I hope they get their Firefox.
[00:18:38.000 --> 00:18:42.000]   Actually, wasn't there a big hole in Firefox 3.5?
[00:18:42.000 --> 00:18:46.000]   Yeah, they released 3.5.1 this week and patched it.
[00:18:47.000 --> 00:18:52.000]   Originally, it was going to come out about a week later, but they rushed it out because of this flaw.
[00:18:52.000 --> 00:19:04.000]   It also fixed a problem where if you're on a slower Windows machine, when it started up, it would sometimes take minutes for Firefox 3.5 to come up because it was scanning...
[00:19:04.000 --> 00:19:10.000]   In order to do some kind of randomization, it was scanning temporary folders.
[00:19:10.000 --> 00:19:13.000]   Using it as random data or something.
[00:19:14.000 --> 00:19:17.000]   So on Windows, it was taking a while and they fixed that as well.
[00:19:17.000 --> 00:19:28.000]   But I also saw another story just today that said that in 3.5.1, there's another vulnerability and the exploit code has been released for it.
[00:19:28.000 --> 00:19:30.000]   Already? Yes.
[00:19:30.000 --> 00:19:34.000]   All zero-day stuff. Microsoft has a zero-day exploit too.
[00:19:35.000 --> 00:19:44.000]   It was patched Tuesday, last Tuesday. Microsoft pushed out nine patches, but just to keep the hackers busy, left one open.
[00:19:44.000 --> 00:19:47.000]   Why not?
[00:19:47.000 --> 00:19:48.000]   I always leave one on the table.
[00:19:48.000 --> 00:19:53.000]   Six of the nine were ranked critical. Three were tagged as important.
[00:19:53.000 --> 00:20:03.000]   The kill bit turned on for the ActiveX control, the DirectX show fix.
[00:20:04.000 --> 00:20:10.000]   But one is still open to exploit. So you figure out which one hackers. All you hacker kitties.
[00:20:10.000 --> 00:20:13.000]   Are you a Safari user, Kevin, or do you use Firefox?
[00:20:13.000 --> 00:20:19.000]   You know, I'm balancing back in between Chrome and Firefox.
[00:20:19.000 --> 00:20:21.000]   Chrome on the Windows side.
[00:20:21.000 --> 00:20:22.000]   On Mac.
[00:20:22.000 --> 00:20:25.000]   It's the Chromium beta.
[00:20:25.000 --> 00:20:32.000]   Is that stable? Google hasn't released Chrome yet for the Mac, but the source code is open.
[00:20:33.000 --> 00:20:35.000]   He's done a compilation of it, I guess.
[00:20:35.000 --> 00:20:37.000]   No, this is directly from Google.
[00:20:37.000 --> 00:20:39.000]   It's from Google? Chromium?
[00:20:39.000 --> 00:20:43.000]   It's Google Chrome. It's just their beta version of it.
[00:20:43.000 --> 00:20:51.000]   They're doing nightly builds and you can go in and dive in. I did a blog post on this. You can go and dive in and grab the nightly builds.
[00:20:51.000 --> 00:20:59.000]   Some of them are going to be more stable than others, but I think, Kevin, if you download the beta, doesn't it refresh from the nightly builds every few days?
[00:21:00.000 --> 00:21:05.000]   It didn't. You know, I was always doing the check for update and I was having to go in and manually download it to get the latest build.
[00:21:05.000 --> 00:21:12.000]   But if you type in Google Chrome Mac, it's the first link. No, actually it's not the first link because the first link is saying put in your email address.
[00:21:12.000 --> 00:21:19.000]   It's the second link under Google Chrome Mac, which takes you directly to what they're calling the developer release.
[00:21:19.000 --> 00:21:22.000]   And you like it better than Safari or better than Firefox?
[00:21:22.000 --> 00:21:29.000]   It's just really fast and snappy. I don't know. I'm just playing around with it because I want to stay up with all the kids are playing with nowadays.
[00:21:29.000 --> 00:21:32.000]   Well, it doesn't have bookmarks.
[00:21:32.000 --> 00:21:35.000]   How does it feel not to be one of the kids anymore?
[00:21:35.000 --> 00:21:40.000]   I know. It's weird. I'm not in the loop anymore. It's killing me.
[00:21:40.000 --> 00:21:43.000]   Oh, those kids don't know anything.
[00:21:43.000 --> 00:21:51.000]   It doesn't have bookmark management, so you can't pull up like a screen and manage your bookmarks. You can bookmark things. It can't print.
[00:21:51.000 --> 00:21:55.000]   There's a lot of things that it can't do yet, but it's really fast.
[00:21:55.000 --> 00:21:58.000]   Yeah, Flash doesn't work.
[00:21:58.000 --> 00:22:05.000]   I've been pretty happy with Safari. Safari 402 now. They've done a couple of updates to some pretty nasty bugs on Safari.
[00:22:05.000 --> 00:22:15.000]   But I just use Firefox because of all the add-ons, the extensions that I'm dependent on. I just can't leave them behind.
[00:22:15.000 --> 00:22:24.000]   And 3.5 at first was very fast, but it does feel a little bit sluggish now. And that's on Mac. I don't know why. Chrome is so snappy.
[00:22:24.000 --> 00:22:26.000]   It is.
[00:22:27.000 --> 00:22:37.000]   I think they did a hack on the Mac too. It's weird. I've never seen the Chrome dock icon bounce one time. It's strange. I'm serious.
[00:22:37.000 --> 00:22:41.000]   It's the appearance of speed.
[00:22:41.000 --> 00:22:44.000]   Yeah, launch it and tell me if it bounces. I've never seen this happen.
[00:22:44.000 --> 00:22:46.000]   It didn't bounce. No bounce.
[00:22:46.000 --> 00:22:55.000]   Isn't that weird? I haven't tried to trick it. I launched like five other things and then clicked Chrome last. I'm like, "Okay, give me one bounce." And it didn't bounce. I think it's a little hack.
[00:22:56.000 --> 00:23:03.000]   This is good. This is like an ad for Chrome. So I'm sure they covered it last week, but what do you think about this Google OS? It was getting a lot of press.
[00:23:03.000 --> 00:23:05.000]   It's not even a screenshot, right?
