
[00:00:00.000 --> 00:00:05.640]   It's time for Twit, this week in tech, our second episode of the brand new East Side Studios.
[00:03:29.720 --> 00:03:36.200]   Spotify says, Hey, hey, we're not burying musicians when they make deals with Apple.
[00:03:36.200 --> 00:03:43.560]   And so Bloomberg said, Bloomberg, maybe did they get it wrong or did they overstate the
[00:03:43.560 --> 00:03:44.840]   case?
[00:03:44.840 --> 00:03:51.160]   They say, according to their sources, Spotify in an escalating battle between Apple and
[00:03:51.160 --> 00:03:55.840]   Spotify is telling musicians who do an exclusive deal with Apple.
[00:03:55.840 --> 00:03:57.640]   Well, guess what?
[00:03:57.640 --> 00:03:59.400]   We're not going to promote you.
[00:03:59.400 --> 00:04:08.000]   We're not going to, in any way, allow you to, we're going to bury you, be a big part of
[00:04:08.000 --> 00:04:09.000]   Spotify.
[00:04:09.000 --> 00:04:15.760]   Spotify says, that's not true, although they didn't deny the promotion thing.
[00:04:15.760 --> 00:04:19.480]   It's kind of, this is a continuing saga between Apple and Spotify.
[00:04:19.480 --> 00:04:20.480]   That's competition.
[00:04:20.480 --> 00:04:21.640]   I mean, I get it.
[00:04:21.640 --> 00:04:29.200]   I really hate the zero sum aspect of like content exclusivity where, you know, nobody
[00:04:29.200 --> 00:04:32.840]   is reasonably going to subscribe to both Spotify and Apple music, which means you're always
[00:04:32.840 --> 00:04:36.080]   going to have things that are favorites of yours that are not going to be available.
[00:04:36.080 --> 00:04:38.280]   And I really hate that part of it.
[00:04:38.280 --> 00:04:42.200]   Although I do wonder in parsing the Bloomberg story, if what was happening was they were
[00:04:42.200 --> 00:04:47.200]   telling artists that they were going to be sorry if they made deals with Apple and didn't
[00:04:47.200 --> 00:04:49.200]   actually do any retaliation.
[00:04:49.200 --> 00:04:51.200]   Just sort of want to scare them.
[00:04:51.200 --> 00:04:55.040]   Drake gave Apple music an exclusive, right?
[00:04:55.040 --> 00:04:56.040]   Right.
[00:04:56.040 --> 00:04:57.040]   And Frank Ocean.
[00:04:57.040 --> 00:04:58.040]   Frank Ocean.
[00:04:58.040 --> 00:04:59.040]   That was another big one.
[00:04:59.040 --> 00:05:03.520]   And apparently Spotify, I mean, the leak is, and I would guess it came from Drake or Ocean's
[00:05:03.520 --> 00:05:04.720]   camp, right?
[00:05:04.720 --> 00:05:10.640]   Said, oh, so that makes sense that Spotify threatened us, but did they actually do it?
[00:05:10.640 --> 00:05:12.320]   Spotify categorically denies it.
[00:05:12.320 --> 00:05:13.320]   We didn't do that.
[00:05:13.320 --> 00:05:17.640]   You would think it would be counterproductive for Spotify to suppress things and search results,
[00:05:17.640 --> 00:05:24.120]   though, because if you're a user and you can't find the stuff people really care about,
[00:05:24.120 --> 00:05:27.640]   it's not going to make you look upon Spotify forever, really.
[00:05:27.640 --> 00:05:30.240]   How many stories in technology these days?
[00:05:30.240 --> 00:05:32.680]   I guess it's always been that way.
[00:05:32.680 --> 00:05:34.680]   The user is the one who gets screwed.
[00:05:34.680 --> 00:05:35.680]   Yeah.
[00:05:35.680 --> 00:05:36.680]   It's not.
[00:05:36.680 --> 00:05:37.680]   The company's fighting.
[00:05:37.680 --> 00:05:38.680]   It's like dinosaurs fighting.
[00:05:38.680 --> 00:05:41.680]   You stay out of the way because they're going to stomp on you as a user.
[00:05:41.680 --> 00:05:45.080]   Whenever you have big companies that are trying to, they feel like they're in a death
[00:05:45.080 --> 00:05:50.440]   struggle with one another, it's inevitably, they're making decisions strategically based
[00:05:50.440 --> 00:05:55.160]   on their battle and not what the regular people want.
[00:05:55.160 --> 00:06:00.840]   It's a shame because, like I said, you're a fan of one artist and they're on Apple,
[00:06:00.840 --> 00:06:04.000]   so you go to Apple and then you're a fan of that another artist and they're only on
[00:06:04.000 --> 00:06:05.000]   Spotify.
[00:06:05.000 --> 00:06:06.000]   It's really fun.
[00:06:06.000 --> 00:06:11.720]   You're not going to subscribe to both, so then you're making decisions and it's tough.
[00:06:11.720 --> 00:06:12.720]   Music industry really is struggling.
[00:06:12.720 --> 00:06:14.760]   I just don't know what the answer is.
[00:06:14.760 --> 00:06:20.000]   I think the risk for both companies is that people will say poo-poo to both of you, and
[00:06:20.000 --> 00:06:24.080]   I'm just going to download it from a bit torrent.
[00:06:24.080 --> 00:06:30.320]   I feel like sometimes I think that the Subscription Music Service game is all right now about
[00:06:30.320 --> 00:06:31.760]   just getting everybody hooked.
[00:06:31.760 --> 00:06:36.120]   I wrote a piece this week on Macworld about this that after a year of being an Apple Music
[00:06:36.120 --> 00:06:40.600]   subscriber, I calculated out how much music I've added to my library that I didn't buy
[00:06:40.600 --> 00:06:44.120]   because I used to buy music but I'm not really buying music now and it was like about $200
[00:06:44.120 --> 00:06:45.880]   or $300 worth.
[00:06:45.880 --> 00:06:47.400]   Every year it compounds.
[00:06:47.400 --> 00:06:50.800]   Every year there's another year's worth of music discovery that you didn't buy, so if
[00:06:50.800 --> 00:06:55.480]   you were to ever quit and stop using a music subscription service, you would need to spend
[00:06:55.480 --> 00:07:00.640]   hundreds or more than $1,000 to get those tracks back in your personal library.
[00:07:00.640 --> 00:07:04.080]   I think that's what Phaseware in now is get everybody hooked.
[00:07:04.080 --> 00:07:08.120]   It would, given how little artists seem to be getting compensated for this and maybe even
[00:07:08.120 --> 00:07:11.200]   record companies, what's the next shoe to drop?
[00:07:11.200 --> 00:07:15.920]   Probably that they will start increasing the prices and saying, "Now you need to pay $20
[00:07:15.920 --> 00:07:17.480]   a month, but what are you going to do?
[00:07:17.480 --> 00:07:20.600]   You're going to lose all your music if you don't."
[00:07:20.600 --> 00:07:21.600]   That would be a bad sign.
[00:07:21.600 --> 00:07:22.600]   Right.
[00:07:22.600 --> 00:07:23.600]   They got us right when they want us.
[00:07:23.600 --> 00:07:29.800]   That's the kind of the ultimate anti-competitive scenario is you dominate the market by undercutting
[00:07:29.800 --> 00:07:30.800]   everybody else.
[00:07:30.800 --> 00:07:34.760]   Once everybody else goes out of business, then you can raise prices to whatever height
[00:07:34.760 --> 00:07:35.760]   you want.
[00:07:35.760 --> 00:07:39.240]   Even if it's Apple and Google and Spotify and there's some competition there, if the music
[00:07:39.240 --> 00:07:42.240]   industry says, "Look, you need to cut us in for more, they're going to have to raise
[00:07:42.240 --> 00:07:43.240]   the prices anyway."
[00:07:43.240 --> 00:07:44.840]   It's going to be Apple, Google and Amazon.
[00:07:44.840 --> 00:07:47.360]   I don't know if Spotify has a shot at this.
[00:07:47.360 --> 00:07:51.320]   All three have other businesses that will be supported by the music business.
[00:07:51.320 --> 00:07:53.280]   They don't need to make money.
[00:07:53.280 --> 00:07:58.680]   Amazon is, by the way, offering an aggressive price, $5 a month for music, but you can only
[00:07:58.680 --> 00:07:59.680]   listen on the Echo.
[00:07:59.680 --> 00:08:00.680]   Right.
[00:08:00.680 --> 00:08:02.600]   I think that's a smart idea.
[00:08:02.600 --> 00:08:07.440]   The story was that they're trying to do that, something like that.
[00:08:07.440 --> 00:08:12.440]   I think that's pretty smart because as somebody who has an Echo, I'm willing to pay Amazon
[00:08:12.440 --> 00:08:15.520]   a little bit to add features to the Echo and that's what that is.
[00:08:15.520 --> 00:08:19.840]   It's not really Spotify, it's being able to access that library on the Echo.
[00:08:19.840 --> 00:08:22.320]   Right now you get Amazon Prime Music, which is pathetic.
[00:08:22.320 --> 00:08:25.880]   My mom would totally pay $5 a month together in her Echo.
[00:08:25.880 --> 00:08:29.160]   Actually, my in-laws, we gave them an Echo.
[00:08:29.160 --> 00:08:33.080]   They're happy because they can listen to Elvis, Bill Haley's comments.
[00:08:33.080 --> 00:08:36.000]   Amazon Prime Music has the stuff that they want to hear.
[00:08:36.000 --> 00:08:37.840]   It's the modern stuff it doesn't give.
[00:08:37.840 --> 00:08:41.040]   My mom likes opera, and she says the Prime Music Opera selections.
[00:08:41.040 --> 00:08:42.040]   It's not so good.
[00:08:42.040 --> 00:08:43.040]   Yeah.
[00:08:43.040 --> 00:08:45.440]   I'm hoping for $5 she could beef it up.
[00:08:45.440 --> 00:08:49.440]   Speaking of which, either of you get an invitation to any events that Apple might be doing any
[00:08:49.440 --> 00:08:51.400]   time in the next couple of weeks.
[00:08:51.400 --> 00:08:52.400]   Not yet?
[00:08:52.400 --> 00:08:54.520]   We'll get them Wednesday, right?
[00:08:54.520 --> 00:08:57.120]   Yes, next few days would be a logical time frame.
[00:08:57.120 --> 00:08:58.120]   Yeah.
[00:08:58.120 --> 00:08:59.120]   I say we'll like I'd get one.
[00:08:59.120 --> 00:09:05.120]   No, you'll get them Wednesday for an event which we all, I think, seem to kind of converge
[00:09:05.120 --> 00:09:06.760]   on the date September 7th.
[00:09:06.760 --> 00:09:08.920]   That's the Wednesday after Memorial Day.
[00:09:08.920 --> 00:09:14.360]   It would be normally September 7th, or 6th, Tuesday, but the 7th is the Wednesday.
[00:09:14.360 --> 00:09:21.280]   And then the rumor mill was that September 9th for pre-order, that's the Friday following
[00:09:21.280 --> 00:09:22.280]   at midnight.
[00:09:22.280 --> 00:09:23.240]   That's typically how app it does it.
[00:09:23.240 --> 00:09:29.040]   And then the further rumor is the September 23rd, two weeks after that for the first deliveries.
[00:09:29.040 --> 00:09:31.240]   We stand by that and that sounds right.
[00:09:31.240 --> 00:09:35.960]   It's been Wednesday after Labor Day of the last couple of years.
[00:09:35.960 --> 00:09:36.960]   It was the ninth.
[00:09:36.960 --> 00:09:37.960]   This is the patterns.
[00:09:37.960 --> 00:09:40.240]   Well, nobody says Apple has to do it the same way every year.
[00:09:40.240 --> 00:09:43.600]   Sometimes they break their pattern, but that's there have been reports that say specifically
[00:09:43.600 --> 00:09:44.600]   that that's the date.
[00:09:44.600 --> 00:09:46.200]   So I think it's probably the date.
[00:09:46.200 --> 00:09:47.800]   You'd be, did I say Memorial Day?
[00:09:47.800 --> 00:09:48.800]   I meant Labor Day.
[00:09:48.800 --> 00:09:53.600]   You'd be, it'd be a mis-hittiest mistake to buy an iPhone today.
[00:09:53.600 --> 00:09:54.600]   Maybe not.
[00:09:54.600 --> 00:09:55.600]   People do it though.
[00:09:55.600 --> 00:09:56.600]   I like headphone jacks.
[00:09:56.600 --> 00:09:57.600]   I cannot lie.
[00:09:57.600 --> 00:09:58.600]   It's not going to be stuck up.
[00:09:58.600 --> 00:10:01.040]   It might be time to stock up on the old headphone jack.
[00:10:01.040 --> 00:10:05.720]   You know, Steve Gibson who does security now, he'll fall in love with the technology.
[00:10:05.720 --> 00:10:10.360]   He was really, he really liked a particular blackberry.
[00:10:10.360 --> 00:10:13.840]   And he thought, well, if they ever stop making them and be like, so he froze them.
[00:10:13.840 --> 00:10:18.160]   He actually just put them in seal, he puts them in the freezer.
[00:10:18.160 --> 00:10:20.160]   So they don't decay.
[00:10:20.160 --> 00:10:23.200]   I say sometimes you should go through your freezer, Steve, and throw out stuff that you
[00:10:23.200 --> 00:10:26.480]   don't really care about anymore like a blackberry.
[00:10:26.480 --> 00:10:27.480]   He's a bad, it's blackberries.
[00:10:27.480 --> 00:10:30.080]   I think he had a pilot in there for a while.
[00:10:30.080 --> 00:10:32.480]   I only do that with film from my Polaroid camera.
[00:10:32.480 --> 00:10:33.480]   Film?
[00:10:33.480 --> 00:10:34.480]   That makes sense.
[00:10:34.480 --> 00:10:35.480]   Yeah, next thing.
[00:10:35.480 --> 00:10:36.480]   It's tied to a service.
[00:10:36.480 --> 00:10:37.480]   That's the problem, right?
[00:10:37.480 --> 00:10:42.400]   It's a generation TiVo who discovered that after 16 years, even if it works fine.
[00:10:42.400 --> 00:10:44.000]   Should I worry about my TiVo?
[00:10:44.000 --> 00:10:45.000]   I did the wrong thing.
[00:10:45.000 --> 00:10:50.560]   I bought a lifetime subscription for two different TiVo's, hideously expensive, almost as much
[00:10:50.560 --> 00:10:51.560]   as the TiVo itself.
[00:10:51.560 --> 00:10:52.560]   I have one too.
[00:10:52.560 --> 00:10:56.200]   Because they have monthly and then TiVo gets sold to Rovia or Rovia.
[00:10:56.200 --> 00:10:57.200]   Rovia.
[00:10:57.200 --> 00:10:59.760]   Rovia is the Angry Birds company.
[00:10:59.760 --> 00:11:02.200]   Rovia is a company that sells soft.
[00:11:02.200 --> 00:11:04.640]   They make an electronic program guy.
[00:11:04.640 --> 00:11:07.240]   The former macrovision now doing program.
[00:11:07.240 --> 00:11:08.240]   It's macrovision.
[00:11:08.240 --> 00:11:10.080]   And they own TV listings.
[00:11:10.080 --> 00:11:11.080]   And they've got all the patents too.
[00:11:11.080 --> 00:11:12.080]   Oh, thanks, interest.
[00:11:12.080 --> 00:11:16.480]   I think that's why the original TiVo is dying is because TiVo didn't use Rovia as its
[00:11:16.480 --> 00:11:17.480]   guide source.
[00:11:17.480 --> 00:11:19.400]   So that was the first thing they changed.
[00:11:19.400 --> 00:11:23.080]   And they didn't want to update the software on the original TiVo to support the new Rovia
[00:11:23.080 --> 00:11:24.080]   data.
[00:11:24.080 --> 00:11:26.240]   Oh, so Rovia kind of forced them into this?
[00:11:26.240 --> 00:11:28.880]   Yeah, this is the first step.
[00:11:28.880 --> 00:11:30.440]   This is the first step.
[00:11:30.440 --> 00:11:31.880]   So that's what I'm paying a monthly fee for.
[00:11:31.880 --> 00:11:32.880]   Yeah.
[00:11:32.880 --> 00:11:33.880]   Yeah, essentially.
[00:11:33.880 --> 00:11:34.880]   You're not.
[00:11:34.880 --> 00:11:35.880]   You're paying the lifetime fee instead.
[00:11:35.880 --> 00:11:36.880]   So we're re-suckered here.
[00:11:36.880 --> 00:11:38.960]   But it's not really a lifetime.
[00:11:38.960 --> 00:11:39.960]   It's lifetime of the device.
[00:11:39.960 --> 00:11:41.840]   It's a lifetime of the box.
[00:11:41.840 --> 00:11:47.840]   But I hope that box will last some 10 more years, given it was expensive.
[00:11:47.840 --> 00:11:49.240]   Very expensive.
[00:11:49.240 --> 00:11:50.240]   But I love my TiVo.
[00:11:50.240 --> 00:11:51.240]   Which model is it?
[00:11:51.240 --> 00:11:52.240]   Oh, I got the Romeo Pro.
[00:11:52.240 --> 00:11:54.400]   I got the Tofka Wine TiVo.
[00:11:54.400 --> 00:11:55.400]   We all have TiVo.
[00:11:55.400 --> 00:11:56.400]   We all have TiVo.
[00:11:56.400 --> 00:11:57.400]   TiVo was the best.
[00:11:57.400 --> 00:12:00.440]   But now it's sold and now I'm wondering what the hell is going to happen?
[00:12:00.440 --> 00:12:01.480]   It's still the best.
[00:12:01.480 --> 00:12:05.480]   If you want to pay a lot more than your cable box, I think it is the best.
[00:12:05.480 --> 00:12:09.720]   But lifetime, I think it doesn't pencil out that after about two years you make back
[00:12:09.720 --> 00:12:10.720]   what you spend your--
[00:12:10.720 --> 00:12:11.720]   Over the monthly.
[00:12:11.720 --> 00:12:12.720]   Because the monthly's a lot.
[00:12:12.720 --> 00:12:15.640]   It's like $16 or $20 a month is a lot for a program guide.
[00:12:15.640 --> 00:12:19.000]   And I was just talking to somebody who has a channel master, which is an over the air
[00:12:19.000 --> 00:12:20.240]   TiVo.
[00:12:20.240 --> 00:12:21.440]   And the program guide's free.
[00:12:21.440 --> 00:12:23.080]   There's no monthly.
[00:12:23.080 --> 00:12:27.040]   So I'm really have to wonder if I've been suckered.
[00:12:27.040 --> 00:12:30.960]   But we go willingly because it's the best DVR.
[00:12:30.960 --> 00:12:32.120]   I can't use the kit.
[00:12:32.120 --> 00:12:33.880]   I have the Comcast X1.
[00:12:33.880 --> 00:12:35.280]   It's horrible.
[00:12:35.280 --> 00:12:39.520]   And Comcast is selling it like it's the best thing ever.
[00:12:39.520 --> 00:12:40.520]   It's horrible.
[00:12:40.520 --> 00:12:43.200]   Maybe I'm a little prejudiced.
[00:12:43.200 --> 00:12:44.200]   Not a fan.
[00:12:44.200 --> 00:12:47.840]   Anything to say about the new iPhone, it will be called this.
[00:12:47.840 --> 00:12:50.800]   What they'll do is 7 and 7s, 7 and 7--
[00:12:50.800 --> 00:12:53.760]   7 and 7 plus I think is the rumor.
[00:12:53.760 --> 00:12:56.120]   They'll be the same sizes as the current 6.
[00:12:56.120 --> 00:12:57.800]   Yeah, it may even fit in the same case.
[00:12:57.800 --> 00:12:58.800]   It may even look the same.
[00:12:58.800 --> 00:13:00.560]   Like they don't change the body.
[00:13:00.560 --> 00:13:05.240]   Apparently the back is a little different in terms of the cutouts for the antennas.
[00:13:05.240 --> 00:13:08.640]   And if you were blindfolded and holding it in your hand, you might be hard pressed.
[00:13:08.640 --> 00:13:10.720]   You have to feel around for the headphone jack.
[00:13:10.720 --> 00:13:13.160]   Never find it.
[00:13:13.160 --> 00:13:15.280]   Oh, that's sad.
[00:13:15.280 --> 00:13:20.480]   The 6s, according to Mac Rumors, beats the Galaxy Note 7 in a speed test.
[00:13:20.480 --> 00:13:21.920]   You know, I love the Note 7.
[00:13:21.920 --> 00:13:24.600]   I have the Note 7 somewhere here.
[00:13:24.600 --> 00:13:26.200]   But I'm hearing more and more.
[00:13:26.200 --> 00:13:31.840]   XTA developers complaining about the Note 7, they say, no reviewer uses Samsung phones
[00:13:31.840 --> 00:13:37.120]   long enough to experience the inevitable degradation in speed that happens after a few months.
[00:13:37.120 --> 00:13:39.400]   It's a real issue with reviewing phones.
[00:13:39.400 --> 00:13:41.280]   You get it and it feels snappy while you're reviewing it.
[00:13:41.280 --> 00:13:42.600]   It's great now.
[00:13:42.600 --> 00:13:43.600]   But I won't have it in two weeks, right?
[00:13:43.600 --> 00:13:46.080]   If you're lucky, you have a week to review it and it seems fine.
[00:13:46.080 --> 00:13:49.040]   And if you use it a few weeks afterward, it gets bogged down.
[00:13:49.040 --> 00:13:53.280]   It's like a Windows machine from the old days, except sometimes it seems like it happens
[00:13:53.280 --> 00:13:56.960]   at a much more accelerated pace.
[00:13:56.960 --> 00:14:04.840]   And about this issue with speed, I think part of the problem with Samsung devices is touch
[00:14:04.840 --> 00:14:07.360]   with Samsung's UI that they put on top of it.
[00:14:07.360 --> 00:14:09.480]   It's not called touch with anymore.
[00:14:09.480 --> 00:14:11.120]   It's called Wysuck.
[00:14:11.120 --> 00:14:15.240]   I think it's the Grace UI.
[00:14:15.240 --> 00:14:17.000]   The Grace UI.
[00:14:17.000 --> 00:14:22.040]   It seems now the Samsung is using an 820, a Qualcomm 820 here in the US.
[00:14:22.040 --> 00:14:25.720]   It's using its own Samsung Exynos processor worldwide.
[00:14:25.720 --> 00:14:28.080]   The A9, of course, and the iPhone.
[00:14:28.080 --> 00:14:30.320]   The Samsung has four gigs of RAM.
[00:14:30.320 --> 00:14:33.560]   The A9 has only two gigs of RAM.
[00:14:33.560 --> 00:14:34.560]   But according to...
[00:14:34.560 --> 00:14:36.960]   Now, it's somewhat of a synthetic test.
[00:14:36.960 --> 00:14:37.960]   Yeah.
[00:14:37.960 --> 00:14:38.960]   So this guy, I watched this video.
[00:14:38.960 --> 00:14:41.840]   It's a pretty good video.
[00:14:41.840 --> 00:14:46.120]   But when you look at his testing, he's kind of launching apps and getting them to the
[00:14:46.120 --> 00:14:47.120]   starting point.
[00:14:47.120 --> 00:14:50.640]   He's not really running a key bench or something like that.
[00:14:50.640 --> 00:14:55.840]   But what his test does do is it launches a bunch of fairly large intense apps that
[00:14:55.840 --> 00:14:56.920]   have to load into memory.
[00:14:56.920 --> 00:14:59.520]   And then he presses the home button and launches another one.
[00:14:59.520 --> 00:15:01.280]   And he does this twice.
[00:15:01.280 --> 00:15:05.640]   And the idea there is you're measuring IO a little bit and a little bit of processor
[00:15:05.640 --> 00:15:07.080]   and a lot of memory.
[00:15:07.080 --> 00:15:10.640]   It's how long does it take to get to the screen?
[00:15:10.640 --> 00:15:12.000]   And then you move back.
[00:15:12.000 --> 00:15:14.240]   Four gigs of RAM would beat two gigs of RAM.
[00:15:14.240 --> 00:15:19.040]   And what ends up happening is that that's where the iPhone really pulls ahead is that
[00:15:19.040 --> 00:15:23.840]   keeps all that stuff in memory so that when he goes back and circles back for a second
[00:15:23.840 --> 00:15:28.000]   lap, all of those things load immediately.
[00:15:28.000 --> 00:15:31.880]   And the Samsung is still having to sort of relaunch them.
[00:15:31.880 --> 00:15:32.880]   But what does it mean?
[00:15:32.880 --> 00:15:33.880]   It doesn't remember management.
[00:15:33.880 --> 00:15:34.880]   But does it affect you in real life?
[00:15:34.880 --> 00:15:35.880]   No.
[00:15:35.880 --> 00:15:39.120]   I mean, this tells us definitively what happens if all you ever do is launch apps and close
[00:15:39.120 --> 00:15:41.360]   them, which is not how we use our phones.
[00:15:41.360 --> 00:15:42.600]   Fourteen apps.
[00:15:42.600 --> 00:15:48.760]   The Galaxy Note 7 launched 14 apps in women in 21 seconds.
[00:15:48.760 --> 00:15:51.080]   And I'm sorry, that was the iPhone.
[00:15:51.080 --> 00:15:54.960]   And then the Note 7 took two minutes in four seconds.
[00:15:54.960 --> 00:16:00.240]   But if you launch a lot of apps and sequence sequentially, I guess this would be real world.
[00:16:00.240 --> 00:16:02.640]   But it's not.
[00:16:02.640 --> 00:16:04.200]   What does it tell us?
[00:16:04.200 --> 00:16:06.800]   Tells us they handle memory better?
[00:16:06.800 --> 00:16:08.880]   It tells us something about memory management.
[00:16:08.880 --> 00:16:10.440]   And IO, disk speed.
[00:16:10.440 --> 00:16:16.240]   And I reviewed the iPad Pro, which had double the RAM of previous iPads.
[00:16:16.240 --> 00:16:19.120]   I sat there and I opened browser tabs over and over again.
[00:16:19.120 --> 00:16:20.120]   You're still using that iPad Pro.
[00:16:20.120 --> 00:16:24.080]   And until it started to reload and found that, yeah, when you go twice the RAM, you
[00:16:24.080 --> 00:16:25.720]   can open a lot more tabs.
[00:16:25.720 --> 00:16:30.040]   But I sense that Apple is better at memory management partially because it generally
[00:16:30.040 --> 00:16:35.320]   speaking does not have the most available RAM compared to Android.
[00:16:35.320 --> 00:16:40.400]   Android filmmakers throw faster chips and more memory at their devices, which is a little
[00:16:40.400 --> 00:16:41.400]   bit more
[00:16:41.400 --> 00:17:10.400]   of
[00:17:10.400 --> 00:17:11.400]   the
[00:17:12.400 --> 00:17:13.400]   RAM.
[00:17:13.400 --> 00:17:34.400]   And
[00:17:35.400 --> 00:17:35.400]   the
[00:17:37.400 --> 00:17:38.400]   RAM.
[00:17:38.400 --> 00:17:38.400]   And
[00:17:39.400 --> 00:17:39.400]   the
[00:17:39.400 --> 00:17:40.400]   RAM.
[00:17:40.400 --> 00:17:40.400]   And
[00:17:40.400 --> 00:17:40.400]   the
[00:17:40.400 --> 00:17:41.400]   RAM.
[00:17:41.400 --> 00:17:42.400]   And the
[00:17:42.400 --> 00:17:43.400]   RAM.
[00:17:43.400 --> 00:17:44.400]   And the
[00:17:44.400 --> 00:17:45.400]   RAM.
