
[00:00:00.000 --> 00:00:04.400]   It's time for Twit this week in Tech and what a week this has been.
[00:01:48.640 --> 00:01:53.320]   Share the same screen and see each other face to face with HD video conferencing.
[00:01:53.320 --> 00:01:55.680]   Even present from an iPad.
[00:01:55.680 --> 00:01:58.160]   Start your 30 day free trial of GoToMeeting today.
[00:01:58.160 --> 00:02:05.400]   Visit GoToMeeting.com, click the try at free button and use the promo code Twit.
[00:02:05.400 --> 00:02:06.760]   It's time for Twit this weekend tech.
[00:02:06.760 --> 00:02:10.920]   The show that covers your tech news and boy there's a lot of it this week.
[00:02:10.920 --> 00:02:12.240]   That means it's going to be a short show.
[00:02:12.240 --> 00:02:14.400]   Whenever I say there's no news, the show's very long.
[00:02:14.400 --> 00:02:16.080]   Whenever I say there's no news, it's always very short.
[00:02:16.080 --> 00:02:17.640]   Irony of the world.
[00:02:17.640 --> 00:02:20.560]   That's John C. Devorek, a master of irony.
[00:02:20.560 --> 00:02:23.800]   Good to have you, channel.com also.
[00:02:23.800 --> 00:02:25.920]   The No Agenda show.
[00:02:25.920 --> 00:02:26.920]   Now twice a week.
[00:02:26.920 --> 00:02:28.600]   Now twice weekly.
[00:02:28.600 --> 00:02:31.280]   Also here, Natalie Morris.
[00:02:31.280 --> 00:02:32.280]   Natalie.
[00:02:32.280 --> 00:02:33.280]   Yep.
[00:02:33.280 --> 00:02:34.280]   Yes.
[00:02:34.280 --> 00:02:36.920]   I always wanted to call you Natalie Clayton Morris.
[00:02:36.920 --> 00:02:41.160]   But it's not really fair to call you Natalie Clayton Morris.
[00:02:41.160 --> 00:02:42.720]   I am Mrs. Clayton Morris.
[00:02:42.720 --> 00:02:44.520]   Natalie, you have my own identity.
[00:02:44.520 --> 00:02:46.440]   Natalie Del Conti Morris.
[00:02:46.440 --> 00:02:50.520]   When you got engaged at first, you didn't write Mrs. Clayton Morris 100 times.
[00:02:50.520 --> 00:02:51.520]   Just to practice.
[00:02:51.520 --> 00:02:52.520]   No, no.
[00:02:52.520 --> 00:02:54.920]   And I was engaged for about five minutes.
[00:02:54.920 --> 00:02:57.440]   We got on a whim at our lunch hour.
[00:02:57.440 --> 00:02:58.440]   It was cute.
[00:02:58.440 --> 00:02:59.440]   It was really cute.
[00:02:59.440 --> 00:03:00.440]   There was no engagement.
[00:03:00.440 --> 00:03:01.640]   So nice to have you back.
[00:03:01.640 --> 00:03:02.640]   Welcome.
[00:03:02.640 --> 00:03:03.640]   Engagement.
[00:03:03.640 --> 00:03:04.640]   Thank you.
[00:03:04.640 --> 00:03:09.080]   And I brought in a ringer today because we needed expert help from Denise Howell, who
[00:03:09.080 --> 00:03:14.400]   is the host of this weekend law, blogs at Bag and Baggage.
[00:03:14.400 --> 00:03:15.400]   You still blog at Bag and Baggage?
[00:03:15.400 --> 00:03:18.000]   Well, once upon a time I blogged at Bag and Baggage.
[00:03:18.000 --> 00:03:22.520]   It's sort of morphed into my website because I really don't blog that regularly.
[00:03:22.520 --> 00:03:23.520]   Nobody blogs anymore.
[00:03:23.520 --> 00:03:24.520]   Blogging is dead.
[00:03:24.520 --> 00:03:25.520]   Everybody knows that.
[00:03:25.520 --> 00:03:26.520]   Exactly.
[00:03:26.520 --> 00:03:27.520]   But I need to read to it.
[00:03:27.520 --> 00:03:28.520]   That's how I first met you.
[00:03:28.520 --> 00:03:32.000]   We were at some conference or something and I was sitting behind you and I was watching
[00:03:32.000 --> 00:03:34.760]   you blog as we were during the speaker.
[00:03:34.760 --> 00:03:35.760]   Yeah.
[00:03:35.760 --> 00:03:38.840]   I thought that is somebody who is dedicated to blogging.
[00:03:38.840 --> 00:03:40.000]   You're right.
[00:03:40.000 --> 00:03:43.560]   You haven't posted in a year and a half.
[00:03:43.560 --> 00:03:44.560]   So that's over.
[00:03:44.560 --> 00:03:46.240]   Anyway, great to have you.
[00:03:46.240 --> 00:03:51.920]   Denise does a great show on our network every week where they talk about stuff like from
[00:03:51.920 --> 00:03:56.680]   an expert point of view because they're all attorneys.
[00:03:56.680 --> 00:03:59.440]   But we thought we'd bring you in on this FCC thing.
[00:03:59.440 --> 00:04:00.440]   Yeah.
[00:04:00.440 --> 00:04:01.600]   We talked a lot about it.
[00:04:01.600 --> 00:04:02.680]   I know you did.
[00:04:02.680 --> 00:04:03.680]   And very good.
[00:04:03.680 --> 00:04:05.000]   By the way, you've had two shows in a row that are great.
[00:04:05.000 --> 00:04:08.880]   In fact, I'm trying to get the guy you had on our last invention.
[00:04:08.880 --> 00:04:09.880]   Are you official?
[00:04:09.880 --> 00:04:11.680]   He's not great.
[00:04:11.680 --> 00:04:12.680]   Fascinating.
[00:04:12.680 --> 00:04:14.080]   I got his book because of that.
[00:04:14.080 --> 00:04:15.080]   Yeah.
[00:04:15.080 --> 00:04:16.080]   And I'm trying to get him on triangulation.
[00:04:16.080 --> 00:04:20.480]   Basically, as soon as we invent intelligent machines, we're dead.
[00:04:20.480 --> 00:04:21.480]   It's over.
[00:04:21.480 --> 00:04:22.480]   Yes.
[00:04:22.480 --> 00:04:23.480]   So...
[00:04:23.480 --> 00:04:24.480]   Yes.
[00:04:24.480 --> 00:04:25.480]   James Barrett.
[00:04:25.480 --> 00:04:26.480]   James Barrett.
[00:04:26.480 --> 00:04:27.480]   Thank you.
[00:04:27.480 --> 00:04:32.520]   So on Wednesday, the Wall Street Journal published a story saying tomorrow the FCC is
[00:04:32.520 --> 00:04:35.280]   going to publish new...
[00:04:35.280 --> 00:04:43.720]   Now these are not new rules, but new proposed rules that will change how they treat the
[00:04:43.720 --> 00:04:49.120]   Internet, essentially, that will allow paid access.
[00:04:49.120 --> 00:04:54.280]   Everything we're trying to fight with net neutrality will allow Internet service providers
[00:04:54.280 --> 00:05:00.920]   to charge edge providers, people like us, people like YouTube, people like Netflix, for
[00:05:00.920 --> 00:05:04.400]   either full access or improved access to their customers.
[00:05:04.400 --> 00:05:08.680]   This is something, of course, that is completely antithetical to the notion of net neutrality.
[00:05:08.680 --> 00:05:11.280]   The next day, they do, in fact, propose those rules.
[00:05:11.280 --> 00:05:15.840]   But Tom Wheeler, the chairman of the FCC, writes a blog post, says, "Wait a minute.
[00:05:15.840 --> 00:05:17.000]   There's nothing different here.
[00:05:17.000 --> 00:05:21.080]   That's exactly how we've always done it."
[00:05:21.080 --> 00:05:26.440]   And a number of, I think, fairly authoritative tech blogs picked that up and said, "No, no,
[00:05:26.440 --> 00:05:27.440]   no, don't panic.
[00:05:27.440 --> 00:05:28.440]   Everything's fine.
[00:05:28.440 --> 00:05:29.440]   Well, it's a lie."
[00:05:29.440 --> 00:05:31.840]   How is this?
[00:05:31.840 --> 00:05:32.840]   It's a lie.
[00:05:32.840 --> 00:05:33.840]   What's the lie?
[00:05:33.840 --> 00:05:37.360]   Well, I'll point you to, I think, a very good article, and I'll let Denise comment from
[00:05:37.360 --> 00:05:43.320]   Barbara Van Sheiwick from the Center for Internet Society and Society at Stanford Law
[00:05:43.320 --> 00:05:44.320]   School.
[00:05:44.320 --> 00:05:47.040]   The FCC changed course on net neutrality.
[00:05:47.040 --> 00:05:48.360]   Here's why you should care.
[00:05:48.360 --> 00:05:56.040]   Wheeler, who is, by the way, not only a longtime cable and wireless industry lobbyist before
[00:05:56.040 --> 00:06:01.800]   he became the FCC chairman, but in the Hall of Fame for the cable industry and the wireless
[00:06:01.800 --> 00:06:02.960]   industry.
[00:06:02.960 --> 00:06:03.960]   This guy--
[00:06:03.960 --> 00:06:04.960]   Where is that, Hall of Fame?
[00:06:04.960 --> 00:06:08.000]   In the Hall of Frickin' Fame for both industries.
[00:06:08.000 --> 00:06:09.920]   Yeah, where is this Hall of Fame?
[00:06:09.920 --> 00:06:11.720]   It's not in Cleveland.
[00:06:11.720 --> 00:06:12.720]   That's all I know.
[00:06:12.720 --> 00:06:13.720]   Did they have his bust there?
[00:06:13.720 --> 00:06:14.720]   I don't know.
[00:06:14.720 --> 00:06:15.720]   What did the Hall of Fame is?
[00:06:15.720 --> 00:06:16.720]   It's a plaque.
[00:06:16.720 --> 00:06:17.720]   Who even said he's in the home thing?
[00:06:17.720 --> 00:06:22.480]   I imagine it involves a plaque, but he was also made, President Obama made him the chairman
[00:06:22.480 --> 00:06:25.520]   of the FCC.
[00:06:25.520 --> 00:06:29.600]   You remember that the FCC did create an open internet proposal.
[00:06:29.600 --> 00:06:30.600]   What are you looking at?
[00:06:30.600 --> 00:06:32.520]   I'm trying to figure out how to get to this page of yours.
[00:06:32.520 --> 00:06:34.760]   Well, coated, it's an art doc.
[00:06:34.760 --> 00:06:35.760]   You have the doc?
[00:06:35.760 --> 00:06:36.760]   Drive.google.com.
[00:06:36.760 --> 00:06:39.760]   Wait a prepare, John.
[00:06:39.760 --> 00:06:43.680]   I believe Natalie has read it.
[00:06:43.680 --> 00:06:44.680]   I'm in an alien machine.
[00:06:44.680 --> 00:06:45.680]   I've read my homework.
[00:06:45.680 --> 00:06:47.680]   That's the size of the--
[00:06:47.680 --> 00:06:48.680]   Cyber law at Stanford.edu.
[00:06:48.680 --> 00:06:56.880]   And it is-- I think of all the articles I've read the clearest.
[00:06:56.880 --> 00:07:03.120]   I'll just set this up, and Denise, I would love to get your take on this because you've
[00:07:03.120 --> 00:07:05.200]   obviously thought a lot about it.
[00:07:05.200 --> 00:07:10.760]   According to the journal on Wednesday, regulators are proposing new rules on internet traffic
[00:07:10.760 --> 00:07:16.240]   that would allow broadband providers to charge companies a premium for access to their fastest
[00:07:16.240 --> 00:07:17.480]   lanes.
[00:07:17.480 --> 00:07:19.480]   This is the journal trying to make it--
[00:07:19.480 --> 00:07:20.480]   Yeah.
[00:07:20.480 --> 00:07:21.480]   --understood.
[00:07:21.480 --> 00:07:22.480]   Things are road.
[00:07:22.480 --> 00:07:25.920]   The proposal would allow providers-- Comcast.
[00:07:25.920 --> 00:07:30.200]   Let's use Comcast as an example here because they're about to become the largest internet
[00:07:30.200 --> 00:07:31.200]   provider.
[00:07:31.200 --> 00:07:37.120]   They are, but when they merge with Time Warner, an even more humongous, powerful internet service
[00:07:37.120 --> 00:07:38.320]   provider.
[00:07:38.320 --> 00:07:42.880]   The proposal would allow providers to give preferential treatment-- those words should
[00:07:42.880 --> 00:07:49.600]   bother you-- to traffic from some content providers along as such arrangements are available
[00:07:49.600 --> 00:07:55.480]   on commercially reasonable terms for all interested content companies.
[00:07:55.480 --> 00:08:01.960]   The FCC will decide what is commercially reasonable on a case-by-case basis.
[00:08:01.960 --> 00:08:09.840]   In a blog post in response, Chairman Wheeler-- he calls it "sitting the record straight."
[00:08:09.840 --> 00:08:13.280]   There's been a great deal of misinformation that surfaced.
[00:08:13.280 --> 00:08:16.560]   This is not a change.
[00:08:16.560 --> 00:08:19.360]   So I think this is an example of the big lie.
[00:08:19.360 --> 00:08:25.280]   If you lie big enough and boldly enough with enough confidence, people go, "Oh, see, Chairman
[00:08:25.280 --> 00:08:27.200]   Wheeler said it's not a change."
[00:08:27.200 --> 00:08:28.200]   No problem.
[00:08:28.200 --> 00:08:29.480]   Why is he saying that?
[00:08:29.480 --> 00:08:34.560]   Does he believe it's not a change or do you think he's actually overtly lying, which is
[00:08:34.560 --> 00:08:35.560]   what you just said?
[00:08:35.560 --> 00:08:41.200]   I personally think that he is overtly lying, that he knows this is a revolving door.
[00:08:41.200 --> 00:08:45.360]   And just as other commissioners and chairman, by the way, his predecessor, Michael Powell,
[00:08:45.360 --> 00:08:50.680]   is now has his old job at the National Cable Television Association, the NCTA.
[00:08:50.680 --> 00:08:52.240]   He's the boss there.
[00:08:52.240 --> 00:08:54.240]   This is a revolving door.
[00:08:54.240 --> 00:08:56.800]   Commissioners routinely go back to industry where they make big bucks.
[00:08:56.800 --> 00:08:58.880]   I think Chairman Wheeler expects this.
[00:08:58.880 --> 00:09:02.240]   So you're accusing Wheeler at an Obama appointee, am I that?
[00:09:02.240 --> 00:09:03.240]   I said corruption.
[00:09:03.240 --> 00:09:04.240]   Yes.
[00:09:04.240 --> 00:09:05.240]   Okay.
[00:09:05.240 --> 00:09:06.240]   I absolutely correct that.
[00:09:06.240 --> 00:09:12.240]   Well, of being played to the system that already is corrupted, you know for a fact that
[00:09:12.240 --> 00:09:15.960]   he is greased and lined and dined by lobbyists who--
[00:09:15.960 --> 00:09:16.960]   He is a lobbyist.
[00:09:16.960 --> 00:09:18.800]   He doesn't have to be greased.
[00:09:18.800 --> 00:09:19.800]   He is.
[00:09:19.800 --> 00:09:25.880]   And Obama appointed him, put him the fox in charge of the hen house.
[00:09:25.880 --> 00:09:27.240]   All right, Denise Howell.
[00:09:27.240 --> 00:09:31.640]   So what this comes down to is a-- and by the way, there is hope.
[00:09:31.640 --> 00:09:33.680]   So first of all, this is a proposal.
[00:09:33.680 --> 00:09:35.120]   The FCC will vote on it.
[00:09:35.120 --> 00:09:41.160]   And then after the commissioners vote, there will be a period of public comment.
[00:09:41.160 --> 00:09:47.160]   This goes back to the recent court case for Verizon sued the FCC over this open internet
[00:09:47.160 --> 00:09:49.160]   proposal and won.
[00:09:49.160 --> 00:09:54.320]   And the court, and we had you on, Denise, at that time, gave them a very clear roadmap.
[00:09:54.320 --> 00:10:01.520]   They said the Telecommunications Act, specifically, Section 706 of the Telecommunications Act requires
[00:10:01.520 --> 00:10:06.360]   the FCC to allow these kinds of fees.
[00:10:06.360 --> 00:10:11.320]   The court said-- so in other words, you cannot enforce this open internet, but there is an
[00:10:11.320 --> 00:10:13.680]   exception.
[00:10:13.680 --> 00:10:22.320]   If you declare the internet service providers to be common carriers, to be utilities, then
[00:10:22.320 --> 00:10:23.640]   you can block fees.
[00:10:23.640 --> 00:10:25.560]   You can have an open internet.
[00:10:25.560 --> 00:10:32.560]   Chairman Wheeler, for reasons we don't-- well, I know why, but reasons he doesn't say, has
[00:10:32.560 --> 00:10:38.800]   decided not to follow the court's suggestion, not to declare ISPs common carriers.
[00:10:38.800 --> 00:10:43.240]   And so as a result, he has no choice but to allow access fees.
[00:10:43.240 --> 00:10:45.600]   Denise, is that a correct summary?
[00:10:45.600 --> 00:10:49.480]   You have teed this up really, really well, Leo, and it's a complicated issue.
[00:10:49.480 --> 00:10:53.920]   So kudos to you for doing that.
[00:10:53.920 --> 00:10:55.560]   Shall I go ahead and give you my take?
[00:10:55.560 --> 00:10:56.560]   Yes, please.
[00:10:56.560 --> 00:10:57.560]   All right.
[00:10:57.560 --> 00:11:04.960]   So first of all, I would like to know exactly what it is that we're talking about here.
[00:11:04.960 --> 00:11:11.400]   So far, we haven't seen these proposed new rules unless they were published in full text
[00:11:11.400 --> 00:11:12.560]   in the Wall Street Journal.
[00:11:12.560 --> 00:11:14.120]   I have not read the Wall Street Journal article.
[00:11:14.120 --> 00:11:15.120]   They weren't.
[00:11:15.120 --> 00:11:16.120]   The journal--
[00:11:16.120 --> 00:11:17.120]   No, no.
[00:11:17.120 --> 00:11:19.160]   --released the day before saying, here they come.
[00:11:19.160 --> 00:11:20.160]   Right.
[00:11:20.160 --> 00:11:22.200]   So-- but they haven't come.
[00:11:22.200 --> 00:11:24.000]   We haven't seen them yet.
[00:11:24.000 --> 00:11:31.040]   So there has been this whole tornado of news coverage around something no one has yet
[00:11:31.040 --> 00:11:32.040]   seen.
[00:11:32.040 --> 00:11:35.880]   Well, now Wheeler did in his blog say, here's what the notice will propose.
[00:11:35.880 --> 00:11:36.880]   Right.
[00:11:36.880 --> 00:11:41.680]   I think we have a pretty good idea that it's going to contain some provision for an internet
[00:11:41.680 --> 00:11:42.680]   fast.
[00:11:42.680 --> 00:11:46.840]   So you're saying they never released these proposals as they were supposed to on Friday?
[00:11:46.840 --> 00:11:47.840]   Yeah, I know.
[00:11:47.840 --> 00:11:52.400]   I kept refreshing before this week in law on Friday to see if we could find a proposal.
[00:11:52.400 --> 00:11:53.400]   That's true.
[00:11:53.400 --> 00:11:55.600]   Why are you so worked up?
[00:11:55.600 --> 00:11:59.720]   Nobody has seen me as far as I know, please correct me, Jeff.
[00:11:59.720 --> 00:12:00.720]   No, you're right.
[00:12:00.720 --> 00:12:01.720]   No one has seen me.
[00:12:01.720 --> 00:12:03.720]   They still don't think anybody has--
[00:12:03.720 --> 00:12:08.200]   The Wall Street Journal, I think some other operation, they got special copies because
[00:12:08.200 --> 00:12:12.440]   they were-- and I don't know why that was, but just to screw everybody else.
[00:12:12.440 --> 00:12:16.520]   Well, it's also possible the FCC, as it often happens in government, floated what we call
[00:12:16.520 --> 00:12:21.320]   a trial balloon, they said, let's see what the reaction is if we were to propose this.
[00:12:21.320 --> 00:12:25.280]   And obviously, I hope that the reaction was strong enough that maybe they've thought better
[00:12:25.280 --> 00:12:26.280]   of it.
[00:12:26.280 --> 00:12:33.280]   But when he was a lawyer, he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:12:33.280 --> 00:12:39.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:12:39.280 --> 00:12:43.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:12:43.280 --> 00:12:48.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:12:48.280 --> 00:12:52.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:12:52.280 --> 00:12:57.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:12:57.280 --> 00:13:02.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:13:02.280 --> 00:13:07.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:13:07.280 --> 00:13:11.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:13:11.280 --> 00:13:15.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:13:15.280 --> 00:13:20.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:13:20.280 --> 00:13:25.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:13:25.280 --> 00:13:30.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:13:30.280 --> 00:13:35.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:13:35.280 --> 00:13:40.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:13:40.280 --> 00:13:43.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:13:43.280 --> 00:13:46.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:13:46.280 --> 00:13:51.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:13:51.280 --> 00:13:56.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:13:56.280 --> 00:14:01.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:14:01.280 --> 00:14:06.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:14:06.280 --> 00:14:11.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:14:11.280 --> 00:14:15.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:14:15.280 --> 00:14:20.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:14:20.280 --> 00:14:25.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:14:25.280 --> 00:14:30.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:14:30.280 --> 00:14:33.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:14:33.280 --> 00:14:38.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:14:38.280 --> 00:14:41.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:14:41.280 --> 00:14:46.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:14:46.280 --> 00:14:51.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:14:51.280 --> 00:14:59.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:14:59.280 --> 00:15:04.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:15:04.280 --> 00:15:09.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:15:09.280 --> 00:15:14.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:15:14.280 --> 00:15:19.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:15:19.280 --> 00:15:27.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:15:27.280 --> 00:15:32.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:15:32.280 --> 00:15:37.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:15:37.280 --> 00:15:42.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:15:42.280 --> 00:15:47.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:15:47.280 --> 00:15:52.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:15:52.280 --> 00:15:57.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:15:57.280 --> 00:16:02.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:16:02.280 --> 00:16:06.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:16:06.280 --> 00:16:11.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:16:11.280 --> 00:16:16.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:16:16.280 --> 00:16:21.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:16:21.280 --> 00:16:26.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:16:26.280 --> 00:16:31.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:16:31.280 --> 00:16:36.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:16:36.280 --> 00:16:41.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:16:41.280 --> 00:16:46.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:16:46.280 --> 00:16:51.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:16:51.280 --> 00:16:56.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:16:56.280 --> 00:17:01.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:17:01.280 --> 00:17:06.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:17:06.280 --> 00:17:11.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:17:11.280 --> 00:17:16.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:17:16.280 --> 00:17:19.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:17:19.280 --> 00:17:24.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:17:24.280 --> 00:17:29.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:17:29.280 --> 00:17:34.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:17:34.280 --> 00:17:42.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:17:42.280 --> 00:17:47.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:17:47.280 --> 00:17:52.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:17:52.280 --> 00:17:57.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:17:57.280 --> 00:18:02.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:18:02.280 --> 00:18:07.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:18:07.280 --> 00:18:11.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:18:11.280 --> 00:18:15.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:18:15.280 --> 00:18:20.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:18:20.280 --> 00:18:25.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:18:25.280 --> 00:18:30.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:18:30.280 --> 00:18:35.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:18:35.280 --> 00:18:40.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:18:40.280 --> 00:18:44.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:18:44.280 --> 00:18:48.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
[00:18:48.280 --> 00:18:53.280]   and he was a lawyer, and he was a lawyer, and he was a lawyer, and he was a lawyer,
