
[00:00:00.000 --> 00:00:03.000]   It's time for Twet this week in Tech.
[00:04:39.040 --> 00:04:42.440]   Yeah, but how is it that I had pineapple tarts you made out?
[00:04:42.440 --> 00:04:44.800]   I don't like pineapple tarts, so they wouldn't be for me.
[00:04:44.800 --> 00:04:46.280]   You want to try one?
[00:04:46.280 --> 00:04:48.000]   I don't even know what they are.
[00:04:48.000 --> 00:04:51.200]   So, wow, that's great.
[00:04:51.200 --> 00:04:52.840]   Nice to see you.
[00:04:52.840 --> 00:04:54.200]   Good to be here on the wrong day.
[00:04:54.200 --> 00:04:55.200]   That's good.
[00:04:55.200 --> 00:04:56.200]   No, but you know what?
[00:04:56.200 --> 00:04:57.200]   You know what I could tell you?
[00:04:57.200 --> 00:05:01.040]   We have a vast studio and it's larger than usual because it's air-conditioned inside.
[00:05:01.040 --> 00:05:03.480]   And they're thrilled, right?
[00:05:03.480 --> 00:05:04.480]   They practiced.
[00:05:04.480 --> 00:05:07.320]   There was an audible gasp when he walked in there.
[00:05:07.320 --> 00:05:08.320]   Like they were at the salt.
[00:05:08.320 --> 00:05:10.520]   He has that effect on the ghost of Marlin.
[00:05:10.520 --> 00:05:12.520]   He's going to screw something up at a big time.
[00:05:12.520 --> 00:05:13.520]   Okay, here we go.
[00:05:13.520 --> 00:05:15.280]   Wow, those are unusual.
[00:05:15.280 --> 00:05:20.040]   Let's get the show underway and then we can all enjoy pineapple tarts.
[00:05:20.040 --> 00:05:21.040]   Thank you.
[00:05:21.040 --> 00:05:22.040]   Where is this from?
[00:05:22.040 --> 00:05:23.680]   This must be some sort of...
[00:05:23.680 --> 00:05:24.680]   Benghazi.
[00:05:24.680 --> 00:05:25.680]   Is it really?
[00:05:25.680 --> 00:05:31.280]   Yes, oh no, it's something else.
[00:05:31.280 --> 00:05:33.280]   Let's talk about the big story of the week, which I think...
[00:05:33.280 --> 00:05:38.120]   Well, there's several, but I think the big story of the week, we're going to get an apple
[00:05:38.120 --> 00:05:41.120]   computer and a San Pellegrino water.
[00:05:41.120 --> 00:05:43.440]   This is a better seat.
[00:05:43.440 --> 00:05:45.200]   I've been screwed all this whole time.
[00:05:45.200 --> 00:05:46.200]   Yeah, look at that.
[00:05:46.200 --> 00:05:48.200]   I'm telling you.
[00:05:48.200 --> 00:05:49.760]   That's the snell seat normally.
[00:05:49.760 --> 00:05:52.240]   Well, no one will get a little bit of a massive...
[00:05:52.240 --> 00:05:53.560]   I've never seen such a big computer.
[00:05:53.560 --> 00:05:57.400]   Look, it's like Big Bear, Mama Bear and Poplar.
[00:05:57.400 --> 00:06:01.040]   You know, I did say on Twitter that I was going to be on today and nobody called and
[00:06:01.040 --> 00:06:02.720]   said, "Hey, you got the wrong week.
[00:06:02.720 --> 00:06:04.560]   You guys monitor this stuff?"
[00:06:04.560 --> 00:06:05.560]   I should.
[00:06:05.560 --> 00:06:06.560]   Well, I'm sorry.
[00:06:06.560 --> 00:06:07.560]   I apologize.
[00:06:07.560 --> 00:06:08.560]   I'm here.
[00:06:08.560 --> 00:06:09.560]   People are thrilled right now.
[00:06:09.560 --> 00:06:10.560]   I will say this.
[00:06:10.560 --> 00:06:12.680]   The traffic is outrageously crappy.
[00:06:12.680 --> 00:06:14.440]   I know, it has been a lot lately.
[00:06:14.440 --> 00:06:15.640]   Yeah, not good.
[00:06:15.640 --> 00:06:20.080]   I think it says summertime, I think they call it.
[00:06:20.080 --> 00:06:21.840]   They're all flocking the San Rafael.
[00:06:21.840 --> 00:06:22.840]   This is good.
[00:06:22.840 --> 00:06:23.840]   I don't know what this is or where they come from.
[00:06:23.840 --> 00:06:25.480]   I'm going to try one.
[00:06:25.480 --> 00:06:26.480]   They're buttery.
[00:06:26.480 --> 00:06:28.320]   There's no pineapple in them.
[00:06:28.320 --> 00:06:30.920]   Let's smell triples.
[00:06:30.920 --> 00:06:32.920]   I already tried one.
[00:06:32.920 --> 00:06:34.920]   They're vaguely expensive.
[00:06:34.920 --> 00:06:35.920]   They're not.
[00:06:35.920 --> 00:06:38.120]   They're probably the pineapples I thought.
[00:06:38.120 --> 00:06:41.120]   Do you know, let me introduce you, Dylan Twainy, have you met?
[00:06:41.120 --> 00:06:45.360]   I think I've met Dylan like 40 years ago, something like that.
[00:06:45.360 --> 00:06:46.360]   We go way back.
[00:06:46.360 --> 00:06:47.360]   That's what I thought.
[00:06:47.360 --> 00:06:48.560]   Were you at PC Magazine, Dylan?
[00:06:48.560 --> 00:06:50.840]   Yeah, I was at PC Magazine.
[00:06:50.840 --> 00:06:55.880]   I was doing online stuff at PCMag in 2006, 2007.
[00:06:55.880 --> 00:06:57.640]   So that's probably where you cross paths?
[00:06:57.640 --> 00:06:59.280]   No, that would make some sense.
[00:06:59.280 --> 00:07:00.280]   I don't know what's on them.
[00:07:00.280 --> 00:07:01.280]   I ran into him.
[00:07:01.280 --> 00:07:04.240]   But he was also a columnist for PC Computing in the case when I was getting one.
[00:07:04.240 --> 00:07:05.240]   Oh my God.
[00:07:05.240 --> 00:07:07.600]   PC Computing, you were in the back of the book.
[00:07:07.600 --> 00:07:09.600]   Weren't you in the PC Computing days?
[00:07:09.600 --> 00:07:10.600]   No.
[00:07:10.600 --> 00:07:11.600]   Does that Mac world?
[00:07:11.600 --> 00:07:12.600]   And Mac user.
[00:07:12.600 --> 00:07:13.600]   Mac user.
[00:07:13.600 --> 00:07:14.600]   Yeah.
[00:07:14.600 --> 00:07:16.800]   When I started Mac, John was our back page columnist.
[00:07:16.800 --> 00:07:18.400]   They called him the anti editor.
[00:07:18.400 --> 00:07:19.400]   Oh, yes.
[00:07:19.400 --> 00:07:21.640]   The idea was they actually paid me to be mean.
[00:07:21.640 --> 00:07:22.640]   That's true.
[00:07:22.640 --> 00:07:24.640]   Best job he's ever had.
[00:07:24.640 --> 00:07:25.640]   Absolutely true.
[00:07:25.640 --> 00:07:26.640]   And in fact, if I--
[00:07:26.640 --> 00:07:30.520]   You wrote one of my favorite columns ever while you were at PC Computing.
[00:07:30.520 --> 00:07:34.320]   And I remember this distinctly, because I remember seeing it on the wall as it was
[00:07:34.320 --> 00:07:35.600]   being laid out.
[00:07:35.600 --> 00:07:38.720]   You were saying this internet thing is never going anywhere.
[00:07:38.720 --> 00:07:39.720]   It's on.
[00:07:39.720 --> 00:07:40.720]   But--
[00:07:40.720 --> 00:07:41.720]   It was--
[00:07:41.720 --> 00:07:44.200]   I think you were talking about internet email.
[00:07:44.200 --> 00:07:45.200]   You were complaining--
[00:07:45.200 --> 00:07:46.200]   No, no, no.
[00:07:46.200 --> 00:07:49.360]   No, I was using email since the MCI email days.
[00:07:49.360 --> 00:07:50.920]   I would have never said that.
[00:07:50.920 --> 00:07:57.080]   I was saying that the thing in PC Computing, I may have said that cable modems at the time
[00:07:57.080 --> 00:07:58.520]   were going nowhere.
[00:07:58.520 --> 00:08:01.760]   The problem that I have is that I've said stuff that's 40 years old--
[00:08:01.760 --> 00:08:04.440]   A long time ago, you said the mouse was never going to go nowhere.
[00:08:04.440 --> 00:08:05.440]   No, I never said that.
[00:08:05.440 --> 00:08:06.440]   That's a lie.
[00:08:06.440 --> 00:08:07.440]   Well, I--
[00:08:07.440 --> 00:08:08.440]   OK.
[00:08:08.440 --> 00:08:09.440]   I mean--
[00:08:09.440 --> 00:08:10.840]   I'm not accusing you of anything.
[00:08:10.840 --> 00:08:11.840]   No, I know.
[00:08:11.840 --> 00:08:13.680]   It's the thing that gets brought up a lot.
[00:08:13.680 --> 00:08:15.200]   Yes, but the quote--
[00:08:15.200 --> 00:08:20.720]   But it's because some joker added a bunch of little fan dangles to the quote.
[00:08:20.720 --> 00:08:21.720]   And that got passed around.
[00:08:21.720 --> 00:08:26.080]   But what I actually said, which wasn't a positive thing, but I said there's no evidence
[00:08:26.080 --> 00:08:28.680]   to show that people want these things.
[00:08:28.680 --> 00:08:34.920]   And then somebody added-- and I wouldn't buy any new fangled-- the user would new fangled
[00:08:34.920 --> 00:08:35.920]   the device.
[00:08:35.920 --> 00:08:40.400]   And then everybody passed that around as though I had said it, because it was so funny.
[00:08:40.400 --> 00:08:42.400]   But in fact, I never had said it.
[00:08:42.400 --> 00:08:47.480]   I think if you read about technology, I talked about technology for 30 years.
[00:08:47.480 --> 00:08:51.080]   There's no way that you won't have something that somebody could point to and say, oh,
[00:08:51.080 --> 00:08:52.080]   you got that really wrong.
[00:08:52.080 --> 00:08:53.480]   I didn't call on for PC Computing.
[00:08:53.480 --> 00:08:56.040]   That's my favorite, which the editors didn't want.
[00:08:56.040 --> 00:09:01.400]   It was an entire column on why the caps lock key should be eliminated.
[00:09:01.400 --> 00:09:05.360]   Well, we had planned-- I agree with you on that.
[00:09:05.360 --> 00:09:08.000]   The first thing I do on any new computer is disable caps lock.
[00:09:08.000 --> 00:09:10.000]   Yeah, well, I'm with you.
[00:09:10.000 --> 00:09:11.000]   I'm with you.
[00:09:11.000 --> 00:09:12.000]   I'm with you.
[00:09:12.000 --> 00:09:13.000]   I'm with you.
[00:09:13.000 --> 00:09:14.000]   I'm with you.
[00:09:14.000 --> 00:09:15.000]   I'm with you.
[00:09:15.000 --> 00:09:16.000]   I'm with you.
[00:09:16.000 --> 00:09:17.000]   I'm with you.
[00:09:17.000 --> 00:09:18.000]   I'm with you.
[00:09:18.000 --> 00:09:20.000]   How can you write a whole column about one crummy idea?
[00:09:20.000 --> 00:09:21.000]   Yeah, it didn't do any good.
[00:09:21.000 --> 00:09:22.000]   When you have to do a lot of times, actually.
[00:09:22.000 --> 00:09:23.000]   You're 12 of them a year, man.
[00:09:23.000 --> 00:09:24.000]   You got to come up with a column idea.
[00:09:24.000 --> 00:09:25.000]   Look at this.
[00:09:25.000 --> 00:09:26.000]   I'm with you.
[00:09:26.000 --> 00:09:27.000]   I'm with you.
[00:09:27.000 --> 00:09:28.000]   I'm with you.
[00:09:28.000 --> 00:09:29.000]   I'm with you.
[00:09:29.000 --> 00:09:30.000]   I'm with you.
[00:09:30.000 --> 00:09:31.000]   I'm with you.
[00:09:31.000 --> 00:09:32.000]   I'm with you.
[00:09:32.000 --> 00:09:33.000]   I'm with you.
[00:09:33.000 --> 00:09:34.000]   I'm with you.
[00:09:34.000 --> 00:09:35.000]   I'm with you.
[00:09:35.000 --> 00:09:36.000]   I'm with you.
[00:09:36.000 --> 00:09:37.000]   I'm with you.
[00:09:37.000 --> 00:09:38.000]   I'm with you.
[00:09:38.000 --> 00:09:39.000]   I'm with you.
[00:09:39.000 --> 00:09:40.000]   I'm with you.
[00:09:40.000 --> 00:09:41.000]   I'm with you.
[00:09:41.000 --> 00:09:42.000]   I'm with you.
[00:09:42.000 --> 00:09:43.000]   I'm with you.
[00:09:43.000 --> 00:09:44.000]   I'm with you.
[00:09:44.000 --> 00:09:45.000]   I'm with you.
[00:09:45.000 --> 00:09:46.000]   I'm with you.
[00:09:46.000 --> 00:09:47.000]   I'm with you.
[00:09:47.000 --> 00:09:48.000]   I'm with you.
[00:09:48.000 --> 00:09:49.000]   I'm with you.
[00:09:49.000 --> 00:09:50.000]   I'm with you.
[00:09:50.000 --> 00:09:51.000]   I'm with you.
[00:09:51.000 --> 00:09:52.000]   I'm with you.
[00:09:52.000 --> 00:09:53.000]   I'm with you.
[00:09:53.000 --> 00:09:54.000]   I'm with you.
[00:09:54.000 --> 00:09:55.000]   I'm with you.
[00:09:55.000 --> 00:09:56.000]   I'm with you.
[00:09:56.000 --> 00:09:57.000]   I'm with you.
[00:09:57.000 --> 00:09:58.000]   I'm with you.
[00:09:58.000 --> 00:09:59.000]   I'm with you.
[00:09:59.000 --> 00:10:00.000]   I'm with you.
[00:10:00.000 --> 00:10:01.000]   I'm with you.
[00:10:01.000 --> 00:10:02.000]   I'm with you.
[00:10:02.000 --> 00:10:03.000]   I'm with you.
[00:10:03.000 --> 00:10:04.000]   I'm with you.
[00:10:04.000 --> 00:10:05.000]   I'm with you.
[00:10:05.000 --> 00:10:06.000]   I'm with you.
[00:10:06.000 --> 00:10:07.000]   I'm with you.
[00:10:07.000 --> 00:10:08.000]   I'm with you.
[00:10:08.000 --> 00:10:09.000]   I'm with you.
[00:10:09.000 --> 00:10:10.000]   I'm with you.
[00:10:10.000 --> 00:10:11.000]   I'm with you.
[00:10:11.000 --> 00:10:12.000]   I'm with you.
[00:10:12.000 --> 00:10:13.000]   I'm with you.
[00:10:13.000 --> 00:10:14.000]   I'm with you.
[00:10:14.000 --> 00:10:15.000]   I'm with you.
[00:10:15.000 --> 00:10:16.000]   I'm with you.
[00:10:16.000 --> 00:10:17.000]   I'm with you.
[00:10:17.000 --> 00:10:18.000]   I'm with you.
[00:10:18.000 --> 00:10:19.000]   I'm with you.
[00:10:19.000 --> 00:10:20.000]   I'm with you.
[00:10:20.000 --> 00:10:21.000]   I'm with you.
[00:10:21.000 --> 00:10:22.000]   I'm with you.
[00:10:22.000 --> 00:10:23.000]   I'm with you.
[00:10:23.000 --> 00:10:24.000]   I'm with you.
[00:10:24.000 --> 00:10:25.000]   I'm with you.
[00:10:25.000 --> 00:10:26.000]   I'm with you.
[00:10:26.000 --> 00:10:27.000]   I'm with you.
[00:10:27.000 --> 00:10:28.000]   I'm with you.
[00:10:28.000 --> 00:10:29.000]   I'm with you.
[00:10:29.000 --> 00:10:30.000]   I'm with you.
[00:10:30.000 --> 00:10:31.000]   I'm with you.
[00:10:31.000 --> 00:10:32.000]   I'm with you.
[00:10:32.000 --> 00:10:33.000]   I'm with you.
[00:10:33.000 --> 00:10:34.000]   I'm with you.
[00:10:34.000 --> 00:10:35.000]   I'm with you.
[00:10:35.000 --> 00:10:36.000]   I'm with you.
[00:10:36.000 --> 00:10:37.000]   I'm with you.
[00:10:37.000 --> 00:10:38.000]   I'm with you.
[00:10:38.000 --> 00:10:39.000]   I'm with you.
[00:10:39.000 --> 00:10:40.000]   I'm with you.
[00:10:40.000 --> 00:10:41.000]   I'm with you.
[00:10:41.000 --> 00:10:42.000]   I'm with you.
[00:10:42.000 --> 00:10:43.000]   I'm with you.
[00:10:43.000 --> 00:10:44.000]   I'm with you.
[00:10:44.000 --> 00:10:45.000]   I'm with you.
[00:10:45.000 --> 00:10:46.000]   I'm with you.
[00:10:46.000 --> 00:10:47.000]   I'm with you.
[00:10:47.000 --> 00:10:48.000]   I'm with you.
[00:10:48.000 --> 00:10:49.000]   I'm with you.
[00:10:49.000 --> 00:10:50.000]   I'm with you.
[00:10:50.000 --> 00:10:51.000]   I'm with you.
[00:10:51.000 --> 00:10:52.000]   I'm with you.
[00:10:52.000 --> 00:10:53.000]   I'm with you.
[00:10:53.000 --> 00:10:54.000]   I'm with you.
[00:10:54.000 --> 00:10:55.000]   I'm with you.
[00:10:55.000 --> 00:10:56.000]   I'm with you.
[00:10:56.000 --> 00:10:57.000]   I'm with you.
[00:10:57.000 --> 00:10:58.000]   I'm with you.
[00:10:58.000 --> 00:10:59.000]   I'm with you.
[00:10:59.000 --> 00:11:00.000]   I'm with you.
[00:11:00.000 --> 00:11:01.000]   I'm with you.
[00:11:01.000 --> 00:11:02.000]   I'm with you.
[00:11:02.000 --> 00:11:03.000]   I'm with you.
[00:11:03.000 --> 00:11:04.000]   I'm with you.
[00:11:04.000 --> 00:11:05.000]   I'm with you.
[00:11:05.000 --> 00:11:06.000]   I'm with you.
[00:11:06.000 --> 00:11:07.000]   I'm with you.
[00:11:07.000 --> 00:11:08.000]   I'm with you.
[00:11:08.000 --> 00:11:09.000]   I'm with you.
[00:11:09.000 --> 00:11:10.000]   I'm with you.
[00:11:10.000 --> 00:11:11.000]   I'm with you.
[00:11:11.000 --> 00:11:12.000]   I'm with you.
[00:11:12.000 --> 00:11:13.000]   I'm with you.
[00:11:13.000 --> 00:11:14.000]   I'm with you.
[00:11:14.000 --> 00:11:15.000]   I'm with you.
[00:11:15.000 --> 00:11:16.000]   I'm with you.
[00:11:16.000 --> 00:11:17.000]   I'm with you.
[00:11:17.000 --> 00:11:18.000]   I'm with you.
[00:11:18.000 --> 00:11:19.000]   I'm with you.
[00:11:19.000 --> 00:11:20.000]   I'm with you.
[00:11:20.000 --> 00:11:21.000]   I'm with you.
[00:11:21.000 --> 00:11:22.000]   I'm with you.
[00:11:22.000 --> 00:11:23.000]   I'm with you.
[00:11:23.000 --> 00:11:24.000]   I'm with you.
[00:11:24.000 --> 00:11:25.000]   I'm with you.
[00:11:25.000 --> 00:11:26.000]   I'm with you.
[00:11:26.000 --> 00:11:27.000]   I'm with you.
[00:11:27.000 --> 00:11:28.000]   I'm with you.
[00:11:28.000 --> 00:11:29.000]   I'm with you.
[00:11:29.000 --> 00:11:30.000]   I'm with you.
[00:11:30.000 --> 00:11:31.000]   I'm with you.
[00:11:31.000 --> 00:11:32.000]   I'm with you.
[00:11:32.000 --> 00:11:33.000]   I'm with you.
[00:11:33.000 --> 00:11:34.000]   I'm with you.
[00:11:34.000 --> 00:11:35.000]   I'm with you.
[00:11:35.000 --> 00:11:36.000]   I'm with you.
[00:11:36.000 --> 00:11:37.000]   I'm with you.
[00:11:37.000 --> 00:11:38.000]   I'm with you.
[00:11:38.000 --> 00:11:39.000]   I'm with you.
[00:11:39.000 --> 00:11:40.000]   I'm with you.
[00:11:40.000 --> 00:11:41.000]   I'm with you.
[00:11:41.000 --> 00:11:42.000]   I'm with you.
[00:11:42.000 --> 00:11:43.000]   I'm with you.
[00:11:43.000 --> 00:11:44.000]   I'm with you.
[00:11:44.000 --> 00:11:45.000]   I'm with you.
[00:11:45.000 --> 00:11:46.000]   I'm with you.
[00:11:46.000 --> 00:11:47.000]   I'm with you.
[00:11:47.000 --> 00:11:48.000]   I'm with you.
[00:11:48.000 --> 00:11:49.000]   I'm with you.
[00:11:49.000 --> 00:11:50.000]   I'm with you.
[00:11:50.000 --> 00:11:51.000]   I'm with you.
[00:11:51.000 --> 00:11:52.000]   I'm with you.
[00:11:52.000 --> 00:11:53.000]   I'm with you.
[00:11:53.000 --> 00:11:54.000]   I'm with you.
[00:11:54.000 --> 00:11:55.000]   I'm with you.
[00:11:55.000 --> 00:11:56.000]   I'm with you.
[00:11:56.000 --> 00:11:57.000]   I'm with you.
[00:11:57.000 --> 00:11:58.000]   I'm with you.
[00:11:58.000 --> 00:11:59.000]   I'm with you.
[00:11:59.000 --> 00:12:00.000]   I'm with you.
[00:12:00.000 --> 00:12:01.000]   I'm with you.
[00:12:01.000 --> 00:12:02.000]   I'm with you.
[00:12:02.000 --> 00:12:03.000]   I'm with you.
[00:12:03.000 --> 00:12:04.000]   I'm with you.
[00:12:04.000 --> 00:12:05.000]   I'm with you.
