
[00:00:00.000 --> 00:00:05.280]   It's time for "Dwight" this weekend tech, Aaron Griffith from fortune.com is here along
[00:02:29.880 --> 00:02:31.600]   We welcome back Larry Maggid.
[00:02:31.600 --> 00:02:33.960]   He is on air tech analyst for CBS News.
[00:02:33.960 --> 00:02:37.000]   He's been here many times, CEO of Connects Safely.org.
[00:02:37.000 --> 00:02:39.200]   Larry, good to see you again.
[00:02:39.200 --> 00:02:40.280]   Good to see you, Leo.
[00:02:40.280 --> 00:02:41.800]   From the South Bay.
[00:02:41.800 --> 00:02:43.800]   Oh, yeah.
[00:02:43.800 --> 00:02:44.800]   Palo Alto.
[00:02:44.800 --> 00:02:45.800]   Palo Alto area.
[00:02:45.800 --> 00:02:48.600]   From Pennsylvania.
[00:02:48.600 --> 00:02:53.040]   And we don't know where because he only has a mail drop and won't tell us his address.
[00:02:53.040 --> 00:02:55.040]   Owen, JJ Stone.
[00:02:55.040 --> 00:02:57.160]   Oh, no, doctor.
[00:02:57.160 --> 00:03:03.880]   Here we have a thinner lighter black pencil made from the Swiss bones of dinosaurs.
[00:03:03.880 --> 00:03:05.760]   He's elegant in every way.
[00:03:05.760 --> 00:03:06.760]   Oh, yeah.
[00:03:06.760 --> 00:03:08.960]   Hey, Twit is in the can.
[00:03:08.960 --> 00:03:09.960]   If you were the...
[00:03:09.960 --> 00:03:10.960]   I'm ready.
[00:03:10.960 --> 00:03:15.000]   If you were the African-American Johnny Ive, would you be in a black room, not a white
[00:03:15.000 --> 00:03:16.000]   room?
[00:03:16.000 --> 00:03:17.200]   Oh, it definitely be in a black room.
[00:03:17.200 --> 00:03:21.000]   I mean, as you only see, like the size of my face, like that would be the only thing
[00:03:21.000 --> 00:03:23.080]   you see floating in my face.
[00:03:23.080 --> 00:03:27.320]   I have the black turtleneck on, a black skinny suit with black shoes.
[00:03:27.320 --> 00:03:32.880]   And then there'd be just this big screen behind me with pencils thinner and lighter.
[00:03:32.880 --> 00:03:34.760]   A magical pencils.
[00:03:34.760 --> 00:03:35.760]   Expensive.
[00:03:35.760 --> 00:03:36.760]   Expensive.
[00:03:36.760 --> 00:03:37.760]   A floating head.
[00:03:37.760 --> 00:03:38.760]   A hundred dollar pencils.
[00:03:38.760 --> 00:03:39.760]   Now, everybody calm down.
[00:03:39.760 --> 00:03:42.320]   Be nice because we have a newbie in our midst.
[00:03:42.320 --> 00:03:44.400]   Aaron Griffith is with us from Fortune.com.
[00:03:44.400 --> 00:03:48.920]   It's great to see you, Aaron, from the Southland, from LA area.
[00:03:48.920 --> 00:03:51.280]   No, I'm in New York.
[00:03:51.280 --> 00:03:52.280]   Oh, what am I saying?
[00:03:52.280 --> 00:03:53.280]   New York.
[00:03:53.280 --> 00:03:55.040]   I was just thinking I was in LA and I met Aaron.
[00:03:55.040 --> 00:03:56.880]   No, no, I met you in Manhattan.
[00:03:56.880 --> 00:03:57.880]   That's right.
[00:03:57.880 --> 00:03:58.880]   Yeah.
[00:03:58.880 --> 00:04:01.420]   At the podcast up front.
[00:04:01.420 --> 00:04:02.680]   Which were interesting.
[00:04:02.680 --> 00:04:03.960]   You wrote a very nice article.
[00:04:03.960 --> 00:04:08.800]   Thank you in Fortune Magazine or Fortune.com about us.
[00:04:08.800 --> 00:04:14.840]   It was the first time it was last week, first time podcasts ever had an upfront.
[00:04:14.840 --> 00:04:19.960]   And it was interesting because we were talking to big agencies, big advertisers about why
[00:04:19.960 --> 00:04:22.520]   podcast advertising makes sense.
[00:04:22.520 --> 00:04:28.720]   And boy, I think there couldn't be a better time to do that because on Wednesday, add
[00:04:28.720 --> 00:04:30.520]   block lips now.
[00:04:30.520 --> 00:04:32.640]   Oh, yeah.
[00:04:32.640 --> 00:04:37.920]   And it's really interesting because people weren't sure what to think about ad blocking
[00:04:37.920 --> 00:04:38.920]   coming to iOS.
[00:04:38.920 --> 00:04:41.920]   iOS 9 came out on Wednesday.
[00:04:41.920 --> 00:04:51.720]   And then almost immediately the top ranked apps on the Apple store were ad blocking programs
[00:04:51.720 --> 00:04:52.720]   for them.
[00:04:52.720 --> 00:04:56.880]   So it is immediately apparent that not only were people sophisticated enough to turn this
[00:04:56.880 --> 00:05:00.000]   on to download these and use them, but they were using them in great numbers.
[00:05:00.000 --> 00:05:03.240]   And now everybody's really nervous.
[00:05:03.240 --> 00:05:06.880]   None more so than the creator of one of those blockers.
[00:05:06.880 --> 00:05:08.320]   It was number one on the Apple store.
[00:05:08.320 --> 00:05:11.960]   It's called Peace, written by Marco Arment.
[00:05:11.960 --> 00:05:14.600]   Anybody who's in the Max Fier knows Marco.
[00:05:14.600 --> 00:05:17.000]   He created Instapaper.
[00:05:17.000 --> 00:05:22.080]   Then later created Overcast, which is the number one podcasting app on iOS.
[00:05:22.080 --> 00:05:28.000]   He's kind of a, you know, a eminent squeeze.
[00:05:28.000 --> 00:05:29.000]   I don't want to use that phrase.
[00:05:29.000 --> 00:05:30.760]   He's a man about the internet.
[00:05:30.760 --> 00:05:33.240]   Yeah, and especially among the Mac world, right?
[00:05:33.240 --> 00:05:34.800]   People respect Marco.
[00:05:34.800 --> 00:05:36.280]   He does some podcast.
[00:05:36.280 --> 00:05:37.280]   He's.
[00:05:37.280 --> 00:05:39.320]   And so he put out an ad blocker.
[00:05:39.320 --> 00:05:40.320]   Hmm.
[00:05:40.320 --> 00:05:41.320]   Kind of interesting.
[00:05:41.320 --> 00:05:45.760]   The ad blocker used a database from Ghostery, which is a well-known desktop plugin that blocks
[00:05:45.760 --> 00:05:49.240]   all kinds of trackers and advertising.
[00:05:49.240 --> 00:05:55.680]   And unfortunately, Ghostery in its default database blocks an ad serving service called
[00:05:55.680 --> 00:05:57.200]   The Deck.
[00:05:57.200 --> 00:06:03.920]   An ad service that Marco uses on his website, Marco.org, and his close friend and Apple
[00:06:03.920 --> 00:06:07.400]   pundit John Gruber uses on daring fireball.
[00:06:07.400 --> 00:06:08.800]   Gruber was not thrilled.
[00:06:08.800 --> 00:06:11.240]   Let's put it that way.
[00:06:11.240 --> 00:06:16.080]   The ads on daring fireball were being blocked, especially since probably a vast majority of
[00:06:16.080 --> 00:06:19.480]   his visitors are Apple users.
[00:06:19.480 --> 00:06:22.600]   Many of them probably use mobile Safari.
[00:06:22.600 --> 00:06:30.920]   And within three days, Marco pulled the plug on peace, saying it just doesn't feel good.
[00:06:30.920 --> 00:06:33.000]   Yeah, my pockets feel lighter.
[00:06:33.000 --> 00:06:35.080]   And my friends are upset with me.
[00:06:35.080 --> 00:06:36.360]   I was this excited at first.
[00:06:36.360 --> 00:06:38.160]   I was like, Oh, look, an equal opportunity blocker.
[00:06:38.160 --> 00:06:42.200]   He's like, look, I'm even blocking myself because I believe blocking is just exactly
[00:06:42.200 --> 00:06:43.200]   right.
[00:06:43.200 --> 00:06:46.560]   He said, I don't think it'd be fair to turn off the deck blocking.
[00:06:46.560 --> 00:06:48.560]   But then he turned around and pulled the plug on it.
[00:06:48.560 --> 00:06:49.560]   And let me tell you something.
[00:06:49.560 --> 00:06:54.080]   So if you don't want people to block stuff, stop with these crappy ads on my phone.
[00:06:54.080 --> 00:06:57.040]   When I can't get to the article I want to read because you got pop ups with these little
[00:06:57.040 --> 00:07:01.040]   dinky little X's and I can't get out of them, it defeats the purpose.
[00:07:01.040 --> 00:07:03.480]   I don't go back to try and read your stupid article.
[00:07:03.480 --> 00:07:06.920]   So maybe if you have better ads, people wouldn't want to block them.
[00:07:06.920 --> 00:07:07.920]   Simply.
[00:07:07.920 --> 00:07:08.920]   Right on.
[00:07:08.920 --> 00:07:09.920]   Marco's written.
[00:07:09.920 --> 00:07:10.920]   That's what the Internet is all about.
[00:07:10.920 --> 00:07:12.680]   The Internet is about giving us better ads.
[00:07:12.680 --> 00:07:15.720]   It's not like watching television where they put on these crap ads and they're taking
[00:07:15.720 --> 00:07:19.560]   a guess as to who their audience is, the Internet knows their audience.
[00:07:19.560 --> 00:07:23.640]   That's the whole idea of tracking, which I believe it or not, I'm not entirely opposed
[00:07:23.640 --> 00:07:25.360]   to if it's done properly.
[00:07:25.360 --> 00:07:30.760]   But give us ads that are relevant and not obnoxious, not annoying.
[00:07:30.760 --> 00:07:33.240]   Driving us away from content, I agree with you.
[00:07:33.240 --> 00:07:35.640]   I've stopped going to sites because of crappy ads.
[00:07:35.640 --> 00:07:37.400]   I'm of both opinions.
[00:07:37.400 --> 00:07:40.880]   On the one hand, I really understand that sites, especially small sites like during
[00:07:40.880 --> 00:07:43.280]   fireball, really that's how they monetize.
[00:07:43.280 --> 00:07:45.160]   There's no other way to make money.
[00:07:45.160 --> 00:07:47.760]   And if you go to during fireball, the ads are not obtrusive.
[00:07:47.760 --> 00:07:48.760]   They're not obnoxious.
[00:07:48.760 --> 00:07:52.760]   I'll have to turn off my ad blocker to show you the.
[00:07:52.760 --> 00:07:54.760]   Whoa, whoops.
[00:07:54.760 --> 00:07:55.760]   The ads are doing fire.
[00:07:55.760 --> 00:07:56.760]   Why who makes his living?
[00:07:56.760 --> 00:07:57.760]   Well, okay.
[00:07:57.760 --> 00:07:58.760]   I'm going to talk in a second.
[00:07:58.760 --> 00:07:59.760]   In a second.
[00:07:59.760 --> 00:08:00.760]   It looks different.
[00:08:00.760 --> 00:08:01.760]   It looks different.
[00:08:01.760 --> 00:08:02.760]   It looks different.
[00:08:02.760 --> 00:08:03.760]   It looks different.
[00:08:03.760 --> 00:08:04.760]   It looks different.
[00:08:04.760 --> 00:08:05.760]   It looks different.
[00:08:05.760 --> 00:08:06.760]   It looks different.
[00:08:06.760 --> 00:08:07.760]   It looks different.
[00:08:07.760 --> 00:08:08.760]   It looks different.
[00:08:08.760 --> 00:08:09.760]   It looks different.
[00:08:09.760 --> 00:08:10.760]   It looks different.
[00:08:10.760 --> 00:08:11.760]   It looks different.
[00:08:11.760 --> 00:08:12.760]   It looks different.
[00:08:12.760 --> 00:08:13.760]   It looks different.
[00:08:13.760 --> 00:08:14.760]   It looks different.
[00:08:14.760 --> 00:08:15.760]   It looks different.
[00:08:15.760 --> 00:08:16.760]   It looks different.
[00:08:16.760 --> 00:08:17.760]   It looks different.
[00:08:17.760 --> 00:08:18.760]   It looks different.
[00:08:18.760 --> 00:08:19.760]   It looks different.
[00:08:19.760 --> 00:08:20.760]   It looks different.
[00:08:20.760 --> 00:08:21.760]   It looks different.
[00:08:21.760 --> 00:08:22.760]   It looks different.
[00:08:22.760 --> 00:08:23.760]   It looks different.
[00:08:23.760 --> 00:08:24.760]   It looks different.
[00:08:24.760 --> 00:08:25.760]   It looks different.
[00:08:25.760 --> 00:08:26.760]   It looks different.
[00:08:26.760 --> 00:08:27.760]   It looks different.
[00:08:27.760 --> 00:08:28.760]   It looks different.
[00:08:28.760 --> 00:08:29.760]   It looks different.
[00:08:29.760 --> 00:08:30.760]   It looks different.
[00:08:30.760 --> 00:08:31.760]   It looks different.
[00:08:31.760 --> 00:08:32.760]   It looks different.
[00:08:32.760 --> 00:08:33.760]   It looks different.
[00:08:33.760 --> 00:08:34.760]   It looks different.
[00:08:34.760 --> 00:08:35.760]   It looks different.
[00:08:35.760 --> 00:08:36.760]   It looks different.
[00:08:36.760 --> 00:08:37.760]   It looks different.
[00:08:37.760 --> 00:08:38.760]   It looks different.
[00:08:38.760 --> 00:08:39.760]   It looks different.
[00:08:39.760 --> 00:08:40.760]   It looks different.
[00:08:40.760 --> 00:08:41.760]   It looks different.
[00:08:41.760 --> 00:08:42.760]   It looks different.
[00:08:42.760 --> 00:08:43.760]   It looks different.
[00:08:43.760 --> 00:08:44.760]   It looks different.
[00:08:44.760 --> 00:08:45.760]   It looks different.
[00:08:45.760 --> 00:08:46.760]   It looks different.
[00:08:46.760 --> 00:08:47.760]   It looks different.
[00:08:47.760 --> 00:08:48.760]   It looks different.
[00:08:48.760 --> 00:08:49.760]   It looks different.
[00:08:49.760 --> 00:08:50.760]   It looks different.
[00:08:50.760 --> 00:08:51.760]   It looks different.
[00:08:51.760 --> 00:08:52.760]   It looks different.
[00:08:52.760 --> 00:08:53.760]   It looks different.
[00:08:53.760 --> 00:08:54.760]   It looks different.
[00:08:54.760 --> 00:08:55.760]   It looks different.
[00:08:55.760 --> 00:08:56.760]   It looks different.
[00:08:56.760 --> 00:08:57.760]   It looks different.
[00:08:57.760 --> 00:08:58.760]   It looks different.
[00:08:58.760 --> 00:08:59.760]   It looks different.
[00:08:59.760 --> 00:09:00.760]   It looks different.
[00:09:00.760 --> 00:09:01.760]   It looks different.
[00:09:01.760 --> 00:09:02.760]   It looks different.
[00:09:02.760 --> 00:09:03.760]   It looks different.
[00:09:03.760 --> 00:09:04.760]   It looks different.
[00:09:04.760 --> 00:09:05.760]   It looks different.
[00:09:05.760 --> 00:09:06.760]   It looks different.
[00:09:06.760 --> 00:09:07.760]   It looks different.
[00:09:07.760 --> 00:09:08.760]   It looks different.
[00:09:08.760 --> 00:09:09.760]   It looks different.
[00:09:09.760 --> 00:09:10.760]   It looks different.
[00:09:10.760 --> 00:09:11.760]   It looks different.
[00:09:11.760 --> 00:09:12.760]   It looks different.
[00:09:12.760 --> 00:09:13.760]   It looks different.
[00:09:13.760 --> 00:09:14.760]   It looks different.
[00:09:14.760 --> 00:09:15.760]   It looks different.
[00:09:15.760 --> 00:09:16.760]   It looks different.
[00:09:16.760 --> 00:09:17.760]   It looks different.
[00:09:17.760 --> 00:09:18.760]   It looks different.
[00:09:18.760 --> 00:09:19.760]   It looks different.
[00:09:19.760 --> 00:09:20.760]   It looks different.
[00:09:20.760 --> 00:09:21.760]   It looks different.
[00:09:21.760 --> 00:09:22.760]   It looks different.
[00:09:22.760 --> 00:09:23.760]   It looks different.
[00:09:23.760 --> 00:09:24.760]   It looks different.
[00:09:24.760 --> 00:09:25.760]   It looks different.
[00:09:25.760 --> 00:09:26.760]   It looks different.
[00:09:26.760 --> 00:09:27.760]   It looks different.
[00:09:27.760 --> 00:09:28.760]   It looks different.
[00:09:28.760 --> 00:09:29.760]   It looks different.
[00:09:29.760 --> 00:09:30.760]   It looks different.
[00:09:30.760 --> 00:09:31.760]   It looks different.
[00:09:31.760 --> 00:09:32.760]   It looks different.
[00:09:32.760 --> 00:09:33.760]   It looks different.
[00:09:33.760 --> 00:09:34.760]   It looks different.
[00:09:34.760 --> 00:09:35.760]   It looks different.
[00:09:35.760 --> 00:09:36.760]   It looks different.
[00:09:36.760 --> 00:09:37.760]   It looks different.
[00:09:37.760 --> 00:09:38.760]   It looks different.
[00:09:38.760 --> 00:09:39.760]   It looks different.
[00:09:39.760 --> 00:09:40.760]   It looks different.
[00:09:40.760 --> 00:09:41.760]   It looks different.
[00:09:41.760 --> 00:09:42.760]   It looks different.
[00:09:42.760 --> 00:09:43.760]   It looks different.
[00:09:43.760 --> 00:09:44.760]   It looks different.
[00:09:44.760 --> 00:09:45.760]   It looks different.
[00:09:45.760 --> 00:09:46.760]   It looks different.
[00:09:46.760 --> 00:09:47.760]   It looks different.
[00:09:47.760 --> 00:09:48.760]   It looks different.
[00:09:48.760 --> 00:09:49.760]   It looks different.
[00:09:49.760 --> 00:09:50.760]   It looks different.
[00:09:50.760 --> 00:09:51.760]   It looks different.
[00:09:51.760 --> 00:09:52.760]   It looks different.
[00:09:52.760 --> 00:09:53.760]   It looks different.
[00:09:53.760 --> 00:09:54.760]   It looks different.
[00:09:54.760 --> 00:09:55.760]   It looks different.
[00:09:55.760 --> 00:09:56.760]   It looks different.
[00:09:56.760 --> 00:09:57.760]   It looks different.
[00:09:57.760 --> 00:09:58.760]   It looks different.
[00:09:58.760 --> 00:09:59.760]   It looks different.
[00:09:59.760 --> 00:10:00.760]   It looks different.
[00:10:00.760 --> 00:10:01.760]   It looks different.
[00:10:01.760 --> 00:10:02.760]   It looks different.
[00:10:02.760 --> 00:10:03.760]   It looks different.
[00:10:03.760 --> 00:10:04.760]   It looks different.
[00:10:04.760 --> 00:10:05.760]   It looks different.
[00:10:05.760 --> 00:10:06.760]   It looks different.
[00:10:06.760 --> 00:10:07.760]   It looks different.
[00:10:07.760 --> 00:10:08.760]   It looks different.
[00:10:08.760 --> 00:10:09.760]   It looks different.
[00:10:09.760 --> 00:10:10.760]   It looks different.
[00:10:10.760 --> 00:10:11.760]   It looks different.
[00:10:11.760 --> 00:10:12.760]   It looks different.
[00:10:12.760 --> 00:10:13.760]   It looks different.
[00:10:13.760 --> 00:10:14.760]   It looks different.
[00:10:14.760 --> 00:10:15.760]   It looks different.
[00:10:15.760 --> 00:10:16.760]   It looks different.
[00:10:16.760 --> 00:10:17.760]   It looks different.
[00:10:17.760 --> 00:10:18.760]   It looks different.
[00:10:18.760 --> 00:10:19.760]   It looks different.
[00:10:19.760 --> 00:10:20.760]   It looks different.
[00:10:20.760 --> 00:10:21.760]   It looks different.
[00:10:21.760 --> 00:10:22.760]   It looks different.
[00:10:22.760 --> 00:10:23.760]   It looks different.
[00:10:23.760 --> 00:10:24.760]   It looks different.
[00:10:24.760 --> 00:10:25.760]   It looks different.
[00:10:25.760 --> 00:10:26.760]   It looks different.
[00:10:26.760 --> 00:10:27.760]   It looks different.
[00:10:27.760 --> 00:10:28.760]   It looks different.
[00:10:28.760 --> 00:10:29.760]   It looks different.
[00:10:29.760 --> 00:10:30.760]   It looks different.
[00:10:30.760 --> 00:10:31.760]   It looks different.
[00:10:31.760 --> 00:10:32.760]   It looks different.
[00:10:32.760 --> 00:10:33.760]   It looks different.
[00:10:33.760 --> 00:10:34.760]   It looks different.
[00:10:34.760 --> 00:10:35.760]   It looks different.
[00:10:35.760 --> 00:10:36.760]   It looks different.
[00:10:36.760 --> 00:10:37.760]   It looks different.
[00:10:37.760 --> 00:10:38.760]   It looks different.
[00:10:38.760 --> 00:10:39.760]   It looks different.
[00:10:39.760 --> 00:10:40.760]   It looks different.
[00:10:40.760 --> 00:10:41.760]   It looks different.
[00:10:41.760 --> 00:10:42.760]   It looks different.
[00:10:42.760 --> 00:10:43.760]   It looks different.
[00:10:43.760 --> 00:10:44.760]   It looks different.
[00:10:44.760 --> 00:10:45.760]   It looks different.
[00:10:45.760 --> 00:10:46.760]   It looks different.
[00:10:46.760 --> 00:10:47.760]   It looks different.
[00:10:47.760 --> 00:10:48.760]   It looks different.
[00:10:48.760 --> 00:10:49.760]   It looks different.
[00:10:49.760 --> 00:10:50.760]   It looks different.
[00:10:50.760 --> 00:10:51.760]   It looks different.
[00:10:51.760 --> 00:10:52.760]   It looks different.
[00:10:52.760 --> 00:10:53.760]   It looks different.
[00:10:53.760 --> 00:10:54.760]   It looks different.
[00:10:54.760 --> 00:10:55.760]   It looks different.
[00:10:55.760 --> 00:10:56.760]   It looks different.
[00:10:56.760 --> 00:10:57.760]   It looks different.
[00:10:57.760 --> 00:10:58.760]   It looks different.
[00:10:58.760 --> 00:10:59.760]   It looks different.
[00:10:59.760 --> 00:11:00.760]   It looks different.
[00:11:00.760 --> 00:11:01.760]   It looks different.
[00:11:01.760 --> 00:11:02.760]   It looks different.
[00:11:02.760 --> 00:11:03.760]   It looks different.
[00:11:03.760 --> 00:11:04.760]   It looks different.
[00:11:04.760 --> 00:11:05.760]   It looks different.
[00:11:05.760 --> 00:11:06.760]   It looks different.
[00:11:06.760 --> 00:11:07.760]   It looks different.
[00:11:07.760 --> 00:11:08.760]   It looks different.
[00:11:08.760 --> 00:11:09.760]   It looks different.
[00:11:09.760 --> 00:11:10.760]   It looks different.
[00:11:10.760 --> 00:11:11.760]   It looks different.
[00:11:11.760 --> 00:11:12.760]   It looks different.
[00:11:12.760 --> 00:11:13.760]   It looks different.
[00:11:13.760 --> 00:11:14.760]   It looks different.
[00:11:14.760 --> 00:11:15.760]   It looks different.
[00:11:15.760 --> 00:11:16.760]   It looks different.
[00:11:16.760 --> 00:11:17.760]   It looks different.
[00:11:17.760 --> 00:11:18.760]   It looks different.
[00:11:18.760 --> 00:11:19.760]   It looks different.
[00:11:19.760 --> 00:11:20.760]   It looks different.
[00:11:20.760 --> 00:11:21.760]   It looks different.
[00:11:21.760 --> 00:11:22.760]   It looks different.
[00:11:22.760 --> 00:11:23.760]   It looks different.
[00:11:23.760 --> 00:11:24.760]   It looks different.
[00:11:24.760 --> 00:11:25.760]   It looks different.
[00:11:25.760 --> 00:11:26.760]   It looks different.
[00:11:26.760 --> 00:11:27.760]   It looks different.
[00:11:27.760 --> 00:11:28.760]   It looks different.
[00:11:28.760 --> 00:11:29.760]   It looks different.
[00:11:29.760 --> 00:11:30.760]   It looks different.
[00:11:30.760 --> 00:11:31.760]   It looks different.
[00:11:31.760 --> 00:11:32.760]   It looks different.
[00:11:32.760 --> 00:11:33.760]   It looks different.
[00:11:33.760 --> 00:11:34.760]   It looks different.
[00:11:34.760 --> 00:11:35.760]   It looks different.
[00:11:35.760 --> 00:11:36.760]   It looks different.
[00:11:36.760 --> 00:11:37.760]   It looks different.
[00:11:37.760 --> 00:11:38.760]   It looks different.
[00:11:38.760 --> 00:11:39.760]   It looks different.
[00:11:39.760 --> 00:11:40.760]   It looks different.
[00:11:40.760 --> 00:11:41.760]   It looks different.
[00:11:41.760 --> 00:11:42.760]   It looks different.
[00:11:42.760 --> 00:11:43.760]   It looks different.
[00:11:43.760 --> 00:11:44.760]   It looks different.
[00:11:44.760 --> 00:11:45.760]   It looks different.
[00:11:45.760 --> 00:11:46.760]   It looks different.
[00:11:46.760 --> 00:11:47.760]   It looks different.
[00:11:47.760 --> 00:11:48.760]   It looks different.
[00:11:48.760 --> 00:11:49.760]   It looks different.
[00:11:49.760 --> 00:11:50.760]   It looks different.
[00:11:50.760 --> 00:11:51.760]   It looks different.
[00:11:51.760 --> 00:11:52.760]   It looks different.
[00:11:52.760 --> 00:11:53.760]   It looks different.
[00:11:53.760 --> 00:11:54.760]   It looks different.
[00:11:54.760 --> 00:11:55.760]   It looks different.
[00:11:55.760 --> 00:11:56.760]   It looks different.
[00:11:56.760 --> 00:11:57.760]   It looks different.
[00:11:57.760 --> 00:11:58.760]   It looks different.
[00:11:58.760 --> 00:11:59.760]   It looks different.
[00:11:59.760 --> 00:12:00.760]   It looks different.
[00:12:00.760 --> 00:12:01.760]   It looks different.
[00:12:01.760 --> 00:12:02.760]   It looks different.
[00:12:02.760 --> 00:12:03.760]   It looks different.
[00:12:03.760 --> 00:12:04.760]   It looks different.
[00:12:04.760 --> 00:12:05.760]   It looks different.
[00:12:05.760 --> 00:12:06.760]   It looks different.
[00:12:06.760 --> 00:12:07.760]   It looks different.
[00:12:07.760 --> 00:12:08.760]   It looks different.
[00:12:08.760 --> 00:12:09.760]   It looks different.
[00:12:09.760 --> 00:12:10.760]   It looks different.
[00:12:10.760 --> 00:12:11.760]   It looks different.
[00:12:11.760 --> 00:12:12.760]   It looks different.
[00:12:12.760 --> 00:12:13.760]   It looks different.
[00:12:13.760 --> 00:12:14.760]   It looks different.
[00:12:14.760 --> 00:12:15.760]   It looks different.
[00:12:15.760 --> 00:12:16.760]   It looks different.
[00:12:16.760 --> 00:12:17.760]   It looks different.
[00:12:17.760 --> 00:12:18.760]   It looks different.
[00:12:18.760 --> 00:12:19.760]   It looks different.
[00:12:19.760 --> 00:12:20.760]   It looks different.
[00:12:20.760 --> 00:12:21.760]   It looks different.
[00:12:21.760 --> 00:12:22.760]   It looks different.
[00:12:22.760 --> 00:12:23.760]   It looks different.
[00:12:23.760 --> 00:12:24.760]   It looks different.
[00:12:24.760 --> 00:12:25.760]   It looks different.
[00:12:25.760 --> 00:12:26.760]   It looks different.
[00:12:26.760 --> 00:12:27.760]   It looks different.
[00:12:27.760 --> 00:12:28.760]   It looks different.
[00:12:28.760 --> 00:12:29.760]   It looks different.
[00:12:29.760 --> 00:12:30.760]   It looks different.
[00:12:30.760 --> 00:12:31.760]   It looks different.
[00:12:31.760 --> 00:12:32.760]   It looks different.
[00:12:32.760 --> 00:12:33.760]   It looks different.
[00:12:33.760 --> 00:12:34.760]   It looks different.
[00:12:34.760 --> 00:12:35.760]   It looks different.
[00:12:35.760 --> 00:12:36.760]   It looks different.
[00:12:36.760 --> 00:12:37.760]   It looks different.
[00:12:37.760 --> 00:12:38.760]   It looks different.
[00:12:38.760 --> 00:12:39.760]   It looks different.
[00:12:39.760 --> 00:12:40.760]   It looks different.
[00:12:40.760 --> 00:12:41.760]   It looks different.
[00:12:41.760 --> 00:12:42.760]   It looks different.
[00:12:42.760 --> 00:12:43.760]   It looks different.
[00:12:43.760 --> 00:12:44.760]   It looks different.
[00:12:44.760 --> 00:12:45.760]   It looks different.
[00:12:45.760 --> 00:12:46.760]   It looks different.
[00:12:46.760 --> 00:12:47.760]   It looks different.
[00:12:47.760 --> 00:12:48.760]   It looks different.
[00:12:48.760 --> 00:12:49.760]   It looks different.
[00:12:49.760 --> 00:12:50.760]   It looks different.
