
[00:00:00.000 --> 00:00:04.480]   It's time for Twi, before we get started, of course, it's Memorial Day weekend in the
[00:04:18.640 --> 00:04:20.840]   They hired up.
[00:04:20.840 --> 00:04:22.080]   Could be that.
[00:04:22.080 --> 00:04:23.440]   And then they whittled down.
[00:04:23.440 --> 00:04:24.440]   Could be that?
[00:04:24.440 --> 00:04:26.080]   Could be we don't know.
[00:04:26.080 --> 00:04:27.080]   We do.
[00:04:27.080 --> 00:04:28.080]   We do know.
[00:04:28.080 --> 00:04:33.880]   I've been listening to Dan Lyons' book Disrupted on his abrupt departure from Newsweek and
[00:04:33.880 --> 00:04:37.080]   his attempt to make a life for himself in marketing.
[00:04:37.080 --> 00:04:38.240]   And it's really funny.
[00:04:38.240 --> 00:04:39.240]   Oh my.
[00:04:39.240 --> 00:04:40.320]   The excerpts were funny.
[00:04:40.320 --> 00:04:42.440]   I wondered if it would hold.
[00:04:42.440 --> 00:04:43.440]   It holds.
[00:04:43.440 --> 00:04:44.440]   Yeah, it holds.
[00:04:44.440 --> 00:04:47.080]   He's really a funny writer, actually.
[00:04:47.080 --> 00:04:48.720]   I really like his stuff.
[00:04:48.720 --> 00:04:53.160]   He once said he was never as funny as he was writing fake Steve Jobs.
[00:04:53.160 --> 00:04:55.280]   He just never could do it again.
[00:04:55.280 --> 00:04:57.640]   Well, that would be a tough thing to top.
[00:04:57.640 --> 00:04:58.640]   Yeah.
[00:04:58.640 --> 00:05:01.640]   I'm not sure I agree with him because, you know, remember, he also worked for two seasons
[00:05:01.640 --> 00:05:04.760]   of Silicon Valley, which was one of the funniest shows on TV.
[00:05:04.760 --> 00:05:07.040]   What we don't know is which jokes he wrote.
[00:05:07.040 --> 00:05:08.720]   So it could be he wrote the bad one.
[00:05:08.720 --> 00:05:10.960]   But he was bad at Newsweek.
[00:05:10.960 --> 00:05:11.960]   That was...
[00:05:11.960 --> 00:05:12.960]   Was he?
[00:05:12.960 --> 00:05:14.560]   He said, yeah, I didn't know he wasn't good.
[00:05:14.560 --> 00:05:17.240]   Oh, I'm sorry to hear that.
[00:05:17.240 --> 00:05:19.080]   What was bad about him?
[00:05:19.080 --> 00:05:22.440]   Well, you know, because I've watched Apple.
[00:05:22.440 --> 00:05:23.840]   He was just wrong about Apple.
[00:05:23.840 --> 00:05:25.560]   Oh, well, yeah.
[00:05:25.560 --> 00:05:27.280]   That's not hard to do, frankly.
[00:05:27.280 --> 00:05:31.680]   I've been wrong about Apple many, many, many, many, many, many, more times than I care to
[00:05:31.680 --> 00:05:32.680]   even think.
[00:05:32.680 --> 00:05:38.520]   I was the guy who said Apple is going down because they're changing to the Intel chip.
[00:05:38.520 --> 00:05:41.840]   Could I have been more wrong?
[00:05:41.840 --> 00:05:44.040]   If you could have played me for that, that seemed like a bad idea.
[00:05:44.040 --> 00:05:49.320]   I remember also saying, almost exactly what was it, 10 years ago, 15 years ago, Apple
[00:05:49.320 --> 00:05:50.480]   going into retail.
[00:05:50.480 --> 00:05:51.480]   Are you nuts?
[00:05:51.480 --> 00:05:54.520]   Don't you see what gateway happened to gateway?
[00:05:54.520 --> 00:05:56.080]   You fell into that.
[00:05:56.080 --> 00:06:01.160]   I guess I was wrong there too.
[00:06:01.160 --> 00:06:05.920]   Now I'm saying Apple, I remember saying very well when they said, when the rumor was they
[00:06:05.920 --> 00:06:06.920]   were going to get in the phone business.
[00:06:06.920 --> 00:06:09.200]   It's the last business you want to get into.
[00:06:09.200 --> 00:06:12.840]   It's like that cell phone business is a terrible business.
[00:06:12.840 --> 00:06:18.280]   Do you make, you know, the Gruber, John Gruber's got his claim chowder list.
[00:06:18.280 --> 00:06:20.080]   I hadn't seen your name in it.
[00:06:20.080 --> 00:06:22.880]   Well, John's being kind probably.
[00:06:22.880 --> 00:06:26.200]   The latest is, of course, why would Apple get in the car business?
[00:06:26.200 --> 00:06:27.440]   That's just the worst.
[00:06:27.440 --> 00:06:31.440]   You're trying to compete against companies that have been in this business for 100 years.
[00:06:31.440 --> 00:06:32.440]   Insane.
[00:06:32.440 --> 00:06:33.440]   Right.
[00:06:33.440 --> 00:06:35.320]   Have you any idea how complicated a car is?
[00:06:35.320 --> 00:06:36.320]   Exactly.
[00:06:36.320 --> 00:06:37.320]   Because that's what they say.
[00:06:37.320 --> 00:06:40.120]   You know how complicated it is.
[00:06:40.120 --> 00:06:42.920]   Do you think they're really going to do a full on car?
[00:06:42.920 --> 00:06:45.120]   I can't believe that they would do a full on car.
[00:06:45.120 --> 00:06:48.760]   I feel like you got to understand how the car works before you can take it apart.
[00:06:48.760 --> 00:06:50.360]   That may be what's happening.
[00:06:50.360 --> 00:06:52.360]   And then they just come up with a clap.
[00:06:52.360 --> 00:06:53.360]   Wait a minute.
[00:06:53.360 --> 00:06:57.560]   You think they're like a 12 year old kid taking apart cars?
[00:06:57.560 --> 00:06:58.960]   Like just to see what's inside.
[00:06:58.960 --> 00:07:03.400]   You think that's what's going on in those secret bunkers in Sunnyvale?
[00:07:03.400 --> 00:07:04.400]   Yeah.
[00:07:04.400 --> 00:07:06.880]   I'm going to put it out there.
[00:07:06.880 --> 00:07:12.360]   I'm like, I just can't believe they would actually do a car, like a true Tesla style
[00:07:12.360 --> 00:07:14.200]   or car style car.
[00:07:14.200 --> 00:07:19.720]   Maybe something about transportation when we get to self driving cars or, but just, I
[00:07:19.720 --> 00:07:22.560]   don't know, but I'm willing to be wrong.
[00:07:22.560 --> 00:07:24.520]   Yeah, I think they are.
[00:07:24.520 --> 00:07:25.760]   I think they're building a car.
[00:07:25.760 --> 00:07:28.040]   It feels like they've put a lot of money into it, right?
[00:07:28.040 --> 00:07:29.040]   Yeah, they have.
[00:07:29.040 --> 00:07:30.040]   Yeah.
[00:07:30.040 --> 00:07:31.040]   Yeah.
[00:07:31.040 --> 00:07:34.400]   I think they've pivoted the company and they used to make smartphones and in the future
[00:07:34.400 --> 00:07:35.520]   they'll be making cars.
[00:07:35.520 --> 00:07:43.720]   So you agree with that blog post that says based on R&D numbers, it's from above Avalon.
[00:07:43.720 --> 00:07:46.360]   This came out May 11th.
[00:07:46.360 --> 00:07:51.800]   Neil Seibert said based on the R&D numbers and the huge growth in the R&D budget over
[00:07:51.800 --> 00:07:54.600]   the last few years, he said it was a pivot.
[00:07:54.600 --> 00:07:59.040]   I mean, a pivot implies that your current strategies failed and you have to quickly
[00:07:59.040 --> 00:08:00.360]   turn to another one.
[00:08:00.360 --> 00:08:04.560]   But in this sense, I think what he means is just as you said, Apple's looking at a
[00:08:04.560 --> 00:08:05.560]   new category.
[00:08:05.560 --> 00:08:06.560]   Yeah.
[00:08:06.560 --> 00:08:14.600]   And actually, Katie Huberty at Morgan Stanley lifted that chart, did a better job with
[00:08:14.600 --> 00:08:15.600]   it.
[00:08:15.600 --> 00:08:18.720]   And Morgan Stanley came out and said, "Yeah, they're doing it."
[00:08:18.720 --> 00:08:27.000]   So they basically did for the buy side investors what above Avalon did for ordinary mortals.
[00:08:27.000 --> 00:08:31.920]   Well, I should change my, you should put my new blog address.
[00:08:31.920 --> 00:08:32.920]   We'll put that in.
[00:08:32.920 --> 00:08:36.320]   Or we didn't check it, lower third before, what is the new blog?
[00:08:36.320 --> 00:08:42.560]   Well, it's called Apple 3.0 and the address is ped30.com.
[00:08:42.560 --> 00:08:49.240]   And Philip, I should point out, has a much better track record of Apple prognostication
[00:08:49.240 --> 00:08:50.240]   than I do.
[00:08:50.240 --> 00:08:53.960]   I also, as long as we're being complete, said the Apple Watch would be a flop.
[00:08:53.960 --> 00:08:55.880]   And I love the Newton.
[00:08:55.880 --> 00:08:56.880]   Right.
[00:08:56.880 --> 00:09:00.160]   Well, you, I'm just more cautious than you are.
[00:09:00.160 --> 00:09:01.360]   I don't, I don't.
[00:09:01.360 --> 00:09:03.440]   I try not to say what's going to happen.
[00:09:03.440 --> 00:09:04.600]   I always told what happens.
[00:09:04.600 --> 00:09:06.920]   It's a dumb thing to predict tech.
[00:09:06.920 --> 00:09:09.760]   It's, and it's dangerous to bet against Apple.
[00:09:09.760 --> 00:09:13.160]   It doesn't feel like it's dangerous these days.
[00:09:13.160 --> 00:09:18.840]   Well, it depends whether you're talking about short term bets in the options markets or
[00:09:18.840 --> 00:09:25.520]   whether you're talking about, you know, I mean, you know, everybody says Apple, the
[00:09:25.520 --> 00:09:28.880]   iPhone, well, you just said it, the iPhone, you know, business is dying.
[00:09:28.880 --> 00:09:30.880]   So they have to pivot to cars.
[00:09:30.880 --> 00:09:35.560]   Well, ask all of Apple's competitors whether they think the iPhone business is dying.
[00:09:35.560 --> 00:09:38.480]   And the stock market seems to be believers.
[00:09:38.480 --> 00:09:42.600]   Apple tanked a little bit when Apple's, when the quarterly results came out and they showed
[00:09:42.600 --> 00:09:45.720]   that they weren't in fact growing the iPhone market.
[00:09:45.720 --> 00:09:48.400]   But now what they're up about 10% over the last few days.
[00:09:48.400 --> 00:09:50.200]   Yeah, that's, that's that.
[00:09:50.200 --> 00:09:51.200]   That's that people.
[00:09:51.200 --> 00:09:53.200]   No, it's Warren Buffett.
[00:09:53.200 --> 00:09:54.200]   Warren Buffett.
[00:09:54.200 --> 00:09:55.200]   Must be nice.
[00:09:55.200 --> 00:09:56.200]   Must be nice.
[00:09:56.200 --> 00:09:58.200]   Oh, yeah, that's Warren.
[00:09:58.200 --> 00:10:03.200]   It's not just him.
[00:10:03.200 --> 00:10:05.800]   He's quick to point out it wasn't him at all.
[00:10:05.800 --> 00:10:09.920]   He says, I only weigh in on buys more than a billion dollars.
[00:10:09.920 --> 00:10:12.040]   It was just, it was one of his managers.
[00:10:12.040 --> 00:10:16.440]   No, it was one of his managers who spent $950 million.
[00:10:16.440 --> 00:10:18.800]   And I have to think the guy sitting there saying, well, stop, stop, stop.
[00:10:18.800 --> 00:10:19.800]   He spent a little bit more.
[00:10:19.800 --> 00:10:21.600]   We're going to have to call Warren.
[00:10:21.600 --> 00:10:25.360]   Let's stop at nine 50.
[00:10:25.360 --> 00:10:32.280]   But this, the last couple of weeks, the stock is, you know, it hit bottom and bounced finally.
[00:10:32.280 --> 00:10:35.160]   And it's not Warren Buffett or even Berkshire Hathaway.
[00:10:35.160 --> 00:10:36.160]   That's old news.
[00:10:36.160 --> 00:10:39.000]   What it is is the value investors seen.
[00:10:39.000 --> 00:10:41.160]   They do what Berkshire Hathaway does.
[00:10:41.160 --> 00:10:42.800]   So the money's been moving.
[00:10:42.800 --> 00:10:48.320]   And also Apple, which wasn't buying back shares for a while, is now buying back shares
[00:10:48.320 --> 00:10:49.320]   again.
[00:10:49.320 --> 00:10:53.880]   And maybe more important to those investors, the fact that they probably can profit.
[00:10:53.880 --> 00:10:55.600]   Well, they're selling back.
[00:10:55.600 --> 00:10:58.080]   Berkshire Hathaway put in a billion dollars.
[00:10:58.080 --> 00:11:02.880]   Apple just increased the amount it's going to spend on buybacks by $35 billion to give
[00:11:02.880 --> 00:11:04.240]   you a sense of the scale of things.
[00:11:04.240 --> 00:11:05.400]   Well, and also to give you a sense.
[00:11:05.400 --> 00:11:07.480]   And this is not a stock market show.
[00:11:07.480 --> 00:11:14.400]   And I'd be the last person to listen to any stock tips from me or you.
[00:11:14.400 --> 00:11:16.960]   We wouldn't be journalist if we knew anything about the stock market.
[00:11:16.960 --> 00:11:20.640]   We'd be out there driving our gotties.
[00:11:20.640 --> 00:11:26.040]   But I look at Apple's-- and I think that's what people are looking for if they're value
[00:11:26.040 --> 00:11:31.280]   investors is a stock price that is below what it should be.
[00:11:31.280 --> 00:11:34.520]   And I look at Apple's price to earning.
[00:11:34.520 --> 00:11:36.360]   They're $11.
[00:11:36.360 --> 00:11:39.760]   $11.17, PDE.
[00:11:39.760 --> 00:11:42.120]   That's before you take the cash out.
[00:11:42.120 --> 00:11:43.880]   Ah, well--
[00:11:43.880 --> 00:11:44.720]   That's the cash.
[00:11:44.720 --> 00:11:47.720]   It's more like $8.
[00:11:47.720 --> 00:11:48.720]   And Amazon.
[00:11:48.720 --> 00:11:49.720]   What is Amazon's PDE?
[00:11:49.720 --> 00:11:51.640]   It's like $8 billion or something.
[00:11:51.640 --> 00:11:52.640]   It's a--
[00:11:52.640 --> 00:11:56.680]   It's usually-- you can't chart it because it's a fin of you.
[00:11:56.680 --> 00:11:57.640]   But it's come down.
[00:11:57.640 --> 00:12:00.840]   And now it's like a $200 and something now.
[00:12:00.840 --> 00:12:01.920]   Unbelievable.
[00:12:01.920 --> 00:12:07.360]   So at the same time, I'd feel better buying Amazon stock maybe now than Apple.
[00:12:07.360 --> 00:12:07.880]   I don't know.
[00:12:07.880 --> 00:12:09.160]   What do you think?
[00:12:09.160 --> 00:12:13.720]   Well, it's all based on what people think it's going to grow.
[00:12:13.720 --> 00:12:17.040]   And Amazon and Google are growing like gangbusters.
[00:12:17.040 --> 00:12:20.400]   And Apple just had its first down quarter in 13 years.
[00:12:20.400 --> 00:12:23.320]   So that explains--
[00:12:23.320 --> 00:12:27.840]   But for our purposes-- and we're not talking about what you should buy or anything like
[00:12:27.840 --> 00:12:29.520]   that, stock-wise.
[00:12:29.520 --> 00:12:31.920]   We're talking about how companies are doing, what their future is,
[00:12:31.920 --> 00:12:37.160]   and whether they're going to change their business because they have to.
[00:12:37.160 --> 00:12:43.280]   Amazon's PDE right now is $293 compared to Apple's $11.
[00:12:43.280 --> 00:12:46.920]   If you look at Apple Joe is just selling physical goods, which
[00:12:46.920 --> 00:12:50.520]   is how people tend to see them.
[00:12:50.520 --> 00:12:52.720]   And you look at Amazon, which is in distribution.
[00:12:52.720 --> 00:12:54.000]   It is in e-commerce.
[00:12:54.000 --> 00:12:59.160]   It is now banking on AI with the Echo.
[00:12:59.160 --> 00:13:00.960]   That's a lot--
[00:13:00.960 --> 00:13:01.800]   And the cloud.
[00:13:01.800 --> 00:13:02.600]   I mean, they--
[00:13:02.600 --> 00:13:03.100]   Oh, sorry.
[00:13:03.100 --> 00:13:04.720]   The $10 billion cloud business, right?
[00:13:04.720 --> 00:13:05.280]   Yeah.
[00:13:05.280 --> 00:13:09.400]   It's a big business for them, even though they suck at it.
[00:13:09.400 --> 00:13:11.120]   I don't think they suck at it.
[00:13:11.120 --> 00:13:11.840]   Really, Christina?
[00:13:11.840 --> 00:13:14.440]   You think they've done a good job with their services?
[00:13:14.440 --> 00:13:15.000]   I do.
[00:13:15.000 --> 00:13:16.920]   I think AWS has been a huge success.
[00:13:16.920 --> 00:13:17.160]   I mean--
[00:13:17.160 --> 00:13:18.320]   Oh, you're talking about Amazon?
[00:13:18.320 --> 00:13:19.520]   I was talking about Apple.
[00:13:19.520 --> 00:13:20.020]   Yeah.
[00:13:20.020 --> 00:13:20.920]   Oh, yeah.
[00:13:20.920 --> 00:13:24.080]   I'm sorry.
[00:13:24.080 --> 00:13:25.840]   Stay with the thread.
[00:13:25.840 --> 00:13:26.920]   I'm sorry.
[00:13:26.920 --> 00:13:28.560]   Hey, can you boost Christina's volume up?
[00:13:28.560 --> 00:13:32.120]   She's not as loud as the rest of us.
[00:13:32.120 --> 00:13:35.280]   You must have had some sense, though, Philip, what we were going to talk about,
[00:13:35.280 --> 00:13:40.000]   because I look at the blog post you wrote, I presume earlier, tonight on Twitter,
[00:13:40.000 --> 00:13:41.480]   Apple is doomed.
[00:13:41.480 --> 00:13:41.800]   Yeah.
[00:13:41.800 --> 00:13:43.640]   Well, I just knew that it was going to come up.
[00:13:43.640 --> 00:13:44.960]   You knew this would come up.
[00:13:44.960 --> 00:13:45.960]   Yeah.
[00:13:45.960 --> 00:13:52.160]   And I forgot the little Flash S or whatever one says when one's being ironic.
[00:13:52.160 --> 00:13:54.360]   Yeah, that's not going to work.
[00:13:54.360 --> 00:13:57.960]   People don't understand irony in the internet.
[00:13:57.960 --> 00:14:02.840]   I would be the last person to say any company with $200 billion in cash in the bank is doomed.
[00:14:02.840 --> 00:14:03.840]   Yeah.
[00:14:03.840 --> 00:14:08.880]   They're, well, you have to subtract the $80 billion that they borrowed to give back to
[00:14:08.880 --> 00:14:09.680]   shareholders.
[00:14:09.680 --> 00:14:12.200]   It's about, you know, it's 240 and then you minus 80.
[00:14:12.200 --> 00:14:15.400]   So it's like a 160 billion.
[00:14:15.400 --> 00:14:16.400]   I'm sorry.
[00:14:16.400 --> 00:14:18.400]   Only a hundred and 60 billion.
[00:14:18.400 --> 00:14:22.200]   It's like bigger than the GDP of how many countries?
[00:14:22.200 --> 00:14:25.600]   I loved, I mean, as long as we're talking Apple, I loved this Bolt's blog.
[00:14:25.600 --> 00:14:27.880]   I've actually bookmarked this because I thought it was so great.
[00:14:27.880 --> 00:14:30.880]   This is on medium.
[00:14:30.880 --> 00:14:35.800]   Ben Einstein, product designer, lover of hardware, founder and poll nerd, Bolt VC.
[00:14:35.800 --> 00:14:37.360]   It's a venture capitalist.
[00:14:37.360 --> 00:14:43.080]   No, you can't manufacture that like Apple does too many startups.
[00:14:43.080 --> 00:14:48.520]   He says, look at Apple's manufacturing and say, Oh, I want to do it like that.
[00:14:48.520 --> 00:14:52.080]   I know, I don't, I want laser drilled holes.
[00:14:52.080 --> 00:14:55.800]   I don't want to see any mold marks on my plastics.
[00:14:55.800 --> 00:14:59.040]   I want to make a white plastic device.
[00:14:59.040 --> 00:15:03.520]   And he says, you can't just give up on it.
[00:15:03.520 --> 00:15:05.960]   Here are a few things Apple does that can cause problems for a startup.
[00:15:05.960 --> 00:15:06.960]   White plastic.
[00:15:06.960 --> 00:15:08.560]   It's the hardest color to do.
[00:15:08.560 --> 00:15:11.360]   Even Apple had a hard time with, I think it was, what was it?
[00:15:11.360 --> 00:15:13.600]   It was a white MacBook or something.
[00:15:13.600 --> 00:15:16.760]   They had to put it off because they couldn't get the parts to match.
[00:15:16.760 --> 00:15:17.960]   But you know what they do?
[00:15:17.960 --> 00:15:19.760]   And the white iPhone.
[00:15:19.760 --> 00:15:21.760]   White iPhone, that's what it was.
[00:15:21.760 --> 00:15:25.800]   You can, you'll see this if you look at your products that are white.
[00:15:25.800 --> 00:15:29.000]   They do a shiny finish on one spot and where the joins are.
[00:15:29.000 --> 00:15:30.400]   They do a matte finish.
[00:15:30.400 --> 00:15:35.200]   And then they're like, Oh, we should do this because it's like water.
[00:15:35.200 --> 00:15:36.200]   It's smooth.
[00:15:36.200 --> 00:15:38.520]   And then we went with this more granular gritty finish.
[00:15:38.520 --> 00:15:39.920]   I'm like, yeah, huh?
[00:15:39.920 --> 00:15:43.920]   I said, don't do CNC.
[00:15:43.920 --> 00:15:45.240]   Expect to do it at Apple scale.
[00:15:45.240 --> 00:15:50.560]   What happened when Apple wanted to see the CNC machines, a million MacBook bodies, those
[00:15:50.560 --> 00:15:56.160]   aluminum bodies, they bought 10,000 CNC machines to do it.
[00:15:56.160 --> 00:15:57.160]   When they.
[00:15:57.160 --> 00:16:00.080]   Newmarical controller or something like that.
[00:16:00.080 --> 00:16:02.160]   Those automated.
[00:16:02.160 --> 00:16:03.160]   Whatever machines.
[00:16:03.160 --> 00:16:04.160]   I don't even.
[00:16:04.160 --> 00:16:05.160]   It's automated milling.
[00:16:05.160 --> 00:16:06.160]   That's the word.
[00:16:06.160 --> 00:16:07.160]   Yep.
[00:16:07.160 --> 00:16:11.540]   How about when they wanted to laser drill holes and MacBook Pros for the sleep light, but
[00:16:11.540 --> 00:16:16.840]   only one company made a machine that could drill those 20 micrometer holes in aluminum.
[00:16:16.840 --> 00:16:18.240]   So they bought the company.
[00:16:18.240 --> 00:16:19.240]   Why not?
[00:16:19.240 --> 00:16:20.400]   It makes sense.
[00:16:20.400 --> 00:16:24.720]   That's what you do when you have 140 billion in cash.
[00:16:24.720 --> 00:16:25.720]   Exactly.
[00:16:25.720 --> 00:16:30.360]   You know the one that got me though, because I look at Apple boxes and I kind of, you know,
[00:16:30.360 --> 00:16:31.360]   I'm the guy.
[00:16:31.360 --> 00:16:34.040]   I'm the guy that does the recycling in the house and every Monday I have to break down
[00:16:34.040 --> 00:16:39.040]   all the boxes and there are a ton of boxes that I have to break.
[00:16:39.040 --> 00:16:42.920]   That's been an hour every Monday night breaking down boxes for the recycling.
[00:16:42.920 --> 00:16:47.800]   And it's always the Apple boxes that you almost feel like I'm destroying a work of
[00:16:47.800 --> 00:16:48.800]   art here.
[00:16:48.800 --> 00:16:49.800]   Really?
[00:16:49.800 --> 00:16:54.440]   Do you remember the original iPod box that was origami?
[00:16:54.440 --> 00:16:55.440]   No, I don't.
[00:16:55.440 --> 00:16:56.440]   I love that box.
[00:16:56.440 --> 00:17:01.360]   So the original iPod box would kind of fold out in different ways and it had kind of like
[00:17:01.360 --> 00:17:03.400]   overlapping things.
[00:17:03.400 --> 00:17:06.000]   It was a square and you had to fold it in a certain way.
[00:17:06.000 --> 00:17:07.440]   It was like an origami piece.
[00:17:07.440 --> 00:17:08.600]   It was so great.
[00:17:08.600 --> 00:17:13.400]   And you know, I remember I kept that box for years that even after I got rid of that original
[00:17:13.400 --> 00:17:16.680]   iPod, just because the box was so fantastic.
[00:17:16.680 --> 00:17:18.680]   Ben writes a full of boxes.
