;FFMETADATA1
title=The Echo Chamber
artist=TWiT
album_artist=TWiT
album=This Week in Google
track=424
genre=Podcast
comment=http://twit.tv/twig
copyright=These netcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2017
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:04.880]   It's time for Twig this week in Google. I'm Jason Howell filling in for Leo one last week
[00:03:02.880 --> 00:03:06.640]   Really good to be back. Thanks for having me. Absolutely. Um
[00:03:07.600 --> 00:03:11.760]   I I'm gonna ask you because like leading up to the show. I was like man
[00:03:11.760 --> 00:03:17.040]   What is matt doing right now because your your kind of duties at the us digital service have
[00:03:17.040 --> 00:03:22.640]   Shifted over the past. I don't know year. Did you start about a year ago at this point and I mean?
[00:03:22.640 --> 00:03:25.360]   The year things really change. What are you doing right now?
[00:03:25.360 --> 00:03:28.720]   That's uh, yeah, it's a year and three months at this point
[00:03:28.720 --> 00:03:33.600]   So whenever I started out I joined a the team of the us digital service that was working at the pentagon
[00:03:34.000 --> 00:03:38.960]   And they're doing some really cool stuff about military recruiting and and trying to you know
[00:03:38.960 --> 00:03:42.720]   Make those systems work better and then in january I switched to the headquarters
[00:03:42.720 --> 00:03:49.280]   Which is part of the executive office of the president and have been the administrator and there's so many great projects happening
[00:03:49.280 --> 00:03:54.160]   Like if we get the right engineers product managers designers on board
[00:03:54.160 --> 00:03:59.200]   Uh, we've got some really really fantastic stuff to help veterans doctors and patients
[00:03:59.200 --> 00:04:03.920]   Uh, just a ton of different people with different, you know, making the federal government work better
[00:04:03.920 --> 00:04:05.920]   Which is as important a problem as we can do
[00:04:05.920 --> 00:04:13.760]   Nice. That's really cool stuff. Um important work and I I have to imagine we were talking a little bit about this prior to the show
[00:04:13.760 --> 00:04:18.480]   Uh, but you know shifting from the bay area where you've worked for so long to go to
[00:04:18.480 --> 00:04:25.040]   The other coast essentially go to go to washington dc and live your life there. It's dc's such an awesome city
[00:04:25.040 --> 00:04:30.080]   So i'm sure you're having a lot of fun, uh being in a new place and basically you have a new life at this point
[00:04:31.040 --> 00:04:34.960]   There's a lot to do there. So it turns out our cats are city cats who knew
[00:04:34.960 --> 00:04:38.000]   You know they adjust it to all the sirens immediately
[00:04:38.000 --> 00:04:39.200]   So
[00:04:39.200 --> 00:04:45.200]   But they just stay indoors anyways and occasionally hopefully at least i'm hoping they crawl onto your shoulders during the show
[00:04:45.200 --> 00:04:46.720]   Um
[00:04:46.720 --> 00:04:50.720]   Maybe maybe i'm holding out hope for something that won't happen, but hey it makes really great tv
[00:04:50.720 --> 00:04:54.160]   So we'll see uh, that's a thing i'm so in I want to see this
[00:04:54.160 --> 00:05:00.800]   Well, I know we've had we've had some intrusions by europettes as well stacey and i gotta say it really makes great tv
[00:05:00.800 --> 00:05:06.880]   When that happens, yeah, you know it's honest are cute. Yeah, that's true no naked mole rats. I don't want to see any of those
[00:05:06.880 --> 00:05:11.360]   Go with all rats. I know we'll just never mind
[00:05:11.360 --> 00:05:16.240]   Yeah, i'm not going to tell you what i what i had planned for a little bit later
[00:05:16.240 --> 00:05:17.440]   Um
[00:05:17.440 --> 00:05:20.960]   All right, so before we kind of get started with you know some of the
[00:05:20.960 --> 00:05:23.600]   Really really important news
[00:05:23.600 --> 00:05:27.840]   Uh, you may remember go back in time just a week ago. We celebrated google's
[00:05:28.480 --> 00:05:32.000]   20 year anniversary of registering the domain google.com
[00:05:32.000 --> 00:05:37.360]   This week we celebrate google's 19th birthday and who knows what we'll celebrate next week
[00:05:37.360 --> 00:05:40.000]   Uh, but google
[00:05:40.000 --> 00:05:45.360]   Yeah, I think that's probably it new pixel devices will be you guys will be celebrating that i won't be on that show
[00:05:45.360 --> 00:05:47.200]   But i'll be there in spirit
[00:05:47.200 --> 00:05:50.720]   Um, but google is celebrating if you go to google.com
[00:05:50.720 --> 00:05:56.880]   They you know their google doodle that change it all the time has a little play button on it it activates a spinner
[00:05:57.600 --> 00:06:04.080]   So you can you can spin uh spin for your chance to play one of 19 different
[00:06:04.080 --> 00:06:08.960]   Uh doodle games from kind of i think from google's history essentially, right?
[00:06:08.960 --> 00:06:10.800]   Yeah
[00:06:10.800 --> 00:06:13.680]   Kind of dies back in time. Oh, I got that one too kerson
[00:06:13.680 --> 00:06:21.280]   Oh, I remember so so who does like who gets the fun job of like making these games and doing this and do they have another job or is this
[00:06:21.280 --> 00:06:23.200]   All they get to do because
[00:06:23.200 --> 00:06:25.600]   I every time I see these as they become more
[00:06:26.240 --> 00:06:28.240]   As they become fancier i'm like
[00:06:28.240 --> 00:06:30.480]   Who's doing that how fun is their job?
[00:06:30.480 --> 00:06:36.800]   Yeah, there is a dedicated doodle team at google that works on you know
[00:06:36.800 --> 00:06:42.720]   Trying to figure out what would be good doodles and then sometimes they get assists from other parts of the company whenever you've got an engineer
[00:06:42.720 --> 00:06:47.760]   Who's like I can code up a version of pac-man for you that fits in a logo. That sort of thing
[00:06:47.760 --> 00:06:54.160]   Okay, that's it i'm like that's kind of heartens me that there that's an opportunity for people to have fun
[00:06:55.120 --> 00:07:01.440]   Yeah, I know right if that is your task for the days to create these things you've got a pretty awesome job
[00:07:01.440 --> 00:07:10.480]   Uh, so that you've got pac-man you got tic-tac-toe or thay quizzes this new snake game if snakes your jam
[00:07:10.480 --> 00:07:15.920]   You can go there you can play snake all sorts of different things so spin the wheel see if you can play all 19
[00:07:15.920 --> 00:07:17.440]   I don't know, you know
[00:07:17.440 --> 00:07:23.120]   What happened when they did the pac-man game that some company like figured out just how much productivity
[00:07:23.760 --> 00:07:28.160]   Was spent wasted on playing pac-man and how much that actually cost the economy
[00:07:28.160 --> 00:07:34.560]   Yeah, can I tell you my favorite google logo secret which you can't tell my dad about? Yes
[00:07:34.560 --> 00:07:41.920]   Was your dad watch this week in google? I guess that's the important. I'm hoping he doesn't watch this episode otherwise i break his heart
[00:07:41.920 --> 00:07:43.520]   so
[00:07:43.520 --> 00:07:46.240]   There was there was a wonderful engineer on our team who
[00:07:46.240 --> 00:07:53.520]   We decided to do a just a fun good will thing and and what it was is when we knew it was a person's birthday because they have their birthday
[00:07:53.520 --> 00:07:57.120]   Set in their profile it will show a special special birthday logo
[00:07:57.120 --> 00:07:59.600]   Um, which I think is a fantastic idea
[00:07:59.600 --> 00:08:03.920]   Unfortunately, my dad thinks that like it's only for him
[00:08:03.920 --> 00:08:11.440]   He doesn't realize that the logo appears for everybody and it kind of is you know for him because like a person on the web spam team
[00:08:11.440 --> 00:08:15.280]   Coded that that original incarnation up, but uh, yeah
[00:08:15.280 --> 00:08:20.400]   He thinks oh you still have some sway with google because my birthday and and you showed the logo and i'm and i'm like
[00:08:20.880 --> 00:08:23.200]   Yeah, dad that's for you
[00:08:23.200 --> 00:08:26.000]   Totally for you your special
[00:08:26.000 --> 00:08:29.040]   Mm-hmm. What what ever it takes to keep that happy
[00:08:29.040 --> 00:08:34.720]   Um, no one no one tell mr. Cuts this that would that would break his heart. I'm like, oh
[00:08:34.720 --> 00:08:38.080]   That's true. He's not on twitter, right
[00:08:38.080 --> 00:08:44.480]   Uh, he does look for google news stories of me. So please don't write any stories about it
[00:08:44.480 --> 00:08:48.720]   So yeah, I should never have asked this question. That was the wrong thing to do Jason
[00:08:49.360 --> 00:08:54.320]   That was my mis my my choice. I took responsibility. All right. Well, keep us posted on that
[00:08:54.320 --> 00:08:56.000]   I'm sure he'll never find out
[00:08:56.000 --> 00:09:02.560]   Uh, because really that's that's what google wants right and wants everybody to feel very special and continue using their products and continue
[00:09:02.560 --> 00:09:06.000]   Sharing everything that you possibly can with them
[00:09:06.000 --> 00:09:10.320]   Uh for all that gain. Uh, why don't we talk a little bit about this last week?
[00:09:10.320 --> 00:09:13.040]   We were kind of
[00:09:13.280 --> 00:09:21.120]   Hypothesizing about the rumors of HTC and google we had heard at that point that rumors were saying that google might actually buy
[00:09:21.120 --> 00:09:24.240]   HTC's mobile phone division outright
[00:09:24.240 --> 00:09:28.720]   Uh, it turned out, you know, I think it was the very next day. We found out what actually happened
[00:09:28.720 --> 00:09:36.000]   HTC struck a deal with google that resulted in google paying HTC 1.1 billion dollars
[00:09:36.000 --> 00:09:38.800]   and for that some
[00:09:38.800 --> 00:09:43.920]   Google gets 2000 around 2000 HTC employees for its own hardware division
[00:09:43.920 --> 00:09:49.840]   Not only that google gets non-exclusive access to HTC's ip library for their devices
[00:09:49.840 --> 00:09:56.000]   Uh, so not an all-out buyout, which you know, it really I feel like at the end of last week's episode
[00:09:56.000 --> 00:09:59.120]   I walked away going that makes a lot of sense. They're totally doing that
[00:09:59.120 --> 00:10:03.840]   Uh, no, they're not it's a stripped down deal as far as that's concerned
[00:10:04.000 --> 00:10:09.680]   But still gives google, you know, a pretty pretty hardy boost when it comes to their their hardware ambitions
[00:10:09.680 --> 00:10:12.240]   And you know, it's possible that they might work on their own
[00:10:12.240 --> 00:10:14.000]   uh, soc
[00:10:14.000 --> 00:10:19.920]   Uh, possibly integrating further tensor processing units the tpu's into the devices. We know that that's their plan
[00:10:19.920 --> 00:10:25.600]   So 2000 employees is nothing to sneeze at. What do you guys what do you think about this? Did this live up to the hype?
[00:10:25.600 --> 00:10:28.400]   I guess we'll find out but
[00:10:28.400 --> 00:10:31.200]   What do you think matt?
[00:10:31.200 --> 00:10:33.200]   Or or stacey actually
[00:10:34.000 --> 00:10:36.000]   No, don't go with the matt go
[00:10:36.000 --> 00:10:41.440]   Oh, i'll just say at least it's much much cheaper than motorola and then with that off to you stacey
[00:10:41.440 --> 00:10:51.040]   So, oh, I am having crazy connectivity stuff. Sorry guys here. Um, let me let me see if I can adjust something
[00:10:51.040 --> 00:10:53.120]   Um
[00:10:53.120 --> 00:10:58.400]   That's how we can hear you. It's a it's a little ramped down. You can hear me. You can still hear you. Yeah, okay fabulous
[00:10:58.880 --> 00:11:04.400]   Okay, so I was I thought it was hey, it's cheaper than motorola and it's cheaper than nest
[00:11:04.400 --> 00:11:08.640]   And it gets them a lot of credibility in this space and i'm super excited
[00:11:08.640 --> 00:11:10.400]   because
[00:11:10.400 --> 00:11:12.400]   I want google to have hardware
[00:11:12.400 --> 00:11:19.200]   That's awesome and user friendly so they can actually start delivering on this promise of truly contextual information
[00:11:19.200 --> 00:11:21.680]   From their kind of ai back end
[00:11:21.680 --> 00:11:27.600]   So I was really excited about this and i'm kind of sad that the next phone i buy will probably have a lot of this in there
[00:11:28.080 --> 00:11:30.080]   That was my take
[00:11:30.080 --> 00:11:33.040]   Yeah, i'm curious to know
[00:11:33.040 --> 00:11:36.240]   Like obviously with the next pixel devices coming out
[00:11:36.240 --> 00:11:41.840]   Uh, we know that htc is involved with one of them lg's involved with the other the smaller
[00:11:41.840 --> 00:11:44.960]   Of the two pixel devices the pixel xl2
[00:11:44.960 --> 00:11:49.200]   Or no, sorry the pixel 2 and then there's the pixel 2 xl
[00:11:49.200 --> 00:11:57.200]   Which is the one that lg's involved with i'm curious to know which one of these two like being that they're produced by different manufacturers
[00:11:57.600 --> 00:12:04.240]   How similar they actually end up being which makes me think they're probably there's probably going to be some very subtle if not so subtle
[00:12:04.240 --> 00:12:06.560]   You know differences between how these devices end up
[00:12:06.560 --> 00:12:12.960]   But of those two devices does the one produced by htc end up being the better of the two
[00:12:12.960 --> 00:12:17.440]   And you know how does that shape the perspective of this purchase
[00:12:17.440 --> 00:12:23.840]   In you know merely a week later after her for a week or two later after it was announced the deal was announced
[00:12:25.360 --> 00:12:30.560]   I will say I have the so this was the nexus so from two years ago that was produced by lg
[00:12:30.560 --> 00:12:35.040]   And that was the one with the huge flaw that makes it just stop working at a certain point in time
[00:12:35.040 --> 00:12:39.840]   So after two of them that have stopped working. I'm like, hey, you know what?
[00:12:39.840 --> 00:12:44.160]   You know it would be good for for google for me a phone not made by lg
[00:12:44.160 --> 00:12:46.640]   So that's like htc
[00:12:46.640 --> 00:12:48.960]   It has good
[00:12:48.960 --> 00:12:54.800]   I've always liked it's ui. I would love to see something. I mean do you remember htc sense. That was just great
[00:12:55.200 --> 00:12:57.200]   I would love to see that in
[00:12:57.200 --> 00:13:04.080]   In a pixel look some of that influence there as part of either the phone or even android
[00:13:04.080 --> 00:13:07.440]   I don't know. I remember htc sense back in the day
[00:13:07.440 --> 00:13:14.320]   You know as far as the overlays were concerned. I was actually pretty into htc sense, especially when compared to
[00:13:14.320 --> 00:13:19.520]   What what touch whiz was but then over the years, you know, I've at least for me
[00:13:19.680 --> 00:13:25.200]   And I think a lot of enthusiasts have grown more and more accustomed to kind of like the stripped down
[00:13:25.200 --> 00:13:29.040]   Not quite so heavily influenced on the ui side of things
[00:13:29.040 --> 00:13:33.680]   Uh, you know version of android not not quite so much with the overlay
[00:13:33.680 --> 00:13:40.480]   Um and even htc on their own phones has kind of stripped things back a little bit and refined it to a better position. I think
[00:13:40.480 --> 00:13:43.280]   So I I will give one power tip
[00:13:43.280 --> 00:13:49.200]   Which is if you do have an xs 5x still sitting around the house and I've got one and i've been a little
[00:13:49.520 --> 00:13:52.240]   Scared to upgrade it because i'm worried, you know, uh
[00:13:52.240 --> 00:13:56.720]   That upgraded it might cause it to crash or or brick itself
[00:13:56.720 --> 00:14:04.000]   But if at least right now if you go to the google store they have pixels for sale and you can trade in your phone and
[00:14:04.000 --> 00:14:06.720]   Nexus 5x is one of those that you can trade in
[00:14:06.720 --> 00:14:10.720]   I don't know if it'll stick around for whenever the new pixel 2 stuff comes out
[00:14:10.720 --> 00:14:16.000]   But i'm like, okay, I can hold on to this Nexus 5x a little while longer and then use it as trade-in fodder
[00:14:16.000 --> 00:14:18.000]   So that I can get a little bit of a discount
[00:14:18.720 --> 00:14:22.800]   Yeah, and that mine's totally broken so I cannot do that. What happened to your final?
[00:14:22.800 --> 00:14:24.960]   How did it break? Did you drop it or is it like?
[00:14:24.960 --> 00:14:29.760]   No, no, no, it's the it's the lg flaw. It's it's just
[00:14:29.760 --> 00:14:34.080]   It's the second time this happened the first time google actually
[00:14:34.080 --> 00:14:36.240]   replaced it
[00:14:36.240 --> 00:14:41.200]   But then it happened again. It's okay. I'm like a week away from having hopefully a new phone
[00:14:41.200 --> 00:14:45.120]   Well, I mean it's worth worth checking out
[00:14:45.680 --> 00:14:50.080]   Um, you know considering it's kind of tied to some sort of a flaw with the hardware
[00:14:50.080 --> 00:14:55.600]   I think the trade-in value on the 5x if I remember I'm trying to find it right now and having a hard time
[00:14:55.600 --> 00:14:59.360]   But I think the trade-in value was somewhere right around like 80 to 100 bucks
[00:14:59.360 --> 00:15:04.000]   So I mean, you know google might work with you and and knock that off considering it's um
[00:15:04.000 --> 00:15:10.000]   A flaw of the actual hardware 5x has been known to have its its bugs and its issues
[00:15:10.000 --> 00:15:14.880]   Um, no actually the site is saying Nexus 5x up to 165
[00:15:15.280 --> 00:15:16.880]   Some trade-in value
[00:15:16.880 --> 00:15:20.400]   Nothing is that because these things of the devices are going to be expensive
[00:15:20.400 --> 00:15:23.360]   So you get what you can
[00:15:23.360 --> 00:15:29.120]   Buy the Nexus 5x on eBay for $5 or $10 and then use it as a trade-in
[00:15:29.120 --> 00:15:34.560]   Arbitrage yes exactly arbitrage. How can we maximize our savings?
[00:15:34.560 --> 00:15:42.000]   So much work to get a hundred dollars off, but hey if that's your if that's your intention. There are ways i'm sure
[00:15:42.720 --> 00:15:47.040]   Um, and by the way since we're since we're kind of talking about next week's
[00:15:47.040 --> 00:15:52.160]   Event if you didn't know we're definitely going to be doing coverage here on
[00:15:52.160 --> 00:15:56.640]   On the stream will be doing live coverage. I actually won't be here, but ron Richards
[00:15:56.640 --> 00:16:01.840]   I believe with leo l'aport are going to be on set wednesday october 4th starting at 9 a.m pacific
[00:16:01.840 --> 00:16:03.840]   12 p.m. eastern
[00:16:03.840 --> 00:16:08.160]   Uh before this show next week so you guys are going to have all the stuff to talk about
[00:16:08.640 --> 00:16:14.560]   Sure planning to keep you fueled throughout the episode and to get excited about are you um are either of you
[00:16:14.560 --> 00:16:18.560]   like interested in the uh the pixel book the kind of
[00:16:18.560 --> 00:16:22.720]   rumored next generation of the chrome book pixel that i have here
[00:16:22.720 --> 00:16:25.920]   Uh jeff will be yeah, we all know
[00:16:25.920 --> 00:16:33.360]   I like i know i'm good. Yeah, i've got my chrome book right here. My dad's got a chrome book
[00:16:33.360 --> 00:16:36.320]   I've got a chrome book at work just for getting on the guest wi-fi there
[00:16:36.720 --> 00:16:41.840]   So october 4th is like my christmas because that's basically what i'll be getting for christmas
[00:16:41.840 --> 00:16:48.800]   Uh, i'll just take one of everything, you know, we'll see about all the the various accessories, but yeah the the pixel book
[00:16:48.800 --> 00:16:55.680]   It's been a couple of years. I was worried whether we would have a new a new one or not and you know, I hope it's got a real keyboard not you know
[00:16:55.680 --> 00:16:56.960]   some
[00:16:56.960 --> 00:16:59.680]   magnetic attachment latch do hickey because
[00:16:59.680 --> 00:17:03.440]   Sometimes you want a real keyboard. Yes. No, I completely agree
[00:17:03.440 --> 00:17:07.200]   I've been holding out because this is the first generation we talked about this a little bit last week
[00:17:07.200 --> 00:17:11.600]   But I mean it's pricey. It's a it's a pricey up, you know next generation
[00:17:11.600 --> 00:17:18.160]   You okay with that? Do you find the pixel line to be worth worth the upgraded cost compared to others
[00:17:18.160 --> 00:17:25.440]   Whenever you make a user story for pixel books and chrome books like there's probably a picture of me right there like, you know
[00:17:25.440 --> 00:17:30.800]   Two-factor authentication and security keys and all that sort of stuff. It's right down my alley
[00:17:31.120 --> 00:17:34.160]   So needless to say you're all in you're all in yeah
[00:17:34.160 --> 00:17:37.920]   also
[00:17:37.920 --> 00:17:44.000]   Just a little bit more information about the new pixel devices themselves. We have now multiple sources to different
[00:17:44.000 --> 00:17:52.640]   Publications including android police and also to bgr and a few others that are saying just a few tidbits basically
[00:17:52.640 --> 00:17:59.120]   Both of the devices are going to have stereo front facing speakers that i'm guessing is to you know at least in some ways
[00:18:00.000 --> 00:18:04.960]   Will make up for the fact that there is no headphone jack you're going to need a dongle in order to do that
[00:18:04.960 --> 00:18:08.160]   But you get stereo front facing speakers. So yay
[00:18:08.160 --> 00:18:17.280]   Also software based portrait mode so doing the kind of fate, you know dynamic fading of the background or a blurring of the background
[00:18:17.280 --> 00:18:22.240]   Keeping the foreground in in focus kind of similar to dsl our techniques that you can do
[00:18:22.240 --> 00:18:27.040]   Um, but this wouldn't be done with a dual camera. I have the note eight right here
[00:18:27.200 --> 00:18:33.840]   And you can do that sort of thing, but you know it requires the dual camera array on the back in order to do that and the iphone eight
[00:18:33.840 --> 00:18:37.760]   Plus does this with dual cameras a lot of them dual dual cameras
[00:18:37.760 --> 00:18:44.000]   Apparently this is going to have these pixel devices are going to have single camera and still be able to do this through software
[00:18:44.000 --> 00:18:48.000]   We'll see how well that's done. I don't know
[00:18:48.000 --> 00:18:51.520]   I'm a little hesitant on that one because I feel like
[00:18:51.520 --> 00:18:56.400]   That's a lot computationally. That's a lot to pull off and make it look actually really good
[00:18:57.040 --> 00:18:58.560]   but
[00:18:58.560 --> 00:19:06.560]   If anyone could do it google I I trust I mean photos is such an amazing product and I am constantly surprised like even their scanning technology
[00:19:06.560 --> 00:19:11.280]   Is that's all software and it's like magic. Yeah
[00:19:11.280 --> 00:19:17.520]   That's true. This is a good point. Uh photos is by by a large one of my favorite all-time
[00:19:17.520 --> 00:19:24.800]   kind of google apps and services and that's because they do such amazing things with their computational uh stuff on the back end
[00:19:25.440 --> 00:19:28.560]   And yeah, so I guess from that perspective
[00:19:28.560 --> 00:19:31.200]   Who's to say that they can't pull it off and make it look good?
[00:19:31.200 --> 00:19:38.400]   Also music recognition from the lock screen. So think shazam style recognition, but that's happening live
[00:19:38.400 --> 00:19:43.040]   On your lock screen. So if you happen to be somewhere and you're like hey, I like this song
[00:19:43.040 --> 00:19:47.200]   You just look at your lock screen and then you realize it's just a beeper and then you burn your phone
[00:19:47.200 --> 00:19:49.920]   Um
[00:19:49.920 --> 00:19:52.400]   You're like wait a minute. Did I just say I don't know
[00:19:52.400 --> 00:19:55.040]   the world is undoing for me
[00:19:55.040 --> 00:20:04.560]   So that's either a feature or a bug depending on how you look at it
[00:20:04.560 --> 00:20:06.160]   Um
[00:20:06.160 --> 00:20:09.440]   Always on display squeezable frame that we kind of knew about
[00:20:09.440 --> 00:20:12.320]   And yeah, I'm sure a whole lot more
[00:20:12.320 --> 00:20:14.400]   I'm hoping a whole lot more at this point
[00:20:14.400 --> 00:20:21.280]   We we know so many things or we think we know so many things through the leaks that there's just no surprise left in the world anymore
[00:20:21.520 --> 00:20:26.480]   That's it's like looking at your christmas presence before christmas morning. I mean it's terrible
[00:20:26.480 --> 00:20:32.560]   It really I used to do that. So I know the feeling of disappointment really well. I'm like, oh, this is so familiar
[00:20:32.560 --> 00:20:36.880]   In all honesty, I mean, what would you?
[00:20:36.880 --> 00:20:41.760]   What would you like to see I sit there and I think about my phone and i'm like
[00:20:41.760 --> 00:20:45.840]   You know, it does pretty much everything I wanted to do and the things I wanted to do
[00:20:45.840 --> 00:20:50.720]   Like float in the air after me. So when i'm not wearing pockets, I still have access to it. You know this
[00:20:51.440 --> 00:20:54.080]   That's probably not going to be in this issue. So yeah
[00:20:54.080 --> 00:20:59.520]   Yeah, it's true. I mean I have I have a hard time sometimes like analyzing how
[00:20:59.520 --> 00:21:04.560]   Like I have how I feel about these announcements because I do what I do
[00:21:04.560 --> 00:21:12.160]   And then I have a hard time analyzing how I would feel if I don't if I wasn't in the position that I am where I review a lot of phones
[00:21:12.160 --> 00:21:16.480]   I talk about technology all the time like how would I actually feel I
[00:21:16.480 --> 00:21:20.240]   You know, what would I feel like I really need out of another phone if I had
[00:21:20.720 --> 00:21:24.080]   Last year's pixel and this next pixel is coming out
[00:21:24.080 --> 00:21:30.560]   What would it take to kind of move the needle and make me feel like I need to buy this and I think if I was just using it like
[00:21:30.560 --> 00:21:37.200]   You know, just a regular everyday user. I'd be pretty I'd still be very satisfied with my current pixel. It's a pretty great device
[00:21:37.200 --> 00:21:43.920]   It is a good device, but I would so give up an extra millimeter or two in order to have more battery life
[00:21:43.920 --> 00:21:48.720]   It feels like always so many people are like look the bezels are so thin and all that sort of stuff
[00:21:48.800 --> 00:21:56.080]   I'm like I just want a phone that will always make it through the day and into karaoke that night because turns out you can do karaoke in d.c
[00:21:56.080 --> 00:21:58.320]   But all I'm saying is like, you know
[00:21:58.320 --> 00:22:03.760]   You want to be able to make sure that phone can make it through the concert or whatever it's you're going to and
[00:22:03.760 --> 00:22:09.040]   After a year the battery life always tends to go down a little bit. So whether it's more battery or
[00:22:09.040 --> 00:22:14.640]   You know the ability to swap out a battery that that would be pretty nice. I take that over being waterproof
[00:22:14.640 --> 00:22:16.880]   How often you go swimming with your phone?
[00:22:17.360 --> 00:22:21.440]   Uh, I dropped my phone and in bodies not bodies of water. Well, sometimes bodies of water
[00:22:21.440 --> 00:22:23.920]   It
[00:22:23.920 --> 00:22:27.920]   It's a hard thing to learn not to put your phone into your front pocket. You know, that's
[00:22:27.920 --> 00:22:31.360]   I would have thought I would have learned it by now, but no
[00:22:31.360 --> 00:22:33.280]   No, no
[00:22:33.280 --> 00:22:37.280]   The problem with that is you have learned it for like 95 percent of the time
[00:22:37.280 --> 00:22:39.680]   But it's that one time that that you lapse
[00:22:39.680 --> 00:22:43.680]   That is the time that it that it goes for a dunk goes for a swim
[00:22:44.560 --> 00:22:48.800]   Definitely been there. Um, yeah, I'm happy to hear that these are probably going to be
[00:22:48.800 --> 00:22:51.440]   uh water and dust
[00:22:51.440 --> 00:22:57.040]   Protected have a better ip rating in that regard, but um, yeah, I don't know
[00:22:57.040 --> 00:22:59.040]   I've been pretty satisfied with my pixel
[00:22:59.040 --> 00:23:03.520]   But of course I will you know be eager to see what they have and probably get it because hey
[00:23:03.520 --> 00:23:07.360]   We talk about this stuff all the time in the network. It's kind of what we do here
[00:23:07.360 --> 00:23:12.720]   Um, hey, what did you think about the jacard news?
[00:23:13.360 --> 00:23:19.360]   Project jacard, which is google's I guess it was two I can't remember if it was two or three years ago at google i.o
