;FFMETADATA1
title=Looking for Mr. Goodswipe
artist=TWiT
album_artist=TWiT
album=This Week in Google
track=525
genre=Podcast
comment=http://twit.tv/twig
copyright=These netcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2019
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:04.640]   Coming up on Twig this week in Google I'm Jason Howell joining me Jeff Jarvis and Ant Pruitt
[00:02:30.920 --> 00:02:32.920]   You know, it's my is my annual review
[00:02:32.920 --> 00:02:38.880]   It's all that point oh one percent Davos right not anymore, man. I'm not invited anymore. Oh
[00:02:38.880 --> 00:02:45.080]   Well, congratulations, welcome not to go list. Welcome back to the Hawaii, Paloy. That's right
[00:02:45.080 --> 00:02:49.280]   Good to see you Jeff also joining me here on the set and
[00:02:49.280 --> 00:02:51.120]   Pruitt
[00:02:51.120 --> 00:02:55.840]   Solo twitch yes fellow twitch. Yeah, how does that happen? I you know?
[00:02:55.840 --> 00:03:03.320]   It just one day you wake up and you realize you just flew on the trip you drove your family across the country
[00:03:03.320 --> 00:03:06.640]   2017 miles that's that's amazing
[00:03:06.640 --> 00:03:11.360]   917 miles and that took you to an e-spectacular tourist
[00:03:11.360 --> 00:03:18.480]   Tacky tourist things all the way none none. The only thing I really did was the Grand Canyon. That was the only thing
[00:03:18.480 --> 00:03:24.040]   Okay, that's a big one, but the other might you mentioned in my palms sweat because if you're not fear that you're looking over the edge
[00:03:24.040 --> 00:03:29.660]   It was great. I did it was just beautiful now first time
[00:03:29.660 --> 00:03:34.160]   When you were at the Grand Canyon, did you do they have rules against drones?
[00:03:34.160 --> 00:03:38.720]   Sending drones out and getting footage allegedly to have rules, okay?
[00:03:38.720 --> 00:03:45.440]   No, but I didn't I didn't fly to drone this time. Okay, I did take the dogs and let the dogs run around and they enjoyed
[00:03:45.440 --> 00:03:47.920]   Oh, so you let the dogs out. I did okay
[00:03:47.920 --> 00:03:53.000]   I've been wondering to let the dogs out of it now. I know I did
[00:03:53.000 --> 00:04:00.680]   And it's great to have you here both sitting on set and working at Twitter and sitting behind me
[00:04:00.680 --> 00:04:05.580]   Right over my shoulder. That's right. So everything that I enter on my computer in our office
[00:04:05.580 --> 00:04:09.600]   I am you have yeah, you have the ability to say that out loud dinner
[00:04:09.600 --> 00:04:11.800]   Now I know
[00:04:11.800 --> 00:04:15.440]   It's great to have you on today. Thank you and yeah, so
[00:04:15.920 --> 00:04:20.720]   I mean, I was gonna say right up front yesterday was this thing you may have heard of it
[00:04:20.720 --> 00:04:26.800]   It was an apple announcement and I feel like as every year it happens apple announced apple
[00:04:26.800 --> 00:04:31.120]   Sucked like a vacuum the news out of the world
[00:04:31.120 --> 00:04:36.640]   Power for some reason how does a company have that much power?
[00:04:36.640 --> 00:04:41.480]   You know, I don't know but they did it, but we do have some news that we can talk about
[00:04:41.640 --> 00:04:47.880]   We'll probably get a little bit later get into things that might touch a little bit on what Apple talked about
[00:04:47.880 --> 00:04:49.880]   But we should probably start with
[00:04:49.880 --> 00:04:55.960]   This whole antitrust thing because there's a bunch of threads happening right now as I was looking at the rundown
[00:04:55.960 --> 00:04:58.120]   There's all these different pieces moving
[00:04:58.120 --> 00:05:03.800]   The Justice Department of course is already probing Google and you can add to that an antitrust
[00:05:03.800 --> 00:05:06.720]   investigation that was just announced 50 states and territories
[00:05:07.720 --> 00:05:14.560]   Announce this investigation on Monday. They say Google dominates all aspects of advertising on the internet and searching on the internet
[00:05:14.560 --> 00:05:20.320]   That's according to Texas Attorney General Ken Paxton. They're focusing on the online
[00:05:20.320 --> 00:05:30.040]   Advertising aspects to start. They also have complaints on search result rankings protecting personal information a whole smorgasbord of everything that we
[00:05:30.040 --> 00:05:34.280]   You know read about in the news lately as far as what Google's doing badly
[00:05:35.080 --> 00:05:37.080]   They say Google poses an
[00:05:37.080 --> 00:05:44.680]   Allegedly very very good. That's important. Google poses a quote existential threat to our virtual marketplace
[00:05:44.680 --> 00:05:53.640]   Now what's interesting here? Yes, is that every state is included and except Alabama and
[00:05:53.640 --> 00:05:56.560]   California
[00:05:56.560 --> 00:06:02.640]   But it's at 50 states 50 states and territories they had to throw in two territories to make up for the states, right?
[00:06:02.640 --> 00:06:04.640]   Yes, so exactly
[00:06:05.280 --> 00:06:09.560]   Which I mean in and of itself though, that's a whole lot of involvement from all directions
[00:06:09.560 --> 00:06:12.840]   But you know obviously Alabama California out on that
[00:06:12.840 --> 00:06:19.400]   They don't want a piece piece of the flesh they get piece of the pie piece of the Android pie
[00:06:19.400 --> 00:06:27.000]   What do you think Jeff? I mean this is just a yet another pile on happening right now. Well, I'm of two minds
[00:06:29.360 --> 00:06:36.120]   Yeah, so Facebook is also under this kind of of a ledge scrutiny. There's another story there about about Amazon
[00:06:36.120 --> 00:06:41.800]   We have the far right going after the tech platforms because they think they're being not nice to them
[00:06:41.800 --> 00:06:44.720]   We have the left going after them because they're big capitalistic companies
[00:06:44.720 --> 00:06:47.200]   We have a general wise media
[00:06:47.200 --> 00:06:49.720]   Techlash going on with
[00:06:49.720 --> 00:06:54.480]   Newspaper and magazine publishers suddenly becoming lobbyists, which makes me very uncomfortable as a journalist
[00:06:54.840 --> 00:07:00.160]   Trying to get protectionist legislation and regulation going on. So that's the atmosphere at which the time this happens
[00:07:00.160 --> 00:07:02.400]   I'll come back to that in a second, but
[00:07:02.400 --> 00:07:06.560]   Having said all that and I'm I always get worried about
[00:07:06.560 --> 00:07:10.360]   Regulators going after the internet and our freedoms there
[00:07:10.360 --> 00:07:15.160]   I have long said and long said on this show that the one area where Google is
[00:07:15.160 --> 00:07:20.760]   vulnerable is in advertising they do control tremendous
[00:07:21.840 --> 00:07:25.160]   part of the advertising market they
[00:07:25.160 --> 00:07:31.960]   Have a kingmakers role there. They bought double click years ago and were perfectly allowed to do so
[00:07:31.960 --> 00:07:35.680]   though some said at the time it shouldn't have happened and so
[00:07:35.680 --> 00:07:43.080]   Yeah, there is some weakness when it comes to advertising and the question is what evidence is there of Google using his power in Europe?
[00:07:43.080 --> 00:07:47.600]   They went after Google and they're still going after Google for its placement of shopping ads
[00:07:47.600 --> 00:07:53.080]   That's ridiculous because shopping means hardly nothing in this you know, they're way off the mark as far as I'm concerned
[00:07:53.080 --> 00:07:56.640]   But but an investigation of advertising. We'll see what it yields
[00:07:56.640 --> 00:07:59.920]   So that's that's part one
[00:07:59.920 --> 00:08:03.880]   Part two is another piece in here that says
[00:08:03.880 --> 00:08:08.880]   From Yahoo finance. We need more monopolies like Google, right?
[00:08:08.880 --> 00:08:10.280]   Mmm
[00:08:10.280 --> 00:08:15.160]   And I really liked this piece by by Rick Newman a senior columnist at Yahoo finance
[00:08:16.400 --> 00:08:18.400]   Who just talked about how
[00:08:18.400 --> 00:08:24.720]   Yes, they're going after him. Yes, Elizabeth Warren was to break up all the all the big tech companies
[00:08:24.720 --> 00:08:27.120]   Yes, Trump has attacked them
[00:08:27.120 --> 00:08:31.520]   But he says if Google is an abusive monopoly then we need more abusive monopolies
[00:08:31.520 --> 00:08:37.800]   Consumers clearly love being ripped off by Google ranking it constantly consistently near the top among consumer brands
[00:08:37.800 --> 00:08:43.320]   Consumers don't seem to have a problem with Google's business model, but regulators sure do
[00:08:45.240 --> 00:08:51.640]   Yeah, and and goes on then a little later after the story continues button and says that you know
[00:08:51.640 --> 00:08:53.640]   If you're gonna go after
[00:08:53.640 --> 00:09:00.400]   Companies, maybe you should go after Equifax which just today told everybody who thought they were gonna get a hundred twenty five bucks from them for their for their
[00:09:00.400 --> 00:09:04.640]   illegal horrible acts no no no no we're gonna make you walk through glass and
[00:09:04.640 --> 00:09:07.000]   steamy love it to get that money I walked
[00:09:07.000 --> 00:09:09.160]   I
[00:09:09.160 --> 00:09:15.040]   Clicked through there are many many many things that they made you made you clip click through to to to get the money
[00:09:15.040 --> 00:09:20.120]   I don't expect that I will get any of the money no, but you did wait to $125 worth of your labor
[00:09:20.120 --> 00:09:24.960]   What is it worth? Well the way you're paid there no probably up to a little more
[00:09:24.960 --> 00:09:30.280]   Right so so why are you evil companies like that and Wells Fargo?
[00:09:30.280 --> 00:09:39.080]   And companies that really do abuse their employees like in this column dollar tree and dollar general and flower foods and extended say and so on
[00:09:39.080 --> 00:09:41.080]   so forth and and
[00:09:41.080 --> 00:09:44.280]   You know, they're almost treating the companies as if they're tobacco companies
[00:09:45.040 --> 00:09:51.000]   But show me the harm and that's that's my final point here is that is that I am among consumers
[00:09:51.000 --> 00:09:57.800]   I see no harm. I see nothing but benefit from these companies and especially Google
[00:09:57.800 --> 00:10:01.400]   We can argue about Facebook. We can argue about what you think about Facebook
[00:10:01.400 --> 00:10:09.440]   But Google straight out is a service company provides tremendous services for free without harm to consumers
[00:10:10.080 --> 00:10:17.200]   benefiting consumers what's really going on is all the old institutions of society economic and government are threatened by the internet and
[00:10:17.200 --> 00:10:22.920]   Now they're fighting back against them and now I fear what's gonna happen to our freedoms and their spiel
[00:10:22.920 --> 00:10:31.400]   Do you think is more of an ignorance about the internet or threat because every time we saw something in the court system would have you?
[00:10:31.400 --> 00:10:36.600]   Those leaders at like they knew nothing about the internet at all
[00:10:37.280 --> 00:10:41.320]   It's an important point and I think you're right. That's kind of the beginning point
[00:10:41.320 --> 00:10:43.320]   But I think basically that ignorance
[00:10:43.320 --> 00:10:46.060]   leads them to get used as
[00:10:46.060 --> 00:10:51.240]   Tools of those who want to fight down the net and its freedoms that includes
[00:10:51.240 --> 00:10:57.400]   Unfortunately, I'm sorry to say my colleagues in the newspaper business and magazine business. It includes politicians
[00:10:57.400 --> 00:11:04.720]   Fear that movements can now rise up against them and they can and and and campaigns can rise up against them
[00:11:05.720 --> 00:11:07.720]   It includes
[00:11:07.720 --> 00:11:14.140]   But but here's one thing I don't hear the advertisers
[00:11:14.140 --> 00:11:17.320]   Complaining I can be wrong. Maybe I'm listening to the right places
[00:11:17.320 --> 00:11:21.200]   But I don't hear them screaming bloody murderer about being abused by Google
[00:11:21.200 --> 00:11:26.400]   And that's really if they're going after an anti-trust and advertising that should be the victim
[00:11:26.400 --> 00:11:28.920]   Consumers are not the victim
[00:11:28.920 --> 00:11:30.120]   advertisers
[00:11:30.120 --> 00:11:35.440]   All at all aren't the victim there and they're in open marketplaces with with open bidding
[00:11:35.440 --> 00:11:42.800]   And they're getting a hell of a lot better deal than ever did media who's complaining our media because media were too damn stupid
[00:11:42.800 --> 00:11:46.340]   So in the one sense you're right aunt. It's the politicians were stupid
[00:11:46.340 --> 00:11:53.540]   But then that stupidity gets exploited by my stupid colleagues and media who didn't know how to
[00:11:53.540 --> 00:11:57.040]   Create a new business and a new reality and are now are resorting to this
[00:11:57.040 --> 00:12:00.840]   Yeah, I think
[00:12:00.840 --> 00:12:04.400]   Reading through that that Yahoo the finance to Yahoo piece
[00:12:04.400 --> 00:12:12.320]   I realized that is the conundrum that I have found myself in when I kind of go back and forth as far as how I feel
[00:12:12.320 --> 00:12:17.880]   About all this stuff and and I feel very hypocritical at times because on one hand like of course
[00:12:17.880 --> 00:12:23.600]   I don't want a company to abuse this power and a competitive behavior is you know
[00:12:23.600 --> 00:12:24.440]   I would I would not say well
[00:12:24.440 --> 00:12:27.800]   That's a very good thing to be any competitive like I want things to be fair
[00:12:27.800 --> 00:12:32.040]   And so I would push for that at the same time and and so when I look at Google
[00:12:32.040 --> 00:12:35.760]   You know, it's very easy for me to see why someone might get that feeling
[00:12:35.760 --> 00:12:40.760]   Lacking any solid evidence like there's a lot of feeling going on right now when it comes to technology
[00:12:40.760 --> 00:12:46.800]   And I just feel like they're bad. I just feel like they're doing bad things and so therefore we need to crack down it on the other side of it
[00:12:46.800 --> 00:12:49.400]   I am a very loyal Google user
[00:12:49.400 --> 00:12:55.600]   Yeah, and I enjoy all of these services and obviously I enjoy it enough to stick with Google
[00:12:55.600 --> 00:12:57.360]   Otherwise, I would have left
[00:12:57.360 --> 00:13:01.680]   Left Google for something else and so it isn't it hasn't hit that tipping point to where I'm like well
[00:13:01.680 --> 00:13:05.240]   It's serious enough where I've seen the evidence that I need in order to pull that
[00:13:05.240 --> 00:13:08.320]   I believe it or not people or some people are happy with Facebook
[00:13:08.320 --> 00:13:16.640]   There are yeah with the with the results that they get for a lot of advertising on their own Facebook with their business and things like that
[00:13:16.640 --> 00:13:20.480]   Or yeah, you know, there are some people that are happy with it regardless of some of the
[00:13:20.480 --> 00:13:28.360]   Interesting practices that they may have in place. I think you know, I think all these big companies all of them have interesting practices
[00:13:29.840 --> 00:13:35.200]   Facebook for and that's where I begin to also feel more hypocritical, right?
[00:13:35.200 --> 00:13:36.720]   Like I did step away from Facebook
[00:13:36.720 --> 00:13:41.760]   I don't have a Facebook account anymore for whatever reason in the in the field of Facebook
[00:13:41.760 --> 00:13:48.200]   That was motivating enough for me to step away and and close my account
[00:13:48.200 --> 00:13:52.480]   But if I really compare what these services are doing, there's there's a lot of overlap
[00:13:52.480 --> 00:13:58.200]   All right a lot of similarity why why would I as a user give Google a pass and not Facebook?
[00:13:58.200 --> 00:14:03.220]   It's kind of hard to put my finger on it. You can gem. Yeah, what why why yeah?
[00:14:03.220 --> 00:14:06.400]   I was gonna try to do the logic. I'd buy my lost my logic there
[00:14:06.400 --> 00:14:11.000]   But yeah, what's what's so awful Facebook's rep got awful in
[00:14:11.000 --> 00:14:14.320]   Media and they screwed something up royally
[00:14:14.320 --> 00:14:20.160]   But I've also saw a piece recently that said that the whole Cambridge Analytica affair was way overblown
[00:14:20.160 --> 00:14:25.600]   There was no real harm there Cambridge Analytica was a bunch of flin flammen who weren't really doing anything
[00:14:26.320 --> 00:14:33.000]   And the there was an abuse of Facebook's rules and that's gotten blown out to the point that Facebook is now considered evil
[00:14:33.000 --> 00:14:36.920]   What would have full disclosure? I raised money for my school from Facebook
[00:14:36.920 --> 00:14:41.400]   I'm independent of Facebook received don't put money personally from any of the platforms and the disclosure. Yeah
[00:14:41.400 --> 00:14:47.840]   Anytime algorithms are involved it's you might as well just assume
[00:14:47.840 --> 00:14:55.320]   That you're a number and don't really count and and there's gonna be some shady stuff here and there
[00:14:55.320 --> 00:14:58.680]   I mean Amazon is just this bad. Yeah. Well, yeah
[00:14:58.680 --> 00:15:03.600]   And in fact the people don't talk about that Amazon is in the news for this very thing
[00:15:03.600 --> 00:15:06.840]   They're being investigated by the FTC for an a competitive behavior
[00:15:06.840 --> 00:15:12.280]   As well, you know, apparently merchants are being interviewed about, you know
[00:15:12.280 --> 00:15:18.200]   The percentage of business revenue from Amazon versus other marketplace is the extent of Amazon's power over suppliers
[00:15:18.200 --> 00:15:24.720]   Which is all early stages, but like and I feel like in all of these cases the feeling that I get is
[00:15:25.440 --> 00:15:33.400]   over the overarching feeling is I'm afraid of what this may lead to I'm not quite sure what it may lead to but
[00:15:33.400 --> 00:15:37.440]   I'm afraid of how big these companies are therefore we have to do something and
[00:15:37.440 --> 00:15:45.160]   The same time aren't you afraid of what regulation would mean? No, no, no, and I'm not saying like that I buy into that
[00:15:45.160 --> 00:15:50.200]   I'm entirely because I think a part of me might you know just out of straight fear
[00:15:50.200 --> 00:15:57.000]   I think it's just driven by fear. It's like we haven't seen companies of this side and this magnitude with so much direct
[00:15:57.000 --> 00:15:59.480]   influence and kind of control over how people
[00:15:59.480 --> 00:16:07.720]   Connect with each other and live and live their lives in an integrated way so that uncertainty just can be scary in and of itself
[00:16:07.720 --> 00:16:10.780]   Not not but it be scary. Let me calm you down Jason
[00:16:16.360 --> 00:16:22.120]   I don't think there that much of control of our lives that presumes you don't have agency
[00:16:22.120 --> 00:16:24.840]   You're not making decisions on your own. Absolutely, right? Yeah
[00:16:24.840 --> 00:16:30.000]   - you think maybe the Facebook
[00:16:30.000 --> 00:16:33.760]   Investigation could be politically motivated by a certain person who hates that
[00:16:33.760 --> 00:16:41.000]   Washington Post maybe who also likes to get Air Force jets to land near his resorts so they can make money
[00:16:41.000 --> 00:16:45.920]   I'm not proposing, but maybe yeah, yeah, I think you're on to something there maybe
[00:16:46.040 --> 00:16:52.360]   Your point about being a number I'm actually gonna gonna push back a little bit on that one because as you said that it was an interesting point
[00:16:52.360 --> 00:16:55.040]   but
[00:16:55.040 --> 00:16:57.040]   Google big giant Google
[00:16:57.040 --> 00:17:03.000]   Knows me as an individual serves me as an individual knows my preferences serves those preferences
[00:17:03.000 --> 00:17:08.680]   Throwing my own field under the bus again big old mass media still treats me as a mass
[00:17:08.680 --> 00:17:14.600]   Still treats me as as in fact a number only one of millions and giving me no
[00:17:14.600 --> 00:17:16.240]   a
[00:17:16.240 --> 00:17:23.880]   Sense of individuality and personhood and instead so in a sense. It's the algorithm is the tool that enables
[00:17:23.880 --> 00:17:26.560]   about the the personalization
[00:17:26.560 --> 00:17:32.720]   Individualization let's call it of these services to give me greater value and relevance as opposed to
[00:17:32.720 --> 00:17:37.640]   Big old mass media where you're just the same as everybody else. I
[00:17:37.640 --> 00:17:40.200]   buy that about
[00:17:40.200 --> 00:17:43.480]   Yeah
[00:17:44.280 --> 00:17:49.240]   So yeah, I don't know I know where this where this leads to
[00:17:49.240 --> 00:17:53.400]   Other than any many many months of discussing the progress
[00:17:53.400 --> 00:17:54.640]   cases so
[00:17:54.640 --> 00:17:58.200]   So sick of them we probably are going to get very sick of them
[00:17:58.200 --> 00:18:04.440]   The EU you know and everything that happened in the EU as far as antitrust you think that's a template here
[00:18:04.440 --> 00:18:08.480]   Do you think we're gonna see similar outcomes the wall is different?
[00:18:08.480 --> 00:18:14.040]   What you have to prove the EU could just go after you because you're just too darn big big
[00:18:14.040 --> 00:18:18.440]   Yeah, and the US you can't do that you've got to show that there was
[00:18:18.440 --> 00:18:21.500]   a proper use of a market
[00:18:21.500 --> 00:18:27.920]   Monopoly there was a monopoly be there was there was an improper use of it and see that there was harm to
[00:18:27.920 --> 00:18:32.760]   Consumers in that Europeans don't require that harm test
[00:18:32.760 --> 00:18:36.080]   Europeans you can just harm competitors and
[00:18:36.080 --> 00:18:43.140]   US you have to actually harm consumers. Okay. All right, so then maybe not as much of a template
[00:18:43.440 --> 00:18:52.000]   But but but Carson in this case in the Google case the consumer could be the advertiser rather than the shopper
[00:18:52.000 --> 00:18:54.280]   Yes, correct correct. Yeah
[00:18:54.280 --> 00:19:00.200]   Right at the wait and see gonna have the wait and see
[00:19:00.200 --> 00:19:06.280]   Yep, and in the meantime we need more monopoly monopolies like Google yeah
[00:19:06.280 --> 00:19:13.400]   Thought about that I was really you know as far as I go trying to defend the internet from from these scourge
[00:19:13.400 --> 00:19:19.320]   I thought that was a really gutsy way to put it. Yeah, it was just was to buy into it and say okay
[00:19:19.320 --> 00:19:27.840]   Fine monopoly good. What comes of it? Let's have more. I kind of like that. I think it was gutsy lean into the monopoly
[00:19:27.840 --> 00:19:31.920]   Lean in to monopoly you look at China
[00:19:31.920 --> 00:19:38.000]   How can a way ball and we chat do all the miraculous things they're dudes because they're their government?
[00:19:38.000 --> 00:19:41.120]   enabled monopolies and they get enough
[00:19:42.400 --> 00:19:46.760]   consistency across the marketplace they offer phenomenal services
[00:19:46.760 --> 00:19:52.600]   Phenomenal yeah, it's kind of crazy what they can do absolutely
[00:19:52.600 --> 00:19:55.960]   Let's take a break when we come back. We'll talk about something that
[00:19:55.960 --> 00:20:03.040]   Well, I is near and dear to my heart and I think probably all of us we can talk a little bit about some of the pixel
[00:20:03.040 --> 00:20:05.920]   Leaks that are happening
[00:20:06.280 --> 00:20:14.280]   Very similar now as they did a yes a year ago when suddenly we knew literally everything there was to know and that's kind of where
[00:20:14.280 --> 00:20:20.200]   We're at right now. So there's a lot of fun to be had I'm very upset. There's no Chromebook pixel leaks
[00:20:20.200 --> 00:20:22.200]   I'm very upset. Yes
[00:20:22.200 --> 00:20:27.860]   One I'm sick. What yeah, I haven't seen anything on a pixel book
[00:20:27.860 --> 00:20:32.920]   Not not lately and I don't know I don't know I kind of assumed there was gonna be something
[00:20:32.920 --> 00:20:36.200]   I have seen anything we will talk about that and a whole lot more first
[00:20:36.200 --> 00:20:40.520]   Let's take a break. Thank the sponsor of this episode of this week in Google and that is worldwide
[00:20:40.520 --> 00:20:42.000]   Technology
[00:20:42.000 --> 00:20:46.720]   WWT began building their advanced technology center ten years ago
[00:20:46.720 --> 00:20:51.560]   It has grown exponentially ever since it's like no other testing and research lab
[00:20:51.560 --> 00:20:54.640]   The lab contains more than a half billion dollars in equipment
[00:20:54.640 --> 00:21:02.840]   From hundreds of OEMs and key partners ranging from heavyweights like NetApp Cisco and VMware to a emerging disruptors like Tanium
[00:21:03.440 --> 00:21:04.940]   Equinix and expanse
[00:21:04.940 --> 00:21:12.120]   WWT is a trusted partner who stays with you over the years many of their customers have been with them for over a decade because they know
[00:21:12.120 --> 00:21:16.680]   WWT is where they can go to get the answers. They need to make their business run right
[00:21:16.680 --> 00:21:23.280]   Their ATC is an incubator for IT innovation offers a number of things on demand and scheduleable
[00:21:23.280 --> 00:21:30.080]   Labs like NetApp cloud volumes on tap on tap on flash NetApp disaster recovery as a service
[00:21:30.080 --> 00:21:34.880]   Along with hundreds of other labs representing newest advanced advances in flash storage
[00:21:34.880 --> 00:21:41.880]   Multi-cloud hyperconverged infrastructure cloud data management and a whole lot more you learn about products before you launch
[00:21:41.880 --> 00:21:46.920]   WWT's engineers use these environments to quickly spin up proofs of concept and
[00:21:46.920 --> 00:21:52.480]   Pilots using the sandbox so customers can confidently select the best solutions in many cases
[00:21:52.480 --> 00:21:58.000]   This will reduce concept time from months to weeks which increases speed to market in the end
[00:21:58.120 --> 00:22:00.280]   They offer lab as a service
[00:22:00.280 --> 00:22:08.480]   Which is a dedicated lab space within the ATC and this is where customers can perform programmatic testing using the vast technology ecosystem that
[00:22:08.480 --> 00:22:15.640]   WWT has already built and it's virtual so you can take full advantage of ATC's unique benefits anywhere in the world
[00:22:15.640 --> 00:22:17.800]   24/7
[00:22:17.800 --> 00:22:23.880]   WWT engineers work in these labs every day. They're beta testing new equipment. They're building reference architectures
[00:22:24.280 --> 00:22:27.400]   and custom integrations to help their customers make decisions and
[00:22:27.400 --> 00:22:31.440]   see results faster and with much less investment and
[00:22:31.440 --> 00:22:33.880]   The time is now
[00:22:33.880 --> 00:22:39.560]   WWT has finally launched their new digital platform encompassing the ATC ecosystem
[00:22:39.560 --> 00:22:45.440]   This ecosystem creates a multiplier effective knowledge speed and agility anytime
[00:22:45.440 --> 00:22:54.240]   Anywhere around the world for their customers so you can get access to articles case studies hands-on labs and other tools that make the difference in today's fast-paced world
[00:22:54.800 --> 00:22:56.800]   You can learn more about
[00:22:56.800 --> 00:23:03.680]   WWT the ATC and sign up for access to their new on-demand lab platform by going to
[00:23:03.680 --> 00:23:06.760]   WWT.com/twit
[00:23:06.760 --> 00:23:13.040]   WWT simplifies the complex that's WWT.com/twit
[00:23:13.040 --> 00:23:20.320]   WWT is delivering business and technology outcomes around the world and we thank them for their support of this week in Google
[00:23:21.120 --> 00:23:24.720]   All right, so we got the the big antitrust scary
[00:23:24.720 --> 00:23:30.120]   Topic out of the way. Let's get to a little bit of fun stuff here. Let's get it to all the rumors and leaks
[00:23:30.120 --> 00:23:36.640]   Yes rumors leaks and my goodness. There are many rumors and leaks actually last night and then this morning
[00:23:36.640 --> 00:23:41.200]   I've seen two full like 4k videos. Do you remember a
[00:23:41.200 --> 00:23:47.840]   Year ago before the pixel 3 we started like a month in advance ahead of the announcement
[00:23:47.840 --> 00:23:50.600]   I don't even know if the the announcement was announced yet
[00:23:50.600 --> 00:23:55.840]   You know that there would be an announcement and suddenly we started seeing these these highly produced
[00:23:55.840 --> 00:23:59.960]   Reviews of the pixel 3 that had not even been announced yet, right?
[00:23:59.960 --> 00:24:04.840]   And I think there were Ukrainian based in many in many cases
[00:24:04.840 --> 00:24:11.480]   I was thinking European but you may be right. Yeah somewhere. I can't remember exactly where I was thinking the Ukraine back
[00:24:11.480 --> 00:24:13.480]   The Russians
[00:24:14.400 --> 00:24:19.680]   Stony and something like stony. That's right. That's right. It's like difference, but yeah, there we go. Thank you
[00:24:19.680 --> 00:24:23.400]   And it was just kind of crazy was like everybody was like well
[00:24:23.400 --> 00:24:31.480]   This can't possibly be real like they must be just working off a prototype or or they've created a fabrication based on rumors blah blah
[00:24:31.480 --> 00:24:38.840]   No, they were on Google's mailing list. Yes, something something happened there and a number of them got it because they all had content to share on YouTube
[00:24:38.840 --> 00:24:42.800]   Well now we're there again and it's happening with the pixel 4 this time
[00:24:42.800 --> 00:24:46.160]   It seems to be happening with Vietnamese youtubers
[00:24:46.160 --> 00:24:53.920]   At least the the two videos that have appeared in the last 24 hours are so you can find one of them by the channel and
[00:24:53.920 --> 00:25:00.400]   MTV it's a six minute video full 4k resolution. I mean it's pretty much gives you everything
