;FFMETADATA1
title=Mama Needs a Drink
artist=TWiT
album_artist=TWiT
album=This Week in Google
track=397
genre=Podcast
comment=http://twit.tv/twig
copyright=These netcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2017
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:03.880]   It's time for twig this week in Google Jeff Jarvis is here Stacy Higginbotham
[00:14:39.080 --> 00:14:46.820]   Remember they used to make you turn these things on to verify that they weren't bombs with air in fact working electronics
[00:14:46.820 --> 00:14:51.080]   They haven't done that late. That's such a pig. You imagine that story in that again. Yeah, that would
[00:14:52.400 --> 00:14:55.600]   Least I least I carry instant on things my Chromebook is instant on
[00:14:55.600 --> 00:15:01.800]   You pour for schmucks with a with a back and take forever Delta United and American
[00:15:01.800 --> 00:15:08.760]   Have long resented the fact that Emirates and Eddy hot our government subsidized
[00:15:08.760 --> 00:15:12.640]   and have complained along and Qatar
[00:15:12.640 --> 00:15:18.160]   Qatar Airways as well have complained a long time that they have a disadvantage
[00:15:18.720 --> 00:15:22.480]   Against these airlines because they benefit unfairly from government subsidies
[00:15:22.480 --> 00:15:26.760]   so it's not in fact in February
[00:15:26.760 --> 00:15:30.040]   the CEOs of United American and Delta set
[00:15:30.040 --> 00:15:33.960]   Secretary of State Tillerson a letter complaining about the massive
[00:15:33.960 --> 00:15:42.260]   Subsidization of three state-owned Gulf carriers in the significant harm the subsidized competition is causing the US airlines and US jobs end quote
[00:15:42.260 --> 00:15:48.360]   In a meeting with the executive shortly thereafter Trump promised phenomenal tax relief broad deregulation
[00:15:48.360 --> 00:15:53.440]   And other forms of support to the industry is this one of those other forms of support?
[00:15:53.440 --> 00:15:59.960]   It's it would they can't paint it that way because that would in fact be a violation of global trade rules
[00:15:59.960 --> 00:16:07.560]   Can't you can't you know so I don't know it's but what's what's sad is I think it is gonna
[00:16:07.560 --> 00:16:12.440]   Absolutely have that effect if I were traveling on any one of those airlines to the Middle East and by the way
[00:16:12.440 --> 00:16:17.840]   You may not be going to Dubai, but it's a very common stop over on the way to Asia
[00:16:17.840 --> 00:16:19.840]   Yes, it is
[00:16:19.840 --> 00:16:29.040]   So I guess their hubs and spokes right so I'm not it's I'm gonna seriously consider thinking about Delta American or United
[00:16:29.040 --> 00:16:32.640]   So it's gonna have that effect whether it was intentionally or not
[00:16:32.640 --> 00:16:36.080]   So now add to that
[00:16:36.080 --> 00:16:42.560]   Your you know your computer and your phone or all that being subject to you when you come back across you saw the
[00:16:42.560 --> 00:16:45.440]   marijuana Colorado story, right? No, what's that?
[00:16:46.640 --> 00:16:53.200]   So a woman who had a boy Mexican who had a boyfriend in California came back a fourth couple times one time and they were in Colorado
[00:16:53.200 --> 00:16:55.200]   Hey, they did what you do in Colorado now
[00:16:55.200 --> 00:16:57.920]   and
[00:16:57.920 --> 00:17:04.480]   They pulled her phone coming in and they she didn't have any lock on it. They look they go through all our social they go through all our photos
[00:17:04.480 --> 00:17:06.840]   she has pictures of a few bongs and things from the
[00:17:06.840 --> 00:17:09.560]   Grass store and
[00:17:09.560 --> 00:17:14.320]   Question about it and they kick her back out and she's indefinitely banned from the United States of America. Oh my god
[00:17:14.320 --> 00:17:16.200]   Wow
[00:17:16.200 --> 00:17:21.200]   So right so I'm trying to do it. How do you go complete? Well, how do you go completely?
[00:17:21.200 --> 00:17:23.160]   Aniseptic
[00:17:23.160 --> 00:17:25.160]   We've talked about on some of the other shows
[00:17:25.160 --> 00:17:27.160]   I
[00:17:27.160 --> 00:17:32.640]   Don't know if I recommend this but one theory one thing would be to make sure your phone is backed up
[00:17:32.640 --> 00:17:36.720]   And then as you're about to arrive and arrive in the United States to wipe it
[00:17:36.720 --> 00:17:38.920]   Yeah
[00:17:38.920 --> 00:17:45.440]   But then isn't that a red flag when they say can you unlock your phone and and you do and it says what language you like to use
[00:17:45.920 --> 00:17:52.280]   So maybe wipe it and then set it up in a kind of base basic fashion. I don't know
[00:17:52.280 --> 00:17:54.880]   There's one I was thinking there should be
[00:17:54.880 --> 00:18:00.440]   Go ahead. Oh, it's just gonna say even if you have wiped it. That's fine. I mean they can't
[00:18:00.440 --> 00:18:05.360]   It's done. It's a fe a comply a complete a comply
[00:18:05.360 --> 00:18:10.640]   So it doesn't matter if you're an American citizen if you're not an American citizen. You're not getting it
[00:18:11.400 --> 00:18:16.220]   Sure, and if you are an American you could be detained for hours in airport jail
[00:18:16.220 --> 00:18:19.160]   We're just not funny there because you don't have the rights. You do not have rights there
[00:18:19.160 --> 00:18:22.920]   So here's the question so they can't make it they can you make you use your finger
[00:18:22.920 --> 00:18:28.680]   They can't make you under unless under certain dress put your passport in unless they have some some reason to I
[00:18:28.680 --> 00:18:30.920]   Wonder if there's some kind of application that
[00:18:30.920 --> 00:18:34.360]   Encrypts your phone locks it even from you until it's off
[00:18:34.360 --> 00:18:38.360]   Like that it's like a geographic lock
[00:18:38.880 --> 00:18:42.440]   It's as long as I'm in this airport can't open it until your home. Oh
[00:18:42.440 --> 00:18:45.840]   Somebody needs to write that right now
[00:18:45.840 --> 00:18:50.600]   That's well, but you want you'd want to be able to use your phone in the actual airport
[00:18:50.600 --> 00:18:52.600]   So it had to be the some sort of two factor
[00:18:52.600 --> 00:18:54.680]   so
[00:18:54.680 --> 00:18:57.560]   You could get around it some phones like the Samsung phone
[00:18:57.560 --> 00:19:00.040]   has
[00:19:00.040 --> 00:19:06.280]   They have a business and home use and there is a there's a locked folder on a Samsung phone
[00:19:06.280 --> 00:19:09.040]   It was Samsung wasn't this that a locked folder on the phone?
[00:19:09.040 --> 00:19:12.580]   That you could put stuff in that had a separate and additional
[00:19:12.580 --> 00:19:17.580]   Password it wasn't immediately obvious. It was there you could try that you could unlock the phone
[00:19:17.580 --> 00:19:20.840]   problem the real problem is what what often happens with
[00:19:20.840 --> 00:19:23.400]   border control
[00:19:23.400 --> 00:19:25.600]   Apparently I haven't been through the borders since this started
[00:19:25.600 --> 00:19:28.760]   but is that they they get you to unlock it and then they take it and
[00:19:28.760 --> 00:19:33.000]   The presumption being they bring it to another room where they now
[00:19:33.840 --> 00:19:38.640]   Could be two things they're doing there. They're probably copying the contents of the phone for later analysis
[00:19:38.640 --> 00:19:39.880]   That's bad enough
[00:19:39.880 --> 00:19:43.640]   But once somebody has your phone and it's out of your possession and it's unlocked
[00:19:43.640 --> 00:19:51.040]   You have no idea if they've put surveillance software on it. They could also put malicious software on there
[00:19:51.040 --> 00:19:57.280]   No way you would know and you wouldn't know so I think the best thing to do if you can I mean look
[00:19:57.280 --> 00:20:00.680]   I'm not going on a 12-hour flight without some sort of entertainment. No
[00:20:00.680 --> 00:20:02.880]   No, so
[00:20:02.880 --> 00:20:05.720]   Watch I want to watch the Americans man. Yeah
[00:20:05.720 --> 00:20:08.560]   so I think the best thing to do is
[00:20:08.560 --> 00:20:09.720]   is
[00:20:09.720 --> 00:20:14.920]   Take it with you normally and just wipe it before you get off you could still meet you make phone calls with it and use it
[00:20:14.920 --> 00:20:18.520]   But it just won't have any data on it and then if they do take it
[00:20:18.520 --> 00:20:21.000]   Then you have to throw it away
[00:20:21.000 --> 00:20:26.120]   Thank a lot of security experts say if if somebody if somebody takes your phone
[00:20:26.120 --> 00:20:30.800]   If long force would take your phone just you're done. Don't take it back. You don't want it anymore
[00:20:31.920 --> 00:20:33.920]   Yeah, good lord
[00:20:33.920 --> 00:20:36.680]   So somebody said on on Twitter
[00:20:36.680 --> 00:20:43.320]   Go ahead. I think I think it's a real boon for the Sky Mall catalog. There you go. I was gonna say buy it
[00:20:43.320 --> 00:20:45.320]   I'm gonna buy a burner phone
[00:20:45.320 --> 00:20:50.960]   Yeah, burn another way to go. Yep, and since I keep 90% of what I care about in the cloud
[00:20:50.960 --> 00:20:54.800]   Anyway, I can log in help me find the flaws in my reasoning here
[00:20:54.800 --> 00:21:00.520]   I log in and then when I'm done I log out and then you just hope it's not cached
[00:21:01.520 --> 00:21:02.520]   right it's Chromebook
[00:21:02.520 --> 00:21:04.800]   these gentlemen you have a Chromebook and
[00:21:04.800 --> 00:21:12.200]   And you're using kind of you know mode and there's no there's no make sure it's a cheap phone because if they do take it
[00:21:12.200 --> 00:21:16.360]   You don't want it back, right? Right. No, the point is that that phone is done. Oh
[00:21:16.360 --> 00:21:19.920]   Yeah, yeah, this is just why do we have to worry about this?
[00:21:19.920 --> 00:21:25.840]   It's not apparent to me at all. Maybe I'm completely wrong that this is in any way improving our security
[00:21:25.840 --> 00:21:28.200]   No, no, no
[00:21:28.840 --> 00:21:35.280]   If it if you mean if this improved our security that you can make the argument we need to do this we need to you know protect our nation
[00:21:35.280 --> 00:21:40.200]   Improve the security. That's fine, but that's to me. This does not seem apparent that that's what this is doing
[00:21:40.200 --> 00:21:43.800]   No, but although
[00:21:43.800 --> 00:21:53.320]   I was gonna say if people if they discover a new attack they often don't talk about it obviously so they don't tip people off that they
[00:21:53.320 --> 00:21:55.320]   know what's happening so
[00:21:55.920 --> 00:22:00.800]   Do I really believe that this is a security related threat? It's really hard. We don't know we don't know
[00:22:00.800 --> 00:22:07.760]   We don't know that's but there's the problem. Here's the problem Stacy. There's no credibility left. That's a problem, right?
[00:22:07.760 --> 00:22:13.280]   Because you automatically impute malicious, you know
[00:22:13.280 --> 00:22:20.360]   Motivations you impute their motivations because yeah, it could be real it could be real and we wouldn't know
[00:22:22.080 --> 00:22:29.200]   So somebody a star Simpson and Twitter suggested that that airline should be handing out Chromebooks the way they used to hand out
[00:22:29.200 --> 00:22:34.800]   Remember they for a while Google to promote the Chromebook was doing that they had little Chromebook booths at the SFO and terminal
[00:22:34.800 --> 00:22:39.880]   That's right and you could take it and bring it on the plane and then there would be a booth at the other end where you'd give it
[00:22:39.880 --> 00:22:42.480]   That's a let's Google's right opportunity
[00:22:42.480 --> 00:22:46.720]   And you can't stream the video maybe on the plane
[00:22:46.720 --> 00:22:52.000]   But you can download the video where you're in the lounge and then you have things to watch on the plane
[00:22:52.000 --> 00:22:56.440]   And then you hand back in the Chromebook has nothing your stuff. This is the ultimate first world problem though
[00:22:56.440 --> 00:22:59.440]   We are afraid of going yes, it's your is an international
[00:22:59.440 --> 00:23:03.240]   12-hour flight we are going to arrive in a different nation
[00:23:03.240 --> 00:23:05.240]   in the hours because
[00:23:05.240 --> 00:23:09.400]   We will have to sit with our own thoughts for that time
[00:23:09.400 --> 00:23:13.600]   No, we're not to talk to the person next to you or read the sky mall
[00:23:13.600 --> 00:23:16.120]   All three sound like bits of hell
[00:23:16.120 --> 00:23:18.640]   They really do of course everybody's my sister
[00:23:18.640 --> 00:23:22.640]   You're not you don't talk to the person next to you you're like one of those people no no
[00:23:22.640 --> 00:23:29.800]   I hate when people talk to me me to me to I do too. I don't like put in headphones and I cough
[00:23:29.800 --> 00:23:37.600]   I talk up Flem anything. Oh charming. Well, you don't want to be charming. You want to be the opposite?
[00:23:37.600 --> 00:23:40.880]   Hmm. Yeah. Oh, that's so funny
[00:23:42.400 --> 00:23:46.480]   So we're all missing throats. We're all missing throats. Yep. So does this effect?
[00:23:46.480 --> 00:23:51.960]   I did want to know just in case most people probably want to work why this is a big issue working and streaming
[00:23:51.960 --> 00:23:57.960]   But what about like your Kindle? Can I bring my kindall? No kindall is included as well. Oh, man devices big which is absurd
[00:23:57.960 --> 00:24:02.360]   That is I'm sorry. That's absurd. There's even less electronics than that than a phone
[00:24:02.360 --> 00:24:08.080]   Well, can you imagine having the argument with the airport person? No, this is a this is a nook not a Kindle
[00:24:08.520 --> 00:24:11.600]   Yeah, no reading anything bigger than phone reading devices
