;FFMETADATA1
title=Nothing About Me Without Me
artist=Leo Laporte, Jeff Jarvis, Ant Pruitt, Cory Doctorow
album_artist=TWiT
publisher=TWiT
album=This Week in Google
TRDA=2021-10-14
track=633
language=English
genre=Podcast
comment=Federated Twitter, Section 230 reform, Instagram moral panic
encoded_by=Uniblab 5.3
date=2021
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:04.300]   It's time for Twig this week in Google Stacey's got the week off good news
[00:02:27.920 --> 00:02:38.320]   Graduate School of Journalism at the City University of New York buzz machine.com hello, Jeff. Hello boss. All right
[00:02:38.320 --> 00:02:40.320]   I'm doing very well. Let me close the hymnal
[00:02:44.160 --> 00:02:46.160]   Hasn't been open lately I think
[00:02:46.160 --> 00:02:50.000]   Your Bible young man
[00:02:50.000 --> 00:02:55.160]   Through it from hands-on photography good day to you aunt
[00:02:55.160 --> 00:03:06.160]   Hello, sir. How you be? Mmm? I am great. We're looking forward to a exciting Giants game on Thursday as we take on the hated Los Angeles Dodgers
[00:03:06.160 --> 00:03:08.280]   It's been a playoff
[00:03:08.280 --> 00:03:15.160]   Spare a polar coaster ride speaking Los Angeles joining us now from his home in Burbank, California
[00:03:15.160 --> 00:03:19.280]   Love saying that Corey doctor. Oh hey Corey
[00:03:19.280 --> 00:03:24.720]   Hey, how are you? I know nothing about sports ball, but I do have a lost lawyer shirt. That's good
[00:03:24.720 --> 00:03:29.480]   You need a lost all your shirt. I have I have a gigante shirt so we can
[00:03:29.480 --> 00:03:35.160]   Fight it. I'm so lucky to have Corey doctor on the show. I look at that and I said that can't be true. We have Corey
[00:03:35.160 --> 00:03:37.280]   Yeah, it's just great. Glad to see you Corey
[00:03:37.280 --> 00:03:42.440]   I think I almost always say yes when they when I get asked so oh well be careful
[00:03:42.440 --> 00:03:48.040]   That point I'm on the road when you were when you were in England
[00:03:48.040 --> 00:03:54.080]   We couldn't get you as easily that's true when posi was first born and stuff, but we Corey's been a long time
[00:03:54.080 --> 00:03:59.540]   Inspiration on this network for since practically since we started Stacy
[00:03:59.540 --> 00:04:03.820]   Since tech TV did we talk to you? Wow? Oh, yeah
[00:04:04.400 --> 00:04:08.680]   Several times I used to you know EFFs offices were around the corner on Shotwell Street
[00:04:08.680 --> 00:04:12.240]   That's right, and I used to just walk over you are the spokes
[00:04:12.240 --> 00:04:19.120]   Spokes model for the electronic frontier foundation like that. Yeah, like that now at pluralistic
[00:04:19.120 --> 00:04:21.080]   net
[00:04:21.080 --> 00:04:23.840]   Which is I I recommended it
[00:04:23.840 --> 00:04:28.520]   I I'm blogged about it not that anybody reads my blog as soon as I saw you move from
[00:04:28.520 --> 00:04:34.240]   Boing-boing over here because I love your links and this is really a traditional link blog where it just a
[00:04:34.240 --> 00:04:43.560]   Link role of great stuff, and I'm really glad that you you do this. So thank you for doing it. You also write on
[00:04:43.560 --> 00:04:46.640]   on medium and
[00:04:46.640 --> 00:04:50.760]   When Jeff heard you were gonna be honest. Oh, we got to talk about dead letters
[00:04:50.760 --> 00:04:55.280]   This was your piece from three days ago on medium
[00:04:55.280 --> 00:04:58.440]   Email could be the last
[00:04:58.440 --> 00:05:02.040]   Federated internet technology alone drew me in but it isn't
[00:05:02.680 --> 00:05:09.360]   And Corey's on Mastodon we are we have a Mastodon instance Twitter social which is federated as well the idea being that
[00:05:09.360 --> 00:05:14.880]   Anybody can run a server, but servers can intercommunicate and so you could follow people on other servers
[00:05:14.880 --> 00:05:23.280]   Just like email you can address them on other servers if you have the fully you know a full fully qualified email domain name and all that stuff
[00:05:23.280 --> 00:05:27.400]   What is the what is the benefit of a federated network?
[00:05:28.960 --> 00:05:35.640]   Well look, you know network effects are really powerful and anytime you start talking about big tech and tech concentration winner
[00:05:35.640 --> 00:05:41.760]   Take all someone's gonna start talking about network effects and go like look you join Facebook because your friends were on Facebook and
[00:05:41.760 --> 00:05:47.240]   Then other people join Facebook because you were on Facebook and that's how Facebook got big and that's why we have winner take all
[00:05:47.240 --> 00:05:48.960]   But it's not true
[00:05:48.960 --> 00:05:56.520]   Because while that's how Facebook got big it's not how it stayed big and the way that it stayed big is by raising the switching costs
[00:05:56.880 --> 00:06:04.120]   So if you leave Facebook you have to convince all of your friends to leave Facebook with you or leave them behind
[00:06:04.120 --> 00:06:12.440]   And actually there was some pretty damning stuff in the new FTC complaint against Facebook where there's these executives emailing Zuck and saying like hey
[00:06:12.440 --> 00:06:18.280]   We're gonna add this photos product now and try to get people to put their family photos in Facebook
[00:06:18.280 --> 00:06:23.880]   So even when they hate Facebook and want to leave they'll stay because the price of leaving will be leaving behind
[00:06:24.120 --> 00:06:28.800]   Your family photos, right? It's it's so network effects are how you get big
[00:06:28.800 --> 00:06:35.160]   But high switching costs are how you take everybody a hostage so that you can stay big and the thing about federation
[00:06:35.160 --> 00:06:39.120]   Is it means you can move around it means that if you know it turns out that
[00:06:39.120 --> 00:06:46.280]   You made a mistake when you helped elect Mark Zuckerberg Pope Emperor of the social internet for three billion people
[00:06:46.280 --> 00:06:52.720]   You can go somewhere else without having to say goodbye to all the people who aren't ready to make the the jump yet
[00:06:53.280 --> 00:06:59.720]   And so federated networks are a way both to safeguard your own kind of digital self-determination
[00:06:59.720 --> 00:07:02.240]   So you can decide how you're gonna live your digital life
[00:07:02.240 --> 00:07:09.240]   But also way to discipline people who might be tempted to try and compromise your interests in favor of theirs
[00:07:09.240 --> 00:07:16.000]   You know like the the reason the thing that you can take away rarely from the with the Facebook whistleblower report is that
[00:07:16.000 --> 00:07:18.560]   Facebook sometimes thinks about what its users want
[00:07:18.960 --> 00:07:22.000]   But if it ever finds a thing that it would make its users life better
[00:07:22.000 --> 00:07:28.560]   But it shareholders lives worse the users lose every time and the reason for that is that it knows
[00:07:28.560 --> 00:07:31.600]   You're not gonna go anywhere else because of the high switching costs, you know
[00:07:31.600 --> 00:07:36.480]   This is that old Lily Tomlin sketch, you know, we don't have to care. We're the phone company, right?
[00:07:36.480 --> 00:07:38.000]   Where else you gonna go?
[00:07:38.000 --> 00:07:40.440]   You know two tin cans and a string
[00:07:40.440 --> 00:07:45.880]   So if you can federate things if you can leave and go somewhere else
[00:07:45.880 --> 00:07:48.720]   Even if you never do it if the option is there
[00:07:48.720 --> 00:07:51.760]   firms treat you better and if they don't
[00:07:51.760 --> 00:07:55.400]   You can do something and so that's why I
[00:07:55.400 --> 00:08:02.440]   Try never to get locked into anyone else's walled garden, you know, I try to try to pursue this publishing strategy
[00:08:02.440 --> 00:08:05.760]   They call posse post-owned sites syndicate everywhere
[00:08:05.760 --> 00:08:09.840]   My readers are obviously like mostly not gonna find me on RSS or my blog
[00:08:09.840 --> 00:08:15.480]   Which are you know federated and open and so everything also gets manually mirrored as Twitter threads and
[00:08:15.480 --> 00:08:22.560]   Macedon threads and Tumblr posts and medium posts and whatever but the permalinks the place where all that stuff lives the canonical thing is
[00:08:22.560 --> 00:08:26.920]   My own site and if I ever referenced something I've ever written
[00:08:26.920 --> 00:08:35.200]   It's always a reference to my own site and not to say the Twitter thread even if the Twitter thread got read more because I want the canon
[00:08:35.200 --> 00:08:40.680]   You know the thing other people refer to the long-term stock that I develop
[00:08:40.960 --> 00:08:44.960]   To be something that I control and that I'm not under the thumb of
[00:08:44.960 --> 00:08:49.000]   Someone at some other firm, you know, even if you liked and trusted Jack
[00:08:49.000 --> 00:08:56.520]   If he gets like if he goes off to like whatever it is he does bow hunt up an ox and has a horrible accident and
[00:08:56.520 --> 00:09:01.560]   And then you know next week like Rupert Murdoch buys the service out
[00:09:01.560 --> 00:09:09.560]   You know, what are you gonna do? Right? So that's why that's why it's really important to at least have the option of an escape patch
[00:09:10.120 --> 00:09:12.560]   Or can I speak a question that came up last week?
[00:09:12.560 --> 00:09:15.640]   Yeah
[00:09:15.640 --> 00:09:21.720]   And bless you you're the greatest warrior. I know for freedom of expression and and I love you for that
[00:09:21.720 --> 00:09:25.680]   So in that I'm not I'm not endorsing what I'm about to say
[00:09:25.680 --> 00:09:31.960]   But right now there's a lot of calls for playing whack-a-mole with bad stuff on the internet
[00:09:31.960 --> 00:09:38.920]   Right and and how do we get rid of of of of January 6 conspiracies and vaccine disinformation and blah blah blah blah
[00:09:39.320 --> 00:09:45.000]   Does a federated world make that impossible to even complete? It's pretty much impossible now anyway
[00:09:45.000 --> 00:09:50.840]   I know that but does it does it make the the the dreams of the authoritarians or
[00:09:50.840 --> 00:09:53.640]   the legislators
[00:09:53.640 --> 00:09:56.320]   In hearings even harder
[00:09:56.320 --> 00:10:01.280]   Well look, I mean when stuff is unambiguously unlawful
[00:10:01.280 --> 00:10:05.240]   There's always gonna be remedies and there's just gonna be like a cost-benefit decision, right?
[00:10:05.240 --> 00:10:09.480]   Like do you want to bother like say say it's illegal to
[00:10:09.480 --> 00:10:13.280]   infringe copyright, which it is right and
[00:10:13.280 --> 00:10:23.000]   example and and you know like say this is a real example actually say your James Joyce's idiot grandson Stephen Joyce
[00:10:23.000 --> 00:10:32.760]   The hundredth anniversary of Blooms day and you send a letter to every pub in Ireland
[00:10:32.760 --> 00:10:37.520]   Say no one gets to read you listen here. Are I gonna come down on you like a ton of bricks?
[00:10:37.520 --> 00:10:46.760]   Technically, it's illegal. I think most pubs where it happened. It didn't didn't affect them, right? So, you know, there's that it's true that
[00:10:46.760 --> 00:10:52.440]   You know, we cannot always enforce all unlawful speech
[00:10:52.440 --> 00:10:56.880]   But if I tell you what if people like organized a
[00:10:57.800 --> 00:11:03.480]   Giant rally to do that, you know say a civil disobedience rally to read to read Ulysses
[00:11:03.480 --> 00:11:08.880]   You know, Stephen Joyce would know where to find them and could get them, you know, could pull the plug on them
[00:11:08.880 --> 00:11:14.560]   So you do get to damp the scale when speeches on law for in any event, right?
[00:11:14.560 --> 00:11:21.160]   If it if so long as it's it has to stay below the threshold of being easily noticed and enforced against but you know
[00:11:21.160 --> 00:11:25.080]   I think that you know when we talk about vaccine mis information or disinformation
[00:11:25.680 --> 00:11:32.360]   Most of that is not illegal, right? So like, you know, this is the thing that whenever we talk about repealing section 230
[00:11:32.360 --> 00:11:34.360]   God help us all take a drink
[00:11:34.360 --> 00:11:36.560]   You know, we are
[00:11:36.560 --> 00:11:43.120]   Mostly people are saying well if if if big platforms had to worry about liability for user speech
[00:11:43.120 --> 00:11:47.360]   Then a bunch of stuff that we don't like wouldn't be there like hate speech or like
[00:11:47.360 --> 00:11:53.880]   Some forms of harassment or vaccine disinformation or whatever none of that speech is illegal
[00:11:54.000 --> 00:11:57.440]   Like I don't know what they think is gonna get them that now, you know firms
[00:11:57.440 --> 00:12:05.000]   Can take the choice to remove that stuff? I personally hope they do if I were running a message board I would but
[00:12:05.000 --> 00:12:12.280]   You know the the reality is that speech that is lawful will take place somewhere and even speech that's unlawful
[00:12:12.280 --> 00:12:16.760]   But hard to detect will take place somewhere, you know, there there are
[00:12:16.760 --> 00:12:20.240]   tables and diners where people are
[00:12:20.840 --> 00:12:27.160]   Planning bank jobs and it's true that if like we could get all of those diners to monitor their
[00:12:27.160 --> 00:12:33.760]   diners speech the eaters speech we could probably prevent a bank job or two at the margins and
[00:12:33.760 --> 00:12:40.200]   If everyone were forced to eat in one giant restaurant then it would be easier to monitor everyone's speech
[00:12:40.200 --> 00:12:41.880]   but like I
[00:12:41.880 --> 00:12:47.600]   Think that there's better ways to prevent bank robberies, you know, I'm not endorsing bank robberies. I am anti-bank robbery
[00:12:47.600 --> 00:12:54.240]   I just don't think that like this is the right approach to to limit unlawful speech
[00:12:54.240 --> 00:13:01.440]   And I think we have to make our peace with their being lawful speech even though we don't like it and learn learn to ignore
[00:13:01.440 --> 00:13:04.800]   bad speech better bad or counter it or
[00:13:04.800 --> 00:13:11.200]   Impose penalties for it right there's social sanction like free speech is not consequence free speech
[00:13:11.200 --> 00:13:15.800]   Right, I can say I never want to talk to you again because of the way you talk
[00:13:16.280 --> 00:13:19.600]   Right and and I can ask my friends to say
[00:13:19.600 --> 00:13:25.760]   Don't talk to this person again because the way they talk, you know, there are consequences that follow from speech
[00:13:25.760 --> 00:13:28.440]   Right someone might decide not to hire you look
[00:13:28.440 --> 00:13:31.320]   I'm like in the midst of applying for US citizenship here
[00:13:31.320 --> 00:13:38.600]   There are a lot of things that I don't post to the internet because I understand that one of the consequences might be that
[00:13:38.600 --> 00:13:45.800]   Someone who works for the immigration service might look at it take it out of context or even understand the context and decide that
[00:13:45.800 --> 00:13:48.240]   I don't have what it takes to be an American. I mean
[00:13:48.240 --> 00:13:54.760]   There are consequences to speech and there should be consequences to speech there just shouldn't be
[00:13:54.760 --> 00:13:56.520]   a
[00:13:56.520 --> 00:14:03.520]   Law against saying odious things there can be other forms of sanction against saying odious things
[00:14:03.520 --> 00:14:08.800]   Well spoken very well said yeah, yeah, I agree under two cents
[00:14:08.800 --> 00:14:14.360]   And and by the way stay James Joyce's idiot grandson passed away some years ago, so you can go
[00:14:14.360 --> 00:14:21.240]   Lie over the dead Nick and next Blooms day go ahead go ahead read a regulist. He's allowed. It's okay
[00:14:21.240 --> 00:14:25.140]   I'm sorry aunt you wanted to ask a question well
[00:14:25.140 --> 00:14:32.040]   He was talking about the the expensive switching costs from getting off of something like Facebook or even Twitter or what have you
[00:14:32.040 --> 00:14:36.120]   You just detailed a lot of different information that shows just how
[00:14:36.120 --> 00:14:44.200]   Bad things could be on these platforms and the benefits of going to something federated yet people aren't
[00:14:44.200 --> 00:14:46.200]   doing it
[00:14:46.200 --> 00:14:51.540]   That's the real problem is a way we can take your photos off of Facebook and put them on Flickr and
[00:14:51.540 --> 00:14:55.880]   Everything else is out there, but people aren't going to do it. So
[00:14:55.880 --> 00:14:58.440]   What's the hang up here?
[00:14:58.440 --> 00:15:01.440]   So I you're you're talking about well
[00:15:01.440 --> 00:15:05.960]   There's two things that are probably accounting for why people are staying there actually three if we want to be really generous
[00:15:05.960 --> 00:15:09.240]   So the generous explanation is maybe people actually like it
[00:15:09.560 --> 00:15:16.000]   You know, there's this kind of economics idea of reveal preferences people what people do they secretly like I think is
[00:15:16.000 --> 00:15:19.240]   You know demonstrably untrue in at least some cases
[00:15:19.240 --> 00:15:23.880]   There's another problem, which is collective action, right?
[00:15:23.880 --> 00:15:31.800]   It may be that you don't like Facebook, but you can't organize all your friends to leave Facebook and so you stay because the
[00:15:31.800 --> 00:15:34.440]   the combination of
[00:15:35.000 --> 00:15:41.280]   Not liking Facebook and the cost of getting everyone to go somewhere else is so high that you can't manage it
[00:15:41.280 --> 00:15:43.080]   And that's where lowering switching costs can really help
[00:15:43.080 --> 00:15:51.480]   So there's a group that we worked with at EFF who are breast cancer pre-vivers. So they have the the BRCA gene and that means that they
[00:15:51.480 --> 00:15:54.520]   are often sick sometimes
[00:15:54.520 --> 00:15:56.720]   Fadily ill
[00:15:56.720 --> 00:16:02.240]   They are at risk of being sick. They're contemplating major surgeries like radical mastectomies
[00:16:02.240 --> 00:16:08.920]   and they have aunts and daughters and mothers and other family members who are sick or died and so there's a lot of trauma there and
[00:16:08.920 --> 00:16:12.400]   Facebook really aggressively courted them to join the platform
[00:16:12.400 --> 00:16:14.160]   It was about a decade ago
[00:16:14.160 --> 00:16:19.280]   There was a real push to bring medical communities into Facebook because they're very sticky right like there are reasons
[00:16:19.280 --> 00:16:21.800]   they're you know once you find your medical group you stay and
[00:16:21.800 --> 00:16:28.800]   One of the members who is not a technologist, but just was curious and smart
[00:16:28.880 --> 00:16:37.240]   She was poking around and she found this huge bug in Facebook where you could enumerate the membership of any group on Facebook without being a member of it
[00:16:37.240 --> 00:16:38.200]   and
[00:16:38.200 --> 00:16:44.680]   This is obviously very alarming for her kind of group. It's alarming more generally Facebook shouldn't work that way
[00:16:44.680 --> 00:16:50.560]   So she took her bug report to Facebook and they said that's not a bug report. It's a feature request
[00:16:50.560 --> 00:16:57.080]   We're not gonna abide by it. It's a won't fix and she made a lot of stink and they said finally, okay
[00:16:57.080 --> 00:17:01.240]   And I guess it's because their ad tech stack benefited from this enumeration thing
[00:17:01.240 --> 00:17:06.560]   But they said finally okay, you can enumerate a group membership and only if you're a member of the group
[00:17:06.560 --> 00:17:10.120]   Which is still not sufficient for them. It's still a big privacy risk
[00:17:10.120 --> 00:17:14.520]   So for years they've been trying to figure out how to get everyone off of Facebook
[00:17:14.520 --> 00:17:18.000]   Now imagine if they could stand up a diaspora instance
[00:17:18.000 --> 00:17:23.760]   Right, which is like this Fediverse alternated to Facebook and they could federate it with Facebook through like an API
[00:17:23.760 --> 00:17:28.000]   Or maybe if Facebook didn't want to collaborate, but if they could you know be assured that
[00:17:28.000 --> 00:17:35.360]   They wouldn't face legal jeopardy. They could like use bots and scrapers to pull messages out of the group and put them in the diaspora
[00:17:35.360 --> 00:17:39.640]   Instance and then take the responses from the diaspora group and put them back into Facebook
[00:17:39.640 --> 00:17:46.120]   That's how Facebook started. They used to do that with MySpace because of course, you know Rupert Murdoch wasn't gonna let his users go willingly
[00:17:46.120 --> 00:17:52.880]   And so Facebook which pitched itself as the pro privacy alternative to MySpace where we only show your data to your friends
[00:17:53.280 --> 00:18:01.000]   Gave people this way to to grab their waiting inbox from MySpace replied to it on Facebook and push it back out with a footer
[00:18:01.000 --> 00:18:04.280]   That said I sent this from Facebook. Why are you still on MySpace, right?
[00:18:04.280 --> 00:18:06.280]   Mm-hmm and
[00:18:06.280 --> 00:18:13.520]   They could do this and they could have a footer on their messages that said this was sent from the pre-viver diaspora instance
[00:18:13.520 --> 00:18:20.280]   Today or you know yesterday 27% of our traffic originated off Facebook once that reaches 60%
[00:18:20.880 --> 00:18:25.840]   we are going to start a timer that lasts for 28 days and then we're gonna sever the link and
[00:18:25.840 --> 00:18:33.240]   Here's how to find out more about joining the group off Facebook and and you know if they could do that they could
[00:18:33.240 --> 00:18:36.200]   resolve that collective action problem and
[00:18:36.200 --> 00:18:42.840]   And rather than try to organize international everyday leaves Facebook day next Wednesday at 3 in the afternoon
[00:18:42.840 --> 00:18:48.880]   They could let people trickle out one at a time in the same way that like you know at one point
[00:18:48.880 --> 00:18:55.760]   You probably had a hotmail account and then you noticed that all your friends had Gmail accounts and eventually you got a Gmail account
[00:18:55.760 --> 00:18:58.280]   You kind of let your hotmail account language, right?
[00:18:58.280 --> 00:19:05.000]   We didn't have international quit hotmail and join Gmail day. We defeated the collective action problem with a low switching cost
[00:19:05.000 --> 00:19:12.520]   Mmm, but Aunt makes an excellent point. I mean diaspora has been around for a decade. I don't see I forgot I had an account
[00:19:12.520 --> 00:19:18.240]   Well, there's but there's no way to but but there's no way to get your friends on to diaspora unless you all do it at once
[00:19:18.240 --> 00:19:25.800]   Yeah, right so you can you can go and sit on Leo's diaspora and hope your friends eventually have the light
[00:19:25.800 --> 00:19:27.800]   Yeah, you know
[00:19:27.800 --> 00:19:35.880]   You know and quit and quit Facebook with you, but like that's that's um a
[00:19:35.880 --> 00:19:39.680]   Really low probability event like it does sometimes happen
[00:19:39.680 --> 00:19:44.080]   You do see surges sometimes of people quitting because stuff gets bad and often
[00:19:44.080 --> 00:19:48.120]   It's a slowly at first and then all at once thing last week a bunch bunch of people quit
[00:19:48.120 --> 00:19:52.440]   What's happened join signal for a little precipitating event, right?
[00:19:52.440 --> 00:19:59.320]   Sometimes that happens and you know signal has this advantage that your WhatsApp identity is your phone number and your signal identity is your phone number
[00:19:59.320 --> 00:20:01.560]   And so the switching costs just super low
[00:20:01.560 --> 00:20:09.560]   Right all you do is install signal and tells you which of your WhatsApp friends have signal accounts and people have criticized signal for this
[00:20:09.560 --> 00:20:12.200]   right for for having this but you know, it's um
[00:20:12.760 --> 00:20:14.760]   It's a mixed blessing
[00:20:14.760 --> 00:20:22.600]   But it does allow people to very easily migrate from one platform to another and again that that kind of makes sure that signal
[00:20:22.600 --> 00:20:24.160]   behaves itself better
[00:20:24.160 --> 00:20:26.160]   It's one of the the best hedges we have
[00:20:26.160 --> 00:20:34.040]   Against Moxie suddenly becoming evil Moxie right which you know like no one is immune to it people
[00:20:34.040 --> 00:20:38.200]   People are really good at kidding themselves, especially when it's like well
[00:20:38.600 --> 00:20:43.360]   Either I make this little compromise or the hundred friends I convinced to quit their jobs are
[00:20:43.360 --> 00:20:48.320]   And come work for me are gonna lose their jobs next week and none of their kids are gonna go to college
[00:20:48.320 --> 00:20:51.600]   Right people are really good at talking themselves into compromises
[00:20:51.600 --> 00:20:57.680]   But if that compromise comes with and then the next day all my users are gonna quit signal because it's so easy to leave
[00:20:57.680 --> 00:21:01.120]   Then maybe that's the thing that stays their hand
[00:21:01.120 --> 00:21:04.480]   Maybe that's the they call it the Ulysses pact, right?
[00:21:04.480 --> 00:21:07.200]   Where you tie yourself to the mass before you sail into the waters
[00:21:07.200 --> 00:21:14.720]   That because because you know you're strong now, but you know you might be weak in the future one conceivable remedy then might be to make
[00:21:14.720 --> 00:21:20.080]   Make migration costs lower make it require Facebook to allow you to do that
[00:21:20.080 --> 00:21:24.880]   I'm sure Facebook prevents you right now from saying hey join me in the bRCA group on
[00:21:24.880 --> 00:21:26.760]   diaspora
[00:21:26.760 --> 00:21:28.200]   Well, you can export your data
[00:21:28.200 --> 00:21:34.080]   But you can't do a real-time link and you can export your data mostly because of GDPR compliance and CCPA compliance
[00:21:34.360 --> 00:21:35.560]   And it's not great
[00:21:35.560 --> 00:21:42.240]   There's no there's not a lot of other places to go because a one-time export is useful if you're like giving your papers to a library
[00:21:42.240 --> 00:21:49.480]   Or if there's another service that that works like it where all your friends are already and you can get your data out and put it back somewhere else
[00:21:49.480 --> 00:21:53.600]   I was just let's not that the access act which was created in the Senate by the
[00:21:53.600 --> 00:21:59.560]   That's what I was just a holy alliance of Josh Holly and Dick Blumenthal and Mark Warner
[00:21:59.920 --> 00:22:05.640]   It's been in committee for two years now. I don't no no no no. No, it's in the house now. Oh, it's in the house now
[00:22:05.640 --> 00:22:10.320]   Yeah, you build there's it's part of a package of five antitrust bills
[00:22:10.320 --> 00:22:17.560]   They had a 32 hour markup session and it's progressing and there's also the DSA and DMA in Europe
[00:22:17.560 --> 00:22:24.760]   So there's actually a lot of action on this and so these are bills that would require the big platforms to expose an API
[00:22:24.760 --> 00:22:27.840]   And you know the problem is who gets to plug into it
[00:22:27.840 --> 00:22:30.760]   So in the hearings oh Lofgren raised some pretty good points like
[00:22:30.760 --> 00:22:38.160]   What if Cambridge Analytica wants to interoperate with Facebook or what if it's the Chinese government, you know and the answer isn't?
[00:22:38.160 --> 00:22:42.200]   Well, I guess we'll just let Facebook keep us safe
[00:22:42.200 --> 00:22:48.360]   From the bad guys because like if our line of defense against Cambridge Analytica is Facebook
[00:22:48.360 --> 00:22:50.360]   I've really bad news for you
[00:22:50.360 --> 00:22:53.480]   Facebook already let Cambridge Analytica get all your data, right?
[00:22:53.480 --> 00:23:00.760]   So maybe maybe instead of letting a boardroom full of heavily conflicted billionaires and Mountain View
[00:23:00.760 --> 00:23:01.840]   decide
[00:23:01.840 --> 00:23:05.760]   Who is and isn't a fit entity to plug into the service?
[00:23:05.760 --> 00:23:09.160]   Maybe we could have like a freestanding privacy law that
[00:23:09.160 --> 00:23:15.760]   Determine what you were allowed to do with that data and so access act actually has some of that access act says
[00:23:15.760 --> 00:23:18.360]   You can't commercialize the data
[00:23:18.680 --> 00:23:25.360]   You can't process the data beyond what is needed to enable communication between your users and Facebook's users
[00:23:25.360 --> 00:23:28.600]   And you have to let users take the data with them
[00:23:28.600 --> 00:23:31.120]   So that that is a pretty good hedge against it
[00:23:31.120 --> 00:23:37.640]   But what would be much better would be if we had a national privacy law that had a meaningful consent regime and
[00:23:37.640 --> 00:23:39.960]   What they call the private right of action?
[00:23:39.960 --> 00:23:46.760]   Which is the right to sue companies that violate the law instead of like writing letters to the Attorney General when you get screwed and
[00:23:46.920 --> 00:23:53.960]   Bagging them to take up your case is the California privacy act the CCPA is that is that a step in the right direction?
[00:23:53.960 --> 00:23:55.960]   It's a step, but it doesn't have the private right of action
[00:23:55.960 --> 00:24:02.760]   Right and the reason it doesn't have the private right of action is that they correctly assessed that if there were a private right of action
[00:24:02.760 --> 00:24:04.760]   the tech platforms would
[00:24:04.760 --> 00:24:06.480]   go
[00:24:06.480 --> 00:24:09.800]   like thermonuclear to stop it because they they are
[00:24:09.800 --> 00:24:12.360]   willing to bet that they can
[00:24:12.840 --> 00:24:17.240]   modify buy off or at least take the temperature of
[00:24:17.240 --> 00:24:20.560]   regulators and lawmakers or
[00:24:20.560 --> 00:24:25.640]   Enforcers that might come after them, but what they don't want is what they have in Europe
[00:24:25.640 --> 00:24:29.640]   Which is the Mac Shrem's problem, so I don't know if you know max. He's a wonderful dude
[00:24:29.640 --> 00:24:38.920]   He was a law student from Austria went to Stanford went back to Europe and was like wait a second Facebook is totally violating European
[00:24:40.120 --> 00:24:46.600]   Privacy law I'm gonna make them give me my data and find out how bad it is and they like stonewalled him and he was like
[00:24:46.600 --> 00:24:50.880]   I've got a law degree and nothing else to do like I can make your life a little bit
[00:24:50.880 --> 00:24:57.440]   And and they they gave him his data and and the
