;FFMETADATA1
title=Fail Whale on Ice
artist=TWiT
album_artist=TWiT
album=This Week in Google
track=372
genre=Podcast
comment=http://twit.tv/twig
copyright=These netcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2016
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:06.600]   It's time for Twig. This week in Google, I'm taking over the show for the second of three weeks.
[00:06:55.200 --> 00:06:56.200]   I don't think you need the both.
[00:06:56.200 --> 00:06:57.200]   I think that's possible.
[00:06:57.200 --> 00:07:01.200]   I think even, you know, I keep on plugging.
[00:07:01.200 --> 00:07:06.200]   I have no interest in this, but I keep on plugging the amazing Mivo camera that Leo also has.
[00:07:06.200 --> 00:07:11.200]   It shoots at 150 at 4K, which enables you to get and it recognizes faces.
[00:07:11.200 --> 00:07:14.200]   So it can get, it's like having a four camera shoot.
[00:07:14.200 --> 00:07:22.200]   If you have 180 and people can pick perspective on that, I think that's interesting and it can work in most of any format.
[00:07:22.200 --> 00:07:26.200]   And if a phone can do 150 or 180, that opens up a lot of opportunities.
[00:07:26.200 --> 00:07:29.200]   I think it's what they do, LG, I think has a 180.
[00:07:29.200 --> 00:07:34.200]   One of the cameras is advertising the fact that you can go to 180 now.
[00:07:34.200 --> 00:07:42.200]   - Makes sense. - Well, first of all, what I'm implying with this is that, you know, I've said if you add the two either side, then you've got a stereostopic thing.
[00:07:42.200 --> 00:07:43.200]   You can do the full depth thing.
[00:07:43.200 --> 00:07:50.200]   - Right. - If you put the front and back one, you can have effects really 180 on one side and 180 on the other and do this stitching.
[00:07:50.200 --> 00:07:56.200]   - And each 180 has a value beyond, you know, a 90 degree. - Yeah.
[00:07:56.200 --> 00:07:58.200]   - That'd be a cool way to fill it out.
[00:07:58.200 --> 00:08:04.200]   - And I feel like if Google's gonna do something in VR, it's gotta be something that no one else is really doing.
[00:08:04.200 --> 00:08:06.200]   It's gotta be something that's a little different, their own take on it.
[00:08:06.200 --> 00:08:14.200]   And I think that, you know, it laid the groundwork with the Daydream spec at I/O in May, and this is real now going to be the consumer payoff, hopefully.
[00:08:14.200 --> 00:08:15.200]   - Yeah, exactly.
[00:08:15.200 --> 00:08:22.200]   So Google has already kind of started to set the wheels in motion for content and getting developers on board.
[00:08:22.200 --> 00:08:28.200]   They actually just a few days ago took the Google VR SDK out of beta.
[00:08:28.200 --> 00:08:42.200]   There are a bunch of developers that Google has relationships with that are currently working on this, obviously, and I have a really good feeling if and when they show this off at the event next week, you know, not only are we're gonna see at least some compatible hardware,
[00:08:42.200 --> 00:08:50.200]   not only are we're gonna see Google's latest crop of Pixel phones probably compatible with the Daydream spec, but we'll also, I would hope, anyway,
[00:08:50.200 --> 00:09:03.200]   is they would demonstrate a little bit of what developers have been able to do with their partnerships to create and bring these immersive experiences to Android VR to give it, you know, to Daydream VR to give it some reason to actually exist.
[00:09:03.200 --> 00:09:09.200]   'Cause I mean, that's the question is how necessary is this that it's being built into Android directly?
[00:09:09.200 --> 00:09:10.200]   I'm excited for it though.
[00:09:10.200 --> 00:09:16.200]   I've got Gear VR at home and I show it to people, you know, people come over and they see that thing.
[00:09:16.200 --> 00:09:20.200]   They're like, "Oh, is that virtual reality?" You know, they've never done it before.
[00:09:20.200 --> 00:09:27.200]   Go ahead and put them in like a roller coaster thing or, you know, something fun and I mean, it's really cool to see what it does for them.
[00:09:27.200 --> 00:09:34.200]   It's just translating that into the everyday person, like, how do you get them excited without having a headset to put on every single person's head?
[00:09:34.200 --> 00:09:35.200]   I don't know how that translates.
[00:09:35.200 --> 00:09:36.200]   Right.
[00:09:36.200 --> 00:09:45.200]   That's something that we actually, Jason, you and I talked about this, I think, last week with the Samsung ads that have been running for Gear VR, which are shooting people using Gear VR,
[00:09:45.200 --> 00:09:49.200]   so you don't see what they're seeing in the visor, but you're seeing their reaction to it.
[00:09:49.200 --> 00:09:53.200]   And I think that's a way of humanizing the experience that, 'cause really VR is a hard thing to sell.
[00:09:53.200 --> 00:09:57.200]   And, you know, it looks like Samsung has figured out a neat way to do it.
[00:09:57.200 --> 00:10:05.200]   I'm curious, especially with this event, you know, being so hyped up to be the big consumer event, what Google's angle on selling VR to their customers will be.
[00:10:05.200 --> 00:10:06.200]   Yeah.
[00:10:06.200 --> 00:10:11.200]   So what do you think, given this supposed to be VR and phone and home and assistant?
[00:10:11.200 --> 00:10:12.200]   It's everything.
[00:10:12.200 --> 00:10:16.200]   Yeah. What do you think their killer is going to be in that?
[00:10:16.200 --> 00:10:20.200]   And knowing what we know, what do you think the biggest priority is?
[00:10:20.200 --> 00:10:22.200]   The most...
[00:10:22.200 --> 00:10:25.200]   Oh, man, that's a really challenge.
[00:10:25.200 --> 00:10:27.200]   Let me add in that I'm...
[00:10:27.200 --> 00:10:33.200]   No, I mean, if you haven't talked about already, we'll talk about the next Pixel, the Pixel 3.
[00:10:33.200 --> 00:10:37.200]   I'm also, I'm this consulate that we may have to wait a year for a new Pixel.
[00:10:37.200 --> 00:10:41.200]   I figured that might be something you were too excited about, but it's nice to know there's something I'm doing.
[00:10:41.200 --> 00:10:43.200]   There's something on the horizon.
[00:10:43.200 --> 00:10:44.200]   Well, we think.
[00:10:44.200 --> 00:10:45.200]   We think anyways.
[00:10:45.200 --> 00:10:46.200]   Yeah, I don't know.
[00:10:46.200 --> 00:10:51.200]   I mean, I am personally ever since, and we haven't... we have not talked about it on the show yet, so we might as well bring it up now.
[00:10:51.200 --> 00:10:54.200]   What you're talking about is something called Andromeda.
[00:10:54.200 --> 00:10:59.200]   There have been multiple leaks to Android police as well as to 9 to 5 Google.
[00:10:59.200 --> 00:11:02.200]   We're basically saying there is a new OS.
[00:11:02.200 --> 00:11:05.200]   We've heard this often off of the past hour many years.
[00:11:05.200 --> 00:11:10.200]   Wall Street Journal teased this last year, a full year ago, saying that sometime this year,
[00:11:10.200 --> 00:11:16.200]   there would be a new OS at least unveiled in the following year, it would be released in some sort of commercial product
[00:11:16.200 --> 00:11:19.200]   that combines Android and Chrome OS officially.
[00:11:19.200 --> 00:11:26.200]   I think when we saw at Google I/O that Android apps were coming into Chrome OS, we thought, "Oh, maybe this is what they were talking about."
[00:11:26.200 --> 00:11:30.200]   And you know, Google, Alphabet had changed, you know, its direction, its course on that.
[00:11:30.200 --> 00:11:35.200]   But it turns out Andromeda, which is this OS, is expected to launch sometime.
[00:11:35.200 --> 00:11:41.200]   I think it's Q3 of next year on what would be the next pixel, the Pixel 3.
[00:11:41.200 --> 00:11:47.200]   It's supposedly being tested quietly on a Nexus 9 or maybe the new Nexus 7.
[00:11:47.200 --> 00:11:54.200]   What I've said is this is not Android being added to Chrome, it's the opposite.
[00:11:54.200 --> 00:11:59.200]   When I've read the rumor is that it's Chrome being added to Android exactly, and that Android becomes the base.
[00:11:59.200 --> 00:12:03.200]   So in your prognostication, do you think this is a third operating system,
[00:12:03.200 --> 00:12:07.200]   or does this eventually in fact replace the other two?
[00:12:07.200 --> 00:12:14.200]   Personally, I have a hard time believing that Google, I mean, granted they have two OS's right now, they have Android for mobile,
[00:12:14.200 --> 00:12:18.200]   and then they have Chrome OS for their like laptop effort or whatever.
[00:12:18.200 --> 00:12:25.200]   I have a hard time thinking that Google would concurrently create an Android that is not including this extra stuff,
[00:12:25.200 --> 00:12:28.200]   and then a version of Android that does include this extra stuff.
[00:12:28.200 --> 00:12:33.200]   I think if they're going to do this, I think it becomes the next phase of Android essentially,
[00:12:33.200 --> 00:12:38.200]   and it becomes Android, that includes all the great things of Chrome OS for whatever form factor.
[00:12:38.200 --> 00:12:44.200]   I mean, this Pixel 3, they're not targeting this at the audience, it's supposed to be a convertible tablet, let's say.
[00:12:44.200 --> 00:12:48.200]   They're not targeting at users of high-end tablets.
[00:12:48.200 --> 00:12:54.200]   Their purpose based on some of these leaks is to target MacBook Pro users, that level of users.
[00:12:54.200 --> 00:13:02.200]   So what they're really creating here, if you think about that, is an actual laptop desktop style.
[00:13:02.200 --> 00:13:06.200]   Well, also the Windows, what do you call it, the Windows tablet thing?
[00:13:06.200 --> 00:13:07.200]   The Surface.
[00:13:07.200 --> 00:13:09.200]   Surface too, right? Would it compete with that?
[00:13:09.200 --> 00:13:16.200]   Yeah, I mean it sounds like it would have stylus support, so a Wacom tablet support in there.
[00:13:16.200 --> 00:13:17.200]   It sounds really compelling.
[00:13:17.200 --> 00:13:19.200]   But a year is a long way.
[00:13:19.200 --> 00:13:20.200]   A long way.
[00:13:20.200 --> 00:13:21.200]   Geez.
[00:13:21.200 --> 00:13:23.200]   Yeah, so there's that.
[00:13:23.200 --> 00:13:28.200]   And then also, with this event and this news coming up, I don't want to see them say,
[00:13:28.200 --> 00:13:32.200]   "And we've got this great new thing that's coming in a year from now."
[00:13:32.200 --> 00:13:34.200]   The whole point of this is to get people excited.
[00:13:34.200 --> 00:13:35.200]   Okay, then I'm going to say that.
[00:13:35.200 --> 00:13:36.200]   Right.
[00:13:36.200 --> 00:13:38.200]   Well, I hope that they do show it off.
[00:13:38.200 --> 00:13:45.200]   Some of the rumors are pointing to this Huawei 7-inch tablet as being the potentially,
[00:13:45.200 --> 00:13:51.200]   well, number one, it would be an excess, so we're wondering if Pixel replaces Nexus,
[00:13:51.200 --> 00:13:54.200]   it turns out, based on these leaks, that Nexus would still exist.
[00:13:54.200 --> 00:13:59.200]   It would still be the developer-focused kind of arm of Google's hardware efforts,
[00:13:59.200 --> 00:14:05.200]   and that this tablet would in fact be a nexus because whether it hits developers' hands immediately
[00:14:05.200 --> 00:14:12.200]   after the event or with NuGet or with Andromeda, at some point it is expected to get Andromeda
[00:14:12.200 --> 00:14:18.200]   be kind of like the test-based piece of hardware so that developers can get on board and learn
[00:14:18.200 --> 00:14:21.200]   the lessons they need to learn to prepare for the official launch.
[00:14:21.200 --> 00:14:28.200]   So in this world where you have, is it possible to imagine in two years that every laptop will not,
[00:14:28.200 --> 00:14:30.200]   A, will there be such thing as a laptop?
[00:14:30.200 --> 00:14:32.200]   Will everything be convertible?
[00:14:32.200 --> 00:14:35.200]   And B, will they all have to have touch?
[00:14:35.200 --> 00:14:37.200]   That's a good question.
[00:14:37.200 --> 00:14:38.200]   Interesting.
[00:14:38.200 --> 00:14:41.200]   When I saw that, I thought it was a good question.
[00:14:41.200 --> 00:14:44.200]   Is the idea that Chromebook without touch becomes absurd once you have Android editing?
[00:14:44.200 --> 00:14:45.200]   Yeah, I agree.
[00:14:45.200 --> 00:14:51.200]   I would not buy a Chrome OS laptop right now if it did not have touch because the enticing quality
[00:14:51.200 --> 00:14:56.200]   of it beyond just being Chrome OS now is access to millions of Android apps and those are
[00:14:56.200 --> 00:14:59.200]   like, you can only have your header if you have touch versus not.
[00:14:59.200 --> 00:15:00.200]   But...
[00:15:00.200 --> 00:15:05.200]   But I don't know, it's been, you know, I consider myself to be on the cutting edge and I can't
[00:15:05.200 --> 00:15:07.200]   give up a physical keyboard on my laptop.
[00:15:07.200 --> 00:15:08.200]   I agree with that.
[00:15:08.200 --> 00:15:09.200]   I agree with that.
[00:15:09.200 --> 00:15:11.200]   I absolutely agree with that.
[00:15:11.200 --> 00:15:16.200]   But if you start to combine the two worlds, right here is my Pixel C, right?
[00:15:16.200 --> 00:15:20.200]   And that's the only thing I travel with now.
[00:15:20.200 --> 00:15:26.200]   But because it has a keyboard, because the keyboard is so wonderfully integrated and by
[00:15:26.200 --> 00:15:29.200]   the way, trickle charges, so I don't have to have to charge the damn thing.
[00:15:29.200 --> 00:15:31.200]   And so it's just a separable laptop.
[00:15:31.200 --> 00:15:33.200]   So I agree with you, Ron.
[00:15:33.200 --> 00:15:37.200]   But I always think it's been for several years as well.
[00:15:37.200 --> 00:15:44.200]   And in effect, Apple is with the iPad Pro where the keyboard is kind of part of the experience.
[00:15:44.200 --> 00:15:48.200]   So we are seeing that convergence between the two.
[00:15:48.200 --> 00:15:52.200]   But with Android, we're going to get all the variations because it's Android.
[00:15:52.200 --> 00:15:57.200]   It's not like Google will make a set of product choices, but then there's several other players
[00:15:57.200 --> 00:15:59.200]   who make different sets of choices.
[00:15:59.200 --> 00:16:02.200]   So the space will get explored one way or the other.
[00:16:02.200 --> 00:16:07.200]   Yeah, here I'm still waiting for one of those experimental projection keyboards that I can
[00:16:07.200 --> 00:16:10.200]   just carry a tablet and it'll just have the little light touch where I can just tap on
[00:16:10.200 --> 00:16:12.200]   a desktop and it knows what I'm typing.
[00:16:12.200 --> 00:16:13.200]   You know what I want?
[00:16:13.200 --> 00:16:14.200]   What was it?
[00:16:14.200 --> 00:16:15.200]   Captain Quig had the balls, right?
[00:16:15.200 --> 00:16:18.200]   What I want is one hand typing device.
[00:16:18.200 --> 00:16:21.200]   Just like all the controls in like a handheld device.
[00:16:21.200 --> 00:16:25.200]   I keep on trying to think, so how many knuckles do you have?
[00:16:25.200 --> 00:16:28.200]   Could it be if you touched your fingers at various knuckles?
[00:16:28.200 --> 00:16:29.200]   I don't know.
[00:16:29.200 --> 00:16:34.200]   What was it called?
[00:16:34.200 --> 00:16:37.200]   Was there a little called keyboard thing?
[00:16:37.200 --> 00:16:40.200]   It had three different things that you held and you had pressed them.
[00:16:40.200 --> 00:16:44.200]   So there were multiple buttons per finger and there was one you could hold down with your
[00:16:44.200 --> 00:16:46.200]   thumb as a shift.
[00:16:46.200 --> 00:16:48.200]   So that would let you do the letters.
[00:16:48.200 --> 00:16:54.200]   I'm sure it might be cool, but it was a huge thing for a while before keyboards got more
[00:16:54.200 --> 00:16:55.200]   portable.
[00:16:55.200 --> 00:16:59.200]   I think that would allow you to compute on two different machines at once.
[00:16:59.200 --> 00:17:02.200]   Probably take some mental gymnastics to pull that off.
[00:17:02.200 --> 00:17:07.200]   Well, the other half of this is maybe it ties back to the VR thing and the data gloves and so on.
[00:17:07.200 --> 00:17:14.200]   The problem with cardboard to date has been the 3D has been, yes, it's cheesier than the
[00:17:14.200 --> 00:17:16.200]   fully immersion ones, but it kind of works.
[00:17:16.200 --> 00:17:20.200]   But the interaction has been looking the right direction and press one button.
[00:17:20.200 --> 00:17:23.200]   And the one button is poking the screen randomly.
[00:17:23.200 --> 00:17:25.200]   So it's up to now that has been lacking.
[00:17:25.200 --> 00:17:32.200]   So I'm wondering if we'll get any hint of better user experience stuff for that at this event as well.
[00:17:32.200 --> 00:17:36.200]   Yeah, I mean, part of the daydream spec involves a controller, a handheld control.
[00:17:36.200 --> 00:17:42.200]   It's more of like a little remote control than it is like a full fledged like two hands
[00:17:42.200 --> 00:17:44.200]   on a controller sort of thing.
[00:17:44.200 --> 00:17:48.200]   But that opens up the play feel a little bit, let's say.
[00:17:48.200 --> 00:17:54.200]   You know, the cardboard, it was always kind of the lower end VR by design, but you had to hold it to your face.
[00:17:54.200 --> 00:18:01.200]   It's got the single button as part of the embedded in the piece of cardboard and it's very limiting, like you say.
[00:18:01.200 --> 00:18:05.200]   When I got first got the gear VR, I was like, how much?
[00:18:05.200 --> 00:18:13.200]   I mean, yes, okay, you can mount it to your head, but how much is that really going to expand beyond what I've played with many times with Google cardboard?
[00:18:13.200 --> 00:18:20.200]   And, you know, it turns out from a comfort standpoint, you know, that really goes a long way to being immersive.
[00:18:20.200 --> 00:18:22.200]   You're not holding a piece of cardboard to your face.
[00:18:22.200 --> 00:18:28.200]   You're putting this thing on your head and then forgetting about it and letting yourself be immersed in this world.
[00:18:28.200 --> 00:18:39.200]   Control is still a tap on the side, but once you can pull your hands down and have it on a device that deals with that specifically, then that helps even further with that immersion.
[00:18:39.200 --> 00:18:46.200]   But everybody with all these VR systems, doesn't it? It's been how do you get a representation of your hands into the world effectively?
[00:18:46.200 --> 00:18:47.200]   Yeah, right.
[00:18:47.200 --> 00:18:52.200]   I was at some conference last week. I can't even remember what conference it was. I go to too many.
[00:18:52.200 --> 00:18:56.200]   But the, no, no, it's not VR, it's not AR, it's no MR.
[00:18:56.200 --> 00:18:58.200]   Modified reality.
[00:18:58.200 --> 00:18:59.200]   Oh, modified, okay.
[00:18:59.200 --> 00:19:07.200]   Right. So you're not so much having to immerse yourself in a world, but that you can augment a world in a way that the world seems real to you.
[00:19:07.200 --> 00:19:11.200]   This is not a water bottle. This is an imaginary object I'm picking up.
[00:19:11.200 --> 00:19:14.200]   That changes the idea of having to be in this closed, dark thing.
[00:19:14.200 --> 00:19:15.200]   Right.
[00:19:15.200 --> 00:19:19.200]   I suppose you're still open, but you're involved in a new world, which is really interesting.
[00:19:19.200 --> 00:19:22.200]   So that's basically HoloLens, right? That's what Microsoft is doing.
[00:19:22.200 --> 00:19:25.200]   I mean, that's an augmented or manufacturer reality, right?
[00:19:25.200 --> 00:19:26.200]   Right.
[00:19:26.200 --> 00:19:27.200]   Yeah.
[00:19:27.200 --> 00:19:33.200]   But that's what I was saying, but that's why you need the thing with two cameras in it so that you can have a stereo view to feed to you.
[00:19:33.200 --> 00:19:40.200]   That would be nice. Some sort of a stereo pass through feed would be really nice.
[00:19:40.200 --> 00:19:44.200]   So we've got those on board.
[00:19:44.200 --> 00:19:50.200]   We've heard that the Google Home kind of the home appliance, Google's home appliance that looks like an air freshener,
[00:19:50.200 --> 00:19:56.200]   is rumored to cost around $130. Well, it's $129, I think is the rumor.
[00:19:56.200 --> 00:20:00.200]   Which I think comes in at about the cost I was hoping for.
[00:20:00.200 --> 00:20:05.200]   I wasn't sure if it was going to be more expensive than that. I thought I was thinking, "I could see it at like 150 or whatever."
[00:20:05.200 --> 00:20:14.200]   Is that inexpensive enough to do you think based on the features that it has for it to be a very popular, I don't know, holiday season thing?
[00:20:14.200 --> 00:20:20.200]   That's a great price point, especially if you're shopping and you're looking at the Amazon Echo and you're looking at Google Home
[00:20:20.200 --> 00:20:24.200]   and you see the price difference between, and I know that the Amazon Echo tapped.
[00:20:24.200 --> 00:20:30.200]   The stocky puck one is cheaper, but the Amazon Echo, the cylinder is what everybody's going for.
[00:20:30.200 --> 00:20:35.200]   And with this being cheaper than that, that's exactly who they need to undercut because they need to steal as much market share away
[00:20:35.200 --> 00:20:38.200]   from Amazon Echo to make this thing work.
[00:20:38.200 --> 00:20:42.200]   This is the one I'm most excited about to see on shelves, in houses. I want to get it in my house.
[00:20:42.200 --> 00:20:46.200]   I want to see how it works. I can't wait to get my hands on it. I want it on sale date.
[00:20:46.200 --> 00:20:49.200]   You don't need to get your hands on it. Use your voice, Ron.
[00:20:49.200 --> 00:20:51.200]   Well, it needs to be here first.
[00:20:51.200 --> 00:20:58.200]   So here's a question about this. John Keefe, who's a WNYC who's helping us out at CUNY, get some things.
[00:20:58.200 --> 00:21:01.200]   A wonderful maker.
[00:21:01.200 --> 00:21:05.200]   He put Alexa software on a Raspberry Pi.
[00:21:05.200 --> 00:21:10.200]   And it works just like the only thing you can't do is you can't, the only thing you can speak to is official Amazon products.
[00:21:10.200 --> 00:21:12.200]   You have to touch it.
[00:21:12.200 --> 00:21:15.200]   Is Google going to make whole assistant?
[00:21:15.200 --> 00:21:20.200]   I'm going to guess that Google's not going to tie it to its hardware, but Google is going to put out an API
[00:21:20.200 --> 00:21:27.200]   so that you can talk to Google through the same way you talk to assistant on your phone, on any device.
