;FFMETADATA1
title=Give Peas a Chance
artist=TWiT
album_artist=TWiT
album=This Week in Google
track=307
genre=Podcast
comment=http://twit.tv/twig
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2015
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:04.000]   It's time for Twig this week in Google.
[00:03:53.000 --> 00:03:56.000]   but the New York Times telling people to put peas in guacamole.
[00:03:56.000 --> 00:03:57.000]   You're kidding.
[00:03:57.000 --> 00:03:58.000]   He's against it.
[00:03:58.000 --> 00:03:59.000]   Thank goodness.
[00:03:59.000 --> 00:04:03.000]   Respect the NYT, he says, but not buying peas in guac.
[00:04:03.000 --> 00:04:04.000]   Yeah, yeah, no.
[00:04:04.000 --> 00:04:07.000]   Okay, now back to our regular programming.
[00:04:07.000 --> 00:04:08.000]   I just...
[00:04:08.000 --> 00:04:09.000]   You just tweet that?
[00:04:09.000 --> 00:04:10.000]   Yeah, you did, yeah.
[00:04:10.000 --> 00:04:11.000]   Nice.
[00:04:11.000 --> 00:04:14.000]   Well, thank goodness that's over.
[00:04:14.000 --> 00:04:17.000]   Although, I wouldn't want to put that one before the Supreme Court.
[00:04:17.000 --> 00:04:22.000]   You don't know what they're going to come up with with some of the people they have on the Supreme Court, but...
[00:04:22.000 --> 00:04:23.000]   That's true.
[00:04:23.000 --> 00:04:24.000]   You don't know.
[00:04:24.000 --> 00:04:27.000]   Okay, sorry to interrupt, but I knew our audience were want this breaking news.
[00:04:27.000 --> 00:04:29.000]   Supreme Court, is that like a Taco Bell?
[00:04:29.000 --> 00:04:30.000]   Yeah, yeah.
[00:04:30.000 --> 00:04:32.000]   It's a burrito-supermium court.
[00:04:32.000 --> 00:04:34.000]   Taco Bell with guacamole in Supreme Court.
[00:04:34.000 --> 00:04:36.000]   Okay, I get it.
[00:04:36.000 --> 00:04:41.000]   All right, so here's what happened.
[00:04:41.000 --> 00:04:58.000]   A formally respected commentator came out and basically said that, yes, Google has been favoring its own results and sort of harming competitors in Google search results.
[00:04:58.000 --> 00:05:07.000]   His last name was Yu, and he basically came out with a study that is flawed for some points that we're going to talk about.
[00:05:07.000 --> 00:05:14.000]   He probably makes some good points as well, but the controversy is that this was partially funded by Yelp.
[00:05:14.000 --> 00:05:18.000]   And so with that, I will wind up Jeff Jarvis and turn him loose.
[00:05:18.000 --> 00:05:20.000]   (Grunting)
[00:05:20.000 --> 00:05:26.000]   So, what's the heck is wrong, Jeff, with taking money from one company to attack another?
[00:05:26.000 --> 00:05:28.000]   Well, that's the problem when you're an academic.
[00:05:28.000 --> 00:05:31.000]   I mean, I have a lot of respect for Tim Wu, don't we all?
[00:05:31.000 --> 00:05:45.000]   I'm the creator of the phrase, neutrality, fighter for rights about the internet, but took money from Yelp to do an attack on Google time perfectly to the anti-trust negotiations in Europe.
[00:05:45.000 --> 00:05:47.000]   So it wasn't just attacking the other company.
[00:05:47.000 --> 00:05:51.000]   It was attacking the other company in a lobbying way.
[00:05:51.000 --> 00:05:54.000]   And I'm surprised he did this.
[00:05:54.000 --> 00:05:59.000]   If he agrees with it and says so, that's his opinion.
[00:05:59.000 --> 00:06:05.000]   But to do the study on behalf of attacking Google, and the other problem was the study, I think, was fundamentally flawed.
[00:06:05.000 --> 00:06:21.000]   Matthew Ingram did a very good, but what they basically did was take a Google search with a Google One Box Universal Search results, and they took that out, they put up other results, and they said, "Oh, these other results would have Yelp like results is better."
[00:06:21.000 --> 00:06:24.000]   And how did they judge that it's better? Because it got more clicks.
[00:06:24.000 --> 00:06:27.000]   Well, I actually argue that probably it's the opposite.
[00:06:27.000 --> 00:06:28.000]   Yeah.
[00:06:28.000 --> 00:06:31.000]   That if you have to click too often, that's bad search.
[00:06:31.000 --> 00:06:39.000]   So I was in Twitter conversation about this too with Matthew and others, and Jeremy Stoppelman, the CEO of Yelp came in.
[00:06:39.000 --> 00:06:45.000]   And it also became clear that his argument is that listings without reviews are bad.
[00:06:45.000 --> 00:06:47.000]   That's because he's a review company.
[00:06:47.000 --> 00:06:59.000]   When I was looking for a, in fact, apart from all this, I had just gone in and tried to do a search for trying to find something new to take out in my neighborhood, which is town by town by town way out in the country.
[00:06:59.000 --> 00:07:02.000]   And the Yelp search was very frustrating.
[00:07:02.000 --> 00:07:04.000]   And the Google search was far better.
[00:07:04.000 --> 00:07:06.000]   It was a higher quality search.
[00:07:06.000 --> 00:07:09.000]   And I didn't have to click around as much, and that was better.
[00:07:09.000 --> 00:07:14.000]   So the study itself, so-called study, I think is flawed.
[00:07:14.000 --> 00:07:18.000]   And it goes so far as to argue that there is societal damage from this.
[00:07:18.000 --> 00:07:26.000]   It just gives, it puts bullets in the gun of the EU up to Google's head, just as they're doing the negotiations.
[00:07:26.000 --> 00:07:34.000]   Now, once again, I want to say, I wish that Google would do something really awful so I could yell at them and scream at them and be anti-Google and be nasty to them right now.
[00:07:34.000 --> 00:07:37.000]   But once again, I got to agree with Google on this one.
[00:07:37.000 --> 00:07:39.000]   Gina, what do you think?
[00:07:39.000 --> 00:07:41.000]   Yeah, this is tough.
[00:07:41.000 --> 00:07:45.000]   I'm curious, have you talked to Tim about it directly?
[00:07:45.000 --> 00:07:47.000]   Or have you just talked it to the Yelp folks?
[00:07:47.000 --> 00:08:01.000]   I mean, I'm trying to imagine, if I'm an academic researcher and Yelp comes to me and says, you know, we think that Google search results are not only aren't great, aren't certainly pointing, making users click through to us, but also aren't good.
[00:08:01.000 --> 00:08:10.000]   I mean, I mean, for someone who's concerned about net neutrality, you know, from his perspective, it might be like, you know, hey, is Google concentrating all this traffic kind of on the internet?
[00:08:10.000 --> 00:08:13.000]   Or is it all this traffic kind of on their own results?
[00:08:13.000 --> 00:08:19.000]   I think the year point about how to decide whether or not search results are good is a really good point.
[00:08:19.000 --> 00:08:24.000]   I mean, from a user perspective, certainly clicking less is better, right?
[00:08:24.000 --> 00:08:29.000]   But Google, you know, classically, Google didn't keep you on Google, right?
[00:08:29.000 --> 00:08:31.000]   Like, they've shifted in the years over the years.
[00:08:31.000 --> 00:08:34.000]   In the beginning, they were trying to send you off.
[00:08:34.000 --> 00:08:38.000]   When everybody was concentrating on sticky, they were concentrating on getting you to the right place.
[00:08:38.000 --> 00:08:42.000]   But yeah, this whole thing just seems really fishy and weird.
[00:08:42.000 --> 00:08:48.000]   And I'm kind of surprised that it sort of happened this way, particularly around the funding issue.
[00:08:48.000 --> 00:08:55.000]   My own view is that there's no -- first of all, if you want -- if anybody is harboring the illusion,
[00:08:55.000 --> 00:09:01.000]   that there is a such thing that there is a possibility of objective search results,
[00:09:01.000 --> 00:09:04.000]   please disabuse yourself of that notion entirely.
[00:09:04.000 --> 00:09:08.000]   There's no such thing. It's impossible to have objective search results.
[00:09:08.000 --> 00:09:09.000]   That's number one.
[00:09:09.000 --> 00:09:16.000]   Number two, the product that Google is offering is their opinion about what is the most relevant search results.
[00:09:16.000 --> 00:09:18.000]   That's what you're buying when you go to Google.
[00:09:18.000 --> 00:09:22.000]   And if you don't like theirs, then you go to Bing, or you go to some other search engine.
[00:09:22.000 --> 00:09:28.000]   And you're looking for their evaluation based on, you know, that's enshrined in their algorithms or whatever.
[00:09:28.000 --> 00:09:37.000]   Trying is the wrong word. And then the third thing is that Google optimizes, as you're applying, Jeff and Gina,
[00:09:37.000 --> 00:09:41.000]   their products to be search result friendly.
[00:09:41.000 --> 00:09:47.000]   And then they optimize their search results to be friendly toward their services and so on.
[00:09:47.000 --> 00:09:52.000]   In other words, they're trying to have the shortest distance between you and what you're looking for.
[00:09:52.000 --> 00:09:57.000]   And it would be really, really weird -- in fact, this happens all the time, and it is weird when it does happen --
[00:09:57.000 --> 00:10:02.000]   when Google does its best to have a service that they think is the most relevant and best service,
[00:10:02.000 --> 00:10:06.000]   and then to choose another service that another company makes.
[00:10:06.000 --> 00:10:14.000]   I mean, they make these products with an idea in mind, as all companies do, with what is the best result,
[00:10:14.000 --> 00:10:20.000]   what is the best experience, what is the best, you know, way to deliver the information.
[00:10:20.000 --> 00:10:27.000]   And then after they've done their best shot, it's amazing to me that they very often say,
[00:10:27.000 --> 00:10:30.000]   "Okay, we've done our best, but this other service is better."
[00:10:30.000 --> 00:10:34.000]   Exactly, Mike. I mean, how do I -- this is -- God's honest truth.
[00:10:34.000 --> 00:10:40.000]   How do I end up using Yelp? Always through Google search. Google leads me to Yelp.
[00:10:40.000 --> 00:10:45.000]   Maybe it doesn't do a first thing on the page, but I also think Yelp is not the best search.
[00:10:45.000 --> 00:10:52.000]   I think it's -- I think it's -- in fact, it's a very bad search itself, but it has -- I can -- Google always messes up.
[00:10:52.000 --> 00:10:56.000]   I call this restaurant regularly. Lombardi Pete's the company. Martinsville, New Jersey.
[00:10:56.000 --> 00:11:01.000]   It always gives me Lombardi and Manhattan. Google screws up in that case, all right?
[00:11:01.000 --> 00:11:05.000]   So how do I get the phone number so I can dial it from one button from the car through Yelp?
[00:11:05.000 --> 00:11:09.000]   I get to Yelp through other means, too, but I get to it through Google.
[00:11:09.000 --> 00:11:12.000]   And certainly Yelp doesn't point me to Google.
[00:11:12.000 --> 00:11:18.000]   And I know the arguments flaw there because Yelp's not a monopoly size, but they do that.
[00:11:18.000 --> 00:11:24.000]   One other thing, by the way, I've never said this before, but at Google Executive, one said to me,
[00:11:24.000 --> 00:11:32.000]   "We -- they respect the independence that I maintain from them and they, for me."
[00:11:32.000 --> 00:11:37.000]   And as I said before the show, as I've revealed in the show often, I have gone to Google events.
[00:11:37.000 --> 00:11:41.000]   I accept expenses, so I don't lose money on doing it. I accept no fees.
[00:11:41.000 --> 00:11:45.000]   And Google has also told me straight out that -- and I feel bad for my school,
[00:11:45.000 --> 00:11:49.000]   they basically said they don't think they can support the work of me at my school
[00:11:49.000 --> 00:11:52.000]   or my center of my school because it would make me look bad.
[00:11:52.000 --> 00:11:57.000]   It would take away from my independence when I do talk about Google.
[00:11:57.000 --> 00:12:01.000]   And that's if Google's benefit because the more independent I am, when I end up, you know,
[00:12:01.000 --> 00:12:04.000]   usually agreeing with Google, the better it is.
[00:12:04.000 --> 00:12:07.000]   But I treasure my independence in that way.
[00:12:07.000 --> 00:12:13.000]   And I have people pay me to do things, newspaper companies and such, and I disclose that on my about page.
[00:12:13.000 --> 00:12:17.000]   I'm not saying that academics don't take other gigs and other money.
[00:12:17.000 --> 00:12:21.000]   The system is a particular case. You get used.
[00:12:21.000 --> 00:12:27.000]   Yeah, absolutely. And just to -- you mentioned that the main way that you use Yelp is through Google,
[00:12:27.000 --> 00:12:32.000]   I actually don't use Yelp that way. I always go to the app, and an alternative to --
[00:12:32.000 --> 00:12:35.000]   I'm pretty much just looking for restaurants or whatever.
[00:12:35.000 --> 00:12:38.000]   The alternative of that is, of course, use Google Maps or something like that.
[00:12:38.000 --> 00:12:42.000]   Or you had a third party app or something like that.
[00:12:42.000 --> 00:12:46.000]   But I always go just looking for a place to eat. I'm looking for that Lombardi's pizzeria.
[00:12:46.000 --> 00:12:51.000]   I will go to Yelp. I'll search for it. I will look for pizza.
[00:12:51.000 --> 00:12:54.000]   I'll sort it by ratings or whatever.
[00:12:54.000 --> 00:12:56.000]   Make sure it's open and all that kind of stuff.
[00:12:56.000 --> 00:13:03.000]   And it's really -- if Google offered a better way to do it through search, I would do that.
[00:13:03.000 --> 00:13:08.000]   But in fact, Yelp has a great little app that is very functionally very good.
[00:13:08.000 --> 00:13:13.000]   Now, there are other problems with crowd-sourced evaluations.
[00:13:13.000 --> 00:13:21.000]   But it's just -- I think the vast majority of people, in fact, who are using mobile devices
[00:13:21.000 --> 00:13:27.000]   are using the Yelp app rather than some other means in terms of whether they're going to use Yelp or Google.
[00:13:27.000 --> 00:13:29.000]   But I could be wrong about that.
[00:13:29.000 --> 00:13:34.000]   But again, the bigger issue here is Tim Wu's taking money from Yelp,
[00:13:34.000 --> 00:13:40.000]   especially in this climate of antitrust targeting in Europe Google for this very thing.
[00:13:40.000 --> 00:13:42.000]   It is highly problematic.
[00:13:42.000 --> 00:13:49.000]   And I don't think any of us -- at least I personally don't trust the European authorities to get this right.
[00:13:49.000 --> 00:13:51.000]   I have the feeling that they're not going to get it right.
[00:13:51.000 --> 00:14:01.000]   They tend to be overly critical and damaging to companies like Google for this type of thing.
[00:14:01.000 --> 00:14:05.000]   And it's not about, as a lot of people think, by the way,
[00:14:05.000 --> 00:14:11.000]   it's not about European companies complaining to the European authorities about this big bad American company.
[00:14:11.000 --> 00:14:14.000]   It's American companies complaining to the European authorities about this big bad American company.
[00:14:14.000 --> 00:14:19.000]   In part, in part, it's also European publishers and such.
[00:14:19.000 --> 00:14:24.000]   But the American companies have exploited this by jumping on Microsoft Yelp.
[00:14:24.000 --> 00:14:26.000]   And a few others have exploited it.
[00:14:26.000 --> 00:14:29.000]   And what I think -- and I'll get in trouble for this --
[00:14:29.000 --> 00:14:35.000]   but I think this is basically an anti-American attack on Google and other American companies
[00:14:35.000 --> 00:14:40.000]   from the European authorities and for other American tech companies to then join in, especially Microsoft,
[00:14:40.000 --> 00:14:45.000]   which went through its own stupid hell of antitrust in Europe, and then to turn around and just say,
[00:14:45.000 --> 00:14:50.000]   "The Schadenfreude of that of going after Google, I think, is shameful."
[00:14:50.000 --> 00:14:55.000]   And by the way, I think since we're on the topic of Microsoft going after Google, Microsoft,
[00:14:55.000 --> 00:14:57.000]   I don't know if it's in the rundown or not. I think it may be.
[00:14:57.000 --> 00:15:03.000]   But Microsoft spun off most of its advertising to AOL,
[00:15:03.000 --> 00:15:07.000]   and especially in the US and a few other markets.
[00:15:07.000 --> 00:15:12.000]   And I have the feeling that Microsoft is gearing up its whole operation
[00:15:12.000 --> 00:15:17.000]   so that it can be like Apple and criticize Google for collecting personal information
[00:15:17.000 --> 00:15:19.000]   for the purpose of contextual advertising.
[00:15:19.000 --> 00:15:24.000]   I think it's mostly sort of washing its hands of advertising revenue for that purpose.
[00:15:24.000 --> 00:15:26.000]   Just my theory, we'll see where they go with it.
[00:15:26.000 --> 00:15:29.000]   They're still going to do search advertising.
[00:15:29.000 --> 00:15:32.000]   So we'll see if they spin that off to someone else as well.
[00:15:32.000 --> 00:15:38.000]   But that is an interesting sort of issue in the news that's related to Microsoft versus Google.
[00:15:38.000 --> 00:15:45.000]   Well, okay, there's another... So speaking of Google getting things wrong or not getting things wrong,
[00:15:45.000 --> 00:15:50.000]   there was a controversial story, probably the most controversial story today around Google,
[00:15:50.000 --> 00:15:57.000]   is that a user a couple of days ago, an African-American programmer based in New York,
[00:15:57.000 --> 00:16:03.000]   noticed that in Google Photos, it had tagged him and his friend as Gorillas.
[00:16:03.000 --> 00:16:07.000]   That was the tag that was put on a photo of these two people.
[00:16:07.000 --> 00:16:12.000]   And this, obviously, is highly controversial.
[00:16:12.000 --> 00:16:15.000]   This person posted a tweet about it.
[00:16:15.000 --> 00:16:18.000]   Jonathan Zungar jumped in there.
[00:16:18.000 --> 00:16:22.000]   He is the... I guess he's the main architect behind Google Plus,
[00:16:22.000 --> 00:16:26.000]   and presumably involved with Google Photos.
[00:16:26.000 --> 00:16:31.000]   And he responded with an F-bomb, holy F-bomb.
[00:16:31.000 --> 00:16:33.000]   And he said, "You're not...
[00:16:33.000 --> 00:16:35.000]   "He determined this is 100% not okay."
[00:16:35.000 --> 00:16:38.000]   And then he came back later and said...
[00:16:38.000 --> 00:16:40.000]   Had a really nice tweet.
[00:16:40.000 --> 00:16:46.000]   He said, "I wish it were until recently Google Photos was confusing white faces with dogs and seals.
[00:16:46.000 --> 00:16:47.000]   "Machine learning is hard.
[00:16:47.000 --> 00:16:52.000]   "I think machine learning is hard is the key issue there."
[00:16:52.000 --> 00:16:54.000]   But this...
[00:16:54.000 --> 00:16:56.000]   He's a great, great guy.
[00:16:56.000 --> 00:17:00.000]   I only know him through Google Plus, but he's really wonderful.
[00:17:00.000 --> 00:17:02.000]   They're very, very smart.
[00:17:02.000 --> 00:17:05.000]   And you feel for everybody in this case,
[00:17:05.000 --> 00:17:07.000]   because it certainly was not a purposeful thing.
[00:17:07.000 --> 00:17:10.000]   But Jesus, you wish he'd looked up for that.
[00:17:10.000 --> 00:17:13.000]   As a programmer, I saw that and I just...
[00:17:13.000 --> 00:17:17.000]   My stomach dropped, because that is the last thing you ever want your software to do.
[00:17:17.000 --> 00:17:21.000]   And you know, and I mean, could us them for reacting the way that they did in machine...
[00:17:21.000 --> 00:17:23.000]   Yes, machine learning is hard.
[00:17:23.000 --> 00:17:28.000]   But you know, that particular mistake and all algorithms make mistakes,
[00:17:28.000 --> 00:17:33.000]   alongside the conversation about diversity and the very low number of, say,
[00:17:33.000 --> 00:17:36.000]   African-American employees at Google, when you put those together,
[00:17:36.000 --> 00:17:38.000]   it's really hard not to think.
[00:17:38.000 --> 00:17:41.000]   There are so few African-American employees at Google
[00:17:41.000 --> 00:17:44.000]   who are all dog-fooding and beta-testing their own products,
[00:17:44.000 --> 00:17:49.000]   you think, well, if there were more people of color using these products
[00:17:49.000 --> 00:17:53.000]   before they get released to the world, those kinds of bugs would have been caught.
[00:17:53.000 --> 00:17:54.000]   You know what I mean?
[00:17:54.000 --> 00:17:59.000]   So to me, it felt just like, oh, this is a manifestation of the 1%
[00:17:59.000 --> 00:18:04.000]   making apps for the 100% in the worst way.
[00:18:04.000 --> 00:18:06.000]   And so, man, I did.
[00:18:06.000 --> 00:18:09.000]   I felt terrible for everybody, but it also did feel like this moment of like,
[00:18:09.000 --> 00:18:13.000]   oh, this is why you want diversity in your...
[00:18:13.000 --> 00:18:15.000]   That's such an excellent point.
[00:18:15.000 --> 00:18:17.000]   Yeah, that's...
[00:18:17.000 --> 00:18:19.000]   In fact, I'll use that in the future.
[00:18:19.000 --> 00:18:25.000]   If you want rationales for why diversity works besides political correctness
[00:18:25.000 --> 00:18:27.000]   or the other things that are thrown at it, it's the reason.
[00:18:27.000 --> 00:18:30.000]   No, it enriches the company and it enriches the perspective,
[00:18:30.000 --> 00:18:32.000]   and that's a highly practical example.
[00:18:32.000 --> 00:18:33.000]   Yeah.
[00:18:33.000 --> 00:18:34.000]   Yeah.
[00:18:34.000 --> 00:18:41.000]   I mean, listen, we, in developing ThinkUp, you know, we write copy that we try to make it very friendly
[00:18:41.000 --> 00:18:43.000]   and sort of conversational.
[00:18:43.000 --> 00:18:47.000]   You know, at one point, we had written copy about, like, friends of yours who haven't replied to you in a while,
[00:18:47.000 --> 00:18:49.000]   and we used the term "deadbeats."
[00:18:49.000 --> 00:18:52.000]   And I had a user write it and say, you know, you just call my mom a deadbeats,
[00:18:52.000 --> 00:18:53.000]   she's actually dead.
[00:18:53.000 --> 00:18:54.000]   Like, don't do this.
[00:18:54.000 --> 00:18:56.000]   And it was awful.
[00:18:56.000 --> 00:19:01.000]   It was totally one of those moments where you're like, oh, you know, like this, you know, the software just made a really, really big mistake.
[00:19:01.000 --> 00:19:06.000]   So my full, full, complete empathy, and it's terrible and it's tough to write for everybody,
[00:19:06.000 --> 00:19:10.000]   but it is one of those situations, especially when you have, you know, young folks, you know,
[00:19:10.000 --> 00:19:15.000]   in a certain demographic building software for everybody where it's like, oh, these are, you know, scenarios that we didn't think about,
[00:19:15.000 --> 00:19:17.000]   or that we didn't test for.
[00:19:17.000 --> 00:19:22.000]   It makes me wonder how you, I think your answer is the right one, is that you have enough people of diversity.
[00:19:22.000 --> 00:19:24.000]   It would kind of come up.
[00:19:24.000 --> 00:19:26.000]   How do you do a procedure to test that?
[00:19:26.000 --> 00:19:29.000]   How do you test against the stupid things that you can have an algorithm do?
[00:19:29.000 --> 00:19:30.000]   Yeah.
[00:19:30.000 --> 00:19:39.000]   I mean, you know, typically, in these situations, and I'm sure that Google, I mean, you know, engineers write automated tests that feed, you know, data, you know,
[00:19:39.000 --> 00:19:42.000]   at these algorithms and see what the results are, right?
[00:19:42.000 --> 00:19:44.000]   But like, you've got this sort of limited amount of test data.
[00:19:44.000 --> 00:19:48.000]   I mean, Google's got the most test data, probably of any company on the planet.
[00:19:48.000 --> 00:19:56.000]   But yeah, but honestly, you know, there's like automated tests that engineers create and then feed data into, and then there's like real people using.
[00:19:56.000 --> 00:20:01.000]   So that's why you have beta tests or alpha tests with previews so that you have, you know, real, actually people, actual people, because there's never, you know,
[00:20:01.000 --> 00:20:04.000]   there's always going to be data that you didn't expect.
[00:20:04.000 --> 00:20:07.000]   And then you have the whole world using it and you get all the edge cases.
[00:20:07.000 --> 00:20:14.000]   So look, it's impossible to anticipate every single K use case for any kind of software.
[00:20:14.000 --> 00:20:16.000]   It's painful and you know it every single time.
[00:20:16.000 --> 00:20:28.000]   And really, and I said this on the show before, the true test of how a company responds to either a security bug or an algorithmic problem like this is how quickly they respond and what their tone is and what their messaging is and how quickly the fix gets out.
[00:20:28.000 --> 00:20:31.000]   And in this case, they did really well with that.
[00:20:31.000 --> 00:20:33.000]   Well, I mean, it was obvious from the get go.
[00:20:33.000 --> 00:20:35.000]   This is an extremely sensitive issue.
[00:20:35.000 --> 00:20:37.000]   But no, the answer is it's impossible.
[00:20:37.000 --> 00:20:38.000]   It's impossible to catch every case.
[00:20:38.000 --> 00:20:42.000]   This didn't seem like that much of an edge case though, you know?
[00:20:42.000 --> 00:20:44.000]   It seemed like something that would have been avoidable.
[00:20:44.000 --> 00:20:45.000]   Yeah.
[00:20:45.000 --> 00:20:46.000]   It's absolutely true.
[00:20:46.000 --> 00:20:56.000]   And the other thing that this touches on is that Google is probably the poster child for the idea that you can replace things that people used to do.
[00:20:56.000 --> 00:21:00.000]   For example, the sorting and categorization of pictures is something people have always done.
[00:21:00.000 --> 00:21:12.000]   Now, we're all ooing and awning from Google I/O about Google's ability to do this sort of categorization to distinguish between dog breeds.
[00:21:12.000 --> 00:21:24.000]   I've typed in, you know, types of things like, I typed in the word delicious into Google photos and it came up with all my wife's cooking, which is all delicious.
[00:21:24.000 --> 00:21:32.000]   Plus, it came up with a gazelle being devoured by a cheetah. The picture I took in Africa, presumably that was delicious. I'll have to take Google's word for it.
[00:21:32.000 --> 00:21:42.000]   But Google is the poster child for algorithmic jobs, work, that's sort of like people are hands free.
[00:21:42.000 --> 00:21:53.000]   And lately, in the last few months, there have been a whole bunch of things coming out that have taken activities or jobs that we thought the algorithms were about to take over completely.
