;FFMETADATA1
title=Roofs and Drawers
artist=TWiT
album_artist=TWiT
album=This Week in Google
track=473
genre=Podcast
comment=http://twit.tv/twig
copyright=These netcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2018
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:04.200]   Coming up on this week in Google, I'm Jason Hal filling in for Leo. We've got Stacey Higginbotham.
[00:03:04.680 --> 00:03:07.960]   Yes, yes, I'm feeling bad that you know
[00:03:07.960 --> 00:03:12.400]   We were gonna have both of us here, but then I was like oh no you can make it at your hotel
[00:03:12.400 --> 00:03:14.400]   You should do that you'll be more comfortable
[00:03:14.400 --> 00:03:17.680]   It's my fault. It's okay. Don't blame yourself
[00:03:17.680 --> 00:03:22.640]   I blame the internet blame Skype because when things don't work. We just usually blame Skype
[00:03:22.640 --> 00:03:24.720]   That's the easy scapegoat and joining us
[00:03:24.720 --> 00:03:29.720]   I'm super stoked about this because I haven't done a podcast with you in quite a while Kevin TOEFL about Chromebooks
[00:03:29.720 --> 00:03:37.600]   It has been way too long Jason I am so glad to be on a show with you again
[00:03:37.600 --> 00:03:43.720]   Yeah, man, it's good to see you and you've been busy with about Chromebooks.com and we've got well
[00:03:43.720 --> 00:03:47.040]   We've even got some of your stories in the rundown today
[00:03:47.040 --> 00:03:50.640]   We got a lot of Google to talk about as I was kind of going through beforehand
[00:03:50.640 --> 00:03:53.720]   You know a lot of Google and then unfortunately
[00:03:53.720 --> 00:03:59.960]   There's there's some politics stuff in there and I realized today like I think I'm I think I'm tired of politics
[00:03:59.960 --> 00:04:03.920]   Like I'm just beat down politics. Just keep happening. Why does it keep happening?
[00:04:04.720 --> 00:04:09.440]   Make it stop make it stop, but we can't because the the intersection of politics and technology
[00:04:09.440 --> 00:04:14.280]   It's it's unavoidable. It's undeniable. So we're gonna have to talk about some of this stuff
[00:04:14.280 --> 00:04:16.520]   But we don't need to start there
[00:04:16.520 --> 00:04:21.960]   Let's start with something that I saw a little bit earlier today that I'm sure we all have opinions on and this is
[00:04:21.960 --> 00:04:24.840]   Google's inbox product
[00:04:24.840 --> 00:04:31.840]   inbox the alternative email product that Google rolled out not very long ago in the grand scheme of Google years
[00:04:32.560 --> 00:04:38.280]   But apparently they have plans to say goodbye and discontinue inbox
[00:04:38.280 --> 00:04:45.120]   This will happen at end of life will be next March. So are we disappointed? I'm disappointed
[00:04:45.120 --> 00:04:47.760]   I use it every single day. What about you guys?
[00:04:47.760 --> 00:04:50.280]   I'm okay with it. Yeah
[00:04:50.280 --> 00:04:54.000]   But mostly because I didn't use it very often. So I'm like oh
[00:04:54.000 --> 00:04:58.920]   All right, well because I thought they were gonna force us all to use it and I was like, okay
[00:04:58.920 --> 00:04:59.600]   I'll get used to it
[00:04:59.600 --> 00:05:01.840]   That's fine, but I didn't love it when I tried to use it
[00:05:01.840 --> 00:05:09.360]   So so you didn't use it very often because gmail was acceptable or are you using something else like I?
[00:05:09.360 --> 00:05:17.200]   Feel like when I go into gmail after using inbox. I feel like it's way too chaotic and there's just too much too much distraction there
[00:05:17.200 --> 00:05:19.240]   I like I guess
[00:05:19.240 --> 00:05:27.000]   Okay, so I used to be a die hard many many years ago outlook user like I was like master outlook
[00:05:27.000 --> 00:05:30.920]   I don't know why but I took a course at some point in time and was really good at it
[00:05:30.920 --> 00:05:34.520]   So the when I started working in gmail. I was like this is the worst
[00:05:34.520 --> 00:05:38.360]   Program ever I can't do anything. It's such a pain
[00:05:38.360 --> 00:05:46.120]   But I kind of just got used to it and now with inbox. I was like, oh, they're trying to bring back functionality that I used to have a decade ago
[00:05:46.120 --> 00:05:50.400]   But I didn't love it. I don't know why I just
[00:05:50.400 --> 00:05:56.680]   And maybe it was just change, but I don't freak out at my inbox more than usual
[00:05:56.760 --> 00:06:01.880]   I mean I do but it's just because there's like 13,000 unread messages. That's
[00:06:01.880 --> 00:06:09.800]   That's a thing at this point where we're just accepting the fact that we'll never be caught up as far as unread messages are concerned
[00:06:09.800 --> 00:06:15.480]   That that statistic at this point is completely like unnecessary information because it does me no good
[00:06:15.480 --> 00:06:22.440]   It's not like I'm at zero and now I'm at one so that that's useful information. It will always be a crazy number
[00:06:22.440 --> 00:06:24.760]   What a lot yeah, what about you Kevin?
[00:06:25.320 --> 00:06:30.440]   Yeah, well, I should preface this by saying most of Stacey's unread messages are for me. So it's okay
[00:06:30.440 --> 00:06:36.100]   I'm more upset about that. Yeah, no
[00:06:36.100 --> 00:06:42.360]   You know, it's funny because I was not a big inbox fan when it first came out in 2014 and in 2016
[00:06:42.360 --> 00:06:46.240]   I gave it another try and now I kind of feel like I can't live without it
[00:06:46.240 --> 00:06:51.320]   And I'm really I am sad about this and I know a lot of people are gonna be like well, it's a typical Google product
[00:06:51.320 --> 00:06:53.640]   You know, you never know how long something's gonna last
[00:06:54.640 --> 00:07:01.760]   Yes, and no, I mean this is they still have an email service. They're just changing, you know or reducing the options that we have for clients
[00:07:01.760 --> 00:07:03.760]   And it kind of stinks
[00:07:03.760 --> 00:07:07.720]   But I hope they don't get bashed too much over this although I am I am disappointed
[00:07:07.720 --> 00:07:15.200]   Yeah, I mean they've obviously they've taken some of the features of inbox and kind of brought them over to Gmail
[00:07:15.200 --> 00:07:21.200]   They did a very big update to Gmail within the last couple of months that really seemed to be the biggest example of this
[00:07:21.200 --> 00:07:25.520]   And this was the story back at the time when those changes happen, which was like, okay
[00:07:25.520 --> 00:07:27.920]   Well now inbox is becoming less
[00:07:27.920 --> 00:07:34.880]   Less its own thing and now it's sharing these key features with Gmail its days might be numbered
[00:07:34.880 --> 00:07:36.560]   Obviously its days were numbered
[00:07:36.560 --> 00:07:42.920]   But inbox also kind of acted as a really great proving ground for a lot of these features does Google run a risk by
[00:07:42.920 --> 00:07:48.200]   then not having that that kind of playground for these ideas and
[00:07:48.840 --> 00:07:51.740]   Having to use Gmail with its insane user base
[00:07:51.740 --> 00:07:59.280]   As the testing ground I guess it's no different than than A/B testing, you know or beta testing anything any of their products
[00:07:59.280 --> 00:08:05.360]   Well, they still have Google Labs, right? Yeah, I mean, I think so do they is is there still Google Labs embedded in Gmail?
[00:08:05.360 --> 00:08:12.360]   I imagine I have labs things running unless they turned into mainstream stuff. So I'm gonna sue yes
[00:08:12.360 --> 00:08:14.600]   Now I'm looking at me -
[00:08:15.160 --> 00:08:20.520]   And frankly we're all in Google's playground anyway, I mean they can do whatever they want they always do and
[00:08:20.520 --> 00:08:24.720]   Sometimes for the better and sometimes not so I don't think it's an issue
[00:08:24.720 --> 00:08:25.960]   I mean again
[00:08:25.960 --> 00:08:28.840]   I think some people might be upset because they really liked the features
[00:08:28.840 --> 00:08:30.280]   But Jason you're absolutely right
[00:08:30.280 --> 00:08:36.280]   I use a lot of the like the smart replies and other things they were dog-fooded internally at Google where I use them first
[00:08:36.280 --> 00:08:41.800]   Then they went out to every you know all the inbox users and then eventually made it over to to Gmail
[00:08:41.800 --> 00:08:49.040]   So I think it's fine. We're not gonna miss out on any new features. Yeah, I'm just gonna have to get used to Gmail again
[00:08:49.040 --> 00:08:57.080]   It I end up logging into it randomly and I'm just my brain is so tuned into how inbox treats everything that it's gonna
[00:08:57.080 --> 00:08:59.880]   Take me some time. I'm just gonna need a little time you guys
[00:08:59.880 --> 00:09:06.360]   You could always use an Android app on your on your Chromebook for that you could stay so you could use outlook on a
[00:09:06.360 --> 00:09:12.240]   Chromebook or a Chromebook I am aware I could I have I have gone passed outlook. I'm okay with it
[00:09:12.240 --> 00:09:17.760]   On you well, so this is an interesting question Kevin because I mean obviously, you know
[00:09:17.760 --> 00:09:22.720]   Chrome Chrome OS is a really big focus of what you're spending a lot of time with right now
[00:09:22.720 --> 00:09:32.520]   Do you on a Chromebook do you opt for an Android app for your email client or do you just go into the browser and tear into there?
[00:09:32.520 --> 00:09:40.280]   I go into the browser these days just because that's the thing. I've done the longest, you know for 10 years practically hard
[00:09:40.280 --> 00:09:42.520]   It is hard to undo that
[00:09:42.520 --> 00:09:49.680]   But I mean you do have options and hey if there's a good Linux client that you want to use you can do that on most modern Chromebooks
[00:09:49.680 --> 00:09:54.040]   As they roll out project Christina, so there's we've got multiple options. Yeah
[00:09:54.040 --> 00:09:56.440]   That's true
[00:09:56.440 --> 00:10:03.000]   But you can go ahead and put this in the box next to Google product that you know was introduced not too long ago
[00:10:03.000 --> 00:10:05.000]   But now is going away
[00:10:05.000 --> 00:10:10.920]   Google at this point. It's no surprise that Google does this. It's yeah Google Plus is still
[00:10:10.920 --> 00:10:13.360]   alive and kick it
[00:10:13.360 --> 00:10:15.200]   Yeah, that's true
[00:10:15.200 --> 00:10:18.520]   That's true. I mean there are there's there's plenty of people
[00:10:18.520 --> 00:10:24.360]   Contributing to the Google Plus community who would argue like like there's a reason for it to be there
[00:10:25.600 --> 00:10:28.760]   You know that that it's unique and what it offers man
[00:10:28.760 --> 00:10:34.840]   I my habit has completely fallen off the edge of a cliff. I don't even check it anymore rarely. I should say
[00:10:34.840 --> 00:10:40.400]   Wait, did we get rid of Jeff entirely? Did that happen? Yeah, so okay
[00:10:40.400 --> 00:10:46.260]   It's been very spotty as you can see there's no longer three monitors
[00:10:46.260 --> 00:10:53.760]   Surrounding me there is to although I think we might have connected with him. Let's just say that we won't bank on Jeff's
[00:10:55.120 --> 00:11:02.080]   Ability to contribute on the show, but when he comes in we'll we'll say I just like how we like just totally faded him away with nothing
[00:11:02.080 --> 00:11:08.520]   I'm like oh wait a second. We've been there before the the Skype monsters are nothing new here in the studio
[00:11:08.520 --> 00:11:11.680]   But we do have him. Can we hear you right now Jeff?
[00:11:11.680 --> 00:11:15.720]   Or maybe there I think one two three four five. Yeah
[00:11:15.720 --> 00:11:18.720]   one two three one two three five
[00:11:18.720 --> 00:11:24.880]   So far so good you don't see him on the set, but I guarantee you he's there welcome back Jeff
[00:11:24.880 --> 00:11:31.240]   Oh, we just we can't look directly at him
[00:11:31.240 --> 00:11:35.520]   Maybe if we look away things will be okay
[00:11:35.520 --> 00:11:38.880]   Yeah, I
[00:11:38.880 --> 00:11:44.000]   I'm not sure it's gonna work Jeff as much as I really want to have you on this podcast
[00:11:44.000 --> 00:11:50.400]   It's okay. Yeah, enjoy yourself. You're an Austin live it up a little bit
[00:11:50.400 --> 00:11:53.520]   You don't need to do this Google today
[00:11:53.520 --> 00:11:59.960]   Well, dude, bro. I love you guys. Oh, we've been loving you
[00:11:59.960 --> 00:12:09.880]   Are you are you on next week? Let's take a look at the schedule looking forward
[00:12:09.880 --> 00:12:15.880]   It looks like you will be in next week so you can redeem yourself if you need to drop off today. We understand
[00:12:15.880 --> 00:12:22.240]   All right, I think yeah, so yeah, I don't think it's gonna work man
[00:12:22.560 --> 00:12:27.120]   so we will talk to you enjoy your case so enjoy the rest of your time in Austin and
[00:12:27.120 --> 00:12:30.120]   We'll have plenty to talk about with you next week
[00:12:30.120 --> 00:12:32.840]   Thanks, Jeff. Appreciate it. Oh
[00:12:32.840 --> 00:12:35.920]   Right, so
[00:12:35.920 --> 00:12:40.960]   No one seems to be too sad about inbox. Maybe me a little bit, but that's okay. I think I'll probably get over it
[00:12:40.960 --> 00:12:45.320]   Why don't we talk pixel because we actually did get some pretty
[00:12:45.320 --> 00:12:51.720]   Solid concrete news as concrete as it gets from Google that there will be a pixel three event
[00:12:51.720 --> 00:12:58.960]   Or we assume it's a pixel three event anyways an event of some sort is happening officially on October 9th
[00:12:58.960 --> 00:13:04.080]   So Google has made that the date. I love New York is the tagline
[00:13:04.080 --> 00:13:11.880]   They say there will be a live stream begins at 11 a.m. Eastern 8 a.m. Pacific if you can't be at the New York event
[00:13:11.880 --> 00:13:14.160]   Which most people probably will not be there?
[00:13:14.160 --> 00:13:17.000]   There's also an event happening
[00:13:17.280 --> 00:13:22.200]   I guess in France French publications got an invite for an event. I love Paris
[00:13:22.200 --> 00:13:26.600]   That happens at the same time as the New York event. So so hey
[00:13:26.600 --> 00:13:30.900]   Isn't that weird that they would do that they'd time them the same
[00:13:30.900 --> 00:13:36.840]   Happen in there. It's gonna be like the unveiling of a Beyonce video, but it's a Google video featuring the Louv
[00:13:36.840 --> 00:13:40.240]   Who knows
[00:13:40.240 --> 00:13:42.000]   well actually
[00:13:42.000 --> 00:13:44.320]   was the pixel available in
[00:13:45.160 --> 00:13:49.560]   Paris or in France at launch last year. I'm very curious to know that
[00:13:49.560 --> 00:13:55.480]   This is all I'm gonna say because I'm not allowed to say anything. Oh, okay
[00:13:55.480 --> 00:14:03.160]   So you all sorts of questions you can ask as many questions as you like I will never stop you from asking questions. However, however
[00:14:03.160 --> 00:14:10.960]   Keep in mind as you first said, this is not necessarily a pixel three event. This is really a made by Google event
[00:14:10.960 --> 00:14:14.760]   Yeah, yeah, so yes, we all assume there will be a pixel
[00:14:14.760 --> 00:14:21.080]   Three pixel three XL. We've also seen rumors of a new chrome cast. We've also talked about or heard about
[00:14:21.080 --> 00:14:23.600]   pixel book replacements
[00:14:23.600 --> 00:14:24.920]   so
[00:14:24.920 --> 00:14:26.840]   it may be
[00:14:26.840 --> 00:14:32.440]   Things that are important in France. That's all I can say. Okay. That makes sense cheese
[00:14:32.440 --> 00:14:36.040]   Google branded cheese and wine
[00:14:36.040 --> 00:14:39.200]   Google berry's yes
[00:14:39.200 --> 00:14:41.320]   No
[00:14:41.320 --> 00:14:43.840]   Well, Kevin's gonna be at the event correct Kevin
[00:14:43.840 --> 00:14:51.960]   I'm going to France first and I'm leer jetting over. No. Yes. I will be in I'll be in New York City for the event
[00:14:51.960 --> 00:14:53.960]   Yes, I
[00:14:53.960 --> 00:14:58.840]   Was hoping you parachute into one of the events, but I'm actually not Google glass -
[00:14:58.840 --> 00:15:03.320]   Logistically, that's that's difficult to make happen. I understand. Yeah, okay
[00:15:03.320 --> 00:15:10.280]   So that's an important distinction made by Google is I think the hashtag that they're using in you know conjunction with this announcement
[00:15:10.760 --> 00:15:13.760]   And obviously Google makes a whole lot more than just pixel phones
[00:15:13.760 --> 00:15:20.640]   But we have been seeing a lot of leaks a lot of information happening here and there and whether it's trusted
[00:15:20.640 --> 00:15:22.720]   information or not
[00:15:22.720 --> 00:15:25.280]   remains to be proven from the event
[00:15:25.280 --> 00:15:32.760]   Are either of you I think we talked a little bit about this last week Stacey on the show, but Kevin
[00:15:32.760 --> 00:15:37.800]   Are you at all excited like are you do you think that if there is a new pixel phone?
[00:15:38.120 --> 00:15:42.200]   And based on what you've seen from the leaks is that something that you're probably gonna pick up?
[00:15:42.200 --> 00:15:48.400]   So yeah, I mean, I think the the leaks I can't see why they wouldn't be legit first of all
[00:15:48.400 --> 00:15:50.400]   I think what's exciting is
[00:15:50.400 --> 00:15:52.120]   what
[00:15:52.120 --> 00:15:52.980]   software
[00:15:52.980 --> 00:15:59.800]   Services and things like Google optimizes for the pixel and I I think back to the camera software last year and even the year before that
[00:15:59.800 --> 00:16:06.080]   Which you're just blowing almost everything else out of the water. So I'm excited to see all that for sure me personally
[00:16:06.400 --> 00:16:13.800]   I'm kind of in a budget mode now that I'm getting older. So I'm literally sticking with my Nokia
[00:16:13.800 --> 00:16:16.920]   $324 Nokia 7 Plus
[00:16:16.920 --> 00:16:20.560]   Personally nice and how are you having loves that phone? Yeah?
[00:16:20.560 --> 00:16:25.680]   You know, I do I do love this phone. I know we want to talk about pixel, but I will just say I mean
[00:16:25.680 --> 00:16:31.900]   $324 it is an international model. You cannot get it here. This ship from Taiwan via Amazon
[00:16:32.480 --> 00:16:36.280]   Doesn't support all of the US LTE bands. I make do it works fine
[00:16:36.280 --> 00:16:41.600]   but you know for you could buy what three pixels for the price of this essentially and
[00:16:41.600 --> 00:16:49.960]   It's got a fantastic camera. It's got a Snapdragon 660, which yes, it's a mid-range chip, but it still is really
[00:16:49.960 --> 00:16:52.640]   solid-performing and
[00:16:52.640 --> 00:16:55.720]   Easily you can go a day and a half if not two days on a charge
[00:16:55.720 --> 00:17:00.200]   It's running the Android 9 pi beta because it's an Android one phone
[00:17:00.240 --> 00:17:03.680]   So it's always going to get the latest updates the software. I
[00:17:03.680 --> 00:17:07.480]   Best $324 I spent in years. Wow
[00:17:07.480 --> 00:17:09.320]   That's awesome
[00:17:09.320 --> 00:17:15.080]   I mean and getting the updates being an Android one phone. That's you know that ends up being a lot of people's kind of instant
[00:17:15.080 --> 00:17:18.920]   instant point when you're going off the the pixel
[00:17:18.920 --> 00:17:21.760]   You know direction is so yeah
[00:17:21.760 --> 00:17:27.120]   Well, what about updates? But obviously Google's done a really good job with Android one of bringing this to more devices and
[00:17:27.760 --> 00:17:34.960]   That's I would say one of the key kind of standout features of getting an Android one device would be that the software support
[00:17:34.960 --> 00:17:36.320]   Which is so important
[00:17:36.320 --> 00:17:38.220]   Do you worry about?
[00:17:38.220 --> 00:17:41.000]   security buying see it's the HTC honor
[00:17:41.000 --> 00:17:44.760]   something something do you worry about like I
[00:17:44.760 --> 00:17:49.880]   Guess malicious content on your phones since you had to buy it from Amazon and it was shipped from Taiwan
[00:17:49.880 --> 00:17:55.040]   Well, just about every phone these days is made over in that area or that region
[00:17:55.720 --> 00:18:01.240]   So I mean what you know the last pixel. I'm sure was built in China as well
[00:18:01.240 --> 00:18:04.680]   Would I would I go for an a Huawei as ETE?
[00:18:04.680 --> 00:18:10.440]   Maybe not as much for that reason, but I'm not too concerned about about that
[00:18:10.440 --> 00:18:15.760]   I mean I got to believe that the Google's hardware partners are doing what they're supposed to be doing or Google
[00:18:15.760 --> 00:18:17.760]   Or they wouldn't be Google hardware partners, right?
[00:18:17.760 --> 00:18:23.640]   So the perfect example the Google Titan security key it's made in China
[00:18:24.720 --> 00:18:26.720]   You know I bought one
[00:18:26.720 --> 00:18:30.680]   So do you bought one do you have it yet? Have you been using it?
[00:18:30.680 --> 00:18:34.360]   I do have it and I'm setting it up either tonight or tomorrow morning
[00:18:34.360 --> 00:18:39.080]   Okay, I'm kind of giving a prelude to my thing at the end of the show. Oh, okay. We won't go there
[00:18:39.080 --> 00:18:43.940]   Talking pretend that I said nothing. Let's let's just move on
[00:18:43.940 --> 00:18:46.000]   so
[00:18:46.000 --> 00:18:49.560]   One of the things that's been kind of happening over the past the course of the last week
[00:18:49.560 --> 00:18:51.920]   like obviously there were the there were the leaks that
[00:18:52.400 --> 00:18:59.200]   Around the pixel devices that we heard a lot about and they were like appearing on on YouTube on all these like Russian
[00:18:59.200 --> 00:19:03.640]   Review sites and everything really highly produced
[00:19:03.640 --> 00:19:07.560]   Reviews of these devices that Google literally has not announced yet
[00:19:07.560 --> 00:19:12.520]   And so what is that kind of led to at this point? It's led to a lot of conspiracy
[00:19:12.520 --> 00:19:20.880]   Theories as far as like what exactly is going on people are wondering are these actually the devices?
[00:19:21.360 --> 00:19:24.720]   Personally, I think they are and if they are not
[00:19:24.720 --> 00:19:30.360]   Who's behind them? Maybe Google is feeding like anyways the conspiracy theory says
[00:19:30.360 --> 00:19:38.760]   Maybe Google is feeding these devices out there to steer people into a certain direction and then be able to show on stage
[00:19:38.760 --> 00:19:41.680]   Hey, you know that thing ha ha fool fools
[00:19:41.680 --> 00:19:46.240]   This is the actual device and don't you love it sounds a little far-fetched?
[00:19:46.240 --> 00:19:51.280]   But apparently there's a lot of people that believe that this is actually happening and I don't understand how that could possibly
[00:19:51.520 --> 00:19:56.960]   Be reality. I don't think are they upset about the notch and this is their way to deny it for a little longer. I think so
[00:19:56.960 --> 00:19:59.440]   Okay, that's a part of it
[00:19:59.440 --> 00:20:02.160]   Because people are like really upset about the notch on this phone
[00:20:02.160 --> 00:20:07.440]   Like hatefully so to the point of like I would normally get the largest most specked out phone
[00:20:07.440 --> 00:20:10.560]   But I'm not going to this time. No, I'm gonna get the smaller one because not
[00:20:10.560 --> 00:20:18.160]   Two things this is like a non cue except it's a non G. You know, it's it's a Google conspiracy
[00:20:19.920 --> 00:20:27.920]   Listen the notch on the on the iPhone 10 that was leaked well in advance and people thought it was hideous die-hard apple people
[00:20:27.920 --> 00:20:32.720]   Saying I'll never buy this phone. Guess what? It didn't hurt sales. Not at all
[00:20:32.720 --> 00:20:39.280]   And and if and I don't know honestly if that is the the size of the notch on the pixel 3 XL
[00:20:39.280 --> 00:20:43.600]   I don't think it's gonna hurt that many sales either. Yes, there will be people who say and not getting it
[00:20:43.600 --> 00:20:45.600]   That's fine, but by and large it'll be fine
[00:20:46.480 --> 00:20:50.720]   Secondly about three maybe four weeks ago when all these leaks started
[00:20:50.720 --> 00:20:55.360]   There was a prominent youtube blogger who does phone reviews
[00:20:55.360 --> 00:21:02.880]   He was contacted allegedly by the somebody in Russia and says I want to sell you this for $2,000 thinking your page views
[00:21:02.880 --> 00:21:06.640]   So what this guy did instead of buying it he went through the whole
[00:21:06.640 --> 00:21:10.880]   Information process to figure out if he was going to do this with the guy it was
[00:21:10.880 --> 00:21:16.160]   Really shady partly on telegram part lay on twitter dms and all that and he
[00:21:16.560 --> 00:21:20.960]   Recorded it all on his youtube video and this went on for like a day or two
[00:21:20.960 --> 00:21:27.040]   And he condensed it to eight 10 minutes. I mean everything he has no reason to lie. I don't think
[00:21:27.040 --> 00:21:34.400]   Um, he was exposing that these phones might have been stolen off the production line or something and somebody was trying to sell them for $2,000 and
[00:21:34.400 --> 00:21:41.120]   Honestly, I think these leaks are the legit thing because of that. I don't think there's any conspiracy here
[00:21:41.120 --> 00:21:45.600]   I just don't yeah, well some of these uh youtube
[00:21:46.400 --> 00:21:53.600]   Channels that have been you know doing their reviews or at least responding reacting to the leaks that are out there and saying oh well
[00:21:53.600 --> 00:21:55.920]   This is ugly because it's got the notch or whatever
[00:21:55.920 --> 00:22:00.480]   Apparently they're now being contacted by someone who represents google
[00:22:00.480 --> 00:22:06.880]   Saying hey, we would like the rights to play some of your content for an upcoming event
[00:22:06.880 --> 00:22:10.560]   And that's I think where the conspiracy theories began where it's like wait a minute
[00:22:10.560 --> 00:22:16.800]   So google wants like did they feed these out there so that we would respond negatively so that they could pull our content in
[00:22:16.800 --> 00:22:21.520]   And then you know display how everybody was so wrong because here's the right thing
[00:22:21.520 --> 00:22:28.320]   And I think that's a really long way to go for some sort of marketing blitz that I think also has the potential
[00:22:28.320 --> 00:22:33.600]   To be very negative for your brand if people like immediately at that point decide oh well
[00:22:33.600 --> 00:22:38.880]   You know not knowing that google may have put the put out this fake phone go well
[00:22:38.880 --> 00:22:44.000]   That's not the phone that I'm hoping for i'm gonna buy a note nine right now and you know they lose a sale
[00:22:44.000 --> 00:22:46.320]   So I just don't see any company like google
[00:22:46.320 --> 00:22:50.080]   Actually doing that it seems like a long way to go for something like that
[00:22:50.080 --> 00:22:55.600]   It's it's not in their dna either. It's just not what they do. Yeah, we could i'm sick
[00:22:55.600 --> 00:23:00.880]   I could be wrong, but yeah, I think more more likely if if google is reaching out to these people
[00:23:00.880 --> 00:23:02.320]   it's probably
[00:23:02.320 --> 00:23:06.080]   To the point of like, you know, I could see them on stage being like and
[00:23:06.720 --> 00:23:12.720]   We making making light of the fact that they weren't able to keep the secret very long, you know, and you all
[00:23:12.720 --> 00:23:18.320]   Idea what what we have in store, you know, i'm playing a little montage or something. I don't know
[00:23:18.320 --> 00:23:25.680]   But anyways, i'm excited for the phones the notch isn't offensive to me necessarily it is to a lot of people though
[00:23:25.680 --> 00:23:27.760]   so we'll see um, but
[00:23:27.760 --> 00:23:31.680]   Kevin we need to talk to you because a big part of this made by google event
[00:23:31.680 --> 00:23:33.440]   is
[00:23:33.440 --> 00:23:36.320]   Is pixel books or something along these lines?
[00:23:36.320 --> 00:23:39.040]   Chrome OS tablets
[00:23:39.040 --> 00:23:43.120]   detachable tablets all sorts of things it seems like there's a lot of kind of
[00:23:43.120 --> 00:23:46.800]   Possibilities here and again, there's leaks involved
[00:23:46.800 --> 00:23:50.400]   Uh with this as well. So what can you tell me about kind of?
[00:23:50.400 --> 00:23:55.040]   I don't know the the leaks that we've seen so far. We've seen some ad leaks and that sort of stuff
[00:23:55.040 --> 00:23:57.360]   What what's kind of on the on the line there?
