;FFMETADATA1
title=Grackles, Nuthatches, and Swifts, Oh My!
artist=TWiT
album_artist=TWiT
album=This Week in Google
track=449
genre=Podcast
comment=http://twit.tv/twig
copyright=These netcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2018
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:03.800]   It's time for Twig this week at Google Jeff Jarvis is here Stacy Higginbotham
[00:05:25.760 --> 00:05:30.520]   Projecting out while he was fascinated by this thought this was very interesting started doing some of this
[00:05:30.520 --> 00:05:35.560]   Himself for the Obama campaign and then went to work for a British company
[00:05:35.960 --> 00:05:42.400]   Run a part in a group in the British company ran run by this was in Andrew nix the
[00:05:42.400 --> 00:05:46.200]   CEO now ousted of Cambridge, and let it go
[00:05:46.200 --> 00:05:51.400]   They realized that they could do a lot more if they could get more access to the Facebook
[00:05:51.400 --> 00:05:56.080]   Data and this is where the story became very interesting
[00:05:56.080 --> 00:05:59.920]   Nix
[00:05:59.920 --> 00:06:01.640]   ran into
[00:06:01.640 --> 00:06:07.600]   somebody from the I think was the the Martin the cruise campaign the Ted Cruz campaign and
[00:06:07.600 --> 00:06:12.960]   Decided that it would be great to get into the American market and
[00:06:12.960 --> 00:06:15.440]   and
[00:06:15.440 --> 00:06:19.760]   Decided that if they could do a little bit better targeting that they might be able to do this kind of targeting
[00:06:19.760 --> 00:06:25.200]   They were already doing in the UK in the American market got the attention of billionaire Robert Mercer who funded it
[00:06:25.200 --> 00:06:30.240]   Steve Bannon who became the chairman and created Cambridge Analytica and
[00:06:30.800 --> 00:06:36.880]   Cambridge Analytica did this is the thing that they did that really has gotten them in trouble with Facebook
[00:06:36.880 --> 00:06:46.400]   Is they found a researcher at Cambridge who created a psychological quiz and they put out on Facebook and offer if you take this quiz
[00:06:46.400 --> 00:06:48.400]   It was a real quiz. It was not a game of thrones
[00:06:48.400 --> 00:06:50.880]   You know which vegetable are you kind of a quiz?
[00:06:50.880 --> 00:06:56.520]   It was a real psychological profile standard kind of profile if you take this quiz you'll have to download an app and take it
[00:06:56.520 --> 00:06:58.120]   offline off Facebook
[00:06:58.120 --> 00:07:03.720]   We'll give you some money will pay you and they got a significant number of people to do that through Facebook
[00:07:03.720 --> 00:07:10.040]   So they had their Facebook login and they had the quiz they were able to use the data they gained from that quiz to
[00:07:10.040 --> 00:07:19.760]   It was about a quarter with 1075,000 people to order 30,000. Yeah to create this what you really need in this a machine learning database in effect
[00:07:19.760 --> 00:07:21.960]   making correlations between
[00:07:21.960 --> 00:07:27.080]   What the Facebook profile told you about this person what their psychological profile was
[00:07:27.080 --> 00:07:28.880]   And
[00:07:28.880 --> 00:07:33.840]   They also got something which Facebook shut down a few years ago which is this friends of friends stuff
[00:07:33.840 --> 00:07:34.880]   Which I always thought was
[00:07:34.880 --> 00:07:38.600]   Reprehensible if you take a quiz or give somebody access to your Facebook account
[00:07:38.600 --> 00:07:43.520]   They not only get your information your likes, but they get all your friends information all your friends likes
[00:07:43.520 --> 00:07:49.320]   Basically, oh, just to clarify her that's that's your public information. They don't get anything behind no no no private
[00:07:49.320 --> 00:07:54.240]   Not credit card numbers is stuff you're posted they get access to their accounts though. They don't have to be
[00:07:54.800 --> 00:08:00.080]   you don't have to have your own relationship at that time you should have to have your own business relationship or
[00:08:00.080 --> 00:08:03.480]   That was how people thought Facebook worked
[00:08:03.480 --> 00:08:08.920]   I mean I think everybody thought Facebook worked is people can see my page if I allow them to you know
[00:08:08.920 --> 00:08:11.760]   If they friend me and I friend them back then then we are sharing data
[00:08:11.760 --> 00:08:16.800]   But as it turns out if they friend you and you friend them back then anybody who friends them can see your data
[00:08:16.800 --> 00:08:20.840]   Which was at the time that was something Facebook stopped a couple of years and by the way
[00:08:20.840 --> 00:08:25.880]   I just just real quickly I worked with lots of media companies that said goody goody and did that like crazy
[00:08:25.880 --> 00:08:30.760]   Obama's campaign had a a game that had a million users and did the same thing
[00:08:30.760 --> 00:08:32.720]   And so it was very common at the time
[00:08:32.720 --> 00:08:38.760]   But it was all part of that kerfuffle that we talked about the show at the time about people not understanding the circles of privacy
[00:08:38.760 --> 00:08:40.760]   We have been talking about this for years
[00:08:40.760 --> 00:08:45.920]   Yes, and trying to raise people's awareness of this for years. So Cambridge Analytica
[00:08:45.920 --> 00:08:50.000]   Got all of this data for it turns out once they got the
[00:08:50.160 --> 00:08:57.440]   275 270 thousand people take the quiz they got their friends of friends and that ended up being a 50 million person database a very
[00:08:57.440 --> 00:09:01.720]   Which should have been handed over to Cambridge Analytica. Well, it's no no no no
[00:09:01.720 --> 00:09:07.640]   It is that they shouldn't have access to it. They got legitimate access to it saying it was a research
[00:09:07.640 --> 00:09:15.920]   The wrong said no the rule said you couldn't pass that on to say a commercial entity
[00:09:15.920 --> 00:09:20.760]   Right and it was passed on and they were told research or who had ties to Russia by the way
[00:09:20.760 --> 00:09:25.040]   Yes was actually passing along to a commercial entity illegally
[00:09:25.040 --> 00:09:30.160]   Facebook against against Facebook against their rule is not illegal a bit against their rules
[00:09:30.160 --> 00:09:32.360]   Yeah, and then Cambridge Analytica used it
[00:09:32.360 --> 00:09:39.360]   apparently quite effectively to target advertising and and you know why they were so so they say
[00:09:39.360 --> 00:09:43.120]   Which is a lot of there's been a lot of question about history
[00:09:43.120 --> 00:09:45.920]   and we've got we've seen now the the videos of
[00:09:45.920 --> 00:09:48.560]   its CEO
[00:09:48.560 --> 00:09:50.200]   admitting to all sorts of
[00:09:50.200 --> 00:09:54.560]   Shikaneary, but again, they were boasting about stuff they probably didn't do in the past
[00:09:54.560 --> 00:10:00.640]   So we there's no way of knowing if they actually do hire prostitutes to subboard candidates things like that
[00:10:00.640 --> 00:10:02.880]   And it's also there's debate among researchers. I was at a
[00:10:02.880 --> 00:10:05.480]   Annenberg event at Penn some weeks ago
[00:10:05.480 --> 00:10:10.680]   Where most of the researchers in the room said that they did not believe for a second that Cambridge Analytica had a
[00:10:11.080 --> 00:10:16.880]   Any of your would near the skills that they say they have again, that's irrelevant to this discussion in so far as
[00:10:16.880 --> 00:10:21.520]   Things that shouldn't have happened happened, but how much impacted then had is
[00:10:21.520 --> 00:10:30.440]   Something that could be up for debate a lot of people say hey Obama did the same thing the only reason this is a hot button is because Trump
[00:10:30.440 --> 00:10:32.920]   Used it to win and not not a Democrat
[00:10:32.920 --> 00:10:35.880]   Fair enough. That's a fair criticism
[00:10:35.880 --> 00:10:41.040]   Facebook said we it was we understand it's a breach of trust and we expected the
[00:10:41.040 --> 00:10:44.160]   This is Mark Zuckerberg's comment earlier
[00:10:44.160 --> 00:10:49.040]   He said we have a responsibility to protect your data if we can't we don't deserve to serve you
[00:10:49.040 --> 00:10:53.200]   I've been working to understand exactly what happened and how to make sure this doesn't happen again
[00:10:53.200 --> 00:10:58.640]   He's gonna be on CNN at 6 p.m. Pacific 9 p.m. Eastern tonight
[00:10:58.640 --> 00:11:04.360]   On the Anderson Cooper. Let's not stay on till then no we'll be off by then so
[00:11:04.360 --> 00:11:10.960]   Cambridge Analytica which was so was first of all was not supposed to have that data and then told Facebook
[00:11:10.960 --> 00:11:14.320]   They had deleted that data apparently did not delete the data and until
[00:11:14.320 --> 00:11:22.240]   Wily stepped forward. We didn't really understand exactly what had happened, but the whistleblower who was you know one of the principles?
[00:11:22.240 --> 00:11:25.160]   explained the whole process
[00:11:25.160 --> 00:11:27.160]   so a
[00:11:27.160 --> 00:11:33.700]   Number of people including Ryan Acton who was one of the founders of what's happened was paid 16 billion dollars along with
[00:11:33.700 --> 00:11:35.200]   Yankum his co-founder
[00:11:35.200 --> 00:11:37.200]   For the app by Facebook
[00:11:37.280 --> 00:11:43.880]   Said it's time hashtag delete Facebook a lot of people that hashtags gotten very popular
[00:11:43.880 --> 00:11:54.040]   I deleted Facebook not so much because I've I mean I've everybody knows all that information. I just don't like
[00:11:54.040 --> 00:11:59.640]   It really brought home to me, you know something. I've been thinking for a long time, which is I
[00:11:59.640 --> 00:12:02.560]   Don't trust them
[00:12:02.560 --> 00:12:07.280]   Now we should mention and I'm sure Jeff will mention that you actually work with Facebook
[00:12:07.280 --> 00:12:12.480]   And the foundation that they do just to be just get the full clear disclosure
[00:12:12.480 --> 00:12:19.120]   I raised $40 million from Facebook Craig Newmark the Ford Foundation at Texas and others to start the news integrity initiative
[00:12:19.120 --> 00:12:26.920]   We run it independently of Facebook and I am not paid by never have been paid by any of the platforms in disclosure. Yeah
[00:12:28.000 --> 00:12:33.040]   The parent company of Cambridge Analytica has also has been fan as has camera camera, Genolitica
[00:12:33.040 --> 00:12:39.840]   For all of this so there's there was clearly a violation of Facebook's terms
[00:12:39.840 --> 00:12:47.160]   And and I think Mark Zuckerberg's taking some culpability he's taking some responsibility for this saying yeah
[00:12:47.160 --> 00:12:49.240]   We we didn't do a great job. Although
[00:12:49.240 --> 00:12:56.240]   There's also the sense that Facebook is as much a victim as the as the end users that Cambridge Analytica
[00:12:56.760 --> 00:12:58.760]   Why do you
[00:12:58.760 --> 00:13:03.600]   You disagree that's like that's like saying Equifax is as much a victim as the end users
[00:13:03.600 --> 00:13:06.160]   I mean, this is a company that's dedicated to collecting data
[00:13:06.160 --> 00:13:13.440]   About people well Facebook's paying the price they lost $50 billion in stock market value
[00:13:13.440 --> 00:13:18.760]   Are they really paying the price? I mean, oh it depends. I mean this is a really interesting
[00:13:18.760 --> 00:13:23.600]   Nexus is kind of a turning point. It could be the end of Facebook. It's some ways, right? What do you think?
[00:13:24.080 --> 00:13:29.280]   Yeah, you know, I I'm not a huge Facebook user. I've never been but I
[00:13:29.280 --> 00:13:38.380]   Wouldn't be I we need to have something like Facebook. Do we do we yeah? I do think we do I think
[00:13:38.380 --> 00:13:46.360]   Next people yeah, but I mean I have a phone and an email and mail I could connect it it connects people superficial
[00:13:46.360 --> 00:13:48.360]   It it makes superficial
[00:13:48.360 --> 00:13:49.760]   connections
[00:13:49.760 --> 00:13:55.520]   Feel it more accessible. So it helps you scale your connections. I would say so
[00:13:55.520 --> 00:14:00.160]   Maybe it's one of its flaws though by the way because they're not genuine connections
[00:14:00.160 --> 00:14:04.160]   Maybe I don't know they I think they can be genuine connections
[00:14:04.160 --> 00:14:07.920]   I mean if you use it well, you can create communities
[00:14:07.920 --> 00:14:12.880]   You just have to you have to curate them in a way that a lot of people aren't very disciplined at I mean
[00:14:12.880 --> 00:14:17.720]   Think about think about how sophisticated people are and different types of people
[00:14:17.720 --> 00:14:19.920]   I don't have a lot of close friends for example
[00:14:19.920 --> 00:14:25.560]   I am not a huge Facebook user because not because of that, but I think those things are correlated and there are lots of people
[00:14:25.560 --> 00:14:28.400]   who
[00:14:28.400 --> 00:14:31.360]   Seek others approval and those people tend to
[00:14:31.360 --> 00:14:36.480]   Be on Facebook and establish I would say to them meaningful relationships
[00:14:36.480 --> 00:14:41.080]   And I'm not gonna denigrate that and I think it's something a lot of people need and want
[00:14:41.080 --> 00:14:46.080]   And so I think there's a real value there. I do think it's abused, but
[00:14:47.400 --> 00:14:53.640]   Those people are also abused in real life by quote unquote friends frenemies people who treat them like so so
[00:14:53.640 --> 00:14:59.280]   You're saying that Facebook had a higher obligation to I mean to protect our data
[00:14:59.280 --> 00:15:03.520]   Certainly they do have a if we're going to give them that data very high obligation to keep it safe
[00:15:03.520 --> 00:15:08.840]   Yeah, after all all this really was this kind of Facebook's business model
[00:15:08.840 --> 00:15:11.400]   But somebody took advantage of it
[00:15:11.400 --> 00:15:15.600]   But this thing can't what what what yes all all true
[00:15:15.600 --> 00:15:19.160]   I mean, I think a couple of observations one and and
[00:15:19.160 --> 00:15:20.840]   Stacey I agree
[00:15:20.840 --> 00:15:24.520]   I think that society needs something like Facebook and as I wrote some weeks ago
[00:15:24.520 --> 00:15:28.640]   I think that their definition of community and their definition connections is still too shallow and
[00:15:28.640 --> 00:15:30.760]   And so I agree with both of you
[00:15:30.760 --> 00:15:34.080]   But the data that was there was data that people shared
[00:15:34.080 --> 00:15:40.000]   Publicly in the definition of public at the time on Facebook. It wasn't as if it was private data that was stolen or breached
[00:15:40.000 --> 00:15:44.760]   That's one point second point is that at the time
[00:15:45.400 --> 00:15:51.440]   It was I would say that first point real quickly it was weaponized and I think that's different. That's different
[00:15:51.440 --> 00:15:54.000]   That's different. Yes, how it was used is absolutely different
[00:15:54.000 --> 00:15:58.920]   But and how was used by those players by Cambridge Analytica or other players was different
[00:15:58.920 --> 00:16:03.600]   Yeah, but people said I like the meat the Beatles and there was but that's a large
[00:16:03.600 --> 00:16:06.120]   But that's a larger story that's going on right now
[00:16:06.120 --> 00:16:11.080]   Which is what we thought was innocuous sharing of information turns out thanks to big data
[00:16:11.800 --> 00:16:18.680]   Massive databases multiple massive databases and very powerful number crunching machine learning to not be as innocuous as we thought it was
[00:16:18.680 --> 00:16:21.680]   You know, it's kind of sharing I do in real life is
[00:16:21.680 --> 00:16:25.400]   Inocuous, but as soon as it gets attached to these big databases
[00:16:25.400 --> 00:16:31.880]   Really, I don't think I don't think we've really seen the full extent of the definition of weaponization nonetheless
[00:16:31.880 --> 00:16:36.520]   Was it misused by Cambridge Analytica? Yes stipulated your honor. Let me know in a second point real quick
[00:16:36.880 --> 00:16:40.320]   Which is that at the time a lot of this was going on
[00:16:40.320 --> 00:16:46.480]   I think it was a general belief and this goes after what Stacy was saying that that having a social media platform and
[00:16:46.480 --> 00:16:49.000]   Using it to involve people
[00:16:49.000 --> 00:16:52.200]   It can get them involved civically and politics was a good thing
[00:16:52.200 --> 00:16:58.320]   Right what changed in that what one is this researcher misuse the data and miss send it to somebody who in turn misused it
[00:16:58.320 --> 00:17:02.080]   And and so on the second thing that happened. Let's be honest was Donald Trump
[00:17:02.080 --> 00:17:04.600]   Because I think that you have to ask yourself
[00:17:05.040 --> 00:17:09.040]   You know do we say now that no political campaign should ever use social media?
[00:17:09.040 --> 00:17:15.280]   I don't think we would have said that three years ago five years away Obama's Facebook was it was it similar to the way
[00:17:15.280 --> 00:17:19.720]   Target was high doesn't it and they had even more they had a million people and
[00:17:19.720 --> 00:17:25.160]   And let's not forget that if you want to start a movement like black lives matter or something else the ability to target
[00:17:25.160 --> 00:17:29.040]   Has benefit targeting is not bad and evil
[00:17:31.000 --> 00:17:36.720]   The sameness of mass media is what some people are trying to defend right now, and I'm trying to say no
[00:17:36.720 --> 00:17:38.720]   That's not the future. That's the past
[00:17:38.720 --> 00:17:43.880]   So bad things happened bad people did bad things. I'm not arguing with all any of that
[00:17:43.880 --> 00:17:47.720]   But that doesn't make the intent or the platform
[00:17:47.720 --> 00:17:53.880]   Vinal and let's not forget the other things that change that we're trying to blame Facebook for that mass media hold a huge
[00:17:54.560 --> 00:18:02.040]   dose of responsibility for like polarization that fertilized this field that allowed Cambridge Analytica and Steve Bannon to come in and
[00:18:02.040 --> 00:18:04.320]   plant their seeds of hatred so
[00:18:04.320 --> 00:18:10.880]   Yeah, I'm disappointed. We get to where was awkward work statement was I'm disappointed that all he did was dealing with the
[00:18:10.880 --> 00:18:18.120]   Tactical details of Cambridge Analytica. There's a much bigger issue here about what the public responsibility of these platforms is
[00:18:18.120 --> 00:18:21.880]   They didn't ask for us. They didn't want it. There's no law about it, but in their power
[00:18:22.200 --> 00:18:29.360]   They have to take our responsibility for a civil informed conversation for for the health of the public sphere
[00:18:29.360 --> 00:18:36.240]   That's the bigger conversation. That's not being held that I wish we should hold that I'll hold Facebook and company to high responsibility
[00:18:36.240 --> 00:18:42.200]   Thank you for doing so along those lines Jeff. Do we need something like?
[00:18:42.200 --> 00:18:51.040]   Can you lie in because part of this is it's targeted, but it also targeted lies designed to get people to
[00:18:51.760 --> 00:18:59.120]   Believe a certain way. So do we need rules and regulations about campaigning that these sorts of things would have to follow that way?
[00:18:59.120 --> 00:19:00.440]   It's not the
[00:19:00.440 --> 00:19:04.480]   platforms responsibility as much as it's the palle Stacey
[00:19:04.480 --> 00:19:11.000]   But every single politician lies in and half their commercials
[00:19:11.000 --> 00:19:15.520]   They lie when they appear on TV. They lie when they're on Twitter
[00:19:15.520 --> 00:19:18.480]   Who's to become the judge of that?
[00:19:19.080 --> 00:19:23.120]   Who's just who's to forbid the lie at the level of First Amendment?
[00:19:23.120 --> 00:19:25.160]   And this is not a first amendment issue because it's a private company
[00:19:25.160 --> 00:19:30.640]   But it's level of First Amendment you have a right to lie you have a you have a constitutional right to lie in this country
[00:19:30.640 --> 00:19:35.880]   You can do it people can think of what they will I think to be lying is not all things the right standard
[00:19:35.880 --> 00:19:42.760]   I think to me it's a matter of scale that stuff like this is always gone on. We've always had targeted advertising people always lied
[00:19:42.760 --> 00:19:44.680]   but I
[00:19:44.680 --> 00:19:46.680]   Keep using that word weaponized
[00:19:46.880 --> 00:19:49.840]   Modern technology has changed the conversation
[00:19:49.840 --> 00:19:56.320]   Because we have so much more data and we have so much better ways to correlate data
[00:19:56.320 --> 00:20:02.320]   You know that it is now to me it strikes me as more dangerous and I think the really the real
[00:20:02.320 --> 00:20:04.160]   the
[00:20:04.160 --> 00:20:06.160]   benefit of this Facebook moment is that
[00:20:06.160 --> 00:20:08.440]   Everybody will start to think a little bit harder
[00:20:08.440 --> 00:20:15.640]   About what all these companies are doing about what information we're giving up and how about how it's being misused
[00:20:15.640 --> 00:20:17.640]   I think you know, I mean it
[00:20:17.640 --> 00:20:25.440]   There's I would say how it's being used period. This is actually what Kevin and I talked about and I think let's
[00:20:25.440 --> 00:20:29.160]   Let's move beyond just talking about this and let's talk about ways to solve for this
[00:20:29.160 --> 00:20:36.440]   Like there are things that we know work things like having data retention policies getting rid of people's data after 30 days
[00:20:36.440 --> 00:20:40.000]   That's like well, I think that's one of the things is gonna happen right?
[00:20:40.000 --> 00:20:44.920]   This that what you're now gonna see is GDPR style regulation in the US it needs to happen
[00:20:44.920 --> 00:20:47.280]   It has to happen because people aren't
[00:20:47.280 --> 00:20:50.440]   We are being asked to give up so much information
[00:20:50.440 --> 00:20:56.720]   We have no insights as users what's gonna happen to that information and how it could be used
[00:20:56.720 --> 00:21:04.940]   We have an amazing array of frightening stories about how it could be used against us and that's turning people off from
[00:21:04.940 --> 00:21:09.200]   life life-saving benefits like like precision medicine or
[00:21:10.800 --> 00:21:16.040]   I'm trying to think of being but that's where you're in agreement with Jeff because that's why you actually do it panic is
[00:21:16.040 --> 00:21:19.320]   This is don't throw the baby out with the bathwater
[00:21:19.320 --> 00:21:24.040]   Right, so that's why I think regulations like GDPR are actually reasonable
[00:21:24.040 --> 00:21:31.360]   They're measured what the challenges with things like GDPR is we don't actually know how we can implement that yet because so far
[00:21:31.360 --> 00:21:35.000]   Our technology that we've developed has all been about
[00:21:35.520 --> 00:21:43.720]   aggregating stuff sifting through it for correlations over a long period of time and pulling new stuff in and now we're gonna have to have a
[00:21:43.720 --> 00:21:45.720]   technology in
[00:21:45.720 --> 00:21:53.000]   No responsibility for it. Now. We need to develop a technology frame for work for pulling in data for a limited amount of time
[00:21:53.000 --> 00:21:56.800]   understanding exactly and communicating back how
[00:21:56.800 --> 00:22:03.040]   Different entities are going to use that data and also give the user the ability to pull that back
[00:22:03.400 --> 00:22:06.840]   that's a really tough technical order and
[00:22:06.840 --> 00:22:10.440]   We don't actually know how to even do that yet. So
[00:22:10.440 --> 00:22:15.040]   It's one thing to be like a little bit GDPR, but we also need to be like
[00:22:15.040 --> 00:22:22.160]   Okay, how are we gonna actually build a tech infrastructure for those rules because we don't have it today?
[00:22:22.160 --> 00:22:26.360]   Amen, amen and what two two sides of that coin
[00:22:26.360 --> 00:22:30.280]   I think that American media companies are gonna American companies in general brands
[00:22:30.800 --> 00:22:33.280]   Everybody are gonna be shocked come May 1
[00:22:33.280 --> 00:22:37.120]   That they're gonna have to consider cutting off Europe until they get their act together
[00:22:37.120 --> 00:22:39.120]   I don't think anyone's taking that seriously
[00:22:39.120 --> 00:22:44.640]   They have like the big companies actually have to
[00:22:44.640 --> 00:22:54.280]   Implement GDPR because they have offices and in any company headquartered in Europe even those that serve Americans will have to buy
[00:22:54.280 --> 00:22:59.720]   a buy by the you made the point before Stacy that's the small companies that can't afford to do that they're gonna be
[00:23:00.440 --> 00:23:02.440]   affected
[00:23:02.440 --> 00:23:07.720]   Yeah, the other side of the coin actually real quick is and I made this point often on the show
[00:23:07.720 --> 00:23:11.440]   But but I believe the future of media is one that gives you greater relevance
[00:23:11.440 --> 00:23:14.480]   It doesn't treat you like everybody else that means I have to have data about you now
[00:23:14.480 --> 00:23:17.280]   I have to have a good relationship with you under that data. I have to have your mission
[00:23:17.280 --> 00:23:19.760]   I have to do right by it. I have to give you value for it
[00:23:19.760 --> 00:23:24.560]   But I even fear now that all targeting is gonna be seen to be
[00:23:24.560 --> 00:23:29.440]   Evil and awful and then we return to a world of everybody having sorry about that
[00:23:30.280 --> 00:23:36.000]   Phone and does you have a phone rings Jeff? It's a it's a flack from Facebook. Just
[00:23:36.000 --> 00:23:41.480]   Oh, they're reaching out now, baby. They're reaching out now. Yeah, yeah, so
[00:23:41.480 --> 00:23:46.720]   Where do we stand on GDPR? I take it Stacy? You think it's reasonable and not
[00:23:46.720 --> 00:23:52.520]   burdensome Jeff. No, I think ideas are good. I don't think we actually can implement it
[00:23:52.520 --> 00:23:54.360]   Well, that's you know, of course
