
[00:00:00.000 --> 00:00:04.160]   It's time for Mac break weekly. We're getting closer and closer to the iPhone launch
[00:05:03.560 --> 00:05:08.280]   Seemed well, so heavy and much the more heavy now
[00:05:08.280 --> 00:05:12.200]   And you listen to those words and him saying those and wow
[00:05:12.200 --> 00:05:15.160]   Yeah, it's interesting. There's a the bench that
[00:05:15.160 --> 00:05:22.000]   That his character and Matt Damon's character sat on at the public garden during a will the
[00:05:22.000 --> 00:05:28.120]   Good will hunting has been known as the good will hunting bench sort of unofficially the snow plaque on it
[00:05:28.120 --> 00:05:30.640]   And now that's turn into sort of a makeshift shrine here
[00:05:30.640 --> 00:05:34.840]   Yeah, cuz not it's not it's not just the it's because I think it's because of stuff like that
[00:05:34.840 --> 00:05:38.080]   Some of the lofty work he did that made a lot of people connect to him in that way
[00:05:38.080 --> 00:05:45.440]   You know of course the monologue is from good will I'm sorry dead poet society beautiful beautiful monologue and
[00:05:45.440 --> 00:05:49.440]   At reading some of the coverage I got the impression that that was re-recorded
[00:05:49.440 --> 00:05:54.120]   Does it did anybody sit down and compare it to the actual monologue in the movie?
[00:05:54.120 --> 00:05:57.000]   Because I think he re-recorded that recently
[00:05:58.520 --> 00:06:02.520]   No, I don't know. I don't know. Yeah, the audio the audio seems a little
[00:06:02.520 --> 00:06:08.320]   1990s, that's why I assumed they just lifted it from the movie
[00:06:08.320 --> 00:06:15.360]   But but then I'm reading coverage and it says he recorded it, so I'm not sure I don't believe what people have people have to push out
[00:06:15.360 --> 00:06:19.120]   Yeah, I really feel I don't know I wouldn't say contempt actually
[00:06:19.120 --> 00:06:25.240]   I think I should see feel more sympathy for people who are working for a certain sites where they themselves are sad when one of their favorite
[00:06:25.560 --> 00:06:30.600]   Entertainment tanners dies, but now that they know that okay is now my responsibility here at 1 a.m.
[00:06:30.600 --> 00:06:36.800]   To come up with things to post online on the site tomorrow that will get clicks for all the people who are gonna start searching for stuff about
[00:06:36.800 --> 00:06:41.920]   Robin Williams. Yeah, so that's I feel a little bit sorry. It's so creepy isn't it so sad?
[00:06:41.920 --> 00:06:48.480]   Well, it's it's their job and I don't like to judge because I'm sure that when they signed up for they didn't say oh
[00:06:48.480 --> 00:06:55.200]   That's some point I'm going I'm going to whip up a mail storm of bad of sad feelings about things that we could then turn into
[00:06:55.200 --> 00:06:58.520]   Ad clicks. Yeah, but it's oh well
[00:06:58.520 --> 00:07:06.520]   Anyway, it's hard to hard to do anything but just I and
[00:07:06.520 --> 00:07:11.480]   It a tragic tragic end to one of the greatest
[00:07:11.480 --> 00:07:15.760]   So
[00:07:15.760 --> 00:07:19.360]   Lots of news about a Mac
[00:07:20.200 --> 00:07:25.400]   But one of the things that kind of intrigued me not we might start off with something a little bit more speculative you
[00:07:25.400 --> 00:07:33.360]   Actually, Renee Richie talked about it on i'more.com regarding arm based Macs
[00:07:33.360 --> 00:07:43.600]   One of the things that happened Jellowy Gasey on Monday wrote a piece in which he actually is quoting us mostly quoting somebody else
[00:07:43.600 --> 00:07:46.600]   a young guy when he wrote the
[00:07:47.000 --> 00:07:53.240]   Original piece of 2011 three years ago. He was 16 Matt Richmond in his blog post apple and arm sitting in a tree
[00:07:53.240 --> 00:07:58.520]   So this was three years ago, but now with the release of the new
[00:07:58.520 --> 00:08:03.960]   K1 chip from Nvidia new Tegra K1
[00:08:03.960 --> 00:08:09.280]   64-bit chip that is faster than many desktop processors
[00:08:09.280 --> 00:08:13.120]   It makes me wonder if there isn't something to this
[00:08:14.120 --> 00:08:17.440]   What do you think of all of this? I mean it's pure speculation as you point out
[00:08:17.440 --> 00:08:21.040]   It's so Apple is not a dumb company
[00:08:21.040 --> 00:08:25.840]   And if there's anything that any of us could think that Apple might be interested in chances are that they have prototype
[00:08:25.840 --> 00:08:27.840]   That they have it in testing they have it in development
[00:08:27.840 --> 00:08:34.920]   We know they had the marklar the Intel based Macs running for a long time before they switch to Intel running in the labs
[00:08:34.920 --> 00:08:40.720]   We know that Apple has had interns porting things like OS 10 to aren't they always 10 kernel to arm
[00:08:41.640 --> 00:08:44.800]   The rumor has it they have arm based Macs. I'm running iOS
[00:08:44.800 --> 00:08:49.960]   I'm with touch screens all of that in the lab, but that's a far cry from a shipping product
[00:08:49.960 --> 00:08:54.000]   The switch to Intel happened because they could get better power efficiency
[00:08:54.000 --> 00:08:58.720]   And it was a whole bunch of advantages that came to switching to Intel including PC compatibility. They could run
[00:08:58.720 --> 00:09:01.920]   Bootcamp they could run emulators switching to
[00:09:01.920 --> 00:09:09.200]   Arm I think a lot of people a lot of lay observers are excited because the idea of Apple owning the whole stack where they see the a7
[00:09:09.200 --> 00:09:11.400]   chip and how powerful it is and they start to dream of of
[00:09:11.400 --> 00:09:13.840]   Arm based Macs, but
[00:09:13.840 --> 00:09:19.760]   For Apple to do this they would have to have as compelling a reason would have to be as beneficial to them to undergo the pain of the
[00:09:19.760 --> 00:09:24.400]   Transfer of having to figure out are they gonna run iOS will they get OS 10 on to an arm chip?
[00:09:24.400 --> 00:09:26.840]   Would everyone who makes OS 10 apps have to port them to an arm chip?
[00:09:26.840 --> 00:09:29.360]   Would they emulate existing x86 apps?
[00:09:29.360 --> 00:09:33.600]   How would they handle windows people still need when the windows and enterprise would there be a boot camp?
[00:09:33.600 --> 00:09:38.200]   There are so many questions and so much pain involved that I think this stuff is
[00:09:38.440 --> 00:09:42.800]   Absolutely in the realm of speculation and maybe a little bit of fan fiction at the moment. Yeah
[00:09:42.800 --> 00:09:49.880]   Yeah, only other you see some benefits, but you have you're right to underscore the trials that would go along Apple did
[00:09:49.880 --> 00:09:53.320]   It's so well with Intel that maybe people forget that
[00:09:53.320 --> 00:10:00.040]   I mean Rosetta and carbon were done so beautifully that I think a lot of people didn't feel much pain making the transition development
[00:10:00.040 --> 00:10:02.320]   I mean they have those and also have those things
[00:10:02.320 --> 00:10:05.000]   It's just a question of those becoming shipping products
[00:10:05.000 --> 00:10:11.880]   Yeah, and the decision to make those shipping products Apple when Apple says things like people don't like touch-screen max aren't a good idea
[00:10:11.880 --> 00:10:12.600]   They're not ergonomic
[00:10:12.600 --> 00:10:13.920]   It's not because they're pulling out of their hat
[00:10:13.920 --> 00:10:20.600]   It's because they made touch-screen max and they tested them significantly and that was determination and as far as I know the arm max
[00:10:20.600 --> 00:10:23.840]   They dangle those over Intel and say how late is broadwell gonna be again?
[00:10:23.840 --> 00:10:25.360]   And it's really effective for that
[00:10:25.360 --> 00:10:28.840]   But it's probably not effective for stuffing store shelves yet and as Renee says
[00:10:28.840 --> 00:10:34.800]   I mean when they did the transition to Intel you forget that power PC was not dead
[00:10:34.800 --> 00:10:42.400]   But oh boy the trajectory of that CPU was going way way down Apple was really it was but as I recall Apple was the only main
[00:10:42.400 --> 00:10:47.760]   Main client for that CPU that wasn't like embedded systems and controller systems
[00:10:47.760 --> 00:10:54.600]   We're asked if they switch to Intel so long as as Microsoft Windows continues to run at Intel machines
[00:10:54.600 --> 00:11:01.160]   Intel was going to continue to make hot hot hot processors next generation generation after that generation after that
[00:11:01.160 --> 00:11:08.040]   So there was nothing but upside to switch to Intel given that given that the the hassles to developers is not something that Apple
[00:11:08.040 --> 00:11:13.440]   Is gonna care about 19 in the back then so if they were to switch to arm it would have to be something so compelling
[00:11:13.440 --> 00:11:19.760]   Such as their ability to really tailor make a CPU to a specific model which they could do it
[00:11:19.760 --> 00:11:20.920]   I mean that's they could do it
[00:11:20.920 --> 00:11:26.280]   I mean if one thing that would be possible if they were to adopt this is to simply say that from now on the
[00:11:26.600 --> 00:11:33.480]   The CPU the official CPU of the MacBook Air is going to be armed the official CPU of the MacBook Pro and the desktop line is going to be Intel
[00:11:33.480 --> 00:11:37.520]   Because if people do want that higher performance of people do want compatibility with Windows
[00:11:37.520 --> 00:11:41.120]   It's there but for the purposes of producing a thousand dollar
[00:11:41.120 --> 00:11:44.200]   But and now $900 and then in the future $800
[00:11:44.200 --> 00:11:48.200]   Ultra-light notebook that gets not just 10 hours not just 12 hours
[00:11:48.200 --> 00:11:53.840]   But now 17 or 18 hours of battery life and could do all kinds of extra tricks that they haven't even thought of yet because they
[00:11:53.920 --> 00:11:58.400]   They can simply design an arm chip to do exactly what they needed to do for this product
[00:11:58.400 --> 00:12:04.240]   That would be an upside, but it's it's not as simple as simply you know putting a new sticker on a different box
[00:12:04.240 --> 00:12:09.200]   People might forget that it was Apple that's founded arm back in 1990
[00:12:09.200 --> 00:12:17.160]   Arm originally stood for a corn risk machine a corn computers, which is a popular a computer in the UK
[00:12:17.160 --> 00:12:22.240]   That was a risk processor, which stands for reduced instruction set
[00:12:23.440 --> 00:12:29.160]   Intel processors and and all the main processors including the power PC although less so the power PC
[00:12:29.160 --> 00:12:31.760]   I guess maybe power seat might have been a resource or yeah
[00:12:31.760 --> 00:12:39.800]   We're cis complex instruction sets in other words the basic instruction set the basic fundamental capabilities of the
[00:12:39.800 --> 00:12:44.200]   Processor on Intel chips are many more base instructions
[00:12:44.200 --> 00:12:52.400]   Instruction set is much larger than on arm. It's a reduced instruction set the idea being that you can reduce complexity and
[00:12:53.040 --> 00:12:55.760]   The chip that's one of the reasons a chip is lower power
[00:12:55.760 --> 00:12:59.720]   Is you know it's it's a simple it's a mess
[00:12:59.720 --> 00:13:05.920]   Yeah x86 because of its need to support legacy effect even Intel wanted to get away from x86
[00:13:05.920 --> 00:13:08.320]   attempted to and was
[00:13:08.320 --> 00:13:13.360]   Pushed back because of that they needed to support legacy hardware John's Eric use
[00:13:13.360 --> 00:13:18.920]   I had a really good analysis of this and one of the things he brought into you reminded us all is that you know
[00:13:18.920 --> 00:13:23.400]   Arm is going up in performance, but Intel's going down in power. It has well is very good broad
[00:13:23.400 --> 00:13:24.320]   Well, it's gonna be very good
[00:13:24.320 --> 00:13:28.000]   But also you know Apple can design any chip they want but who's gonna fab it right now?
[00:13:28.000 --> 00:13:33.040]   Intel's the only one who could fab 14 nanometer and it'd be hard for Apple to say you've got a fab our aa
[00:13:33.040 --> 00:13:39.240]   889 a10 whatever chip before you do Bradwell before you do broadwell or before you do skylake or before you do whatever is
[00:13:39.240 --> 00:13:40.960]   Next from that so
[00:13:40.960 --> 00:13:46.640]   Designing the chip is only one part of it getting it fab. There's a second part and currently that's still mostly an Intel game
[00:13:46.640 --> 00:13:48.640]   Arm is a what they call a fabulous
[00:13:48.640 --> 00:13:58.080]   Company they don't make chips they design chips and license them to other people including Samsung who makes the chips currently makes the chips for the iPad and the iPhone
[00:13:58.080 --> 00:14:02.120]   Qualcomm which makes a very powerful arm chips
[00:14:02.120 --> 00:14:04.360]   Nvidia
[00:14:04.360 --> 00:14:08.400]   It's kind of interesting. They just kind of interesting question though because keep in mind that they're already fabbing
[00:14:08.400 --> 00:14:12.520]   Arm chips by the tens of millions to be to put into iOS devices, right?
[00:14:12.520 --> 00:14:17.560]   So there's certainly capacity there, but once again, it's not something that would do just to say that they would do it
[00:14:17.560 --> 00:14:21.080]   It's also if you if you if you are harping on certain negative
[00:14:21.080 --> 00:14:27.720]   Popular aspects of Apple they it's not something they would do just to simply say we don't want to be beholden to Intel anymore
[00:14:27.720 --> 00:14:32.480]   They're perfectly fine with being beholden to Intel so long as it's helping them to make the devices that they want to make
[00:14:32.480 --> 00:14:37.920]   So when they went turns out when it turns out that they can no longer make the devices they want to make and the limitation is the
[00:14:37.920 --> 00:14:43.040]   Intel that's when you start seeing a lot of serious serious velocity on these rumors. Yeah
[00:14:43.040 --> 00:14:47.120]   Yeah, I mean you do you see a performance loss, although I have to say this new K1
[00:14:47.120 --> 00:14:52.560]   Is better than the Celeron? I mean, it's not it's not up to the i3 i5 i7
[00:14:52.560 --> 00:14:57.360]   But they're they're coming on with power. It's both companies are moving in in each other's direction
[00:14:57.360 --> 00:15:00.520]   Intel very much wants to be where arm is an arm
[00:15:00.520 --> 00:15:07.240]   I don't know if arm wants to be where Intel is but arm certainly wants to be more powerful Apple originally founded arm and
[00:15:07.680 --> 00:15:08.880]   supported arm
[00:15:08.880 --> 00:15:11.280]   for the newton it was in the newton I
[00:15:11.280 --> 00:15:14.000]   they divested their
[00:15:14.000 --> 00:15:16.960]   Ownership and arm quite a while ago
[00:15:16.960 --> 00:15:23.840]   And it's also it's good to point out that arm has two ways to do business with them one is to take their reference designs like a cortex a9
[00:15:23.840 --> 00:15:29.520]   Or a15 and just you know use those chips what Apple has is a master license for the arm instruction
[00:15:29.520 --> 00:15:35.520]   Set so they can the a7 chip is based on the arm reference architecture for arm
[00:15:36.160 --> 00:15:39.680]   64 so apple basically made their own chip. They didn't just use one of the reference designs
[00:15:39.680 --> 00:15:45.120]   I think that's part of what got people so excited about the idea of apple making desktop chips apple has a lot of
[00:15:45.120 --> 00:15:49.200]   In many I believe thousands of chip designers and people
[00:15:49.200 --> 00:15:52.880]   Uh responsible for chip design at in in house
[00:15:52.880 --> 00:15:58.960]   They bought didn't they buy pa risk the hba pa semi. Yeah pa semi the make you
[00:15:58.960 --> 00:16:02.960]   They bought several and the interesting thing is
[00:16:03.280 --> 00:16:08.480]   It's not easy to find good chip designers. Finding engineers is hard finding good chip designers is really hard
[00:16:08.480 --> 00:16:12.160]   And when a lot of them left their previous companies apple was one of the companies that hired them
[00:16:12.160 --> 00:16:16.000]   And I think that's why like it's it's weird to say you know samsung makes the chips
[00:16:16.000 --> 00:16:18.160]   Why isn't samsung much further ahead than apple?
[00:16:18.160 --> 00:16:20.480]   Why didn't samsung go to 64 bit earlier?
[00:16:20.480 --> 00:16:24.000]   They're the ones making the chips but apple hired the brains that were designing those chips
[00:16:24.000 --> 00:16:26.640]   And I think that's what let them get you know pretty far ahead and mobile
[00:16:26.640 --> 00:16:32.960]   Yeah, yeah another thing to keep another thing to keep in mind is that arm is so it's such a popular platform because the entire
[00:16:33.040 --> 00:16:36.800]   Fundamental nature of computing has changed in the past 10 years
[00:16:36.800 --> 00:16:43.600]   Where it is a a cp that's really optimized to be a great mobile processor chip or to speak a little bit more broadly
[00:16:43.600 --> 00:16:50.640]   It's a great chip to put into a computer that is okay to have sacrifice to impose sacrifices on the user
[00:16:50.640 --> 00:16:55.200]   So if you're putting into a tablet great for putting into a phone great if you're putting it even into a chrome book
[00:16:55.200 --> 00:16:59.680]   Something where all it has to do is run of limited operating system and a web browser
[00:17:00.000 --> 00:17:02.320]   Also great, but when you really try to run
[00:17:02.320 --> 00:17:04.960]   massively multi-threaded apps
[00:17:04.960 --> 00:17:08.480]   A lot of things that have to happen absolutely synchronized to synchronize
[00:17:08.480 --> 00:17:14.160]   Perfectly to the streaming HD video and there's no excuse for dropping frame rates or anything like that
[00:17:14.160 --> 00:17:17.840]   That's when you realize what a bad that had bag of hurt
[00:17:17.840 --> 00:17:22.000]   Putting a mobile processor into it into anything with a desktop form factor is going to be
[00:17:22.000 --> 00:17:27.680]   I wonder though if there's some sort of hybrid that might not might not happen either a ipad pro
[00:17:28.400 --> 00:17:29.600]   That is
[00:17:29.600 --> 00:17:36.240]   You know verging on the macbook air territory or and we talked about this on sunday rob reed suggested what if apple
[00:17:36.240 --> 00:17:41.680]   Put arm only in the macbook air made a very low power. I mean the macbook air
[00:17:41.680 --> 00:17:45.360]   Could have 20 hours of battery life with an arm chip in it
[00:17:45.360 --> 00:17:49.840]   Uh, it would admittedly not be as high power as a macbook pro, but that's the distinction
[00:17:49.840 --> 00:17:52.560]   Light it's it's I mean
[00:17:52.560 --> 00:17:58.320]   It's interesting. It's an interesting idea, but I I keep coming back to my idea that apple
[00:17:58.400 --> 00:18:02.960]   Already has an inexpensive low-powered very long battery life computer and it's called the ipad
[00:18:02.960 --> 00:18:06.480]   And that anytime someone says that we could we could produce a
[00:18:06.480 --> 00:18:13.120]   Much longer battery life much less powerful, but also much less expensive macbook if we change the cpu
[00:18:13.120 --> 00:18:16.800]   Apples answer would be well. Here's there. Here's the ipad air for you
[00:18:16.800 --> 00:18:20.320]   And the other problem that I would have for that is that
[00:18:20.320 --> 00:18:26.000]   If you're putting if you're trying to run the same software on two different families of cpu
[00:18:26.480 --> 00:18:30.240]   They're going to be so it seems like there's so many things that the arm processors
[00:18:30.240 --> 00:18:35.440]   Will not be able to do that would be and will require an intel and as soon as apple has to put a sticker
[00:18:35.440 --> 00:18:40.640]   Metaphorically on every page inside the inside the app store saying that this is not going to work on a macbook air
[00:18:40.640 --> 00:18:43.840]   It's only going to work on this thing and it's because of this one api
[00:18:43.840 --> 00:18:47.120]   There's one developer wanted to use that is not necessarily
[00:18:47.120 --> 00:18:52.560]   Important for an a list manager, but he wanted to use it or she wanted to use it and that's why i'm going to tell you that no
[00:18:52.560 --> 00:18:54.560]   You can't run this on your seven hundred and ninety dollar
[00:18:55.120 --> 00:18:57.120]   Mac arm powered macbook air
[00:18:57.120 --> 00:18:59.520]   We make a big deal about how all the hires apple's done
[00:18:59.520 --> 00:19:02.400]   Towards some sort of watchy kind of a thing
[00:19:02.400 --> 00:19:09.200]   I mean if they if people for years have been hiring chip to designers doesn't that kind of incline you to think they want to
[00:19:09.200 --> 00:19:12.000]   Do more with designing their own chips?
[00:19:12.000 --> 00:19:15.360]   Well, that's that's exactly the case but it's for the ipad and the ipad
[00:19:15.360 --> 00:19:19.520]   Well, like if you want to build an ipad you have to really have a chip that's designed for that ipad
[00:19:19.520 --> 00:19:21.520]   If you want to have a wrist-clop machine
[00:19:21.680 --> 00:19:28.480]   You have to have something that's designed for that unique profile of power and and power consumption and and power projected to the user
[00:19:28.480 --> 00:19:32.720]   So you really want to have people on board who can not just simply take something off the shelf
[00:19:32.720 --> 00:19:35.280]   But simply say here is what we want the watch to do
[00:19:35.280 --> 00:19:41.680]   Please design a cp that can do that and in a in a watch that's somewhat less thin than this can't have kind of uh, seltzer
[00:19:41.680 --> 00:19:45.360]   You know, that's that's not a good solution no matter how good the screen of the cop is
[00:19:45.360 --> 00:19:50.640]   That looks like the mojo 360. It's exactly the same shape. Hey, uh, one thing we should point out
[00:19:51.360 --> 00:19:56.320]   With regard to all this and I forgot I thought and I forgot what it was
[00:19:56.320 --> 00:19:59.680]   We're talking about he'll look who's here now. I know why I'm distracted mr
[00:19:59.680 --> 00:20:02.080]   Alex Lindsey is just a joined us
[00:20:02.080 --> 00:20:07.920]   Sorry for being late. Not at all. He just leaned in here. And then plain was delayed in Vancouver Vancouver
[00:20:07.920 --> 00:20:11.600]   It's Canada's fault in Canada. Yes in Canada
[00:20:11.600 --> 00:20:13.360]   um
[00:20:13.360 --> 00:20:18.320]   Intel arm we're talking about and and whether there might be oh, I know what I wanted to point out
[00:20:18.320 --> 00:20:26.160]   There is one large company that is dealing with this kind of conundrum of making some intel devices and some arm devices both intended to be kind of
[00:20:26.160 --> 00:20:28.880]   Computers and that's microsoft
[00:20:28.880 --> 00:20:34.080]   Uh, in fact, they haven't they've stopped kind of pushing their arm based rt which was the the in between
[00:20:34.080 --> 00:20:38.960]   Product although they did solve the problem of having a store that can sell to
[00:20:38.960 --> 00:20:45.120]   Both windows full windows and and the windows rt the metro store most of the apps in there
[00:20:45.120 --> 00:20:47.840]   Like the wasn't a successful
[00:20:47.840 --> 00:20:49.840]   Yeah, well, that's a question
[00:20:49.840 --> 00:20:50.960]   That's a question like not to
[00:20:50.960 --> 00:20:55.200]   Not to take anything away from gasex i like a lot of his rating but writing apple should do something is easy
[00:20:55.200 --> 00:20:58.880]   What apple does with their prototypes is they ask the the repercussions the hard questions
[00:20:58.880 --> 00:21:03.920]   Like if we put arm on a macbook air does it run o s tan or does it run ios if it runs ios
[00:21:03.920 --> 00:21:08.480]   These are the problems it runs o s tan. These are the problems are any of these better than what we're going to get by going
[00:21:08.480 --> 00:21:13.040]   With broadwell for the next macbook air because that's going to be hugely power efficient mega long battery life
[00:21:13.280 --> 00:21:16.720]   Really powerful and if the answer isn't it gives us significant advantage
[00:21:16.720 --> 00:21:20.800]   Then it just stays in the lab biting its time minding its own business until that answer changes
[00:21:20.800 --> 00:21:23.360]   Absolutely. Would you all be shocked?
[00:21:23.360 --> 00:21:28.880]   Shocked if apple made this announcement the next year that they're they're gonna start making at least some computers with arms
[00:21:28.880 --> 00:21:31.440]   Uh, I don't know about shocked
[00:21:31.440 --> 00:21:36.880]   I I really think that the only smart reaction to possible apple products is to be ready for anything because they will leap
[00:21:36.880 --> 00:21:40.480]   They will leap out of the out of the bushes with a knife in their teeth and then god knows
[00:21:40.800 --> 00:21:46.000]   Russell to you to rest really to the ground i'm pummeled you with a new idea until you promised it to give in and buy it
[00:21:46.000 --> 00:21:53.760]   Uh, so nothing is ridiculous only because so anybody outside of apple has doesn't have the ability to see the entire picture
[00:21:53.760 --> 00:21:57.760]   And he why why doesn't that why does an apple branded tv make absolutely no sense to me?
[00:21:57.760 --> 00:22:01.680]   Well because I don't work inside of apple. I don't know what they're planning for 2015 or 2016
[00:22:01.680 --> 00:22:07.120]   I don't know what they think that they can do that an apple tv can't so that's why i'm sort of in this position where I have to
[00:22:07.440 --> 00:22:10.080]   That that's that's why not only do I not predict stuff like that
[00:22:10.080 --> 00:22:16.320]   But also when i'm confronted with a rumor like that I have to make sure I use that weasel language saying that I don't
[00:22:16.320 --> 00:22:21.360]   Understand how that would work instead of saying oh, that's a stupid idea. And of course apple would never do it
[00:22:21.360 --> 00:22:23.440]   That's what that's what I say in that
[00:22:23.440 --> 00:22:28.480]   Many times I said apple. I'll never go until I said then everybody beats I can go on and on
[00:22:28.480 --> 00:22:35.040]   Uh, you're right yet you be smart don't predict because apple is unpredictable is our thing. We've learned there's nothing else we've learned that
[00:22:35.920 --> 00:22:40.720]   Uh, you know what this is national make a will month. We're gonna let Alex get settled and take a little bit of a break talk about
[00:22:40.720 --> 00:22:48.800]   Legal zoom dot com legal zoos not a law firm. They provide self help services at your specific direction
[00:22:48.800 --> 00:22:53.120]   They were developed. Uh, it was developed by some of the best legal minds in the country
[00:22:53.120 --> 00:22:57.600]   Uh, in fact they've been doing this. It's been there a passion for over 13 years
[00:22:57.600 --> 00:23:04.720]   And uh, it started, you know, I think uh, we we talk a lot about the business of value of legal zoom starting your own business
[00:23:05.200 --> 00:23:07.360]   incorporating LLC
[00:23:07.360 --> 00:23:11.760]   trademark that kind of thing but it started I think really helping people make their wills
[00:23:11.760 --> 00:23:16.000]   And it's such an important thing. This is national make a will month
[00:23:16.000 --> 00:23:19.840]   So legal zoom's offering special pricing on wills and living trusts
[00:23:19.840 --> 00:23:22.880]   I you know you got to protect your family
[00:23:22.880 --> 00:23:27.520]   If you if you don't want the courts deciding what happens to your property or your kids
[00:23:27.520 --> 00:23:30.240]   You better say what you want
[00:23:30.240 --> 00:23:34.640]   And it's not hard. You don't have to go to a lawyer and spend a lot of time and money in the law office saying
[00:23:34.960 --> 00:23:37.440]   This is when I 19 and going back and forth just
[00:23:37.440 --> 00:23:42.240]   a few simple steps at legal zoom dot com take you less than 15 minutes
