;FFMETADATA1
title=MacOS: The Lustmaker
artist=Leo Laporte, Alex Lindsay, Andy Ihnatko, Jason Snell
album_artist=TWiT
publisher=TWiT
album=MacBreak Weekly
TRDA=2023-01-18
track=853
language=English
genre=Podcast
comment=M2 Mac Mini, M2 Pro MacBook Pro, wInd3x
encoded_by=Uniblab 5.3
date=2023
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:04.220]   It's time for Mac break weekly low and behold just hours before airtime
[00:03:08.640 --> 00:03:15.200]   But the thing is I am so paranoid about this is not that I don't think I'm the sort of person who would google leave such a thing behind
[00:03:15.200 --> 00:03:19.680]   I'm so paranoid about being such a person that I always stop turn around
[00:03:19.680 --> 00:03:27.120]   Examine the room carefully, but now I'm like I'm going to okay, you know what I was out of Wendy's like two weeks ago
[00:03:27.120 --> 00:03:31.720]   I didn't have didn't have my backpack with me, but maybe it was in my jacket pocket
[00:03:31.720 --> 00:03:34.160]   I took my jacket off and felt that I I
[00:03:34.160 --> 00:03:37.160]   Might be the market for and for a new camera. That's what I'm saying
[00:03:37.160 --> 00:03:45.160]   Oh, I'm back so I'm back to my backup Logitech 720c and we will gladly send you at no cost
[00:03:45.160 --> 00:03:47.800]   To you at no charge and no obligation
[00:03:47.800 --> 00:03:54.360]   You're very own. Well, Kessen you whatever camera you want or whatever camera if you wanted to throw to us
[00:03:54.360 --> 00:03:56.960]   We like I think Alex Lindsey probably a recommendation
[00:03:56.960 --> 00:04:00.160]   Whatever Alex recommends
[00:04:00.160 --> 00:04:09.000]   So I get to you. What should we get him an area left? Oh, yeah, no not gonna do that. No my friend. Yeah
[00:04:11.280 --> 00:04:16.920]   So I'm with an with an with an engine who lens. I think I think okay. Yeah. Yeah, so yeah
[00:04:16.920 --> 00:04:21.920]   Yeah, I think that right now our reigning champion is the Insta360 link. Oh, yeah
[00:04:21.920 --> 00:04:26.080]   That's pretty cool and it follows the Miranda stuff, which is good for people who go to the library a lot
[00:04:26.080 --> 00:04:32.960]   Yeah, exactly that is Alex Lindsey of office hours. Global and as you can tell he is our multimedia guru and
[00:04:32.960 --> 00:04:38.280]   He has now added Christmas lights to his display. I started playing with them
[00:04:38.280 --> 00:04:42.580]   I was like, you know, I really like I you know the hard part with office hours
[00:04:42.580 --> 00:04:44.700]   You're always trying to keep up with the Jones's even so everybody
[00:04:44.700 --> 00:04:47.640]   Some lights up there and I was like I really like the lights
[00:04:47.640 --> 00:04:48.960]   But I can't figure out what to do with them yet
[00:04:48.960 --> 00:04:54.880]   So I I had just taken apart the Christmas tree and I had the string of lights that I'd gotten there like USB controlled and
[00:04:54.880 --> 00:05:00.920]   I was like man. Oh, that's those thing. I'm jiggers. What do they call those? You can yeah, you can control them
[00:05:00.920 --> 00:05:05.960]   John has those around his house and he does things like the Twit logo and
[00:05:06.920 --> 00:05:12.320]   I haven't done anything special with them yet. Everybody's getting mad at us because we're sitting on the big story
[00:05:12.320 --> 00:05:19.960]   Yeah, so weirdly yesterday mark german unexplained unexpectedly said oh, yeah, there's gonna be new max tomorrow
[00:05:19.960 --> 00:05:23.520]   Just like yeah
[00:05:23.520 --> 00:05:29.040]   I mean I'm a breaker after Mac break. That's all we want to know not to tell tales out of school
[00:05:29.040 --> 00:05:33.000]   But you know when you when you know they're coming you want it to be a surprise
[00:05:33.880 --> 00:05:37.240]   I we got all the way to yesterday and I'm like oh come on
[00:05:37.240 --> 00:05:39.320]   Come on yeah
[00:05:39.320 --> 00:05:45.680]   Because because we're all children and we all and apple treats us like children a Christmas morning when actually we'd much rather be able to sort of
[00:05:45.680 --> 00:05:52.280]   Plan ahead before like we commit our department to making lots of purchases. We're going to have to regret later on I mean say whatever
[00:05:52.280 --> 00:05:59.280]   When you're under embargo, it's really nice. Oh you knew oh you knew so he broke his embargo
[00:05:59.280 --> 00:06:02.720]   Do you think that's what he did no? Oh no, I he talked to somebody
[00:06:02.720 --> 00:06:07.240]   I saw a couple reports Mac rumors. I think had a report too, and I'm like alright. Well somebody talked
[00:06:07.240 --> 00:06:13.040]   Like mark german says to Mac rumors, I'll tell you
[00:06:13.040 --> 00:06:20.640]   What I know if you tell me what you know, but don't quote me and even though they're both breaking embargo
[00:06:20.640 --> 00:06:27.080]   They're not breaking their own embargo in their own book. Well, but Apple hasn't Apple doesn't tell this to Mac rumors or mark german, right?
[00:06:27.080 --> 00:06:30.800]   Somebody else who's who they told you yeah? I
[00:06:31.400 --> 00:06:35.160]   Knew something was coming out. You know what although based on all of mark german's reports
[00:06:35.160 --> 00:06:41.120]   It was pretty obvious what it was gonna be right so so what tell me just at it because I I'm of course not in this gravy
[00:06:41.120 --> 00:06:44.800]   Train pipeline of journalists what how did it occurred?
[00:06:44.800 --> 00:06:50.160]   Does somebody call you do you get me? I just got it? I got a I got a heads up that there's news dropping
[00:06:50.160 --> 00:06:57.160]   Yeah, and that was it and literally like a guy in the direction of the trip to not even not even time
[00:06:57.160 --> 00:07:00.240]   Right, so it's like set your alarm for 6 a.m. Cuz it's always at 6 a.m.
[00:07:00.240 --> 00:07:07.320]   And it'll probably be those things because of all the reporting from Bloomberg and mark german, but all you were told is sometime
[00:07:07.320 --> 00:07:14.780]   Tomorrow Tuesday. Yeah, yeah was my Monday Monday so yesterday so yesterday. So Tuesday. Sorry Tuesday. Yes today
[00:07:14.780 --> 00:07:19.240]   What day is it today? Yes today's today's so they tell you yes, yes, I yeah
[00:07:19.240 --> 00:07:25.520]   So so yeah, so I you know it's just one of those things that the best moment one of the most fun
[00:07:25.520 --> 00:07:30.360]   And I get Andy's point like it is a PR time thing and if people can report it they should report it
[00:07:30.360 --> 00:07:36.680]   But I had a delightful moment many years ago when mountain lion came out where we got a bunch of media
[00:07:36.680 --> 00:07:40.000]   We're summoned individually to briefings not knowing what it was about and
[00:07:40.000 --> 00:07:44.700]   I was in there an mg-siggler who was at the time a tech crunch was in there
[00:07:44.700 --> 00:07:48.440]   Good old and we got our briefings from mountain lion and I don't know if you remember
[00:07:48.440 --> 00:07:53.000]   But there were literally no reports that there was gonna be a new Mac OS update none zero
[00:07:53.000 --> 00:07:56.080]   And then you walk into the room and they're like we have a new Mac OS update
[00:07:56.080 --> 00:08:00.840]   You're like what and then I walk out mg is there because he's been on the phone or something
[00:08:00.840 --> 00:08:06.920]   And we're walking to our cars and we look at each other like were you totally surprised by that and it was like yes
[00:08:06.920 --> 00:08:11.080]   And it was it was kind of fun because it was it not that
[00:08:11.080 --> 00:08:14.840]   You know the people who do work like mark german to get the stuff up in advance
[00:08:14.840 --> 00:08:19.160]   I'm not really a believer in that it spoilers and that it it ruins the fun
[00:08:19.160 --> 00:08:24.040]   but it is fun every now and then for a legitimate surprise to happen and
[00:08:24.040 --> 00:08:28.440]   Apple scrutiny is so great at this point that it basically never happens
[00:08:28.440 --> 00:08:35.120]   Well given what we said last week and my upset over it that apple wasn't gonna do much this year and
[00:08:35.120 --> 00:08:42.880]   Don't get excited for new max because we're gonna they've taken people off the Mac team and putting them on the VR team and blah blah blah
[00:08:42.880 --> 00:08:48.400]   I was I had geared myself up for well just sadness through at least June
[00:08:49.240 --> 00:08:50.320]   and
[00:08:50.320 --> 00:08:56.440]   And we even there was no mention remember last remember last week do you remember last week when we thought there
[00:08:56.440 --> 00:08:58.440]   Wasn't even gonna be a new Mac mini this year
[00:08:58.440 --> 00:09:03.840]   We knew that be those well they'll do oh I didn't you didn't think you never for a month
[00:09:03.840 --> 00:09:10.800]   I thought the Mac the Mac mini was obvious because it was the it was the only member of the product line that was still in the
[00:09:10.800 --> 00:09:15.200]   Hey, here's the really really first swing proof of concept
[00:09:15.760 --> 00:09:21.760]   Apple Silicon in there it needed to receive new Apple Silicon literally one week ago. There were stories saying
[00:09:21.760 --> 00:09:25.600]   MacBook Pro refresh delayed again. Yeah
[00:09:25.600 --> 00:09:32.040]   German himself said well all we're gonna release he's a 15 inch m2 Mac book air
[00:09:32.040 --> 00:09:39.480]   Well, that's that's what your german said that these products were coming and in fact he reported last November that they had been delayed from a November release
[00:09:39.480 --> 00:09:42.760]   We remember Apple said we're done for the year and so then I was like, okay
[00:09:42.760 --> 00:09:47.960]   I guess those aren't coming and then what german said after that which I thought was funny is he tried to extrapolate and he said
[00:09:47.960 --> 00:09:52.240]   Well, they probably won't do any product releases in January. They don't do that. They'll probably do a March event
[00:09:52.240 --> 00:09:56.920]   And I thought to myself I don't know these are products that in fact. I'm on the record
[00:09:56.920 --> 00:10:00.680]   There's a podcast where I say it's like just because there's no event in January
[00:10:00.680 --> 00:10:03.160]   It doesn't mean they can't do a press release and a video release
[00:10:03.160 --> 00:10:06.400]   In January remember we remember we spent these two products
[00:10:06.400 --> 00:10:10.640]   Clearly were on the verge of being released in November and then they pulled back
[00:10:10.720 --> 00:10:16.000]   So obviously they're like they're they're primed they're in the chamber. They're ready to go and here they are
[00:10:16.000 --> 00:10:22.200]   So these were the Mac books and the Mac mini by the way, I know we're completely bearing the lead new Mac mini
[00:10:22.200 --> 00:10:28.120]   New Mac book pro 14 inch new Mac Pro 16 inch. Did I miss anything? Those are the three nymphics
[00:10:28.120 --> 00:10:30.840]   And those are clearly
[00:10:30.840 --> 00:10:37.720]   Delayed by the covid zero policy that had shut down those factories. They make these a quanta. Where do they make these do we know?
[00:10:37.720 --> 00:10:46.560]   I don't know it is they did have a bunch of escalating delays over time, right? That led to the M2 air being delayed
[00:10:46.560 --> 00:10:49.600]   And it feels like everything just kind of got pushed back
[00:10:49.600 --> 00:10:55.800]   It's also possible though that they just decided while they were working on their November product releases
[00:10:55.800 --> 00:11:00.040]   They're like why why are we pushing this out? Let's wait till January. We'll have more of them in stock
[00:11:00.040 --> 00:11:06.520]   We have other products to plug these aren't really stocking stuffers right get your get your friend a 16 inch Mac book
[00:11:06.520 --> 00:11:11.120]   Pro under the tree we could probably survive holding them until January, but yeah
[00:11:11.120 --> 00:11:14.920]   But they clearly that was the that was the issue is they thought this was gonna be an end
[00:11:14.920 --> 00:11:18.360]   22 thing and it ended up being they'd like to do for the
[00:11:18.360 --> 00:11:21.880]   Buyers to be able to buy them for Christmas in the holidays, right?
[00:11:21.880 --> 00:11:26.480]   January's not I can't imagine January's is because you've got budgets. You've got to spend
[00:11:26.480 --> 00:11:31.440]   January's kind of do we worst time to release some I would think do we know what the return policy is because I know
[00:11:31.440 --> 00:11:35.280]   There's a bunch of people in office hours that had just bought mag minis of course at the end of the year like well
[00:11:35.280 --> 00:11:37.680]   They're not gonna make any for a while. I'm not a grace period
[00:11:37.680 --> 00:11:38.800]   I don't know how long it is though
[00:11:38.800 --> 00:11:41.200]   I think it's like 30 days and so if you have one out there
[00:11:41.200 --> 00:11:43.880]   You might want to check with your Apple store right back take it back
[00:11:43.880 --> 00:11:48.080]   Get the new one because the other thing is is the price dropped so not only did they did they do
[00:11:48.080 --> 00:11:54.040]   They brought from 699 to 599 for the base unit, which is a very powerful computer
[00:11:54.040 --> 00:11:59.000]   Yeah, you know, so it's very very powerful is that M2 or M1 base that that's the M2
[00:11:59.000 --> 00:12:01.240]   It's M2 a gig
[00:12:01.240 --> 00:12:06.280]   You now can if you work hard at it can spend $4,500 on a Mac mini
[00:12:06.280 --> 00:12:10.280]   I did look this morning. I was like I just max everything out
[00:12:10.280 --> 00:12:18.320]   That's why the Mac mini is one of the most important max in the entire lineup everything included because it is it is the
[00:12:18.320 --> 00:12:20.240]   I don't have a lot of money, but I want to Mac
[00:12:20.240 --> 00:12:22.200]   It's the $500.99 solution
[00:12:22.200 --> 00:12:24.760]   It is also the I want a workstation
[00:12:24.760 --> 00:12:28.800]   But I want several workstations for all my office or I want a workstation
[00:12:28.800 --> 00:12:34.240]   But I don't need to have my brain hammered to death by by more cores than I absolutely need
[00:12:34.240 --> 00:12:37.280]   I don't need the tower configuration replaceable drives
[00:12:37.280 --> 00:12:41.160]   I mean, I can't think of any if Apple were to cancel the Mac mini
[00:12:41.160 --> 00:12:42.880]   I don't believe that they're gonna do that
[00:12:42.880 --> 00:12:47.000]   But if that were to happen I would know that my goodness some huge
[00:12:47.000 --> 00:12:54.160]   Fault in philosophy has just changed inside of Apple because it solves so many problems for Apple and its customers
[00:12:54.160 --> 00:12:55.720]   It's like a pressure release valve
[00:12:55.720 --> 00:13:02.000]   It basically is the if that we don't make a Mac that fits you we make this and it fits everybody else, right?
[00:13:02.000 --> 00:13:06.560]   It's a and I don't know. I'm getting a vibe to given that there's a lot of comparisons
[00:13:06.560 --> 00:13:12.560]   That are like the 27 is the studio display and the Mac mini and they talk a lot about that like compared to an old
[00:13:12.560 --> 00:13:14.120]   I Mac and I thought you know
[00:13:14.120 --> 00:13:19.720]   I'm starting to believe those reports that the big I Mac isn't coming back because
[00:13:19.720 --> 00:13:24.580]   Between the studio display or some other 27 inch display and this new Mac mini
[00:13:25.160 --> 00:13:32.360]   It's a lot of me. I mean, it does that not fill the need or the Mac studio fill the need that maybe that bigger I Mac
[00:13:32.360 --> 00:13:38.840]   Fulfilled I don't and I'm also curious how many monitors the pro support. So the pro has more thunderbolts
[00:13:38.840 --> 00:13:43.280]   I believe it's it's now fourth underbolt. They did not oh the pro Mac mini. Let's get this
[00:13:43.280 --> 00:13:46.120]   Mac mini so there's an M2
[00:13:46.120 --> 00:13:52.680]   8 core and 10 core 8 gigs of RAM and then there's the M2 pro 10 core
[00:13:53.120 --> 00:13:55.120]   CPU 16 core GPU and
[00:13:55.120 --> 00:14:03.960]   Starting point is 16 gigs. So you're saying and for not one not two but three not four but three not three but four
[00:14:03.960 --> 00:14:10.280]   Thunderbolt four ports a lot of us pay attention to that because you know we like with my Mac studio
[00:14:10.280 --> 00:14:13.080]   It's full for all of the ball all the ports are
[00:14:13.080 --> 00:14:17.240]   My poor gigabit ethernet and headphone jack and two USB a ports
[00:14:17.240 --> 00:14:23.520]   So this is really like a short stack Mac studio is what this and it's Alex. It's three its three displays
[00:14:23.520 --> 00:14:29.880]   I'm on the on the pro model also. Let's I mean, we're kind of back back back into this story
[00:14:29.880 --> 00:14:37.120]   But one of the big parts of this new Mac mini story is it is literally the first Apple silicon at the pro tier on
[00:14:37.120 --> 00:14:40.800]   The desktop you've had the base model M1 and M2
[00:14:41.160 --> 00:14:45.760]   You've had the the super fast Macs and ultra on the Mac studio
[00:14:45.760 --> 00:14:53.920]   But what you haven't had is that one in the middle the the pro that gives you a little bit more more core more GPU more RAM more
[00:14:53.920 --> 00:14:55.680]   displays and
[00:14:55.680 --> 00:15:02.680]   That higher end Mac mini model is going to give you that and in fact if you if you spec it out to about the same amount of RAM and
[00:15:02.680 --> 00:15:09.480]   Storage as the Mac studio the base model Mac studio it basically comes right up to the price of the Mac studio
[00:15:10.440 --> 00:15:15.640]   With the same number of cores. So it's it's like I mean they did plan it out. It's like they planned it
[00:15:15.640 --> 00:15:16.520]   They did plan it out
[00:15:16.520 --> 00:15:22.200]   But it's a good fit because there was there was a piece missing under the Mac studio if you wanted a desktop
[00:15:22.200 --> 00:15:25.400]   Because it was way too far down to the M1 mini
[00:15:25.400 --> 00:15:25.840]   Yeah
[00:15:25.840 --> 00:15:28.600]   And now with the M1 and the or the M2 and the M2 pro
[00:15:28.600 --> 00:15:35.120]   Apple's got kind of like a coherent Apple silicon desktops had this been out last year. I might have bought this instead of a Mac studio
[00:15:35.120 --> 00:15:38.000]   I don't really need the Mac studio on my desk. This would have been perfect
[00:15:38.360 --> 00:15:45.560]   Yeah, the the interesting thing is I think that the the hard drive space is the it's the same chip that is doing
[00:15:45.560 --> 00:15:50.800]   It's doing it for the studio. I believe I'm not a hundred percent sure you get up to eight terabytes and so the
[00:15:50.800 --> 00:15:58.800]   What I'm spending two thousand dollars more or twelve hundred dollars more I would have been tempted to do that because it the drive is
[00:15:58.800 --> 00:16:02.880]   Screaming fast like I am on my studio. Where's the cut off?
[00:16:02.880 --> 00:16:10.320]   You don't want the 512 right is it is the two I think is really where the price comes like it starts to really arc after two
[00:16:10.320 --> 00:16:16.880]   But but I I would get as much if you're doing video or you're doing anything else like on my on my studio. I have
[00:16:16.880 --> 00:16:24.400]   Only put one I only put one terabyte in because I thought that you know I always have external drives for everything
[00:16:24.400 --> 00:16:30.320]   I'm working on the problem is my external and the in the raid. It's got four. It's got four MV ames
[00:16:30.320 --> 00:16:35.160]   And it's half the speed is almost like unified memory. This storage is so close to the CPU
[00:16:35.160 --> 00:16:36.640]   It's it's really it says fast
[00:16:36.640 --> 00:16:44.280]   It could be you I should have mentioned that if you were if you want to pay 300 bucks more you can get a 12 core CPU with 19 core GPU
[00:16:44.280 --> 00:16:51.560]   But there's the big limitation and this is artificial, but I'm sure this is why they did this 32 gigs is the max memory
[00:16:51.560 --> 00:16:56.680]   So if you need more you not on the then you're the laptop because the laptop I think goes to 96
[00:16:58.360 --> 00:17:01.320]   It's the difference between pro and max
[00:17:01.320 --> 00:17:07.320]   Right the pro the pro chip is in between the low end and the max and and so the Mac mini
[00:17:07.320 --> 00:17:12.440]   This is why the Mac minios coherent with the Mac studio is because the Mac mini will take you in slots
[00:17:12.440 --> 00:17:18.240]   Sort of a and B the M2 and the M2 pro if you want to go up to see which is and they all scale
[00:17:18.240 --> 00:17:23.200]   It actually I think is more coherent than in the old Intel days where there were a whole bunch of different Intel chips
[00:17:23.200 --> 00:17:27.320]   And then Apple picked and chip chose and and then some of them had different features now
[00:17:27.320 --> 00:17:33.160]   It's sort of like they built this thing to go M2 M2 pro M2 max and then presumably, you know
[00:17:33.160 --> 00:17:37.360]   M2 ultra and and it just kind of scales up
[00:17:37.360 --> 00:17:39.920]   So if you look at the M2 pro and say that's not enough
[00:17:39.920 --> 00:17:44.080]   Apple's answer will be then you want to move up to the the studio. Yeah
[00:17:44.080 --> 00:17:51.720]   Or the studio or if you want to lap you can actually get a 16 inch laptop with 96 gigs or yeah or the M2 max on the pro yeah
[00:17:51.720 --> 00:17:57.080]   So one of the things that we did note
[00:17:57.080 --> 00:18:05.000]   Maybe it was just to make me feel better is that the M2 is not as big a jump from the M1 as the M1 was from Intel
[00:18:05.000 --> 00:18:12.360]   That's true. It is. I mean I think about these systems, especially the laptops when we talk about them and
[00:18:12.360 --> 00:18:18.160]   You know, I still think the biggest appeal of the M2 is from people who stayed on Intel and we're like
[00:18:18.160 --> 00:18:23.960]   I'm gonna sit out that first generation about the silicon because the M1 to M2. I mean the cores are faster
[00:18:23.960 --> 00:18:31.240]   If you're on the base model you get the all the pro resin coating blocks and stuff that were only on the high end chips and M1
[00:18:31.240 --> 00:18:36.880]   But basically it's just the course right the CPU cores are faster the GPU cores are faster
[00:18:36.880 --> 00:18:40.720]   Everything's a little bit better. I don't think anybody who's got an M1 MacBook Pro
[00:18:40.720 --> 00:18:47.640]   Should be super sad about today, right? Like I think this is an incremental score that because I just bought a
[00:18:48.200 --> 00:18:54.400]   M1 MacBook Pro for my son a couple of months ago because I thought well I'm give up and
[00:18:54.400 --> 00:19:00.720]   I don't want him to feel like he's got something less. I did say there'll probably a new one at some point
[00:19:00.720 --> 00:19:06.040]   I didn't think it'd be this quick. I wouldn't wait it had I known and that's what you were saying Andy. That's why these embargoes
[00:19:06.040 --> 00:19:11.760]   Grind a little bit because people are making buying decisions. That's the value of Mark Gurman's reports, right?
[00:19:11.760 --> 00:19:14.960]   Yeah, he is giving people a little bit of a heads up and he figured Apple
[00:19:14.960 --> 00:19:19.680]   They do have a very liberal return policy for the first few weeks of a new product, right? Right?
[00:19:19.680 --> 00:19:23.480]   Right, and of course you can't expect them to say hey by all means
[00:19:23.480 --> 00:19:28.760]   Our third quarter of revenues, yeah
[00:19:28.760 --> 00:19:34.920]   But yeah, it's just it's the only time it kind of gets up my noses when like that's you see that as like the official Apple line
[00:19:34.920 --> 00:19:41.200]   Oh, we want to preserve the surprise and the delight saying okay look if that's the reason I can deal with less surprise in my life
[00:19:42.400 --> 00:19:46.560]   They want to preserve revenue from the previous product keeps selling
[00:19:46.560 --> 00:19:51.400]   There's a famous anecdote and technology the Osborne effect were Adam Osborne
[00:19:51.400 --> 00:19:57.560]   Who's long gone had a portable computer the Osborne one that was very very popular very big seller
[00:19:57.560 --> 00:20:02.320]   Mistakenly he said there's gonna be a new Osborne 2 months before it was available
[00:20:02.320 --> 00:20:08.600]   Killed the Osborne one and eventually the company so that's the you don't want to Osborne yourself is what people will say
[00:20:08.600 --> 00:20:14.280]   Yeah, and I think it's generally prudent if you're shipping not to say anything until you've been gonna ship a week
[00:20:14.280 --> 00:20:20.080]   Well, you can tell though by the way all of these things are available if you get the base model in a week
[00:20:20.080 --> 00:20:26.480]   Next Tuesday and even if you don't even if like I spec the hell out of this thing is still available to 31st
[00:20:26.480 --> 00:20:31.560]   So my guess is the elves over Christmas. We're just cranking these things out as fast
[00:20:31.560 --> 00:20:36.200]   I think so they have a lot of stock right this is not gonna be the one where they go
[00:20:36.200 --> 00:20:41.040]   We could have sold more if we'd only had more they are they have they have made a lot of them
[00:20:41.040 --> 00:20:45.240]   That's why I was such a surprise to everybody with new cases. I was Nordic wood with dowels
[00:20:45.240 --> 00:20:50.000]   Those elves love Nordic wood so candy cane logo
[00:20:50.000 --> 00:20:56.560]   That's another question beautiful beautiful carving is this a redesign from the M1's 14s and 16s or the M1 mini?
[00:20:56.560 --> 00:20:58.880]   No, I
[00:20:58.880 --> 00:21:00.880]   I'm curious about the mini because the mini
[00:21:00.880 --> 00:21:04.560]   had had like an empty space in it and
[00:21:05.160 --> 00:21:07.160]   Footprint of it is actually slightly different
[00:21:07.160 --> 00:21:12.280]   So I wonder somebody's gonna have to you know open one up and see what's in there the Macbook Pro
[00:21:12.280 --> 00:21:17.120]   I would imagine is almost identical to the old model right because they just did their refresh there
[00:21:17.120 --> 00:21:19.040]   And this really is more of what we you know
[00:21:19.040 --> 00:21:23.840]   I always call a speed bump where they just kind of refresh to the latest tech and let it keep going
[00:21:23.840 --> 00:21:28.560]   At least on the laptops they haven't added any ports or anything like that. There's no no
[00:21:28.560 --> 00:21:31.680]   But you're right that Mac mini the high-end Mac mini config
[00:21:31.680 --> 00:21:37.360]   Which is replacing the old Intel Mac mini that was still in the product line the the space gray one
[00:21:37.360 --> 00:21:41.000]   It's gone and now we're just back to a high-end M2 Mac mini
[00:21:41.000 --> 00:21:45.800]   That's got the all the extra Thunderbolt ports and we'll drive more displays and all of those in the apples words
[00:21:45.800 --> 00:21:47.800]   It has more muscle in more hustle
[00:21:47.800 --> 00:21:55.200]   Give you say so yeah, I thought that the release strategy was interesting, you know to have a full fully built
[00:21:55.200 --> 00:21:57.640]   presentation
[00:21:57.640 --> 00:22:01.680]   For but no live stream and yes no warning
[00:22:01.680 --> 00:22:08.160]   They put this out or when did they put it out six a.m. Is when they generally
[00:22:08.160 --> 00:22:11.520]   Pacific nine a.m. Eastern
[00:22:11.520 --> 00:22:17.680]   Yeah, I think I think they would have done better if they had done it live told us an up
[00:22:17.680 --> 00:22:21.280]   There's gonna be an update on it and the reason for that is that I found myself very
[00:22:21.280 --> 00:22:26.600]   Impatient so when when we're watching live and we do a kind of watch parties within office hours
[00:22:26.600 --> 00:22:27.800]   And so we kind of talk about it
[00:22:27.800 --> 00:22:31.920]   We're talking about things that are going on and give us something to do when we're not when I'm not watching live
[00:22:31.920 --> 00:22:35.960]   I really just want the highlight real like I don't really care about the build up that they do
[00:22:35.960 --> 00:22:39.760]   You know all the superlatives and all the setup and everything else when it's not live
[00:22:39.760 --> 00:22:40.600]   I don't want to hear it
[00:22:40.600 --> 00:22:44.560]   You know like I just I realized I very quickly wanted to just jump until I saw a graphic of the chip
[00:22:44.560 --> 00:22:50.560]   And then I'd back up a little bit and watch through it, you know and so I think that was a little started with a 48 second
[00:22:50.560 --> 00:22:53.480]   promo reel for the M1
[00:22:54.280 --> 00:22:58.560]   Weirdly and then go to John Turnus who is the SVP engineering
[00:22:58.560 --> 00:23:03.120]   Inside the Steve Jobs theater, so this looks exactly like the video you to see it
[00:23:03.120 --> 00:23:07.240]   At our base got the model if we ever thought that they were gonna go back to the day
[00:23:07.240 --> 00:23:13.260]   It feels in fact like this might have been produced originally for November but notice
