
[00:00:00.000 --> 00:00:04.000]   [music]
[00:07:29.000 --> 00:07:30.000]   Yeah.
[00:07:30.000 --> 00:07:32.000]   And have you gotten your notice?
[00:07:32.000 --> 00:07:33.000]   I got my confirmation.
[00:07:33.000 --> 00:07:35.000]   It's supposed to be here tomorrow, I think.
[00:07:35.000 --> 00:07:37.000]   Oh, so you'll get yours tomorrow.
[00:07:37.000 --> 00:07:38.000]   Okay.
[00:07:38.000 --> 00:07:43.000]   But are they saying that it's going to arrive on the US tomorrow or it's going to arrive
[00:07:43.000 --> 00:07:44.000]   in your hands tomorrow?
[00:07:44.000 --> 00:07:46.000]   I can find him.
[00:07:46.000 --> 00:07:54.000]   Every time that Apple has lent me an iPhone or an iPod, they can't even ship it to me so
[00:07:54.000 --> 00:08:01.000]   that it arrives.
[00:08:01.000 --> 00:08:02.000]   So that I have at 10 AM on Friday.
[00:08:02.000 --> 00:08:04.000]   I always have to wait for Saturday morning delivery.
[00:08:04.000 --> 00:08:09.000]   So I'd be really shocked if they announced that it's going to ship on X date on X time
[00:08:09.000 --> 00:08:11.000]   and anybody got them early.
[00:08:11.000 --> 00:08:17.000]   It's interesting because I've heard from a lot of people including Scott, this is the
[00:08:17.000 --> 00:08:18.000]   UPS tracking.
[00:08:18.000 --> 00:08:19.000]   This is not it'll be a town.
[00:08:19.000 --> 00:08:21.000]   This is it'll be at your door.
[00:08:21.000 --> 00:08:24.000]   It's expected delivery date.
[00:08:24.000 --> 00:08:25.000]   That's what it said.
[00:08:25.000 --> 00:08:27.000]   But in any event, I'll have it here pretty darn soon.
[00:08:27.000 --> 00:08:28.280]   I'm kind of excited about it.
[00:08:28.280 --> 00:08:32.440]   I was very excited about the announcement and looking forward.
[00:08:32.440 --> 00:08:33.920]   We didn't get your analysis.
[00:08:33.920 --> 00:08:36.000]   Anything you want to add to what we said?
[00:08:36.000 --> 00:08:38.160]   Well, I think you guys did a good job.
[00:08:38.160 --> 00:08:42.880]   I mean, the main thing for me is that I'm surprised at the ability to do video.
[00:08:42.880 --> 00:08:49.960]   I did buy, which Apple already shipped me, one of these little add-on battery pack thingies
[00:08:49.960 --> 00:08:52.400]   so that I can get more battery life.
[00:08:52.400 --> 00:08:57.200]   But having 32 gigs of storage and ability to shoot video like a little quick video cameras
[00:08:57.200 --> 00:08:58.200]   is pretty cool.
[00:08:58.200 --> 00:09:03.120]   But the three megapixel camera with the touch focus, that I predicted this on several shows
[00:09:03.120 --> 00:09:04.120]   I've been on lately.
[00:09:04.120 --> 00:09:08.440]   I'll tell you what, we will see that absolutely positively make its way to DSLRs.
[00:09:08.440 --> 00:09:10.800]   Oh, the touch focus.
[00:09:10.800 --> 00:09:12.120]   Yeah, that's kind of a neat feature.
[00:09:12.120 --> 00:09:15.960]   Because, you know, everybody's going to live view on these digital things, reef cameras.
[00:09:15.960 --> 00:09:19.920]   So, you know, imagine just looking at your live view and going, I want to focus on that
[00:09:19.920 --> 00:09:22.880]   and it'd be so much easier to do that.
[00:09:22.880 --> 00:09:26.000]   And away you go, I think that is brilliant.
[00:09:26.000 --> 00:09:30.080]   And I can't even wait to see now that we've got these new camera capabilities.
[00:09:30.080 --> 00:09:33.800]   I just am so excited about what the developers are going to do with this.
[00:09:33.800 --> 00:09:38.000]   I mean, everyone says, "That's only 3 megapixels in the camera on blah, blah, blah, blah,
[00:09:38.000 --> 00:09:39.000]   "as 5 megapixels won't."
[00:09:39.000 --> 00:09:44.080]   You know, I had more than 100 photographs published from my original Canon DSLR, which
[00:09:44.080 --> 00:09:47.560]   had a 3.3 megapixel camera on it.
[00:09:47.560 --> 00:09:50.960]   You know, I think we're going to see a lot of new videos.
[00:09:50.960 --> 00:09:51.960]   It's funny.
[00:09:51.960 --> 00:09:54.560]   I mean, it's not a feature that other cameras haven't had.
[00:09:54.560 --> 00:09:58.880]   One thing that I was surprised that they didn't talk about is that I would be very surprised
[00:09:58.880 --> 00:10:03.280]   if within the first month or two we didn't see a direct upload to YouTube.
[00:10:03.280 --> 00:10:04.280]   So you're sitting there on your iPhone?
[00:10:04.280 --> 00:10:05.280]   I think they said they were going to do that.
[00:10:05.280 --> 00:10:06.280]   Did they say that?
[00:10:06.280 --> 00:10:07.280]   I didn't see that.
[00:10:07.280 --> 00:10:08.280]   I didn't see it either.
[00:10:08.280 --> 00:10:10.280]   But I heard him say upload to YouTube as if it were something.
[00:10:10.280 --> 00:10:14.440]   So you can shoot a video if your iPhone is already logged into your account and has
[00:10:14.440 --> 00:10:18.720]   all the information, you theoretically could be able to shoot a video, click on it.
[00:10:18.720 --> 00:10:22.240]   And by the way, there are apps in the app store that will do that.
[00:10:22.240 --> 00:10:26.000]   But I think that having it just built in will be.
[00:10:26.000 --> 00:10:30.320]   And this has been happening with other phones, but I think especially when you look at what's
[00:10:30.320 --> 00:10:33.160]   happening in Tehran right now.
[00:10:33.160 --> 00:10:34.160]   Look at that.
[00:10:34.160 --> 00:10:39.520]   All of the video we're seeing is from camera phones, because if you're a camera crew, you've
[00:10:39.520 --> 00:10:40.520]   been thrown off.
[00:10:40.520 --> 00:10:41.720]   If they're taking your cameras.
[00:10:41.720 --> 00:10:45.360]   So the stuff you're seeing on broadcast is coming from the camera phone.
[00:10:45.360 --> 00:10:46.360]   And it's good.
[00:10:46.360 --> 00:10:52.600]   And the thing is, I think that we're really looking at, it's not the, and it's just that
[00:10:52.600 --> 00:10:53.880]   it's hitting the iPhone world.
[00:10:53.880 --> 00:10:55.720]   I mean, this is our little Mac world.
[00:10:55.720 --> 00:10:58.000]   I know that other phones have been able to do this for a while.
[00:10:58.000 --> 00:11:00.320]   No, but Mac users do more.
[00:11:00.320 --> 00:11:01.880]   I think this is the difference.
[00:11:01.880 --> 00:11:02.880]   Yes, absolutely.
[00:11:02.880 --> 00:11:03.880]   We've seen this before.
[00:11:03.880 --> 00:11:07.240]   But what's the number one camera on Flickr right now?
[00:11:07.240 --> 00:11:08.240]   Iphone.
[00:11:08.240 --> 00:11:09.240]   It's the iPhone.
[00:11:09.240 --> 00:11:13.840]   And when this video hits, I think it's going to be the number one camera submitting to YouTube.
[00:11:13.840 --> 00:11:14.840]   I agree.
[00:11:14.840 --> 00:11:16.280]   And it doesn't have to be the best camera.
[00:11:16.280 --> 00:11:18.680]   It doesn't have to be, you know, it doesn't have to be the first camera.
[00:11:18.680 --> 00:11:23.640]   It's just because for some reason, iPhone people and Mac people in general do more with
[00:11:23.640 --> 00:11:24.640]   their stuff.
[00:11:24.640 --> 00:11:28.920]   Well, the other thing is there are lots of phones that have cameras, but that doesn't
[00:11:28.920 --> 00:11:33.320]   mean they work well or that they're intuitive or that they're easy to put into the workflow
[00:11:33.320 --> 00:11:35.720]   and that they don't crash the phone.
[00:11:35.720 --> 00:11:37.520]   I mean, that's going to be the real thing.
[00:11:37.520 --> 00:11:38.920]   Now I am concerned about that.
[00:11:38.920 --> 00:11:39.920]   I'll be honest.
[00:11:39.920 --> 00:11:43.840]   One of the things that worries me is that I know it's old fashioned.
[00:11:43.840 --> 00:11:47.880]   I know it's crazy, but I actually use this thing as a phone.
[00:11:47.880 --> 00:11:50.240]   And I need the phone part to work.
[00:11:50.240 --> 00:11:51.240]   Right.
[00:11:51.240 --> 00:11:56.600]   Sounds like a man who has friends.
[00:11:56.600 --> 00:11:57.600]   Damn you, Scott Borne.
[00:11:57.600 --> 00:11:59.600]   Damn you to hell.
[00:11:59.600 --> 00:12:00.600]   Yes.
[00:12:00.600 --> 00:12:03.960]   I just actually want to be able to pick up the phone and call somebody sometime.
[00:12:03.960 --> 00:12:08.280]   And if I can't do that because all the other apps have crashed the phone part, I will not
[00:12:08.280 --> 00:12:09.280]   be a happy camper.
[00:12:09.280 --> 00:12:10.280]   It'll be a small.
[00:12:10.280 --> 00:12:14.320]   But I think that's what Apple spent by Apple incorporating this, not a jailbroken phone,
[00:12:14.320 --> 00:12:18.080]   but Apple actually incorporating the data Apple putting, making sure the video giving
[00:12:18.080 --> 00:12:23.480]   it was a more powerful processor to work with when we actually get the video.
[00:12:23.480 --> 00:12:26.320]   I don't expect it to have a stability issue.
[00:12:26.320 --> 00:12:31.200]   What I do expect is that I think it's going to be seamless to get this up on the web to
[00:12:31.200 --> 00:12:32.280]   get this on YouTube.
[00:12:32.280 --> 00:12:38.000]   And I think it's really, I think we're going to see a huge turn in the kind of coverage
[00:12:38.000 --> 00:12:39.000]   that you get of these events.
[00:12:39.000 --> 00:12:42.160]   I mean, if you can imagine those of you watching at home, I want to thank Nate 123 in our
[00:12:42.160 --> 00:12:43.160]   chat room.
[00:12:43.160 --> 00:12:48.360]   Here is an image from the iPhone of the interface.
[00:12:48.360 --> 00:12:53.560]   Let me make it a little smaller so you can see email video, MMS send the mobile me send
[00:12:53.560 --> 00:12:54.560]   to YouTube.
[00:12:54.560 --> 00:12:55.560]   Yay.
[00:12:55.560 --> 00:12:58.840]   Now that's from the camera roll, but presumably the video.
[00:12:58.840 --> 00:13:00.560]   Oh yeah, videos in the camera roll.
[00:13:00.560 --> 00:13:02.520]   See, there's video over at the left there.
[00:13:02.520 --> 00:13:05.320]   So your video and just like with iPhone or your video and stills.
[00:13:05.320 --> 00:13:09.120]   The other thing to remember is that there's basic editing within the iPhone 2.
[00:13:09.120 --> 00:13:15.240]   So you're really able to, I mean, this is a news crew on the, you know, in somewhere
[00:13:15.240 --> 00:13:16.520]   like Iran or whatever.
[00:13:16.520 --> 00:13:21.480]   This is the dream little camera that you can, you can sit there and upload stuff and get
[00:13:21.480 --> 00:13:25.640]   it out quickly, you know, and so until they figure out how to block the ports.
[00:13:25.640 --> 00:13:28.800]   There's one real quick thing I want to say that I find interesting though.
[00:13:28.800 --> 00:13:33.080]   And maybe I missed it because I wasn't there this year, but I haven't seen a lot of detail
[00:13:33.080 --> 00:13:35.560]   if any on what the processor is.
[00:13:35.560 --> 00:13:39.800]   No, they haven't said they don't say they even say the processors twice as fast.
[00:13:39.800 --> 00:13:42.760]   They said the phones twice as fast, which is a fudge factor.
[00:13:42.760 --> 00:13:45.480]   If you ask me, I don't bet the processors not twice as fast.
[00:13:45.480 --> 00:13:49.960]   It's just that they have a whole bunch of different benchmarks ranging from twice a little
[00:13:49.960 --> 00:13:53.960]   less than twice to three or three point five times.
[00:13:53.960 --> 00:13:57.520]   And with each one of these benchmarks, they say specifically what that is.
[00:13:57.520 --> 00:14:03.000]   This is the highest speed boost, the test that they cite is opening an Excel attachment
[00:14:03.000 --> 00:14:06.760]   and rendering it according to again, the chat room, which has been very good on this.
[00:14:06.760 --> 00:14:13.600]   They say that a overseas international carrier has accidentally released this information.
[00:14:13.600 --> 00:14:17.200]   It's a 600 megahertz presumably arm processor.
[00:14:17.200 --> 00:14:22.360]   And this is a big one 256 megs of RAM, which would make a huge difference in speed.
[00:14:22.360 --> 00:14:23.360]   Right.
[00:14:23.360 --> 00:14:25.760]   Yeah, it specs on the original 3 Jr. correct.
[00:14:25.760 --> 00:14:28.960]   And that would be double the original the amount of application RAM.
[00:14:28.960 --> 00:14:30.680]   Yeah, double the processor.
[00:14:30.680 --> 00:14:31.680]   No, it's not.
[00:14:31.680 --> 00:14:33.760]   It's only about 25% even not even that much.
[00:14:33.760 --> 00:14:36.160]   The price and the processor like five.
[00:14:36.160 --> 00:14:37.840]   What was I said?
[00:14:37.840 --> 00:14:39.400]   First one is for 12.
[00:14:39.400 --> 00:14:40.640]   So there's 50% more.
[00:14:40.640 --> 00:14:41.640]   Yeah.
[00:14:41.640 --> 00:14:43.280]   Well, I mean, it's in a lot of RAM.
[00:14:43.280 --> 00:14:48.240]   Apple kind of smart not to disclose the megahertz ratings of their microprocessors because it's
[00:14:48.240 --> 00:14:49.680]   a phony baloney number.
[00:14:49.680 --> 00:14:53.800]   And you can get involved in the tyranny of tables very, very quickly.
[00:14:53.800 --> 00:14:55.640]   It's not a significant number to anybody.
[00:14:55.640 --> 00:14:59.700]   What's significant is how much faster is this now than it was then if you have a side by
[00:14:59.700 --> 00:15:05.320]   side speed test between the iPhone 3GS and the pre which one can get over Wi-Fi, which
[00:15:05.320 --> 00:15:08.640]   one can get web pages faster, that sort of stuff.
[00:15:08.640 --> 00:15:14.600]   So I'm looking at a non tech they did a good a good review where they break this down,
[00:15:14.600 --> 00:15:20.040]   including all the chips they can be an ARM Cortex a eight.
[00:15:20.040 --> 00:15:21.520]   Or maybe it's I don't know.
[00:15:21.520 --> 00:15:22.520]   I'll have to I'm scanning.
[00:15:22.520 --> 00:15:23.520]   Well, no, no, no, no, no, I was.
[00:15:23.520 --> 00:15:26.760]   I was on the fence before, but now that I know that it's an ARM.
[00:15:26.760 --> 00:15:27.760]   That's like way.
[00:15:27.760 --> 00:15:29.000]   So this is well there you go.
[00:15:29.000 --> 00:15:30.000]   Yeah.
[00:15:30.000 --> 00:15:35.960]   Someone posted that that T mobile posted it and this is in wire.com 256 megs of ram and
[00:15:35.960 --> 00:15:42.360]   is double 128 megs of ram from the original iPhone and 600 megahertz instead of 412.
[00:15:42.360 --> 00:15:44.320]   But it's not just that because look at this.
[00:15:44.320 --> 00:15:53.400]   The the cash is from 16 level one cash or I cash to 32 from decash from 16 to 32.
[00:15:53.400 --> 00:15:56.000]   That makes a big difference in the L and the L one cash.
[00:15:56.000 --> 00:16:01.480]   It also has L two cash, which of 2015, which the previous one did not have at all.
[00:16:01.480 --> 00:16:05.080]   And the thing that the thing that the L two cash makes, the stage pipeline versus a stage
[00:16:05.080 --> 00:16:06.880]   pipeline.
[00:16:06.880 --> 00:16:09.560]   It's got two issue with instead of one issue with.
[00:16:09.560 --> 00:16:15.600]   So I think there there this is a much more sophisticated processor in here and 65 nanometers,
[00:16:15.600 --> 00:16:17.840]   which means it's smaller and cooler.
[00:16:17.840 --> 00:16:21.960]   So that may in fact, you may be able to put a faster processor and get better battery
[00:16:21.960 --> 00:16:23.200]   life out of this.
[00:16:23.200 --> 00:16:28.280]   So this is so there's the others wired has the secret iPhone specs at wire.com and also
[00:16:28.280 --> 00:16:32.440]   a non tech has a review with a lot of information on here.
[00:16:32.440 --> 00:16:34.800]   But they they move fast, don't they?
[00:16:34.800 --> 00:16:36.520]   Where where they get the information?
[00:16:36.520 --> 00:16:37.520]   Good question.
[00:16:37.520 --> 00:16:38.840]   They haven't taken one apart.
[00:16:38.840 --> 00:16:40.840]   I have to be intensely suspicious about it.
[00:16:40.840 --> 00:16:44.680]   I can I can believe that a manufacturer, you know, let the horse out of the barn early
[00:16:44.680 --> 00:16:46.680]   about a certain chip design.
[00:16:46.680 --> 00:16:52.000]   But I think that anybody who purports to have real information that didn't come out of,
[00:16:52.000 --> 00:16:58.720]   let's say a 30 minute briefing with Apple on Monday Monday last week, I don't buy it.
[00:16:58.720 --> 00:17:02.160]   Well, we'll know in a couple of days because all those people that buy the phone strictly
