
[00:00:00.000 --> 00:00:04.000]   [music]
[00:07:42.040 --> 00:07:46.160]   I mean, how does that compare to what's being sold in the malls of America and the tower
[00:07:46.160 --> 00:07:48.480]   records sold 23 songs last week?
[00:07:48.480 --> 00:07:49.920]   Well, they're out of business, aren't they?
[00:07:49.920 --> 00:07:50.920]   That's the best.
[00:07:50.920 --> 00:07:53.640]   That's why they only sold 23.
[00:07:53.640 --> 00:07:56.320]   I would hate to be in the record store business these days.
[00:07:56.320 --> 00:07:57.880]   I think it's it's not even just the deal.
[00:07:57.880 --> 00:07:59.160]   It's the convenience of the whole thing.
[00:07:59.160 --> 00:08:03.400]   I mean, I have this bad habit now of, you know, as I was shopping with my kids over the weekend
[00:08:03.400 --> 00:08:06.480]   and I was buying them some books, you know, for themselves.
[00:08:06.480 --> 00:08:10.320]   For me, I sit there with my iPhone and I take pictures of the books that I want to order
[00:08:10.320 --> 00:08:13.680]   and then I order them on Amazon because I don't want to carry them around.
[00:08:13.680 --> 00:08:17.000]   You know, that was the worst part is I don't even care how much it costs.
[00:08:17.000 --> 00:08:18.000]   I just don't want to put them back in.
[00:08:18.000 --> 00:08:19.000]   I'm traveling.
[00:08:19.000 --> 00:08:20.000]   I was traveling.
[00:08:20.000 --> 00:08:21.000]   I was in Pittsburgh.
[00:08:21.000 --> 00:08:22.360]   I don't want to put them in my bag.
[00:08:22.360 --> 00:08:25.680]   You know, I'd rather just run an order and if I could take a if I could do like a like a
[00:08:25.680 --> 00:08:30.960]   delicious library of the ISBN number or the little code at the bottom in the bookstore
[00:08:30.960 --> 00:08:36.880]   and have it in have it ordered from Amazon, I would be I'd be a happy camper.
[00:08:36.880 --> 00:08:40.560]   But that's that whole movement of, you know, it's not even just saving money.
[00:08:40.560 --> 00:08:43.880]   It's actually the convenience of it.
[00:08:43.880 --> 00:08:51.000]   Well, we were just talking about TV shows and and Merlin was pointing out that he would
[00:08:51.000 --> 00:08:55.160]   this is before the show began that he would buy something and it arrives even with Amazon's
[00:08:55.160 --> 00:08:58.080]   prime and we would rise two days later, you go, what was I thinking?
[00:08:58.080 --> 00:09:01.560]   It's too much of a delay between the time you buy it and the time you actually get it.
[00:09:01.560 --> 00:09:02.560]   It's true.
[00:09:02.560 --> 00:09:03.560]   There's two Merlins.
[00:09:03.560 --> 00:09:04.560]   There's like, I don't know.
[00:09:04.560 --> 00:09:05.560]   You have Netflix, right?
[00:09:05.560 --> 00:09:06.560]   Oh, yeah.
[00:09:06.560 --> 00:09:07.840]   I had this with Netflix all the time.
[00:09:07.840 --> 00:09:12.280]   There's like smarty pants ordering Merlin and then there's like seven in the evening,
[00:09:12.280 --> 00:09:13.640]   you know, what am I going to watch?
[00:09:13.640 --> 00:09:16.920]   Fingers down the front of my pants hanging out sitting in a lounge chair, Merlin.
[00:09:16.920 --> 00:09:18.600]   It's like, man, true faux movies.
[00:09:18.600 --> 00:09:19.720]   What am I going to do with this?
[00:09:19.720 --> 00:09:21.600]   You know, I have to assure disclaimer here.
[00:09:21.600 --> 00:09:25.440]   Some of the members of the Mac break weekly podcast may in fact watch TV with their hands
[00:09:25.440 --> 00:09:26.440]   down their pants.
[00:09:26.440 --> 00:09:29.120]   You know, just kind of in a kind of albundi comfortable way.
[00:09:29.120 --> 00:09:31.000]   I don't think that implies anything lurid.
[00:09:31.000 --> 00:09:35.640]   I should really, okay, listen, I should just climb at this point.
[00:09:35.640 --> 00:09:37.360]   I, um, I, no, I'm not going to.
[00:09:37.360 --> 00:09:38.360]   Yeah, go ahead.
[00:09:38.360 --> 00:09:39.360]   I know what you're going to say.
[00:09:39.360 --> 00:09:43.000]   I've got it anyway on tape from before, so I'll just stick it in right here.
[00:09:43.000 --> 00:09:44.640]   You're going to fix all this in post, right?
[00:09:44.640 --> 00:09:45.800]   As usual.
[00:09:45.800 --> 00:09:47.360]   So who is Neil Cavuto?
[00:09:47.360 --> 00:09:51.920]   And, uh, and as the British would say, Oh, Z when he's a home.
[00:09:51.920 --> 00:09:59.680]   Now Neil Cavuto is one of the, um, instapundits at the, um, Fox, I'll say Fox news.
[00:09:59.680 --> 00:10:04.440]   Fair and unbiased, unbalanced, fair and unbalanced.
[00:10:04.440 --> 00:10:06.440]   I think their model is we distort.
[00:10:06.440 --> 00:10:08.160]   We decide something like that.
[00:10:08.160 --> 00:10:10.000]   Anyway, he's an iPhone.
[00:10:10.000 --> 00:10:11.000]   Hata.
[00:10:11.000 --> 00:10:12.000]   Of course he is.
[00:10:12.000 --> 00:10:13.360]   Well, you know what?
[00:10:13.360 --> 00:10:14.880]   It's not a bad thing to be an iPhone.
[00:10:14.880 --> 00:10:15.880]   Hata.
[00:10:15.880 --> 00:10:16.880]   No, it's, it's a great idea.
[00:10:16.880 --> 00:10:21.600]   If you want to get traffic to your website, if you want to, you know, stand out from the
[00:10:21.600 --> 00:10:24.800]   crowd, it's, you know, being a hater makes sense in all likelihood.
[00:10:24.800 --> 00:10:31.280]   Neil Cavuto had no idea what the iPhone was until June 29th and then said, Hmm, I could
[00:10:31.280 --> 00:10:34.680]   get some traffic by saying how sucky this thing is.
[00:10:34.680 --> 00:10:42.720]   So he was making some hay on the fact that AT&T said only a 147,000 phones were activated
[00:10:42.720 --> 00:10:44.640]   in the first 30 hours.
[00:10:44.640 --> 00:10:48.840]   And if you're listening to us now, Neil, and we know you are, I challenge you to a debate
[00:10:48.840 --> 00:10:50.440]   on the Apple phone show.
[00:10:50.440 --> 00:10:57.000]   Then interesting, according to John Gruber, interestingly, the transcript of this statement,
[00:10:57.000 --> 00:10:58.960]   which is not untrue.
[00:10:58.960 --> 00:11:03.480]   As long as you say it's AT&T that said it and it was activations, not sales, the transcript
[00:11:03.480 --> 00:11:10.320]   magically was disappeared magically changed to 270,000.
[00:11:10.320 --> 00:11:14.600]   You know, they have a habit of those changes occurring at the Fox news transcript.
[00:11:14.600 --> 00:11:18.300]   The change it's made is it says, so they changed it to from low and behold, where it's sold
[00:11:18.300 --> 00:11:20.480]   146,000 iPhones were activated.
[00:11:20.480 --> 00:11:24.680]   So to 200, 270,000 iPhones were sold in the day and half.
[00:11:24.680 --> 00:11:28.520]   And this is that same thing we were talking about was it last week where, you know, that
[00:11:28.520 --> 00:11:31.280]   there's a big difference between the number that got sold and the number that got activated
[00:11:31.280 --> 00:11:33.320]   and it's just hilarious.
[00:11:33.320 --> 00:11:38.360]   A lot of people, again, iPhone, hey, Taz were saying to me, well, come on, that tells you
[00:11:38.360 --> 00:11:41.200]   there's something wrong or somebody's lying or.
[00:11:41.200 --> 00:11:44.320]   And when I said, well, you know, don't you think a lot of people bought phones that they
[00:11:44.320 --> 00:11:48.320]   didn't activate right away because they gave them as gifts or they like somebody like Mr.
[00:11:48.320 --> 00:11:51.840]   Born here who bought 300 for his friends and family.
[00:11:51.840 --> 00:11:54.600]   There were a lot of phones sold that get in that get activated, but they got activated
[00:11:54.600 --> 00:11:55.600]   eventually.
[00:11:55.600 --> 00:11:59.520]   And, and people were saying the person I was talking to saying, Oh, come on, you know,
[00:11:59.520 --> 00:12:00.520]   that's not true.
[00:12:00.520 --> 00:12:02.520]   They just didn't sell that many.
[00:12:02.520 --> 00:12:03.520]   Yeah.
[00:12:03.520 --> 00:12:05.480]   Oppenheimer was lying, I guess, that's what they're saying.
[00:12:05.480 --> 00:12:07.320]   The Apple CFO.
[00:12:07.320 --> 00:12:08.800]   So here, here's what I want to do.
[00:12:08.800 --> 00:12:13.720]   If you've got evidence, whoever you are out there, if you got evidence that Apple was
[00:12:13.720 --> 00:12:14.720]   lying, put up.
[00:12:14.720 --> 00:12:15.720]   Yeah.
[00:12:15.720 --> 00:12:16.720]   Or the Apple was.
[00:12:16.720 --> 00:12:18.760]   And there's no evidence to that.
[00:12:18.760 --> 00:12:20.840]   If there was, it would be a federal crime.
[00:12:20.840 --> 00:12:23.440]   So let's get the SEC involved to put up.
[00:12:23.440 --> 00:12:25.320]   Let's find out.
[00:12:25.320 --> 00:12:27.240]   Otherwise you're just blowing smoke.
[00:12:27.240 --> 00:12:30.560]   Are we, are we still happy with the iPhone?
[00:12:30.560 --> 00:12:31.560]   I am.
[00:12:31.560 --> 00:12:32.560]   Yeah.
[00:12:32.560 --> 00:12:37.400]   I tell you, I stay show it to people and still people are still going, wow, that's cool.
[00:12:37.400 --> 00:12:40.920]   I'm trying to figure out how to do a, I'm trying to figure out how to do a demo like
[00:12:40.920 --> 00:12:44.000]   Merlin would do a demo if he owned an iPhone.
[00:12:44.000 --> 00:12:47.520]   How do you mean there's no keystroke combinations?
[00:12:47.520 --> 00:12:48.720]   He's not going to happen.
[00:12:48.720 --> 00:12:53.200]   I'm trying to, I'm trying to think of like maybe a that phone guy's approach to showing
[00:12:53.200 --> 00:12:54.400]   somebody the iPhone.
[00:12:54.400 --> 00:12:56.200]   It would be kind of cool.
[00:12:56.200 --> 00:12:58.600]   Hey, you know, have you done any of that phone guys lately?
[00:12:58.600 --> 00:13:00.560]   God, now I'm way behind.
[00:13:00.560 --> 00:13:02.600]   Maybe you should do some iPhone phone guys.
[00:13:02.600 --> 00:13:04.640]   We did that one at Mac world.
[00:13:04.640 --> 00:13:07.800]   Oh yeah, but I mean, do something like, you know, keep mucking the iPhone a little bit,
[00:13:07.800 --> 00:13:08.800]   just a little general.
[00:13:08.800 --> 00:13:09.800]   Hey, the truth.
[00:13:09.800 --> 00:13:13.360]   I mean, I, now this is going to become my hobby horse each week, but I think that's.
[00:13:13.360 --> 00:13:14.360]   Too obvious, huh?
[00:13:14.360 --> 00:13:18.320]   Well, no, no, I was just going to say, I, you know, I think that, that I think I'm starting
[00:13:18.320 --> 00:13:21.640]   to unpack what it is that I found so frustrating about the iPhone mania.
[00:13:21.640 --> 00:13:27.280]   And I'm realizing that in my head, anyway, a lot of it was just the iPhone as object
[00:13:27.280 --> 00:13:28.280]   fetish.
[00:13:28.280 --> 00:13:29.280]   Right.
[00:13:29.280 --> 00:13:32.320]   And I think what, what is neat is now we're starting to see more people saying, showing
[00:13:32.320 --> 00:13:34.000]   like what you can do on it.
[00:13:34.000 --> 00:13:38.160]   And like this week, I think, I think it was this week of backpack by 37 signals came out
[00:13:38.160 --> 00:13:42.120]   with an update that added some really neat features and has some, some backpack ability
[00:13:42.120 --> 00:13:44.240]   or some iPhone ability.
[00:13:44.240 --> 00:13:46.960]   And I think more and more what you're describing exactly what's in the demo.
[00:13:46.960 --> 00:13:51.240]   I mean, I think, you know, what are you, what are you doing with this apart from enjoying
[00:13:51.240 --> 00:13:52.240]   the interface?
[00:13:52.240 --> 00:13:54.560]   Because I think that's kind of what the story is.
[00:13:54.560 --> 00:13:57.160]   I'm finding it actually a very, very good phone.
[00:13:57.160 --> 00:14:01.560]   I mean, I, I find it, you start to get used to the idea that you can make these calls so
[00:14:01.560 --> 00:14:06.800]   quickly that you just touch a number and it dials it, that the voicemail is right there.
[00:14:06.800 --> 00:14:08.800]   I'm just finding that kind of addictive.
[00:14:08.800 --> 00:14:09.800]   Is it just, is it still?
[00:14:09.800 --> 00:14:12.880]   I mean, I guess maybe I'm missing the point because I mean, I'll see you that it's a great
[00:14:12.880 --> 00:14:13.880]   experience.
[00:14:13.880 --> 00:14:18.960]   But at this point, is it just the way it feels to use that's still kind of the primary feeling
[00:14:18.960 --> 00:14:19.960]   about it?
[00:14:19.960 --> 00:14:22.040]   Yeah, I'd say so because there's a lot of functionality missing.
[00:14:22.040 --> 00:14:27.280]   I'm, you know, I see all these new Safari apps like the backpack and stuff, but I find
[00:14:27.280 --> 00:14:30.720]   that frustrating because it's buried in Safari and that gives me, there's two disadvantages
[00:14:30.720 --> 00:14:31.720]   to that.
[00:14:31.720 --> 00:14:33.720]   Unless you're near a Wi-Fi signal, it's too slow to use.
[00:14:33.720 --> 00:14:35.200]   I mean, I just cannot wait.
[00:14:35.200 --> 00:14:38.520]   I'm sitting there with Edge and it's just, I don't even, I don't even want to demonstrate
[00:14:38.520 --> 00:14:43.960]   anything that requires internet access because people just say, okay, yeah, yeah, show me.
[00:14:43.960 --> 00:14:44.960]   Okay.
[00:14:44.960 --> 00:14:45.960]   It just takes too long.
[00:14:45.960 --> 00:14:48.880]   And secondly, it's buried because there's no button on the front.
[00:14:48.880 --> 00:14:51.240]   You have to go to Safari and find the page.
[00:14:51.240 --> 00:14:55.480]   And admittedly with the, with the bookmarking and the multiple pages, it's easier to get
[00:14:55.480 --> 00:14:57.800]   to a Safari page than it is on most phones.
[00:14:57.800 --> 00:15:02.040]   It's still too many steps for me to make it, to expose it.
[00:15:02.040 --> 00:15:04.760]   How solid have you found the Wi-Fi support?
[00:15:04.760 --> 00:15:05.760]   Mine's been excellent.
[00:15:05.760 --> 00:15:08.960]   You know, I have it set up so when I'm at home, when I'm at the office, when I'm downtown
[00:15:08.960 --> 00:15:11.400]   in Petaluma that we've got Wi-Fi there.
[00:15:11.400 --> 00:15:16.280]   And in every case at the gym, at the, at the restaurant I go, in every case, it doesn't
[00:15:16.280 --> 00:15:17.280]   say anything.
[00:15:17.280 --> 00:15:19.120]   It just recognizes it and uses it.
[00:15:19.120 --> 00:15:21.120]   Are you using your iPhone at the gym?
[00:15:21.120 --> 00:15:22.120]   Yeah.
[00:15:22.120 --> 00:15:24.280]   I take pictures and, and upload them.
[00:15:24.280 --> 00:15:30.600]   I only ask because I have this, like this 80D thing where I'm, I've actually got to this
[00:15:30.600 --> 00:15:34.040]   habit now of I, because I do a lot of stationary bike, you know, and I get bored.
[00:15:34.040 --> 00:15:39.480]   So, so I, so I'll be stationary biking and watching, you know, whatever's on TV on my,
[00:15:39.480 --> 00:15:43.000]   well, I mean, I can choose the channels on my, my stationary bike.
[00:15:43.000 --> 00:15:47.200]   So I'm watching TV surfing the web on my, you know, on my iPhone and biking all at the
[00:15:47.200 --> 00:15:48.200]   same time.
[00:15:48.200 --> 00:15:50.400]   Do you put on your mascara too while you're doing that?
[00:15:50.400 --> 00:15:51.400]   No, no.
[00:15:51.400 --> 00:15:52.400]   There's no mask.
[00:15:52.400 --> 00:15:53.400]   You should get a driver's license.
[00:15:53.400 --> 00:15:56.560]   Anyways, yeah, no, that's why I don't fit right in.
[00:15:56.560 --> 00:15:57.560]   Yeah.
[00:15:57.560 --> 00:15:58.560]   Yeah.
[00:15:58.560 --> 00:16:01.480]   There was one point where I was eating a sandwich and drinking at the same time while driving
[00:16:01.480 --> 00:16:04.000]   about 80 miles an hour and I realized that I really shouldn't dangerous.
[00:16:04.000 --> 00:16:08.120]   I just saw a stat that something like 80% of all teenagers text while driving was some
[00:16:08.120 --> 00:16:09.440]   huge number.
[00:16:09.440 --> 00:16:13.160]   Just made that illegal in the state of Washington and I was thinking to myself, you needed to
[00:16:13.160 --> 00:16:14.160]   make that illegal.
[00:16:14.160 --> 00:16:16.160]   It should be.
