
[00:00:00.000 --> 00:00:04.320]   It's time for Mac Break Weekly. We've got Joe Kistle here. He wrote the book on
[00:06:12.560 --> 00:06:18.600]   So it's unfortunate that the break-in happened, but even though it seems like such a hassle
[00:06:18.600 --> 00:06:23.840]   For you know for all the users. I think from a security point of view that was exactly the right call
[00:06:24.560 --> 00:06:31.800]   You know if we've seen it before Twitter did it to the to when its recent break-in got the first 250,000 Twitter users
[00:06:31.800 --> 00:06:33.760]   information
[00:06:33.760 --> 00:06:37.680]   The this is kind of the state-of-the-art protection now though right salting and hashing
[00:06:37.680 --> 00:06:40.880]   So hashing is in is a form of encryption
[00:06:40.880 --> 00:06:44.800]   Hashing is is a one-way operation that
[00:06:44.800 --> 00:06:49.120]   It it encrypts your passwords so that you can you can't undo it
[00:06:49.120 --> 00:06:54.240]   so you take a word like baseball and you apply this mathematical function this hash and then it turns into
[00:06:54.240 --> 00:06:56.440]   gibberish and
[00:06:56.440 --> 00:07:01.880]   Every time you apply that function to that word you get the same results so that when you enter your password
[00:07:01.880 --> 00:07:06.920]   The company can check it against the hash that is stored and they can say oh yes that matches
[00:07:06.920 --> 00:07:13.240]   But nobody can take the hash and then undo the function return it back into your password and the company doesn't even know your real password
[00:07:13.240 --> 00:07:18.040]   They're just checking to see if it matches the once passed through the algorithm if it matches right
[00:07:18.040 --> 00:07:25.000]   And salting is is a way of making hashes more secure because that you know basically what what somebody will do is say
[00:07:25.000 --> 00:07:25.200]   well
[00:07:25.200 --> 00:07:25.520]   you know
[00:07:25.520 --> 00:07:31.960]   I'm just gonna take a list of ordinary English words or come in passwords and run them through run them through this hash
[00:07:31.960 --> 00:07:34.120]   Function and now I have my own list of hashes
[00:07:34.120 --> 00:07:39.520]   So when I see when I when I steal somebody's hash list and I see a match there
[00:07:39.520 --> 00:07:42.080]   I can cross-reference it to my own list and say oh well
[00:07:42.080 --> 00:07:48.000]   I see their password was baseball so salting a hash add some randomness to them so that it's much much more difficult
[00:07:48.000 --> 00:07:53.840]   To do that and so you know at least Evernote did the right thing by by encrypting them in that way these so-called
[00:07:53.840 --> 00:08:01.560]   Rainbow tables are really widespread exactly and it's it's fairly trivial. There's a secondary cause for concern though
[00:08:01.560 --> 00:08:05.600]   You know you can't use Evernote this actually you can use Evernote
[00:08:05.600 --> 00:08:12.080]   It's kind of weird because there's a token on most of your devices so you can continue to use your Evernote notebooks
[00:08:12.560 --> 00:08:16.360]   Even though you're now required to go to Evernote's web page and change the login
[00:08:16.360 --> 00:08:18.840]   They're pushing out updates to kind of force people to
[00:08:18.840 --> 00:08:21.280]   Re-do their client
[00:08:21.280 --> 00:08:26.640]   Right. I got I got updates and all my device already. Yeah, but but failing that
[00:08:26.640 --> 00:08:32.560]   You actually could continue to use your notebook until that token expired. I don't know how long the token lasts for
[00:08:32.560 --> 00:08:34.000]   Yeah, I don't know either
[00:08:34.000 --> 00:08:39.840]   This is this is actually a common problem with with lots of sites that that that store to I mean
[00:08:39.840 --> 00:08:46.480]   It's for your convenience during these tokens, but you can you know change your password on on the system
[00:08:46.480 --> 00:08:51.040]   But still be you know logged in on a certain device and still have access to all your data
[00:08:51.040 --> 00:08:56.400]   So if somebody happened to steal that device or get access to it or watch over your shoulder or something you could still be in trouble
[00:08:56.400 --> 00:09:00.120]   The other issue that nobody's really mentioned
[00:09:00.120 --> 00:09:04.880]   But I think it's very important if you use the same password on Evernote that you use on other sites
[00:09:05.400 --> 00:09:09.720]   You need now to go change those passwords as well. Nobody's gonna force you to do that
[00:09:09.720 --> 00:09:15.240]   Absolutely, that's that's sort of one of my one of my first rules is never ever reuse passwords
[00:09:15.240 --> 00:09:21.760]   It's I mean I understand why people do it because passwords are hard to come up with an hard remember and stuff unless you use a
[00:09:21.760 --> 00:09:24.320]   tool like last pass or one password, but
[00:09:24.320 --> 00:09:29.800]   But it's a really really bad idea to reuse passwords for exactly this problem
[00:09:29.800 --> 00:09:35.240]   I mean as you as you mentioned Twitter had a bunch of passwords stolen and Evernote and
[00:09:35.240 --> 00:09:40.520]   And a bunch of other companies linked in and Facebook, you know, it's it's unfortunately a very common problem
[00:09:40.520 --> 00:09:47.320]   So if somebody steals this massive list of thousands or millions of passwords and your password was was on that list
[00:09:47.320 --> 00:09:53.200]   It's not just that service, but you know, they couldn't get access to all of your accounts. So so never reuse passwords. Yeah
[00:09:53.200 --> 00:09:56.040]   And if you did you use your
[00:09:56.040 --> 00:10:03.400]   That's where some even want to change it now because even with hashing and salting it's conceivable as you mentioned that over at some point
[00:10:03.400 --> 00:10:10.200]   That some of these passwords could be could be cracked if they're good if they're good random password long random passwords
[00:10:10.200 --> 00:10:14.120]   Is there any likelihood of the hash being reversed? Well, you know
[00:10:14.120 --> 00:10:20.200]   Security people use this term called entropy to describe how how strong a password is in terms of how
[00:10:20.200 --> 00:10:25.440]   Unguessable it is and you know, there's always a chance that that some monkey could just you know
[00:10:25.440 --> 00:10:28.920]   Throw his fingers on a keyboard and randomly come up with your password
[00:10:28.920 --> 00:10:37.080]   So there's never a guarantee but basically the more entropy your password has which is sort of a combination of how long it is and what
[00:10:37.080 --> 00:10:42.600]   What different characters sets it has and how random it is and there are these sites where you can measure your passwords entropy, but
[00:10:42.600 --> 00:10:51.720]   Basically the more entropy a password has the less likely it is or the or the longer it will take on average for a brute force
[00:10:52.680 --> 00:10:58.440]   Search to discover it. So if you if you want to you just use a lot of characters
[00:10:58.440 --> 00:11:00.920]   That's a way of adding entropy to your password if you use
[00:11:00.920 --> 00:11:07.400]   Random characters as opposed to some sort of pattern that helps and ideally a combination of all those
[00:11:07.400 --> 00:11:10.520]   There's a
[00:11:10.520 --> 00:11:14.840]   And I don't know if this is something that came in the new we all have new ever-note clients and all of our
[00:11:14.840 --> 00:11:18.440]   Devices if you update any of your devices, you'll see a new ever-note client
[00:11:18.440 --> 00:11:22.440]   I don't know if they've implemented this but according to information week
[00:11:22.440 --> 00:11:27.080]   Ever-note says they're going to start doing two facts second factor authentication
[00:11:27.080 --> 00:11:33.240]   With ever-note an ever-note spokeswoman ronda scott said to told Matthew Schwartz an information week
[00:11:33.240 --> 00:11:39.640]   We were already planning to roll out optional two factor authentication to all of our users later this year. We're accelerating those plans
[00:11:39.640 --> 00:11:41.640]   Now
[00:11:41.640 --> 00:11:45.000]   Now maybe that's in these clients or maybe it'll be in the next update
[00:11:45.000 --> 00:11:50.040]   But that would be a big improvement as well because then even if somebody gets your password they'd need something else
[00:11:50.040 --> 00:11:54.200]   Such as a a one-time code from your phone to log in
[00:11:54.200 --> 00:11:59.880]   You know two factor authentication is is way way more secure. It's also more annoying
[00:11:59.880 --> 00:12:04.360]   I mean that yeah now you have to not just remember your password, but you have to do this other thing
[00:12:04.360 --> 00:12:07.560]   I mean sometimes you know different different companies do a different ways
[00:12:07.560 --> 00:12:13.400]   You know google has one version and dropbox has a version and last pass has a version and and sometimes it's like well
[00:12:13.400 --> 00:12:16.120]   They'll send you a code on your cell phone. You have to enter that code
[00:12:16.120 --> 00:12:23.160]   In addition to your password or sometimes you have a little you know a little device a little secure token or there are various other ways of doing it
[00:12:23.160 --> 00:12:28.840]   And and this is this is always the big trade-off whether you're just talking about passwords or whether you're talking about
[00:12:28.840 --> 00:12:31.400]   multi-factor authentication
[00:12:31.400 --> 00:12:35.480]   Everything that you can do to make to make the system more secure
[00:12:35.480 --> 00:12:38.040]   Also increases your inconvenience
[00:12:39.240 --> 00:12:46.040]   I mean there are a bunch of proposals on the table for systems that will get around that somehow that will will give you all the
[00:12:46.040 --> 00:12:49.080]   All the security as well as all the convenience, but right now
[00:12:49.080 --> 00:12:52.920]   Everything has certain trade-offs. Yeah
[00:12:52.920 --> 00:12:57.080]   And then do you know because
[00:12:57.080 --> 00:13:01.400]   Evernote has not said but there were some reports that Evernote was using a kind of
[00:13:01.400 --> 00:13:04.280]   crappy hash md5
[00:13:05.320 --> 00:13:09.880]   I don't know what they they haven't publicly stated what sort of hash they were using
[00:13:09.880 --> 00:13:12.440]   Of course they wouldn't because if you if you
[00:13:12.440 --> 00:13:13.480]   That would help
[00:13:13.480 --> 00:13:17.240]   Publicize what that is that only makes it that much easier for that hackers, right?
[00:13:17.240 --> 00:13:20.040]   Let's hope it wasn't md5 although
[00:13:20.040 --> 00:13:23.240]   Because you have to reset it probably all as well
[00:13:23.240 --> 00:13:26.120]   And now i'm going to try to decide whether I should keep all this
[00:13:26.120 --> 00:13:31.240]   Private info that I've been keeping it ever noticed sure may I'm convenient, but maybe I'll keep it in the last pass instead
[00:13:31.800 --> 00:13:35.880]   Where it does it does have a second factor authentication and so forth
[00:13:35.880 --> 00:13:37.880]   Um
[00:13:37.880 --> 00:13:43.800]   Thank you, Joe for that update. Joe is the author of take the take control book on passwords. This is called take control of your passwords
[00:13:43.800 --> 00:13:50.120]   Right. Exactly. And uh, so if you're interested, uh, you can go to take control books.com
[00:13:50.120 --> 00:13:56.840]   Uh, and it's nice because your your your books are right at the top adam. Yes, obviously realize this is a good time
[00:13:58.200 --> 00:14:01.640]   It's the newest one and uh, we got nitrous act and snaggy to do a
[00:14:01.640 --> 00:14:09.640]   A comic for the book. Oh, how fun and even a little portrait of me there. So we're we're trying to do some some new and cool things with it
[00:14:09.640 --> 00:14:13.800]   That's great. Uh, do you recommend one password? What do you recommend?
[00:14:13.800 --> 00:14:15.880]   I use one password myself
[00:14:15.880 --> 00:14:21.080]   I mean I I talk about a bunch of different password managers in the book and my real advice is use something, you know
[00:14:21.080 --> 00:14:28.040]   Don't don't bother like trying to come up with some complicated system for making your own passwords and remembering them and just just let a machine
[00:14:28.200 --> 00:14:31.480]   Do it for you because a machine can do a much better job. Um, I
[00:14:31.480 --> 00:14:38.040]   You know, I would say one password and last pass are the two I like the best of the ones I've looked like
[00:14:38.040 --> 00:14:41.560]   The ones I've looked at adam mangs is a real last pass
[00:14:41.560 --> 00:14:47.560]   Yeah, I've used it and it's it's okay personally for the way I work I prefer one password
[00:14:47.560 --> 00:14:54.440]   But they're both really really good tools and and and as you say last pass does offer two two factor authentication
[00:14:54.440 --> 00:15:00.280]   It's kind of weird two factor authentication you you get a little little grid that customize grid that you
[00:15:00.280 --> 00:15:03.000]   print out and keeping your wallet and and
[00:15:03.000 --> 00:15:08.360]   When you're logging into last pass on an unfamiliar machine you enter your password and it's a you know
[00:15:08.360 --> 00:15:10.600]   Do this sort of like battleship thing like, you know
[00:15:10.600 --> 00:15:14.760]   A5 and you enter you look at your grid and enter the the number and you do this a few times
[00:15:14.760 --> 00:15:18.280]   So it's it's different. It's kind of cool. You don't you don't have to do that. I should point out
[00:15:18.280 --> 00:15:20.280]   I use a google authenticator with last pass
[00:15:20.280 --> 00:15:25.080]   That also works and that means just your iPhone will have authenticator an application you have to
[00:15:25.080 --> 00:15:30.760]   Scan a barcode on last you know on your last pass settings to set up authenticator to get it going
[00:15:30.760 --> 00:15:34.760]   And then you get these generated six digit one time passes and so the
[00:15:34.760 --> 00:15:37.400]   If you know it's not too onerous
[00:15:37.400 --> 00:15:42.680]   I have to say it's a lot easier than google's two step authentication because once a mission once you say this machine is trusted
[00:15:42.680 --> 00:15:44.680]   It's not going to ask you again. That's true
[00:15:44.680 --> 00:15:49.320]   You know what one or the other use use something that's for sure
[00:15:49.880 --> 00:15:51.880]   Andy, do you use a password?
[00:15:51.880 --> 00:15:54.920]   Storage program
[00:15:54.920 --> 00:15:58.920]   Yes, but it's i'm a little bit in the old ages
[00:15:58.920 --> 00:16:06.440]   In that i'm using an encrypted a very very secure encrypted system. That's on one machine. That's not connected to a network
[00:16:06.440 --> 00:16:11.320]   So that's a good idea. Yeah, I mean, there's I also use sort of a
[00:16:11.320 --> 00:16:15.400]   Sort of a manual a manual system that I have a lot of faith in
[00:16:15.880 --> 00:16:22.600]   Which is that I if ever I can't remember a password for one of the eight really really super important
[00:16:22.600 --> 00:16:27.240]   Things that require passwords. I can usually remember what the last
[00:16:27.240 --> 00:16:31.880]   Password change was because there's like a common theme to every
[00:16:31.880 --> 00:16:37.080]   Have a system every one of these. Yeah, so so so for instance for uh for like my amazon thing
[00:16:37.080 --> 00:16:39.080]   Uh, I might decide that okay
[00:16:39.080 --> 00:16:42.840]   It's movies of jean hackman and it's not even the titles of the movies, but it's
[00:16:43.480 --> 00:16:51.320]   It's I'm thinking okay. I think superman superman 2 was on cable. Oh that stupid curly wig
[00:16:51.320 --> 00:16:56.920]   I do something like that too and use the first letters or you use the whole that stupid curly wig
[00:16:56.920 --> 00:17:04.200]   My my brain will remember an entire sentence use a pass and i'll mix i'll mix it up so that you can't just throw it against
[00:17:04.200 --> 00:17:09.880]   Addictionary and find it. Uh, I also use a system where for things that are super super super secure
[00:17:10.360 --> 00:17:14.840]   Uh like bank passwords that is you would have to be inside my house
[00:17:14.840 --> 00:17:20.200]   You would have to choose the right book from a bookshelf that contains hundreds of books
[00:17:20.200 --> 00:17:29.560]   To the book that I use to seed passwords from and then keep turning random pages until a phrase sticks out to you that has stuck out to me
[00:17:29.560 --> 00:17:35.000]   Uh, I I agree that this is a very very antiquated system. It's really I like it
[00:17:35.000 --> 00:17:38.200]   It predates one password, but it's I think it shows you one of the problems that
[00:17:38.600 --> 00:17:45.000]   Uh is endemic to password selection that the only reason why I'm not using these password managers is that
[00:17:45.000 --> 00:17:49.640]   Uh, they are so my old method. I think works great
[00:17:49.640 --> 00:17:57.720]   And I haven't researched enough about one password to know that well what if how how strong how much do I trust one password?
[00:17:57.720 --> 00:18:01.080]   And now it's certainly popular enough that lots of people trusted how
[00:18:01.080 --> 00:18:07.240]   Careful do I have to be or how likely is it that by not knowing exactly how one password works
[00:18:07.320 --> 00:18:10.120]   I will do something to make it less secure than my old method
[00:18:10.120 --> 00:18:16.280]   But it really is about your level of paranoia and trying to manage that uh in the most accessible way possible
[00:18:16.280 --> 00:18:19.320]   Yeah, I love this comic from a nitrous ecken snake
[00:18:19.320 --> 00:18:26.760]   Where the different people who tried different password strategies and the little hacker man in the beanie who looks surprisingly like chris porello says
[00:18:26.760 --> 00:18:33.080]   Thanking you. That does it does. Doesn't it here's the piece of trivia. I used to live in the same building as chris porello
[00:18:34.120 --> 00:18:38.600]   And you knew that because you'd hear little pitter-pattering of feet at four in the morning all the time
[00:18:38.600 --> 00:18:41.880]   I'm up now. I'm ready to go. Give me
[00:18:41.880 --> 00:18:46.920]   Turn on the camera. Let's go. I love chris old friend
[00:18:46.920 --> 00:18:52.760]   Um, how about you any uh any last thoughts on passwords rene richy before we move on
[00:18:52.760 --> 00:18:57.640]   Uh, yeah, I mean I I am paranoid by nature, but I try to weigh it so right
[00:18:57.640 --> 00:19:01.880]   Is there something I have that the sum total of the nsa will spend years trying to crack
[00:19:02.440 --> 00:19:07.160]   And if not, I kind of lower my paranoia a little bit. So I just I use one password
[00:19:07.160 --> 00:19:11.560]   I use unique passwords. I use their generator to make them and to store them
[00:19:11.560 --> 00:19:18.280]   I did try to factor authentication with dropbox in google and I kept getting tokens that just kept saying they were invalid
[00:19:18.280 --> 00:19:23.160]   So I I turned it off because I couldn't get into my stuff. It was so secure. I couldn't breach it
[00:19:23.160 --> 00:19:28.520]   So now I just use strong passwords and I I hope and pray that nsa leaves me alone
[00:19:29.080 --> 00:19:33.080]   That's that's that's really that's that's exactly my worry about switching to a password manager
[00:19:33.080 --> 00:19:36.040]   Because everyone who manages it can tell you the story about how
[00:19:36.040 --> 00:19:42.360]   Their department decided to strengthen passwords to do something viable for the to enhance the security the entire network
[00:19:42.360 --> 00:19:46.040]   But the fact that you made it you changed someone's flow means that
[00:19:46.040 --> 00:19:49.320]   Great, they're a side of super secret password has changed every week
[00:19:49.320 --> 00:19:53.480]   But since it's so hard for them to remember they now write it on a post-it note and put it on their monitor
[00:19:53.480 --> 00:19:55.640]   Yeah, which is not an improvement. No
[00:19:56.360 --> 00:19:59.640]   And in fact it turns out social engineering anyway, it turns out that's well
[00:19:59.640 --> 00:20:02.920]   Of course matt hone and when he was hacked it was social engineering
[00:20:02.920 --> 00:20:07.080]   Not not a super strong password cracking technology
[00:20:07.080 --> 00:20:11.720]   And we just recently read and I've always thought this was a problem that the google too
[00:20:11.720 --> 00:20:14.680]   And notice they don't say second factor authentication. They say two step
[00:20:14.680 --> 00:20:19.640]   Not the same thing that google's two step authentication is actually
[00:20:20.360 --> 00:20:25.960]   Weakens your passwords in some way because that so-called application specific password isn't at all application specific
[00:20:25.960 --> 00:20:32.440]   And until google fixed it a few days ago could even be used to access your most super secret google stuff
[00:20:32.440 --> 00:20:38.600]   So oops, it is a reminder that sometimes when you go through you use so many different clients to use these services that you really should
[00:20:38.600 --> 00:20:42.840]   Go into your twitter settings go into your google security settings and you you might list oh
[00:20:42.840 --> 00:20:47.800]   There is a there is a password that I assigned to an app that I tested three years ago
[00:20:47.880 --> 00:20:53.720]   That's still active perhaps I should revoke that one. Yeah, and and slim it down to just devices that i'm actually using
[00:20:53.720 --> 00:20:56.760]   Yeah, and I want to put everybody in the points of music all the hackers on this
[00:20:56.760 --> 00:20:59.400]   I'm not using monkey one two three anymore. So you can stop
[00:20:59.400 --> 00:21:04.840]   Stop oh Brett Simmons had a great blog post on that last week because he fell for one of those fishing attacks on twitter
[00:21:04.840 --> 00:21:10.200]   And then he quickly changed his password and only then did he realize all the apps were still authenticated because of the tokens
[00:21:10.200 --> 00:21:14.680]   Yeah, so you have to go through the ball with that's still okay because you'd have to have that token on your machine
[00:21:14.680 --> 00:21:17.000]   So it's what I think that's okay
[00:21:17.000 --> 00:21:20.760]   And then that's the thing to tell people with ever note too that even though you can still get into your ever note on
[00:21:20.760 --> 00:21:26.360]   Authenticated machines. No bad guy can use your password to get onto it on a new machine
[00:21:26.360 --> 00:21:30.520]   So there's you know, you're still vulnerable if somebody gets physical access to your machine
[00:21:30.520 --> 00:21:35.560]   But that's all he was worried that someone had gotten his password and used it immediately and gotten a token
[00:21:35.560 --> 00:21:38.040]   Right and then so when he changed it that wouldn't stop that
[00:21:38.040 --> 00:21:43.080]   That's a good point. Yeah, you then go through twitter and you revoke everything. Yeah, which I've done
[00:21:44.040 --> 00:21:46.200]   Lots of fun. I had like 800
[00:21:46.200 --> 00:21:48.360]   800 apps
[00:21:48.360 --> 00:21:51.080]   Authenticated on twitter. Well, I like Andy's battle star Galactica approach
[00:21:51.080 --> 00:21:58.280]   He just ripped out all the hard lines and has that one machine. Yeah, it's a low incentive. Oh, that's right. That's why Galactica survived
[00:21:58.280 --> 00:22:02.360]   Yes, because captain adama was like Andy and that go
[00:22:02.360 --> 00:22:04.600]   Exactly
[00:22:04.600 --> 00:22:06.920]   Or maybe he's an admiral now. I don't know. Hey, we're gonna take a break
[00:22:06.920 --> 00:22:08.840]   We will talk about mac news
[00:22:08.840 --> 00:22:12.200]   And if you really are interested in passwords and what's salting and hashing and all of that
[00:22:12.280 --> 00:22:16.840]   We have covered it in great detail great geeky, you know, propeller had detail and security now
[00:22:16.840 --> 00:22:19.240]   So go back to some of those security now episodes and of course
[00:22:19.240 --> 00:22:22.440]   Joe kissle subbook take control of your passwords that take control books
[00:22:22.440 --> 00:22:27.560]   Dot com would be a less geeky somewhat more easy to understand and yet just as valid
[00:22:27.560 --> 00:22:32.040]   Uh primmer on how to protect yourself online
[00:22:32.040 --> 00:22:37.720]   Our show today brought to you by gazelle dot com. This is the time, you know gazelle gazelle loves
[00:22:38.520 --> 00:22:41.880]   loves these times when new stuff's coming out
[00:22:41.880 --> 00:22:45.240]   Because that's the time you start looking at your old stuff and think
[00:22:45.240 --> 00:22:52.920]   Hey might want to upgrade. We've got a new uh galaxy s4 coming out new htc1 and as we'll learn from ranae
[00:22:52.920 --> 00:22:59.480]   There might even be a new iphone in your future. So here's the deal go to gazelle.com. The nice thing about this
[00:22:59.480 --> 00:23:01.480]   This is not a commitment to sell it
[00:23:01.480 --> 00:23:03.800]   But you get a 30 day quote
[00:23:03.800 --> 00:23:07.000]   So let's say you're sitting on an iphone five and you're saying I just you know
[00:23:07.080 --> 00:23:09.320]   Let me get the quote lock it in for 30 days
[00:23:09.320 --> 00:23:11.960]   AT&T 64 gig
[00:23:11.960 --> 00:23:16.680]   Uh in good condition 380 bucks. That's nice. Now. I've let that lock for 30 days
[00:23:16.680 --> 00:23:23.240]   So if in within the next 30 days, I say, hey, yeah, I want to I want to sell this because i'm going to get the new iphone
[00:23:23.240 --> 00:23:24.920]   Bingo
[00:23:24.920 --> 00:23:27.720]   One of the nice things is you could put other stuff in that box
[00:23:27.720 --> 00:23:34.280]   They've got uh iphones cell phones too from apple blackberry htclg motor roller nokia and samsung
[00:23:34.680 --> 00:23:38.120]   All the various flavors of ipad and ipod apple computers
[00:23:38.120 --> 00:23:40.200]   apple desktops
[00:23:40.200 --> 00:23:43.640]   They'll buy it all for good cold hard american cash
[00:23:43.640 --> 00:23:49.240]   And uh, the 30 day quote is you know is is a great kind of guarantee that you can you know
