
[00:00:00.000 --> 00:00:04.920]   It's time for Mac Break Weekly and you better believe we're gonna be talking about the new iPad
[00:03:09.040 --> 00:03:12.960]   And they still I noticed have a smart cover. So the smart cover still works just fine
[00:03:12.960 --> 00:03:18.720]   We thought it would but that confrides it. Yeah, I couldn't get a firm answer on whether the previous smart cover still work
[00:03:18.720 --> 00:03:22.320]   but it really looks very similar I can't imagine it's
[00:03:22.320 --> 00:03:30.720]   What can I show you guys? What do you want to see it feels pretty snappy? Do they have it was an iPhoto?
[00:03:30.720 --> 00:03:32.720]   We were looking at the new iPhoto
[00:03:32.720 --> 00:03:35.760]   That was just the photos app is iPhoto one here? It sure is
[00:03:36.800 --> 00:03:40.400]   Okay, it's too again. Here we go. There's a journal
[00:03:40.400 --> 00:03:50.480]   So i'm going to do a little so you can buzz around rearrange them resize them too. Wow, look at that. Oh my goodness
[00:03:50.480 --> 00:03:53.440]   Now that's that's where you're seeing some processing power
[00:03:53.440 --> 00:03:59.040]   Well like this map just tiny little map is just like so crisp
[00:03:59.040 --> 00:04:02.000]   Yeah, there you go. You can make it larger
[00:04:02.000 --> 00:04:04.000]   Wow
[00:04:04.000 --> 00:04:11.280]   Wow
[00:04:11.280 --> 00:04:13.680]   We're talking to ryan block of gdt guy
[00:04:13.680 --> 00:04:17.280]   He's at the demo session right now
[00:04:17.280 --> 00:04:19.920]   This photo looks like
[00:04:19.920 --> 00:04:23.680]   Oh glossy print. I mean it doesn't look like a screen. It looks like a real photo
[00:04:23.680 --> 00:04:28.960]   That's pretty crazy. Take a touch it. Yeah. Wow
[00:04:30.720 --> 00:04:32.160]   Look at that
[00:04:32.160 --> 00:04:34.800]   It's like a shoebox and photos. Yeah, significantly
[00:04:34.800 --> 00:04:41.840]   A faster. I mean the the instant rendering of those images as you scroll up is a really good test of a processor's case filming
[00:04:41.840 --> 00:04:48.160]   And it's faster and it's sitting on top of something that's the resolutions four times as many pixels. I think that's the price
[00:04:48.160 --> 00:04:51.280]   Of course you needed that
[00:04:51.280 --> 00:04:53.680]   Does it
[00:04:53.680 --> 00:04:58.160]   Yeah, let's look at some text. I don't know if we'll be able to pick this up, but
[00:04:59.920 --> 00:05:01.920]   Wow
[00:05:01.920 --> 00:05:04.400]   Wow
[00:05:04.400 --> 00:05:05.840]   Holy
[00:05:05.840 --> 00:05:08.960]   Come only there's no aliasing. There's no artifacting
[00:05:08.960 --> 00:05:12.400]   Uh, that's a that's a 300. That's a hundred. What is it?
[00:05:12.400 --> 00:05:18.400]   223 dpi does it feel any naco asked ryan? Does it feel warm on the back with all that work you've been doing?
[00:05:18.400 --> 00:05:21.040]   Um, it's
[00:05:21.040 --> 00:05:24.400]   I know why but you know, it's also being manhandled by a lot of people myself included
[00:05:24.400 --> 00:05:25.840]   So
[00:05:25.840 --> 00:05:29.200]   Yeah, I mean, I think it's I think it's gonna be hard to know for sure
[00:05:29.360 --> 00:05:31.040]   Right
[00:05:31.040 --> 00:05:35.520]   Until we actually get one to play with ryan. I want to thank you so much for giving us the first look
[00:05:35.520 --> 00:05:38.640]   Uh, yeah, take a picture. Let's just let's just take a picture
[00:05:38.640 --> 00:05:44.880]   All right, let's make this make this really meta here. Hold on. Oh, yeah. All right. Here we go. Picture of the picture
[00:05:44.880 --> 00:05:47.920]   Oh, yeah, thank you
[00:05:47.920 --> 00:05:56.160]   There it is and you saw the face recognition at work too there it immediately saw ryan's face with all those other people around there
[00:05:56.160 --> 00:05:59.840]   That's pretty good ryan block gd gt.com. Thank you for a first hands on
[00:05:59.840 --> 00:06:04.320]   Uh, the new ipad. Thank you ryan. Yeah, thanks guys. Have a good one. Take care
[00:06:04.320 --> 00:06:10.160]   Well, it's very exciting. Let's talk to our panel. We've got Andy and not co joining us from a chicago sun times
[00:06:10.160 --> 00:06:11.680]   he's still in
[00:06:11.680 --> 00:06:13.600]   in boston also sera laine
[00:06:13.600 --> 00:06:16.320]   from tnt and ipad today
[00:06:16.320 --> 00:06:24.160]   and of course andy i'm sorry alex lensy from the pixel core and mac break weekly mac break weekly is on the air and uh
[00:06:25.120 --> 00:06:29.520]   Very interesting with the one person we haven't heard from yet because we've been covering this for since nine am
[00:06:29.520 --> 00:06:32.080]   Is you andy and akko your thoughts?
[00:06:32.080 --> 00:06:35.360]   Uh very big deal also. I think it's so
[00:06:35.360 --> 00:06:43.200]   I won't call it an aggressive move, but I think it's a clear move where uh apple is making a very clear statement that they are
[00:06:43.200 --> 00:06:45.840]   establishing the ipad as a
[00:06:45.840 --> 00:06:47.840]   Challenge to every notebook that's out there
[00:06:47.840 --> 00:06:49.600]   Uh that this is not going to be in it
[00:06:49.600 --> 00:06:51.840]   This is not designed to be an accessory to anything
[00:06:52.160 --> 00:06:56.640]   Uh that the next time that you have a few hundred bucks in your budget for a brand new notebook computer
[00:06:56.640 --> 00:07:00.720]   Uh, why are you even considering getting something that folds up like this and has a keyboard?
[00:07:00.720 --> 00:07:04.800]   Uh, why aren't you considering getting an ipad and I think that interestingly enough
[00:07:04.800 --> 00:07:10.480]   They extended that challenge even to people who might be considering a macbook as their next device
[00:07:10.480 --> 00:07:13.600]   So I this is this is setting up to be a really cool
[00:07:13.600 --> 00:07:18.720]   Really cool challenge here. What what is what is i photo except for the statement that?
[00:07:18.960 --> 00:07:26.160]   Why would you want to ever take a photo out of this device to put it onto a desktop for editing i movie the way they expanded it for
[00:07:26.160 --> 00:07:29.120]   Obviously the fact they put in a 1080
[00:07:29.120 --> 00:07:32.800]   HD video cameraman that they're they're going to be beefing up iMovie
[00:07:32.800 --> 00:07:37.200]   But they beefed up iMovie to also the extent where you can do shot lists you can do outlines
[00:07:37.200 --> 00:07:42.720]   You can really organize your entire shoot before you've actually start walking around with this plate of glass in front of you
[00:07:42.720 --> 00:07:48.560]   Again, the message is why would you ever want to take this video off of this ipad for editing when you've got a wonderful video
[00:07:48.560 --> 00:07:50.560]   Editor right on board so i
[00:07:50.560 --> 00:07:56.400]   It's i got to say that i've usually been the guy who said that oh mac OS has a wonderful future
[00:07:56.400 --> 00:07:59.360]   It will never it will never be diminished it will never be discontinued
[00:07:59.360 --> 00:08:06.720]   I don't think that it's going to be discontinued, but this is i think this was a shot across the bow of every person who is
[00:08:06.720 --> 00:08:14.400]   Manufacturing notebook computers and that would include also our oddly enough apple itself apple began or tim cook began this
[00:08:15.360 --> 00:08:22.320]   Presentation saying post pc four or five times. I mean, you know, I thought hd was going to be the big story
[00:08:22.320 --> 00:08:28.000]   But I think you hit the nail on the head Andy they're now saying this is your device. This is it. This is your computer
[00:08:28.000 --> 00:08:30.320]   It can do everything you want to do
[00:08:30.320 --> 00:08:33.120]   Uh, you know, it's a content creation device
[00:08:33.120 --> 00:08:40.080]   Anybody's great content of this device. Yeah, all this thing was getting when tim cook was now including
[00:08:40.080 --> 00:08:43.920]   iPhones and ipad touches as post pc devices
[00:08:44.960 --> 00:08:48.400]   To me felt like a bit of a reach because the ipad is clearly post pc
[00:08:48.400 --> 00:08:53.760]   The handheld devices are just nicer versions of something that we've had for five or ten years
[00:08:53.760 --> 00:08:58.720]   But I think that there's a i do feel like a cia analyst who's
[00:08:58.720 --> 00:09:03.760]   Was watching like the live satellite transmission of a politburo like announcement say okay
[00:09:03.760 --> 00:09:06.240]   He's wearing the pin on his left pin right and now
[00:09:06.240 --> 00:09:10.240]   Assistant who used to be standing next to him is now two people away from him now
[00:09:10.240 --> 00:09:14.400]   He's gonna standing closer to the military governor of this. Oh, what what do we get?
[00:09:15.200 --> 00:09:16.800]   Sarah lain. I think we I think this is
[00:09:16.800 --> 00:09:22.800]   Pretty much in every respect what the rumor mill said it was going to be with the exception of the name
[00:09:22.800 --> 00:09:28.800]   Is just an ipad? I I will say I I think we're all really surprised by that
[00:09:28.800 --> 00:09:33.040]   Nobody predicted that it would just be ipad the new ipad
[00:09:33.040 --> 00:09:38.960]   um, there was a lot of ipad HD didn't sound quite right ipad 3. I thought that's what it would be but
[00:09:39.920 --> 00:09:46.320]   There was enough buzz before the event that ipad 3 wasn't that didn't make sense either
[00:09:46.320 --> 00:09:52.000]   I guess it's just uh, you know, we had we had a prediction in our in our live coverage that just ended
[00:09:52.000 --> 00:09:58.000]   That maybe it's because there might be some truth to there being a smaller ipad in the future
[00:09:58.000 --> 00:10:01.520]   And then you don't want ipad 3 and then ipad 3 mini
[00:10:01.520 --> 00:10:08.000]   You would have ipad and whatever the new version is right that just makes more sense as a naming convention
[00:10:08.160 --> 00:10:11.920]   Yeah, I think that's the only way to make sense of it because otherwise it just seems it's
[00:10:11.920 --> 00:10:16.400]   Unless you unless you say hey, they don't they don't have names for the macbook line
[00:10:16.400 --> 00:10:22.320]   Well, it's confusing because there are still selling an ipad 2 for 399 for 100 bucks less
[00:10:22.320 --> 00:10:23.120]   That's the weird part
[00:10:23.120 --> 00:10:27.040]   So it's that's that's the only part that seems confusing from a marketing point of view
[00:10:27.040 --> 00:10:33.200]   Just calling it the ipad is a statement. It's saying you want an ipad get the ipad
[00:10:33.680 --> 00:10:38.720]   But when you have two of them, it's not as clear. It's a very strange like a whole lot of peter gabry levels
[00:10:38.720 --> 00:10:42.720]   Also, if they stop naming ipads, are they gonna stop naming iPhones?
[00:10:42.720 --> 00:10:46.720]   Interesting is there gonna be an iphone five interesting
[00:10:46.720 --> 00:10:50.080]   But I think it's different because I don't think they're gonna make a different kind of ipad
[00:10:50.080 --> 00:10:55.120]   iPhone I mean the iphone is kind of it seems like they've they've found they found a form factor that they're gonna like I do I do
[00:10:55.120 --> 00:10:59.360]   Buy into the idea that they're gonna there's gonna be another ipad
[00:10:59.360 --> 00:11:03.280]   I think that there is a form factor between the seven a seven that makes sense in it
[00:11:03.360 --> 00:11:05.360]   I mean whether we see it or not this year
[00:11:05.360 --> 00:11:11.680]   All right, we're gonna I want to come back and ask all of you if there were something you thought that they would announce that they did not announce
[00:11:11.680 --> 00:11:17.360]   We also want to talk about the apple tv. It's funny. They kind of skimmed right through it and i'm not clear exactly
[00:11:17.360 --> 00:11:22.480]   Uh, what what is new on the apple tv? You're watching mac break weekly saryllene
[00:11:22.480 --> 00:11:26.320]   Andi and ako alex lindsey leo loport talking about obviously
[00:11:26.320 --> 00:11:30.320]   The big apple story of this week this month
[00:11:30.720 --> 00:11:38.160]   Possibly even this year and I think you could even say perhaps the biggest and most important story in technology for at least some time to come
[00:11:38.160 --> 00:11:43.200]   This is um, I I feel the same way about seeing this that I did about seeing the first ipad
[00:11:43.200 --> 00:11:50.960]   Um, I think this is a breakthrough in terms of a po it truly is now a post but you could say it was a little bit of a stretch
[00:11:50.960 --> 00:11:55.600]   To say you could use the ipad one or two for everything. I think this is now pretty close to a post pc
[00:11:55.600 --> 00:11:58.800]   We're only when you look at having a bluetooth keyboard for those people want to tell you
[00:11:58.800 --> 00:12:04.800]   But they're adding dictation and they're talking about that and that's obviously a direct assault on against the against the keyboard
[00:12:04.800 --> 00:12:06.560]   Well, you know, I
[00:12:06.560 --> 00:12:10.000]   I'm on the committee trying to decide what to buy for the high school
[00:12:10.000 --> 00:12:13.280]   You know, they all got mac books when they matriculated for four years
[00:12:13.280 --> 00:12:16.320]   It was a one-to-one laptop program many schools now do this
[00:12:16.320 --> 00:12:20.800]   And uh, they've mapped will discontinue to the white mac book and we were in a little bit of a crisis mode
[00:12:20.800 --> 00:12:22.800]   Like well, what do we replace it with an air?
[00:12:22.800 --> 00:12:28.080]   Is an ipad enough? I think now it's very clear the ipad is enough this new ipad is enough
[00:12:28.080 --> 00:12:31.440]   This is this is for these students. This is going to be their next one-to-one
[00:12:31.440 --> 00:12:38.240]   Program there there it is on the apple site apple store has reopened for those of you who want to order but good luck getting in
[00:12:38.240 --> 00:12:39.520]   I'm trying
[00:12:39.520 --> 00:12:42.960]   I will buy as many as I can up there it is and in fact the
[00:12:42.960 --> 00:12:47.200]   Uh, the availability you can pre-order now apparently
[00:12:47.200 --> 00:12:50.160]   If I look at this they say new ipad from
[00:12:50.160 --> 00:12:53.360]   399 so maybe that's what they're saying
[00:12:53.360 --> 00:12:57.280]   You know, that is more like the mac book. They're not going to call it the ipad too
[00:12:57.280 --> 00:12:59.760]   Right, it's just it's the ipad from
[00:12:59.760 --> 00:13:05.840]   399 just like the mac book pro you get a low end one or I and one that makes sense
[00:13:05.840 --> 00:13:08.880]   All right, I think we've parsed that enough. We're gonna come back with more
[00:13:08.880 --> 00:13:12.720]   I'm gonna be ordering an ipad while I do this commercial so I hope I don't sound too distracted
[00:13:12.720 --> 00:13:18.800]   This is partially show brought to you by by the way go to meeting works great on an ipad
[00:13:18.800 --> 00:13:23.520]   Go to meeting is the way to have meetings going forward. It's a simple online meeting service
[00:13:23.600 --> 00:13:27.760]   They've always had great screen sharing and now they have hd video conferencing
[00:13:27.760 --> 00:13:32.880]   Which means you can see the people you're meeting with you can see your clients your colleagues
[00:13:32.880 --> 00:13:39.520]   You can get more done faster. I just think this is a great way to you know business is about personal relationships
[00:13:39.520 --> 00:13:41.520]   But we're all distributed around the world these days
[00:13:41.520 --> 00:13:46.320]   What a great way to make it much more personal with the hd faces from citrix
[00:13:46.320 --> 00:13:48.960]   See attendees eye to eye
[00:13:48.960 --> 00:13:53.040]   You build trust build conference great for product reviews demos. We just use it the
[00:13:53.680 --> 00:13:59.680]   To look at the new website for the tech guy labs website a couple of days ago product reviews demo sales presentations training
[00:13:59.680 --> 00:14:02.160]   We use it for our weekly status meetings
[00:14:02.160 --> 00:14:08.240]   You can try it free right now 30 days of unlimited use as many meetings as you want as long as you want for 30 whole days
[00:14:08.240 --> 00:14:12.000]   Visit go to meeting.com use the offer code mac break
[00:14:12.000 --> 00:14:18.800]   Yes, it works on the ipad it works on the I think they've got iphone as well for this and of course of on your mac and your
[00:14:19.360 --> 00:14:24.960]   PC it's really exciting and I would love now that we've got this great hd camera and the capability on the ipad
[00:14:24.960 --> 00:14:27.040]   I bet you citrix updates that go to meeting that
[00:14:27.040 --> 00:14:31.360]   support giving because right now you have to have a mac or pc to
[00:14:31.360 --> 00:14:33.840]   Pretty have the video
[00:14:33.840 --> 00:14:40.080]   Wow, would that be cool? Yeah, go to meeting.com use the offer code mac break. We thank you for the support
[00:14:40.080 --> 00:14:45.840]   Do you like this can you get the shot of uh all the max here? We've got uh the original the classic
[00:14:46.400 --> 00:14:50.800]   Uh the se 30 and a 25 and of 25 anniversary
[00:14:50.800 --> 00:14:54.180]   I think the shell at least for my two e is is at home and my parents have a
[00:14:54.180 --> 00:14:59.120]   I just bring the shell. We don't need the these are all working. I think and there's also a newtner to study an ipad
[00:14:59.120 --> 00:15:05.920]   Original ipad stuck in so we've decided to miss to dress the set with all the uh, but I think this is hall obsolete
[00:15:05.920 --> 00:15:08.960]   And yes, those are obsolete
[00:15:08.960 --> 00:15:10.960]   I just just get here wondering
[00:15:10.960 --> 00:15:13.840]   I'm telling you everything up there. Can't they do
[00:15:14.000 --> 00:15:17.360]   Obviously all right pre-order the stunning retina display five megapixel
[00:15:17.360 --> 00:15:23.920]   Uh ultra fast for ge starting order and after delivery march 16th limited quantities. Okay. Let's see if we can get one
[00:15:23.920 --> 00:15:28.400]   Let's see if we can get one. Should we try this? I can't get in. I can't get any either. It's really slow
[00:15:28.400 --> 00:15:29.920]   I can't believe you did
[00:15:29.920 --> 00:15:37.120]   Well, i'm only here. I think the question is how many can apple actually sell they were we the rumors were strong that they were making these in
[00:15:37.120 --> 00:15:39.680]   November of last year and boy
[00:15:40.160 --> 00:15:45.440]   When you see how many countries they're going to sell to make this available in a dozen countries right now
[00:15:45.440 --> 00:15:47.520]   currently, yeah, so by by
[00:15:47.520 --> 00:15:54.480]   What predictions do we have by the 18th or 19th the monday after it goes out?
[00:15:54.480 --> 00:15:57.360]   How many have they sold in 24 hours? No, no, no
[00:15:57.360 --> 00:16:03.440]   Including pre-orders for a week by the 20th or or 9 15 million 15 million. I want to say 20
[00:16:03.440 --> 00:16:08.880]   They did eight the for uh, didn't they end up last time for ipad 2 for the first week. I think they did eight
[00:16:09.120 --> 00:16:11.440]   I may be wrong chatroom. Correct me. Let's find out
[00:16:11.440 --> 00:16:15.360]   There'll be two by the way, you're absolutely right ae io you says in our chat room
[00:16:15.360 --> 00:16:20.080]   They're gonna have two for every country two for england two for hong kong two for canada
[00:16:20.080 --> 00:16:26.000]   That's that's how we do it and then the rest go to by the night. Yeah by the 19th. Let's say i'm gonna say
[00:16:26.000 --> 00:16:30.160]   19 and a half million 19 and a half million. I say 15
[00:16:30.160 --> 00:16:32.880]   Andy do you want to weigh in on this a little wager?
[00:16:33.600 --> 00:16:38.480]   Oh, he said that it 15.5 million ipads the last quarter alone, right?
[00:16:38.480 --> 00:16:41.760]   This is a this is a brand new thing that people have been holding off for i'm gonna say
[00:16:41.760 --> 00:16:48.320]   More than nine less than ten. Okay, so and he's on the low end nine to ten. I'm 15 you're almost
[00:16:48.320 --> 00:16:49.440]   20
[00:16:49.440 --> 00:16:53.840]   But by the 20th you want to get in on this? Yeah, we're talking the first the first uh, so after
[00:16:53.840 --> 00:16:59.280]   the pre-order after the pre-order and after the first weekend weekend of say okay the monday following the weekend, right?
[00:16:59.280 --> 00:17:01.440]   What's our high?
[00:17:01.440 --> 00:17:03.440]   19 and a half 19 and a half
[00:17:04.240 --> 00:17:05.440]   19.6
[00:17:05.440 --> 00:17:10.960]   Well, exactly i i think 20 is high but i'll say 20. Why not?
[00:17:10.960 --> 00:17:14.400]   Given that they sold remember 15 million in three months
[00:17:14.400 --> 00:17:17.280]   In uh in the last quarter
[00:17:17.280 --> 00:17:23.360]   Took a five million a month. Yeah, even knowing that obviously there'd be a refresh on the question is whether they actually had made that many
[00:17:23.360 --> 00:17:26.160]   You know by now. Yeah
[00:17:26.160 --> 00:17:28.880]   Well, what is the profit margin on these do we know?
[00:17:28.880 --> 00:17:31.440]   A lot. Is it a lot?
[00:17:31.440 --> 00:17:35.680]   Yeah, I think it's um they could sell it for less. I think it's a hundred and twenty dollars in the last stat
[00:17:35.680 --> 00:17:40.720]   I saw so when you see a little less of this one if they that would say something about why they're selling the original or the ipad
[00:17:40.720 --> 00:17:43.520]   Two for three ninety nine that would be still a fifty dollar
[00:17:43.520 --> 00:17:46.720]   or
[00:17:46.720 --> 00:17:53.680]   This morning about whether apple would this would consider dropping the having one ipad but dropping the price on it and taking a slightly lower margin on it
[00:17:53.680 --> 00:17:57.280]   Uh, I really did think that it was gonna be no they'd much rather
[00:17:57.760 --> 00:18:03.520]   Fill it. I think philosophically they'd much rather protect their their high margins and then introduce a drop of price on a previous product
[00:18:03.520 --> 00:18:05.680]   That doesn't seem to quite so much of a value add
[00:18:05.680 --> 00:18:10.960]   Any where's there anything that you were hoping to see in this announcement that you did not see
[00:18:10.960 --> 00:18:14.000]   Not uh, there was
[00:18:14.000 --> 00:18:19.200]   This is this seems to be the year that everyone's complaining that people pretty much knew what was gonna be announced beforehand
[00:18:19.200 --> 00:18:25.760]   Uh glossing over the fact that yeah, but what's been announced is really really cool. I mean you you get you get a double rus solution display
[00:18:25.760 --> 00:18:31.600]   That's bigger. That's better than the display. I've got you know my my Mac book here or in terms of actual screen acreage
[00:18:31.600 --> 00:18:37.760]   They they were a little bit fluffy on the details of the cpu and how fast it worked overall
[00:18:37.760 --> 00:18:42.160]   That's gonna be interesting to test out. It's gonna be interesting to get some real world tests on the battery
[00:18:42.160 --> 00:18:47.680]   I don't think anybody was doubting that they would make sure that whatever they did with the screen whatever they did with the radio
[00:18:47.680 --> 00:18:52.000]   It wouldn't affect battery life and they they're sticking to 10 hours of overall battery life
[00:18:52.000 --> 00:18:54.480]   Nine hours for using mobile broadband
[00:18:54.480 --> 00:19:01.040]   Uh, so no, there's nothing to be disappointed with the iPhoto was a nice surprise the updates to iMovie also a very nice surprise
[00:19:01.040 --> 00:19:03.840]   Uh, so I can't I've I've been
[00:19:03.840 --> 00:19:09.600]   Alternately over the past hour and I have asking iTunes why are you lying to me and saying that there's no ios
[00:19:09.600 --> 00:19:15.440]   You like me and saying there's no iPhone app. I've been just told by the big man that that they're there
[00:19:15.440 --> 00:19:20.240]   Uh, because yeah, I think iPhoto is gonna be an interesting interesting
[00:19:20.240 --> 00:19:25.520]   It is string arrival given that there's so many really good photo editing apps are already in the app store
[00:19:25.520 --> 00:19:27.360]   So this is apple
[00:19:27.360 --> 00:19:34.800]   I I really does seem as though they're saying that this none of the other apps there can hold a candle to what a truly native born ipad app
[00:19:34.800 --> 00:19:40.240]   That's designed to do everything that anybody could ever want to do and not ever thinking that you're gonna be exporting photos to
[00:19:40.240 --> 00:19:46.160]   Photoshop elements or even desktop iPhoto. That's a really cool statement. They're making it
[00:19:46.160 --> 00:19:52.720]   I can't wait to see what the next it makes you wonder what the next iteration of the iWork apps are gonna be because we haven't had a really major update
[00:19:52.720 --> 00:19:54.960]   Of those in quite a while
[00:19:54.960 --> 00:19:59.440]   Any either of you are surprised by anything that you know, I thought we'd hear about syri
[00:19:59.440 --> 00:20:04.640]   Yeah, they didn't they it was a little confusing at first. They started talking about voice dictation
[00:20:04.640 --> 00:20:08.000]   Which is still using syri. It's like a syri light so you're not
[00:20:08.000 --> 00:20:10.640]   It's not nuance
[00:20:10.640 --> 00:20:14.880]   I believe you're still outside. It's still server side server side. So still gonna put some pressure on it, but not as much
[00:20:14.960 --> 00:20:19.120]   I think that the problem right now is I know that I still have problems where I'm because I use syri pretty
[00:20:19.120 --> 00:20:23.600]   I find it frustrating because I'll dictate a few sentences and then it just comes back with nothing
[00:20:23.600 --> 00:20:28.080]   Right and that happens way too much for me and in fact, I've stopped using it because it's just not reliable enough
[00:20:28.080 --> 00:20:34.160]   I'm sure that's why apple didn't put syri on this new ipad because there's just no way they could
[00:20:34.160 --> 00:20:39.840]   Uh supported but I'd like this talking is the new typing and I think you hit the nail in the head Alex when you said
[00:20:39.840 --> 00:20:44.560]   This is how they get around the keyboard. This is how they get around the keyboard and when you when you're talking about schools
[00:20:44.560 --> 00:20:46.560]   I really think
[00:20:46.560 --> 00:20:49.600]   When I look at my kids who are my younger kids who are two and four
[00:20:49.600 --> 00:20:52.720]   Uh, I don't think they're gonna know how to type
[00:20:52.720 --> 00:20:58.480]   Yeah, like I don't think I think by the by the time that they turn 10 when that becomes something that people start talking about
[00:20:58.480 --> 00:21:03.760]   And I don't think they'll write very well. I think I think that you know, I can't what old people do
[00:21:03.760 --> 00:21:08.240]   I tried to write I tried to do cursive like a week ago. I couldn't do it. It hurt my hand
[00:21:08.240 --> 00:21:14.160]   It hurts it hurts. The muscles are gone, you know to do that for a long time in the in the evolution of personal
[00:21:14.160 --> 00:21:15.600]   Computing
[00:21:15.600 --> 00:21:19.120]   Hardware was desperately trying to keep up with these graphical user interfaces
[00:21:19.120 --> 00:21:24.080]   You know when from a text interface to a graphical user interface finally hardware did catch up
[00:21:24.080 --> 00:21:30.560]   We our processors are so fast that no GUI is bogged down at all and I was I I've been thinking a lot about well
[00:21:30.560 --> 00:21:32.560]   What's the next thing you do?
[00:21:32.560 --> 00:21:38.560]   Because and ultimately you do want to drive hardware by by making software demand more of it
[00:21:38.560 --> 00:21:43.280]   What's the next user interface? Are we just going to have keyboards mice and windows forever?
[00:21:43.360 --> 00:21:48.800]   And I think apple has answered that I think the mouse is gone. You've got touch clearly superior
[00:21:48.800 --> 00:21:52.240]   I think the keyboard might be going away. You've got voice
[00:21:52.240 --> 00:21:55.280]   Maybe not clearly superior yet, but as it gets better
[00:21:55.280 --> 00:21:58.240]   It could be clearly superior
[00:21:58.240 --> 00:22:00.880]   And windows this is what a big surprise to me
[00:22:00.880 --> 00:22:07.120]   Windowing and in some ways multitasking is gone because it turns out and I find this myself with lion
[00:22:07.120 --> 00:22:11.200]   On a desktop that it's easier to do apps full screen
[00:22:11.520 --> 00:22:14.720]   It's nice to context switch and I think that's something that maybe the
[00:22:14.720 --> 00:22:20.480]   iPad OS and six can can respond to the idea of sliding from a full screen to a full screen
[00:22:20.480 --> 00:22:22.560]   That's the thing by the way
[00:22:22.560 --> 00:22:28.720]   Going to a school that I have I do say you know a lot of times a student will have a website open and a word processor open
[00:22:28.720 --> 00:22:32.080]   Then they want to do that side by side you cannot and that's a limitation
[00:22:32.080 --> 00:22:36.000]   I think of the iPad right now you cannot do that but once you can swipe context switch
[00:22:36.000 --> 00:22:39.360]   I think that goes away. This it's clear
[00:22:40.080 --> 00:22:44.320]   This is the next generation of computing I think and the more I think about it the more I think
[00:22:44.320 --> 00:22:49.520]   Anyone who's used Siri regularly in Alex. I know that you probably use it more than I do, but it doesn't always work
[00:22:49.520 --> 00:22:50.880]   She
[00:22:50.880 --> 00:22:54.560]   It's it's great for certain things, but it's not perfect and that's why it's still in beta
[00:22:54.560 --> 00:22:57.520]   They don't want to have a feature that's still in beta
[00:22:57.520 --> 00:23:01.360]   When 15 million people buy these iPads and then say this is terrible. I hate it
[00:23:01.360 --> 00:23:05.760]   Because they'll all hit it at the same time and they want to play with it and it's gonna be bad enough when they start doing dictation
