
[00:00:00.000 --> 00:00:08.000]   Bandwidth for Mac Break Weekly is provided by cashfly@cacagfly.com
[00:02:15.000 --> 00:02:24.000]   Also from iLifeZone as well as Macworld is we have Chris Breen. Hey Chris.
[00:02:24.000 --> 00:02:27.000]   Hey, where are we talking to you from Chris?
[00:02:27.000 --> 00:02:30.000]   I'm just south of Santa Cruz, California.
[00:02:30.000 --> 00:02:32.000]   Are you near Capitola?
[00:02:32.000 --> 00:02:34.000]   I am. It's really nice down here.
[00:02:34.000 --> 00:02:36.000]   Are you in Capitola?
[00:02:36.000 --> 00:02:38.000]   No, just a little farther south than Aptos.
[00:02:38.000 --> 00:02:42.000]   Oh, an Aptos. I know that I've actually been on the Aptos beach.
[00:02:42.000 --> 00:02:45.000]   Yeah, it's a very nice beach. We try not to tell people about it.
[00:02:45.000 --> 00:02:52.000]   So no, there's no beach here, no water. Just a lot of sludge and garbage stuff so stay away.
[00:02:52.000 --> 00:02:56.000]   Yeah, as soon as they see it they won't believe you anymore. But that's okay.
[00:02:56.000 --> 00:03:00.000]   Are they doing the big sand castle thing in Capitola on Labor Day?
[00:03:00.000 --> 00:03:04.000]   Yeah, it's a constant thing. We have the Bagoña Festival down here.
[00:03:04.000 --> 00:03:06.000]   It's just nothing but fun.
[00:03:06.000 --> 00:03:08.000]   Yeah, it really is. Summer kicks in.
[00:03:08.000 --> 00:03:16.000]   That whole area is just awesome. Anyway, so, and we also have Daniel, is that right?
[00:03:16.000 --> 00:03:18.000]   Daniel, Aaron.
[00:03:18.000 --> 00:03:19.000]   Aaron. Yes.
[00:03:19.000 --> 00:03:25.000]   Hey, Daniel. And Daniel is from RoughlyDrafted.com. Is that correct?
[00:03:25.000 --> 00:03:26.000]   Yep.
[00:03:26.000 --> 00:03:32.000]   And we asked Daniel to come on. Leo and I both, Leo actually ran across
[00:03:32.000 --> 00:03:38.000]   Daniel's website and just, there's just a lot of really, really great information there.
[00:03:38.000 --> 00:03:43.000]   So we thought we'd bring him on to add to the expertise.
[00:03:43.000 --> 00:03:46.000]   So thanks for joining us, Dan. Daniel. Thanks for your time.
[00:03:46.000 --> 00:03:54.000]   And we've got, at first, after WWDC, I started wondering whether we were going to have enough content.
[00:03:54.000 --> 00:03:59.000]   And, you know, because that's usually the big news thing, but a lot of stuff is built up.
[00:03:59.000 --> 00:04:04.000]   So we've got quite a few things to cover. The first one, and I don't really know, you know, what's going to happen here
[00:04:04.000 --> 00:04:11.000]   or whether it's really that important. But I find this whole thing about Apple facing Nasdaq delisting.
[00:04:11.000 --> 00:04:18.000]   At least interesting. So, I guess the upshot here is that Apple is late in sending in the reports.
[00:04:18.000 --> 00:04:26.000]   So they have to send in their financial reports. They're late primarily because of the, I believe the option issue is kind of what most people are pointing to.
[00:04:26.000 --> 00:04:31.000]   And Nasdaq is now told Apple that they're going to, that they face delisting because they are tardy.
[00:04:31.000 --> 00:04:40.000]   And so now Apple's dealing with this. It just seems interesting to have this huge company, our huge company,
[00:04:40.000 --> 00:04:44.000]   being, you know, facing delisting in Nasdaq. So what's going on?
[00:04:44.000 --> 00:04:50.000]   I'm going to throw this one to Scott Brook in New York first to kind of give us an upshot of what's actually happening here.
[00:04:50.000 --> 00:05:04.000]   Yeah, I think it's just important to put in context. I mean, this is actually, there's a, I think there's kind of trend right now where people are taking a close look at the option grants and what impact it's had in terms of reporting of income for a lot of companies.
[00:05:04.000 --> 00:05:08.000]   I mean, there's been over 100 companies that are kind of falling into this fold right now.
[00:05:08.000 --> 00:05:13.000]   And the real issue is it's an old, at this point now it's an old accounting issue.
[00:05:13.000 --> 00:05:22.000]   It used to be that you did not have to claim granted options as an expense against your income if a couple of things happen.
[00:05:22.000 --> 00:05:31.000]   One, you looked at the option on the grant date and it had a value that, or grant price that was at least equal to fair market value.
[00:05:31.000 --> 00:05:40.000]   And it could not be lower. And the theory was that if it was the fair market value, the day that you got it, you as the person gained the grant would work harder to see the stock price go up.
[00:05:40.000 --> 00:05:43.000]   And therefore, you and the shareholders would all benefit.
[00:05:43.000 --> 00:05:50.000]   What's happening is, and that rule has changed, that now it's like all grants options need to be expensed.
[00:05:50.000 --> 00:06:09.000]   But under this old rule, what happened is that basically you had a group of people that there's one company in particular, Converse, who really was egregious, that what they were doing is that the date of grants to certain shareholders were insiders, they were back-dating them to a point in time where the value of the shares was lower
[00:06:09.000 --> 00:06:17.000]   than the current fair market value. So what that basically did is it put the options in this term called "in the money", which basically give you an example.
[00:06:17.000 --> 00:06:30.000]   Say the current fair market value is $100, and I get a grant that's not worth $100, it's worth $10. Right off the bat, I have $90 worth of income because I can buy this lower price of $10.
[00:06:30.000 --> 00:06:44.000]   So what's happening with Apple right now is they're falling into this fold of investigation. And to put it to be fair, Apple basically uncovered this or at least signaled that they had an internal investigation that found some irregularities in grants.
[00:06:44.000 --> 00:06:52.000]   There's not a ton of detail about who got these options under what kind of egregious circumstances. So right now there's a lot of unknowns.
[00:06:52.000 --> 00:07:07.000]   But I think the long and short of is that they're not alone and having their books looked at. They're probably just being very cautious in taking a hard look at who got the options, what kind of irregularities they were, and then they're going to take a step back and they're going to restate their income.
[00:07:07.000 --> 00:07:15.000]   And that has an impact not only for the previously filed returns or statements, but also there's tax implications.
[00:07:15.000 --> 00:07:31.000]   I mean, they owe probably money on profits that weren't properly reported. So it's a very long way of saying that I think this is an internal matter. It's probably going to blow over. They're taking on themselves to handle the cells, handle it themselves and kind of see the upshot.
[00:07:31.000 --> 00:07:38.000]   But I think this should be being delisted is not going to be one that will persist more than to the point they actually say, "Hey, look, this is what actually happened."
[00:07:38.000 --> 00:07:43.000]   So in NASDAQ's just trying to kind of keep their code of ethics up, I imagine.
[00:07:43.000 --> 00:07:56.000]   Yeah, I mean, this is really, it's very standard. If you don't file your quarterly report, you go on a list. And if you're on this list, you have a very short period of time to explain why you haven't filed in.
[00:07:56.000 --> 00:08:04.000]   You know, it's just, it's a formal procedure. And I think that all that's happening here is that Apple's saying, "Hey, look, we're going to look at this up, you know, ourselves internally.
[00:08:04.000 --> 00:08:11.000]   We're going to restate earnings as soon as we know what's going on." And they're just asking NASDAQ to hold up on the delisting while they kind of clean their own house.
[00:08:11.000 --> 00:08:17.000]   And do we, I guess one of the questions is, as users, do we really, how much do we care about the back?
[00:08:17.000 --> 00:08:28.000]   How does it affect us if they're backed, if a handful of people are back dating their stuff, Scott born in Seattle? How much does this really affect us as users if they're back dating it?
[00:08:28.000 --> 00:08:30.000]   If a handful of people are back dating.
[00:08:30.000 --> 00:08:35.000]   As users, I don't think it really matters at all. I've been through some of this same scrutiny.
[00:08:35.000 --> 00:08:40.000]   My company NetRadio went public back in the mid 90s prior to the dot-bomb.
[00:08:40.000 --> 00:08:52.000]   And we had stock options as a regular form of compensation for our employees and did receive very laborious instruction from our attorneys on how and when we could date them and value them, etc.
[00:08:52.000 --> 00:09:00.000]   I just think it's frankly one of those things that people like to throw stones at anybody that's on top of the mountain because it's usually the other way around.
[00:09:00.000 --> 00:09:05.000]   You know, NASDAQ isn't going to actually delist Apple. Come on. It's just going to go away.
[00:09:05.000 --> 00:09:10.000]   Right. So, so we shouldn't have to worry about it. We're going to still be able to have fun with that.
[00:09:10.000 --> 00:09:21.000]   I think the interesting thing is like really it's actually a good thing that, you know, it's not the users of the merchandise, like the iPods and the purchasers of the MacBook Pros and the Mac Pros.
[00:09:21.000 --> 00:09:28.000]   It's really it's it's it's for the shareholders. It's just knowing that you have responsible governance in a company.
[00:09:28.000 --> 00:09:39.000]   And, you know, I mean in Apple's defense, I mean, they're, you know, they're basically they're signaling that internal investigation turned up what they deemed to be regularities and they're just they're addressing it.
[00:09:39.000 --> 00:09:47.000]   And rather than file a quarterly statement, they may be inaccurate. They just want to take the time to figure out what's going on and then to clean up.
[00:09:47.000 --> 00:09:54.000]   So I think it's more it's more of a it's more of a shareholder. A shareholder issue than is like a normal customer issue.
[00:09:54.000 --> 00:10:01.000]   Got it. Now on a on a rosier note from all of this, there is a there's a great article here comparing the prices.
[00:10:01.000 --> 00:10:12.000]   This is you know, this is we're out of the stock stocks. We don't have to compare stocks anymore. We only have to compare the actual comparison of power versus price on the MacBook Pros versus PCs.
[00:10:12.000 --> 00:10:20.000]   This is in Mac world Mac world.com. We'll put a link in the enhanced version and I guess they're all enhanced versions for Mac break weekly.
[00:10:20.000 --> 00:10:27.000]   And they you know, the it says that the new desktop machines leave no doubt about Mac's price.
[00:10:27.000 --> 00:10:32.000]   Competitiveness, which has always been something that has been a little bit of an issue for Apple.
[00:10:32.000 --> 00:10:37.000]   I mean, everyone says, Oh, yeah, yeah, the computers are better, but they're more expensive.
[00:10:37.000 --> 00:10:44.000]   Is this is this really true? Is it is it really better? Are Mac pros really cheaper than PCs now? Chris?
[00:10:44.000 --> 00:10:54.000]   Yeah, I think they are. If you look at the articles written by Dan Frakes at Mac world and they go head to head with a Dell kind of workstation PC.
[00:10:54.000 --> 00:11:04.000]   And the conclusion was that the Dell was about $1000 more and they had to throw an Apple monitor in there to kind of even it up as well.
[00:11:04.000 --> 00:11:15.000]   The comments we received are that the graphics card could have been a little closer and that would have knocked $300 off the price of the Dell, which would bring it down to $700 more.
[00:11:15.000 --> 00:11:22.000]   But still there's always been this talk out there. The PCs are so much cheaper and the Macs are horribly overpriced.
[00:11:22.000 --> 00:11:26.000]   And if you look at laptops over the last few years, that hasn't been the case.
[00:11:26.000 --> 00:11:34.000]   If you configure a PC laptop to be comparable to a Mac laptop, generally they're the same price or a little bit more expensive.
[00:11:34.000 --> 00:11:39.000]   So the Mac Pro comes out and the difference seems to be even more dramatic.
[00:11:39.000 --> 00:11:50.000]   What people are arguing about at this point, because that's what we do, is there a way to present a Mac Pro that is less expensive?
[00:11:50.000 --> 00:12:02.000]   So you're hitting that $1700 to $1800 price point instead of the default configuration of $2500 or having to go with a dual 2GHz processors for $2100.
[00:12:02.000 --> 00:12:12.000]   And I think that's legitimate. I think there does need to be some kind of bridge there between the iMac, which at the top end is $1700 and then the Mac Pro at $25.
[00:12:12.000 --> 00:12:31.000]   And one of the things though is I find that oftentimes if you start to customize your machine, if you start putting this stuff together, if you start really cutting down and saying I don't want all that stuff, I don't want all the stuff that comes with the Mac and you start, like I don't really care about how much RAM or I don't care about certain features,
[00:12:31.000 --> 00:12:47.000]   then you start wondering the PCs that have less of that tend to be a lot less expensive than the Mac. In that area, a lot of times it almost seems like when we look at a base configuration of a Mac, it's almost always less expensive if you compare it to a Dell.
[00:12:47.000 --> 00:12:57.000]   But if you actually start, for instance, you start adding more RAM or if you start configuring it the way, for instance if I go upwards, if I customize it upwards, it tends to be a lot more expensive than I bought it from Dell.
[00:12:57.000 --> 00:13:05.000]   I mean, is there people considering that at all? Yeah, I think people are considering that because Apple is really sort of presenting you with this one stop solution.
[00:13:05.000 --> 00:13:11.000]   You're going to get a gigabyte of RAM, you're going to get these processors, it'll be $2,500, you've got to love it and that's it.
[00:13:11.000 --> 00:13:20.000]   You could easily take a Dell machine that's a little less powerful in terms of processing power and strip it down and you could bring the price weight down.
[00:13:20.000 --> 00:13:33.000]   And also you could have a very, very powerful computer that doesn't have all this stuff. That's cheap. It's just, you know, it may not be as powerful as the Mac Pro, but maybe you don't need a computer that's as powerful as the Mac Pro.
[00:13:33.000 --> 00:13:46.000]   So, I think also some of the upgrade options tend to be on a Mac. For instance, I don't almost ever buy anything extra. I buy like the minimum amount of RAM I can buy. I tend not to buy any extra hard drives.
[00:13:46.000 --> 00:13:55.000]   When I customize the Mac, I don't customize all that stuff at the Apple Store because I generally know I'm going to pay a lot more for those parts than if I bought them.
[00:13:55.000 --> 00:14:17.000]   There's not a lot you can do on the Macs now. I mean, right now, RAM is pretty limited. So you can get it through Apple. Crucial, apparently, their RAM isn't quite there yet. There are a couple of other vendors that are starting to come out with it, but it's a specialized kind of RAM that has heat sinks on the RAM chip because they want to take care of that as part of a cooling issue.
[00:14:17.000 --> 00:14:33.000]   So, if you want an out fully outfitted Mac Pro now, then you do get your RAM through Apple, which is something I never do. You always get kind of the base configuration and add it through third party. Yes, you can add some hard drives as well, but they're not giving you massive amounts of hard drives to this thing.
[00:14:33.000 --> 00:14:44.000]   What they have made optional is Bluetooth and airport. So wireless, you can add that for another, I think, 80 bucks for the combo, but it takes another couple of weeks to get it.
[00:14:44.000 --> 00:14:50.000]   So, what's their offering? That was the big delay on the shipping one. It's like four or five weeks if you add airport.
[00:14:50.000 --> 00:15:07.000]   Because you can't just put an airport express card in there or a Bluetooth module. It's a very specialized board this time. And if you go to Apple's developer site, you find out there's a little tech note that suggests, and maybe even demands, that an Apple authorized dealer put this thing in.
[00:15:07.000 --> 00:15:20.000]   So then, if you're looking at the price of the part plus labor for somebody to do it, you kind of scratch your head and wonder why they didn't just include it in the first place unless they were just trying to hit that price point or they didn't have the parts and they just needed to get this thing out.
[00:15:20.000 --> 00:15:21.000]   Right.
[00:15:21.000 --> 00:15:31.000]   Somebody mentioned already the idea that Apple sells solutions and that individual products that could be infinitely customized like a lot of the other defenders that Dell.
[00:15:31.000 --> 00:15:39.000]   One of the things to remember is that Apple's selling a premium machine and they don't really have any loss leader market at all, whereas Dell and HP want to sell.
[00:15:39.000 --> 00:15:54.000]   I mean, obviously they want to be in that same area where they can sell more expensive machines at higher profit, but they, they, Dell has particularly been trying to keep the average price of their PCs from slipping and PC prices are slipping fast.
[00:15:54.000 --> 00:15:55.000]   Right.
[00:15:55.000 --> 00:16:10.000]   So, the most priced price for last year was something like $750. HP is below that and Dell is slightly above and Dell is considered one of the highest priced mark. I mean, they're, they're leading the more premium PCs, which is something you buy in the top USA.
[00:16:10.000 --> 00:16:11.000]   Right.
[00:16:11.000 --> 00:16:23.000]   So, in the macro article, looking at some of the features, Apple does you have an option for audio that's less than optical inputs.
[00:16:23.000 --> 00:16:24.000]   Right.
[00:16:24.000 --> 00:16:27.000]   The Dell are comparing to is just regular headphone jacks.
[00:16:27.000 --> 00:16:30.000]   And so Apple's something a very premium machine.
[00:16:30.000 --> 00:16:40.000]   And when you compare it, when Apple brought out this model, they targeted very competitively right into the middle of a, of Dell's cash cow.
[00:16:40.000 --> 00:16:41.000]   Right.
[00:16:41.000 --> 00:16:49.000]   So Dell was not, I mean, this is, you know, somewhat of an unfair comparison because Apple could target something they're making a lot of profit on and say, here's a very competitive model.
[00:16:49.000 --> 00:16:51.000]   So, there's just not designed to be competitive at all.
[00:16:51.000 --> 00:16:57.000]   It's designed to pick up the easy money at the table for people who are buying a $4,000 PC, which is a very limited market.
[00:16:57.000 --> 00:17:02.000]   So, I would imagine Dell have to roll with their prices to match Apple.
[00:17:02.000 --> 00:17:06.000]   And that's going to be more difficult for, for Delta sustained because that's where all their money is coming from.
[00:17:06.000 --> 00:17:08.000]   It's not coming from the last leaders or so.
[00:17:08.000 --> 00:17:09.000]   It's $300 PC's.
[00:17:09.000 --> 00:17:10.000]   Right.
[00:17:10.000 --> 00:17:11.000]   So, so the areas of Apple.
[00:17:11.000 --> 00:17:12.000]   Go ahead.
[00:17:12.000 --> 00:17:18.000]   You know, I was going to say, you know, it's kind of interesting is that you're talking, it's almost seems like there's still like this missing price point or this missing product.
[00:17:18.000 --> 00:17:22.000]   I kind of wonder, you know, I just went through the exercise of trying to configure the Mac Pro.
[00:17:22.000 --> 00:17:25.000]   I was like, I was really, I was, I had a verge of buying one.
[00:17:25.000 --> 00:17:30.000]   But when I started adding the things that I really wanted, I mean, the price just escalated so quickly.
[00:17:30.000 --> 00:17:36.000]   And don't I mean, that maybe the thing to do is to wait to see what happens with the introduction of the next Macbook Pro.
[00:17:36.000 --> 00:17:53.000]   It seems like you could probably get a really great configuration for a system that's kind of just in that in between space between the Mac Pro, you know, the very highest end and maybe the Macbook Pro currently for a, you know, the Mac Mini or the, the iMac.
[00:17:53.000 --> 00:17:54.000]   Right.
[00:17:54.000 --> 00:17:59.000]   I mean, it seems that, you know, just, I think they're, and I think the expectations are going to see something in the next what, like month or so.
[00:17:59.000 --> 00:18:12.000]   The issue that I have with the Macbook Pro is just that, you know, I really feel like for production, I think for the average person using a Mac, I think that production is, you know, not as important with some of the higher end uses.
[00:18:12.000 --> 00:18:20.000]   But when you're dealing with, when you really want to do work on it, I really feel like the Mac Pro is, I think I said this in the last show, have really pulled away.
[00:18:20.000 --> 00:18:22.000]   I mean, they're really workstations.
[00:18:22.000 --> 00:18:31.000]   And if you really want to do that kind of work, I almost feel like you really need to get a Mac Pro to get the kind of graphics performance and RAM and so on and so forth.
[00:18:31.000 --> 00:18:38.000]   So that's the, that's the hard part I have about going between the two is just being able to do to do that.
[00:18:38.000 --> 00:18:40.000]   From my vantage point anyway.
[00:18:40.000 --> 00:18:48.000]   So anyway, if you want to get your Macbook Pro, the, you know, the apple is coming to Atlantic City.
[00:18:48.000 --> 00:18:57.000]   Now, I don't think you can gamble in the Apple Store in Atlantic City, though I think that would be kind of fun, you know, to have like, wouldn't it be cool to have little iMacs with little jukeboxes?
[00:18:57.000 --> 00:19:03.000]   I think that would be, I think that would really add a lot to the, to the experience for me anyway.
[00:19:03.000 --> 00:19:09.000]   The Apple Store is opening tomorrow or will have opened by the time you heard this in the at the pier.
[00:19:09.000 --> 00:19:18.000]   And this is the, of course, there'll be 2000 people probably lined around six blocks to get a chance to walk into an Apple Store.
[00:19:18.000 --> 00:19:22.000]   So what is the deal? Why are people so excited about Apple stores?
[00:19:22.000 --> 00:19:26.000]   Because a lot of this, you know, Gateway tried this and didn't work for them at all.
[00:19:26.000 --> 00:19:32.000]   But Apple keeps on opening these stores and it's like a, it's like a, it's like a, it's like a, like a concert.
[00:19:32.000 --> 00:19:36.000]   You know, when they open these, so what makes them so, so interesting to everyone.
[00:19:36.000 --> 00:19:41.000]   Well, when Gateway, when Gateway tried it, everybody got a virus walking in the door.
[00:19:41.000 --> 00:19:44.000]   Well, also you couldn't walk out with a product.
[00:19:44.000 --> 00:19:45.000]   Right.
[00:19:45.000 --> 00:19:50.000]   And so, and that's, I think Dell's thinking about the same model, which is like, it's a showroom.
[00:19:50.000 --> 00:19:54.000]   But when I walk into a store, I want to leave with something other than a brochure.
[00:19:54.000 --> 00:20:00.000]   So, and Apple stores are hip too. It's not hip to go to a Gateway store or a Dell store.
[00:20:00.000 --> 00:20:05.000]   Yeah, there's, you really, you, you walk in and it feels cool when you get there, you know, and I think that that's something that's
[00:20:05.000 --> 00:20:10.000]   And I have to admit, I go in, I mean, we, we tend to speak a lot at the Apple store.
[00:20:10.000 --> 00:20:15.000]   So that, I mean, I go in a lot, but a lot of the classes, you know, a lot of the classes are actually useful.
[00:20:15.000 --> 00:20:24.000]   I get in oftentimes early to do my talk and I end up sitting in classes that are actually good, you know, in the Apple theaters in some of the larger ones anyway.
[00:20:24.000 --> 00:20:29.000]   And I think that's a big distinction for a lot of that.
[00:20:29.000 --> 00:20:42.000]   I think that along the same lines that you mentioned, the training that Apple's doing, it helps people who are used to buying computers as kind of a commodity device.
[00:20:42.000 --> 00:20:49.000]   They're realizing that there's a lot of work that goes into it and there's a lot of experience expenses that you're going to incur if you're not an expert.
[00:20:49.000 --> 00:20:58.000]   And so by buying it from somebody in an environment where you feel like you can bring it in and talk to somebody knows what they're talking about and get free training
[00:20:58.000 --> 00:21:08.000]   and kind of overview of applications, instead of buying it, you know, Sears, wherever it was trying to sell it on a dusty shelf where people didn't know anything about the product.
[00:21:08.000 --> 00:21:09.000]   It's a totally different experience.
[00:21:09.000 --> 00:21:15.000]   So Apple can very customize the experience for customers and make them feel comfortable with what they're buying.
[00:21:15.000 --> 00:21:17.000]   And they can see the extra value in that.
[00:21:17.000 --> 00:21:19.000]   I also think that the genius bar makes a big difference.
[00:21:19.000 --> 00:21:20.000]   I know a lot of the reason.
[00:21:20.000 --> 00:21:23.000]   I mean, I couldn't figure out why people wouldn't line up at 10 a.m.
[00:21:23.000 --> 00:21:28.000]   every morning with the Apple store in San Francisco is about a hundred feet from our office.
[00:21:28.000 --> 00:21:35.000]   And when I walk by it, if I'm walking by at 10 a.m. there's like 30 or 40 people waiting outside every morning.
[00:21:35.000 --> 00:21:41.000]   And I couldn't figure out what it was until I realized they were all, almost all of them were going to the genius bar to have something looked at, you know.
[00:21:41.000 --> 00:21:52.000]   And I just find that that expertise and the guys, when I've taken a lot of stuff in there, the guys really actually know what they're talking about.
[00:21:52.000 --> 00:22:01.000]   I mean, it's not like when you go to some larger stores, which will remain unnamed, where you walk in and you know, no one has any idea what they're talking about.
[00:22:01.000 --> 00:22:09.000]   You know, you feel like they got the job and they're kind of learning along their way, but it seems like Apple really trains their employees to be able to sound good while they're doing it.
[00:22:09.000 --> 00:22:13.000]   Or even pick people who, you know, obviously are deep Mac users.
[00:22:13.000 --> 00:22:14.000]   Yeah, well, they do.
[00:22:14.000 --> 00:22:16.000]   There's a kind of an audition process.
[00:22:16.000 --> 00:22:20.000]   And then they do put you through some fairly rigorous training so you know what you're doing.
[00:22:20.000 --> 00:22:25.000]   And also they have, you know, the red phones, you can call the mothership if you've got a really tough issue.
[00:22:25.000 --> 00:22:29.000]   They have a lot of online documentation they can go through.
[00:22:29.000 --> 00:22:32.000]   They've got procedures that they're accustomed to running through.
[00:22:32.000 --> 00:22:34.000]   So for example, you bring a dead iPod in.
[00:22:34.000 --> 00:22:40.000]   They're going to do the same test no matter which gene you need to go to because they know the procedure to deal with it.
[00:22:40.000 --> 00:22:43.000]   They know exactly what's supposed to happen after that, how they exchange it.
[00:22:43.000 --> 00:22:49.000]   So you do tend to get kind of a consistent experience and a consistent level of expertise.
[00:22:49.000 --> 00:22:54.000]   I think some of the showcase stores like San Francisco or Chicago or New York,
[00:22:54.000 --> 00:22:59.000]   you get really, really good people there because they want to make sure that the very best are at these stores.
[00:22:59.000 --> 00:23:04.000]   But just about any Apple store you walk into where they have a genius bar, you're going to get good help.
[00:23:04.000 --> 00:23:09.000]   I want to chip in on the word experience that Chris just said Alex.
[00:23:09.000 --> 00:23:12.000]   I think that's really the secret here to the success.
[00:23:12.000 --> 00:23:14.000]   Apple gives you an experience.
[00:23:14.000 --> 00:23:15.000]   It's like going to Disneyland.
[00:23:15.000 --> 00:23:16.000]   You don't go for the ride.
[00:23:16.000 --> 00:23:17.000]   You go for the experience.
[00:23:17.000 --> 00:23:25.000]   And Apple is one of those brands like Harley Davidson that has found out how to tap into this experience mentality.
[00:23:25.000 --> 00:23:28.000]   And that's why people line up to get into their stores.
[00:23:28.000 --> 00:23:35.000]   Yeah, and I think that one of the things that's interesting is that I really think that I don't, at first I thought it was nuts that Apple would.
[00:23:35.000 --> 00:23:43.000]   You know, there's no way to, there's no way to get any kind of real deals on a Mac.
[00:23:43.000 --> 00:23:46.000]   You know, it doesn't get any cheaper to go anywhere else.
[00:23:46.000 --> 00:23:54.000]   And inside of that, a lot of times what you end up with is this, you really end up with a situation where if it's not going to be any cheaper,
[00:23:54.000 --> 00:23:57.000]   I might as well just go into the store and buy the stuff that I need.
[00:23:57.000 --> 00:24:03.000]   And when I get rid of that stress, I used to think that it was a, you know, I kind of liked looking around for stuff.
[00:24:03.000 --> 00:24:08.000]   But I really now, I'm kind of, I know I'm probably paying more than I, you know, would if everyone wasn't competing.
[00:24:08.000 --> 00:24:18.000]   But at the same time, that's taken out of my equation. Like I know that if I go to CompUSA or I go to Apple or whatever, it's all going to be the same price, you know, or within $50 of each other.
[00:24:18.000 --> 00:24:23.000]   You know, and I think that that for me is really a, it's made it a lot simpler.
[00:24:23.000 --> 00:24:29.000]   And then, then you really get into focusing on just what you said Scott, the experience of the environment.
[00:24:29.000 --> 00:24:34.000]   Which is good, by the way, in a lot of places like you go to CompUSA and they have an Apple expert there.
[00:24:34.000 --> 00:24:38.000]   And the Apple experts, I know at least here in San Francisco, really know what they're doing.
[00:24:38.000 --> 00:24:43.000]   So you do have a choice. And what's funny is a lot of them will freely send you back and forth of CompUSA.
[00:24:43.000 --> 00:24:51.000]   They can't serve you, they just say, "Yeah, let's go over to the Apple store." You know, that's the kind of an same Apple, the Apple store has sent me CompUSA.
[00:24:51.000 --> 00:24:52.000]   Sorry, what?
[00:24:52.000 --> 00:25:03.000]   I think that's a good point you make about pricing because especially, I mean, America is so enamored with low prices that we've stopped thinking about value of actual things.
[00:25:03.000 --> 00:25:12.000]   And they just want the number to be lower. And so we'll go up way out of our way to buy things mail or turn it over to, or to, you know, get, you know, say, $20. They're going to do the first store.
[00:25:12.000 --> 00:25:17.000]   But what Apple's doing is trying to compete on features and experience instead of just price.
[00:25:17.000 --> 00:25:25.000]   Because people who pay a little bit less are going to end up not being as happy if they don't get the same kind of service.
[00:25:25.000 --> 00:25:37.000]   And I think people are finding that when they're buying PCs is they can, you know, shave some of the money off, but then they end up with things that they don't like and service that cost far more than 50 bucks they saved.
[00:25:37.000 --> 00:25:45.000]   Right. Now, all of that makes sense of what Apple's doing, but this next one, I'm not sure if it makes sense for me.
[00:25:45.000 --> 00:25:55.000]   And this is, I think Apple's gone pod crazy. Have you guys seen this stuff where Apple is suing people who put pod in the name of their product?
[00:25:55.000 --> 00:26:02.000]   How can you, how can you trademark pod? Does that, does that Scott in Seattle? Can you, can you trademark pod?
[00:26:02.000 --> 00:26:09.000]   Well, I'm, I think we ought to defer to the ex lawyer here, but I will say that I will say one thing.
[00:26:09.000 --> 00:26:19.000]   I think Apple's one of those companies that seems to find a way in one sentence to make you want to love them and in the next sentence to make you want to hate them.
[00:26:19.000 --> 00:26:24.000]   And this is, this is an extraordinarily negative thing for them to do in my opinion.
[00:26:24.000 --> 00:26:29.000]   I do note that the Jolly Green giant is very nervous about this.
[00:26:29.000 --> 00:26:31.000]   The Jolly Green giant.
[00:26:31.000 --> 00:26:36.000]   Because, you know, they got those P pods they're trying to sell and I think Apple might come after them next.
