
[00:00:00.000 --> 00:00:04.000]   [music]
[00:07:48.280 --> 00:07:50.280]   It's just luck of the draw.
[00:07:50.280 --> 00:07:52.000]   I don't think Leon did anything wrong.
[00:07:52.000 --> 00:07:53.000]   It's very fine.
[00:07:53.000 --> 00:07:54.000]   It's just the way it is now.
[00:07:54.000 --> 00:07:58.480]   It just so happens her body is not responding to the drugs and this is her third day in a
[00:07:58.480 --> 00:08:00.120]   row in ICU and that's not good.
[00:08:00.120 --> 00:08:06.240]   The good news is that the killers, this disease is a killer mostly for elderly people and
[00:08:06.240 --> 00:08:09.640]   weak people and Leona is both young and strong.
[00:08:09.640 --> 00:08:13.200]   So if somebody's going to beat this, it's going to be Leona.
[00:08:13.200 --> 00:08:17.840]   And you know, we have had a couple of real good job offers come in for her and those who
[00:08:17.840 --> 00:08:20.760]   are worried about her afterwards, you know, give us a job offer.
[00:08:20.760 --> 00:08:23.280]   If you want to do that, we'll have 12 for her to pick from.
[00:08:23.280 --> 00:08:24.280]   So that's not a problem.
[00:08:24.280 --> 00:08:25.640]   I hope we get to that problem.
[00:08:25.640 --> 00:08:27.120]   She's going to be taken care of.
[00:08:27.120 --> 00:08:28.280]   There's no, yeah, she's not.
[00:08:28.280 --> 00:08:29.280]   There's no need to be.
[00:08:29.280 --> 00:08:31.280]   Her family is with her right now.
[00:08:31.280 --> 00:08:35.000]   I know Alex, you've been in touch with her and I know you have as well, Scott.
[00:08:35.000 --> 00:08:40.560]   So we're going to respect your privacy and let her recover in peace, but we will keep
[00:08:40.560 --> 00:08:42.760]   you up to date on how she's feeling.
[00:08:42.760 --> 00:08:46.080]   And we just let's have her back on the show as soon as she's well enough.
[00:08:46.080 --> 00:08:47.080]   Let's do that.
[00:08:47.080 --> 00:08:48.080]   Absolutely.
[00:08:48.080 --> 00:08:49.080]   You can.
[00:08:49.080 --> 00:08:50.080]   We can all laugh about this.
[00:08:50.080 --> 00:08:51.080]   She's going to want to.
[00:08:51.080 --> 00:08:54.040]   She's really going to be bummed that she missed the Mac book announcement and she's going
[00:08:54.040 --> 00:08:55.040]   to want to get in on.
[00:08:55.040 --> 00:08:56.040]   All right.
[00:08:56.040 --> 00:08:59.600]   I'm also going to want to talk about heroes because our friend David Lawrence is the new
[00:08:59.600 --> 00:09:00.600]   villain.
[00:09:00.600 --> 00:09:01.600]   Yeah, I saw that.
[00:09:01.600 --> 00:09:02.600]   Isn't that great?
[00:09:02.600 --> 00:09:03.960]   Wow.
[00:09:03.960 --> 00:09:06.040]   She would have been all over that.
[00:09:06.040 --> 00:09:08.120]   She would have been at the heroes party last night.
[00:09:08.120 --> 00:09:09.280]   She would have been freaking out.
[00:09:09.280 --> 00:09:10.280]   She loves that stuff.
[00:09:10.280 --> 00:09:13.280]   A bigger villain I can't imagine than David.
[00:09:13.280 --> 00:09:14.280]   What's really weird?
[00:09:14.280 --> 00:09:16.080]   The guy worked for me 15 years ago.
[00:09:16.080 --> 00:09:17.080]   We did a radio show.
[00:09:17.080 --> 00:09:21.280]   The first nationally syndicated shows on the real radio about the internet called "line
[00:09:21.280 --> 00:09:24.800]   phone line radio" and to have a guy that worked for me now be on TV.
[00:09:24.800 --> 00:09:28.360]   And he just sat and told me at NAB at April, you're not going to be an actor now.
[00:09:28.360 --> 00:09:29.360]   He's an actor.
[00:09:29.360 --> 00:09:30.360]   How do you do that?
[00:09:30.360 --> 00:09:31.360]   It's truly amazing.
[00:09:31.360 --> 00:09:33.160]   Well, you worked very hard at it.
[00:09:33.160 --> 00:09:35.920]   He went to a lot of auditions.
[00:09:35.920 --> 00:09:39.360]   He actually gave up his radio career to pursue it full time.
[00:09:39.360 --> 00:09:40.920]   You got to give him props, man.
[00:09:40.920 --> 00:09:41.920]   He pulled it off.
[00:09:41.920 --> 00:09:42.920]   He did it.
[00:09:42.920 --> 00:09:43.920]   I'm really proud of him.
[00:09:43.920 --> 00:09:44.920]   It's really cool.
[00:09:44.920 --> 00:09:45.920]   All right.
[00:09:45.920 --> 00:09:46.920]   I'm going to bring in Arnold Kim right now.
[00:09:46.920 --> 00:09:52.520]   Arnold is the editor in chief of Mac Rumors.
[00:09:52.520 --> 00:09:57.600]   We've had him on the show before and still waiting again, Andy and not going, "Hi, Arnold.
[00:09:57.600 --> 00:09:58.760]   Thanks for joining us."
[00:09:58.760 --> 00:10:00.480]   Hey, thanks for asking.
[00:10:00.480 --> 00:10:07.240]   So we got the new laptops and we're going to give our reviews of the new laptops in
[00:10:07.240 --> 00:10:09.880]   just a bit because I know, Scott, you got one.
[00:10:09.880 --> 00:10:10.880]   I did.
[00:10:10.880 --> 00:10:11.880]   And I got one.
[00:10:11.880 --> 00:10:16.200]   I ended up unable to hold back.
[00:10:16.200 --> 00:10:19.640]   And we should have bought it the day after it was released instead of the day before.
[00:10:19.640 --> 00:10:23.800]   I waited a couple of days and I had a DOA as a matter of fact, but we'll talk about
[00:10:23.800 --> 00:10:24.800]   that in just a little bit.
[00:10:24.800 --> 00:10:27.480]   But I also want to say, did you get one, Alex?
[00:10:27.480 --> 00:10:30.240]   I haven't got one yet, but I'm going to get one of the next two or two.
[00:10:30.240 --> 00:10:31.240]   I just haven't been busy.
[00:10:31.240 --> 00:10:32.480]   I haven't been able to get.
[00:10:32.480 --> 00:10:37.240]   I know Arnold, you've probably seen four or five come through Mac Rumors.
[00:10:37.240 --> 00:10:38.720]   I just saw them in the Apple Store.
[00:10:38.720 --> 00:10:41.240]   I'm actually pretty happy with my air, so I'm not going to be good.
[00:10:41.240 --> 00:10:43.520]   Yeah, you know, if you have an air, I think there probably isn't a lot of reason to go
[00:10:43.520 --> 00:10:45.120]   out and run out and buy the new one.
[00:10:45.120 --> 00:10:53.080]   But I thought you did a great article this morning on the Mac rumor mill and a wrap up
[00:10:53.080 --> 00:10:56.040]   on the winners and losers.
[00:10:56.040 --> 00:10:57.040]   First of all, let me ask you.
[00:10:57.040 --> 00:11:04.440]   I know that the guy who I used to do think secret did a kind of a survey of Mac rumor
[00:11:04.440 --> 00:11:12.560]   sites and found that Apple just wasn't as litigious as they have been in the past about
[00:11:12.560 --> 00:11:13.560]   this stuff.
[00:11:13.560 --> 00:11:16.600]   I think it's really gotten a cease and desist letter in a long time.
[00:11:16.600 --> 00:11:17.800]   Is that your experience also?
[00:11:17.800 --> 00:11:22.880]   Yeah, I think for whatever reason for the past year, Apple hasn't been as aggressive
[00:11:22.880 --> 00:11:28.440]   about these product image leaks that have been appearing, which is very different from
[00:11:28.440 --> 00:11:30.040]   how it's been in the past.
[00:11:30.040 --> 00:11:35.760]   In the past, if a legitimate photo appears of an unreleased product, Apple would quickly
[00:11:35.760 --> 00:11:43.200]   send their legal team to descend on everyone to try to stamp them out with limited success.
[00:11:43.200 --> 00:11:49.000]   The internet is hard to eliminate all traces of an image on the internet.
[00:11:49.000 --> 00:11:51.760]   Also, doing so is in a way an admission that it's accurate.
[00:11:51.760 --> 00:11:52.760]   Sure.
[00:11:52.760 --> 00:11:53.760]   No, and there was a lot of...
[00:11:53.760 --> 00:11:55.960]   It's like, oh, I guess we got it right.
[00:11:55.960 --> 00:11:56.960]   Right.
[00:11:56.960 --> 00:11:59.920]   There's a lot of confirmation that comes with the Apple cease and desist because they've
[00:11:59.920 --> 00:12:02.200]   never really sent cease and desist.
[00:12:02.200 --> 00:12:05.840]   I don't know, I mean, legally, they'd have no grounds to send cease and desist on something
[00:12:05.840 --> 00:12:08.720]   that wasn't real or that they didn't own the property.
[00:12:08.720 --> 00:12:10.560]   The intellectual property.
[00:12:10.560 --> 00:12:14.280]   So maybe that's why they stopped, but I think the side effect of this has been that the
[00:12:14.280 --> 00:12:16.800]   rumor mill has been uncannily accurate this year.
[00:12:16.800 --> 00:12:19.920]   Yeah, I'm not sure if it's related.
[00:12:19.920 --> 00:12:21.840]   I mean, I think there's two parts.
[00:12:21.840 --> 00:12:25.960]   There's another part probably to Apple's reluctance to try to do anything is that there's a lot
[00:12:25.960 --> 00:12:28.920]   more media attention on Apple and the rumors.
[00:12:28.920 --> 00:12:33.480]   And then there's corporate back sites like Engadget, which is backed by AOL, who are
[00:12:33.480 --> 00:12:36.840]   unlikely to pull photos.
[00:12:36.840 --> 00:12:37.840]   So it might just be sort of...
[00:12:37.840 --> 00:12:39.200]   They'll fight back.
[00:12:39.200 --> 00:12:40.200]   Right.
[00:12:40.200 --> 00:12:44.000]   They won't let me know for how hobbyist sites, especially like, you know, the way Mac rumors
[00:12:44.000 --> 00:12:47.800]   has had grown and, you know, think secret.
[00:12:47.800 --> 00:12:52.120]   Nick was a college student at, you know, I mean, he started as a teenager.
[00:12:52.120 --> 00:12:53.120]   Right.
[00:12:53.120 --> 00:12:54.440]   He didn't have the resources to fight.
[00:12:54.440 --> 00:13:00.560]   In a way, it's sad because he's kind of the last victim of Apple's attempts.
[00:13:00.560 --> 00:13:01.560]   Right.
[00:13:01.560 --> 00:13:02.560]   I mean, victim.
[00:13:02.560 --> 00:13:05.360]   It sounds like he was pretty happy with however the settlement went down.
[00:13:05.360 --> 00:13:06.360]   Oh, okay.
[00:13:06.360 --> 00:13:07.360]   I don't know.
[00:13:07.360 --> 00:13:08.360]   I don't know the details.
[00:13:08.360 --> 00:13:09.560]   Maybe he wasn't such a victim, in other words.
[00:13:09.560 --> 00:13:10.560]   Right.
[00:13:10.560 --> 00:13:13.680]   Well, people were speculating about why Apple would settle and it seems like everyone sort
[00:13:13.680 --> 00:13:14.920]   of came out of winter.
[00:13:14.920 --> 00:13:20.680]   Is my contention correct that the rumors have been more accurate this year than ever before?
[00:13:20.680 --> 00:13:24.160]   One of the things Mac rumors really is kind of an aggregator of all the rumors.
[00:13:24.160 --> 00:13:25.160]   Right.
[00:13:25.160 --> 00:13:27.200]   So you'd probably know better than anybody.
[00:13:27.200 --> 00:13:28.200]   I think...
[00:13:28.200 --> 00:13:30.480]   I mean, I think it might be fair to say.
[00:13:30.480 --> 00:13:32.120]   I think it sort of comes and goes.
[00:13:32.120 --> 00:13:37.640]   There have definitely been times in the past where everything, you know, things have leaked.
[00:13:37.640 --> 00:13:42.440]   But it probably would be fair to say that this round, everything was sort of exposed
[00:13:42.440 --> 00:13:44.200]   a few days or maybe...
[00:13:44.200 --> 00:13:45.760]   Well, definitely by the night before.
[00:13:45.760 --> 00:13:46.760]   We certainly...
[00:13:46.760 --> 00:13:47.760]   We knew pretty much what was good.
[00:13:47.760 --> 00:13:50.280]   The only thing that didn't happen was the $800 MacBook.
[00:13:50.280 --> 00:13:51.280]   Right.
[00:13:51.280 --> 00:13:53.000]   And that sort of came from a...
[00:13:53.000 --> 00:13:55.160]   It's a site that never...
[00:13:55.160 --> 00:13:56.920]   Yeah, Inquisitor.com.
[00:13:56.920 --> 00:13:59.800]   It's not an Apple rumor site.
[00:13:59.800 --> 00:14:05.320]   It's more of a tech and celebrity gossip site/new site.
[00:14:05.320 --> 00:14:08.200]   By Duncan Riley, who used to write for TechCrunch.
[00:14:08.200 --> 00:14:09.200]   Right.
[00:14:09.200 --> 00:14:15.760]   So he has some reputation behind him in that whenever I see rumors coming out of the woodwork,
[00:14:15.760 --> 00:14:19.560]   a lot of it depends on which site it comes from or which author it comes from.
[00:14:19.560 --> 00:14:26.320]   Certainly an unknown blog posting a new rumor out of nowhere, you know, it gets a lot less
[00:14:26.320 --> 00:14:32.040]   credibility because anyone can set up a blog in five minutes and post whatever they want.
[00:14:32.040 --> 00:14:37.120]   If there's a name behind it or some form of reputation behind it, I usually look a little
[00:14:37.120 --> 00:14:38.120]   more seriously.
[00:14:38.120 --> 00:14:41.560]   And then I think that's what helped get this $800 MacBook rumor off of the round.
[00:14:41.560 --> 00:14:42.560]   Because Duncan, people know it.
[00:14:42.560 --> 00:14:43.560]   Yeah, know him.
[00:14:43.560 --> 00:14:44.560]   Right.
[00:14:44.560 --> 00:14:46.960]   Especially amongst the blog, blogosphere or whatever.
[00:14:46.960 --> 00:14:48.440]   So everyone, I mean, everyone's once they saw it.
[00:14:48.440 --> 00:14:52.120]   I think all of the non-Apple blogs were right.
[00:14:52.120 --> 00:14:53.120]   We're talking about it.
[00:14:53.120 --> 00:14:55.200]   Well, Piper Jaffray also added some...
[00:14:55.200 --> 00:14:58.320]   He fueled the fire by saying it's time that they do it.
[00:14:58.320 --> 00:14:59.320]   It would be...
[00:14:59.320 --> 00:15:02.920]   If we've heard a rumor, they'd say it would just be good business to do so.
[00:15:02.920 --> 00:15:03.920]   I guess.
[00:15:03.920 --> 00:15:05.760]   It's always hard for me.
[00:15:05.760 --> 00:15:07.600]   I'm never real happy about analyst reports.
[00:15:07.600 --> 00:15:12.960]   I never really know what to do with them because they always say things like they know
[00:15:12.960 --> 00:15:18.600]   things, but you can't tell whether they actually heard it from someone who's in the know or
[00:15:18.600 --> 00:15:21.160]   they just said, "Well, this might be a good idea," or whether...
[00:15:21.160 --> 00:15:24.560]   A lot of times they come out with reports that seem to just recite sort of what's the
[00:15:24.560 --> 00:15:25.960]   circulating rumors.
[00:15:25.960 --> 00:15:26.960]   Right.
[00:15:26.960 --> 00:15:30.520]   I mean, that's fine in terms of...
[00:15:30.520 --> 00:15:34.280]   Their audience is the financial people that they're writing their reports for.
[00:15:34.280 --> 00:15:38.520]   So they may want to know what all the circulating rumors are at the time.
[00:15:38.520 --> 00:15:43.320]   But from our standpoint, if we hear back sort of what everyone else has already been saying,
[00:15:43.320 --> 00:15:44.320]   you can't...
[00:15:44.320 --> 00:15:45.320]   Is it confirmation?
[00:15:45.320 --> 00:15:47.080]   Is it just sort of the same that we've already heard?
[00:15:47.080 --> 00:15:49.160]   So I can't do much with them.
[00:15:49.160 --> 00:15:53.240]   But they were definitely one of the early ones to say that Apple's going to be dropping
[00:15:53.240 --> 00:15:55.040]   prices on their Macbooks.
[00:15:55.040 --> 00:15:56.920]   And then it sort of gained momentum from there.
[00:15:56.920 --> 00:16:01.680]   And that probably paved the way for the $800 rumor because that came out much later.
[00:16:01.680 --> 00:16:04.280]   Everyone was like, "Oh, if the American...
[00:16:04.280 --> 00:16:06.320]   It's going to be $800, not $900."
[00:16:06.320 --> 00:16:08.240]   Who else got it wrong?
[00:16:08.240 --> 00:16:09.960]   Well, those were...
[00:16:09.960 --> 00:16:10.960]   So I would...
[00:16:10.960 --> 00:16:13.880]   Those were probably the biggest or the most prominent ones.
[00:16:13.880 --> 00:16:18.800]   The Inquisitor and the analyst report saying that there was going to be a $900 MacBook
[00:16:18.800 --> 00:16:19.800]   Pro.
[00:16:19.800 --> 00:16:25.240]   There was a few other sort of straggler rumors that were around nothing that gained a lot
[00:16:25.240 --> 00:16:26.240]   of facts.
[00:16:26.240 --> 00:16:27.240]   That was...
[00:16:27.240 --> 00:16:31.640]   Well, I didn't hear that report.
