
[00:00:00.000 --> 00:00:04.000]   [music]
[00:07:41.320 --> 00:07:42.320]   Yeah.
[00:07:42.320 --> 00:07:44.800]   There is some, maybe some uncertainty there.
[00:07:44.800 --> 00:07:46.080]   Let's see.
[00:07:46.080 --> 00:07:47.080]   What else?
[00:07:47.080 --> 00:07:48.680]   This is kind of a slow news week.
[00:07:48.680 --> 00:07:49.680]   Okay.
[00:07:49.680 --> 00:07:50.680]   No news there.
[00:07:50.680 --> 00:07:51.680]   Let's see quickly.
[00:07:51.680 --> 00:07:54.000]   It gives us opportunities to make things up.
[00:07:54.000 --> 00:07:56.760]   What do you feel about that three ounce MacBook Air?
[00:07:56.760 --> 00:07:57.760]   I wish.
[00:07:57.760 --> 00:07:58.920]   The Mac MacBook Helium.
[00:07:58.920 --> 00:08:03.040]   Hey, you know, I somebody, Brian, I, one of our listeners, Brian, Bob Marito was in
[00:08:03.040 --> 00:08:08.080]   studio with his 13 inch MacBook, the new MacBook.
[00:08:08.080 --> 00:08:09.920]   And now I'm comparing it to the new MacBook Pro.
[00:08:09.920 --> 00:08:15.160]   And I, you know, I'm starting to think that the MacBook is really the kind of sweet spot
[00:08:15.160 --> 00:08:16.160]   on the line.
[00:08:16.160 --> 00:08:17.680]   I mean, that is just the right size.
[00:08:17.680 --> 00:08:19.320]   It felt so good.
[00:08:19.320 --> 00:08:21.320]   It didn't feel cheesy plasticy.
[00:08:21.320 --> 00:08:25.000]   It felt really solid and nice.
[00:08:25.000 --> 00:08:30.280]   If it had firewire, I would say that's the MacBook.
[00:08:30.280 --> 00:08:32.080]   That's the MacBook to get.
[00:08:32.080 --> 00:08:34.280]   It's screen size is also an issue.
[00:08:34.280 --> 00:08:35.280]   Is this for you?
[00:08:35.280 --> 00:08:36.280]   The 13 is too small.
[00:08:36.280 --> 00:08:37.280]   Yeah, I wouldn't.
[00:08:37.280 --> 00:08:38.280]   I wouldn't.
[00:08:38.280 --> 00:08:39.280]   For me, it was too small.
[00:08:39.280 --> 00:08:40.440]   And for my wife, it was too small.
[00:08:40.440 --> 00:08:41.440]   She looked at the MacBook.
[00:08:41.440 --> 00:08:43.480]   So this is before the upgrade, but it's the same screen size.
[00:08:43.480 --> 00:08:47.160]   And the reason that she went to the MacBook Pro was specifically because she does a lot
[00:08:47.160 --> 00:08:54.080]   of Excel spreadsheets and she just needed to, she saw herself scrolling a lot.
[00:08:54.080 --> 00:08:55.080]   Yeah.
[00:08:55.080 --> 00:08:59.040]   I think it's, I think it's right for what it is.
[00:08:59.040 --> 00:09:03.520]   For me, my main, my main computer has been a MacBook for the past year and a half, two
[00:09:03.520 --> 00:09:04.680]   years.
[00:09:04.680 --> 00:09:07.920]   And I've only now just switched to the MacBook Pro only for the next couple of weeks because
[00:09:07.920 --> 00:09:08.920]   I've got one on loan.
[00:09:08.920 --> 00:09:12.080]   And it actually now seems like a nice big huge screen to me.
[00:09:12.080 --> 00:09:14.760]   I'm not, I realize that I'm a tech sort of guy.
[00:09:14.760 --> 00:09:17.760]   So I'm not the sort of guy who needs to be sliding left to right.
[00:09:17.760 --> 00:09:19.320]   I don't do lots of video editing.
[00:09:19.320 --> 00:09:20.960]   So I don't really care about the firewire.
[00:09:20.960 --> 00:09:23.160]   I don't really care about the, about the widescreen.
[00:09:23.160 --> 00:09:27.240]   I do think that the MacBook is the best default sort of notebook.
[00:09:27.240 --> 00:09:28.440]   So you can possibly have.
[00:09:28.440 --> 00:09:29.440]   It's just beautiful.
[00:09:29.440 --> 00:09:30.440]   I was really impressed.
[00:09:30.440 --> 00:09:31.440]   Yeah.
[00:09:31.440 --> 00:09:36.280]   And I'm finally getting used to the lack of a button on the trackpad.
[00:09:36.280 --> 00:09:37.280]   Yeah.
[00:09:37.280 --> 00:09:38.960]   Yeah, that doesn't bother me so much.
[00:09:38.960 --> 00:09:42.640]   Kevin Rose complained and I agreed with him that sometimes when you use the button, it
[00:09:42.640 --> 00:09:43.640]   doesn't seem to click.
[00:09:43.640 --> 00:09:46.360]   I mean, it clicks, but it doesn't seem to do anything.
[00:09:46.360 --> 00:09:47.760]   Have you noticed that?
[00:09:47.760 --> 00:09:48.760]   Not really.
[00:09:48.760 --> 00:09:52.840]   Well, for me, I feel stupid because it's just a simple, that, that part of your eight
[00:09:52.840 --> 00:09:57.440]   brain that does something one way for all of your life, it takes a long time to reprogram
[00:09:57.440 --> 00:09:58.440]   that muscle memory.
[00:09:58.440 --> 00:10:04.200]   The fact that I did not feel underneath my thumb a separate entity for pushing and clicking
[00:10:04.200 --> 00:10:08.360]   meant that no kidding for an embarrassing number of days.
[00:10:08.360 --> 00:10:13.200]   I was trying to drag things around the desktop with one finger held down on the trackpad.
[00:10:13.200 --> 00:10:14.400]   And that really doesn't work very well.
[00:10:14.400 --> 00:10:17.640]   It took me a while to realize that, well, what if we just simply pretend that there's
[00:10:17.640 --> 00:10:21.440]   a second button at the very, very bottom of that thing and then just realize that, yeah,
[00:10:21.440 --> 00:10:25.840]   you can actually use it exactly the same way you're using the old style trackpad.
[00:10:25.840 --> 00:10:30.960]   But it's interesting how far, how much work it is to just reprogram yourself to make
[00:10:30.960 --> 00:10:31.960]   that switch.
[00:10:31.960 --> 00:10:34.760]   Maybe, maybe you're not.
[00:10:34.760 --> 00:10:37.160]   I didn't have my first battery pull this morning though.
[00:10:37.160 --> 00:10:38.160]   I did.
[00:10:38.160 --> 00:10:39.160]   What happened?
[00:10:39.160 --> 00:10:42.960]   I installed Adobe Creative Suite 4 yesterday.
[00:10:42.960 --> 00:10:43.960]   I left it alone.
[00:10:43.960 --> 00:10:46.480]   I mean, they hoarse around with it for a little bit last night.
[00:10:46.480 --> 00:10:51.200]   Just left on the coffee table, came back this morning and it made, I tried to wake it up
[00:10:51.200 --> 00:10:56.520]   and it kept making after about two seconds pause after key press the sort of sound that
[00:10:56.520 --> 00:11:01.440]   made me think there might be a small and slightly helpless bird outside my window.
[00:11:01.440 --> 00:11:07.240]   Oh, you know, the sort of silent, silent sounds that I was at the computer.
[00:11:07.240 --> 00:11:08.240]   Was that something outside?
[00:11:08.240 --> 00:11:13.080]   Because it, you know, I've had not would not come back to life had a pull that pull the
[00:11:13.080 --> 00:11:16.840]   battery, give it some time to itself to collect to collect itself, collect its thoughts.
[00:11:16.840 --> 00:11:18.080]   And it came back up again.
[00:11:18.080 --> 00:11:22.240]   But I don't know whether that was just all the installations I did last night or whether
[00:11:22.240 --> 00:11:24.160]   this is just version 1.0.
[00:11:24.160 --> 00:11:25.160]   I does.
[00:11:25.160 --> 00:11:31.680]   I'm writing my review for this week and kind of embarrasses me as a fan of Apple products
[00:11:31.680 --> 00:11:36.600]   that I almost, I have to include that one line in any new notebook that says Apple does
[00:11:36.600 --> 00:11:38.320]   really cool, really different things.
[00:11:38.320 --> 00:11:42.400]   They totally reinvent the way they assemble things, which means that they don't know how
[00:11:42.400 --> 00:11:46.680]   to assemble these things 100% perfectly until they've made 100,000 of them.
[00:11:46.680 --> 00:11:48.600]   So wait a couple months before you buy this.
[00:11:48.600 --> 00:11:49.720]   Yeah, we always have to say this.
[00:11:49.720 --> 00:11:52.880]   So that squeak was mechanical.
[00:11:52.880 --> 00:11:58.080]   It sounded as though something was trying its darned us to do something but then discharging
[00:11:58.080 --> 00:11:59.080]   and giving up.
[00:11:59.080 --> 00:12:00.080]   It doesn't sound good.
[00:12:00.080 --> 00:12:02.040]   It didn't, it didn't sound like an electronic thing.
[00:12:02.040 --> 00:12:06.840]   It sounded like something either a capacitor was discharging into a weak joint or something
[00:12:06.840 --> 00:12:09.960]   was oscillating or it wasn't scary.
[00:12:09.960 --> 00:12:14.720]   But like I said, I really did have to listen closely and I don't think I identified it
[00:12:14.720 --> 00:12:15.720]   perfectly.
[00:12:15.720 --> 00:12:20.040]   It was one of those things where if I had just outlayed two grand on this thing, I'd be going
[00:12:20.040 --> 00:12:24.680]   back to the Apple store and saying I want a good explanation for why I pressed the button
[00:12:24.680 --> 00:12:26.760]   on this and didn't restart right away.
[00:12:26.760 --> 00:12:29.640]   The battery was about 100%.
[00:12:29.640 --> 00:12:33.200]   Both by indicator and by recharger LEDs.
[00:12:33.200 --> 00:12:34.400]   So that's a mystery to me.
[00:12:34.400 --> 00:12:38.280]   Well, my hard drive died on my first MacBook Pro and I brought, but I got to me it's swamp,
[00:12:38.280 --> 00:12:40.640]   but still, yeah, maybe I agree with you.
[00:12:40.640 --> 00:12:47.600]   I think boy, the first generation MacBook had huge problems for the first few, whatever
[00:12:47.600 --> 00:12:48.840]   it is, 100,000 units.
[00:12:48.840 --> 00:12:52.360]   I think you're absolutely right that you've got to let them work the kinks out in the
[00:12:52.360 --> 00:12:53.360]   manufacturing.
[00:12:53.360 --> 00:12:54.360]   Yeah.
[00:12:54.360 --> 00:12:55.400]   And it's never a problem with the design.
[00:12:55.400 --> 00:13:00.280]   It's not that they have to, or rather, excuse me, it's not a case where they design these
[00:13:00.280 --> 00:13:01.440]   things in a faulty way.
[00:13:01.440 --> 00:13:05.720]   It's just that this is a brand new process and it just takes repetition before they figure
[00:13:05.720 --> 00:13:08.880]   out, you know what, we need to put a spacer there or you know what, instead of doing
[00:13:08.880 --> 00:13:13.160]   this in three operations, we need to install this in two operations or four operations.
[00:13:13.160 --> 00:13:16.800]   Yeah, by the way, a little tip of the hat to my friend, Rick Yeager, who runs the Mac
[00:13:16.800 --> 00:13:19.040]   Merck website, Mac Merck.com.
[00:13:19.040 --> 00:13:22.360]   He's, he sells merchandise on there as many of us do t-shirts, that kind of thing.
[00:13:22.360 --> 00:13:25.400]   He now has an official bag of hurt.
[00:13:25.400 --> 00:13:28.080]   It is a shopping bag.
[00:13:28.080 --> 00:13:30.520]   It says bag of hurt on it, of course.
[00:13:30.520 --> 00:13:35.200]   A little, a little tip of the hat to Steve Jobs, who called Blu Ray a bag of hurt.
[00:13:35.200 --> 00:13:36.200]   I like that.
[00:13:36.200 --> 00:13:37.840]   I'm carrying my bag of bags.
[00:13:37.840 --> 00:13:40.280]   I almost carry those on the inside, Leo.
[00:13:40.280 --> 00:13:41.280]   We hide them well.
[00:13:41.280 --> 00:13:43.280]   Oh, Andy, you're going to make me cry.
[00:13:43.280 --> 00:13:45.080]   Oh, just get me a Blu Ray player.
[00:13:45.080 --> 00:13:46.080]   I'll be happy.
[00:13:46.080 --> 00:13:51.280]   It may be a slow Christmas for Apple, according to Mac World in the wake of global pessimism.
[00:13:51.280 --> 00:14:01.640]   Apple may be cutting its iPhone 3G production by, they say, an analyst says 40%.
[00:14:01.640 --> 00:14:04.400]   But who's saying this and what evidence is he providing?
[00:14:04.400 --> 00:14:12.200]   Craig Berger, an analyst at FBR Capital Markets and Investment Bank, he says that the firm,
[00:14:12.200 --> 00:14:19.000]   let's see, I don't know if he's calling suppliers or if he's just making it up at a whole cloth.
[00:14:19.000 --> 00:14:22.080]   I think these guys just make this stuff up.
[00:14:22.080 --> 00:14:23.080]   That's all I have to say.
[00:14:23.080 --> 00:14:24.080]   I'm like us.
[00:14:24.080 --> 00:14:28.680]   I mean, you know, the thing is, is the, but they, but they, but they, you know, everyone
[00:14:28.680 --> 00:14:30.080]   starts buying and selling based on that.
[00:14:30.080 --> 00:14:31.280]   Well, maybe they do that with us too.
[00:14:31.280 --> 00:14:32.280]   I don't know.
[00:14:32.280 --> 00:14:33.280]   I'll watch.
[00:14:33.280 --> 00:14:34.280]   Sure, they don't.
[00:14:34.280 --> 00:14:35.280]   Exactly.
[00:14:35.280 --> 00:14:36.280]   When they're fools, they'll listen to me.
[00:14:36.280 --> 00:14:38.960]   I mean, this is the same, this is the same guys who, I mean, not maybe not this guy, but
[00:14:38.960 --> 00:14:43.200]   some, you're another analyst that says Apple should buy, do this huge buyback of all their
[00:14:43.200 --> 00:14:44.200]   stocks.
[00:14:44.200 --> 00:14:47.160]   Yeah, they should, you know, to increase value or whatever.
[00:14:47.160 --> 00:14:51.360]   But the thing is, is that, yeah, we should give up our ability to react to a bad economy
[00:14:51.360 --> 00:14:55.880]   at the beginning of that by selling off our nest egg rate idea.
[00:14:55.880 --> 00:14:56.880]   Right.
[00:14:56.880 --> 00:14:57.880]   Right.
[00:14:57.880 --> 00:14:58.880]   You just love watching us go.
[00:14:58.880 --> 00:14:59.880]   You idiots.
[00:14:59.880 --> 00:15:01.480]   This is why accountants aren't allowed to run company.
[00:15:01.480 --> 00:15:02.480]   Stop.
[00:15:02.480 --> 00:15:07.280]   This guy's calling it a production analysis, but what he, I'm not seeing, I guess if I
[00:15:07.280 --> 00:15:12.920]   bought the report, I could find out is, is if he's basing this on, you know, research
[00:15:12.920 --> 00:15:16.120]   or he's pulling it out of his nether regions.
[00:15:16.120 --> 00:15:20.480]   But anyway, I think, you know what, it's probably a safe bet to say that many consumer
[00:15:20.480 --> 00:15:25.480]   electronics companies are cutting production in anticipation of a fall off in sales.
[00:15:25.480 --> 00:15:31.080]   And we are seeing fall, you know, significant fall off in sales in many retail venues.
[00:15:31.080 --> 00:15:37.880]   So yeah, and fortune, fortune's blog has an analysis of this that basically says that
[00:15:37.880 --> 00:15:43.440]   Craig Burger probably has his head someplace outside, outside of the, of the retail sector.
[00:15:43.440 --> 00:15:50.240]   It says, it says, it says here that this is, it's reporting that in February 2008, he
[00:15:50.240 --> 00:15:55.320]   got, he made a, he made a similar explanation of a prediction of downturns with anticipated
[00:15:55.320 --> 00:16:02.280]   50% decline to a 60% decline between quarter one and quarter two.
[00:16:02.280 --> 00:16:06.440]   I think that it's not so much an expose a burger as much as just underscoring the fact
[00:16:06.440 --> 00:16:11.200]   that analysts looks at the information that he or she has available in front of them within
[00:16:11.200 --> 00:16:16.760]   his or her specific area of expertise and then makes the best guess that he or she can.
[00:16:16.760 --> 00:16:22.000]   I mean, I don't, I, it's certainly prudent to anticipate that people can have less spending
[00:16:22.000 --> 00:16:23.000]   money.
[00:16:23.000 --> 00:16:26.000]   And so I think that's a very important thing to say.
[00:16:26.000 --> 00:16:28.000]   I think that's a very important thing to say.
[00:16:28.000 --> 00:16:30.000]   I think that's a very important thing to say.
[00:16:30.000 --> 00:16:32.000]   I think that's a very important thing to say.
[00:16:32.000 --> 00:16:34.000]   I think that's a very important thing to say.
[00:16:34.000 --> 00:16:36.000]   I think that's a very important thing to say.
[00:16:36.000 --> 00:16:38.000]   I think that's a very important thing to say.
[00:16:38.000 --> 00:16:40.000]   I think that's a very important thing to say.
[00:16:40.000 --> 00:16:42.000]   I think that's a very important thing to say.
[00:16:42.000 --> 00:16:44.000]   I think that's a very important thing to say.
[00:16:44.000 --> 00:16:46.000]   I think that's a very important thing to say.
[00:16:46.000 --> 00:16:48.000]   I think that's a very important thing to say.
[00:16:48.000 --> 00:16:50.000]   I think that's a very important thing to say.
