
[00:00:00.000 --> 00:00:04.000]   [music]
[00:07:33.000 --> 00:07:37.000]   Well, I guess I have a nice Mac Pro that someday I guess I could use.
[00:07:37.000 --> 00:07:41.000]   Yeah, I mean, the thing is, but that's exactly what these are designed for us to do.
[00:07:41.000 --> 00:07:42.000]   Those heavy processing.
[00:07:42.000 --> 00:07:46.000]   You know, for us, we have, you know, we're, for instance, we're converting after shooting
[00:07:46.000 --> 00:07:49.000]   on a red for the last two days, you know, we're going to convert, you know, eight or nine
[00:07:49.000 --> 00:07:51.000]   hours of red footage.
[00:07:51.000 --> 00:07:54.000]   And that's going to, you know, that'll take a regular computer 40 hours.
[00:07:54.000 --> 00:07:58.000]   It'll take this one, you know, this being a little bit more efficient is going to take
[00:07:58.000 --> 00:07:59.000]   25 hours, you know.
[00:07:59.000 --> 00:08:02.000]   So run us through the specs real quick.
[00:08:02.000 --> 00:08:05.000]   Well, you know, the specs look a lot like the--
[00:08:05.000 --> 00:08:07.000]   The Pro that I just bought.
[00:08:07.000 --> 00:08:12.000]   Yeah, they basically what it is is it's a Mac Pro without a lot of the, you know, without
[00:08:12.000 --> 00:08:15.000]   the stuff that you would need if you were going to be, you know, using it.
[00:08:15.000 --> 00:08:17.000]   So you're going to have--
[00:08:17.000 --> 00:08:18.000]   It's not me.
[00:08:18.000 --> 00:08:22.000]   Well, I mean, if you're going to use it, it's without all the stuff that you would need
[00:08:22.000 --> 00:08:27.000]   for, you know, having it, you know, with a lot of the cards and the other things that you
[00:08:27.000 --> 00:08:29.000]   would need for you to be able to do.
[00:08:29.000 --> 00:08:31.000]   And then you're going to have to do it.
[00:08:31.000 --> 00:08:33.000]   And then you're going to have to do it.
[00:08:33.000 --> 00:08:35.000]   And then you're going to have to do it.
[00:08:35.000 --> 00:08:37.000]   And then you're going to have to do it.
[00:08:37.000 --> 00:08:39.000]   And then you're going to have to do it.
[00:08:39.000 --> 00:08:41.000]   And then you're going to have to do it.
[00:08:41.000 --> 00:08:43.000]   And then you're going to have to do it.
[00:08:43.000 --> 00:08:45.000]   And then you're going to have to do it.
[00:08:45.000 --> 00:08:47.000]   And then you're going to have to do it.
[00:08:47.000 --> 00:08:49.000]   And then you're going to have to do it.
[00:08:49.000 --> 00:08:51.000]   And then you're going to have to do it.
[00:08:51.000 --> 00:08:53.000]   And then you're going to have to do it.
[00:08:53.000 --> 00:08:57.000]   And then you're going to have to do it.
[00:08:57.000 --> 00:08:59.000]   And then you're going to have to do it.
[00:08:59.000 --> 00:09:01.000]   And then you're going to have to do it.
[00:09:01.000 --> 00:09:03.000]   And then you're going to have to do it.
[00:09:03.000 --> 00:09:05.000]   And then you're going to have to do it.
[00:09:05.000 --> 00:09:07.000]   And then you're going to have to do it.
[00:09:07.000 --> 00:09:09.000]   And then you're going to have to do it.
[00:09:09.000 --> 00:09:11.000]   And then you're going to have to do it.
[00:09:11.000 --> 00:09:13.000]   And then you're going to have to do it.
[00:09:13.000 --> 00:09:15.000]   And then you're going to have to do it.
[00:09:15.000 --> 00:09:17.000]   And then you're going to have to do it.
[00:09:17.000 --> 00:09:19.000]   And then you're going to have to do it.
[00:09:19.000 --> 00:09:21.000]   And then you're going to have to do it.
[00:09:21.000 --> 00:09:23.000]   And then you're going to have to do it.
[00:09:23.000 --> 00:09:25.000]   And then you're going to have to do it.
[00:09:25.000 --> 00:09:27.000]   And then you're going to have to do it.
[00:09:27.000 --> 00:09:29.000]   And then you're going to have to do it.
[00:09:29.000 --> 00:09:31.000]   And then you're going to have to do it.
[00:09:31.000 --> 00:09:33.000]   And then you're going to have to do it.
[00:09:33.000 --> 00:09:35.000]   And then you're going to have to do it.
[00:09:35.000 --> 00:09:37.000]   And then you're going to have to do it.
[00:09:37.000 --> 00:09:39.000]   And then you're going to have to do it.
[00:09:39.000 --> 00:09:41.000]   And then you're going to have to do it.
[00:09:41.000 --> 00:09:43.000]   And then you're going to have to do it.
[00:09:43.000 --> 00:09:45.000]   And then you're going to have to do it.
[00:09:45.000 --> 00:09:47.000]   And then you're going to have to do it.
[00:09:47.000 --> 00:09:49.000]   And then you're going to have to do it.
[00:09:49.000 --> 00:09:51.000]   And then you're going to have to do it.
[00:09:51.000 --> 00:09:53.000]   And then you're going to have to do it.
[00:09:53.000 --> 00:09:55.000]   And then you're going to have to do it.
[00:09:55.000 --> 00:09:57.000]   And then you're going to have to do it.
[00:09:57.000 --> 00:09:59.000]   And then you're going to have to do it.
[00:09:59.000 --> 00:10:01.000]   And then you're going to have to do it.
[00:10:01.000 --> 00:10:03.000]   And then you're going to have to do it.
[00:10:03.000 --> 00:10:05.000]   And then you're going to have to do it.
[00:10:05.000 --> 00:10:07.000]   And then you're going to have to do it.
[00:10:07.000 --> 00:10:09.000]   And then you're going to have to do it.
[00:10:09.000 --> 00:10:11.000]   And then you're going to have to do it.
[00:10:11.000 --> 00:10:13.000]   And then you're going to have to do it.
[00:10:13.000 --> 00:10:15.000]   And then you're going to have to do it.
[00:10:15.000 --> 00:10:17.000]   And then you're going to have to do it.
[00:10:17.000 --> 00:10:18.000]   Yeah.
[00:10:18.000 --> 00:10:19.000]   Well, we're actually looking at the code.
[00:10:19.000 --> 00:10:20.000]   Do you put a grade card in there?
[00:10:20.000 --> 00:10:23.000]   Or do you use the on-board SAS controller?
[00:10:23.000 --> 00:10:28.000]   I think we use the on-board SAS controller, you know, for what we're doing here.
[00:10:28.000 --> 00:10:33.000]   But we may go to the-- you know, we have some raids, but we're trying to figure out how we're going to--
[00:10:33.000 --> 00:10:34.000]   Right.
[00:10:34.000 --> 00:10:35.000]   What we're going to do with that.
[00:10:35.000 --> 00:10:36.000]   Now, here's my question.
[00:10:36.000 --> 00:10:37.000]   It says you could put three 1-terabyte drives.
[00:10:37.000 --> 00:10:39.000]   They don't go bigger than a terabyte.
[00:10:39.000 --> 00:10:41.000]   Well, that's what you're going to order from Apple.
[00:10:41.000 --> 00:10:42.000]   I think you could get--
[00:10:42.000 --> 00:10:43.000]   Oh.
[00:10:43.000 --> 00:10:45.000]   This is just what they're making available.
[00:10:45.000 --> 00:10:47.000]   You're not limited to one terabyte drives.
[00:10:47.000 --> 00:10:50.000]   You just have to-- that's all that they make available to you.
[00:10:50.000 --> 00:10:51.000]   I am.
[00:10:51.000 --> 00:10:52.000]   OK.
[00:10:52.000 --> 00:10:53.000]   Two easy net.
[00:10:53.000 --> 00:10:54.000]   But no, I like this.
[00:10:54.000 --> 00:11:00.000]   It has a mini display port, but I guess there's really not any video card in it, particularly.
[00:11:00.000 --> 00:11:01.000]   What's the video?
[00:11:01.000 --> 00:11:03.000]   No, it's not going to be particularly fast.
[00:11:03.000 --> 00:11:05.000]   I mean, you will be able to put video out.
[00:11:05.000 --> 00:11:06.000]   You could hook it to video.
[00:11:06.000 --> 00:11:08.000]   I mean, I believe you can hook it to video.
[00:11:08.000 --> 00:11:09.000]   The--
[00:11:09.000 --> 00:11:10.000]   Or is it completely headless?
[00:11:10.000 --> 00:11:11.000]   It might be completely headless.
[00:11:11.000 --> 00:11:13.000]   I don't think it's headless.
[00:11:13.000 --> 00:11:15.000]   I am not 100% sure of that.
[00:11:15.000 --> 00:11:16.000]   No, no, yeah.
[00:11:16.000 --> 00:11:17.000]   Oh, it's built in--
[00:11:17.000 --> 00:11:18.000]   Oh, it has the same one I got.
[00:11:18.000 --> 00:11:19.000]   Jeez.
[00:11:19.000 --> 00:11:20.000]   Yeah.
[00:11:20.000 --> 00:11:23.000]   The GT120, which is a piece of junk.
[00:11:23.000 --> 00:11:26.000]   Yeah, so it is a--
[00:11:26.000 --> 00:11:28.000]   Why are you laughing at me born?
[00:11:28.000 --> 00:11:29.000]   I just, you know, I just--
[00:11:29.000 --> 00:11:30.000]   I laughed at me born.
[00:11:30.000 --> 00:11:33.000]   As soon as I saw the press release on this, I thought to myself,
[00:11:33.000 --> 00:11:35.000]   I know what's going to come next.
[00:11:35.000 --> 00:11:36.000]   God.
[00:11:36.000 --> 00:11:37.000]   You know, how can they bite me twice?
[00:11:37.000 --> 00:11:38.000]   Because I bought the bad--
[00:11:38.000 --> 00:11:42.000]   I bought the previous server on a Friday, and they released the new one on a Monday.
[00:11:42.000 --> 00:11:43.000]   But that--
[00:11:43.000 --> 00:11:46.000]   Oh, whoo, whoo, whoo, put on the brakes, got the new one,
[00:11:46.000 --> 00:11:47.000]   and then they--
[00:11:47.000 --> 00:11:49.000]   See, that was just like a faint, and then the jab.
[00:11:49.000 --> 00:11:50.000]   It was a head fake.
[00:11:50.000 --> 00:11:51.000]   Yeah.
[00:11:51.000 --> 00:11:52.000]   Exactly.
[00:11:52.000 --> 00:11:53.000]   It was just a head fake.
[00:11:53.000 --> 00:11:54.000]   They're like, duck and weave, and then boom, they hit you.
[00:11:54.000 --> 00:11:56.000]   Not that I would have saved any money.
[00:11:56.000 --> 00:11:58.000]   I mean, this is the same price as far as I can do.
[00:11:58.000 --> 00:11:59.000]   And, you know--
[00:11:59.000 --> 00:12:00.000]   And that'll do the same thing.
[00:12:00.000 --> 00:12:01.000]   It's just--
[00:12:01.000 --> 00:12:02.000]   For us, it's just a form factor.
[00:12:02.000 --> 00:12:08.000]   Yeah, and also just, you don't want to tie up floor space and--
[00:12:08.000 --> 00:12:09.000]   Mine's like--
[00:12:09.000 --> 00:12:10.000]   Right over here.
[00:12:10.000 --> 00:12:14.000]   It's like the tower from 2001, a space odyssey, the Sentinel.
[00:12:14.000 --> 00:12:17.000]   I'm just waiting for a chimpanzee to hit it with a bone.
[00:12:17.000 --> 00:12:21.000]   I mean, because when you think about it, this is like effectively with the hyper-threading,
[00:12:21.000 --> 00:12:25.000]   effectively if an application and a lot of our applications can take advantage of it,
[00:12:25.000 --> 00:12:27.000]   will look like 16 processors.
[00:12:27.000 --> 00:12:29.000]   And so if we throw--
[00:12:29.000 --> 00:12:36.000]   Let's say we get five of these things over the next year, that'll be like having 90 or 80 processors.
[00:12:36.000 --> 00:12:37.000]   You know, that's--
[00:12:37.000 --> 00:12:39.000]   And that means--
[00:12:39.000 --> 00:12:41.000]   Do you use X-grid?
[00:12:41.000 --> 00:12:43.000]   Is that how you do the rendering?
[00:12:43.000 --> 00:12:45.000]   It depends on the application.
[00:12:45.000 --> 00:12:52.000]   So usually what we're using is there's just a Q-Master and a lot of the stuff that's set up.
[00:12:52.000 --> 00:13:00.000]   A lot of these compressor and then a lot of these other applications have their own way of managing it.
[00:13:00.000 --> 00:13:04.000]   So if we're rendering out a Moto or a Cinema 4D or a lot of these other apps,
[00:13:04.000 --> 00:13:11.000]   you put clients on all the computers and then they--the clients suck up all of them individually and send it back.
[00:13:11.000 --> 00:13:14.000]   So it just depends on whether we're doing 3D or whether we're doing compression.
[00:13:14.000 --> 00:13:23.000]   To be honest, the biggest thing we need this for is compressing files for clients back down to either Flash or H.264 for the web.
[00:13:23.000 --> 00:13:29.000]   You know, it's just--we produce--for clients, we produce between 40 and 80 episodes a month.
[00:13:29.000 --> 00:13:32.000]   And so--and that just turns into a lot of render time.
[00:13:32.000 --> 00:13:33.000]   Wow.
[00:13:33.000 --> 00:13:39.000]   You know, and so we need something that we're not tempted or not trying to use in the pipeline.
[00:13:39.000 --> 00:13:43.000]   Just something that sits in a corner and we just send stuff over to it and it comes back done.
[00:13:43.000 --> 00:13:44.000]   Very cool.
[00:13:44.000 --> 00:13:45.000]   You know, that's--
[00:13:45.000 --> 00:13:46.000]   Yeah.
[00:13:46.000 --> 00:13:47.000]   It's very exciting.
[00:13:47.000 --> 00:13:48.000]   Well, that's what these are for.
[00:13:48.000 --> 00:13:49.000]   Yep.
[00:13:49.000 --> 00:13:51.000]   Absolutely what these are for.
[00:13:51.000 --> 00:13:53.000]   All right, so the new X-curves are here.
[00:13:53.000 --> 00:13:54.000]   The new X-curves are here.
[00:13:54.000 --> 00:13:55.000]   Ooh, ooh, ooh, ooh.
[00:13:55.000 --> 00:13:59.000]   Also a new time capsule up to two terabytes now in the time.
[00:13:59.000 --> 00:14:02.000]   I think that's the only change, right?
[00:14:02.000 --> 00:14:03.000]   Yeah.
[00:14:03.000 --> 00:14:04.000]   I mean, I didn't really pay that much.
[00:14:04.000 --> 00:14:05.000]   That's nice.
[00:14:05.000 --> 00:14:06.000]   Is it lower price?
[00:14:06.000 --> 00:14:09.000]   I think it's a little-- isn't it just slightly different price?
[00:14:09.000 --> 00:14:12.000]   I don't know if it's a little bit higher or lower, but--
[00:14:12.000 --> 00:14:13.000]   Slightly different price.
[00:14:13.000 --> 00:14:14.000]   Well, it seems to me--
[00:14:14.000 --> 00:14:18.000]   It seems to me that was a different--I don't know.
[00:14:18.000 --> 00:14:22.000]   It even printed on my brain, it was a different price before, but I haven't made a way to check.
[00:14:22.000 --> 00:14:24.000]   Automatic wireless backup for your Bach.
[00:14:24.000 --> 00:14:28.000]   Backup a lifetime worth of memories with the all-new time capsule.
[00:14:28.000 --> 00:14:33.000]   Do you think it's a coincidence that all these people released these kinds of things, Drobo
[00:14:33.000 --> 00:14:35.000]   and Apple, on the same day?
[00:14:35.000 --> 00:14:36.000]   Yeah, that is weird.
[00:14:36.000 --> 00:14:38.000]   I'm sure Drobo didn't plan this.
[00:14:38.000 --> 00:14:39.000]   Nobody expected this from Apple.
[00:14:39.000 --> 00:14:45.000]   I mean, we knew there'd be a new X-serve, but--so $2.99 for the 500 gigabytes if you want to
[00:14:45.000 --> 00:14:48.000]   terabyte $4.99, but you get a router, too, right?
[00:14:48.000 --> 00:14:49.000]   Yes.
[00:14:49.000 --> 00:14:54.000]   So you get an 802.11 Wi-Fi base station, dual band support, and then you get the built-in--it's
[00:14:54.000 --> 00:14:58.000]   basically an airport extreme with a hard side.
[00:14:58.000 --> 00:14:59.000]   Exactly.
[00:14:59.000 --> 00:15:00.000]   In fact, it looks the same.
[00:15:00.000 --> 00:15:02.000]   Which is kind of a cool idea for a lot of people.
[00:15:02.000 --> 00:15:06.000]   I mean, if you're doing things like home movie applications and--
[00:15:06.000 --> 00:15:09.000]   Well, I just, you know, and if I'm going to talk a little bit later about my home--
[00:15:09.000 --> 00:15:15.000]   For Mac Mania 9, I'm going to be doing a lecture on using a Mac Mini to make a home theater.
[00:15:15.000 --> 00:15:21.000]   And I bought the Mac Mini, but it only has a 360, 320 gig hard drive, so I bought a terabyte
[00:15:21.000 --> 00:15:26.000]   external drive to go on it.
[00:15:26.000 --> 00:15:31.000]   But that just seems like a--I mean, that's a lot--it's like $200 for the terabyte as an
[00:15:31.000 --> 00:15:34.000]   I6 external quiet terabyte, so I don't know.
[00:15:34.000 --> 00:15:36.000]   I'm not a big time machine fan.
[00:15:36.000 --> 00:15:38.000]   Either of you guys use time machine.
[00:15:38.000 --> 00:15:44.000]   I played with it, but I just thought to myself, it seemed like there's really no need for
[00:15:44.000 --> 00:15:46.000]   just any old drive will do.
