;FFMETADATA1
title=Schmigadoon
artist=TWiT
album_artist=TWiT
album=MacBreak Weekly
track=734
genre=Podcast
comment=https://twit.tv/mbw
copyright=These podcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2020
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:06.900]   It's time for Mac break weekly and he's here Renee's here. Lori's here and we all got invitations
[00:02:26.200 --> 00:02:29.120]   Hi, hi, hi
[00:02:29.120 --> 00:02:37.120]   Thank you also to Andy and not co from WGBH in Boston our East Coast reporter
[00:02:37.120 --> 00:02:42.160]   Welcome back. He has more stripes like to be here, but you can't see them all. I
[00:02:42.160 --> 00:02:44.960]   Promise you I bought more than one strike
[00:02:48.880 --> 00:02:52.780]   So people saying that hey he could only afford the one stripe. That's just a lot
[00:02:52.780 --> 00:02:59.300]   They're so broad and from Montreal new covet hotspot. We welcome
[00:02:59.300 --> 00:03:03.800]   YouTube fame YouTube comm slash Renee
[00:03:03.800 --> 00:03:10.940]   Richie, okay show hands. I know Andy and not co I've seen Andy a co I've met an ad-gaco and it stripes all the way down all the way down
[00:03:10.940 --> 00:03:15.740]   Show of hands did anyone get an invitation this morning
[00:03:17.980 --> 00:03:23.120]   virtual but yes, hey guess who guess who has two thumbs and got an invitation
[00:03:23.120 --> 00:03:31.620]   So the last time I thought I was a bug they sent out that weird invitation saying you want your briefing
[00:03:31.620 --> 00:03:36.480]   Here's your briefing and then they retracted it, but yes, I got another invitation here. It is
[00:03:36.480 --> 00:03:40.320]   We kind of thought this would happen if Apple was gonna have an event on
[00:03:40.320 --> 00:03:47.460]   October 13th they would announce it today October 6th the week early. This is the invite
[00:03:47.740 --> 00:03:49.460]   It says hi
[00:03:49.460 --> 00:03:56.180]   And it's not hig h h h hi comma speed. Hello. It's like saying hello speed
[00:03:56.180 --> 00:03:59.200]   Please join us for a special Apple event in Apple Park
[00:03:59.200 --> 00:04:03.620]   The Apple logo is surrounded by concentric rings
[00:04:03.620 --> 00:04:13.340]   Some have interpreted that as the 5g radios, but I love in our chat room said, you know, maybe that's Apple tags
[00:04:14.820 --> 00:04:18.620]   Your name is be where you very confused about the personalization of this
[00:04:18.620 --> 00:04:21.140]   Wow, they sent me a personal invite
[00:04:21.140 --> 00:04:24.700]   Yeah, that would wonder what yours had Leo hi Leo
[00:04:24.700 --> 00:04:32.860]   No mind just at high speed as well. So yeah, I mean, it's not it's not like inviting you to Apple campus to go
[00:04:32.860 --> 00:04:35.580]   But I'm hoping that they get in the habit of this and then
[00:04:35.580 --> 00:04:42.340]   For this one. Yeah, that's right. I might be at the 18,000th person on the list, but I am
[00:04:42.820 --> 00:04:44.820]   But you're on the list
[00:04:44.820 --> 00:04:47.860]   So
[00:04:47.860 --> 00:04:52.180]   What we're gonna do next week is a programming note is we'll as we did last time
[00:04:52.180 --> 00:04:59.060]   With the iPad announcement and the Apple Watch announcement will start iOS today an hour or two early probably around 8 o'clock
[00:04:59.060 --> 00:05:06.740]   Pacific time 11 Eastern and then that way mica and I can do the announcement which is at 10 o'clock Pacific time
[00:05:07.340 --> 00:05:14.180]   1 p.m. Eastern 1700 UTC and then we'll start Mac break weekly immediately after the Apple announcement
[00:05:14.180 --> 00:05:19.860]   They're pretty disciplined at this point. I imagine they'll do you know it was funny the Google did its thing last week
[00:05:19.860 --> 00:05:24.740]   And it was like 29 minutes and 59 seconds
[00:05:24.740 --> 00:05:29.560]   It was like half hour bum. It's over they edit it to time
[00:05:29.560 --> 00:05:35.060]   Yeah, Apple didn't do that. Did they it was a little longer than an hour? I think yeah
[00:05:35.060 --> 00:05:38.700]   And you're forgetting that included a blooper reel like just like you know
[00:05:38.700 --> 00:05:44.240]   Can't have all run where they had like you know Bert Reynolds and Bert Reynolds breaking up and playing jokes on
[00:05:44.240 --> 00:05:47.340]   Yeah, so yeah
[00:05:47.340 --> 00:05:53.620]   Well, I also think Apple Google was just anxious to get it over with it. Yeah
[00:05:53.620 --> 00:06:00.420]   Let's go back to bed it was their night in announcement there are not
[00:06:01.380 --> 00:06:09.540]   Like we have like we have any chance of getting any attention during a new cycle during this month of this year in this world
[00:06:09.540 --> 00:06:15.820]   So why bother they couldn't be bothered to have Google IO they barely could be bothered to do a pixel event
[00:06:15.820 --> 00:06:22.220]   Which means they're clear in the way for Samsung and Apple to dominate which they would do anyway
[00:06:22.220 --> 00:06:25.420]   So this is an iPhone 12 announcement, right?
[00:06:25.420 --> 00:06:29.500]   Probably anyone check mark Irma's Twitter come up. They didn't want check mark
[00:06:30.740 --> 00:06:34.660]   Prosser said last night. This would be we'd all be getting this but I could have tweeted that
[00:06:34.660 --> 00:06:37.380]   You actually did Renee a really good
[00:06:37.380 --> 00:06:43.980]   Peace on stuff. Why are we listening to these people with zero track record in their iPhone rumors?
[00:06:43.980 --> 00:06:48.940]   Yeah, they're being blocked over and over again and it's I get it
[00:06:48.940 --> 00:06:53.780]   I get like the thirst for page views during the time of COVID must I can't even I'm not gonna look at Laurie
[00:06:53.780 --> 00:06:57.660]   I can't even imagine who pressure being put on you know professional bloggers these days
[00:06:57.660 --> 00:07:02.900]   But I think it's I think not I'm not on I'm more I'm more is rigorous about this stuff
[00:07:02.900 --> 00:07:07.580]   But on some other sites. Yeah, I think anytime they see a tweet it just gets a blog post for a long time
[00:07:07.580 --> 00:07:13.860]   I actually resisted doing rumors of any kind but I realized that that was a road to hell paved with good intense
[00:07:13.860 --> 00:07:17.860]   So we we started doing rumors judiciously
[00:07:17.860 --> 00:07:26.540]   But I like about the rumor stuff though is that it makes it fun to talk about what you're excited for you know
[00:07:26.540 --> 00:07:31.220]   So there's somebody might have a rumor of like the new iPhone color and then you get to say like
[00:07:31.220 --> 00:07:33.100]   Oh, wouldn't that be so great if that's real
[00:07:33.100 --> 00:07:36.020]   I would love that new color and then it gets you all excited about it
[00:07:36.020 --> 00:07:40.140]   So it's not about like for me when I talk about rumors. It's not about
[00:07:40.140 --> 00:07:47.500]   Believing what people say as much as it is about just sort of enjoying the idea of what's to come, you know
[00:07:47.500 --> 00:07:54.940]   So Renee you've done you did this yesterday in a piece for I'm more kind of a thought experiment about what you would like to see
[00:07:55.740 --> 00:07:59.020]   Next Tuesday for the iPhone 12 announcement
[00:07:59.020 --> 00:08:04.100]   The rumors are there's gonna be a huge variety both in colors and sizes and
[00:08:04.100 --> 00:08:11.540]   Yeah, my general take on that is that's to cover up the fact that there's not we really don't have a lot more
[00:08:11.540 --> 00:08:13.540]   We can add to these phones
[00:08:13.540 --> 00:08:20.260]   What do you think also practical because like the 5g modem if you look at what other vendors have gone through over the last year
[00:08:20.260 --> 00:08:27.220]   The phone size has increased because especially the millimeter wave the frequency range to modems are just big and power hungry
[00:08:27.220 --> 00:08:32.500]   So they require a lot of resources and the phones get bigger and they're really good about saying our biggest screen ever
[00:08:32.500 --> 00:08:36.660]   But what they really mean is geez call company take you can you get this working better, please?
[00:08:36.660 --> 00:08:41.280]   And so Apple has to has to fit that modem into an iPhone
[00:08:41.280 --> 00:08:46.420]   What was an iPhone 11 pro and pro max and it's gonna make it bigger it looks like they're eating the cost at least
[00:08:46.420 --> 00:08:51.820]   You know for the most part, so they're not gonna be a hundred bucks more expensive like a lot of other phones got this year
[00:08:51.820 --> 00:08:55.800]   But just supplying power to that and if they are using the next generation of
[00:08:55.800 --> 00:08:58.660]   Panels those are more expensive more power hungry
[00:08:58.660 --> 00:09:04.340]   So I think they're they realize they had to increase sizes on one side and they're like, okay
[00:09:04.340 --> 00:09:08.860]   We want to keep the average selling price about the same so we're gonna make a smaller version
[00:09:08.860 --> 00:09:13.980]   That's a little bit less expensive and hopefully that balances everything else and we don't just get crushed by 2020
[00:09:13.980 --> 00:09:16.460]   So the so-called 12 mini
[00:09:16.460 --> 00:09:20.460]   Probably would not have millimeter wave
[00:09:20.460 --> 00:09:29.820]   I think some people have said it would but I find it hard to believe it's it's such a niche technology such an under-deployed technology and such an expensive
[00:09:29.820 --> 00:09:39.380]   Technology that I think it's just reasonable to do what Samsung did and that's put it in sort of the higher end models and leave frequency range one the low and mid-band
[00:09:39.380 --> 00:09:41.460]   5g
[00:09:41.460 --> 00:09:47.060]   Radios in the lower price models. Yeah, also in the United States is kind of there's kind of a curve ball because
[00:09:47.060 --> 00:09:52.180]   Verizon seems to be betting a lot harder on millimeter wave than anybody else
[00:09:52.180 --> 00:09:58.060]   They're trying they're trying to make it into a thing for like indoor deployment and for like commercial broadband
[00:09:58.060 --> 00:10:04.980]   So they are trying so there I don't I'm wondering what kind of pressure the Verizon is putting on all manufacturers
[00:10:04.980 --> 00:10:07.780]   Just saying yes, I know that I know that the millimeter wave
[00:10:08.340 --> 00:10:14.620]   Forces you to think about putting a telescoping antenna into your phones for the first time in 40 years
[00:10:14.620 --> 00:10:20.100]   But the thing is we want this is the phone that we want to try to sell so we want you to try to make one
[00:10:20.100 --> 00:10:27.540]   It's ironic because as far as I can tell very few people will be able to get minute millimeter wave
[00:10:27.540 --> 00:10:35.020]   And keep it that's the hard part like if you turn around if you go inside if the rain if it starts raining if the leaves move on a chair
[00:10:35.020 --> 00:10:37.900]   You lose signal. It's yeah bizarre
[00:10:38.460 --> 00:10:39.900]   also
[00:10:39.900 --> 00:10:48.420]   As you mentioned expense and battery life, it's interesting because Google did put millimeter wave in their pixel 5 and
[00:10:48.420 --> 00:10:50.700]   analysts have said
[00:10:50.700 --> 00:10:53.740]   That's the difference primarily between the iPhone
[00:10:53.740 --> 00:11:01.100]   I'm sorry the pixel 4a 5g and the pixel 5 is this millimeter wave a hundred dollars it adds to the cost
[00:11:01.100 --> 00:11:03.580]   So that's a significant
[00:11:04.620 --> 00:11:07.420]   penalty for for a capability
[00:11:07.420 --> 00:11:10.140]   Virtually, no one will be able to use
[00:11:10.140 --> 00:11:18.540]   Yeah, and again we get back to Verizon because they're they bought up an enormous amount of millimeter waves spectrum
[00:11:18.540 --> 00:11:23.020]   And they really they're trying to promote this as this is why our networks are better
[00:11:23.020 --> 00:11:27.100]   And this is why we have the fastest most modern network whereas every other whereas
[00:11:27.100 --> 00:11:32.300]   In terms of subscribers of phones every other carrier is
[00:11:33.020 --> 00:11:38.620]   Promoting 5g as something is going to be very good very helpful very important, but not necessarily
[00:11:38.620 --> 00:11:44.620]   Something willing they're they're willing to sandbag a hardware design over so it's it's very you're right
[00:11:44.620 --> 00:11:48.060]   Verizon has all the pixel stock too right in the u.s. At least so far
[00:11:48.060 --> 00:11:52.860]   My sense is this was a deal with the devil that google had to make
[00:11:52.860 --> 00:11:57.020]   If they wanted Verizon to carry it they were gonna have to put millimeter wave in
[00:11:57.020 --> 00:12:01.820]   They were strong. I wonder if apple was to apple doesn't get strong armed. Yeah
[00:12:01.820 --> 00:12:03.820]   I
[00:12:03.820 --> 00:12:05.820]   Just because the problem with millimeter wave
[00:12:05.820 --> 00:12:12.940]   Is it's so high frequency that doesn't go through walls. Well, you really need virtually line of sight to the tower
[00:12:12.940 --> 00:12:18.140]   That doesn't all new towers too. Yeah, you need new towers and more of them four times more of them
[00:12:18.140 --> 00:12:20.700]   So it's only going to be in big cities
[00:12:20.700 --> 00:12:27.580]   in probably in high rises as you said in come in inside a business or perhaps
[00:12:27.820 --> 00:12:30.940]   Stadiums maybe like I don't even know if it's going to end up being a commercial technology
[00:12:30.940 --> 00:12:35.180]   I have this huge fear that it'll be like their y-max like sprint was all in on y-max
[00:12:35.180 --> 00:12:37.180]   And it just didn't work and it cost them a year
[00:12:37.180 --> 00:12:39.820]   And a fortune yeah to get over
[00:12:39.820 --> 00:12:44.620]   So are we over buying if we buy a phone with millimeter wave or are we spending more than we have to?
[00:12:44.620 --> 00:12:49.260]   So my thing my big thing about this is that you're getting a Qualcomm modem
[00:12:49.260 --> 00:12:51.740]   And I know for some people the Intel modems have been just fine
[00:12:51.740 --> 00:12:54.300]   But for a lot of people especially in borderline areas
[00:12:54.620 --> 00:12:57.980]   They just haven't held a signal as well or as long or as reliably
[00:12:57.980 --> 00:13:04.460]   And even if you never turn on millimeter wave or even you know sub six sub seven sub nine whatever it ends up being
[00:13:04.460 --> 00:13:10.140]   You're still getting a Qualcomm modem for LTE and for a lot of people. I think that'll be a huge sigh of relief
[00:13:10.140 --> 00:13:12.780]   Yeah, and on top of all that
[00:13:12.780 --> 00:13:17.420]   There it remains to be seen if any of these characters carriers can deliver 5g services
[00:13:17.420 --> 00:13:23.180]   That are in any way relevant to a phone above lte right now lt. It's
[00:13:24.060 --> 00:13:27.180]   Every single person every single entity that is
[00:13:27.180 --> 00:13:30.140]   Involved in streaming or data delivery at high speed
[00:13:30.140 --> 00:13:34.620]   They know how to deliver video and audio to a 4g phone extremely well
[00:13:34.620 --> 00:13:37.980]   And it's not as though we're going to have a phone with an 8k display
[00:13:37.980 --> 00:13:42.940]   If if there is one i bet it's going to be sam san who makes it just to say that they were able to make it
[00:13:42.940 --> 00:13:50.700]   But it's hard to figure out how you can deliver a 5g to a mobile handset in a way that
[00:13:51.820 --> 00:13:58.460]   Is there a serious value even even live streaming live video streaming and chatting that's perfectly fine over lte
[00:13:58.460 --> 00:14:06.220]   Overphone given how how much data you can throw away because it's not going to be relevant to the needs of that actual application
[00:14:06.220 --> 00:14:11.900]   So it's i keep people were asking me people a little bit surprised with me for buying
[00:14:11.900 --> 00:14:14.460]   Of an LTE phone this year
[00:14:14.460 --> 00:14:18.300]   And one of the reasons that i gave for people is that for me
[00:14:18.860 --> 00:14:23.980]   $50 for a phone this year is a good investment because i'm not going to be dumping a thousand dollars in a phone
[00:14:23.980 --> 00:14:28.860]   That two or three years from now might not be quite in tune with what the world is like
[00:14:28.860 --> 00:14:35.020]   But also that i don't think that 5g is going to make a big impact on people's lives for another couple of years at least
[00:14:35.020 --> 00:14:42.380]   So i'm just thinking you know i refer to this before but the pc magazine article from last month
[00:14:42.380 --> 00:14:44.940]   Race to 5g
[00:14:44.940 --> 00:14:53.100]   This is uh, they do this yearly they go to 26 cities concluded that 5g was a complete waste of time at this point
[00:14:53.100 --> 00:14:59.020]   And it's a marketing and finance point. It's it's not something anybody should be looking for in a device
[00:14:59.020 --> 00:15:01.820]   Um that the current
[00:15:01.820 --> 00:15:07.660]   Leader in 5g speeds is verizon but good luck getting anywhere near a verizon phone
[00:15:08.140 --> 00:15:14.060]   T-mobile which has the widest coverage of 5g their 5g isn't particularly faster
[00:15:14.060 --> 00:15:16.300]   so
[00:15:16.300 --> 00:15:17.820]   So
[00:15:17.820 --> 00:15:24.540]   It really seems like it's more robust though. It's well it's 600 megahertz. So it gets through walls. It's the low band
[00:15:24.540 --> 00:15:27.100]   5g
[00:15:27.100 --> 00:15:28.380]   I feel like the
[00:15:28.380 --> 00:15:31.500]   Phone manufacturers because everybody's putting out 5g phones now
[00:15:31.500 --> 00:15:33.900]   Got a
[00:15:34.220 --> 00:15:39.340]   So instead of having just 20 you know, which limits the amount of people on i think it goes up to 100 hertz
[00:15:39.340 --> 00:15:41.740]   Just on the aggregation so you can have many more
[00:15:41.740 --> 00:15:45.260]   It's the same tower technology and you can have just many more people on that tower
[00:15:45.260 --> 00:15:49.980]   So again, it's for those people in those areas who just always never gotten or been underserved by lt
[00:15:49.980 --> 00:15:51.100]   I think
[00:15:51.100 --> 00:15:53.900]   Uh, t-mobile is doing a good job with that the rest is just
[00:15:53.900 --> 00:15:56.460]   marketing
[00:15:56.460 --> 00:15:57.260]   Sashik
[00:15:57.260 --> 00:15:59.420]   To keep in mind though is that
[00:15:59.420 --> 00:16:03.580]   They're like not everybody is going to buy a new phone in a couple of years
[00:16:03.580 --> 00:16:08.380]   So there's going to be people buying now with even though 5g doesn't matter to them at the moment
[00:16:08.380 --> 00:16:13.980]   Five years from now they still want their phone to be you know as fast as possible and
[00:16:13.980 --> 00:16:22.460]   I agree that from you know the the phone makers perspective phone makers didn't need to make 5g phones yet
[00:16:22.460 --> 00:16:25.260]   But they did so from the consumer perspective
[00:16:26.220 --> 00:16:30.620]   I would say that it's not a bad idea to just go ahead and buy a 5g phone
[00:16:30.620 --> 00:16:35.660]   If you're the kind of person who only buys a phone every five or six years because five or six years from now
[00:16:35.660 --> 00:16:38.460]   5g is probably going to be more ubiquitous
[00:16:38.460 --> 00:16:43.660]   Maybe not five millimeter, but some version of 5g will be used more
[00:16:43.660 --> 00:16:49.420]   Commonly throughout the but the question is will you be disadvantaged because you're still using an lte phone
[00:16:49.420 --> 00:16:51.900]   Will you be in a slower network? Will you be on it?
[00:16:51.900 --> 00:16:56.460]   Will be less no no, and I don't even think you will have an older your 5g modem though
[00:16:56.460 --> 00:16:58.140]   You're yes
[00:16:58.140 --> 00:17:03.740]   So you're taking a gamble by buying this device that in three years 5g will be better
[00:17:03.740 --> 00:17:09.820]   That it will be widespread that you'll be able to get it and yes, you may as the excellent point Renee
[00:17:09.820 --> 00:17:13.020]   You're buying an older 5g technology when you buy it today
[00:17:13.020 --> 00:17:17.420]   So I feel like this is I mean it's not a gamble. We have a choice in every
[00:17:17.900 --> 00:17:24.780]   I mean but if if for some reason on Tuesday apple says these have 5g and these don't and in their 100 bucks less
[00:17:24.780 --> 00:17:31.020]   I would opt for the one without to be on some markets might not like there are rumors that outside the big markets
[00:17:31.020 --> 00:17:32.220]   They're going to have lte versions
[00:17:32.220 --> 00:17:37.020]   But they're not going to be coming as quickly and then you just have to deal with because the problem for consumers here is that
[00:17:37.020 --> 00:17:43.020]   Before lte it was a mess you had to figure out which network you were on before you could figure out which iphone you wanted to buy
[00:17:43.020 --> 00:17:47.340]   Because you had to have CDMA for Verizon and those were different models and first print back then
[00:17:47.740 --> 00:17:51.020]   And the other gsm models and we got rid of that largely with lte
[00:17:51.020 --> 00:17:55.420]   You could just buy a phone if you bought your Verizon, you know, a Verizon phone unlocked you could use it anywhere
[00:17:55.420 --> 00:18:00.780]   And now you're going to have to pay close attention to which phone goes with your carrier again, which just feels like a step back
[00:18:00.780 --> 00:18:04.780]   Yeah, the modems are
[00:18:04.780 --> 00:18:09.340]   Modems like cameras right now where we don't really have to worry about whether we're going to get a decent one that works
[00:18:09.340 --> 00:18:12.940]   So long as we're slums not buying a phone in a blister pack of the drugstore
[00:18:12.940 --> 00:18:14.540]   the
[00:18:14.540 --> 00:18:20.700]   The thing to underscore is that there's a there's a really hot phone that's not available in the United States yet. I think it's the
[00:18:20.700 --> 00:18:23.980]   I'm not gonna. I'm not gonna guess. I I haven't written down somewhere
[00:18:23.980 --> 00:18:28.700]   But it's it's so good that a lot of like review sites are importing them just to read review
[00:18:28.700 --> 00:18:35.020]   Uh, and what they have to under what they have to really remind people of is that because this was designed
[00:18:35.020 --> 00:18:38.300]   This was designed specifically to be sold in one limited market
[00:18:38.300 --> 00:18:43.100]   They don't have like the full qual qualcomm chips that and so that you'll find that oh well gee
[00:18:43.100 --> 00:18:48.380]   It doesn't I'm not getting high speed in my area because my my carrier doesn't doesn't have this
[00:18:48.380 --> 00:18:52.860]   Because this phone does not support a carrier that a a chip
[00:18:52.860 --> 00:18:55.420]   I'm sorry does not support a
[00:18:55.420 --> 00:18:58.460]   methodology that was that came across three or four years ago
[00:18:58.460 --> 00:19:03.420]   It only does like the cheap stuff that isn't really required where this thing was was meant for
[00:19:03.420 --> 00:19:10.460]   We ignore the great thing about technology when it's mature is that the sign of success is that we totally forget that it exists
[00:19:10.700 --> 00:19:14.380]   And that's what we get when we have like a really mature qualcomm chips inside a phone
[00:19:14.380 --> 00:19:16.780]   We forget that those wars have been fought
[00:19:16.780 --> 00:19:21.020]   And and now we've got the memorials up and we don't have to care about that anymore
[00:19:21.020 --> 00:19:24.140]   So long as we buy as long as we've spent any amount of money for a phone
[00:19:24.140 --> 00:19:29.500]   It's gonna work on whatever network that we have pretty much anywhere in the world speaking of qualcomm is there
[00:19:29.500 --> 00:19:31.580]   What is the speculation about?
[00:19:31.580 --> 00:19:37.020]   Will there be qualcomm or intel radios in these new iPhones or will it be all apple silicon
[00:19:37.980 --> 00:19:43.180]   All Qualcomm it will still have qualcomm apple isn't ready to to do a chipset yet
[00:19:43.180 --> 00:19:45.340]   They're working on it. They'll definitely get there
[00:19:45.340 --> 00:19:47.660]   But they're smart enough to to say that
[00:19:47.660 --> 00:19:51.900]   We are we are doing great stuff that works great on the apple campus
[00:19:51.900 --> 00:19:55.820]   It is not ready to inflict upon millions and millions of people that we're getting it
[00:19:55.820 --> 00:19:59.740]   We're taking a thousand dollars from now in your favorite dream Renee
[00:19:59.740 --> 00:20:02.380]   Yes
[00:20:02.380 --> 00:20:06.140]   You this was much more than an iPhone event. That's a bit prejudice
[00:20:06.140 --> 00:20:11.980]   Well, I you know, I think when apple and ass is a new iPhone
[00:20:11.980 --> 00:20:15.980]   I think their tendency would be to say look this is an iPhone event
[00:20:15.980 --> 00:20:20.220]   Well, if we have other things unless they have apple watch but they don't this time
[00:20:20.220 --> 00:20:25.100]   Like for the last few years has been an iPhone and apple watch because they're so closely had the i'd made it
[00:20:25.100 --> 00:20:28.460]   So yeah, well, we had the cheap ipad last year as well
[00:20:28.460 --> 00:20:32.540]   So like they have other stuff on occasion. So I was hoping you know
[00:20:32.940 --> 00:20:36.940]   We'd I need something in 2020 Leo. They've taken all the movies away from me. I have baby
[00:20:36.940 --> 00:20:40.140]   I have this that's all I have left in 2020
[00:20:40.140 --> 00:20:45.420]   So Renee's favorite dream includes I actually love it a new not only a
[00:20:45.420 --> 00:20:48.220]   high quality apple tv
[00:20:48.220 --> 00:20:50.540]   4k plus but a little dongle
[00:20:50.540 --> 00:20:56.700]   So compete with google's chromecast and fire tv sticks you call the apple tv express
[00:20:56.700 --> 00:20:59.500]   I love this. I hope they do that. That would be great
[00:20:59.500 --> 00:21:02.780]   They rumored it two years ago the information had a whole article and the information's got a
[00:21:02.780 --> 00:21:05.260]   Really good track record. They don't do a lot of apple rumors
[00:21:05.260 --> 00:21:10.540]   But they've got a really good track record when they do and the rumor was that apple was working on this is a way to get
[00:21:10.540 --> 00:21:15.820]   The apple tv services into more onto more screens because right now they're doing
[00:21:15.820 --> 00:21:19.420]   In tv's right so that would in
[00:21:19.420 --> 00:21:22.060]   Indicate to me that they could
[00:21:22.060 --> 00:21:25.260]   It must just be a chip at best that they give the tv
[00:21:25.260 --> 00:21:30.140]   Yeah, it can run on well the video service can run on low power on the chips that you get in these tv's
[00:21:30.140 --> 00:21:33.580]   But older tv's aren't getting them and it's only the tv app
[00:21:33.580 --> 00:21:37.020]   Like if you if you want all the other stuff like let's say you do want to play apple arcade
[00:21:37.020 --> 00:21:40.540]   There's there's no facility unless you buy an apple tv which is expensive
[00:21:40.540 --> 00:21:44.620]   And for me like they could put something like like the latest watch system in packages
[00:21:44.620 --> 00:21:48.540]   Not as expensive and super powerful and you can start doing some interesting things
[00:21:48.540 --> 00:21:52.540]   I thought it was one of the things google did really really well in that event was was
[00:21:52.540 --> 00:21:55.740]   Like as poorly as they sold me on 5g
[00:21:55.820 --> 00:22:01.420]   They sold me really well on the value of making any tv no matter how old your tv into a brand new google tv
[00:22:01.420 --> 00:22:04.860]   Yeah, except the google's pushing this stadia gaming
[00:22:04.860 --> 00:22:11.500]   Server kind of their version of arcade and it doesn't work to do that too and it doesn't work on the new chromecast
[00:22:11.500 --> 00:22:13.820]   So it's like the two divisions
[00:22:13.820 --> 00:22:16.620]   They built different
[00:22:16.620 --> 00:22:18.620]   And they went all you had a handshake and
[00:22:18.620 --> 00:22:20.700]   Just to put a finer point on it people
[00:22:20.780 --> 00:22:25.660]   Breveers have side-loaded the stadia app on it and verify that it does work perfectly. So it's
[00:22:25.660 --> 00:22:31.100]   There's probably a licensing or business reason why there's not that's not on yet
[00:22:31.100 --> 00:22:33.260]   That's even more important
[00:22:33.260 --> 00:22:39.580]   But that but that does show that as I as I said on my google podcast last week with flow
[00:22:39.580 --> 00:22:44.620]   I on that sometimes you get the feeling that google is being run about as well as an unlicensed nail salon
[00:22:44.620 --> 00:22:48.220]   That's a good argument. That's an Andy
[00:22:48.220 --> 00:22:49.420]   Uh
[00:22:49.420 --> 00:22:52.620]   Actually, there is a good argument that apple would love to put uh
[00:22:52.620 --> 00:23:00.780]   You know more triple a titles into arcade and to do so they would really want to get a beefier chip in the apple tv
[00:23:00.780 --> 00:23:06.700]   I would love to see at 12z or something in the or a 14. Why not put a 14
[00:23:06.700 --> 00:23:10.860]   Into the next apple tv apple certainly could do it right larry
[00:23:10.860 --> 00:23:13.820]   Definitely and that's
[00:23:13.820 --> 00:23:18.700]   I can't believe that they haven't actually updated apple tv in as long as they have because they're
[00:23:18.700 --> 00:23:24.140]   Trying to get people on board with apple arcade and they're trying to get people on board with tv plus
[00:23:24.140 --> 00:23:29.580]   And a brand new apple tv with a the fastest processor you can get
[00:23:29.580 --> 00:23:32.460]   I think is gonna that's how you win people over
[00:23:32.460 --> 00:23:35.980]   I you know, I went on I got a 4k apple tv
[00:23:35.980 --> 00:23:41.580]   I think a year ago and it was because I had been waiting and waiting and waiting
