
[00:00:00.000 --> 00:00:04.000]   [music]
[00:08:21.000 --> 00:08:23.000]   Vantra is now channeling Kitty Carlisle for me.
[00:08:23.000 --> 00:08:25.000]   I'm asking Kitty for a question.
[00:08:25.000 --> 00:08:27.000]   Her question is this.
[00:08:27.000 --> 00:08:34.000]   Does the person's profession have anything to do with making those giant bugle horns people blow at ball games?
[00:08:34.000 --> 00:08:39.000]   Oh, very close.
[00:08:39.000 --> 00:08:44.000]   I would say no, but I'm sure that some of them have been produced with our company logo on it at some point.
[00:08:44.000 --> 00:08:46.000]   And that's the key, ladies and gentlemen.
[00:08:46.000 --> 00:08:48.000]   That's the key.
[00:08:48.000 --> 00:08:50.000]   Thank you, Kitty.
[00:08:50.000 --> 00:08:51.000]   Wherever you will miss you.
[00:08:51.000 --> 00:08:54.000]   I'm going to turn over all the cards here, folks, and give the $10.
[00:08:54.000 --> 00:08:58.000]   To our mystery guest, he has stumped you all unless anybody has a guest.
[00:08:58.000 --> 00:09:00.000]   Don Rickles is not the guest.
[00:09:00.000 --> 00:09:03.000]   Any other guesses before I turn over all the cards?
[00:09:03.000 --> 00:09:05.000]   It's not Charlie Callis.
[00:09:05.000 --> 00:09:09.000]   No, it is not.
[00:09:09.000 --> 00:09:11.000]   Nicholas Jikkoff is with us.
[00:09:11.000 --> 00:09:19.000]   He is Al Gore, the creator of perhaps the single most incredibly valuable, useful Macintosh program of all time,
[00:09:19.000 --> 00:09:25.000]   the perennial free software winner, Mr. Al Gore is a creator of Quicksilver, of course.
[00:09:25.000 --> 00:09:31.000]   And he now has done a number of things for his current employer, Google, including, I understand,
[00:09:31.000 --> 00:09:38.000]   the Google app for the iPhone, which we've already, I think, has been a pick on Mac break weekly as being incredibly useful.
[00:09:38.000 --> 00:09:40.000]   It was my pick.
[00:09:40.000 --> 00:09:43.000]   Yeah, because it's just a little, it's a location-based search.
[00:09:43.000 --> 00:09:46.000]   Nicholas, it's so good to have you. We're big fans.
[00:09:46.000 --> 00:09:48.000]   It's good to be here, finally.
[00:09:48.000 --> 00:09:49.000]   Finally!
[00:09:49.000 --> 00:09:53.000]   Oh, I think Alex Lindsey now wants to get into the game.
[00:09:53.000 --> 00:09:54.000]   Don't tell him who our guest is.
[00:09:54.000 --> 00:09:55.000]   Surprise him.
[00:09:55.000 --> 00:09:57.000]   Surprise him.
[00:09:57.000 --> 00:09:59.000]   Let's see if you'll know.
[00:09:59.000 --> 00:10:01.000]   Wait, I'm channeling Bennett Surf.
[00:10:01.000 --> 00:10:06.000]   He says, "Bolds of fire, blood, blood of the goat, pulls of..."
[00:10:06.000 --> 00:10:08.000]   Oh, God, Bennett must have really screwed.
[00:10:08.000 --> 00:10:10.000]   He went the wrong way.
[00:10:10.000 --> 00:10:13.000]   I don't know what he was into, but it's been freaking him.
[00:10:13.000 --> 00:10:14.000]   Alex Lindsey, are you there?
[00:10:14.000 --> 00:10:15.000]   I am.
[00:10:15.000 --> 00:10:18.000]   All right, we've just missed our What's My Line game.
[00:10:18.000 --> 00:10:22.000]   We introduced Nicholas Jikkoff, who is, of course, Al Gore.
[00:10:22.000 --> 00:10:25.000]   Do you still use the name Al Gore, Nicholas?
[00:10:25.000 --> 00:10:26.000]   As a user idea.
[00:10:26.000 --> 00:10:27.000]   Yeah.
[00:10:27.000 --> 00:10:29.000]   What does that come from?
[00:10:29.000 --> 00:10:32.000]   It's the name of a star in The Big Dipper.
[00:10:32.000 --> 00:10:33.000]   Next to The Big Dipper.
[00:10:33.000 --> 00:10:34.000]   Oh, that's cool.
[00:10:34.000 --> 00:10:37.000]   Well, yeah, but that's not why it's famous.
[00:10:37.000 --> 00:10:38.000]   Why?
[00:10:38.000 --> 00:10:39.000]   It's famous.
[00:10:39.000 --> 00:10:42.000]   Isn't it the company that froze?
[00:10:42.000 --> 00:10:43.000]   Is the company that froze?
[00:10:43.000 --> 00:10:44.000]   Was it Ted Williams?
[00:10:44.000 --> 00:10:45.000]   No, who did they freeze?
[00:10:45.000 --> 00:10:46.000]   They froze somebody's head.
[00:10:46.000 --> 00:10:47.000]   Oh, that's right.
[00:10:47.000 --> 00:10:48.000]   They're a head freezing company.
[00:10:48.000 --> 00:10:49.000]   Oh, no, no, you're thinking...
[00:10:49.000 --> 00:10:50.000]   That's also the case.
[00:10:50.000 --> 00:10:51.000]   You think of Halcoa.
[00:10:51.000 --> 00:10:53.000]   He was wrapped in Reynolds rap.
[00:10:53.000 --> 00:10:55.000]   That was Walt Disney.
[00:10:55.000 --> 00:10:57.000]   And then he went...
[00:10:57.000 --> 00:10:59.000]   Al Gore Life Extension Foundation.
[00:10:59.000 --> 00:11:01.000]   How old were you when you first wrote "Quick Silver?"
[00:11:01.000 --> 00:11:05.000]   Because you seem like a pretty young guy, unless you're very youthful looking.
[00:11:05.000 --> 00:11:08.000]   2000, so 21?
[00:11:08.000 --> 00:11:09.000]   Okay.
[00:11:09.000 --> 00:11:11.000]   So you are youthful looking.
[00:11:11.000 --> 00:11:14.000]   But you were still in college when you wrote that?
[00:11:14.000 --> 00:11:18.000]   Yeah, the one that's released is right after college around that.
[00:11:18.000 --> 00:11:21.000]   You did something recently, I think it was pretty interesting.
[00:11:21.000 --> 00:11:24.000]   You've kind of given "Quick Silver" away.
[00:11:24.000 --> 00:11:29.000]   Well, and that's partly due to my inability to spend time on it.
[00:11:29.000 --> 00:11:30.000]   Right.
[00:11:30.000 --> 00:11:34.000]   Like making something open source is one of the few ways you can get more input from other people.
[00:11:34.000 --> 00:11:36.000]   I think huge, though.
[00:11:36.000 --> 00:11:38.000]   I think a really significant thing.
[00:11:38.000 --> 00:11:39.000]   How has that gone?
[00:11:39.000 --> 00:11:42.000]   Have people jumped on and become part of the team?
[00:11:42.000 --> 00:11:44.000]   Yeah, there's a lot of people who are really interested in helping.
[00:11:44.000 --> 00:11:50.000]   The main problem is trying to figure out how to organize them so that it's not forked into a bunch of different versions.
[00:11:50.000 --> 00:11:51.000]   Right.
[00:11:51.000 --> 00:11:53.000]   Has it forked?
[00:11:53.000 --> 00:12:00.000]   There's a few people working on variants of it, but we're trying to sort of coalesce everything into another release that we'll do.
[00:12:00.000 --> 00:12:04.000]   One thing I always wanted to ask you is, are you a graphics designer?
[00:12:04.000 --> 00:12:10.000]   Because one thing I always liked about "Quick Silver" is how beautiful it was and just how elegant it is.
[00:12:10.000 --> 00:12:14.000]   And it feels like, did you hire somebody to help you with that or did you do that yourself?
[00:12:14.000 --> 00:12:15.000]   No, I did that.
[00:12:15.000 --> 00:12:17.000]   I actually work as a designer here.
[00:12:17.000 --> 00:12:18.000]   What's it going to say?
[00:12:18.000 --> 00:12:20.000]   Because even "Black Tree" is gorgeous.
[00:12:20.000 --> 00:12:21.000]   Thank you.
[00:12:21.000 --> 00:12:24.000]   So you're a designer as well as a programmer.
[00:12:24.000 --> 00:12:25.000]   Yes.
[00:12:25.000 --> 00:12:28.000]   And so your chief work at Google is which?
[00:12:28.000 --> 00:12:34.000]   As a designer who uses programming to illustrate ideas.
[00:12:34.000 --> 00:12:35.000]   Interesting.
[00:12:35.000 --> 00:12:38.000]   What was your-- were you a CS major?
[00:12:38.000 --> 00:12:40.000]   CS major, but minor, effectively, and art.
[00:12:40.000 --> 00:12:41.000]   Oh, wow.
[00:12:41.000 --> 00:12:43.000]   That's a nice combination.
[00:12:43.000 --> 00:12:44.000]   I think rare, too.
[00:12:44.000 --> 00:12:47.000]   It was fun.
[00:12:47.000 --> 00:12:48.000]   Yeah.
[00:12:48.000 --> 00:12:52.000]   It's helpful because it makes it easier to make something compelling.
[00:12:52.000 --> 00:12:54.000]   Yeah, it's what stops me.
[00:12:54.000 --> 00:12:56.000]   Everything I do looks ugly.
[00:12:56.000 --> 00:13:00.000]   I was like, OK, I can't do a good icon to save my life.
[00:13:00.000 --> 00:13:03.000]   So "Quick Silver" has always been very pretty.
[00:13:03.000 --> 00:13:06.000]   So tell us a little bit about what you're doing at Google.
[00:13:06.000 --> 00:13:14.000]   So generally, I work on mobile and desktop applications, but I'm focused on user experience for that.
[00:13:14.000 --> 00:13:21.000]   And just always thinking about ways of getting people to their information faster or to whatever they're looking for.
[00:13:21.000 --> 00:13:22.000]   That's kind of your charter there.
[00:13:22.000 --> 00:13:24.000]   That's what they brought you on for.
[00:13:24.000 --> 00:13:25.000]   Yes.
[00:13:25.000 --> 00:13:26.000]   That's neat.
[00:13:26.000 --> 00:13:27.000]   Good.
[00:13:27.000 --> 00:13:30.000]   And I sort of started on the Mac team, but tend to branch out to a bunch of other projects.
[00:13:30.000 --> 00:13:31.000]   You've worked a lot.
[00:13:31.000 --> 00:13:36.000]   I was looking at your page at Google Code, and you were on about 10 or 11 different projects.
[00:13:36.000 --> 00:13:38.000]   Most of those are personal, but yeah.
[00:13:38.000 --> 00:13:39.000]   Yeah.
[00:13:39.000 --> 00:13:40.000]   Really all of them.
[00:13:40.000 --> 00:13:41.000]   Wow.
[00:13:41.000 --> 00:13:44.000]   So what's your favorite right now?
[00:13:44.000 --> 00:13:45.000]   My favorite project.
[00:13:45.000 --> 00:13:48.000]   Can you pick one or is that too hard to do?
[00:13:48.000 --> 00:13:52.000]   Wild card is my favorite, but it's not really ready for release.
[00:13:52.000 --> 00:14:01.000]   I think generic whiteboarding, game playing, coronimation for the phone and desktop.
[00:14:01.000 --> 00:14:03.000]   I'll take two.
[00:14:03.000 --> 00:14:05.000]   If I do that, my brain will melt.
[00:14:05.000 --> 00:14:07.000]   That's what you know.
[00:14:07.000 --> 00:14:13.000]   I think you need to add the suffix for productivity and connectivity scalable across enterprise.
[00:14:13.000 --> 00:14:18.000]   And you said that'll get people to read for their venture capital checkbooks.
[00:14:18.000 --> 00:14:21.000]   Hey, Nicholas, are you still working on discipline?
[00:14:21.000 --> 00:14:23.000]   Is that just a personal project?
[00:14:23.000 --> 00:14:26.000]   Or did you ever do anything to more to release that?
[00:14:26.000 --> 00:14:31.000]   I mentioned as the 40th year, I think people will be interested in knowing about discipline.
[00:14:31.000 --> 00:14:36.000]   So discipline was an app that I made a while back that basically was intended to keep you
[00:14:36.000 --> 00:14:39.000]   on track constantly, like every five minutes or so.
[00:14:39.000 --> 00:14:41.000]   There'd be a whip crack sound and it asked you what you were doing.
[00:14:41.000 --> 00:14:42.000]   No.
[00:14:42.000 --> 00:14:44.000]   It honestly, you were accomplishing your task.
[00:14:44.000 --> 00:14:45.000]   You're kidding.
[00:14:45.000 --> 00:14:46.000]   It's fantastic.
[00:14:46.000 --> 00:14:47.000]   It totally worked.
[00:14:47.000 --> 00:14:49.000]   For somebody like me, that's a mess.
[00:14:49.000 --> 00:14:50.000]   No, totally.
[00:14:50.000 --> 00:14:51.000]   And you've got to tell it.
[00:14:51.000 --> 00:14:53.000]   So it goes, "Hey, are you doing that thing?"
[00:14:53.000 --> 00:14:56.000]   You said, "Earlier today, you said you wanted to work on this thing."
[00:14:56.000 --> 00:14:57.000]   And then it goes, "Wooosh."
[00:14:57.000 --> 00:15:00.640]   And then you go, and then you have to enter in what you're doing, and whether it's the
[00:15:00.640 --> 00:15:03.000]   thing that you were supposed to be doing.
[00:15:03.000 --> 00:15:09.000]   So basically, effectively, you create a log for where, if you're off track you were doing.
[00:15:09.000 --> 00:15:12.520]   There's obviously a comedy kind of component and there's a mindfulness component, but
[00:15:12.520 --> 00:15:17.000]   there's also kind of a really, if you're trying to track down where your attention is leaking,
[00:15:17.000 --> 00:15:19.000]   it's one way to see patterns as they emerge.
[00:15:19.000 --> 00:15:21.000]   I thought it was a really neat app.
[00:15:21.000 --> 00:15:24.000]   Is that because you need something like that, Nicholas?
[00:15:24.000 --> 00:15:26.000]   Is that why you wrote that?
[00:15:26.000 --> 00:15:27.000]   Somewhat.
[00:15:27.000 --> 00:15:29.000]   I'm curious about a brain.
[00:15:29.000 --> 00:15:32.000]   It helps, though, with having multiple projects, and I can just jump from one to the other,
[00:15:32.000 --> 00:15:34.000]   as the next one becomes interesting.
[00:15:34.000 --> 00:15:39.000]   Don't let me monopolize Nicholas, by the way, guys.
[00:15:39.000 --> 00:15:40.000]   If you've got a question for him.
[00:15:40.000 --> 00:15:41.000]   I have a question.
[00:15:41.000 --> 00:15:44.000]   I have been a fan of Quicksilver.
[00:15:44.000 --> 00:15:48.000]   Quicksilver is literally one of the reasons, one of the primary reasons that I started
[00:15:48.000 --> 00:15:49.000]   43 folders.
[00:15:49.000 --> 00:15:53.600]   For no other reason, then people were really tired of me telling them about this program
[00:15:53.600 --> 00:15:55.000]   and making them watch it.
[00:15:55.000 --> 00:15:58.400]   Of course, they became like a magic trick, and they were like, "Oh my God, I have to go
[00:15:58.400 --> 00:15:59.400]   use this."
[00:15:59.400 --> 00:16:03.400]   I've been with this for a long time.
[00:16:03.400 --> 00:16:07.840]   I've got a build of it that's not broken yet, despite some updates.
[00:16:07.840 --> 00:16:10.920]   I keep waiting for the day when the build that I have breaks.
[00:16:10.920 --> 00:16:16.360]   I guess I'm just curious if you know, I had a post about this not long ago, but I'm aware
[00:16:16.360 --> 00:16:21.520]   that there's a primary fork that some folks are working on, and there's a secondary fork
[00:16:21.520 --> 00:16:24.200]   where the one guy mostly went in and cleaned up the code.
[00:16:24.200 --> 00:16:29.200]   Is that a superficial two major parts of the fork right now?
[00:16:29.200 --> 00:16:33.760]   Yeah, the main thing is that there's a version of the fork that is very stripped down, like
[00:16:33.760 --> 00:16:38.280]   a light version, in attempt to make things lower profile, like there's no triggers, things
[00:16:38.280 --> 00:16:42.440]   like that.
[00:16:42.440 --> 00:16:45.360]   They're usually committing the changes back into the main code.
[00:16:45.360 --> 00:16:49.480]   Yeah, I mean, as people who are dependent on Quicksilver, I'd hate to see it.
[00:16:49.480 --> 00:16:51.560]   Well, that's why I was wondering.
[00:16:51.560 --> 00:16:56.800]   So I mean, for me, I think I'm probably, and probably Leo, I suspect we're even amongst
[00:16:56.800 --> 00:17:00.720]   power users, we're probably, I know I'm pretty rare, and then I use almost everything in
[00:17:00.720 --> 00:17:01.720]   Quicksilver.
[00:17:01.720 --> 00:17:02.720]   It's one of the few applications.
[00:17:02.720 --> 00:17:04.880]   It's ironic, given that it does so much.
[00:17:04.880 --> 00:17:08.160]   Photoshop, I open up and I hit Unsharp Mask and I close it.
[00:17:08.160 --> 00:17:10.120]   But Quicksilver, I really use--
[00:17:10.120 --> 00:17:12.920]   I mean, you don't have a trigger for that yet.
[00:17:12.920 --> 00:17:16.120]   I have triggers for almost everything, including drag triggers.
[00:17:16.120 --> 00:17:18.920]   I have stuff where I can drop it to a corner and it goes to transmit.
[00:17:18.920 --> 00:17:23.280]   I mean, people who have found that-- and this is not in any way a slam against Butler or
[00:17:23.280 --> 00:17:24.720]   Launch Bar because they're fantastic.
[00:17:24.720 --> 00:17:30.000]   But the people who have been able to easily switch to those apps, which are great apps,
