
[00:00:00.000 --> 00:00:04.000]   [music]
[00:07:11.680 --> 00:07:15.240]   Leo, how does your, how does your Nokia actually perform relative to that chart?
[00:07:15.240 --> 00:07:16.240]   Does it get what it is?
[00:07:16.240 --> 00:07:17.240]   It's impossible.
[00:07:17.240 --> 00:07:21.160]   First of all, does it, do you know anybody that talks for four hours in one charge?
[00:07:21.160 --> 00:07:22.160]   I don't know.
[00:07:22.160 --> 00:07:24.120]   I haven't talked that long.
[00:07:24.120 --> 00:07:26.080]   It's not talking that wears down my phone.
[00:07:26.080 --> 00:07:26.920]   It's GPS.
[00:07:26.920 --> 00:07:28.920]   It's Jaiku.
[00:07:28.920 --> 00:07:29.920]   It's data.
[00:07:29.920 --> 00:07:34.200]   So if I've got the GPS going, the data going, I'm sending pictures back and forth, I can
[00:07:34.200 --> 00:07:35.680]   run it down pretty quick.
[00:07:35.680 --> 00:07:37.040]   But I've also learned what not to do.
[00:07:37.040 --> 00:07:40.400]   I turn off the Bluetooth when I'm not using it, things like that.
[00:07:40.400 --> 00:07:41.720]   And it gives me all day charge.
[00:07:41.720 --> 00:07:43.320]   I mean, it's still at five bars right now.
[00:07:43.320 --> 00:07:44.320]   And here we are.
[00:07:44.320 --> 00:07:46.440]   We're taping this at five in the evening.
[00:07:46.440 --> 00:07:48.760]   So it's full, it's fully charged right now and I've been using it all day.
[00:07:48.760 --> 00:07:51.280]   I've made a few calls, but who talks five hours or eight hours?
[00:07:51.280 --> 00:07:52.840]   I mean, how would you even know?
[00:07:52.840 --> 00:07:54.600]   Talk to some producer in LA.
[00:07:54.600 --> 00:07:55.600]   Yeah, maybe.
[00:07:55.600 --> 00:07:56.600]   Yeah.
[00:07:56.600 --> 00:08:01.560]   I would, you know, look, I think we expect any smartphone we expect to charge it at night,
[00:08:01.560 --> 00:08:02.560]   right?
[00:08:02.560 --> 00:08:03.560]   Yeah.
[00:08:03.560 --> 00:08:04.560]   Yeah.
[00:08:04.560 --> 00:08:06.200]   The question is, does it get through the day?
[00:08:06.200 --> 00:08:07.200]   And it looks like this will.
[00:08:07.200 --> 00:08:08.200]   It's me away.
[00:08:08.200 --> 00:08:09.960]   There's seven hours of video playback.
[00:08:09.960 --> 00:08:10.960]   I mean, that's going on.
[00:08:10.960 --> 00:08:11.960]   That's a point.
[00:08:11.960 --> 00:08:12.960]   I came back.
[00:08:12.960 --> 00:08:16.600]   Yeah, we came back from Rhode Island and we were able on a fully charged iPod video.
[00:08:16.600 --> 00:08:19.960]   We were able to watch exactly two episodes of the wire.
[00:08:19.960 --> 00:08:20.960]   Right.
[00:08:20.960 --> 00:08:24.840]   So, which I actually have the DVD for.
[00:08:24.840 --> 00:08:27.840]   Thank you for clarifying that.
[00:08:27.840 --> 00:08:29.400]   It was a photo on Flickr.
[00:08:29.400 --> 00:08:30.400]   I own the DVD.
[00:08:30.400 --> 00:08:31.680]   You know, I had to buy the DVD.
[00:08:31.680 --> 00:08:35.720]   I couldn't find episode two on the newsgroups.
[00:08:35.720 --> 00:08:36.720]   So good.
[00:08:36.720 --> 00:08:41.480]   But no, but I mean, the thing is that's a tiny little, I think that's a smaller screen
[00:08:41.480 --> 00:08:42.480]   than the iPhone and.
[00:08:42.480 --> 00:08:43.480]   Oh, resolution.
[00:08:43.480 --> 00:08:44.480]   Yeah.
[00:08:44.480 --> 00:08:45.480]   So what did they do?
[00:08:45.480 --> 00:08:46.480]   Is it a bigger battery?
[00:08:46.480 --> 00:08:48.040]   I mean, what did they do to make this iPhone battery life longer?
[00:08:48.040 --> 00:08:49.680]   They did not release that information.
[00:08:49.680 --> 00:08:54.240]   Obviously, it's either a better battery or less power usage, but they did not disclose
[00:08:54.240 --> 00:08:55.240]   that.
[00:08:55.240 --> 00:08:59.240]   I put some calls in Apple PR today, which went unanswered on that issue.
[00:08:59.240 --> 00:09:03.000]   They also announced, and I think this is a very encouraging move, a glass screen, not
[00:09:03.000 --> 00:09:04.000]   a plastic screen.
[00:09:04.000 --> 00:09:06.840]   I think I was far more excited about the glass screen than I was for the battery, to
[00:09:06.840 --> 00:09:13.360]   be honest, because my iPod, I admit I did not treat my video iPod very well, but it's
[00:09:13.360 --> 00:09:14.360]   pretty scratched up.
[00:09:14.360 --> 00:09:15.520]   It's kind of hard to watch.
[00:09:15.520 --> 00:09:16.520]   Plastic's terrible.
[00:09:16.520 --> 00:09:20.720]   Of course, all the haters immediately started with, okay, well, now it's going to break.
[00:09:20.720 --> 00:09:22.080]   Well, that could be.
[00:09:22.080 --> 00:09:28.240]   I have to tell you, touch screens are usually pretty hard to read because of all the fingerprints
[00:09:28.240 --> 00:09:29.240]   and stuff.
[00:09:29.240 --> 00:09:32.880]   Well, that and the reflectance, the luminance, now it's gotten better.
[00:09:32.880 --> 00:09:33.880]   So we'll see.
[00:09:33.880 --> 00:09:38.160]   I mean, look, this could be a groundbreaking product and it looks to be a groundbreaking
[00:09:38.160 --> 00:09:41.280]   product, which means it'll have better battery life than anybody expected.
[00:09:41.280 --> 00:09:45.560]   A better screen, fewer fingerprints or not.
[00:09:45.560 --> 00:09:46.560]   I don't know.
[00:09:46.560 --> 00:09:50.880]   I mean, you know, I, I, if it just works, what was a phone and syncs with my contacts, I'll
[00:09:50.880 --> 00:09:51.880]   be happy.
[00:09:51.880 --> 00:09:52.880]   Not bad already.
[00:09:52.880 --> 00:09:55.200]   I have no trouble with Bluetooth in my Nokia.
[00:09:55.200 --> 00:09:56.200]   Yeah.
[00:09:56.200 --> 00:09:57.680]   Leo, did you see Rattle?
[00:09:57.680 --> 00:10:00.640]   Did you see that the new missing sync does you Jimbo?
[00:10:00.640 --> 00:10:02.440]   Ooh, I like that.
[00:10:02.440 --> 00:10:03.920]   What does it sync it to?
[00:10:03.920 --> 00:10:04.920]   What does it sync it to?
[00:10:04.920 --> 00:10:05.920]   I'm not sure.
[00:10:05.920 --> 00:10:07.760]   I think I'm guessing it must go into memos.
[00:10:07.760 --> 00:10:08.760]   Yeah.
[00:10:08.760 --> 00:10:11.520]   I'll double check my facts on that, but I somebody just told me that and passed, which
[00:10:11.520 --> 00:10:12.520]   is awesome.
[00:10:12.520 --> 00:10:13.520]   That's nice.
[00:10:13.520 --> 00:10:14.520]   Yeah, I don't use missing sync.
[00:10:14.520 --> 00:10:18.600]   I use the, I use, believe it or not, Apple I sync.
[00:10:18.600 --> 00:10:19.600]   It still lives.
[00:10:19.600 --> 00:10:23.140]   It's on in certain cases and in this case with the, with the Nokia Symbian operating
[00:10:23.140 --> 00:10:25.560]   system, you use iSync and it does a great job.
[00:10:25.560 --> 00:10:29.520]   Missing sync on my trio has, has been again, I've such a repeated topic.
[00:10:29.520 --> 00:10:31.000]   We've done this over and over and over.
[00:10:31.000 --> 00:10:34.200]   No, but, but the other thing that's great about it though is it handles things like,
[00:10:34.200 --> 00:10:39.240]   uh, it's got it, the Mark space has its own conduits for things like tasks and encounters
[00:10:39.240 --> 00:10:43.480]   to handle much better than the stock setup in my experience.
[00:10:43.480 --> 00:10:45.440]   Yeah, I have paid paid for missing sync.
[00:10:45.440 --> 00:10:46.440]   So maybe I should try it.
[00:10:46.440 --> 00:10:52.040]   So here it is, sync, this is on the unofficial Apple web log as you Jimbo notes, uh, trio
[00:10:52.040 --> 00:10:54.120]   SMS and more.
[00:10:54.120 --> 00:10:58.080]   I just, I just, I sync my trio like once every three months and brace for impact.
[00:10:58.080 --> 00:10:59.080]   Yeah.
[00:10:59.080 --> 00:11:00.080]   And I go back.
[00:11:00.080 --> 00:11:01.080]   Yeah.
[00:11:01.080 --> 00:11:02.080]   Sinking is always a risky thing.
[00:11:02.080 --> 00:11:05.400]   I did get an email from a listener folks that said that one of the reasons I might have
[00:11:05.400 --> 00:11:10.440]   been having trouble with the missing sync on my trio was that apparently Verizon had some
[00:11:10.440 --> 00:11:13.200]   weird thing you had to do first to get it to work right.
[00:11:13.200 --> 00:11:14.120]   And I never did that.
[00:11:14.120 --> 00:11:16.760]   So I always had bad luck with missing sync.
[00:11:16.760 --> 00:11:18.000]   I'm using Verizon, Merlin.
[00:11:18.000 --> 00:11:19.320]   You're using a different carrier.
[00:11:19.320 --> 00:11:22.600]   Maybe that was why you got the missing sync love and I didn't.
[00:11:22.600 --> 00:11:23.600]   Yeah.
[00:11:23.600 --> 00:11:26.840]   Could be also, you just rise in and I also had lots of unhappiness.
[00:11:26.840 --> 00:11:29.800]   So here's the rundown of what I've been told what's going to happen.
[00:11:29.800 --> 00:11:32.920]   Apple stores will close and I presume this is AT&T stores as well.
[00:11:32.920 --> 00:11:37.960]   By the way, only company owned stores, not franchisees, uh, not independents, only company
[00:11:37.960 --> 00:11:41.560]   owned stores will close at four p.m.
[00:11:41.560 --> 00:11:46.800]   The FedEx man will come a knock and sometime between four and five with an unspecified
[00:11:46.800 --> 00:11:47.800]   number of phones.
[00:11:47.800 --> 00:11:48.880]   They're going to rob them.
[00:11:48.880 --> 00:11:53.000]   They're going to get them that day and hour before they open, then at six o'clock they
[00:11:53.000 --> 00:11:54.440]   open the doors.
[00:11:54.440 --> 00:11:57.960]   My sources are saying that they will arrive in armored cars.
[00:11:57.960 --> 00:12:00.480]   That's got to be really.
[00:12:00.480 --> 00:12:04.320]   Let me say that Scott, whenever you talk about your sources and with respect, I always
[00:12:04.320 --> 00:12:07.240]   imagine you doing like a little senior wenz's hand.
[00:12:07.240 --> 00:12:08.640]   We have like a little eyes on there.
[00:12:08.640 --> 00:12:12.760]   We'll be arriving in, in, in, in, in, Johnny, Johnny, tell me, what will the iPhones be
[00:12:12.760 --> 00:12:13.760]   here?
[00:12:13.760 --> 00:12:14.760]   I vote car six.
[00:12:14.760 --> 00:12:15.760]   I vote car six.
[00:12:15.760 --> 00:12:16.760]   I vote car six.
[00:12:16.760 --> 00:12:17.760]   Close the door.
[00:12:17.760 --> 00:12:20.600]   I don't think they'll do armored cars to all Apple stores.
[00:12:20.600 --> 00:12:24.000]   And I mean, I'm sure the big stores they will to make a big splash.
[00:12:24.000 --> 00:12:26.360]   Also we have not been able to confirm the four o'clock time.
[00:12:26.360 --> 00:12:29.040]   We, we've heard different times of closing.
[00:12:29.040 --> 00:12:30.040]   Okay.
[00:12:30.040 --> 00:12:32.000]   Uh, it is a rolling rollout.
[00:12:32.000 --> 00:12:35.560]   So if you, I don't, I think frankly, Scott, if you really cared, you'd go to New York.
[00:12:35.560 --> 00:12:36.560]   You'll get it three hours early.
[00:12:36.560 --> 00:12:41.040]   I have a Vinnie Ferrari in New York city standing by.
[00:12:41.040 --> 00:12:42.440]   So he'll get it.
[00:12:42.440 --> 00:12:44.880]   He could actually have a review before we even touch the phone.
[00:12:44.880 --> 00:12:48.800]   He could save you a lot of money because ladies and gentlemen, I just want to, can I,
[00:12:48.800 --> 00:12:50.960]   can I tell people what your plan is?
[00:12:50.960 --> 00:12:51.960]   Yeah.
[00:12:51.960 --> 00:12:52.960]   Yeah.
[00:12:52.960 --> 00:12:54.360]   Mr. Mr. Moneybags here.
[00:12:54.360 --> 00:12:55.360]   Mr. Thirsty.
[00:12:55.360 --> 00:12:56.800]   It's not, it's not money bags.
[00:12:56.800 --> 00:12:58.520]   It don't start it that way.
[00:12:58.520 --> 00:13:01.760]   It's just how many phones do you plan to buy?
[00:13:01.760 --> 00:13:02.840]   Just 12.
[00:13:02.840 --> 00:13:04.040]   At that store.
[00:13:04.040 --> 00:13:05.040]   At that store.
[00:13:05.040 --> 00:13:07.440]   You have runners at every other store.
[00:13:07.440 --> 00:13:09.480]   Just in case to buy another 12.
[00:13:09.480 --> 00:13:11.720]   So how many do you hope to get?
[00:13:11.720 --> 00:13:14.960]   I would, I would love to get 24, but I need 12.
[00:13:14.960 --> 00:13:15.960]   I have.
[00:13:15.960 --> 00:13:17.600]   One for each pocket.
[00:13:17.600 --> 00:13:18.600]   What?
[00:13:18.600 --> 00:13:19.600]   I don't.
[00:13:19.600 --> 00:13:21.960]   Well, some of, you know, my team members, the staff at the company would like.
[00:13:21.960 --> 00:13:26.440]   You do the, you do the number one Apple phone show, called Apple phone show at Applephone
[00:13:26.440 --> 00:13:27.440]   show.com.
[00:13:27.440 --> 00:13:29.200]   So of course you need to, this is your job.
[00:13:29.200 --> 00:13:30.200]   Yeah.
[00:13:30.200 --> 00:13:33.080]   And we have to have one that we're going to actually tear apart so we can see what it looks
[00:13:33.080 --> 00:13:34.080]   like.
[00:13:34.080 --> 00:13:36.760]   I'm not sure that'll avoid the warranty, but I was going to check with Merlin on that.
[00:13:36.760 --> 00:13:39.680]   It'll probably still work though.
[00:13:39.680 --> 00:13:43.160]   We are going to give one away on the show, so we have to have that one.
[00:13:43.160 --> 00:13:44.160]   That's good.
[00:13:44.160 --> 00:13:47.920]   And then I have to have a couple of backups in case you guys get wonky on me and decide
[00:13:47.920 --> 00:13:49.560]   you want one after all.
[00:13:49.560 --> 00:13:51.840]   You mean like mention that promise you made?
[00:13:51.840 --> 00:13:55.400]   I mean the one you promised you were going to give us.
[00:13:55.400 --> 00:13:59.600]   You know, I have, I would just encourage everybody to listen to that show carefully and then
[00:13:59.600 --> 00:14:00.600]   we'll have that.
[00:14:00.600 --> 00:14:01.600]   What?
[00:14:01.600 --> 00:14:02.600]   I'm going to quote Hank.
[00:14:02.600 --> 00:14:03.600]   I'm going to quote Hank.
[00:14:03.600 --> 00:14:06.360]   Hank Hill from the first episode of King of the Hill.
[00:14:06.360 --> 00:14:07.600]   Don't play lawyer ball.
[00:14:07.600 --> 00:14:08.600]   No.
[00:14:08.600 --> 00:14:11.800]   Hey, baseball Scott lawyer ball lawyer ball.
[00:14:11.800 --> 00:14:14.040]   You said you said you're going to give us phones.
[00:14:14.040 --> 00:14:18.160]   And if you don't, you know, if you just want to, if you want to skate on that, that's fine.
[00:14:18.160 --> 00:14:21.000]   But don't go like like pulling your spectacles down your nose.
[00:14:21.000 --> 00:14:22.920]   You're kind of like you say that.
[00:14:22.920 --> 00:14:23.920]   It doesn't matter.
[00:14:23.920 --> 00:14:24.920]   I don't want to.
[00:14:24.920 --> 00:14:25.920]   Instead of stinking phone.
[00:14:25.920 --> 00:14:28.800]   I said if they were shipping the day of Mackerels, you'd get one.
[00:14:28.800 --> 00:14:29.800]   That's it.
[00:14:29.800 --> 00:14:32.240]   Maybe I'll just hang out outside the store and collect everybody's trios.
[00:14:32.240 --> 00:14:34.720]   They're back to be profitable.
[00:14:34.720 --> 00:14:40.240]   They should have that like the zoom people try to do with a recycled phone's out in the
[00:14:40.240 --> 00:14:41.520]   front of the Apple store.
[00:14:41.520 --> 00:14:46.640]   So how do I get my, how, what's the best way to get an iPhone?
[00:14:46.640 --> 00:14:52.080]   Depends on who you believe, but Mr. Jobs allegedly told a prominent blogger that the
