
[00:00:00.000 --> 00:00:04.000]   [music]
[00:06:57.000 --> 00:07:00.000]   But they're changing that to "Mommy Clean My Lens."
[00:07:00.000 --> 00:07:02.000]   It's a whole new site.
[00:07:02.000 --> 00:07:03.000]   Oh, it's easy.
[00:07:03.000 --> 00:07:05.000]   She knows by now she's watching this.
[00:07:05.000 --> 00:07:06.000]   Probably.
[00:07:06.000 --> 00:07:07.000]   She knows.
[00:07:07.000 --> 00:07:11.000]   So, how about your boyfriend?
[00:07:11.000 --> 00:07:13.000]   What's how is he going to take to this?
[00:07:13.000 --> 00:07:17.000]   Well, I don't have a boyfriend, so I probably wouldn't have agreed to this if I did because
[00:07:17.000 --> 00:07:18.000]   he probably would have broke up with me.
[00:07:18.000 --> 00:07:19.000]   No dates, babe.
[00:07:19.000 --> 00:07:20.000]   Right then and there.
[00:07:20.000 --> 00:07:22.000]   No, probably won't go to dates either.
[00:07:22.000 --> 00:07:23.000]   Yeah.
[00:07:23.000 --> 00:07:25.000]   Well, Justin goes out on dates, but I think it's kind of weird.
[00:07:25.000 --> 00:07:29.000]   Yeah, they've all been awkward, so hopefully he finds a nice girl.
[00:07:29.000 --> 00:07:30.000]   Soon.
[00:07:30.000 --> 00:07:33.000]   They've been painful.
[00:07:33.000 --> 00:07:36.000]   And of course, your best friend Desiree appears a lot to us.
[00:07:36.000 --> 00:07:37.000]   She doesn't all your films.
[00:07:37.000 --> 00:07:38.000]   She doesn't.
[00:07:38.000 --> 00:07:39.000]   She doesn't.
[00:07:39.000 --> 00:07:42.000]   She's like, "Will you please just get that out of my face just for five minutes?"
[00:07:42.000 --> 00:07:43.000]   Oh, interesting.
[00:07:43.000 --> 00:07:45.000]   Yeah, because I was watching you guys drive.
[00:07:45.000 --> 00:07:46.000]   Yeah.
[00:07:46.000 --> 00:07:48.000]   Yeah, and she was on it just as much as you.
[00:07:48.000 --> 00:07:50.000]   That's actually a pretty good vantage point.
[00:07:50.000 --> 00:07:51.000]   The car cam.
[00:07:51.000 --> 00:07:53.000]   Yeah, it worked out pretty well.
[00:07:53.000 --> 00:07:54.000]   Yeah, it looked great.
[00:07:54.000 --> 00:07:56.000]   Yeah, it looked really good.
[00:07:56.000 --> 00:07:59.000]   All right, well, this is a show actually about Tech News.
[00:07:59.000 --> 00:08:02.000]   Justine is justifiably the front page.
[00:08:02.000 --> 00:08:09.000]   By the way, they never reveal what the computer that you're using, but I believe it's a Mac Mini.
[00:08:09.000 --> 00:08:12.000]   You don't have to say, because now you're probably under an NDA.
[00:08:12.000 --> 00:08:15.000]   Actually, well, it's a Sony, but anyway, it's a Sony.
[00:08:15.000 --> 00:08:16.000]   It's a Sony?
[00:08:16.000 --> 00:08:17.000]   Yep, just keep going.
[00:08:17.000 --> 00:08:18.000]   It's a Sony?
[00:08:18.000 --> 00:08:19.000]   It's a Sony?
[00:08:19.000 --> 00:08:20.000]   It is.
[00:08:20.000 --> 00:08:21.000]   It's a Sony?
[00:08:21.000 --> 00:08:22.000]   It isn't.
[00:08:22.000 --> 00:08:23.000]   It's a cute little bio, actually.
[00:08:23.000 --> 00:08:24.000]   I thought it was a Mac Mini.
[00:08:24.000 --> 00:08:25.000]   I wish.
[00:08:25.000 --> 00:08:26.000]   Oh, man.
[00:08:26.000 --> 00:08:27.000]   At least it's so.
[00:08:27.000 --> 00:08:28.000]   But you do have a Mac, don't you, Justine?
[00:08:28.000 --> 00:08:29.000]   I do.
[00:08:29.000 --> 00:08:32.500]   I have a Mac Mini and a nice MacBook Pro right in front of me.
[00:08:32.500 --> 00:08:34.000]   She killed me on April Fool's Day.
[00:08:34.000 --> 00:08:35.000]   She really fooled me.
[00:08:35.000 --> 00:08:40.600]   She was giving up her Mac and buying a Sony, and she even changed the title of her blog,
[00:08:40.600 --> 00:08:43.000]   where she's holding a Mac, and it was a bio.
[00:08:43.000 --> 00:08:44.000]   Oh, my.
[00:08:44.000 --> 00:08:45.000]   Oh, my.
[00:08:45.000 --> 00:08:46.000]   Oh, my.
[00:08:46.000 --> 00:08:47.000]   And I said, "You're dead to me.
[00:08:47.000 --> 00:08:48.000]   I can't be doing this."
[00:08:48.000 --> 00:08:50.000]   You're dead to me.
[00:08:50.000 --> 00:08:51.000]   You'll never be on Mac break.
[00:08:51.000 --> 00:08:52.000]   Wiggly again, kid.
[00:08:52.000 --> 00:08:53.000]   No.
[00:08:53.000 --> 00:08:54.000]   I banned you.
[00:08:54.000 --> 00:08:55.000]   All right.
[00:08:55.000 --> 00:09:02.960]   Mac break weekly ideas is our website, mbwideas.com, in the most trivial use ever of a domain name.
[00:09:02.960 --> 00:09:05.120]   This points to our delicious site.
[00:09:05.120 --> 00:09:07.120]   Thank you, Merlin Man, for setting that up.
[00:09:07.120 --> 00:09:08.880]   Oh, my pleasure.
[00:09:08.880 --> 00:09:10.440]   What a waste of $9.50.
[00:09:10.440 --> 00:09:12.920]   You know, that's the thing, though.
[00:09:12.920 --> 00:09:15.720]   It's like you reach a certain point, and you just stop noticing.
[00:09:15.720 --> 00:09:18.480]   Once you get up, once you pass 100, it's all, you just don't want to miss.
[00:09:18.480 --> 00:09:20.400]   No wonder all the domain names are gone.
[00:09:20.400 --> 00:09:23.800]   People are so lazy that they're, "I can't remember my to-do list.
[00:09:23.800 --> 00:09:27.400]   Okay, let me just create a domain name for it."
[00:09:27.400 --> 00:09:30.360]   I guess nobody would use mbwideas.com, so.
[00:09:30.360 --> 00:09:33.320]   I don't think we're depriving people of much, but nobody's dying with that one.
[00:09:33.320 --> 00:09:37.040]   Actually, I've got more than 15,000 domains, because I keep going to look at the picture
[00:09:37.040 --> 00:09:38.040]   of the go-daddy girl.
[00:09:38.040 --> 00:09:39.040]   Oh, wow.
[00:09:39.040 --> 00:09:42.200]   That's so you just go, "I'll register something, sure.
[00:09:42.200 --> 00:09:43.200]   No problem.
[00:09:43.200 --> 00:09:44.200]   Whatever.
[00:09:44.200 --> 00:09:45.200]   All the fine."
[00:09:45.200 --> 00:09:47.880]   So I forwarded, I didn't forward it to you, because I didn't know you were going to be
[00:09:47.880 --> 00:09:50.960]   on Justie, but I forwarded it to you guys.
[00:09:50.960 --> 00:09:52.960]   Some iPhone news.
[00:09:52.960 --> 00:09:55.760]   We might as well just get this out of the way.
[00:09:55.760 --> 00:10:02.680]   iPhones, you know, going to be out in a few weeks, and we could finally stop speculating.
[00:10:02.680 --> 00:10:04.920]   But what do you think of the news?
[00:10:04.920 --> 00:10:07.600]   Did you look over the mail I sent out there to you?
[00:10:07.600 --> 00:10:08.600]   You just got bought.
[00:10:08.600 --> 00:10:09.600]   I got born.
[00:10:09.600 --> 00:10:10.600]   I didn't, I get it.
[00:10:10.600 --> 00:10:11.600]   Oh, you didn't get it?
[00:10:11.600 --> 00:10:12.600]   No.
[00:10:12.600 --> 00:10:13.600]   Did you get it, Merlin?
[00:10:13.600 --> 00:10:14.600]   No.
[00:10:14.600 --> 00:10:15.600]   I got it.
[00:10:15.600 --> 00:10:16.600]   I didn't read it.
[00:10:16.600 --> 00:10:21.480]   I thought I thought I'd phone my iPhone, and my eyes started to gloss over.
[00:10:21.480 --> 00:10:23.360]   Okay, I had a little nap.
[00:10:23.360 --> 00:10:25.640]   Here's, I'll read you the stories.
[00:10:25.640 --> 00:10:29.440]   Quanta wins order for second iPhone.
[00:10:29.440 --> 00:10:35.080]   According to a Quanta computer, which is a big Apple manufacturer, along with Foxconn,
[00:10:35.080 --> 00:10:39.240]   they got a contract to deliver five million units starting in September, none of the existing
[00:10:39.240 --> 00:10:46.400]   iPhone, but a slightly different one for the non-US market.
[00:10:46.400 --> 00:10:51.440]   According to the Chinese language commercial times, the iPhone, and by the way, I studied
[00:10:51.440 --> 00:10:53.360]   Chinese, so I'm reading this in translation.
[00:10:53.360 --> 00:10:56.960]   The iPhone produced by Foxconn is designated for the US market.
[00:10:56.960 --> 00:11:01.760]   Those manufactured by Quanta will be similar in function to those from Foxconn, but with
[00:11:01.760 --> 00:11:06.320]   a different outer design to fit different markets.
[00:11:06.320 --> 00:11:11.800]   And there's some speculation it may also have a different design so that it can be 3G.
[00:11:11.800 --> 00:11:13.760]   Oh, man.
[00:11:13.760 --> 00:11:17.480]   This is the big, this is one of the big, well, pretty much the only complaint people have
[00:11:17.480 --> 00:11:22.160]   right now about the iPhone not having used it, but everybody knows it because it's made
[00:11:22.160 --> 00:11:25.120]   for AT&T.
[00:11:25.120 --> 00:11:27.480]   It doesn't have the AT&T HSDPA in it.
[00:11:27.480 --> 00:11:28.480]   It doesn't have...
[00:11:28.480 --> 00:11:32.680]   It's the one thing that people, you know, in terms of this looking at a spec sheet site
[00:11:32.680 --> 00:11:36.480]   unseen, the edge thing is something that has turned a lot of people off.
[00:11:36.480 --> 00:11:40.400]   Yeah, I mean, for something with a great browser and everything that did not have high speed
[00:11:40.400 --> 00:11:44.560]   internet is a little odd, especially since singular offers, or I'm sorry, AT&T offers
[00:11:44.560 --> 00:11:45.560]   you.
[00:11:45.560 --> 00:11:46.720]   Huh.
[00:11:46.720 --> 00:11:51.480]   When I spoke with AT&T spokespersons today about this, Leo, they claim that the edge experience
[00:11:51.480 --> 00:11:52.480]   is going to be fine.
[00:11:52.480 --> 00:11:54.080]   We'll find out if that's true.
[00:11:54.080 --> 00:11:58.560]   They also point out that the edge network works in places that 3G does.
[00:11:58.560 --> 00:12:00.160]   But they could do both.
[00:12:00.160 --> 00:12:03.120]   I mean, many phones have both HSDPA and Edge.
[00:12:03.120 --> 00:12:07.040]   I'm really surprised that the AT&T rep would say that it's going to be a good experience.
[00:12:07.040 --> 00:12:08.040]   Yeah, now I did...
[00:12:08.040 --> 00:12:09.040]   I listened.
[00:12:09.040 --> 00:12:10.040]   I qualified, okay.
[00:12:10.040 --> 00:12:11.040]   Didn't I?
[00:12:11.040 --> 00:12:12.040]   Don't get me grieved by qualifying.
[00:12:12.040 --> 00:12:13.040]   That's going to suck.
[00:12:13.040 --> 00:12:17.480]   I also want to point out that, of course, it will have Wi-Fi capability, which is faster
[00:12:17.480 --> 00:12:21.600]   than 3G Edge or anything else.
[00:12:21.600 --> 00:12:25.200]   So was there ever any kind of a verdict on whether this will be able to do something
[00:12:25.200 --> 00:12:26.560]   anything Skype-like?
[00:12:26.560 --> 00:12:28.200]   Is that definitely on or off the rails?
[00:12:28.200 --> 00:12:30.960]   Well, there will be some Google applications on it.
[00:12:30.960 --> 00:12:33.800]   And of course, one of the things Google has is Google talk.
[00:12:33.800 --> 00:12:39.740]   Yeah, there's a lot of talk about Google widgets and things that we haven't been made
[00:12:39.740 --> 00:12:44.340]   privy to showing up later on the phone either at launch or a little bit later.
[00:12:44.340 --> 00:12:47.660]   I did get some background info on that today as well.
[00:12:47.660 --> 00:12:48.660]   And we don't know.
[00:12:48.660 --> 00:12:52.860]   It will be extensible at least vis-a-vis those widgets and who knows what else.
[00:12:52.860 --> 00:12:57.700]   And maybe what we'll find out on June 11th, Leo, is not that we're going to get the iPhone,
[00:12:57.700 --> 00:13:02.860]   but whether or not jobs intends to open up development of the sky as far as I'm concerned.
[00:13:02.860 --> 00:13:04.460]   I've got to have third party apps.
[00:13:04.460 --> 00:13:05.940]   I definitely hope so.
[00:13:05.940 --> 00:13:06.940]   Yeah.
[00:13:06.940 --> 00:13:08.940]   What app would you put on there, Justine?
[00:13:08.940 --> 00:13:09.940]   I'm really excited.
[00:13:09.940 --> 00:13:14.260]   I really hope for Google talk because I pretty much use that and I survive by it.
[00:13:14.260 --> 00:13:15.860]   I can't use it on my trio.
[00:13:15.860 --> 00:13:18.060]   I use it for my chat client all the time on my BlackBerry.
[00:13:18.060 --> 00:13:19.060]   Yeah.
[00:13:19.060 --> 00:13:21.620]   And because of things like I am a fied, you can use it then to post a Twitter and Jai
[00:13:21.620 --> 00:13:22.620]   Ku.
[00:13:22.620 --> 00:13:25.540]   So it really gives it a huge amount of functionality.
[00:13:25.540 --> 00:13:27.460]   I agree with you on that.
[00:13:27.460 --> 00:13:33.060]   Perhaps Gmail, Google News Reader, G-Cal, according to the Seattle Times, people will
[00:13:33.060 --> 00:13:38.980]   be asked to have unlimited data packages when they get their iPhone.
[00:13:38.980 --> 00:13:40.500]   Actually this is coming from Engadget.
[00:13:40.500 --> 00:13:42.940]   Ryan Block, our good friend, writing there.
[00:13:42.940 --> 00:13:43.940]   Okay.
[00:13:43.940 --> 00:13:44.940]   I'm not going to forget it.
[00:13:44.940 --> 00:13:45.940]   I didn't mention his name.
[00:13:45.940 --> 00:13:46.940]   He doesn't.
[00:13:46.940 --> 00:13:50.340]   Was that the $30 a month package they were talking about?
[00:13:50.340 --> 00:13:51.340]   Unlimited data.
[00:13:51.340 --> 00:13:55.500]   It cost me on my BlackBerry packages, 50 bucks a month.
[00:13:55.500 --> 00:13:56.500]   But that's my phone.
[00:13:56.500 --> 00:13:57.500]   That's my phone.
[00:13:57.500 --> 00:13:58.500]   Yeah, mine is.
[00:13:58.500 --> 00:14:02.900]   I spoke with a singular wireless chief spokesperson today.
[00:14:02.900 --> 00:14:07.540]   The CEO, someone who is willing to be quoted and they said that any report, any report
[00:14:07.540 --> 00:14:12.300]   of any kind that claims to report to know what packages will be available, what they
[00:14:12.300 --> 00:14:14.820]   will cost is inaccurate.
[00:14:14.820 --> 00:14:15.820]   Okay.
[00:14:15.820 --> 00:14:17.820]   Good.
[00:14:17.820 --> 00:14:20.420]   We have it from the horse's mouth.
[00:14:20.420 --> 00:14:22.220]   I don't really think they've made their minds up yet.
[00:14:22.220 --> 00:14:23.220]   Yeah.
[00:14:23.220 --> 00:14:24.220]   Well, they better hurry.
[00:14:24.220 --> 00:14:25.220]   They got a print stuff.
[00:14:25.220 --> 00:14:26.220]   Yeah, it's a.
[00:14:26.220 --> 00:14:28.020]   They've made up their minds.
[00:14:28.020 --> 00:14:30.340]   They've made their, they're print orders in.
[00:14:30.340 --> 00:14:34.540]   You're not going to go to the printer and say, Oh, we need something tomorrow.
[00:14:34.540 --> 00:14:36.260]   Well, they changed the signs overnight.
[00:14:36.260 --> 00:14:37.340]   No, come on.
[00:14:37.340 --> 00:14:38.340]   I don't know.
[00:14:38.340 --> 00:14:40.700]   I'm just telling you what he refused.
[00:14:40.700 --> 00:14:44.580]   He said there is nobody that knows exactly what packages we're going to offer.
[00:14:44.580 --> 00:14:47.580]   I pressed him on things like, what are you going to do if you're an existing customer?
[00:14:47.580 --> 00:14:48.820]   He says, I can't tell you.
[00:14:48.820 --> 00:14:49.820]   I pressed him on.
[00:14:49.820 --> 00:14:51.140]   Is there going to be a unity offering?
[00:14:51.140 --> 00:14:52.340]   He says, I can't tell you.
[00:14:52.340 --> 00:14:56.500]   I pressed him on what you're going to have to have in order to be an AT&T customer with
[00:14:56.500 --> 00:14:59.220]   the iPhone in terms of data packages, et cetera.
